"year","common_name","sci_name","count"
1988,"Red-shouldered Hawk","Buteo lineatus",0
1989,"Red-shouldered Hawk","Buteo lineatus",0.1563
1990,"Red-shouldered Hawk","Buteo lineatus",0.0563
1991,"Red-shouldered Hawk","Buteo lineatus",0.0274
1992,"Red-shouldered Hawk","Buteo lineatus",0.0154
1993,"Red-shouldered Hawk","Buteo lineatus",0.0492
1994,"Red-shouldered Hawk","Buteo lineatus",0.0613
1995,"Red-shouldered Hawk","Buteo lineatus",0.0769
1996,"Red-shouldered Hawk","Buteo lineatus",0.2097
1997,"Red-shouldered Hawk","Buteo lineatus",0.2027
1998,"Red-shouldered Hawk","Buteo lineatus",0.126
1999,"Red-shouldered Hawk","Buteo lineatus",0.0927
2000,"Red-shouldered Hawk","Buteo lineatus",0.1063
2001,"Red-shouldered Hawk","Buteo lineatus",0.2658
2002,"Red-shouldered Hawk","Buteo lineatus",0.1472
2003,"Red-shouldered Hawk","Buteo lineatus",0.0392
2004,"Red-shouldered Hawk","Buteo lineatus",0.2963
2005,"Red-shouldered Hawk","Buteo lineatus",0.1453
2006,"Red-shouldered Hawk","Buteo lineatus",0.2347
2007,"Red-shouldered Hawk","Buteo lineatus",0.0859
2008,"Red-shouldered Hawk","Buteo lineatus",0.2483
2009,"Red-shouldered Hawk","Buteo lineatus",0.1596
2010,"Red-shouldered Hawk","Buteo lineatus",0.2319
2011,"Red-shouldered Hawk","Buteo lineatus",0.1865
2012,"Red-shouldered Hawk","Buteo lineatus",0.2389
2013,"Red-shouldered Hawk","Buteo lineatus",0.3117
2014,"Red-shouldered Hawk","Buteo lineatus",0.2537
2015,"Red-shouldered Hawk","Buteo lineatus",0.305
2016,"Red-shouldered Hawk","Buteo lineatus",0.2317
2017,"Red-shouldered Hawk","Buteo lineatus",0.2918
2018,"Red-shouldered Hawk","Buteo lineatus",0.2617
2019,"Red-shouldered Hawk","Buteo lineatus",0.3084
2020,"Red-shouldered Hawk","Buteo lineatus",0.2405
2021,"Red-shouldered Hawk","Buteo lineatus",0.163
2022,"Red-shouldered Hawk","Buteo lineatus",0.3003
2023,"Red-shouldered Hawk","Buteo lineatus",0.2647
2024,"Red-shouldered Hawk","Buteo lineatus",0.3333
1902,"Northern Cardinal","Cardinalis cardinalis",0
1903,"Northern Cardinal","Cardinalis cardinalis",0
1904,"Northern Cardinal","Cardinalis cardinalis",0
1905,"Northern Cardinal","Cardinalis cardinalis",0
1906,"Northern Cardinal","Cardinalis cardinalis",0
1940,"Northern Cardinal","Cardinalis cardinalis",0
1942,"Northern Cardinal","Cardinalis cardinalis",0
1943,"Northern Cardinal","Cardinalis cardinalis",3.0667
1948,"Northern Cardinal","Cardinalis cardinalis",0
1949,"Northern Cardinal","Cardinalis cardinalis",0
1968,"Northern Cardinal","Cardinalis cardinalis",1.7805
1969,"Northern Cardinal","Cardinalis cardinalis",3.5135
1970,"Northern Cardinal","Cardinalis cardinalis",5.5
1971,"Northern Cardinal","Cardinalis cardinalis",5.6667
1973,"Northern Cardinal","Cardinalis cardinalis",6.9667
1974,"Northern Cardinal","Cardinalis cardinalis",3.4359
1975,"Northern Cardinal","Cardinalis cardinalis",2.7167
1976,"Northern Cardinal","Cardinalis cardinalis",2.6897
1977,"Northern Cardinal","Cardinalis cardinalis",3.1169
1978,"Northern Cardinal","Cardinalis cardinalis",1.4394
1979,"Northern Cardinal","Cardinalis cardinalis",3.4369
1980,"Northern Cardinal","Cardinalis cardinalis",4.1212
1981,"Northern Cardinal","Cardinalis cardinalis",2.4673
1982,"Northern Cardinal","Cardinalis cardinalis",4.9365
1983,"Northern Cardinal","Cardinalis cardinalis",2.4333
1984,"Northern Cardinal","Cardinalis cardinalis",1.7969
1985,"Northern Cardinal","Cardinalis cardinalis",2.2133
1986,"Northern Cardinal","Cardinalis cardinalis",1.7692
1987,"Northern Cardinal","Cardinalis cardinalis",4.4151
1988,"Northern Cardinal","Cardinalis cardinalis",2.9787
1989,"Northern Cardinal","Cardinalis cardinalis",4.4531
1990,"Northern Cardinal","Cardinalis cardinalis",3.7183
1991,"Northern Cardinal","Cardinalis cardinalis",1.9315
1992,"Northern Cardinal","Cardinalis cardinalis",2.5231
1993,"Northern Cardinal","Cardinalis cardinalis",2.08
1994,"Northern Cardinal","Cardinalis cardinalis",1.5785
1995,"Northern Cardinal","Cardinalis cardinalis",3.1209
1996,"Northern Cardinal","Cardinalis cardinalis",3.9677
1997,"Northern Cardinal","Cardinalis cardinalis",2.1351
1998,"Northern Cardinal","Cardinalis cardinalis",2.8346
1999,"Northern Cardinal","Cardinalis cardinalis",3.4702
2000,"Northern Cardinal","Cardinalis cardinalis",1.5947
2001,"Northern Cardinal","Cardinalis cardinalis",2.0864
2002,"Northern Cardinal","Cardinalis cardinalis",3.0368
2003,"Northern Cardinal","Cardinalis cardinalis",2.951
2004,"Northern Cardinal","Cardinalis cardinalis",4.2685
2005,"Northern Cardinal","Cardinalis cardinalis",6.067
2006,"Northern Cardinal","Cardinalis cardinalis",3.511
2007,"Northern Cardinal","Cardinalis cardinalis",3.3604
2008,"Northern Cardinal","Cardinalis cardinalis",3.4058
2009,"Northern Cardinal","Cardinalis cardinalis",4.6584
2010,"Northern Cardinal","Cardinalis cardinalis",3.2367
2011,"Northern Cardinal","Cardinalis cardinalis",3.9896
2012,"Northern Cardinal","Cardinalis cardinalis",3.7611
2013,"Northern Cardinal","Cardinalis cardinalis",3.4657
2014,"Northern Cardinal","Cardinalis cardinalis",2.3433
2015,"Northern Cardinal","Cardinalis cardinalis",2.8622
2016,"Northern Cardinal","Cardinalis cardinalis",2.8681
2017,"Northern Cardinal","Cardinalis cardinalis",3.2361
2018,"Northern Cardinal","Cardinalis cardinalis",3.6906
2019,"Northern Cardinal","Cardinalis cardinalis",3.4602
2020,"Northern Cardinal","Cardinalis cardinalis",4.1847
2021,"Northern Cardinal","Cardinalis cardinalis",3.4074
2022,"Northern Cardinal","Cardinalis cardinalis",0
2023,"Northern Cardinal","Cardinalis cardinalis",3.0588
2024,"Northern Cardinal","Cardinalis cardinalis",3.0139
1902,"Turkey Vulture","Cathartes aura",0
1903,"Turkey Vulture","Cathartes aura",0
1904,"Turkey Vulture","Cathartes aura",0
1905,"Turkey Vulture","Cathartes aura",0
1906,"Turkey Vulture","Cathartes aura",0
1940,"Turkey Vulture","Cathartes aura",0
1942,"Turkey Vulture","Cathartes aura",0
1943,"Turkey Vulture","Cathartes aura",4.8667
1948,"Turkey Vulture","Cathartes aura",0
1949,"Turkey Vulture","Cathartes aura",0
1968,"Turkey Vulture","Cathartes aura",0.2683
1969,"Turkey Vulture","Cathartes aura",0.0541
1970,"Turkey Vulture","Cathartes aura",0
1971,"Turkey Vulture","Cathartes aura",0.7333
1973,"Turkey Vulture","Cathartes aura",0
1974,"Turkey Vulture","Cathartes aura",0.4231
1975,"Turkey Vulture","Cathartes aura",0.3833
1976,"Turkey Vulture","Cathartes aura",1.0172
1977,"Turkey Vulture","Cathartes aura",0.013
1978,"Turkey Vulture","Cathartes aura",0.7424
1979,"Turkey Vulture","Cathartes aura",0.7379
1980,"Turkey Vulture","Cathartes aura",1.303
1981,"Turkey Vulture","Cathartes aura",1.9439
1982,"Turkey Vulture","Cathartes aura",0.1429
1983,"Turkey Vulture","Cathartes aura",1.3833
1984,"Turkey Vulture","Cathartes aura",0.375
1985,"Turkey Vulture","Cathartes aura",0.5333
1986,"Turkey Vulture","Cathartes aura",0.4231
1987,"Turkey Vulture","Cathartes aura",0.7547
1988,"Turkey Vulture","Cathartes aura",0.2766
1989,"Turkey Vulture","Cathartes aura",0.5
1990,"Turkey Vulture","Cathartes aura",1.169
1991,"Turkey Vulture","Cathartes aura",0.6438
1992,"Turkey Vulture","Cathartes aura",0.0462
1993,"Turkey Vulture","Cathartes aura",0.96
1994,"Turkey Vulture","Cathartes aura",0.9195
1995,"Turkey Vulture","Cathartes aura",0.5385
1996,"Turkey Vulture","Cathartes aura",0.9839
1997,"Turkey Vulture","Cathartes aura",1.1757
1998,"Turkey Vulture","Cathartes aura",1.3701
1999,"Turkey Vulture","Cathartes aura",1.1788
2000,"Turkey Vulture","Cathartes aura",0.9169
2001,"Turkey Vulture","Cathartes aura",2.3256
2002,"Turkey Vulture","Cathartes aura",1.0167
2003,"Turkey Vulture","Cathartes aura",0.3431
2004,"Turkey Vulture","Cathartes aura",1.1667
2005,"Turkey Vulture","Cathartes aura",0.9609
2006,"Turkey Vulture","Cathartes aura",1.7311
2007,"Turkey Vulture","Cathartes aura",1.5179
2008,"Turkey Vulture","Cathartes aura",0.745
2009,"Turkey Vulture","Cathartes aura",1.5062
2010,"Turkey Vulture","Cathartes aura",2.0676
2011,"Turkey Vulture","Cathartes aura",2.1347
2012,"Turkey Vulture","Cathartes aura",0.8407
2013,"Turkey Vulture","Cathartes aura",1.7365
2014,"Turkey Vulture","Cathartes aura",1.4925
2015,"Turkey Vulture","Cathartes aura",2.2522
2016,"Turkey Vulture","Cathartes aura",1.7736
2017,"Turkey Vulture","Cathartes aura",0.8755
2018,"Turkey Vulture","Cathartes aura",1.806
2019,"Turkey Vulture","Cathartes aura",1.3205
2020,"Turkey Vulture","Cathartes aura",0.3078
2021,"Turkey Vulture","Cathartes aura",0.6963
2022,"Turkey Vulture","Cathartes aura",1.7338
2023,"Turkey Vulture","Cathartes aura",0.5294
2024,"Turkey Vulture","Cathartes aura",1.0139
1902,"Killdeer","Charadrius vociferus",0
1903,"Killdeer","Charadrius vociferus",0
1904,"Killdeer","Charadrius vociferus",0
1905,"Killdeer","Charadrius vociferus",0
1906,"Killdeer","Charadrius vociferus",0
1940,"Killdeer","Charadrius vociferus",0
1942,"Killdeer","Charadrius vociferus",0
1943,"Killdeer","Charadrius vociferus",0
1948,"Killdeer","Charadrius vociferus",0
1949,"Killdeer","Charadrius vociferus",0
1968,"Killdeer","Charadrius vociferus",0.1951
1969,"Killdeer","Charadrius vociferus",0.4865
1970,"Killdeer","Charadrius vociferus",0.4
1971,"Killdeer","Charadrius vociferus",0.8
1973,"Killdeer","Charadrius vociferus",0.7333
1974,"Killdeer","Charadrius vociferus",0.6667
1975,"Killdeer","Charadrius vociferus",0.35
1976,"Killdeer","Charadrius vociferus",0.7586
1977,"Killdeer","Charadrius vociferus",0.3506
1978,"Killdeer","Charadrius vociferus",1.1061
1979,"Killdeer","Charadrius vociferus",1.3204
1980,"Killdeer","Charadrius vociferus",0.3939
1981,"Killdeer","Charadrius vociferus",0.6542
1982,"Killdeer","Charadrius vociferus",0.4127
1983,"Killdeer","Charadrius vociferus",0.1667
1984,"Killdeer","Charadrius vociferus",0.9688
1985,"Killdeer","Charadrius vociferus",0.48
1986,"Killdeer","Charadrius vociferus",1.5192
1987,"Killdeer","Charadrius vociferus",1.4717
1988,"Killdeer","Charadrius vociferus",0.5319
1989,"Killdeer","Charadrius vociferus",0.5156
1990,"Killdeer","Charadrius vociferus",0.3239
1991,"Killdeer","Charadrius vociferus",2.1233
1992,"Killdeer","Charadrius vociferus",1.1231
1993,"Killdeer","Charadrius vociferus",2.1046
1994,"Killdeer","Charadrius vociferus",1.0728
1995,"Killdeer","Charadrius vociferus",0.4176
1996,"Killdeer","Charadrius vociferus",0.2903
1997,"Killdeer","Charadrius vociferus",0.4865
1998,"Killdeer","Charadrius vociferus",1.9843
1999,"Killdeer","Charadrius vociferus",0.7285
2000,"Killdeer","Charadrius vociferus",0.8239
2001,"Killdeer","Charadrius vociferus",2.0731
2002,"Killdeer","Charadrius vociferus",0.5351
2003,"Killdeer","Charadrius vociferus",0.1667
2004,"Killdeer","Charadrius vociferus",0.2222
2005,"Killdeer","Charadrius vociferus",0.4469
2006,"Killdeer","Charadrius vociferus",0.2836
2007,"Killdeer","Charadrius vociferus",1.0215
2008,"Killdeer","Charadrius vociferus",0.8071
2009,"Killdeer","Charadrius vociferus",0.419
2010,"Killdeer","Charadrius vociferus",1.6039
2011,"Killdeer","Charadrius vociferus",1.9689
2012,"Killdeer","Charadrius vociferus",0.3628
2013,"Killdeer","Charadrius vociferus",0.6456
2014,"Killdeer","Charadrius vociferus",0.7836
2015,"Killdeer","Charadrius vociferus",0.1408
2016,"Killdeer","Charadrius vociferus",0.1518
2017,"Killdeer","Charadrius vociferus",1.6309
2018,"Killdeer","Charadrius vociferus",0.1963
2019,"Killdeer","Charadrius vociferus",0.2699
2020,"Killdeer","Charadrius vociferus",0.0866
2021,"Killdeer","Charadrius vociferus",0.8741
2022,"Killdeer","Charadrius vociferus",1.7474
2023,"Killdeer","Charadrius vociferus",0.5
2024,"Killdeer","Charadrius vociferus",0.375
1902,"Northern Bobwhite","Colinus virginianus",0
1903,"Northern Bobwhite","Colinus virginianus",0
1904,"Northern Bobwhite","Colinus virginianus",0
1905,"Northern Bobwhite","Colinus virginianus",0
1906,"Northern Bobwhite","Colinus virginianus",0
1940,"Northern Bobwhite","Colinus virginianus",0
1942,"Northern Bobwhite","Colinus virginianus",0
1943,"Northern Bobwhite","Colinus virginianus",1
1948,"Northern Bobwhite","Colinus virginianus",0
1949,"Northern Bobwhite","Colinus virginianus",0
1968,"Northern Bobwhite","Colinus virginianus",1.439
1969,"Northern Bobwhite","Colinus virginianus",0.0541
1970,"Northern Bobwhite","Colinus virginianus",1.7
1971,"Northern Bobwhite","Colinus virginianus",1.5333
1973,"Northern Bobwhite","Colinus virginianus",0.9333
1974,"Northern Bobwhite","Colinus virginianus",0.0513
1975,"Northern Bobwhite","Colinus virginianus",0.8
1976,"Northern Bobwhite","Colinus virginianus",0.931
1977,"Northern Bobwhite","Colinus virginianus",0.6364
1978,"Northern Bobwhite","Colinus virginianus",1.0758
1979,"Northern Bobwhite","Colinus virginianus",0.8155
1980,"Northern Bobwhite","Colinus virginianus",0.3939
1981,"Northern Bobwhite","Colinus virginianus",0.2991
1982,"Northern Bobwhite","Colinus virginianus",1.0952
1983,"Northern Bobwhite","Colinus virginianus",0.15
1984,"Northern Bobwhite","Colinus virginianus",0.2188
1985,"Northern Bobwhite","Colinus virginianus",0.0267
1986,"Northern Bobwhite","Colinus virginianus",0
1987,"Northern Bobwhite","Colinus virginianus",0.1132
1988,"Northern Bobwhite","Colinus virginianus",0.0213
1989,"Northern Bobwhite","Colinus virginianus",0.2344
1990,"Northern Bobwhite","Colinus virginianus",0.4789
1991,"Northern Bobwhite","Colinus virginianus",0
1992,"Northern Bobwhite","Colinus virginianus",0.1538
1993,"Northern Bobwhite","Colinus virginianus",0.0123
1994,"Northern Bobwhite","Colinus virginianus",0.0153
1995,"Northern Bobwhite","Colinus virginianus",0.022
1996,"Northern Bobwhite","Colinus virginianus",0
1997,"Northern Bobwhite","Colinus virginianus",0
1998,"Northern Bobwhite","Colinus virginianus",0.3307
1999,"Northern Bobwhite","Colinus virginianus",0.0795
2000,"Northern Bobwhite","Colinus virginianus",0
2001,"Northern Bobwhite","Colinus virginianus",0
2002,"Northern Bobwhite","Colinus virginianus",0
2003,"Northern Bobwhite","Colinus virginianus",0
2004,"Northern Bobwhite","Colinus virginianus",0
2005,"Northern Bobwhite","Colinus virginianus",0
2006,"Northern Bobwhite","Colinus virginianus",0
2007,"Northern Bobwhite","Colinus virginianus",0
2008,"Northern Bobwhite","Colinus virginianus",0
2009,"Northern Bobwhite","Colinus virginianus",0
2010,"Northern Bobwhite","Colinus virginianus",0
2011,"Northern Bobwhite","Colinus virginianus",0
2012,"Northern Bobwhite","Colinus virginianus",0
2013,"Northern Bobwhite","Colinus virginianus",0
2014,"Northern Bobwhite","Colinus virginianus",0
2015,"Northern Bobwhite","Colinus virginianus",0
2016,"Northern Bobwhite","Colinus virginianus",0
2017,"Northern Bobwhite","Colinus virginianus",0
2018,"Northern Bobwhite","Colinus virginianus",0
2019,"Northern Bobwhite","Colinus virginianus",0
2020,"Northern Bobwhite","Colinus virginianus",0.0096
2021,"Northern Bobwhite","Colinus virginianus",0
2022,"Northern Bobwhite","Colinus virginianus",0
2023,"Northern Bobwhite","Colinus virginianus",0
2024,"Northern Bobwhite","Colinus virginianus",0
1902,"American Crow","Corvus brachyrhynchos",0
1903,"American Crow","Corvus brachyrhynchos",0
1904,"American Crow","Corvus brachyrhynchos",0
1905,"American Crow","Corvus brachyrhynchos",0
1906,"American Crow","Corvus brachyrhynchos",0
1940,"American Crow","Corvus brachyrhynchos",0
1942,"American Crow","Corvus brachyrhynchos",0
1943,"American Crow","Corvus brachyrhynchos",0
1948,"American Crow","Corvus brachyrhynchos",0
1949,"American Crow","Corvus brachyrhynchos",0
1968,"American Crow","Corvus brachyrhynchos",0.6829
1969,"American Crow","Corvus brachyrhynchos",1.4865
1970,"American Crow","Corvus brachyrhynchos",1.75
1971,"American Crow","Corvus brachyrhynchos",3.4667
1973,"American Crow","Corvus brachyrhynchos",0.9667
1974,"American Crow","Corvus brachyrhynchos",2.0897
1975,"American Crow","Corvus brachyrhynchos",2.05
1976,"American Crow","Corvus brachyrhynchos",2.0862
1977,"American Crow","Corvus brachyrhynchos",1.4026
1978,"American Crow","Corvus brachyrhynchos",1.6515
1979,"American Crow","Corvus brachyrhynchos",2.0583
1980,"American Crow","Corvus brachyrhynchos",1.9394
1981,"American Crow","Corvus brachyrhynchos",3.6636
1982,"American Crow","Corvus brachyrhynchos",3.6032
1983,"American Crow","Corvus brachyrhynchos",2.9
1984,"American Crow","Corvus brachyrhynchos",3.4063
1985,"American Crow","Corvus brachyrhynchos",2.5867
1986,"American Crow","Corvus brachyrhynchos",2.7308
1987,"American Crow","Corvus brachyrhynchos",4.5849
1988,"American Crow","Corvus brachyrhynchos",2.0426
1989,"American Crow","Corvus brachyrhynchos",2.0156
1990,"American Crow","Corvus brachyrhynchos",2.4085
1991,"American Crow","Corvus brachyrhynchos",2.6301
1992,"American Crow","Corvus brachyrhynchos",2.9231
1993,"American Crow","Corvus brachyrhynchos",2.1046
1994,"American Crow","Corvus brachyrhynchos",3.1571
1995,"American Crow","Corvus brachyrhynchos",2.7582
1996,"American Crow","Corvus brachyrhynchos",5.2419
1997,"American Crow","Corvus brachyrhynchos",3.8784
1998,"American Crow","Corvus brachyrhynchos",2.7874
1999,"American Crow","Corvus brachyrhynchos",3.4702
2000,"American Crow","Corvus brachyrhynchos",4.093
2001,"American Crow","Corvus brachyrhynchos",3.0831
2002,"American Crow","Corvus brachyrhynchos",3.1706
2003,"American Crow","Corvus brachyrhynchos",1.8922
2004,"American Crow","Corvus brachyrhynchos",3
2005,"American Crow","Corvus brachyrhynchos",4.5251
2006,"American Crow","Corvus brachyrhynchos",3.2078
2007,"American Crow","Corvus brachyrhynchos",3.3317
2008,"American Crow","Corvus brachyrhynchos",3.4767
2009,"American Crow","Corvus brachyrhynchos",3.6209
2010,"American Crow","Corvus brachyrhynchos",5.0725
2011,"American Crow","Corvus brachyrhynchos",5.3161
2012,"American Crow","Corvus brachyrhynchos",5.0354
2013,"American Crow","Corvus brachyrhynchos",4.2004
2014,"American Crow","Corvus brachyrhynchos",4.5672
2015,"American Crow","Corvus brachyrhynchos",3.437
2016,"American Crow","Corvus brachyrhynchos",5.4965
2017,"American Crow","Corvus brachyrhynchos",4.5665
2018,"American Crow","Corvus brachyrhynchos",3.5205
2019,"American Crow","Corvus brachyrhynchos",3.1711
2020,"American Crow","Corvus brachyrhynchos",4.1462
2021,"American Crow","Corvus brachyrhynchos",3.1111
2022,"American Crow","Corvus brachyrhynchos",5.0648
2023,"American Crow","Corvus brachyrhynchos",3.3529
2024,"American Crow","Corvus brachyrhynchos",2.8333
1902,"Fish Crow","Corvus ossifragus",0
1903,"Fish Crow","Corvus ossifragus",0
1904,"Fish Crow","Corvus ossifragus",0
1905,"Fish Crow","Corvus ossifragus",0
1906,"Fish Crow","Corvus ossifragus",0
1940,"Fish Crow","Corvus ossifragus",0
1942,"Fish Crow","Corvus ossifragus",0
1943,"Fish Crow","Corvus ossifragus",0
1948,"Fish Crow","Corvus ossifragus",0
1949,"Fish Crow","Corvus ossifragus",0
1968,"Fish Crow","Corvus ossifragus",0
1969,"Fish Crow","Corvus ossifragus",0
1970,"Fish Crow","Corvus ossifragus",0
1971,"Fish Crow","Corvus ossifragus",0
1973,"Fish Crow","Corvus ossifragus",0
1974,"Fish Crow","Corvus ossifragus",0
1975,"Fish Crow","Corvus ossifragus",0
1976,"Fish Crow","Corvus ossifragus",0
1977,"Fish Crow","Corvus ossifragus",0
1978,"Fish Crow","Corvus ossifragus",0
1979,"Fish Crow","Corvus ossifragus",0
1980,"Fish Crow","Corvus ossifragus",0
1981,"Fish Crow","Corvus ossifragus",0
1982,"Fish Crow","Corvus ossifragus",0
1983,"Fish Crow","Corvus ossifragus",0
1984,"Fish Crow","Corvus ossifragus",0
1985,"Fish Crow","Corvus ossifragus",0
1986,"Fish Crow","Corvus ossifragus",0
1987,"Fish Crow","Corvus ossifragus",0
1988,"Fish Crow","Corvus ossifragus",0
1989,"Fish Crow","Corvus ossifragus",0
1990,"Fish Crow","Corvus ossifragus",0
1991,"Fish Crow","Corvus ossifragus",0
1992,"Fish Crow","Corvus ossifragus",0
1993,"Fish Crow","Corvus ossifragus",0
1994,"Fish Crow","Corvus ossifragus",0
1995,"Fish Crow","Corvus ossifragus",0
1996,"Fish Crow","Corvus ossifragus",0
1997,"Fish Crow","Corvus ossifragus",0
1998,"Fish Crow","Corvus ossifragus",0
1999,"Fish Crow","Corvus ossifragus",0
2000,"Fish Crow","Corvus ossifragus",0
2001,"Fish Crow","Corvus ossifragus",0.0133
2002,"Fish Crow","Corvus ossifragus",0
2003,"Fish Crow","Corvus ossifragus",0
2004,"Fish Crow","Corvus ossifragus",0
2005,"Fish Crow","Corvus ossifragus",0
2006,"Fish Crow","Corvus ossifragus",0
2007,"Fish Crow","Corvus ossifragus",0
2008,"Fish Crow","Corvus ossifragus",0.0089
2009,"Fish Crow","Corvus ossifragus",0
2010,"Fish Crow","Corvus ossifragus",0
2011,"Fish Crow","Corvus ossifragus",0
2012,"Fish Crow","Corvus ossifragus",0
2013,"Fish Crow","Corvus ossifragus",0
2014,"Fish Crow","Corvus ossifragus",0
2015,"Fish Crow","Corvus ossifragus",0
2016,"Fish Crow","Corvus ossifragus",0.008
2017,"Fish Crow","Corvus ossifragus",0.0086
2018,"Fish Crow","Corvus ossifragus",0
2019,"Fish Crow","Corvus ossifragus",0.0096
2020,"Fish Crow","Corvus ossifragus",0
2021,"Fish Crow","Corvus ossifragus",0
2022,"Fish Crow","Corvus ossifragus",0
2023,"Fish Crow","Corvus ossifragus",0.0294
2024,"Fish Crow","Corvus ossifragus",0.0278
1902,"Blue Jay","Cyanocitta cristata",0
1903,"Blue Jay","Cyanocitta cristata",0
1904,"Blue Jay","Cyanocitta cristata",0
1905,"Blue Jay","Cyanocitta cristata",0
1906,"Blue Jay","Cyanocitta cristata",0
1940,"Blue Jay","Cyanocitta cristata",0
1942,"Blue Jay","Cyanocitta cristata",0
1943,"Blue Jay","Cyanocitta cristata",1.0667
1948,"Blue Jay","Cyanocitta cristata",0
1949,"Blue Jay","Cyanocitta cristata",0
1968,"Blue Jay","Cyanocitta cristata",1.3415
1969,"Blue Jay","Cyanocitta cristata",2.7027
1970,"Blue Jay","Cyanocitta cristata",6
1971,"Blue Jay","Cyanocitta cristata",2.6667
1973,"Blue Jay","Cyanocitta cristata",3.2333
1974,"Blue Jay","Cyanocitta cristata",2.9103
1975,"Blue Jay","Cyanocitta cristata",1.6
1976,"Blue Jay","Cyanocitta cristata",1.9483
1977,"Blue Jay","Cyanocitta cristata",3.039
1978,"Blue Jay","Cyanocitta cristata",1.9697
1979,"Blue Jay","Cyanocitta cristata",4.4854
1980,"Blue Jay","Cyanocitta cristata",4.303
1981,"Blue Jay","Cyanocitta cristata",3.7383
1982,"Blue Jay","Cyanocitta cristata",6.8413
1983,"Blue Jay","Cyanocitta cristata",0.9333
1984,"Blue Jay","Cyanocitta cristata",2.0156
1985,"Blue Jay","Cyanocitta cristata",2.6533
1986,"Blue Jay","Cyanocitta cristata",2.3077
1987,"Blue Jay","Cyanocitta cristata",2.7358
1988,"Blue Jay","Cyanocitta cristata",4.2128
1989,"Blue Jay","Cyanocitta cristata",6.1719
1990,"Blue Jay","Cyanocitta cristata",3.3521
1991,"Blue Jay","Cyanocitta cristata",1.589
1992,"Blue Jay","Cyanocitta cristata",6.3231
1993,"Blue Jay","Cyanocitta cristata",1.5754
1994,"Blue Jay","Cyanocitta cristata",0.7969
1995,"Blue Jay","Cyanocitta cristata",4.4176
1996,"Blue Jay","Cyanocitta cristata",3.2097
1997,"Blue Jay","Cyanocitta cristata",3.0676
1998,"Blue Jay","Cyanocitta cristata",1.622
1999,"Blue Jay","Cyanocitta cristata",3.5497
2000,"Blue Jay","Cyanocitta cristata",0.7708
2001,"Blue Jay","Cyanocitta cristata",2.2857
2002,"Blue Jay","Cyanocitta cristata",0.8963
2003,"Blue Jay","Cyanocitta cristata",1.7647
2004,"Blue Jay","Cyanocitta cristata",2.6667
2005,"Blue Jay","Cyanocitta cristata",2.5475
2006,"Blue Jay","Cyanocitta cristata",3.4523
2007,"Blue Jay","Cyanocitta cristata",1.9952
2008,"Blue Jay","Cyanocitta cristata",2.5366
2009,"Blue Jay","Cyanocitta cristata",3.3317
2010,"Blue Jay","Cyanocitta cristata",2.1932
2011,"Blue Jay","Cyanocitta cristata",1.9171
2012,"Blue Jay","Cyanocitta cristata",2.3805
2013,"Blue Jay","Cyanocitta cristata",2.6122
2014,"Blue Jay","Cyanocitta cristata",2.1418
2015,"Blue Jay","Cyanocitta cristata",2.4985
2016,"Blue Jay","Cyanocitta cristata",2.0692
2017,"Blue Jay","Cyanocitta cristata",2.1545
2018,"Blue Jay","Cyanocitta cristata",3.3634
2019,"Blue Jay","Cyanocitta cristata",1.8795
2020,"Blue Jay","Cyanocitta cristata",4.6465
2021,"Blue Jay","Cyanocitta cristata",2.7704
2022,"Blue Jay","Cyanocitta cristata",2.6894
2023,"Blue Jay","Cyanocitta cristata",1.3529
2024,"Blue Jay","Cyanocitta cristata",1.7639
1902,"Pileated Woodpecker","Dryocopus pileatus",0
1903,"Pileated Woodpecker","Dryocopus pileatus",0
1904,"Pileated Woodpecker","Dryocopus pileatus",0
1905,"Pileated Woodpecker","Dryocopus pileatus",0
1906,"Pileated Woodpecker","Dryocopus pileatus",0
1940,"Pileated Woodpecker","Dryocopus pileatus",0
1942,"Pileated Woodpecker","Dryocopus pileatus",0
1943,"Pileated Woodpecker","Dryocopus pileatus",0
1948,"Pileated Woodpecker","Dryocopus pileatus",0
1949,"Pileated Woodpecker","Dryocopus pileatus",0
1968,"Pileated Woodpecker","Dryocopus pileatus",0
1969,"Pileated Woodpecker","Dryocopus pileatus",0
1970,"Pileated Woodpecker","Dryocopus pileatus",0
1971,"Pileated Woodpecker","Dryocopus pileatus",0
1973,"Pileated Woodpecker","Dryocopus pileatus",0
1974,"Pileated Woodpecker","Dryocopus pileatus",0.0128
1975,"Pileated Woodpecker","Dryocopus pileatus",0.0333
1976,"Pileated Woodpecker","Dryocopus pileatus",0
1977,"Pileated Woodpecker","Dryocopus pileatus",0
1978,"Pileated Woodpecker","Dryocopus pileatus",0.0152
1979,"Pileated Woodpecker","Dryocopus pileatus",0.0388
1980,"Pileated Woodpecker","Dryocopus pileatus",0.0909
1981,"Pileated Woodpecker","Dryocopus pileatus",0.0187
1982,"Pileated Woodpecker","Dryocopus pileatus",0
1983,"Pileated Woodpecker","Dryocopus pileatus",0.0167
1984,"Pileated Woodpecker","Dryocopus pileatus",0.0313
1985,"Pileated Woodpecker","Dryocopus pileatus",0.0267
1986,"Pileated Woodpecker","Dryocopus pileatus",0
1987,"Pileated Woodpecker","Dryocopus pileatus",0
1988,"Pileated Woodpecker","Dryocopus pileatus",0
