"year","American Crow","American Goldfinch","American Robin","Blue Jay","Brown Thrasher","Brown-headed Cowbird","Brown-headed Nuthatch","Carolina Chickadee","Carolina Wren","Cedar Waxwing","Chipping Sparrow","Common Grackle","Downy Woodpecker","Eastern Bluebird","Eastern Phoebe","Eastern Towhee","European Starling","House Finch","House Sparrow","Mourning Dove","Northern Cardinal","Northern Mockingbird","Pine Warbler","Red-bellied Woodpecker","Red-headed Woodpecker","Red-winged Blackbird","Ring-billed Gull","Tufted Titmouse","White-breasted Nuthatch"
1999,-8.5292090734416,-3.65947390299134,-23.9329403598972,-4.44017128555758,0.56084705951095,0.82277573606463,-0.662589290436316,-4.44675685206125,-2.66728100228009,-18.4072762589359,0.47322192752987,-13.3856212149285,-1.6802312942177,-4.93459579288026,-0.287552420306966,-0.24046207322623,-21.4917584122959,-2.23250559440559,-1.14677755703945,-2.98764614621451,-1.74007795434022,0.47453648316665,2.17050298441715,-1.06930883793519,-0.232711153617275,-22.0961294815343,-25.0005671446812,-1.20450854964485,-1.17027420456559
2000,-5.85945073056953,-1.59031620615908,-27.8677485521162,-1.07462326934264,0.86252962072076,1.75771072191552,-0.685835217830116,-3.07013161624676,0.83788359727409,-16.8797114347357,1.84938767150486,-9.55940573176151,-1.36775114911719,-3.91924874388805,-0.314742304425242,-0.89675144323205,-14.2875685922605,-0.0637088555899101,0.03285275730104,-0.17315170392434,3.7074231825348,0.49096830943347,1.68676348711929,-0.55726075055343,-0.958615620302925,-16.5312815624677,-99.6455162383536,-0.00532804471089943,-0.773498723053917
2001,-6.92190693612139,-8.99330109614782,-1.75245398342075,-5.15607476121206,0.85146542553552,-0.28599446097656,-0.9271340731027,-2.8796220385675,-0.72965566308785,-1.34384230315292,-0.0614372549019602,-9.18343026393656,-1.78053278447055,-4.00673051377304,-0.225577132959255,0.09398653729408,-12.3880616403614,-1.46019801481961,-0.38810970410586,-2.29691190538212,3.1232816313423,-0.23435109741744,2.67026139204695,-1.39107939001479,-0.946179115741668,-20.595074198312,-25.5361076628729,-0.89167526362026,-1.03464534658026
2002,-4.36414744928274,-1.44228702759385,-18.4754042059725,-0.75186195119251,1.23436371558487,2.17467055102236,-1.16522119372787,-3.08447605741749,-0.87668019380821,-3.96108826288512,1.31948629601292,2.90883813418611,-1.14311677587849,-3.02335807977736,0.13031647670314,0.8191326582962,-5.22862164947941,-0.0229422932297001,-0.28843772327379,1.93140536287733,0.553598572244431,0.9518982018028,4.32370477476845,-0.93719995735091,0.217052841252449,-7.87733275058275,-106.927326588212,0.491390125758801,-0.630064615764708
2003,-1.85185727940581,-2.58411435110312,-7.64803715013353,-2.06321011567688,0.91765266171313,2.19798998557591,-0.05945458674723,-3.13323455063595,0.224369792157431,-12.9692766847001,-1.52608282844604,3.89011276723545,-0.54958854009621,-2.29687112992548,0.00871903651903699,0.63878894056096,-4.84925388971804,-0.04877788303954,0.369932882627227,0.61758528187974,1.10842493312879,1.65611698105677,1.23729677869557,0.4476223103665,-0.165593944397293,-37.2923465828596,-35.0404645300487,-0.22602925230109,-0.616078456965378
2004,-6.94095843154879,-4.8753538595361,-8.68792546687056,-3.44926735097172,-0.032741033645508,1.65014381404043,-0.91205583246677,-5.67944205816252,-3.58801568431569,-2.15071191951941,-4.94144845396186,4.77264304017866,-1.65963512544803,-3.25854358489756,-0.30018246703753,-0.62258407175526,-8.93482710650255,-0.78797658344897,0.0277976374397411,-1.80050940534233,-4.09824768889981,0.29644083769633,1.03507871276194,-0.94399141161327,-0.027145481205012,-10.1862608254289,-105.508573136212,-4.28339023005248,-1.15488865838141
2005,-8.39226564108024,-8.44012043917098,-40.1852877473312,0.72014261548953,0.0490171996462321,0.19807944962273,-1.0194390878471,-6.39884150688022,-1.13112720935453,-23.2533557020746,-2.74429487842036,-0.754118423636521,-1.60645949820789,-3.93032619306394,-0.98862466766644,-2.9413798405406,-8.38358135511302,-2.01265718793413,-0.112381981151789,-6.54795880809828,-2.16819500930446,-0.33517701415139,2.05565736353605,-2.0933549113871,-0.186227333811643,-31.1011979619332,-129.874897496088,-2.98671597663143,-1.2794299998935
2006,-7.14786549144603,-3.6343624829232,-7.02517127577105,-5.32039530909115,0.53195438081317,2.0091991216513,-2.23375928828676,-3.80000035044129,-3.07841576620611,-2.96781773310049,-2.60348738893068,-15.7000188539927,-1.87068193473917,-5.63123865370596,-0.276462365079919,-1.33687797001153,-5.04374430336925,-2.13661862068558,-0.457632188603476,-1.97722596098048,-0.00440924227269868,-0.26186421207057,0.51344871932827,-2.66549683765257,-0.76111905405119,-35.3845163701626,-101.178212315753,-3.10660757792669,-1.05593135543921
2007,-5.35009241434741,-5.83446016134938,-8.31083503789686,-3.68287749012978,0.103278814233623,2.08448165731766,-0.627694283649964,-4.26550520178901,-0.079668210505,-6.58564389929927,1.71457626711833,-72.8983082737746,-1.01130422698287,-4.68619280641666,0.025257719183945,-1.33826759631759,-10.789353531382,-1.74531497089108,0.187219078384629,-2.83821957276186,-4.09028124232625,-0.30837985587019,1.56326847346212,-0.26821891900627,-0.309542130586611,-17.2037382180573,-21.270478770689,-2.09362401283003,-0.714399055623543
2008,-6.03946005509642,-7.486802940695,-18.0695015903812,-3.94062551532046,0.332427100891908,1.82381856049775,-1.55002444314624,-6.20178031671293,-2.49624650970674,-19.7082842079048,-5.71978250444593,1.98025553514456,-1.37126279855727,-4.58103218869233,-0.280389827538984,0.39575458433311,-9.76799898989898,-1.78958837473207,-0.71249963905797,-3.4004481193906,-2.86391267535188,-0.31189670909805,1.55247113197439,-0.764520174442,-0.275661921949019,-14.9133922443753,-289.479509733044,-1.48439385171918,-0.854787925775322
