"year","American Crow","American Goldfinch","American Robin","Blue Jay","Brown Thrasher","Brown-headed Cowbird","Brown-headed Nuthatch","Carolina Chickadee","Carolina Wren","Cedar Waxwing","Chipping Sparrow","Common Grackle","Downy Woodpecker","Eastern Bluebird","Eastern Phoebe","Eastern Towhee","European Starling","House Finch","House Sparrow","Mourning Dove","Northern Cardinal","Northern Mockingbird","Pine Warbler","Red-bellied Woodpecker","Red-headed Woodpecker","Red-winged Blackbird","Ring-billed Gull","Tufted Titmouse","White-breasted Nuthatch"
2009,-10.0419217277657,-1.07148956267471,-7.99013696684785,-5.57500967740239,0.167882211606583,0.79404105331288,-1.87054528974466,-5.11347259463565,-2.35643966583241,-6.53602407214707,-2.98793156333808,2.4070496005671,-1.3289177377892,-5.38645806917097,-0.0169327207322201,-1.9597206396134,-4.56980939340039,-1.04174207773348,0.351357853403141,0.42679173247112,-5.28056973496884,-0.40383155389323,1.0371777695979,-2.21522863643635,-0.560140650268131,-3.09400796904311,-397.123947085295,-2.99201824769433,-1.34772095113637
2010,-8.76364982741887,-12.4046591722861,-11.1499657675016,-3.91813623827749,0.36969096753034,1.15721792114696,-1.50644048214302,-5.00741429033157,-0.65567528650162,-15.1633299166783,-2.45982999196719,-52.265225428195,-1.45356699238188,-6.0834152417862,-0.139643460233371,-0.63033123094874,-7.69394216741559,-3.72410881533952,0.098074841981402,-2.54182731741198,-0.64834641124931,-0.38826150128189,1.20714162314422,-1.83828785265158,-0.401377783630683,-14.5075076201526,-520.854467168836,-3.68330354808591,-0.714757237094642
2011,-11.1119207206396,-1.03397603604842,-12.8752085167541,-3.23452296046729,0.230971930974224,2.17895357823352,-2.34630477660669,-8.21389694902942,-2.79314719892775,-2.20348040361638,-8.007600999001,-7.89245782391388,-1.44061995730933,-5.20209366573276,-0.070949524339097,-2.26972849417046,-5.84893175005847,-0.58520970489515,-0.315585283962818,-1.73531111720858,-3.28559811538906,0.59838720963699,2.03346369926385,-2.39867856781396,-0.383460067100142,-18.6334442879672,-449.257381733495,-4.74988542274926,-1.4443929727016
2012,-11.3945039513443,-5.63715237891332,-11.0509657711471,-3.61935752096949,0.152812411118294,2.33328235772232,-1.27010219834068,-5.12144312874947,-2.32055615279185,-3.58864701260407,-5.54520188627103,2.75897743873172,-1.16431224010888,-4.8318867768595,-0.366821463618332,-2.11405013774104,-7.589808410281,-1.81814760020461,-0.304387130050627,-0.61713835125448,-0.385353763440859,-0.06946360669065,1.9506303202054,-1.95786166829752,-0.759811702062399,-24.9177976395212,-347.228507586107,-3.94233793328671,-1.06498737929989
2013,-9.45831122163847,-2.97569655719551,-16.5600220193829,-4.9614105819385,-0.264832288035583,2.03992189250652,-1.30579708788501,-8.52569567014505,-5.21017557156279,-14.3004200392767,-8.57806855911776,-13.8700293940355,-2.26820257152954,-4.52740994878854,-0.750659350058136,-3.44073778110061,-6.28701925721728,-1.01843031272467,0.071527762184954,-2.62775519713262,-5.28518251791277,-0.0965480519393298,0.54038673813067,-3.29108299372036,-1.21716578651477,-16.6498037018628,-365.270562716378,-6.45317518497558,-1.08335066418171
2014,-9.87830278275352,-5.42658135350803,-17.8790589215955,-3.54941543210028,0.00471832577991604,1.53490030682478,-1.26042727272727,-6.674018877252,-2.42306902816999,-6.44251513470842,-5.78210967463238,-8.13891030188819,-1.80557067799768,-4.75058928157218,-0.553749876733659,-1.67537648529564,-10.5063651623249,-1.7948942687747,-0.255181230873853,-2.50563593246605,-1.43880387883248,-0.0584736650034701,1.4947072317262,-1.5103113763054,-0.394992222343647,-19.6693616559625,-381.403007148625,-3.07201067873973,-1.25241554287599
2015,-7.1956351848264,-4.17739216677399,-7.88216524006537,-3.06488494623656,0.0522979989726111,1.1640072577401,-1.26807932643494,-4.51207831435308,-3.20566890299624,-21.5351039886622,-7.16073094771146,-0.53849851555809,-1.71830657725638,-2.96483315858453,-0.393522887544093,-1.31261757263538,-4.180877214632,-1.32867232383149,-0.07785530618249,-0.49622065849443,-1.76640237993809,0.45523504956355,1.52454643417182,-1.57514432803891,-0.039654936095196,-23.6411985376124,-47.9307638600538,-1.88489229232882,-1.27784135645642
2016,-12.621932838008,-4.21957121688732,-6.38983675741691,-4.75462021324659,0.111478715649828,1.15577253489656,-0.93880787704591,-5.89711181684774,-3.01145710678182,-0.13085847531674,-5.68617578116634,3.18289439730454,-1.61314625576905,-3.88042589763178,-0.094897243521765,-1.38626370243929,-5.42988569623138,-1.52633803092678,0.031081609493062,-1.84626344892221,-4.1877547474915,-0.15957327310371,0.79452495832656,-2.29267806588341,-0.235157499608706,-44.7378448936355,-429.113220363351,-2.85950662991973,-1.43520718647628
2017,-7.32119743696291,-4.2339380492666,-19.9465128807774,-3.78968670753405,-0.331876479846026,-10.5799668624595,-1.02923825370165,-4.8350781437727,-1.3989957292404,-10.7702849797262,-1.71666945003353,-22.4431982590205,-1.71548031397484,-6.30003904606942,-0.418572239638487,-1.38735438596836,-6.65178373471189,-2.26962482228823,-0.274249235101126,-3.7020840948669,-1.60033603699984,0.12417471703447,0.5523999687145,-1.39856516596782,-0.409508612418365,-30.4045250669387,-366.296929430015,-2.78522000518342,-1.08854554798448
2018,-6.22480874133691,-5.15613606393606,-22.0219282434796,-6.69323096715234,0.150282989009372,0.72429180134764,-1.83317473747825,-5.93375619636062,-3.77577611381074,-3.80387158682181,-6.21532134801915,-24.1846910267249,-1.94434787464947,-4.07552246534064,-0.415780086880754,-1.63286631521773,-6.11470652011021,-0.60456541952253,-0.145815793330829,-1.50558347459666,-3.59742458637298,-0.32897463013065,0.63519184936927,-3.59074507196154,-1.57053177225469,-33.1448650125853,-140.302134050179,-1.77126717297282,-1.71186978436974
2019,-7.02204259340874,-2.1128840711878,-3.1257048079439,-2.81545613498085,0.0681614917565629,2.5806576255235,-1.24631772731663,-5.73561165460814,-4.05247822198565,-3.19319542528921,-6.86802388918311,-44.8964332008367,-2.13966618520401,-5.45368405131503,-0.367087178008458,-2.40014989954097,-5.38830954428435,-0.54323228443469,0.22145358878716,1.30371779982009,-2.5985629605294,0.58651550468262,-1.17155238252777,-2.16943608815427,-0.747502946607685,-9.30438333876131,-176.796642563517,-3.74438622396971,-1.2951999830471
2020,-9.57050124223603,-5.10073950953678,-50.6738151862464,-7.86284117647059,-0.179946970481616,1.94257582534611,-2.24407532467532,-6.64489129304743,-5.62358167379352,-4.36056868096166,-12.3556601454065,-3.60188051948052,-1.15683333333333,-5.82379673202614,-0.677694957983193,-2.27494855129209,-8.00875544554455,-1.6876948051948,0.197255555555556,-2.76584697986577,-3.94125483870968,-0.3206526261586,-0.23818664850136,-2.72794223602484,-0.489555555555556,-22.5983953020134,-132.950810436635,-4.45544444444444,-1.1677260915868
2021,-5.72555070763442,0.44549310322388,-4.7513945857915,-3.88539781991787,-0.215008349389852,0.55693097731239,-0.9158106729338,-6.07214600652734,-1.44368652155873,-7.91529926884075,-5.63234920418631,-1.88672983885808,-1.98388845981553,-8.30317011699577,-0.259054083217948,-2.73143388567156,-6.57994404186718,-1.86958990387754,-0.120937991580584,-4.3479249492443,-1.83786996046853,0.08731997094657,2.6528484520587,-1.28056042392318,-0.0876440243434169,-21.7740028789455,-107.164599185164,-3.53108148807714,-1.26234891609283
2022,-8.86147074033296,-5.55609063408959,-21.7593745093864,-6.79015919147225,0.128143581445523,1.11131169181427,-2.2661507006957,-4.43464060176655,-1.52463189187236,-4.51436900819131,-5.63594751868712,-91.4323299127262,-2.14933957495445,-6.41450758418926,-0.587612873973029,-2.27426164731825,-3.3984509844134,-2.21599692616029,-0.17833033814297,-1.04049577701572,2.35657850980894,-0.16243399962065,1.70443930211203,-2.98206846201362,-0.836750646974055,-34.8813566634083,-386.946414049587,-1.89000752482572,-1.72441788548926
2023,-6.72358808230131,-1.50657732342007,-21.6736530676743,-2.83365202431246,-0.00773513982224194,1.86734432349387,-1.95853079687894,-4.19813320578153,-1.05159826037618,-29.8878868181741,-4.16671726416025,0.10014924310697,-1.93029287988336,-3.54570066995981,-0.450822930683938,-1.41799879363326,-3.81781007545495,-0.73042366250022,-0.430421614605009,-0.30941017599819,-3.4825169210907,0.27428018774151,1.93487337903456,-1.50118390901788,-0.066207109140583,-61.5505217411682,-103.945252442159,-2.82623850299226,-1.01025079080394
2024,-5.36651984860536,-1.11620690408126,-5.69482688939619,-4.19498953873677,-0.560434443622355,0.13797601564443,-1.93626943450362,-5.95302569275306,-0.36124910394265,0.0627775059073791,-6.41823044753639,1.97572640697182,-2.13295611403792,-3.81947380698442,-0.981712933638581,-1.60035240308392,-1.97723488446762,-0.27626023769937,0.042416129032258,-1.51921302024198,-3.37604838234752,-0.777045021645022,1.69999215254741,-2.55603216711198,-1.24832114163953,-17.586193289425,-214.71328551635,-3.84661071328041,-2.22860815414754
