"year","American Crow","American Goldfinch","American Robin","Blue Jay","Brown Thrasher","Brown-headed Cowbird","Brown-headed Nuthatch","Carolina Chickadee","Carolina Wren","Chipping Sparrow","Common Grackle","Downy Woodpecker","Eastern Bluebird","Eastern Phoebe","Eastern Towhee","European Starling","House Finch","House Sparrow","Mourning Dove","Northern Cardinal","Northern Mockingbird","Pine Warbler","Red-bellied Woodpecker","Red-winged Blackbird","Tufted Titmouse","White-breasted Nuthatch"
2009,-4.00246167266924,6.41531337802029,10.0793646235334,-1.63438416208193,-0.164544889285325,-1.02977750718487,-0.320520846598418,1.08830772207728,0.139806843874331,2.73185094110785,0.42679406542254,0.042345060768066,-0.805425880478641,0.263457106806764,-2.35547522394651,5.19818959649859,0.74784629699859,1.06385749246111,3.82723985186172,-2.41665705961696,-0.0919348447951798,-0.51529336237649,-1.45070846199435,11.8193842753322,-1.50762439597515,-0.49293302536105
2010,1.27827190034679,-11.3331696096114,-3.15982880065375,1.6568734391249,0.201808755923757,0.36317686783408,0.36410480760164,0.10605830430408,1.70076437933079,0.52810157137089,-54.6722750287621,-0.12464925459268,-0.69695717261523,-0.122710739501151,1.32938940866466,-3.1241327740152,-2.68236673760604,-0.253283011421739,-2.9686190498831,4.63222332371953,0.01557005261134,0.16996385354632,0.37694078378477,-11.4134996511095,-0.69128530039158,0.63296371404173
2011,-2.34827089322069,11.3706831362377,-1.7252427492525,0.6836132778102,-0.138719036556116,1.02173565708656,-0.839864294463673,-3.20648265869785,-2.13747191242613,-5.54777100703381,44.3727676042811,0.0129470350725516,0.881321576053439,0.0686939358942741,-1.63939726322172,1.84501041735712,3.13889911044437,-0.41366012594422,0.8065162002034,-2.63725170413975,0.98664871091888,0.82632207611963,-0.56039071516238,-4.12593666781459,-1.06658187466335,-0.729635735606961
2012,-0.28258323070475,-4.6031763428649,1.82424274560699,-0.384834560502199,-0.0781595198559301,0.1543287794888,1.07620257826601,3.09245382027995,0.472591046135901,2.46239911272997,10.6514352626456,0.276307717200451,0.370206888873262,-0.295871939279235,0.15567835642942,-1.74087666022253,-1.23293789530946,0.0111981539121911,1.1181727659541,2.9002443519482,-0.66785081632764,-0.0828333790584503,0.440816899516441,-6.28435335155393,0.80754748946255,0.379405593401713
2013,1.93619272970584,2.66145582171781,-5.50905624823577,-1.34205306096901,-0.417644699153877,-0.2933604652158,-0.0356948895443301,-3.40425254139558,-2.88961941877094,-3.03286667284673,-16.6290068327672,-1.10389033142066,0.304476828070959,-0.383837886439804,-1.32668764335957,1.30278915306372,0.79971728747994,0.375914892235581,-2.01061684587814,-4.89982875447191,-0.0270844452486798,-1.41024358207473,-1.33322132542284,8.26799393765839,-2.51083725168887,-0.0183632848818238
2014,-0.419991561115051,-2.45088479631252,-1.31903690221264,1.41199514983822,0.269550613815499,-0.50502158568174,0.0453698151577402,1.85167679289305,2.7871065433928,2.79595888448538,5.73111909214727,0.462631893531863,-0.22317933278364,0.196909473324477,1.76536129580497,-4.21934590510765,-0.77646395605003,-0.326708993058807,0.12211926466657,3.84637863908029,0.0380743869358597,0.95432049359553,1.78077161741496,-3.01955795409974,3.38116450623585,-0.169064878694277
2015,2.68266759792712,1.24918918673404,9.99689368153015,0.484530485863721,0.047579673192695,-0.37089304908468,-0.00765205370767386,2.16194056289892,-0.782599874826249,-1.37862127307908,7.6004117863301,0.0872641007412949,1.78575612298765,0.160226989189566,0.36275891266026,6.32548794769293,0.46622194494321,0.177325924691363,2.00941527397162,-0.327598501105609,0.51370871456702,0.0298392024456198,-0.0648329517335102,-3.97183688164986,1.18711838641091,-0.0254258135804319
2016,-5.42629765318163,-0.0421790501133303,1.49232848264846,-1.68973526701003,0.059180716677217,-0.00823472284354021,0.329271449389034,-1.38503350249466,0.19421179621442,1.47455516654512,3.72139291286263,0.105160321487338,-0.91559273904725,0.298625644022328,-0.0736461298039099,-1.24900848159938,-0.19766570709529,0.108936915675552,-1.35004279042778,-2.42135236755341,-0.61480832266726,-0.73002147584526,-0.7175337378445,-21.0966463560232,-0.97461433759091,-0.157365830019855
2017,5.30073540104512,-0.01436683237928,-13.5566761233605,0.96493350571254,-0.443355195495854,-11.735739397356,-0.0904303766557402,1.06203367307504,1.61246137754142,3.96950633113281,-25.626092656325,-0.102334058205794,-2.41961314843764,-0.323674996116722,-0.00109068352907027,-1.22189803848051,-0.74328679136145,-0.305330844594188,-1.85582064594469,2.58741871049166,0.28374799013818,-0.24212498961206,0.89411289991559,14.3333198266968,0.0742866247363096,0.346661638491795
2018,1.096388695626,-0.92219801466946,-2.07541536270213,-2.90354425961829,0.482159468855398,11.3042586638071,-0.803936483776596,-1.09867805258792,-2.37678038457034,-4.49865189798562,-1.74149276770437,-0.228867560674631,2.22451658072878,0.00279215275773281,-0.24551192924937,0.53707721460168,1.6650594027657,0.128433441770297,2.19650062027024,-1.99708854937314,-0.45314934716512,0.08279188065477,-2.19217990599372,-2.74033994564661,1.0139528322106,-0.623324236385258
2019,-0.797233852071829,3.04325199274826,18.8962234355357,3.87777483217149,-0.082121497252809,1.85636582417586,0.586857010161616,0.19814454175248,-0.27670210817491,-0.652702541163961,-20.7117421741118,-0.195318310554541,-1.37816158597439,0.0486929088722962,-0.76728358432324,0.72639697582586,0.0613331350878401,0.367269382117989,2.80930127441675,0.99886162584358,0.91549013481327,-1.80674423189704,1.42130898380727,23.840481673824,-1.97311905099689,0.416669801322639
2020,-2.54845864882729,-2.98785543834898,-47.5481103783025,-5.04738504148974,-0.248108462238179,-0.63808180017739,-0.997757597358695,-0.90927963843929,-1.57110345180787,-5.48763625622337,41.2945526813562,0.982832851870682,-0.370112680711111,-0.310607779974735,0.12520134824888,-2.6204459012602,-1.14446252076011,-0.024198033231604,-4.06956477968586,-1.34269187818028,-0.90716813084122,0.93336573402641,-0.55850614787057,-13.2940119632521,-0.71105822047473,0.127473891460307
2021,3.84495053460161,5.54623261276066,45.9224206004549,3.97744335655272,-0.035061378908236,-1.38564484803372,1.32826465174152,0.572745286520091,4.17989515223479,6.72331094122017,1.71515068062244,-0.827055126482196,-2.47937338496963,0.418640874765245,-0.45648533437947,1.42881140367737,-0.181895098682735,-0.31819354713614,-1.58207796937853,2.10338487824115,0.40797259710517,2.89103510056006,1.44738181210166,0.824392423067881,0.9243629563673,-0.0946228245060388
2022,-3.13592003269854,-6.00158373731347,-17.0079799235949,-2.90476137155438,0.343151930835375,0.55438071450188,-1.3503400277619,1.63750540476079,-0.0809453703136302,-0.00359831450080872,-89.5456000738682,-0.165451115138924,1.88866253280651,-0.328558790755081,0.45717223835331,3.18149305745378,-0.34640702228275,-0.057392346562386,3.30742917222858,4.19444847027747,-0.24975397056722,-0.94840914994667,-1.70150803809044,-13.1073537844627,1.64107396325142,-0.462068969396429
2023,2.13788265803165,4.04951331066952,0.0857214417121419,3.95650716715979,-0.135878721267765,0.7560326316796,0.30761990381676,0.236507395985019,0.473033631496181,1.46923025452687,91.5324791558332,0.219046695071085,2.86880691422945,0.136789943289091,0.85626285368499,-0.41935909104155,1.48557326366007,-0.252091276462039,0.73108560101753,-5.83909543089964,0.43671418736216,0.23043407692253,1.48088455299574,-26.66916507776,-0.93623097816654,0.714167094685323
2024,1.35706823369595,0.39037041933881,15.9788261782781,-1.36133751442431,-0.552699303800113,-1.72936830784944,0.0222613623753185,-1.75489248697153,0.69034915643353,-2.25151318337614,1.87557716386485,-0.20266323415456,-0.273773137024609,-0.530890002954643,-0.18235360945066,1.84057519098733,0.45416342480085,0.472837743637267,-1.20980284424379,0.10646853874318,-1.05132520938653,-0.23488122648715,-1.0548482580941,43.9643284517432,-1.02037221028815,-1.21835736334361
