"year","American Crow","American Goldfinch","American Robin","Blue Jay","Blue-gray Gnatcatcher","Brown Thrasher","Brown-headed Cowbird","Brown-headed Nuthatch","Carolina Chickadee","Carolina Wren","Chipping Sparrow","Common Grackle","Common Yellowthroat","Downy Woodpecker","Eastern Bluebird","Eastern Meadowlark","Eastern Phoebe","Eastern Towhee","European Starling","Field Sparrow","Fish Crow","Gray Catbird","House Finch","House Sparrow","Mourning Dove","Northern Bobwhite","Northern Cardinal","Northern Mockingbird","Pileated Woodpecker","Pine Warbler","Red-bellied Woodpecker","Red-winged Blackbird","Song Sparrow","Tufted Titmouse","White-breasted Nuthatch"
2010,-93.5821383399244,57.6915011751903,6.27736354941268,-7.73468143677525,-64.4148119106763,-2.59209905267485,26.7802397659844,16.2303249442965,48.4793828484445,38.3352723602425,-3.53343369775507,83.2973935527941,-19.4269370413282,21.5125296323536,-22.6409728091768,44.5623415819838,32.5989904588073,8.76209791785024,-70.5305750475823,5.11992778462765,11.7913293156267,17.6246411601262,0.0940640868185909,1.78358587094403,-106.371361398371,6.94033745344838,84.943308131027,30.549222996367,6.22825146167634,24.2895416444532,-3.7529840964061,6.82069120122308,19.9564524457541,23.9346760224894,8.31716375411619
2011,53.1765677351995,0.811965999154211,-50.879968187541,31.295468887765,-1.77984338882493,0.699754392271252,-13.2990909711156,1.63965265032713,26.681832881895,-95.8340497238923,22.9728540187042,-46.2004122501523,6.64041236716339,8.63419239336827,-38.9334928212548,-38.6542498406006,-25.9548830343918,-35.391800014784,-31.4167326916883,-1.51222721223643,-7.28436162584696,-13.5938474652905,14.5146887999343,-0.809930330683841,6.53106307096198,-11.4801884470296,26.1349290424332,23.8345354591064,-9.5418511921582,-6.53744307947025,59.4789092258237,5.28259301177131,-2.70685921013677,83.0489068983038,4.13943572687337
2012,137.84385039837,-19.6501045674409,3.20685837119055,4.90294832923948,-46.2258061317983,24.1478730457087,-15.8819725511805,3.05073040499961,-21.9645417205759,-6.79030369783868,5.42537738006331,-43.7768071827555,-1.58533643530225,14.3208557959295,29.9519826009866,-2.69819831937538,11.2310572850589,18.9253356031252,99.2044318854524,-8.66090749444896,9.69441532215102,1.50446683368039,-25.9571293238143,1.01041032724131,61.9688308499773,8.15790163193949,-100.445021479621,31.7354832847865,3.68969661174454,16.6988944190634,25.5950221432078,-15.5606721186659,-14.3664116834557,-39.9774158921883,-10.1030798573554
2013,-59.5618452907855,-11.7965149427649,9.1165223091682,-42.6098414756919,42.2146138350922,-0.849581141697385,16.694684450035,-11.6030508310458,-9.43658588530286,36.0356229689319,22.6424283255602,-139.353902298401,-13.4366113206642,-20.480996254816,8.86457920671495,9.65124899496375,10.4832759376914,-46.4667221325015,-111.80861845152,4.4530864556753,14.7230778956896,-10.8459289472443,-45.2878439681504,-2.24378120694953,-88.350614892386,-5.52197856038488,-35.6056051143827,-83.9989782483494,-5.91590335422413,-35.2291106049674,-44.3148680860194,-0.246537951934133,2.05678979692426,17.8526182367081,-1.46540133586863
2014,-3.62727933037036,27.9911844917163,-13.2823179891016,9.93805158858515,49.7482439133025,-21.034781539135,15.8916236559569,-6.50436992624658,-49.3996441183681,9.77200316935978,-45.9587484099448,11.2015218094076,15.1586494866346,1.20366176692455,-39.4222534657966,-13.9044823577088,-8.94631495632321,46.6585420813311,-42.8266038554048,-4.88065081350161,-24.3086002239892,12.4787049400504,-16.1246863481752,1.21815662791183,79.332441934963,-0.533042219182158,7.89698652694403,-36.4418807160654,0.915068182619105,-2.11841664848376,16.5828594420117,10.0550024504675,0.825364033820668,-10.3369943294938,4.90628437948817
2015,-92.8205105079563,-23.5975479160354,15.7991928535647,-9.38992442028142,-11.3160676892021,11.5393282380648,-12.8527775433078,0.402404501144826,28.5482645072273,-97.3375785103295,23.0437150280492,2.40258548951832,2.74114070468781,0.0734937790076913,-65.6645280154299,-18.1836818864153,-47.3446629180826,-21.4215802374246,79.8623164130662,8.96576020210689,11.7648906074016,-9.345825326401,23.8284229896333,-9.70700915908913,-85.8205797777703,-0.469783996128335,50.0703893403497,-3.54467745109588,-1.02085753580613,-6.11135102155544,-22.1329068549373,-13.7363699805727,4.09603504564251,93.1900971819427,-10.6668838306366
2016,1.9108279132987,6.61114623533123,-28.4298827923434,-16.9420651974458,-49.6623898514681,-15.6429644371496,-24.8491280383993,14.1863713574744,-47.4534277547606,-6.80262958489192,-19.250193467849,-71.0133449300429,-7.36540826809106,-11.549087133293,54.3175708612836,1.98414159615687,6.88974980273876,-38.3460843555759,-82.5139938902693,-2.95857498860014,109.372903508594,1.65012622240381,37.8033471546633,-4.04711181568366,-25.4591519350883,2.71980219504227,-39.7362566217481,-18.7205604847246,4.64678269604046,-0.424812935864395,-23.9141149794701,31.8234383713813,7.98309600969713,-120.078549147128,0.962793450862435
2017,22.6912954705741,-42.9833895598635,6.48882410008213,-13.7721699771957,40.2885293169498,2.4954744922981,-12.8433760758219,-7.75425331327478,3.99101555514346,1.92175561223263,13.6397571117731,20.7326446763859,-3.33633295488475,-5.75623419099652,-49.3973090761221,-4.84114437925453,18.8614032504107,-10.8676440979844,31.9384877774067,-6.75566818857239,-115.132568366181,6.80059088955856,-34.3910065745769,-0.767012368187746,-13.2416978600825,-4.78314163035247,-42.9333949993739,-2.12297271362442,1.40975787337554,3.53456224042384,8.86807848331472,-23.7265916648682,-14.0728095704736,89.0651066630653,3.72981139014045
2018,-37.5604064272095,16.6559989513776,-26.9645883791486,6.7742352978004,15.0284404950682,1.94473406274435,16.3295776634015,-1.73498752656424,12.3758115093004,28.4526782363471,-29.9768879265508,-38.0359816025116,-4.73107847896621,-4.56644353742747,23.5349937292206,1.23266313531009,-19.7554118976545,-13.1503275323701,-12.5374016881477,10.2040220407233,-1.79343921824736,-8.13836457981864,31.3653509325253,-0.302633337504707,38.89743838683,1.15582675986879,47.5550491400867,-7.93870046744482,-3.80306787067398,-18.2639200722941,46.6647789545135,0.178473366883914,10.50564270712,44.6260395207933,11.3901781103573
2019,-113.568970264952,-35.663130706189,-35.1036111461903,9.45734506316268,14.2581377762244,-13.3269725213293,-8.18329078719131,-5.99747245380717,20.7909733402368,53.0439184792749,23.5453832292559,53.1777629471909,16.5942447305091,16.9634767885514,3.94756117615631,-6.38813099135645,1.84839192311854,-8.72600281620501,-10.5958832421956,-4.31500566503104,-4.16563118795805,3.9210553039096,-35.9400496945264,4.55864948155738,-18.5052422950981,-0.568292201115643,7.98456721419802,-4.05031400810319,3.93269653288798,36.9535186581512,-65.0298200955575,12.5857861612607,-0.286560826985497,-103.87194640742,-10.4910236059558
2020,1.13164155432241,38.8564631245043,-0.12529738302932,-9.2220459952419,34.2854877081681,11.9452815226011,42.6716891356066,31.0261697065821,19.1950832672482,-29.9690721649484,-0.390959555908239,-36.9659000793021,-8.1823949246629,-0.620935765265699,50.1816019032514,-5.76050753370342,23.9159397303727,-5.32196669310071,41.9817605075337,-9.16019032513876,13.9532117367169,-4.25059476605868,30.3267248215702,-2,13.09040444092,-0.959555908009463,-70.01506740682,11.2727993655828,-2.61459159397305,18.0650277557494,12.5083267248215,-16.4758128469469,-2.08168120539255,-70.8802537668516,25.4440919904837
2021,-27.8158789570289,-12.1007789953712,-4.5009886185663,22.073109695193,-98.6353962707746,-18.3987648578252,0.0471916621894195,-13.8466613539686,28.6970355866624,126.931660915251,54.8200738248662,-31.9837974732246,2.64602767651195,3.62400041347704,3.0861306130397,15.8635958791734,7.22636059757035,-15.004548246389,80.7468343171432,4.11912943871705,1.63478807503648,-2.73032048069097,-15.309352872523,1.06190975865685,-6.82631083610107,3.77511902486745,-28.7752464334609,-6.96318612832926,5.43666530844301,10.3829806158643,-52.0891427445011,-4.48455291002431,-2.93163927982894,26.8909911306793,-18.1386409830173
2022,101.56431720787,-9.01238775138518,21.7064187002579,-1.2511490993256,64.501326112197,24.3079431374985,4.85165504612391,10.9557435260013,-17.606454135437,-55.0645297283212,0.307028529770946,-1.87468402605458,-9.66452839731926,12.4519246225633,16.2512072053169,-13.6394248075732,-13.0994985120346,4.4516890440824,-95.8744172099833,2.64780953293118,-5.4810158501446,5.97058958208454,29.9775412434985,-4.14456232953624,-5.24649070162133,-0.836387645722801,66.6209936703661,0.140985263360506,15.7668426204373,-3.73233188929049,51.9565142005318,3.17941115125447,-0.795655290089378,13.4634057938762,12.5521441065156
2023,-1.74843825084099,-2.88683325324365,-29.2054300816916,-20.8219605958674,-15.8659298414224,-23.9091782796733,-11.8988467083133,-1.10908217203269,-17.0905814512254,-48.8671311869293,33.8728976453629,-19.1415185007208,7.01850072080731,4.92407496395964,-11.3373378183566,3.77582892839982,12.8731379144642,-12.4471407976934,-29.8724171071599,-8.76693897164823,-1.15377222489188,-2.24026910139356,33.3318116290245,3.08265257087939,-2.9271984622776,-1.93873137914465,-94.8457472369053,-39.1777991350313,-21.2035079288803,-26.6506487265738,-24.8673714560308,41.3051417587698,5.72729456991831,-3.35439692455549,-5.41350312349832
2024,-18,27,35,14,37,13,-11,1,-28,52,-71,24,-3,29,-2,8,14,-12,-53,7,28,-6,-9,0,40,1,47,41,6,10,9,-29,-4,61,20
2025,-22,-17,-23,-9,40,2,18,26,91,-35,127,75,0,-17,-88,-23,-14,4,34,-3,2,4,36,-8,-45,-2,-13,-5,0,2,60,-18,-3,59,-11
