"common_name","year","seasonal_change","yoy_change"
"Brown-headed Nuthatch",2023,-1.95853079687894,0.30761990381676
"Brown-headed Nuthatch",2024,-1.93626943450362,0.0222613623753185
"Carolina Chickadee",1999,-4.44675685206125,0
"Carolina Chickadee",2000,-3.07013161624676,1.37662523581449
"Carolina Chickadee",2001,-2.8796220385675,0.190509577679259
"Carolina Chickadee",2002,-3.08447605741749,-0.20485401884999
"Carolina Chickadee",2003,-3.13323455063595,-0.0487584932184593
"Carolina Chickadee",2004,-5.67944205816252,-2.54620750752657
"Carolina Chickadee",2005,-6.39884150688022,-0.7193994487177
"Carolina Chickadee",2006,-3.80000035044129,2.59884115643893
"Carolina Chickadee",2007,-4.26550520178901,-0.46550485134772
"Carolina Chickadee",2008,-6.20178031671293,-1.93627511492392
"Carolina Chickadee",2009,-5.11347259463565,1.08830772207728
"Carolina Chickadee",2010,-5.00741429033157,0.10605830430408
"Carolina Chickadee",2011,-8.21389694902942,-3.20648265869785
"Carolina Chickadee",2012,-5.12144312874947,3.09245382027995
"Carolina Chickadee",2013,-8.52569567014505,-3.40425254139558
"Carolina Chickadee",2014,-6.674018877252,1.85167679289305
"Carolina Chickadee",2015,-4.51207831435308,2.16194056289892
"Carolina Chickadee",2016,-5.89711181684774,-1.38503350249466
"Carolina Chickadee",2017,-4.8350781437727,1.06203367307504
"Carolina Chickadee",2018,-5.93375619636062,-1.09867805258792
"Carolina Chickadee",2019,-5.73561165460814,0.19814454175248
"Carolina Chickadee",2020,-6.64489129304743,-0.90927963843929
"Carolina Chickadee",2021,-6.07214600652734,0.572745286520091
"Carolina Chickadee",2022,-4.43464060176655,1.63750540476079
"Carolina Chickadee",2023,-4.19813320578153,0.236507395985019
"Carolina Chickadee",2024,-5.95302569275306,-1.75489248697153
"Carolina Wren",1999,-2.66728100228009,0
"Carolina Wren",2000,0.83788359727409,3.50516459955418
"Carolina Wren",2001,-0.72965566308785,-1.56753926036194
"Carolina Wren",2002,-0.87668019380821,-0.14702453072036
"Carolina Wren",2003,0.224369792157431,1.10104998596564
"Carolina Wren",2004,-3.58801568431569,-3.81238547647312
"Carolina Wren",2005,-1.13112720935453,2.45688847496116
"Carolina Wren",2006,-3.07841576620611,-1.94728855685158
"Carolina Wren",2007,-0.079668210505,2.99874755570111
"Carolina Wren",2008,-2.49624650970674,-2.41657829920174
"Carolina Wren",2009,-2.35643966583241,0.139806843874331
"Carolina Wren",2010,-0.65567528650162,1.70076437933079
"Carolina Wren",2011,-2.79314719892775,-2.13747191242613
"Carolina Wren",2012,-2.32055615279185,0.472591046135901
"Carolina Wren",2013,-5.21017557156279,-2.88961941877094
"Carolina Wren",2014,-2.42306902816999,2.7871065433928
"Carolina Wren",2015,-3.20566890299624,-0.782599874826249
"Carolina Wren",2016,-3.01145710678182,0.19421179621442
"Carolina Wren",2017,-1.3989957292404,1.61246137754142
"Carolina Wren",2018,-3.77577611381074,-2.37678038457034
"Carolina Wren",2019,-4.05247822198565,-0.27670210817491
"Carolina Wren",2020,-5.62358167379352,-1.57110345180787
"Carolina Wren",2021,-1.44368652155873,4.17989515223479
"Carolina Wren",2022,-1.52463189187236,-0.0809453703136302
"Carolina Wren",2023,-1.05159826037618,0.473033631496181
"Carolina Wren",2024,-0.36124910394265,0.69034915643353
"Cedar Waxwing",1999,-18.4072762589359,0
"Cedar Waxwing",2000,-16.8797114347357,1.52756482420015
"Cedar Waxwing",2001,-1.34384230315292,15.5358691315828
"Cedar Waxwing",2002,-3.96108826288512,-2.6172459597322
"Cedar Waxwing",2003,-12.9692766847001,-9.00818842181497
"Cedar Waxwing",2004,-2.15071191951941,10.8185647651807
"Cedar Waxwing",2005,-23.2533557020746,-21.1026437825552
"Cedar Waxwing",2006,-2.96781773310049,20.2855379689742
"Cedar Waxwing",2007,-6.58564389929927,-3.61782616619878
"Cedar Waxwing",2008,-19.7082842079048,-13.1226403086055
"Cedar Waxwing",2009,-6.53602407214707,13.1722601357577
"Cedar Waxwing",2010,-15.1633299166783,-8.62730584453123
"Cedar Waxwing",2011,-2.20348040361638,12.9598495130619
"Cedar Waxwing",2012,-3.58864701260407,-1.38516660898769
"Cedar Waxwing",2013,-14.3004200392767,-10.7117730266726
"Cedar Waxwing",2014,-6.44251513470842,7.85790490456823
"Cedar Waxwing",2015,-21.5351039886622,-15.0925888539538
"Cedar Waxwing",2016,-0.13085847531674,21.4042455133454
"Cedar Waxwing",2017,-10.7702849797262,-10.6394265044094
"Cedar Waxwing",2018,-3.80387158682181,6.96641339290435
"Cedar Waxwing",2019,-3.19319542528921,0.610676161532602
"Cedar Waxwing",2020,-4.36056868096166,-1.16737325567245
"Cedar Waxwing",2021,-7.91529926884075,-3.55473058787909
"Cedar Waxwing",2022,-4.51436900819131,3.40093026064944
"Cedar Waxwing",2023,-29.8878868181741,-25.3735178099828
"Cedar Waxwing",2024,0.0627775059073791,29.9506643240815
"Chipping Sparrow",1999,0.47322192752987,0
"Chipping Sparrow",2000,1.84938767150486,1.37616574397499
"Chipping Sparrow",2001,-0.0614372549019602,-1.91082492640682
"Chipping Sparrow",2002,1.31948629601292,1.38092355091488
"Chipping Sparrow",2003,-1.52608282844604,-2.84556912445896
"Chipping Sparrow",2004,-4.94144845396186,-3.41536562551582
"Chipping Sparrow",2005,-2.74429487842036,2.1971535755415
"Chipping Sparrow",2006,-2.60348738893068,0.14080748948968
"Chipping Sparrow",2007,1.71457626711833,4.31806365604901
"Chipping Sparrow",2008,-5.71978250444593,-7.43435877156426
"Chipping Sparrow",2009,-2.98793156333808,2.73185094110785
"Chipping Sparrow",2010,-2.45982999196719,0.52810157137089
"Chipping Sparrow",2011,-8.007600999001,-5.54777100703381
"Chipping Sparrow",2012,-5.54520188627103,2.46239911272997
"Chipping Sparrow",2013,-8.57806855911776,-3.03286667284673
"Chipping Sparrow",2014,-5.78210967463238,2.79595888448538
"Chipping Sparrow",2015,-7.16073094771146,-1.37862127307908
"Chipping Sparrow",2016,-5.68617578116634,1.47455516654512
"Chipping Sparrow",2017,-1.71666945003353,3.96950633113281
"Chipping Sparrow",2018,-6.21532134801915,-4.49865189798562
"Chipping Sparrow",2019,-6.86802388918311,-0.652702541163961
"Chipping Sparrow",2020,-12.3556601454065,-5.48763625622337
"Chipping Sparrow",2021,-5.63234920418631,6.72331094122017
"Chipping Sparrow",2022,-5.63594751868712,-0.00359831450080872
"Chipping Sparrow",2023,-4.16671726416025,1.46923025452687
"Chipping Sparrow",2024,-6.41823044753639,-2.25151318337614
"Common Grackle",1999,-13.3856212149285,0
"Common Grackle",2000,-9.55940573176151,3.82621548316697
"Common Grackle",2001,-9.18343026393656,0.375975467824949
"Common Grackle",2002,2.90883813418611,12.0922683981227
"Common Grackle",2003,3.89011276723545,0.98127463304934
"Common Grackle",2004,4.77264304017866,0.882530272943209
"Common Grackle",2005,-0.754118423636521,-5.52676146381518
"Common Grackle",2006,-15.7000188539927,-14.9459004303562
"Common Grackle",2007,-72.8983082737746,-57.1982894197819
"Common Grackle",2008,1.98025553514456,74.8785638089192
"Common Grackle",2009,2.4070496005671,0.42679406542254
"Common Grackle",2010,-52.265225428195,-54.6722750287621
"Common Grackle",2011,-7.89245782391388,44.3727676042811
"Common Grackle",2012,2.75897743873172,10.6514352626456
"Common Grackle",2013,-13.8700293940355,-16.6290068327672
"Common Grackle",2014,-8.13891030188819,5.73111909214727
"Common Grackle",2015,-0.53849851555809,7.6004117863301
"Common Grackle",2016,3.18289439730454,3.72139291286263
"Common Grackle",2017,-22.4431982590205,-25.626092656325
"Common Grackle",2018,-24.1846910267249,-1.74149276770437
"Common Grackle",2019,-44.8964332008367,-20.7117421741118
"Common Grackle",2020,-3.60188051948052,41.2945526813562
"Common Grackle",2021,-1.88672983885808,1.71515068062244
"Common Grackle",2022,-91.4323299127262,-89.5456000738682
"Common Grackle",2023,0.10014924310697,91.5324791558332
"Common Grackle",2024,1.97572640697182,1.87557716386485
"Downy Woodpecker",1999,-1.6802312942177,0
"Downy Woodpecker",2000,-1.36775114911719,0.312480145100508
"Downy Woodpecker",2001,-1.78053278447055,-0.41278163535336
"Downy Woodpecker",2002,-1.14311677587849,0.637416008592063
"Downy Woodpecker",2003,-0.54958854009621,0.593528235782277
"Downy Woodpecker",2004,-1.65963512544803,-1.11004658535182
"Downy Woodpecker",2005,-1.60645949820789,0.0531756272401427
"Downy Woodpecker",2006,-1.87068193473917,-0.264222436531281
"Downy Woodpecker",2007,-1.01130422698287,0.859377707756301
"Downy Woodpecker",2008,-1.37126279855727,-0.359958571574403
"Downy Woodpecker",2009,-1.3289177377892,0.042345060768066
"Downy Woodpecker",2010,-1.45356699238188,-0.12464925459268
"Downy Woodpecker",2011,-1.44061995730933,0.0129470350725516
"Downy Woodpecker",2012,-1.16431224010888,0.276307717200451
"Downy Woodpecker",2013,-2.26820257152954,-1.10389033142066
"Downy Woodpecker",2014,-1.80557067799768,0.462631893531863
"Downy Woodpecker",2015,-1.71830657725638,0.0872641007412949
"Downy Woodpecker",2016,-1.61314625576905,0.105160321487338
"Downy Woodpecker",2017,-1.71548031397484,-0.102334058205794
"Downy Woodpecker",2018,-1.94434787464947,-0.228867560674631
"Downy Woodpecker",2019,-2.13966618520401,-0.195318310554541
"Downy Woodpecker",2020,-1.15683333333333,0.982832851870682
"Downy Woodpecker",2021,-1.98388845981553,-0.827055126482196
"Downy Woodpecker",2022,-2.14933957495445,-0.165451115138924
"Downy Woodpecker",2023,-1.93029287988336,0.219046695071085
"Downy Woodpecker",2024,-2.13295611403792,-0.20266323415456
"Eastern Bluebird",1999,-4.93459579288026,0
"Eastern Bluebird",2000,-3.91924874388805,1.01534704899221
"Eastern Bluebird",2001,-4.00673051377304,-0.087481769884989
"Eastern Bluebird",2002,-3.02335807977736,0.98337243399568
"Eastern Bluebird",2003,-2.29687112992548,0.726486949851879
"Eastern Bluebird",2004,-3.25854358489756,-0.96167245497208
"Eastern Bluebird",2005,-3.93032619306394,-0.67178260816638
"Eastern Bluebird",2006,-5.63123865370596,-1.70091246064202
"Eastern Bluebird",2007,-4.68619280641666,0.9450458472893
"Eastern Bluebird",2008,-4.58103218869233,0.10516061772433
"Eastern Bluebird",2009,-5.38645806917097,-0.805425880478641
"Eastern Bluebird",2010,-6.0834152417862,-0.69695717261523
"Eastern Bluebird",2011,-5.20209366573276,0.881321576053439
"Eastern Bluebird",2012,-4.8318867768595,0.370206888873262
"Eastern Bluebird",2013,-4.52740994878854,0.304476828070959
"Eastern Bluebird",2014,-4.75058928157218,-0.22317933278364
"Eastern Bluebird",2015,-2.96483315858453,1.78575612298765
"Eastern Bluebird",2016,-3.88042589763178,-0.91559273904725
"Eastern Bluebird",2017,-6.30003904606942,-2.41961314843764
"Eastern Bluebird",2018,-4.07552246534064,2.22451658072878
"Eastern Bluebird",2019,-5.45368405131503,-1.37816158597439
"Eastern Bluebird",2020,-5.82379673202614,-0.370112680711111
"Eastern Bluebird",2021,-8.30317011699577,-2.47937338496963
"Eastern Bluebird",2022,-6.41450758418926,1.88866253280651
"Eastern Bluebird",2023,-3.54570066995981,2.86880691422945
"Eastern Bluebird",2024,-3.81947380698442,-0.273773137024609
"Eastern Phoebe",1999,-0.287552420306966,0
"Eastern Phoebe",2000,-0.314742304425242,-0.0271898841182761
"Eastern Phoebe",2001,-0.225577132959255,0.089165171465987
"Eastern Phoebe",2002,0.13031647670314,0.355893609662395
"Eastern Phoebe",2003,0.00871903651903699,-0.121597440184103
"Eastern Phoebe",2004,-0.30018246703753,-0.308901503556567
"Eastern Phoebe",2005,-0.98862466766644,-0.68844220062891
"Eastern Phoebe",2006,-0.276462365079919,0.712162302586521
"Eastern Phoebe",2007,0.025257719183945,0.301720084263864
"Eastern Phoebe",2008,-0.280389827538984,-0.305647546722929
"Eastern Phoebe",2009,-0.0169327207322201,0.263457106806764
"Eastern Phoebe",2010,-0.139643460233371,-0.122710739501151
"Eastern Phoebe",2011,-0.070949524339097,0.0686939358942741
"Eastern Phoebe",2012,-0.366821463618332,-0.295871939279235
"Eastern Phoebe",2013,-0.750659350058136,-0.383837886439804
"Eastern Phoebe",2014,-0.553749876733659,0.196909473324477
"Eastern Phoebe",2015,-0.393522887544093,0.160226989189566
"Eastern Phoebe",2016,-0.094897243521765,0.298625644022328
"Eastern Phoebe",2017,-0.418572239638487,-0.323674996116722
"Eastern Phoebe",2018,-0.415780086880754,0.00279215275773281
"Eastern Phoebe",2019,-0.367087178008458,0.0486929088722962
"Eastern Phoebe",2020,-0.677694957983193,-0.310607779974735
"Eastern Phoebe",2021,-0.259054083217948,0.418640874765245
"Eastern Phoebe",2022,-0.587612873973029,-0.328558790755081
"Eastern Phoebe",2023,-0.450822930683938,0.136789943289091
"Eastern Phoebe",2024,-0.981712933638581,-0.530890002954643
"Eastern Towhee",1999,-0.24046207322623,0
"Eastern Towhee",2000,-0.89675144323205,-0.65628937000582
"Eastern Towhee",2001,0.09398653729408,0.99073798052613
"Eastern Towhee",2002,0.8191326582962,0.72514612100212
"Eastern Towhee",2003,0.63878894056096,-0.18034371773524
"Eastern Towhee",2004,-0.62258407175526,-1.26137301231622
"Eastern Towhee",2005,-2.9413798405406,-2.31879576878534
"Eastern Towhee",2006,-1.33687797001153,1.60450187052907
"Eastern Towhee",2007,-1.33826759631759,-0.00138962630605999
"Eastern Towhee",2008,0.39575458433311,1.7340221806507
"Eastern Towhee",2009,-1.9597206396134,-2.35547522394651
"Eastern Towhee",2010,-0.63033123094874,1.32938940866466
"Eastern Towhee",2011,-2.26972849417046,-1.63939726322172
"Eastern Towhee",2012,-2.11405013774104,0.15567835642942
"Eastern Towhee",2013,-3.44073778110061,-1.32668764335957
"Eastern Towhee",2014,-1.67537648529564,1.76536129580497
"Eastern Towhee",2015,-1.31261757263538,0.36275891266026
"Eastern Towhee",2016,-1.38626370243929,-0.0736461298039099
"Eastern Towhee",2017,-1.38735438596836,-0.00109068352907027
"Eastern Towhee",2018,-1.63286631521773,-0.24551192924937
"Eastern Towhee",2019,-2.40014989954097,-0.76728358432324
"Eastern Towhee",2020,-2.27494855129209,0.12520134824888
"Eastern Towhee",2021,-2.73143388567156,-0.45648533437947
"Eastern Towhee",2022,-2.27426164731825,0.45717223835331
"Eastern Towhee",2023,-1.41799879363326,0.85626285368499
"Eastern Towhee",2024,-1.60035240308392,-0.18235360945066
"European Starling",1999,-21.4917584122959,0
"European Starling",2000,-14.2875685922605,7.2041898200354
"European Starling",2001,-12.3880616403614,1.89950695189918
"European Starling",2002,-5.22862164947941,7.15943999088195
"European Starling",2003,-4.84925388971804,0.37936775976137
"European Starling",2004,-8.93482710650255,-4.08557321678451
"European Starling",2005,-8.38358135511302,0.55124575138953
"European Starling",2006,-5.04374430336925,3.33983705174377
"European Starling",2007,-10.789353531382,-5.74560922801272
"European Starling",2008,-9.76799898989898,1.02135454148299
"European Starling",2009,-4.56980939340039,5.19818959649859
"European Starling",2010,-7.69394216741559,-3.1241327740152
"European Starling",2011,-5.84893175005847,1.84501041735712
"European Starling",2012,-7.589808410281,-1.74087666022253
"European Starling",2013,-6.28701925721728,1.30278915306372
"European Starling",2014,-10.5063651623249,-4.21934590510765
"European Starling",2015,-4.180877214632,6.32548794769293
"European Starling",2016,-5.42988569623138,-1.24900848159938
"European Starling",2017,-6.65178373471189,-1.22189803848051
"European Starling",2018,-6.11470652011021,0.53707721460168
"European Starling",2019,-5.38830954428435,0.72639697582586
"European Starling",2020,-8.00875544554455,-2.6204459012602
"European Starling",2021,-6.57994404186718,1.42881140367737
"European Starling",2022,-3.3984509844134,3.18149305745378
"European Starling",2023,-3.81781007545495,-0.41935909104155
"European Starling",2024,-1.97723488446762,1.84057519098733
"House Finch",1999,-2.23250559440559,0
"House Finch",2000,-0.0637088555899101,2.16879673881568
"House Finch",2001,-1.46019801481961,-1.3964891592297
"House Finch",2002,-0.0229422932297001,1.43725572158991
"House Finch",2003,-0.04877788303954,-0.0258355898098399
"House Finch",2004,-0.78797658344897,-0.73919870040943
"House Finch",2005,-2.01265718793413,-1.22468060448516
"House Finch",2006,-2.13661862068558,-0.12396143275145
"House Finch",2007,-1.74531497089108,0.3913036497945
"House Finch",2008,-1.78958837473207,-0.04427340384099
"House Finch",2009,-1.04174207773348,0.74784629699859
"House Finch",2010,-3.72410881533952,-2.68236673760604
"House Finch",2011,-0.58520970489515,3.13889911044437
"House Finch",2012,-1.81814760020461,-1.23293789530946
"House Finch",2013,-1.01843031272467,0.79971728747994
"House Finch",2014,-1.7948942687747,-0.77646395605003
"House Finch",2015,-1.32867232383149,0.46622194494321
"House Finch",2016,-1.52633803092678,-0.19766570709529
"House Finch",2017,-2.26962482228823,-0.74328679136145
"House Finch",2018,-0.60456541952253,1.6650594027657
"House Finch",2019,-0.54323228443469,0.0613331350878401
"House Finch",2020,-1.6876948051948,-1.14446252076011
"House Finch",2021,-1.86958990387754,-0.181895098682735
"House Finch",2022,-2.21599692616029,-0.34640702228275
"House Finch",2023,-0.73042366250022,1.48557326366007
"House Finch",2024,-0.27626023769937,0.45416342480085
"House Sparrow",1999,-1.14677755703945,0
"House Sparrow",2000,0.03285275730104,1.17963031434049
