"year","common_name","count"
2004,"Brown-headed Cowbird",1
2004,"Brown-headed Nuthatch",3
2004,"Carolina Chickadee",6
2004,"Carolina Wren",28
2004,"Chipping Sparrow",3
2004,"Common Grackle",10
2004,"Downy Woodpecker",1
2004,"Eastern Bluebird",6
2004,"Eastern Phoebe",1
2004,"Eastern Towhee",15
2004,"European Starling",3
2004,"Gray Catbird",5
2004,"House Finch",9
2004,"House Sparrow",2
2004,"Killdeer",1
2004,"Mourning Dove",10
2004,"Northern Cardinal",36
2004,"Northern Mockingbird",16
2004,"Pine Warbler",10
2004,"Red-bellied Woodpecker",13
2004,"Tufted Titmouse",23
2004,"White-breasted Nuthatch",1
2005,"American Crow",23
2005,"American Goldfinch",5
2005,"American Robin",1
2005,"Blue Jay",9
2005,"Blue-gray Gnatcatcher",10
2005,"Brown Thrasher",4
2005,"Brown-headed Cowbird",1
2005,"Carolina Chickadee",6
2005,"Carolina Wren",10
2005,"Chipping Sparrow",11
2005,"Common Yellowthroat",2
2005,"Downy Woodpecker",1
2005,"Eastern Bluebird",6
2005,"Eastern Phoebe",2
2005,"Eastern Towhee",1
2005,"Fish Crow",1
2005,"House Finch",1
2005,"Mourning Dove",20
2005,"Northern Cardinal",41
2005,"Northern Mockingbird",4
2005,"Pileated Woodpecker",2
2005,"Pine Warbler",25
2005,"Red-bellied Woodpecker",13
2005,"Red-shouldered Hawk",1
2005,"Red-winged Blackbird",4
2005,"Tufted Titmouse",4
2005,"American Crow",15
2005,"American Goldfinch",13
2005,"American Robin",6
2005,"Blue Jay",4
2005,"Blue-gray Gnatcatcher",11
2005,"Brown Thrasher",3
2005,"Brown-headed Cowbird",6
2005,"Brown-headed Nuthatch",2
2005,"Canada Goose",5
2005,"Carolina Chickadee",10
2005,"Carolina Wren",20
2005,"Chipping Sparrow",11
2005,"Common Grackle",3
2005,"Common Yellowthroat",1
2005,"Downy Woodpecker",1
2005,"Eastern Bluebird",8
2005,"Eastern Towhee",7
2005,"European Starling",7
2005,"Field Sparrow",1
2005,"Fish Crow",1
2005,"Great Blue Heron",2
2005,"House Finch",4
2005,"Killdeer",1
2005,"Mourning Dove",15
2005,"Northern Cardinal",26
2005,"Northern Mockingbird",2
2005,"Pileated Woodpecker",2
2005,"Pine Warbler",17
2005,"Red-bellied Woodpecker",5
2005,"Red-winged Blackbird",1
2005,"Tufted Titmouse",18
2005,"Turkey Vulture",1
2005,"American Crow",16
2005,"American Goldfinch",6
2005,"American Robin",9
2005,"Blue Jay",4
2005,"Brown Thrasher",1
2005,"Brown-headed Cowbird",2
2005,"Brown-headed Nuthatch",1
2005,"Canada Goose",4
2005,"Carolina Chickadee",3
2005,"Carolina Wren",32
2005,"Chipping Sparrow",6
2005,"Common Grackle",15
2005,"Common Yellowthroat",9
2005,"Eastern Bluebird",1
2005,"Eastern Meadowlark",2
2005,"Eastern Phoebe",2
2005,"Eastern Towhee",11
2005,"Field Sparrow",2
2005,"Gray Catbird",1
2005,"House Finch",1
2005,"Killdeer",1
2005,"Mourning Dove",14
2005,"Northern Bobwhite",2
2005,"Northern Cardinal",23
2005,"Northern Mockingbird",3
2005,"Pine Warbler",28
2005,"Red-bellied Woodpecker",7
2005,"Tufted Titmouse",13
2005,"American Crow",27
2005,"American Goldfinch",6
2005,"American Robin",4
2005,"Blue Jay",2
2005,"Blue-gray Gnatcatcher",15
2005,"Brown Thrasher",1
2005,"Brown-headed Cowbird",6
2005,"Carolina Chickadee",3
2005,"Carolina Wren",14
2005,"Chipping Sparrow",15
2005,"Common Grackle",3
2005,"Common Yellowthroat",4
2005,"Eastern Bluebird",4
2005,"Eastern Meadowlark",3
2005,"Eastern Phoebe",2
2005,"Eastern Towhee",12
2005,"European Starling",4
2005,"Field Sparrow",2
2005,"Gray Catbird",3
2005,"Great Blue Heron",1
2005,"House Sparrow",1
2005,"Mourning Dove",7
2005,"Northern Cardinal",23
2005,"Northern Mockingbird",3
2005,"Pine Warbler",2
2005,"Red-bellied Woodpecker",1
2005,"Red-shouldered Hawk",1
2005,"Tufted Titmouse",12
2005,"American Crow",18
2005,"American Goldfinch",1
2005,"American Robin",7
2005,"Blue Jay",2
2005,"Blue-gray Gnatcatcher",1
2005,"Brown Thrasher",1
2005,"Carolina Wren",37
2005,"Chipping Sparrow",15
2005,"Common Grackle",1
2005,"Common Yellowthroat",5
2005,"Eastern Bluebird",7
2005,"Eastern Meadowlark",7
2005,"Eastern Towhee",6
2005,"Mourning Dove",16
2005,"Northern Cardinal",30
2005,"Northern Mockingbird",15
2005,"Red-bellied Woodpecker",7
2005,"Red-winged Blackbird",2
2005,"Tufted Titmouse",12
2005,"White-breasted Nuthatch",1
2005,"American Crow",27
2005,"American Goldfinch",1
2005,"American Robin",2
2005,"Blue Jay",9
2005,"Blue-gray Gnatcatcher",4
2005,"Brown Thrasher",2
2005,"Brown-headed Cowbird",2
2005,"Brown-headed Nuthatch",1
2005,"Canada Goose",5
2005,"Carolina Chickadee",1
2005,"Carolina Wren",13
2005,"Chipping Sparrow",19
2005,"Common Grackle",26
2005,"Downy Woodpecker",1
2005,"Eastern Bluebird",10
2005,"Eastern Meadowlark",24
2005,"Eastern Phoebe",4
2005,"Eastern Towhee",11
2005,"European Starling",15
2005,"Field Sparrow",2
2005,"Gray Catbird",1
2005,"Great Blue Heron",1
2005,"House Sparrow",10
2005,"Killdeer",5
2005,"Mourning Dove",20
2005,"Northern Cardinal",46
2005,"Northern Mockingbird",3
2005,"Red-bellied Woodpecker",7
2005,"Red-winged Blackbird",5
2005,"Tufted Titmouse",11
2005,"Turkey Vulture",1
2005,"White-breasted Nuthatch",2
2005,"American Crow",33
2005,"American Goldfinch",7
2005,"American Robin",1
2005,"Blue Jay",7
2005,"Blue-gray Gnatcatcher",10
2005,"Brown Thrasher",2
2005,"Brown-headed Cowbird",7
2005,"Carolina Chickadee",2
2005,"Carolina Wren",19
2005,"Chipping Sparrow",12
2005,"Common Grackle",3
2005,"Common Yellowthroat",2
2005,"Downy Woodpecker",1
2005,"Eastern Bluebird",4
2005,"Eastern Meadowlark",5
2005,"Eastern Phoebe",2
2005,"Eastern Towhee",7
2005,"House Finch",1
2005,"Killdeer",1
2005,"Mourning Dove",20
2005,"Northern Bobwhite",6
2005,"Northern Cardinal",30
2005,"Northern Mockingbird",5
2005,"Pine Warbler",2
2005,"Red-bellied Woodpecker",7
2005,"Red-shouldered Hawk",1
2005,"Red-winged Blackbird",7
2005,"Tufted Titmouse",3
2005,"American Crow",49
2005,"American Goldfinch",7
2005,"American Robin",4
2005,"Blue Jay",2
2005,"Blue-gray Gnatcatcher",4
2005,"Brown Thrasher",2
2005,"Brown-headed Cowbird",1
2005,"Carolina Chickadee",3
2005,"Carolina Wren",10
2005,"Chipping Sparrow",9
2005,"Common Grackle",3
2005,"Downy Woodpecker",1
2005,"Eastern Bluebird",7
2005,"Eastern Meadowlark",1
2005,"Eastern Phoebe",1
2005,"Eastern Towhee",3
2005,"Great Blue Heron",1
2005,"Mourning Dove",9
2005,"Northern Bobwhite",3
2005,"Northern Cardinal",25
2005,"Northern Mockingbird",4
2005,"Pine Warbler",2
2005,"Red-bellied Woodpecker",4
2005,"Red-shouldered Hawk",2
2005,"Tufted Titmouse",2
2005,"White-breasted Nuthatch",1
2005,"American Crow",15
2005,"American Goldfinch",10
2005,"American Robin",5
2005,"Blue Jay",7
2005,"Blue-gray Gnatcatcher",22
2005,"Brown Thrasher",5
2005,"Brown-headed Cowbird",3
2005,"Brown-headed Nuthatch",4
2005,"Carolina Chickadee",14
2005,"Carolina Wren",29
2005,"Chipping Sparrow",5
2005,"Common Grackle",1
2005,"Common Yellowthroat",2
2005,"Downy Woodpecker",1
2005,"Eastern Bluebird",9
2005,"Eastern Phoebe",3
2005,"Eastern Towhee",9
2005,"Field Sparrow",2
2005,"Gray Catbird",1
2005,"House Finch",8
2005,"Mourning Dove",9
2005,"Northern Cardinal",19
2005,"Northern Mockingbird",9
2005,"Pileated Woodpecker",2
2005,"Pine Warbler",17
2005,"Red-bellied Woodpecker",12
2005,"Red-shouldered Hawk",2
2005,"Red-winged Blackbird",5
2005,"Song Sparrow",1
2005,"Tufted Titmouse",9
2005,"White-breasted Nuthatch",1
2005,"American Crow",13
2005,"American Goldfinch",5
2005,"Blue Jay",4
2005,"Blue-gray Gnatcatcher",4
2005,"Brown Thrasher",1
2005,"Carolina Chickadee",5
2005,"Carolina Wren",7
2005,"Chipping Sparrow",10
2005,"Common Grackle",1
2005,"Common Yellowthroat",4
2005,"Eastern Bluebird",4
2005,"Eastern Meadowlark",2
2005,"Eastern Towhee",4
2005,"European Starling",2
2005,"Field Sparrow",2
2005,"House Sparrow",2
2005,"Mourning Dove",11
2005,"Northern Cardinal",8
2005,"Northern Mockingbird",7
2005,"Pileated Woodpecker",2
2005,"Pine Warbler",4
2005,"Red-bellied Woodpecker",6
2005,"Red-shouldered Hawk",1
2005,"Tufted Titmouse",3
2005,"American Crow",17
2005,"American Goldfinch",3
2005,"American Robin",3
2005,"Blue Jay",6
2005,"Blue-gray Gnatcatcher",6
2005,"Brown Thrasher",1
2005,"Brown-headed Cowbird",3
2005,"Brown-headed Nuthatch",1
2005,"Carolina Chickadee",1
2005,"Carolina Wren",17
2005,"Chipping Sparrow",4
2005,"Common Grackle",1
2005,"Common Yellowthroat",7
2005,"Eastern Meadowlark",2
2005,"Eastern Phoebe",3
2005,"Eastern Towhee",3
2005,"Gray Catbird",2
2005,"Killdeer",1
2005,"Mourning Dove",8
2005,"Northern Cardinal",16
2005,"Pine Warbler",7
2005,"Red-bellied Woodpecker",3
2005,"Red-shouldered Hawk",1
2005,"Tufted Titmouse",16
2005,"White-breasted Nuthatch",2
2005,"American Crow",19
2005,"American Goldfinch",6
2005,"American Robin",8
2005,"Blue Jay",4
2005,"Blue-gray Gnatcatcher",4
2005,"Brown-headed Cowbird",5
2005,"Carolina Chickadee",5
2005,"Carolina Wren",21
2005,"Chipping Sparrow",7
2005,"Common Grackle",17
2005,"Common Yellowthroat",4
2005,"Downy Woodpecker",1
2005,"Eastern Bluebird",22
2005,"Eastern Meadowlark",7
2005,"Eastern Towhee",8
2005,"European Starling",10
2005,"Field Sparrow",1
2005,"Great Blue Heron",1
2005,"House Finch",3
2005,"House Sparrow",3
2005,"Mourning Dove",15
2005,"Northern Bobwhite",4
2005,"Northern Cardinal",21
2005,"Northern Mockingbird",14
2005,"Red-bellied Woodpecker",10
2005,"Red-winged Blackbird",4
2005,"Tufted Titmouse",4
2005,"American Crow",15
2005,"American Goldfinch",4
2005,"American Robin",4
2005,"Blue Jay",6
2005,"Brown Thrasher",2
2005,"Eastern Bluebird",16
2005,"Eastern Phoebe",1
2005,"European Starling",20
2005,"House Finch",3
2005,"House Sparrow",3
2005,"Mourning Dove",9
2005,"Northern Cardinal",20
2005,"Northern Mockingbird",9
2005,"Tufted Titmouse",3
2005,"American Crow",11
2005,"American Goldfinch",2
2005,"American Robin",1
2005,"Blue Jay",2
2005,"Blue-gray Gnatcatcher",6
2005,"Brown Thrasher",2
2005,"Brown-headed Cowbird",10
2005,"Brown-headed Nuthatch",2
2005,"Canada Goose",1
2005,"Carolina Chickadee",7
2005,"Carolina Wren",13
2005,"Chipping Sparrow",9
2005,"Common Grackle",65
2005,"Common Yellowthroat",1
2005,"Eastern Bluebird",3
2005,"Eastern Phoebe",1
2005,"Eastern Towhee",10
2005,"European Starling",2
2005,"Great Blue Heron",1
2005,"House Finch",2
2005,"Mourning Dove",14
2005,"Northern Cardinal",11
2005,"Northern Mockingbird",2
2005,"Pileated Woodpecker",1
2005,"Pine Warbler",9
2005,"Red-bellied Woodpecker",4
2005,"Red-shouldered Hawk",2
2005,"Tufted Titmouse",9
2005,"American Crow",38
2005,"Blue Jay",3
2005,"Blue-gray Gnatcatcher",3
2005,"Brown-headed Cowbird",12
2005,"Canada Goose",9
2005,"Carolina Chickadee",3
2005,"Carolina Wren",12
2005,"Chipping Sparrow",10
2005,"Common Grackle",3
2005,"Common Yellowthroat",1
2005,"Downy Woodpecker",3
2005,"Eastern Bluebird",7
2005,"Eastern Meadowlark",4
2005,"Eastern Phoebe",2
2005,"Eastern Towhee",2
2005,"Field Sparrow",2
2005,"House Finch",1
2005,"Mourning Dove",14
2005,"Northern Bobwhite",1
2005,"Northern Cardinal",29
2005,"Northern Mockingbird",8
2005,"Red-bellied Woodpecker",1
2005,"Red-winged Blackbird",4
2005,"Tufted Titmouse",6
2005,"Turkey Vulture",2
2005,"White-breasted Nuthatch",1
2005,"American Crow",34
2005,"American Goldfinch",7
2005,"American Robin",6
2005,"Blue Jay",5
2005,"Blue-gray Gnatcatcher",12
2005,"Brown Thrasher",2
2005,"Canada Goose",12
2005,"Carolina Chickadee",8
2005,"Carolina Wren",19
2005,"Chipping Sparrow",12
2005,"Eastern Bluebird",9
2005,"Eastern Meadowlark",4
2005,"Eastern Towhee",3
2005,"Great Blue Heron",1
2005,"Mourning Dove",16
2005,"Northern Bobwhite",2
2005,"Northern Cardinal",10
2005,"Northern Mockingbird",5
2005,"Pileated Woodpecker",1
2005,"Pine Warbler",7
2005,"Red-bellied Woodpecker",11
2005,"Tufted Titmouse",3
2005,"American Crow",21
2005,"American Goldfinch",6
2005,"American Robin",24
2005,"Blue Jay",3
2005,"Blue-gray Gnatcatcher",8
2005,"Brown Thrasher",1
2005,"Brown-headed Cowbird",2
2005,"Brown-headed Nuthatch",2
2005,"Carolina Chickadee",3
2005,"Carolina Wren",7
2005,"Chipping Sparrow",8
2005,"Common Grackle",5
2005,"Downy Woodpecker",2
2005,"Eastern Bluebird",1
2005,"Eastern Towhee",14
2005,"European Starling",4
2005,"Fish Crow",1
2005,"Gray Catbird",6
2005,"House Finch",9
2005,"Mourning Dove",14
2005,"Northern Cardinal",32
2005,"Northern Mockingbird",8
2005,"Pine Warbler",4
2005,"Red-bellied Woodpecker",1
2005,"Song Sparrow",6
2005,"Tufted Titmouse",4
2005,"American Crow",2
2005,"American Goldfinch",3
2005,"American Robin",7
2005,"Blue Jay",1
2005,"Blue-gray Gnatcatcher",7
2005,"Brown Thrasher",1
2005,"Brown-headed Cowbird",16
2005,"Canada Goose",16
2005,"Carolina Chickadee",8
2005,"Carolina Wren",17
2005,"Chipping Sparrow",5
2005,"Common Grackle",5
2005,"Common Yellowthroat",2
2005,"Downy Woodpecker",2
2005,"Eastern Bluebird",1
2005,"Eastern Meadowlark",2
2005,"Eastern Phoebe",2
2005,"Eastern Towhee",5
2005,"European Starling",2
2005,"Great Blue Heron",9
2005,"House Finch",1
2005,"Killdeer",1
2005,"Mourning Dove",12
2005,"Northern Cardinal",30
2005,"Northern Mockingbird",5
2005,"Pine Warbler",5
2005,"Red-bellied Woodpecker",3
2005,"Tufted Titmouse",4
2005,"American Crow",9
2005,"American Goldfinch",13
2005,"American Robin",10
2005,"Blue Jay",7
2005,"Blue-gray Gnatcatcher",4
2005,"Brown-headed Cowbird",4
2005,"Brown-headed Nuthatch",13
2005,"Carolina Chickadee",6
2005,"Carolina Wren",19
2005,"Chipping Sparrow",7
2005,"Common Grackle",11
2005,"Downy Woodpecker",3
2005,"Eastern Bluebird",7
2005,"Eastern Phoebe",1
2005,"Eastern Towhee",15
2005,"European Starling",2
2005,"Fish Crow",2
2005,"Gray Catbird",2
2005,"Great Blue Heron",1
2005,"House Finch",3
2005,"House Sparrow",2
2005,"Mourning Dove",8
2005,"Northern Cardinal",59
2005,"Northern Mockingbird",8
2005,"Pine Warbler",3
2005,"Red-bellied Woodpecker",6
2005,"Song Sparrow",1
2005,"Tufted Titmouse",12
2005,"White-breasted Nuthatch",6
2005,"American Crow",6
2005,"American Goldfinch",8
2005,"American Robin",14
2005,"Blue Jay",8
2005,"Blue-gray Gnatcatcher",2
2005,"Brown Thrasher",1
2005,"Brown-headed Cowbird",1
2005,"Brown-headed Nuthatch",2
2005,"Carolina Chickadee",1
2005,"Carolina Wren",25
2005,"Chipping Sparrow",4
2005,"Common Grackle",6
2005,"Common Yellowthroat",1
2005,"Eastern Bluebird",1
2005,"Eastern Towhee",13
2005,"European Starling",5
2005,"Gray Catbird",4
2005,"House Finch",5
2005,"Mourning Dove",2
2005,"Northern Cardinal",17
2005,"Northern Mockingbird",15
2005,"Pine Warbler",10
2005,"Red-bellied Woodpecker",3
2005,"Song Sparrow",4
2005,"Tufted Titmouse",3
2005,"American Crow",10
2005,"American Goldfinch",7
2005,"American Robin",3
2005,"Blue Jay",3
2005,"Blue-gray Gnatcatcher",7
2005,"Brown-headed Cowbird",8
2005,"Canada Goose",2
2005,"Carolina Chickadee",7
2005,"Carolina Wren",8
2005,"Chipping Sparrow",9
2005,"Common Grackle",4
2005,"Common Yellowthroat",4
2005,"Eastern Bluebird",4
2005,"Eastern Phoebe",1
2005,"Eastern Towhee",10
2005,"European Starling",5
2005,"Field Sparrow",5
2005,"Gray Catbird",2
2005,"Great Blue Heron",1
2005,"House Finch",1
2005,"House Sparrow",2
2005,"Mourning Dove",11
2005,"Northern Bobwhite",3
2005,"Northern Cardinal",14
2005,"Northern Mockingbird",4
2005,"Pine Warbler",3
2005,"Red-bellied Woodpecker",4
2005,"Tufted Titmouse",5
2005,"White-breasted Nuthatch",1
2005,"American Crow",27
2005,"American Goldfinch",5
2005,"American Robin",8
2005,"Blue Jay",2
2005,"Blue-gray Gnatcatcher",9
2005,"Brown Thrasher",4
2005,"Brown-headed Nuthatch",1
2005,"Carolina Chickadee",5
2005,"Carolina Wren",5
2005,"Chipping Sparrow",9
2005,"Common Grackle",10
2005,"Common Yellowthroat",1
2005,"Downy Woodpecker",1
2005,"Eastern Bluebird",4
2005,"Eastern Phoebe",1
2005,"Eastern Towhee",4
2005,"European Starling",13
2005,"Fish Crow",1
2005,"Gray Catbird",1
2005,"Great Blue Heron",1
2005,"House Finch",1
2005,"House Sparrow",3
2005,"Killdeer",2
2005,"Mourning Dove",13
2005,"Northern Bobwhite",1
2005,"Northern Cardinal",34
2005,"Northern Mockingbird",11
2005,"Pine Warbler",1
2005,"Red-bellied Woodpecker",2
2005,"Tufted Titmouse",1
2005,"White-breasted Nuthatch",1
2005,"American Crow",31
2005,"American Goldfinch",3
2005,"American Robin",5
2005,"Blue Jay",5
2005,"Blue-gray Gnatcatcher",7
2005,"Brown Thrasher",1
2005,"Brown-headed Cowbird",4
2005,"Canada Goose",11
2005,"Carolina Chickadee",3
2005,"Carolina Wren",23
2005,"Chipping Sparrow",20
2005,"Common Grackle",13
2005,"Common Yellowthroat",5
2005,"Eastern Bluebird",18
2005,"Eastern Meadowlark",10
2005,"Eastern Phoebe",3
2005,"Eastern Towhee",8
2005,"European Starling",13
2005,"Field Sparrow",6
2005,"House Finch",4
2005,"House Sparrow",5
2005,"Mourning Dove",30
2005,"Northern Bobwhite",2
2005,"Northern Cardinal",19
2005,"Northern Mockingbird",10
2005,"Red-bellied Woodpecker",11
2005,"Red-shouldered Hawk",1
2005,"Red-winged Blackbird",5
2005,"Song Sparrow",1
2005,"Tufted Titmouse",11
2005,"White-breasted Nuthatch",6
2005,"American Crow",16
2005,"American Goldfinch",4
2005,"American Robin",5
2005,"Blue Jay",1
2005,"Brown Thrasher",4
2005,"Brown-headed Cowbird",3
2005,"Canada Goose",13
2005,"Carolina Chickadee",2
2005,"Carolina Wren",12
2005,"Chipping Sparrow",2
2005,"Common Grackle",4
2005,"Common Yellowthroat",2
2005,"Eastern Bluebird",3
2005,"Eastern Meadowlark",2
2005,"Eastern Phoebe",1
2005,"Eastern Towhee",5
2005,"European Starling",4
2005,"Great Blue Heron",1
2005,"House Finch",2
2005,"Mourning Dove",18
2005,"Northern Bobwhite",3
2005,"Northern Cardinal",27
2005,"Northern Mockingbird",3
2005,"Pine Warbler",2
2005,"Red-bellied Woodpecker",5
2005,"Tufted Titmouse",16
2005,"American Crow",26
2005,"American Goldfinch",4
2005,"American Robin",3
2005,"Blue Jay",2
2005,"Blue-gray Gnatcatcher",2
2005,"Brown Thrasher",2
2005,"Brown-headed Cowbird",3
2005,"Carolina Chickadee",2
2005,"Carolina Wren",12
2005,"Chipping Sparrow",9
2005,"Common Grackle",20
2005,"Common Yellowthroat",1
2005,"Eastern Bluebird",13
2005,"Eastern Meadowlark",2
2005,"Eastern Phoebe",1
2005,"Eastern Towhee",7
2005,"European Starling",6
2005,"Field Sparrow",1
2005,"Fish Crow",4
2005,"House Finch",2
2005,"House Sparrow",12
2005,"Mourning Dove",9
2005,"Northern Cardinal",20
2005,"Northern Mockingbird",9
2005,"Red-bellied Woodpecker",6
2005,"Red-shouldered Hawk",1
2005,"Tufted Titmouse",1
2005,"American Crow",35
2005,"American Goldfinch",3
2005,"American Robin",1
2005,"Blue Jay",1
2005,"Blue-gray Gnatcatcher",2
2005,"Brown-headed Cowbird",2
2005,"Brown-headed Nuthatch",3
2005,"Canada Goose",44
2005,"Carolina Chickadee",6
2005,"Carolina Wren",16
2005,"Chipping Sparrow",2
2005,"Common Grackle",5
2005,"Common Yellowthroat",2
2005,"Downy Woodpecker",4
2005,"Eastern Bluebird",5
2005,"Eastern Phoebe",1
2005,"Eastern Towhee",5
2005,"European Starling",2
2005,"Gray Catbird",1
2005,"House Finch",4
2005,"Mourning Dove",4
2005,"Northern Cardinal",26
2005,"Northern Mockingbird",5
2005,"Pine Warbler",2
2005,"Red-bellied Woodpecker",6
2005,"Red-winged Blackbird",1
2005,"Song Sparrow",1
2005,"Tufted Titmouse",7
2005,"White-breasted Nuthatch",3
2005,"American Crow",23
2005,"American Goldfinch",11
2005,"American Robin",2
2005,"Blue Jay",5
2005,"Blue-gray Gnatcatcher",6
2005,"Brown Thrasher",2
2005,"Brown-headed Cowbird",4
2005,"Canada Goose",3
2005,"Carolina Chickadee",8
2005,"Carolina Wren",13
2005,"Chipping Sparrow",23
2005,"Common Grackle",16
2005,"Common Yellowthroat",3
2005,"Downy Woodpecker",1
2005,"Eastern Bluebird",6
2005,"Eastern Meadowlark",2
2005,"Eastern Towhee",7
2005,"European Starling",35
2005,"Field Sparrow",3
2005,"Gray Catbird",1
2005,"House Finch",1
2005,"Killdeer",6
2005,"Mourning Dove",25
2005,"Northern Cardinal",31
2005,"Northern Mockingbird",14
2005,"Pine Warbler",6
2005,"Red-bellied Woodpecker",8
2005,"Red-winged Blackbird",9
2005,"Tufted Titmouse",7
2005,"White-breasted Nuthatch",2
2005,"American Crow",14
2005,"American Goldfinch",8
2005,"American Robin",8
2005,"Blue Jay",6
2005,"Blue-gray Gnatcatcher",1
2005,"Brown Thrasher",1
2005,"Brown-headed Cowbird",1
2005,"Canada Goose",9
2005,"Carolina Chickadee",2
2005,"Carolina Wren",6
2005,"Chipping Sparrow",13
2005,"Common Grackle",10
2005,"Downy Woodpecker",1
2005,"Eastern Bluebird",10
2005,"Eastern Towhee",16
2005,"Gray Catbird",3
2005,"House Finch",11
2005,"Mourning Dove",14
2005,"Northern Cardinal",29
2005,"Northern Mockingbird",5
2005,"Red-bellied Woodpecker",4
2005,"Tufted Titmouse",7
2005,"White-breasted Nuthatch",1
2005,"American Crow",13
2005,"American Goldfinch",4
2005,"American Robin",12
2005,"Blue Jay",1
2005,"Blue-gray Gnatcatcher",1
2005,"Brown Thrasher",4
2005,"Brown-headed Nuthatch",1
2005,"Canada Goose",2
2005,"Carolina Chickadee",4
2005,"Carolina Wren",18
2005,"Chipping Sparrow",13
2005,"Common Grackle",20
2005,"Common Yellowthroat",4
2005,"Eastern Bluebird",8
2005,"Eastern Meadowlark",11
2005,"Eastern Phoebe",1
2005,"Eastern Towhee",4
2005,"European Starling",6
2005,"Field Sparrow",3
2005,"Gray Catbird",1
2005,"House Finch",1
2005,"Mourning Dove",11
2005,"Northern Bobwhite",2
2005,"Northern Cardinal",18
2005,"Northern Mockingbird",11
2005,"Pine Warbler",2
2005,"Red-bellied Woodpecker",3
2005,"Red-winged Blackbird",16
2005,"Tufted Titmouse",9
2005,"American Crow",15
2005,"American Goldfinch",3
2005,"American Robin",4
2005,"Blue Jay",1
2005,"Brown-headed Cowbird",1
2005,"Canada Goose",22
2005,"Carolina Wren",7
2005,"Chipping Sparrow",7
2005,"Common Grackle",4
2005,"Downy Woodpecker",1
2005,"Eastern Bluebird",10
2005,"Eastern Phoebe",1
2005,"Eastern Towhee",3
2005,"European Starling",2
2005,"Field Sparrow",4
2005,"Mourning Dove",11
2005,"Northern Cardinal",16
2005,"Northern Mockingbird",4
2005,"Pine Warbler",2
2005,"Red-bellied Woodpecker",2
2005,"Red-winged Blackbird",2
2005,"Tufted Titmouse",16
2005,"Turkey Vulture",2
2005,"American Crow",22
2005,"American Goldfinch",13
2005,"American Robin",5
2005,"Blue Jay",7
2005,"Blue-gray Gnatcatcher",8
2005,"Brown Thrasher",1
2005,"Brown-headed Cowbird",8
2005,"Brown-headed Nuthatch",2
2005,"Carolina Chickadee",6
2005,"Carolina Wren",4
2005,"Chipping Sparrow",19
2005,"Downy Woodpecker",1
2005,"Eastern Bluebird",7
2005,"Eastern Meadowlark",2
2005,"Eastern Towhee",6
2005,"European Starling",6
2005,"House Finch",3
2005,"Mourning Dove",9
2005,"Northern Cardinal",32
2005,"Northern Mockingbird",3
2005,"Pine Warbler",7
2005,"Red-bellied Woodpecker",1
2005,"Red-winged Blackbird",5
2005,"Tufted Titmouse",10
2005,"Turkey Vulture",2
2005,"White-breasted Nuthatch",2
2005,"American Crow",24
2005,"American Goldfinch",5
2005,"American Robin",4
2005,"Blue Jay",7
2005,"Blue-gray Gnatcatcher",18
2005,"Brown Thrasher",2
2005,"Brown-headed Cowbird",3
2005,"Canada Goose",5
2005,"Carolina Chickadee",7
2005,"Carolina Wren",22
2005,"Chipping Sparrow",16
2005,"Common Grackle",19
2005,"Common Yellowthroat",4
2005,"Eastern Bluebird",15
2005,"Eastern Meadowlark",2
2005,"Eastern Phoebe",2
2005,"Eastern Towhee",9
2005,"European Starling",8
2005,"Gray Catbird",1
2005,"House Finch",9
2005,"Mourning Dove",17
2005,"Northern Cardinal",26
2005,"Northern Mockingbird",6
2005,"Pine Warbler",6
2005,"Red-bellied Woodpecker",15
2005,"Red-winged Blackbird",2
2005,"Tufted Titmouse",14
2005,"White-breasted Nuthatch",2
2005,"American Crow",27
2005,"American Goldfinch",6
2005,"American Robin",2
2005,"Blue Jay",6
2005,"Blue-gray Gnatcatcher",3
2005,"Brown Thrasher",2
2005,"Brown-headed Nuthatch",1
2005,"Carolina Chickadee",15
2005,"Carolina Wren",10
2005,"Eastern Bluebird",7
2005,"Eastern Meadowlark",2
2005,"Eastern Phoebe",1
2005,"Eastern Towhee",12
2005,"European Starling",6
2005,"Mourning Dove",13
2005,"Northern Cardinal",28
2005,"Northern Mockingbird",5
2005,"Pine Warbler",8
2005,"Red-bellied Woodpecker",2
2005,"Red-winged Blackbird",1
2005,"Tufted Titmouse",8
2005,"American Crow",16
2005,"American Goldfinch",1
2005,"American Robin",12
2005,"Blue Jay",5
2005,"Brown Thrasher",2
2005,"Carolina Chickadee",6
2005,"Carolina Wren",31
2005,"Chipping Sparrow",3
2005,"Common Grackle",14
2005,"Common Yellowthroat",1
2005,"Eastern Bluebird",8
2005,"Eastern Phoebe",2
2005,"Eastern Towhee",16
2005,"European Starling",2
2005,"Gray Catbird",2
2005,"House Finch",7
2005,"Mourning Dove",8
2005,"Northern Cardinal",54
2005,"Northern Mockingbird",6
2005,"Pine Warbler",2
2005,"Red-bellied Woodpecker",11
2005,"Tufted Titmouse",16
2006,"American Crow",47
2006,"American Goldfinch",9
2006,"Blue Jay",3
2006,"Blue-gray Gnatcatcher",9
2006,"Brown Thrasher",3
2006,"Brown-headed Cowbird",5
2006,"Brown-headed Nuthatch",1
2006,"Carolina Chickadee",7
2006,"Carolina Wren",28
