"year","common_name","sci_name","count"
1934,"duck sp.","Anatinae sp.",0
1935,"duck sp.","Anatinae sp.",0
1936,"duck sp.","Anatinae sp.",0
1937,"duck sp.","Anatinae sp.",0
1938,"duck sp.","Anatinae sp.",0
1940,"duck sp.","Anatinae sp.",0
1941,"duck sp.","Anatinae sp.",0
1943,"duck sp.","Anatinae sp.",0
1944,"duck sp.","Anatinae sp.",0
1945,"duck sp.","Anatinae sp.",0
1946,"duck sp.","Anatinae sp.",0
1947,"duck sp.","Anatinae sp.",0
1948,"duck sp.","Anatinae sp.",0
1950,"duck sp.","Anatinae sp.",0
1951,"duck sp.","Anatinae sp.",0
1952,"duck sp.","Anatinae sp.",0
1953,"duck sp.","Anatinae sp.",0
1954,"duck sp.","Anatinae sp.",0
1956,"duck sp.","Anatinae sp.",0
1957,"duck sp.","Anatinae sp.",0
1958,"duck sp.","Anatinae sp.",0
1959,"duck sp.","Anatinae sp.",0
1960,"duck sp.","Anatinae sp.",0
1961,"duck sp.","Anatinae sp.",0
1962,"duck sp.","Anatinae sp.",0
1963,"duck sp.","Anatinae sp.",0
1964,"duck sp.","Anatinae sp.",0
1965,"duck sp.","Anatinae sp.",0
1966,"duck sp.","Anatinae sp.",0
1967,"duck sp.","Anatinae sp.",0
1968,"duck sp.","Anatinae sp.",0
1969,"duck sp.","Anatinae sp.",0
1970,"duck sp.","Anatinae sp.",0
1971,"duck sp.","Anatinae sp.",0
1972,"duck sp.","Anatinae sp.",0
1973,"duck sp.","Anatinae sp.",0
1974,"duck sp.","Anatinae sp.",0
1975,"duck sp.","Anatinae sp.",0
1976,"duck sp.","Anatinae sp.",0
1977,"duck sp.","Anatinae sp.",0
1978,"duck sp.","Anatinae sp.",0
1979,"duck sp.","Anatinae sp.",0
1980,"duck sp.","Anatinae sp.",0
1981,"duck sp.","Anatinae sp.",0
1982,"duck sp.","Anatinae sp.",0
1983,"duck sp.","Anatinae sp.",0
1984,"duck sp.","Anatinae sp.",0
1985,"duck sp.","Anatinae sp.",0
1986,"duck sp.","Anatinae sp.",0
1987,"duck sp.","Anatinae sp.",0.163
1988,"duck sp.","Anatinae sp.",2.4054
1989,"duck sp.","Anatinae sp.",3.4722
1990,"duck sp.","Anatinae sp.",0
1991,"duck sp.","Anatinae sp.",0
1992,"duck sp.","Anatinae sp.",0
1993,"duck sp.","Anatinae sp.",0
1994,"duck sp.","Anatinae sp.",0
1995,"duck sp.","Anatinae sp.",0
1996,"duck sp.","Anatinae sp.",0
1997,"duck sp.","Anatinae sp.",0
1998,"duck sp.","Anatinae sp.",0.0673
1999,"duck sp.","Anatinae sp.",0
2000,"duck sp.","Anatinae sp.",0
2001,"duck sp.","Anatinae sp.",0
2002,"duck sp.","Anatinae sp.",0
2003,"duck sp.","Anatinae sp.",0
2004,"duck sp.","Anatinae sp.",0
2005,"duck sp.","Anatinae sp.",0
2006,"duck sp.","Anatinae sp.",0
2007,"duck sp.","Anatinae sp.",0
2008,"duck sp.","Anatinae sp.",0
2009,"duck sp.","Anatinae sp.",0
2010,"duck sp.","Anatinae sp.",0
2011,"duck sp.","Anatinae sp.",0
2012,"duck sp.","Anatinae sp.",0
2013,"duck sp.","Anatinae sp.",0
2014,"duck sp.","Anatinae sp.",0
2015,"duck sp.","Anatinae sp.",0
2016,"duck sp.","Anatinae sp.",0
2017,"duck sp.","Anatinae sp.",0
2018,"duck sp.","Anatinae sp.",0
2019,"duck sp.","Anatinae sp.",0
2020,"duck sp.","Anatinae sp.",0
2021,"duck sp.","Anatinae sp.",0
2022,"duck sp.","Anatinae sp.",0
2023,"duck sp.","Anatinae sp.",0
2024,"duck sp.","Anatinae sp.",0
1923,"American Pipit","Anthus rubescens",0
1928,"American Pipit","Anthus rubescens",0
1929,"American Pipit","Anthus rubescens",0
1930,"American Pipit","Anthus rubescens",0
1931,"American Pipit","Anthus rubescens",0
1932,"American Pipit","Anthus rubescens",0
1933,"American Pipit","Anthus rubescens",0
1934,"American Pipit","Anthus rubescens",0
1935,"American Pipit","Anthus rubescens",0
1936,"American Pipit","Anthus rubescens",0
1937,"American Pipit","Anthus rubescens",0
1938,"American Pipit","Anthus rubescens",0
1940,"American Pipit","Anthus rubescens",0
1941,"American Pipit","Anthus rubescens",0
1943,"American Pipit","Anthus rubescens",0
1944,"American Pipit","Anthus rubescens",0
1945,"American Pipit","Anthus rubescens",0.3158
1946,"American Pipit","Anthus rubescens",0
1947,"American Pipit","Anthus rubescens",0.0455
1948,"American Pipit","Anthus rubescens",0
1950,"American Pipit","Anthus rubescens",2.1714
1951,"American Pipit","Anthus rubescens",0.3846
1952,"American Pipit","Anthus rubescens",0.1923
1953,"American Pipit","Anthus rubescens",2.6579
1954,"American Pipit","Anthus rubescens",0.0471
1956,"American Pipit","Anthus rubescens",0
1957,"American Pipit","Anthus rubescens",0.7018
1958,"American Pipit","Anthus rubescens",0
1959,"American Pipit","Anthus rubescens",0
1960,"American Pipit","Anthus rubescens",0
1961,"American Pipit","Anthus rubescens",0.6545
1962,"American Pipit","Anthus rubescens",0
1963,"American Pipit","Anthus rubescens",0
1964,"American Pipit","Anthus rubescens",0
1965,"American Pipit","Anthus rubescens",0
1966,"American Pipit","Anthus rubescens",0.2951
1967,"American Pipit","Anthus rubescens",0.8367
1968,"American Pipit","Anthus rubescens",0
1969,"American Pipit","Anthus rubescens",0.0845
1970,"American Pipit","Anthus rubescens",0
1971,"American Pipit","Anthus rubescens",1.7544
1972,"American Pipit","Anthus rubescens",1.3393
1973,"American Pipit","Anthus rubescens",0
1974,"American Pipit","Anthus rubescens",1.1642
1975,"American Pipit","Anthus rubescens",0.2286
1976,"American Pipit","Anthus rubescens",0.8054
1977,"American Pipit","Anthus rubescens",0
1978,"American Pipit","Anthus rubescens",0.3197
1979,"American Pipit","Anthus rubescens",0.8333
1980,"American Pipit","Anthus rubescens",0.021
1981,"American Pipit","Anthus rubescens",0.1301
1982,"American Pipit","Anthus rubescens",0
1983,"American Pipit","Anthus rubescens",0
1984,"American Pipit","Anthus rubescens",2.0062
1985,"American Pipit","Anthus rubescens",0.2927
1986,"American Pipit","Anthus rubescens",0.376
1987,"American Pipit","Anthus rubescens",0.0444
1988,"American Pipit","Anthus rubescens",0.2703
1989,"American Pipit","Anthus rubescens",0
1990,"American Pipit","Anthus rubescens",0
1991,"American Pipit","Anthus rubescens",0.1514
1992,"American Pipit","Anthus rubescens",0
1993,"American Pipit","Anthus rubescens",0
1994,"American Pipit","Anthus rubescens",1.6216
1995,"American Pipit","Anthus rubescens",0
1996,"American Pipit","Anthus rubescens",0
1997,"American Pipit","Anthus rubescens",0
1998,"American Pipit","Anthus rubescens",1.5477
1999,"American Pipit","Anthus rubescens",0
2000,"American Pipit","Anthus rubescens",0.016
2001,"American Pipit","Anthus rubescens",2.807
2002,"American Pipit","Anthus rubescens",0.2983
2003,"American Pipit","Anthus rubescens",0.3495
2004,"American Pipit","Anthus rubescens",1.0582
2005,"American Pipit","Anthus rubescens",0.0069
2006,"American Pipit","Anthus rubescens",0.684
2007,"American Pipit","Anthus rubescens",1.2382
2008,"American Pipit","Anthus rubescens",0.1716
2009,"American Pipit","Anthus rubescens",0.7171
2010,"American Pipit","Anthus rubescens",0.391
2011,"American Pipit","Anthus rubescens",1.4068
2012,"American Pipit","Anthus rubescens",0.6929
2013,"American Pipit","Anthus rubescens",0.3082
2014,"American Pipit","Anthus rubescens",0.1765
2015,"American Pipit","Anthus rubescens",1.1949
2016,"American Pipit","Anthus rubescens",0.2424
2017,"American Pipit","Anthus rubescens",0.4871
2018,"American Pipit","Anthus rubescens",0.0072
2019,"American Pipit","Anthus rubescens",0.6047
2020,"American Pipit","Anthus rubescens",0.0118
2021,"American Pipit","Anthus rubescens",0.0184
2022,"American Pipit","Anthus rubescens",0
2023,"American Pipit","Anthus rubescens",0.2348
2024,"American Pipit","Anthus rubescens",0
1923,"pipit sp.","Anthus sp.",0
1928,"pipit sp.","Anthus sp.",0
1929,"pipit sp.","Anthus sp.",0
1930,"pipit sp.","Anthus sp.",0
1931,"pipit sp.","Anthus sp.",0
1932,"pipit sp.","Anthus sp.",0
1933,"pipit sp.","Anthus sp.",0
1934,"pipit sp.","Anthus sp.",0
1935,"pipit sp.","Anthus sp.",0
1936,"pipit sp.","Anthus sp.",0
1937,"pipit sp.","Anthus sp.",0
1938,"pipit sp.","Anthus sp.",0
1940,"pipit sp.","Anthus sp.",0
1941,"pipit sp.","Anthus sp.",0
1943,"pipit sp.","Anthus sp.",0
1944,"pipit sp.","Anthus sp.",0
1945,"pipit sp.","Anthus sp.",0
1946,"pipit sp.","Anthus sp.",0
1947,"pipit sp.","Anthus sp.",0
1948,"pipit sp.","Anthus sp.",0
1950,"pipit sp.","Anthus sp.",0
1951,"pipit sp.","Anthus sp.",0
1952,"pipit sp.","Anthus sp.",0
1953,"pipit sp.","Anthus sp.",0
1954,"pipit sp.","Anthus sp.",0
1956,"pipit sp.","Anthus sp.",0
1957,"pipit sp.","Anthus sp.",0
1958,"pipit sp.","Anthus sp.",0
1959,"pipit sp.","Anthus sp.",0
1960,"pipit sp.","Anthus sp.",0
1961,"pipit sp.","Anthus sp.",0
1962,"pipit sp.","Anthus sp.",0
1963,"pipit sp.","Anthus sp.",0
1964,"pipit sp.","Anthus sp.",0
1965,"pipit sp.","Anthus sp.",0
1966,"pipit sp.","Anthus sp.",0
1967,"pipit sp.","Anthus sp.",0
1968,"pipit sp.","Anthus sp.",0
1969,"pipit sp.","Anthus sp.",0
1970,"pipit sp.","Anthus sp.",0
1971,"pipit sp.","Anthus sp.",0
1972,"pipit sp.","Anthus sp.",0
1973,"pipit sp.","Anthus sp.",0
1974,"pipit sp.","Anthus sp.",0
1975,"pipit sp.","Anthus sp.",0
1976,"pipit sp.","Anthus sp.",0
1977,"pipit sp.","Anthus sp.",0
1978,"pipit sp.","Anthus sp.",0
1979,"pipit sp.","Anthus sp.",0
1980,"pipit sp.","Anthus sp.",0
1981,"pipit sp.","Anthus sp.",0
1982,"pipit sp.","Anthus sp.",0
1983,"pipit sp.","Anthus sp.",0
1984,"pipit sp.","Anthus sp.",0
1985,"pipit sp.","Anthus sp.",0
1986,"pipit sp.","Anthus sp.",0
1987,"pipit sp.","Anthus sp.",0
1988,"pipit sp.","Anthus sp.",0
1989,"pipit sp.","Anthus sp.",0
1990,"pipit sp.","Anthus sp.",0
1991,"pipit sp.","Anthus sp.",0
1992,"pipit sp.","Anthus sp.",0
1993,"pipit sp.","Anthus sp.",0
1994,"pipit sp.","Anthus sp.",0
1995,"pipit sp.","Anthus sp.",0
1996,"pipit sp.","Anthus sp.",0
1997,"pipit sp.","Anthus sp.",0
1998,"pipit sp.","Anthus sp.",0
1999,"pipit sp.","Anthus sp.",0
2000,"pipit sp.","Anthus sp.",0
2001,"pipit sp.","Anthus sp.",0
2002,"pipit sp.","Anthus sp.",0
2003,"pipit sp.","Anthus sp.",0
2004,"pipit sp.","Anthus sp.",0
2005,"pipit sp.","Anthus sp.",0
2006,"pipit sp.","Anthus sp.",0
2007,"pipit sp.","Anthus sp.",0
2008,"pipit sp.","Anthus sp.",0
2009,"pipit sp.","Anthus sp.",0
2010,"pipit sp.","Anthus sp.",0
2011,"pipit sp.","Anthus sp.",0
2012,"pipit sp.","Anthus sp.",0
2013,"pipit sp.","Anthus sp.",0
2014,"pipit sp.","Anthus sp.",0
2015,"pipit sp.","Anthus sp.",0
2016,"pipit sp.","Anthus sp.",0
2017,"pipit sp.","Anthus sp.",0
2018,"pipit sp.","Anthus sp.",0
2019,"pipit sp.","Anthus sp.",0
2020,"pipit sp.","Anthus sp.",0
2021,"pipit sp.","Anthus sp.",0
2022,"pipit sp.","Anthus sp.",0
2023,"pipit sp.","Anthus sp.",0
2024,"pipit sp.","Anthus sp.",0
1923,"Golden Eagle","Aquila chrysaetos",0
1928,"Golden Eagle","Aquila chrysaetos",0
1929,"Golden Eagle","Aquila chrysaetos",0
1930,"Golden Eagle","Aquila chrysaetos",0
1931,"Golden Eagle","Aquila chrysaetos",0
1932,"Golden Eagle","Aquila chrysaetos",0
1933,"Golden Eagle","Aquila chrysaetos",0
1934,"Golden Eagle","Aquila chrysaetos",0
1935,"Golden Eagle","Aquila chrysaetos",0
1936,"Golden Eagle","Aquila chrysaetos",0
1937,"Golden Eagle","Aquila chrysaetos",0
1938,"Golden Eagle","Aquila chrysaetos",0
1940,"Golden Eagle","Aquila chrysaetos",0
1941,"Golden Eagle","Aquila chrysaetos",0
1943,"Golden Eagle","Aquila chrysaetos",0
1944,"Golden Eagle","Aquila chrysaetos",0
1945,"Golden Eagle","Aquila chrysaetos",0
1946,"Golden Eagle","Aquila chrysaetos",0
1947,"Golden Eagle","Aquila chrysaetos",0
1948,"Golden Eagle","Aquila chrysaetos",0
1950,"Golden Eagle","Aquila chrysaetos",0
1951,"Golden Eagle","Aquila chrysaetos",0
1952,"Golden Eagle","Aquila chrysaetos",0
1953,"Golden Eagle","Aquila chrysaetos",0
1954,"Golden Eagle","Aquila chrysaetos",0
1956,"Golden Eagle","Aquila chrysaetos",0
1957,"Golden Eagle","Aquila chrysaetos",0
1958,"Golden Eagle","Aquila chrysaetos",0
1959,"Golden Eagle","Aquila chrysaetos",0
1960,"Golden Eagle","Aquila chrysaetos",0
1961,"Golden Eagle","Aquila chrysaetos",0
1962,"Golden Eagle","Aquila chrysaetos",0
1963,"Golden Eagle","Aquila chrysaetos",0
1964,"Golden Eagle","Aquila chrysaetos",0
1965,"Golden Eagle","Aquila chrysaetos",0
1966,"Golden Eagle","Aquila chrysaetos",0
1967,"Golden Eagle","Aquila chrysaetos",0
1968,"Golden Eagle","Aquila chrysaetos",0
1969,"Golden Eagle","Aquila chrysaetos",0
1970,"Golden Eagle","Aquila chrysaetos",0
1971,"Golden Eagle","Aquila chrysaetos",0
1972,"Golden Eagle","Aquila chrysaetos",0
1973,"Golden Eagle","Aquila chrysaetos",0
1974,"Golden Eagle","Aquila chrysaetos",0
1975,"Golden Eagle","Aquila chrysaetos",0
1976,"Golden Eagle","Aquila chrysaetos",0
1977,"Golden Eagle","Aquila chrysaetos",0
1978,"Golden Eagle","Aquila chrysaetos",0
1979,"Golden Eagle","Aquila chrysaetos",0
1980,"Golden Eagle","Aquila chrysaetos",0
1981,"Golden Eagle","Aquila chrysaetos",0
1982,"Golden Eagle","Aquila chrysaetos",0
1983,"Golden Eagle","Aquila chrysaetos",0
1984,"Golden Eagle","Aquila chrysaetos",0
1985,"Golden Eagle","Aquila chrysaetos",0
1986,"Golden Eagle","Aquila chrysaetos",0
1987,"Golden Eagle","Aquila chrysaetos",0
1988,"Golden Eagle","Aquila chrysaetos",0
1989,"Golden Eagle","Aquila chrysaetos",0
1990,"Golden Eagle","Aquila chrysaetos",0
1991,"Golden Eagle","Aquila chrysaetos",0
1992,"Golden Eagle","Aquila chrysaetos",0
1993,"Golden Eagle","Aquila chrysaetos",0
1994,"Golden Eagle","Aquila chrysaetos",0
1995,"Golden Eagle","Aquila chrysaetos",0
1996,"Golden Eagle","Aquila chrysaetos",0
1997,"Golden Eagle","Aquila chrysaetos",0
1998,"Golden Eagle","Aquila chrysaetos",0
1999,"Golden Eagle","Aquila chrysaetos",0
2000,"Golden Eagle","Aquila chrysaetos",0
2001,"Golden Eagle","Aquila chrysaetos",0
2002,"Golden Eagle","Aquila chrysaetos",0
2003,"Golden Eagle","Aquila chrysaetos",0
2004,"Golden Eagle","Aquila chrysaetos",0
2005,"Golden Eagle","Aquila chrysaetos",0
2006,"Golden Eagle","Aquila chrysaetos",0
2007,"Golden Eagle","Aquila chrysaetos",0
2008,"Golden Eagle","Aquila chrysaetos",0
2009,"Golden Eagle","Aquila chrysaetos",0
2010,"Golden Eagle","Aquila chrysaetos",0
2011,"Golden Eagle","Aquila chrysaetos",0
2012,"Golden Eagle","Aquila chrysaetos",0
2013,"Golden Eagle","Aquila chrysaetos",0
2014,"Golden Eagle","Aquila chrysaetos",0
2015,"Golden Eagle","Aquila chrysaetos",0
2016,"Golden Eagle","Aquila chrysaetos",0
2017,"Golden Eagle","Aquila chrysaetos",0
2018,"Golden Eagle","Aquila chrysaetos",0
2019,"Golden Eagle","Aquila chrysaetos",0
2020,"Golden Eagle","Aquila chrysaetos",0
2021,"Golden Eagle","Aquila chrysaetos",0
2022,"Golden Eagle","Aquila chrysaetos",0
2023,"Golden Eagle","Aquila chrysaetos",0
2024,"Golden Eagle","Aquila chrysaetos",0.008
1923,"Ruby-throated Hummingbird","Archilochus colubris",0
1928,"Ruby-throated Hummingbird","Archilochus colubris",0
1929,"Ruby-throated Hummingbird","Archilochus colubris",0
1930,"Ruby-throated Hummingbird","Archilochus colubris",0
1931,"Ruby-throated Hummingbird","Archilochus colubris",0
1932,"Ruby-throated Hummingbird","Archilochus colubris",0
1933,"Ruby-throated Hummingbird","Archilochus colubris",0
1934,"Ruby-throated Hummingbird","Archilochus colubris",0
1935,"Ruby-throated Hummingbird","Archilochus colubris",0
1936,"Ruby-throated Hummingbird","Archilochus colubris",0
1937,"Ruby-throated Hummingbird","Archilochus colubris",0
1938,"Ruby-throated Hummingbird","Archilochus colubris",0
1940,"Ruby-throated Hummingbird","Archilochus colubris",0
1941,"Ruby-throated Hummingbird","Archilochus colubris",0
1943,"Ruby-throated Hummingbird","Archilochus colubris",0
1944,"Ruby-throated Hummingbird","Archilochus colubris",0
1945,"Ruby-throated Hummingbird","Archilochus colubris",0
1946,"Ruby-throated Hummingbird","Archilochus colubris",0
1947,"Ruby-throated Hummingbird","Archilochus colubris",0
1948,"Ruby-throated Hummingbird","Archilochus colubris",0
1950,"Ruby-throated Hummingbird","Archilochus colubris",0
1951,"Ruby-throated Hummingbird","Archilochus colubris",0
1952,"Ruby-throated Hummingbird","Archilochus colubris",0
1953,"Ruby-throated Hummingbird","Archilochus colubris",0
1954,"Ruby-throated Hummingbird","Archilochus colubris",0
1956,"Ruby-throated Hummingbird","Archilochus colubris",0
1957,"Ruby-throated Hummingbird","Archilochus colubris",0
1958,"Ruby-throated Hummingbird","Archilochus colubris",0
1959,"Ruby-throated Hummingbird","Archilochus colubris",0
1960,"Ruby-throated Hummingbird","Archilochus colubris",0
1961,"Ruby-throated Hummingbird","Archilochus colubris",0
1962,"Ruby-throated Hummingbird","Archilochus colubris",0
1963,"Ruby-throated Hummingbird","Archilochus colubris",0
1964,"Ruby-throated Hummingbird","Archilochus colubris",0
1965,"Ruby-throated Hummingbird","Archilochus colubris",0
1966,"Ruby-throated Hummingbird","Archilochus colubris",0
1967,"Ruby-throated Hummingbird","Archilochus colubris",0
1968,"Ruby-throated Hummingbird","Archilochus colubris",0
1969,"Ruby-throated Hummingbird","Archilochus colubris",0
1970,"Ruby-throated Hummingbird","Archilochus colubris",0
1971,"Ruby-throated Hummingbird","Archilochus colubris",0
1972,"Ruby-throated Hummingbird","Archilochus colubris",0
1973,"Ruby-throated Hummingbird","Archilochus colubris",0
1974,"Ruby-throated Hummingbird","Archilochus colubris",0
1975,"Ruby-throated Hummingbird","Archilochus colubris",0
1976,"Ruby-throated Hummingbird","Archilochus colubris",0
1977,"Ruby-throated Hummingbird","Archilochus colubris",0
1978,"Ruby-throated Hummingbird","Archilochus colubris",0
1979,"Ruby-throated Hummingbird","Archilochus colubris",0
1980,"Ruby-throated Hummingbird","Archilochus colubris",0
1981,"Ruby-throated Hummingbird","Archilochus colubris",0
1982,"Ruby-throated Hummingbird","Archilochus colubris",0
1983,"Ruby-throated Hummingbird","Archilochus colubris",0
1984,"Ruby-throated Hummingbird","Archilochus colubris",0
1985,"Ruby-throated Hummingbird","Archilochus colubris",0
1986,"Ruby-throated Hummingbird","Archilochus colubris",0
1987,"Ruby-throated Hummingbird","Archilochus colubris",0
1988,"Ruby-throated Hummingbird","Archilochus colubris",0
1989,"Ruby-throated Hummingbird","Archilochus colubris",0
1990,"Ruby-throated Hummingbird","Archilochus colubris",0
1991,"Ruby-throated Hummingbird","Archilochus colubris",0
1992,"Ruby-throated Hummingbird","Archilochus colubris",0
1993,"Ruby-throated Hummingbird","Archilochus colubris",0
1994,"Ruby-throated Hummingbird","Archilochus colubris",0
1995,"Ruby-throated Hummingbird","Archilochus colubris",0
1996,"Ruby-throated Hummingbird","Archilochus colubris",0
1997,"Ruby-throated Hummingbird","Archilochus colubris",0
1998,"Ruby-throated Hummingbird","Archilochus colubris",0
1999,"Ruby-throated Hummingbird","Archilochus colubris",0
2000,"Ruby-throated Hummingbird","Archilochus colubris",0
2001,"Ruby-throated Hummingbird","Archilochus colubris",0
2002,"Ruby-throated Hummingbird","Archilochus colubris",0
2003,"Ruby-throated Hummingbird","Archilochus colubris",0
2004,"Ruby-throated Hummingbird","Archilochus colubris",0
2005,"Ruby-throated Hummingbird","Archilochus colubris",0.0069
2006,"Ruby-throated Hummingbird","Archilochus colubris",0
2007,"Ruby-throated Hummingbird","Archilochus colubris",0
2008,"Ruby-throated Hummingbird","Archilochus colubris",0
2009,"Ruby-throated Hummingbird","Archilochus colubris",0
2010,"Ruby-throated Hummingbird","Archilochus colubris",0
2011,"Ruby-throated Hummingbird","Archilochus colubris",0
2012,"Ruby-throated Hummingbird","Archilochus colubris",0
2013,"Ruby-throated Hummingbird","Archilochus colubris",0
2014,"Ruby-throated Hummingbird","Archilochus colubris",0
2015,"Ruby-throated Hummingbird","Archilochus colubris",0
2016,"Ruby-throated Hummingbird","Archilochus colubris",0
2017,"Ruby-throated Hummingbird","Archilochus colubris",0.0075
2018,"Ruby-throated Hummingbird","Archilochus colubris",0
2019,"Ruby-throated Hummingbird","Archilochus colubris",0
2020,"Ruby-throated Hummingbird","Archilochus colubris",0
2021,"Ruby-throated Hummingbird","Archilochus colubris",0
2022,"Ruby-throated Hummingbird","Archilochus colubris",0
2023,"Ruby-throated Hummingbird","Archilochus colubris",0
2024,"Ruby-throated Hummingbird","Archilochus colubris",0.008
1923,"Great Egret","Ardea alba",0
1928,"Great Egret","Ardea alba",0
1929,"Great Egret","Ardea alba",0
1930,"Great Egret","Ardea alba",0
1931,"Great Egret","Ardea alba",0
1932,"Great Egret","Ardea alba",0
1933,"Great Egret","Ardea alba",0
1934,"Great Egret","Ardea alba",0
1935,"Great Egret","Ardea alba",0
1936,"Great Egret","Ardea alba",0
1937,"Great Egret","Ardea alba",0
1938,"Great Egret","Ardea alba",0
1940,"Great Egret","Ardea alba",0
1941,"Great Egret","Ardea alba",0
1943,"Great Egret","Ardea alba",0
1944,"Great Egret","Ardea alba",0
1945,"Great Egret","Ardea alba",0
1946,"Great Egret","Ardea alba",0
1947,"Great Egret","Ardea alba",0
1948,"Great Egret","Ardea alba",0
1950,"Great Egret","Ardea alba",0
1951,"Great Egret","Ardea alba",0
1952,"Great Egret","Ardea alba",0
1953,"Great Egret","Ardea alba",0
1954,"Great Egret","Ardea alba",0
1956,"Great Egret","Ardea alba",0
1957,"Great Egret","Ardea alba",0
1958,"Great Egret","Ardea alba",0
1959,"Great Egret","Ardea alba",0
1960,"Great Egret","Ardea alba",0
1961,"Great Egret","Ardea alba",0
1962,"Great Egret","Ardea alba",0
1963,"Great Egret","Ardea alba",0
1964,"Great Egret","Ardea alba",0
1965,"Great Egret","Ardea alba",0
1966,"Great Egret","Ardea alba",0
1967,"Great Egret","Ardea alba",0
1968,"Great Egret","Ardea alba",0
1969,"Great Egret","Ardea alba",0
1970,"Great Egret","Ardea alba",0
1971,"Great Egret","Ardea alba",0
1972,"Great Egret","Ardea alba",0
1973,"Great Egret","Ardea alba",0
1974,"Great Egret","Ardea alba",0
1975,"Great Egret","Ardea alba",0
1976,"Great Egret","Ardea alba",0
1977,"Great Egret","Ardea alba",0
1978,"Great Egret","Ardea alba",0
1979,"Great Egret","Ardea alba",0
1980,"Great Egret","Ardea alba",0
1981,"Great Egret","Ardea alba",0
1982,"Great Egret","Ardea alba",0
1983,"Great Egret","Ardea alba",0
1984,"Great Egret","Ardea alba",0.0123
1985,"Great Egret","Ardea alba",0
1986,"Great Egret","Ardea alba",0
1987,"Great Egret","Ardea alba",0.0074
1988,"Great Egret","Ardea alba",0
1989,"Great Egret","Ardea alba",0
1990,"Great Egret","Ardea alba",0
1991,"Great Egret","Ardea alba",0
1992,"Great Egret","Ardea alba",0
1993,"Great Egret","Ardea alba",0
1994,"Great Egret","Ardea alba",0
1995,"Great Egret","Ardea alba",0
1996,"Great Egret","Ardea alba",0
1997,"Great Egret","Ardea alba",0
1998,"Great Egret","Ardea alba",0
1999,"Great Egret","Ardea alba",0
2000,"Great Egret","Ardea alba",0
2001,"Great Egret","Ardea alba",0
2002,"Great Egret","Ardea alba",0
2003,"Great Egret","Ardea alba",0
2004,"Great Egret","Ardea alba",0
2005,"Great Egret","Ardea alba",0
2006,"Great Egret","Ardea alba",0
2007,"Great Egret","Ardea alba",0
2008,"Great Egret","Ardea alba",0
2009,"Great Egret","Ardea alba",0
2010,"Great Egret","Ardea alba",0
2011,"Great Egret","Ardea alba",0
2012,"Great Egret","Ardea alba",0
2013,"Great Egret","Ardea alba",0
2014,"Great Egret","Ardea alba",0
2015,"Great Egret","Ardea alba",0
2016,"Great Egret","Ardea alba",0
2017,"Great Egret","Ardea alba",0
2018,"Great Egret","Ardea alba",0.0072
2019,"Great Egret","Ardea alba",0
2020,"Great Egret","Ardea alba",0
2021,"Great Egret","Ardea alba",0.0123
2022,"Great Egret","Ardea alba",0
2023,"Great Egret","Ardea alba",0
2024,"Great Egret","Ardea alba",0
1923,"Great Blue Heron (Blue form)","Ardea herodias herodias Group",0
1928,"Great Blue Heron (Blue form)","Ardea herodias herodias Group",0
1929,"Great Blue Heron (Blue form)","Ardea herodias herodias Group",0
1930,"Great Blue Heron (Blue form)","Ardea herodias herodias Group",0
1931,"Great Blue Heron (Blue form)","Ardea herodias herodias Group",0
1932,"Great Blue Heron (Blue form)","Ardea herodias herodias Group",0
1933,"Great Blue Heron (Blue form)","Ardea herodias herodias Group",0
1934,"Great Blue Heron (Blue form)","Ardea herodias herodias Group",0
1935,"Great Blue Heron (Blue form)","Ardea herodias herodias Group",0
1936,"Great Blue Heron (Blue form)","Ardea herodias herodias Group",0
1937,"Great Blue Heron (Blue form)","Ardea herodias herodias Group",0
1938,"Great Blue Heron (Blue form)","Ardea herodias herodias Group",0
1940,"Great Blue Heron (Blue form)","Ardea herodias herodias Group",0
1941,"Great Blue Heron (Blue form)","Ardea herodias herodias Group",0.04
1943,"Great Blue Heron (Blue form)","Ardea herodias herodias Group",0.0556
1944,"Great Blue Heron (Blue form)","Ardea herodias herodias Group",0
1945,"Great Blue Heron (Blue form)","Ardea herodias herodias Group",0
1946,"Great Blue Heron (Blue form)","Ardea herodias herodias Group",0.0909
1947,"Great Blue Heron (Blue form)","Ardea herodias herodias Group",0.0909
1948,"Great Blue Heron (Blue form)","Ardea herodias herodias Group",0.0323
1950,"Great Blue Heron (Blue form)","Ardea herodias herodias Group",0
1951,"Great Blue Heron (Blue form)","Ardea herodias herodias Group",0.0577
1952,"Great Blue Heron (Blue form)","Ardea herodias herodias Group",0.0385
1953,"Great Blue Heron (Blue form)","Ardea herodias herodias Group",0.0526
1954,"Great Blue Heron (Blue form)","Ardea herodias herodias Group",0.1647
1956,"Great Blue Heron (Blue form)","Ardea herodias herodias Group",0.1154
1957,"Great Blue Heron (Blue form)","Ardea herodias herodias Group",0.0877
1958,"Great Blue Heron (Blue form)","Ardea herodias herodias Group",0.25
1959,"Great Blue Heron (Blue form)","Ardea herodias herodias Group",0.0357
1960,"Great Blue Heron (Blue form)","Ardea herodias herodias Group",0
1961,"Great Blue Heron (Blue form)","Ardea herodias herodias Group",0.1818
1962,"Great Blue Heron (Blue form)","Ardea herodias herodias Group",0.1132
