"common_name","year","yoy_change"
"Brown Thrasher",2004,0.2989
"Brown Thrasher",2005,-0.1583
"Brown Thrasher",2006,-0.0437
"Brown Thrasher",2007,-0.0592
"Brown Thrasher",2008,-0.0362
"Brown Thrasher",2009,0.2163
"Brown Thrasher",2010,0.0315
"Brown Thrasher",2011,-0.0647
"Brown Thrasher",2012,-0.0599
"Brown Thrasher",2013,0.263
"Brown Thrasher",2014,-0.1675
"Brown Thrasher",2015,-0.2446
"Brown Thrasher",2016,0.087
"Brown Thrasher",2017,0.2295
"Brown Thrasher",2018,-0.0852
"Brown Thrasher",2019,0.0239
"Brown Thrasher",2020,0.0249
"Brown Thrasher",2021,0.1619
"Brown Thrasher",2022,-0.1648
"Brown Thrasher",2023,-0.0973
"Brown Thrasher",2024,0.2216
"Brown-headed Cowbird",1999,0
"Brown-headed Cowbird",2000,-0.00119999999999998
"Brown-headed Cowbird",2001,1.8726
"Brown-headed Cowbird",2002,-1.5902
"Brown-headed Cowbird",2003,-0.3589
"Brown-headed Cowbird",2004,-0.1086
"Brown-headed Cowbird",2005,2.0715
"Brown-headed Cowbird",2006,-2.0622
"Brown-headed Cowbird",2007,0.1079
"Brown-headed Cowbird",2008,-0.1722
"Brown-headed Cowbird",2009,0.9829
"Brown-headed Cowbird",2010,-0.0176000000000001
"Brown-headed Cowbird",2011,-0.8676
"Brown-headed Cowbird",2012,0.5205
"Brown-headed Cowbird",2013,-0.4749
"Brown-headed Cowbird",2014,0.185
"Brown-headed Cowbird",2015,0.0935
"Brown-headed Cowbird",2016,-0.2773
"Brown-headed Cowbird",2017,12.0738
"Brown-headed Cowbird",2018,-10.852
"Brown-headed Cowbird",2019,-0.9957
"Brown-headed Cowbird",2020,-0.2264
"Brown-headed Cowbird",2021,2.0534
"Brown-headed Cowbird",2022,-2.058
"Brown-headed Cowbird",2023,0.0357
"Brown-headed Cowbird",2024,1.1815
"Brown-headed Nuthatch",1999,0
"Brown-headed Nuthatch",2000,-0.1042
"Brown-headed Nuthatch",2001,0.5587
"Brown-headed Nuthatch",2002,0.4275
"Brown-headed Nuthatch",2003,-1.0998
"Brown-headed Nuthatch",2004,0.7592
"Brown-headed Nuthatch",2005,-0.3135
"Brown-headed Nuthatch",2006,1.4136
"Brown-headed Nuthatch",2007,-1.8322
"Brown-headed Nuthatch",2008,1.123
"Brown-headed Nuthatch",2009,0.4105
"Brown-headed Nuthatch",2010,-0.571
"Brown-headed Nuthatch",2011,1.009
"Brown-headed Nuthatch",2012,-0.5106
"Brown-headed Nuthatch",2013,-0.4343
"Brown-headed Nuthatch",2014,0.6139
"Brown-headed Nuthatch",2015,-0.7216
"Brown-headed Nuthatch",2016,-0.198
"Brown-headed Nuthatch",2017,0.0443000000000002
"Brown-headed Nuthatch",2018,0.5447
"Brown-headed Nuthatch",2019,-0.1283
"Brown-headed Nuthatch",2020,0.3906
"Brown-headed Nuthatch",2021,-0.191
"Brown-headed Nuthatch",2022,0.9386
"Brown-headed Nuthatch",2023,-0.2896
"Brown-headed Nuthatch",2024,-0.6378
"Bufflehead",1999,0
"Bufflehead",2000,-0.3714
"Bufflehead",2001,0.204
"Bufflehead",2002,-0.1467
"Bufflehead",2003,0.1559
"Bufflehead",2004,0.1365
"Bufflehead",2005,0.0446
"Bufflehead",2006,-0.3397
"Bufflehead",2007,0.7318
"Bufflehead",2008,-0.3403
"Bufflehead",2009,-0.553
"Bufflehead",2010,-0.0664
"Bufflehead",2011,-0.0388
"Bufflehead",2012,0.3506
"Bufflehead",2013,0.5677
"Bufflehead",2014,-0.4451
"Bufflehead",2015,-0.1699
"Bufflehead",2016,-0.3626
"Bufflehead",2017,1.1893
"Bufflehead",2018,-0.6839
"Bufflehead",2019,0.9034
"Bufflehead",2020,-0.3291
"Bufflehead",2021,-0.2738
"Bufflehead",2022,0.7745
"Bufflehead",2023,-0.5481
"Bufflehead",2024,0.3403
"Carolina Chickadee",1999,0
"Carolina Chickadee",2000,-0.2254
"Carolina Chickadee",2001,-0.553699999999999
"Carolina Chickadee",2002,0.603400000000001
"Carolina Chickadee",2003,-1.1097
"Carolina Chickadee",2004,0.8152
"Carolina Chickadee",2005,1.4723
"Carolina Chickadee",2006,-0.811300000000001
"Carolina Chickadee",2007,-1.7511
"Carolina Chickadee",2008,2.2709
"Carolina Chickadee",2009,-2.0586
"Carolina Chickadee",2010,-0.0758000000000001
"Carolina Chickadee",2011,3.8266
"Carolina Chickadee",2012,-2.1543
"Carolina Chickadee",2013,0.963800000000001
"Carolina Chickadee",2014,-0.167400000000001
"Carolina Chickadee",2015,-1.3666
"Carolina Chickadee",2016,0.4436
"Carolina Chickadee",2017,-1.6921
"Carolina Chickadee",2018,0.922700000000001
"Carolina Chickadee",2019,-0.448700000000001
"Carolina Chickadee",2020,0.4358
"Carolina Chickadee",2021,1.5216
"Carolina Chickadee",2022,-2.0905
"Carolina Chickadee",2023,0.517000000000001
"Carolina Chickadee",2024,-1.0149
"Carolina Wren",1999,0
"Carolina Wren",2000,-3.6011
"Carolina Wren",2001,1.4427
"Carolina Wren",2002,1.4266
"Carolina Wren",2003,-1.0814
"Carolina Wren",2004,3.0252
"Carolina Wren",2005,-0.429
"Carolina Wren",2006,0.4771
"Carolina Wren",2007,-3.2174
"Carolina Wren",2008,1.1599
"Carolina Wren",2009,0.6446
"Carolina Wren",2010,-0.9407
"Carolina Wren",2011,0.826099999999999
"Carolina Wren",2012,0.2645
"Carolina Wren",2013,2.0754
"Carolina Wren",2014,-1.5079
"Carolina Wren",2015,-0.8683
"Carolina Wren",2016,-0.6981
"Carolina Wren",2017,0.1081
"Carolina Wren",2018,0.838
"Carolina Wren",2019,0.7997
"Carolina Wren",2020,0.4979
"Carolina Wren",2021,-1.8707
"Carolina Wren",2022,0.735
"Carolina Wren",2023,0.1675
"Carolina Wren",2024,-1.6214
"Cedar Waxwing",1999,0
"Cedar Waxwing",2000,-4.6775
"Cedar Waxwing",2001,-12.6548
"Cedar Waxwing",2002,1.4113
"Cedar Waxwing",2003,8.6829
"Cedar Waxwing",2004,-10.8549
"Cedar Waxwing",2005,20.8291
"Cedar Waxwing",2006,-19.7364
"Cedar Waxwing",2007,3.0033
"Cedar Waxwing",2008,12.5575
"Cedar Waxwing",2009,-12.4927
"Cedar Waxwing",2010,7.5424
"Cedar Waxwing",2011,-10.4592
"Cedar Waxwing",2012,3.1596
"Cedar Waxwing",2013,6.8117
"Cedar Waxwing",2014,-7.6639
"Cedar Waxwing",2015,14.4015
"Cedar Waxwing",2016,-19.8007
"Cedar Waxwing",2017,9.7543
"Cedar Waxwing",2018,-6.7754
"Cedar Waxwing",2019,-1.7405
"Cedar Waxwing",2020,3.1792
"Cedar Waxwing",2021,2.8596
"Cedar Waxwing",2022,-3.8842
"Cedar Waxwing",2023,25.3844
"Cedar Waxwing",2024,-30.0423
"Chipping Sparrow",1999,0
"Chipping Sparrow",2000,-0.6144
"Chipping Sparrow",2001,1.9567
"Chipping Sparrow",2002,0.3246
"Chipping Sparrow",2003,1.4524
"Chipping Sparrow",2004,2.9478
"Chipping Sparrow",2005,-1.3384
"Chipping Sparrow",2006,-0.3955
"Chipping Sparrow",2007,-4.2614
"Chipping Sparrow",2008,7.3303
"Chipping Sparrow",2009,-2.6292
"Chipping Sparrow",2010,0.0407000000000002
"Chipping Sparrow",2011,4.569
"Chipping Sparrow",2012,-0.557499999999999
"Chipping Sparrow",2013,1.1978
"Chipping Sparrow",2014,-3.2155
"Chipping Sparrow",2015,1.8935
"Chipping Sparrow",2016,-1.4208
"Chipping Sparrow",2017,-2.3142
"Chipping Sparrow",2018,3.4656
"Chipping Sparrow",2019,0.757900000000001
"Chipping Sparrow",2020,3.5472
"Chipping Sparrow",2021,-4.0862
"Chipping Sparrow",2022,-0.147
"Chipping Sparrow",2023,-1.4606
"Chipping Sparrow",2024,1.6227
"Common Grackle",1999,0
"Common Grackle",2000,-2.5298
"Common Grackle",2001,-1.0888
"Common Grackle",2002,-10.8826
"Common Grackle",2003,-3.0645
"Common Grackle",2004,-0.266
"Common Grackle",2005,4.7533
"Common Grackle",2006,14.6632
"Common Grackle",2007,57.3432
"Common Grackle",2008,-75.8667
"Common Grackle",2009,0.9146
"Common Grackle",2010,52.2407
"Common Grackle",2011,-43.0151
"Common Grackle",2012,-10.4993
"Common Grackle",2013,16.6044
"Common Grackle",2014,-6.8414
"Common Grackle",2015,-6.9264
"Common Grackle",2016,-3.1074
"Common Grackle",2017,24.2914
"Common Grackle",2018,0.996500000000001
"Common Grackle",2019,21.4462
"Common Grackle",2020,-42.7144
"Common Grackle",2021,-0.7546
"Common Grackle",2022,89.3798
"Common Grackle",2023,-91.2228
"Common Grackle",2024,-1.4895
"Dark-eyed Junco",1999,0
"Dark-eyed Junco",2000,-13.9092
"Dark-eyed Junco",2001,7.5858
"Dark-eyed Junco",2002,-3.6698
"Dark-eyed Junco",2003,3.3372
"Dark-eyed Junco",2004,12.5119
"Dark-eyed Junco",2005,-5.8494
"Dark-eyed Junco",2006,4.077
"Dark-eyed Junco",2007,-7.9663
"Dark-eyed Junco",2008,-5.1528
"Dark-eyed Junco",2009,2.5695
"Dark-eyed Junco",2010,9.1167
"Dark-eyed Junco",2011,-16.2427
"Dark-eyed Junco",2012,0.410400000000003
"Dark-eyed Junco",2013,-0.2561
"Dark-eyed Junco",2014,1.2664
"Dark-eyed Junco",2015,-1.8629
"Dark-eyed Junco",2016,-0.2182
"Dark-eyed Junco",2017,2.2585
"Dark-eyed Junco",2018,-10.3037
"Dark-eyed Junco",2019,-0.6275
"Dark-eyed Junco",2020,8.5081
"Dark-eyed Junco",2021,-6.6593
"Dark-eyed Junco",2022,12.712
"Dark-eyed Junco",2023,-3.768
"Dark-eyed Junco",2024,-2.5044
"Downy Woodpecker",1999,0
"Downy Woodpecker",2000,-0.0520999999999998
"Downy Woodpecker",2001,0.1678
"Downy Woodpecker",2002,-0.4227
"Downy Woodpecker",2003,-0.3377
"Downy Woodpecker",2004,0.4593
"Downy Woodpecker",2005,0.146
"Downy Woodpecker",2006,0.2794
"Downy Woodpecker",2007,-1.0276
"Downy Woodpecker",2008,0.3168
"Downy Woodpecker",2009,0.0906
"Downy Woodpecker",2010,0.287
"Downy Woodpecker",2011,-0.3174
"Downy Woodpecker",2012,0.3381
"Downy Woodpecker",2013,0.5613
"Downy Woodpecker",2014,-0.3073
"Downy Woodpecker",2015,-0.1155
"Downy Woodpecker",2016,-0.3367
"Downy Woodpecker",2017,0.1649
"Downy Woodpecker",2018,0.2711
"Downy Woodpecker",2019,0.3027
"Downy Woodpecker",2020,-0.3157
"Downy Woodpecker",2021,0.36
"Downy Woodpecker",2022,0.2278
"Downy Woodpecker",2023,-0.2887
"Downy Woodpecker",2024,-0.0339999999999998
"Eastern Bluebird",1999,0
"Eastern Bluebird",2000,-1.0386
"Eastern Bluebird",2001,0.537999999999999
"Eastern Bluebird",2002,-0.8457
"Eastern Bluebird",2003,-1.5173
"Eastern Bluebird",2004,0.8069
"Eastern Bluebird",2005,1.1291
"Eastern Bluebird",2006,0.9722
"Eastern Bluebird",2007,-0.9486
"Eastern Bluebird",2008,0.6027
"Eastern Bluebird",2009,-0.3737
"Eastern Bluebird",2010,1.1099
"Eastern Bluebird",2011,-0.2898
"Eastern Bluebird",2012,-0.306700000000001
"Eastern Bluebird",2013,-1.0744
"Eastern Bluebird",2014,1.1356
"Eastern Bluebird",2015,-2.4306
"Eastern Bluebird",2016,-0.2904
"Eastern Bluebird",2017,3.897
"Eastern Bluebird",2018,-3.0613
"Eastern Bluebird",2019,1.6786
"Eastern Bluebird",2020,0.0285000000000002
"Eastern Bluebird",2021,2.8508
"Eastern Bluebird",2022,-1.3566
"Eastern Bluebird",2023,-3.266
"Eastern Bluebird",2024,-0.136900000000001
"Eastern Meadowlark",1999,0
"Eastern Meadowlark",2000,0.8285
"Eastern Meadowlark",2001,-0.7024
"Eastern Meadowlark",2002,-0.3254
"Eastern Meadowlark",2003,0.4821
"Eastern Meadowlark",2004,-0.3737
"Eastern Meadowlark",2005,-0.3428
"Eastern Meadowlark",2006,0.2453
"Eastern Meadowlark",2007,-0.144
"Eastern Meadowlark",2008,0.5268
"Eastern Meadowlark",2009,-0.0507
"Eastern Meadowlark",2010,0.0988
"Eastern Meadowlark",2011,-0.5355
"Eastern Meadowlark",2012,0.2038
"Eastern Meadowlark",2013,-0.4103
"Eastern Meadowlark",2014,0.0105
"Eastern Meadowlark",2015,-0.1789
"Eastern Meadowlark",2016,0.6132
"Eastern Meadowlark",2017,0.1209
"Eastern Meadowlark",2018,-0.2277
"Eastern Meadowlark",2019,-0.2266
"Eastern Meadowlark",2020,-0.3205
"Eastern Meadowlark",2021,0.8593
"Eastern Meadowlark",2022,-0.8103
"Eastern Meadowlark",2023,0.7832
"Eastern Meadowlark",2024,-0.1256
"Eastern Phoebe",1999,0
"Eastern Phoebe",2000,-0.2192
"Eastern Phoebe",2001,0.1951
"Eastern Phoebe",2002,0.2891
"Eastern Phoebe",2003,-0.7124
"Eastern Phoebe",2004,0.3745
"Eastern Phoebe",2005,0.683
"Eastern Phoebe",2006,-0.7508
"Eastern Phoebe",2007,-0.303
"Eastern Phoebe",2008,0.5374
"Eastern Phoebe",2009,0.0943
"Eastern Phoebe",2010,-0.3499
"Eastern Phoebe",2011,0.1002
"Eastern Phoebe",2012,0.3722
"Eastern Phoebe",2013,0.1186
"Eastern Phoebe",2014,-0.1106
"Eastern Phoebe",2015,-0.5191
"Eastern Phoebe",2016,-0.1019
"Eastern Phoebe",2017,0.6283
"Eastern Phoebe",2018,-0.3448
"Eastern Phoebe",2019,0.3688
"Eastern Phoebe",2020,-0.3222
"Eastern Phoebe",2021,0.1717
"Eastern Phoebe",2022,0.0395999999999999
"Eastern Phoebe",2023,0.0652000000000001
"Eastern Phoebe",2024,0.269
"Eastern Towhee",1999,0
"Eastern Towhee",2000,0.3529
"Eastern Towhee",2001,0.4149
"Eastern Towhee",2002,-0.1788
"Eastern Towhee",2003,0.2576
"Eastern Towhee",2004,0.3264
"Eastern Towhee",2005,1.3477
"Eastern Towhee",2006,-0.9638
"Eastern Towhee",2007,-0.375
"Eastern Towhee",2008,-0.6513
"Eastern Towhee",2009,1.033
"Eastern Towhee",2010,-0.9313
"Eastern Towhee",2011,1.3323
"Eastern Towhee",2012,-0.5319
"Eastern Towhee",2013,0.4625
"Eastern Towhee",2014,-0.4122
"Eastern Towhee",2015,-0.4397
"Eastern Towhee",2016,-0.2669
"Eastern Towhee",2017,0.8363
"Eastern Towhee",2018,-0.100700000000001
"Eastern Towhee",2019,-0.4321
"Eastern Towhee",2020,-0.3017
"Eastern Towhee",2021,0.7756
"Eastern Towhee",2022,-0.1011
"Eastern Towhee",2023,-0.5998
"Eastern Towhee",2024,-0.6318
"European Starling",1999,0
"European Starling",2000,-7.4138
"European Starling",2001,-2.0503
"European Starling",2002,-6.6845
"European Starling",2003,-0.998799999999999
"European Starling",2004,3.6136
"European Starling",2005,-0.6545
"European Starling",2006,-3.0876
"European Starling",2007,4.3497
"European Starling",2008,-0.718999999999999
"European Starling",2009,-4.9153
"European Starling",2010,3.2447
"European Starling",2011,-1.6799
"European Starling",2012,1.6434
"European Starling",2013,-1.468
"European Starling",2014,3.2794
"European Starling",2015,-5.8508
"European Starling",2016,0.7471
"European Starling",2017,1.2741
"European Starling",2018,-0.426200000000001
"European Starling",2019,-0.0645999999999995
"European Starling",2020,1.6773
"European Starling",2021,-0.892099999999999
"European Starling",2022,-2.4223
"European Starling",2023,0.8438
"European Starling",2024,-3.7167
"Field Sparrow",1999,0
"Field Sparrow",2000,-0.8985
"Field Sparrow",2001,0.9598
"Field Sparrow",2002,-0.0451000000000001
"Field Sparrow",2003,-0.9799
"Field Sparrow",2004,0.9148
"Field Sparrow",2005,0.7559
"Field Sparrow",2006,-0.9408
"Field Sparrow",2007,-0.8529
"Field Sparrow",2008,3.0395
"Field Sparrow",2009,-2.472
"Field Sparrow",2010,0.7479
"Field Sparrow",2011,-0.6677
"Field Sparrow",2012,1.0425
"Field Sparrow",2013,-1.4943
"Field Sparrow",2014,1.6519
"Field Sparrow",2015,-1.2821
"Field Sparrow",2016,-0.325
"Field Sparrow",2017,-0.3831
"Field Sparrow",2018,-0.3253
"Field Sparrow",2019,1.33
"Field Sparrow",2020,-0.6973
"Field Sparrow",2021,0.4
"Field Sparrow",2022,-0.6007
"Field Sparrow",2023,-0.2504
"Field Sparrow",2024,0.0878000000000001
"Fox Sparrow",1999,0
"Fox Sparrow",2000,-0.4327
"Fox Sparrow",2001,0.2665
"Fox Sparrow",2002,-0.2209
"Fox Sparrow",2003,0.2011
"Fox Sparrow",2004,0.2368
"Fox Sparrow",2005,-0.0998999999999999
"Fox Sparrow",2006,0.3397
"Fox Sparrow",2007,0.3172
"Fox Sparrow",2008,-1.0165
"Fox Sparrow",2009,0.9028
"Fox Sparrow",2010,-0.0963
"Fox Sparrow",2011,-0.5209
"Fox Sparrow",2012,-0.0865
"Fox Sparrow",2013,0.0212
"Fox Sparrow",2014,-0.21
"Fox Sparrow",2015,0.2571
"Fox Sparrow",2016,-0.141
"Fox Sparrow",2017,0.1338
"Fox Sparrow",2018,-0.1355
"Fox Sparrow",2019,-0.2854
"Fox Sparrow",2020,0.6006
"Fox Sparrow",2021,-0.4536
"Fox Sparrow",2022,0.8894
"Fox Sparrow",2023,-0.7792
"Fox Sparrow",2024,0.0721999999999999
"Golden-crowned Kinglet",1999,0
"Golden-crowned Kinglet",2000,3.0181
"Golden-crowned Kinglet",2001,0.644699999999999
"Golden-crowned Kinglet",2002,-2.8342
"Golden-crowned Kinglet",2003,-0.7902
"Golden-crowned Kinglet",2004,5.9947
"Golden-crowned Kinglet",2005,-4.778
"Golden-crowned Kinglet",2006,1.7277
"Golden-crowned Kinglet",2007,-3.5971
"Golden-crowned Kinglet",2008,2.5252
"Golden-crowned Kinglet",2009,-0.4924
"Golden-crowned Kinglet",2010,-1.2838
"Golden-crowned Kinglet",2011,-1.699
"Golden-crowned Kinglet",2012,4.4546
"Golden-crowned Kinglet",2013,1.7565
"Golden-crowned Kinglet",2014,-4.5943
"Golden-crowned Kinglet",2015,-0.8418
"Golden-crowned Kinglet",2016,2.8242
"Golden-crowned Kinglet",2017,0.3527
"Golden-crowned Kinglet",2018,-2.9573
"Golden-crowned Kinglet",2019,-1.0123
"Golden-crowned Kinglet",2020,1.8893
"Golden-crowned Kinglet",2021,-0.238300000000001
"Golden-crowned Kinglet",2022,-0.3179
"Golden-crowned Kinglet",2023,-0.5489
"Golden-crowned Kinglet",2024,0.1466
"Hermit Thrush",1999,0
"Hermit Thrush",2000,0.0709000000000002
"Hermit Thrush",2001,-0.1464
"Hermit Thrush",2002,0.2881
"Hermit Thrush",2003,-0.467
"Hermit Thrush",2004,-0.1009
"Hermit Thrush",2005,0.0971
"Hermit Thrush",2006,-0.2429
"Hermit Thrush",2007,-0.5388
"Hermit Thrush",2008,0.5736
"Hermit Thrush",2009,0.2971
"Hermit Thrush",2010,0.0264000000000002
"Hermit Thrush",2011,-0.2106
"Hermit Thrush",2012,0.2682
"Hermit Thrush",2013,0.0873999999999999
"Hermit Thrush",2014,-0.0981999999999998
"Hermit Thrush",2015,-0.2758
"Hermit Thrush",2016,-0.083
"Hermit Thrush",2017,0.8871
"Hermit Thrush",2018,-1.1203
"Hermit Thrush",2019,0.6934
"Hermit Thrush",2020,-0.1241
"Hermit Thrush",2021,-0.3347
"Hermit Thrush",2022,0.6971
"Hermit Thrush",2023,0.3706
"Hermit Thrush",2024,-0.274
"Herring Gull",1999,0
"Herring Gull",2000,0.8202
"Herring Gull",2001,-0.73
"Herring Gull",2002,0.2422
"Herring Gull",2003,-0.1748
"Herring Gull",2004,0.5523
"Herring Gull",2005,-0.0690999999999999
"Herring Gull",2006,0.2067
"Herring Gull",2007,-0.038
"Herring Gull",2008,2.9405
"Herring Gull",2009,-1.848
"Herring Gull",2010,-1.0781
"Herring Gull",2011,9.0574
"Herring Gull",2012,-6.855
"Herring Gull",2013,-1.3261
"Herring Gull",2014,4.7766
"Herring Gull",2015,-5.9142
"Herring Gull",2016,2.5828
"Herring Gull",2017,-2.3952
"Herring Gull",2018,-0.1258
"Herring Gull",2019,1.7319
"Herring Gull",2020,-1.4497
"Herring Gull",2021,1.723
"Herring Gull",2022,-0.6161
"Herring Gull",2023,-1.3544
"Herring Gull",2024,0.0587
"Hooded Merganser",1999,0
"Hooded Merganser",2000,0.907
"Hooded Merganser",2001,-1.7645
"Hooded Merganser",2002,-0.8888
"Hooded Merganser",2003,1.3963
"Hooded Merganser",2004,0.467
"Hooded Merganser",2005,-0.113
"Hooded Merganser",2006,-0.1954
"Hooded Merganser",2007,1.7181
"Hooded Merganser",2008,-2.669
"Hooded Merganser",2009,1.8244
"Hooded Merganser",2010,-1.8308
"Hooded Merganser",2011,1.3096
"Hooded Merganser",2012,-0.6166
"Hooded Merganser",2013,-0.3283
"Hooded Merganser",2014,-0.1355
"Hooded Merganser",2015,-0.3132
"Hooded Merganser",2016,1.1316
"Hooded Merganser",2017,1.0746
"Hooded Merganser",2018,-1.7674
"Hooded Merganser",2019,-0.0589
"Hooded Merganser",2020,-0.1499
"Hooded Merganser",2021,-0.6506
"Hooded Merganser",2022,0.4298
"Hooded Merganser",2023,0.1747
"Hooded Merganser",2024,0.3353
"Horned Grebe",1999,0
"Horned Grebe",2000,0.0304
"Horned Grebe",2001,-0.4951
"Horned Grebe",2002,0.3242
"Horned Grebe",2003,0.0589
"Horned Grebe",2004,-0.18
"Horned Grebe",2005,0.3999
"Horned Grebe",2006,-0.5861
"Horned Grebe",2007,0.534
"Horned Grebe",2008,-0.6173
