"","Fish.Crow","Great.Crested.Flycatcher","Summer.Tanager","Brown.headed.Nuthatch","Chipping.Sparrow","White.eyed.Vireo","Northern.Parula","Yellow.throated.Warbler","N..Rough.winged.Swallow","Acadian.Flycatcher","Eastern.Wood.Pewee","Eastern.Phoebe","Brown.headed.Cowbird","Orchard.Oriole","Carolina.Wren","Prothonotary.Warbler","Prairie.Warbler","Hooded.Warbler","Ovenbird","Northern.Cardinal","Red.bellied.Woodpecker","Tufted.Titmouse","Downy.Woodpecker","White.breasted.Nuthatch","Common.Yellowthroat","American.Redstart","Black.thr.Blue.Warbler","Ring.billed.Gull","Yellow.rumped.Warbler","Blue.Jay","White.throated.Sparrow","Yellow.rumped..Myrtle..Warbler","Black.throated.Blue.Warbler","Black.and.white.Warbler","Gray.Catbird","Purple.Martin","Barn.Swallow","Cliff.Swallow","Cedar.Waxwing","House.Finch","American.Robin","Northern.Mockingbird","Blue.Grosbeak","Indigo.Bunting","Yellow.breasted.Chat","Eastern.Bluebird","American.Crow","Carolina.Chickadee","Pine.Warbler","European.Starling","House.Sparrow","Red.eyed.Vireo","Eastern.Kingbird","Scarlet.Tanager","Common.Grackle","Red.winged.Blackbird","Brown.Thrasher","Mourning.Dove","Blue.gray.Gnatcatcher","Wood.Thrush","American.Goldfinch","Eastern.Towhee","Chimney.Swift","Bobolink","Ruby.throated.Hummingbird"
"White.breasted.Nuthatch",0.145408564473577,0.455635354525005,0.454219813539348,0.608007351573762,0.384276395381126,0.234174424246753,0.481854213488828,0.211422506805415,-0.125173131976026,0.401247236304728,0.338402212135664,0.202133237922836,0.578390908660045,0.45118398869096,0.470420245204093,0.425004527747755,0.538940668252183,0.649178457169462,0.562216645988802,0.614502297543577,0.789258181957687,0.67896324864986,0.643024841850744,1,0.340961099160677,0.383612726162127,0.171630448504486,0.054669739896252,0.112878807462034,0.409712318098844,-0.0885150439765302,-0.094419237553997,0.114915463060545,0.300752567908655,0.324039595121146,0.193220299125962,0.207578790887879,0.322732421856633,0.161239570260124,0.486700945192133,0.618982242781948,0.519679350252154,0.50565010937652,0.56938105223952,0.500710679615014,0.5502529347162,0.511806215655056,0.648686560687876,0.479578550342779,0.412721287791557,0.481507308794284,0.591219985603017,0.346906690412303,0.578369668758116,0.381577381489067,0.419749243468129,0.561445970259175,0.623213453302645,0.550062528518003,0.511433776359389,0.524666914296921,0.569635705023506,0.623237424470269,0.37927539253106,0.523305862250204
"Common.Yellowthroat",0.152824158298277,0.458979318846031,0.509111884417666,0.630304771223212,0.437308953833358,0.324227364464853,0.598230936632638,0.551096682549625,0.0900176942517252,-0.0352686912857279,0.308050112781741,0.414317136824453,0.419351200959489,0.455748746832553,0.54683784315849,0.44664162083412,0.662795068679916,0.506498759208935,0.739049083085229,0.632576982784968,0.640505125724046,0.57123266556646,0.563220511166449,0.340961099160677,1,0.640992011231502,0.691735817814937,0.345242541830219,0.582183063522045,0.472321272249284,0.264507893132899,0.209011275132802,0.341328907513118,0.610623290212184,0.603684194151979,-0.251838670364833,0.286879333644756,0.300610293618843,0.152552197220101,0.360314704190292,0.463687189571785,0.45318144747947,0.440845670765306,0.467691829314106,0.407240382551991,0.575390950656456,0.60338864827777,0.611773010158593,0.692494287377529,0.273464697492973,0.335294645139037,0.585205575174315,0.684922468647423,0.514891970342694,0.471446566740371,0.611943222171045,0.494945966848228,0.546888764259251,0.610067271954106,0.489812562879777,0.557828911725438,0.602779254825907,0.179297201698096,0.132881873657006,0.336851656815752
"American.Redstart",0.0480455229149923,0.292927486576279,0.216071599300553,0.502926727858543,0.324543171543355,0.0305119628434659,0.273210043398246,0.265771944518033,0.199849940476329,0.0536158215426807,0.226496804237755,0.486446147219837,0.433777469978975,0.322009709772385,0.501044883204592,0.242390217642096,0.479522894352024,0.402650760875709,0.60350976618852,0.430347160866702,0.513492742722858,0.494686201877648,0.39531676264092,0.383612726162127,0.640992011231502,1,0.705155395207794,0.325720806431058,0.464719543144349,0.453216355365458,0.240464535746528,0.139476576257309,0.0620761826701624,0.414989373376562,0.209333336484116,0.140222637235667,0.503071484620423,0.432852040401252,0.252152698523497,0.293242746866335,0.525355091783685,0.492119467911303,0.327671412902626,0.359454987636745,0.350067203074481,0.538920584549458,0.528885884115032,0.52493502586374,0.532401138102194,0.374753082390218,0.292943313741323,0.389728691564052,0.436185932810497,0.409641365310762,0.449760545613088,0.33377632253751,0.450779384104134,0.461988105411453,0.446876776279293,0.409388319339295,0.386304437183416,0.455756037953059,0.127232965227175,0.124897127293525,0.300980248373197
"Black.thr.Blue.Warbler",0.389587374923841,0.388875390367167,0.414489051286945,0.611261323531814,0.435755504633188,0.286732083102337,0.471037781713359,0.361088663235653,0.183868193253234,0.109728511845495,0.259784394675015,0.401336541569365,0.293870047784037,0.224618159951896,0.404106693210103,0.363250226760091,0.427518802242242,0.333415813345939,0.623866978635284,0.445072394238593,0.441800268324809,0.333085070684377,0.327223597310913,0.171630448504486,0.691735817814937,0.705155395207794,1,0.64682310850657,0.632820589096834,0.406815636161286,0.341728276379336,0.134084988930533,0.257609670400733,0.665918228580116,0.513040574158368,-0.0476792878579752,0.0354354508277499,0.239554845311822,-0.0251677581429546,-0.00166894879523521,0.169316589201928,0.214778188288263,-0.0400132087703672,0.0331348775242758,-0.00108542206909832,0.279885545320286,0.26469015932097,0.268074348514808,0.322134029407861,-0.0767955835920367,-0.082521520399019,0.21471297593848,0.236397649672298,0.175729728138951,0.0845696786871049,0.141391446430548,0.182480212484716,0.138442189348672,0.249628318178362,0.0892193648213417,0.171216591424173,0.345042758429462,-0.131286776593261,-0.218962761099429,0.0106935106897037
"Ring.billed.Gull",0.142015117185211,0.14299319536881,0.209919473032254,0.187443552014077,0.0765570753015322,-0.110454460382186,0.130294665298559,0.0391801325392548,-0.00544924312750223,-0.0594535464289717,0.0332265595903961,-0.00349557062685853,0.150571763075074,0.0677140633495867,0.123331846411167,0.325330207624827,0.160475766130051,0.227843010004947,0.462988087830051,0.298249785779561,0.243693890646486,0.157041835747856,0.0225671219558998,0.054669739896252,0.345242541830219,0.325720806431058,0.64682310850657,1,0.558327541107878,0.498817770414362,0.577113090498855,0.271210826450754,0.126473826319458,0.390716665281854,0.35989920343003,0.0709371181739795,0.0933192910568435,0.440182042015293,-0.285047849429681,-0.0982097211394808,0.0756848877834297,0.0734412873526826,-0.213974455803991,-0.0449966870152891,-0.0250731472373691,0.0957418626780783,0.182439011311175,0.146038654606778,0.126429177192084,-0.0233341927722284,0.0569207537064602,0.117540583138944,0.196249063943292,0.223131497954321,0.178224812642571,0.0989784889697598,0.0658506971838823,0.0558758140561692,0.26156104639713,0.186001844328622,0.282061137658425,0.331302220488267,-0.0355939064416207,-0.237332390194768,-0.035192737432671
"Yellow.rumped.Warbler",0.107020333031137,0.0368504991478225,0.133190980211502,0.241313406103521,0.300675949242791,0.0807323931765768,0.248381662410818,0.142105877639277,-0.0360752214085834,-0.106223371058256,-0.0107931860683781,0.263507926495702,0.291760139311723,0.156088225150757,0.507719153521224,0.412304551766189,0.219931214208878,0.269269366455236,0.551586242820599,0.482587300667508,0.245965527335622,0.141973973622075,0.23107947604029,0.112878807462034,0.582183063522045,0.464719543144349,0.632820589096834,0.558327541107878,1,0.45288766889524,0.524481063497932,0.295484085285601,0.357390750938568,0.571903667442561,0.542069057052283,0.0102930531216193,0.265726999031556,0.395168665591244,-0.0572954299354508,0.199641234973238,0.122961415997417,0.217873058734637,-0.0476808504699937,0.0891441870341507,-0.0462220074812764,0.305499661813023,0.271102776679853,0.3331927773943,0.363637685604195,0.0928077135372351,0.200275914643055,0.14826262863672,0.357243750994282,0.31042378621417,0.337348245907262,0.36899554996998,0.368496605531208,0.211062912078188,0.304034483971784,0.266781332073845,0.458326129887743,0.486449982775281,-0.0312803100931653,0.0714399969625605,0.210237180091447
"Blue.Jay",-0.000393265537200169,0.323403102436943,0.357363386552353,0.264116007952637,0.359132358923765,-0.106093577516541,0.291845170511013,0.266143768512831,-0.191144451676934,-0.0958655921069676,0.241998887984212,0.163544822146591,0.536655881710534,0.475282862064167,0.580530321047728,0.529636483985641,0.439288338252405,0.588064941833349,0.703930187273827,0.668729548684676,0.645036111683599,0.560067884982738,0.291550556991346,0.409712318098844,0.472321272249284,0.453216355365458,0.406815636161286,0.498817770414362,0.45288766889524,1,0.671062371759865,0.560423895065657,0.165913278282569,0.435014047852713,0.337775790792283,0.0401388721491919,0.236045039296012,0.532161807789374,0.164692349330257,0.416679727814708,0.523463935845884,0.590324724974891,0.464401259987843,0.471542161483346,0.43157987331362,0.638158466015143,0.540707036899064,0.603305065140617,0.571616315403448,0.673978627096624,0.577561048201193,0.695240988534332,0.694525972148839,0.773636955847772,0.547086187105584,0.580166909613765,0.553126987207136,0.554559004227815,0.652273773316372,0.60218392143441,0.692680420574128,0.645720590326336,0.261523787575496,0.140350743874391,0.470623448446547
"White.throated.Sparrow",-0.0110001846419685,-0.00340248582950441,0.0239702182209192,-0.097462124406542,0.0594859268412688,-0.130544555825891,0.189517971334978,0.233974870678658,-0.177274125526746,-0.380204507521215,-0.149943968896477,-0.0298912872989092,0.0896861488209069,0.138041022661561,0.314005989458844,0.302810701414603,0.0748458125388989,0.175342308324282,0.318690142490389,0.166838244679706,0.16693845335464,-0.0227415709325062,0.00970890334974189,-0.0885150439765302,0.264507893132899,0.240464535746528,0.341728276379336,0.577113090498855,0.524481063497932,0.671062371759865,1,0.839913850421799,0.247643387322059,0.449549530687939,0.279420825303129,0.0674973391785689,0.260985911306198,0.385852638254461,0.0241188704658863,-0.0853859508509507,-0.046859670616406,0.0672952972205377,-0.075471894790187,-0.0667117817020642,-0.0893116585299576,0.21486361942089,0.087499781469908,0.12301219280323,0.166483711648362,0.304998122392893,0.14636383594747,0.235662739251756,0.356775007342398,0.394053769303262,0.218906093710728,0.194084617239145,0.084741205762299,-0.0206440381713413,0.163932357706321,0.165933987155387,0.318616443736032,0.160441066451078,-0.0121502639601499,-0.151475494913794,-0.0300285096654135
"Yellow.rumped..Myrtle..Warbler",-0.142613855698887,-0.0318409788591882,-0.0237594511262311,-0.171999520428189,-0.0549845892346095,-0.107821418221515,0.267628709309192,0.20619485727101,-0.308479590919248,-0.463728621240595,-0.237820273413034,-0.0168929984571285,0.0669828484634285,0.142403032317683,0.328512722077153,0.207031139689372,0.0506063604651183,0.106862993704043,0.228342568485425,0.148983346259429,0.219945184417924,-0.020019103399145,0.0440981024230103,-0.094419237553997,0.209011275132802,0.139476576257309,0.134084988930533,0.271210826450754,0.295484085285601,0.560423895065657,0.839913850421799,1,0.449079480967269,0.315322357454547,0.239026180592579,-0.020248862549357,0.197937140079161,0.153538374240086,0.236682603957767,0.00516663759038718,0.0589376943679578,0.119083569233812,0.0724909009997775,0.0106974487191671,0.0263701349388939,0.289342535531461,0.0944732399116531,0.192302895553939,0.210837809772959,0.392695384954139,0.239241852833348,0.325460316576517,0.471308622297198,0.520099836206818,0.238398970899719,0.251334198817583,0.213729449367264,0.0306152559592306,0.268116668584944,0.273355140787749,0.381241507794645,0.200968055011724,0.168942462001462,0.018814890183408,-2.205108189918e-05
"Black.throated.Blue.Warbler",0.0977809003234938,0.0773983247854312,0.13108996410202,0.107691640593443,0.0474753191644159,0.0451735715680743,0.600367999645962,0.0803991092371001,-0.0605091592464891,-0.210649812453225,-0.271020969262868,0.154641510056061,0.223574870921486,0.103000937225102,0.224039795091376,0.397963104682806,-0.0854713819309137,0.0543167596626453,0.234421366934221,0.25491005831872,0.24652259684718,-0.00248643533144508,0.238170185425612,0.114915463060545,0.341328907513118,0.0620761826701624,0.257609670400733,0.126473826319458,0.357390750938568,0.165913278282569,0.247643387322059,0.449079480967269,1,0.515717270795697,0.695525461454507,-0.0214772233826819,0.059074415661943,0.0370218231519648,0.183144915266346,-0.15303565077662,0.00380317611159974,-0.00748746737040865,-0.0978998067862854,-0.153418701401799,-0.200766794615507,0.108467884311417,0.0357383580388663,0.0743300971186326,0.0077820824010815,-0.132890851084969,0.0614468956770255,0.123787498842255,0.272204557071635,0.347969833477754,0.0210609311264681,0.250530273494798,0.0837816536490139,-0.0170014763205429,0.227763545629426,0.128732792811158,0.25745599027579,0.214825251911612,0.292321308279097,0.210187698886222,0.156555607164874
"Black.and.white.Warbler",0.388016978618034,0.269151427229663,0.396110736644834,0.521184609715815,0.44500330380784,0.437524919646148,0.68694050503394,0.397570467023892,0.100997250946734,0.116211061941898,0.129872835974695,0.156222019680746,0.203107184362119,0.226382767098725,0.339449000771633,0.361965527809847,0.408910444580942,0.383088867698853,0.570958566267476,0.436831327771817,0.430423616601675,0.275135514303842,0.419804651684565,0.300752567908655,0.610623290212184,0.414989373376562,0.665918228580116,0.390716665281854,0.571903667442561,0.435014047852713,0.449549530687939,0.315322357454547,0.515717270795697,1,0.745563180011735,-0.125961623825756,0.0195443024984662,0.345335936247642,0.0240442126164672,-0.0888296633149918,-0.0288675004185411,0.0179710960173694,-0.0352931615301512,-0.00269625293653123,-0.0454534338192722,0.201918291293252,0.148513514325378,0.200890876501401,0.304028524327029,-0.0379935119066655,-0.0292784539679135,0.292616844520037,0.308279597452285,0.268320505499296,0.0173672696488909,0.190523874504146,0.107933311367972,0.0493895232953229,0.24925930205479,0.0545459750797034,0.168328499549551,0.245505979591491,0.0385324000830402,0.0479480140556133,0.0632795148465478
"Gray.Catbird",0.439270787607127,0.382710988453038,0.492226085756407,0.512726743573454,0.373730116519669,0.337765975549826,0.703102844133667,0.370471385185853,0.00409058672557894,0.155459200979995,0.18807686755941,0.159804513801584,0.339404300548994,0.461809894145041,0.430830903764319,0.523454955468493,0.310916822938926,0.324110094892031,0.493229247089065,0.599672764659328,0.484926808511645,0.291361166071681,0.587671579410519,0.324039595121146,0.603684194151979,0.209333336484116,0.513040574158368,0.35989920343003,0.542069057052283,0.337775790792283,0.279420825303129,0.239026180592579,0.695525461454507,0.745563180011735,1,-0.194066476376621,-0.0852499154054809,0.129516943038269,0.0752620993558544,-0.0229559057217957,0.100269626251435,0.103487784401905,0.043368176127414,0.0545920755456836,-0.0373259446268946,0.236197801327605,0.238055352825871,0.325544167477008,0.354589843684519,-0.0866070411823317,0.116949310641826,0.332715985766836,0.342984508350843,0.358819730118661,0.0529611106272148,0.33983561886897,0.195578886935326,0.159724664378792,0.358644063026248,0.164618611902789,0.243645920720281,0.36290143154742,0.0716899397355028,0.130984884701245,0.284094313953023
"Purple.Martin",-0.106836356629047,-0.219660512326392,-0.261157533068909,-0.0531168708882219,-0.052121882054215,-0.495686690463498,-0.119978331438997,-0.298044740479152,-0.0091378369932829,-0.307793133042794,-0.355693595757809,0.23119528265845,0.274273644212974,0.0471788578473861,0.0766756019207705,0.286357895737967,-0.00712586251867551,0.0433609850555919,0.120297893666604,-0.0374572808596486,-0.0154377181773585,-0.0197112223949584,-0.146357114655055,0.193220299125962,-0.251838670364833,0.140222637235667,-0.0476792878579752,0.0709371181739795,0.0102930531216193,0.0401388721491919,0.0674973391785689,-0.020248862549357,-0.0214772233826819,-0.125961623825756,-0.194066476376621,1,0.493357241895458,0.346849185434916,0.0383185958825834,0.00426928388461401,0.182747778093481,0.276159353238613,-0.0257557225245256,0.00469462562162095,-0.0418726852949953,0.197102409498341,0.176533728123428,0.0516895093560159,-0.0510682848301804,0.171361056347981,0.0780858709658182,-0.131264077782809,-0.0860905801450533,0.169990967306576,0.258205508984729,-0.0402054628001018,0.134345698785416,0.0347608168139026,-0.0576468808610997,0.0674355886802986,0.0473731250121583,0.106781326630036,0.0898958634504777,-0.0170622190856246,0.0230619304254579
"Barn.Swallow",-0.29475494486897,-0.0830337611388504,-0.0744891937822816,0.0522307869377618,0.0367713820538163,-0.385199993774054,1.2272512897596e-05,0.0340955688428729,0.240141310050793,-0.30004872202131,-0.10286942577872,0.38973930849741,0.420571950140338,0.250788764160377,0.230179107947126,0.206846646349957,0.177409012757041,0.275961988823698,0.332495590762802,0.175041567912894,0.219440887743162,0.236745815214903,0.0487100528203868,0.207578790887879,0.286879333644756,0.503071484620423,0.0354354508277499,0.0933192910568435,0.265726999031556,0.236045039296012,0.260985911306198,0.197937140079161,0.059074415661943,0.0195443024984662,-0.0852499154054809,0.493357241895458,1,0.622347687097353,0.297453462225404,0.298537896008522,0.432730142418422,0.403002277936094,0.326552674943467,0.381759977239555,0.306642031709148,0.502229667545432,0.547851733782074,0.364013908296718,0.310906877284283,0.468316299436065,0.384407023481448,0.195685128981001,0.408499228785946,0.456648489933649,0.659721559899474,0.404464325632928,0.397962836739951,0.402024585192744,0.254580154851555,0.420659812714058,0.487188761462773,0.339534030874472,0.351176363388407,0.252425030192832,0.25353642488967
"Cliff.Swallow",0.0211816162301974,0.117214243460503,0.249729764613948,0.219616327043073,0.345097826501182,-0.233280229777141,0.108619306183488,0.0749877501274783,0.236966370000968,-0.0477810359724105,0.0765210214774242,0.0831194641347192,0.475115298965471,0.25561458936014,0.379345611165371,0.437637904292775,0.399769703814605,0.525142143859364,0.624632486748555,0.442917378979839,0.339540833317399,0.444834204321581,-0.078636443310855,0.322732421856633,0.300610293618843,0.432852040401252,0.239554845311822,0.440182042015293,0.395168665591244,0.532161807789374,0.385852638254461,0.153538374240086,0.0370218231519648,0.345335936247642,0.129516943038269,0.346849185434916,0.622347687097353,1,-0.0358752844319352,0.175958476328131,0.321982907237016,0.376737728204343,0.269447173760712,0.358590447926788,0.374777976705963,0.412207609625432,0.556313411697581,0.358833943041047,0.363368561444179,0.386408349714161,0.354608524415462,0.322273059455927,0.45943711326472,0.498114009554422,0.563679857862653,0.360441327442463,0.321097981431333,0.464584015876424,0.376133607513292,0.429056519906714,0.509583242518995,0.521589352148022,0.348601380534358,0.016983172674005,0.323100644770628
"Cedar.Waxwing",-0.211837144036417,0.0777280093259506,-0.0823558203243109,0.20087233331881,-0.0607343007244307,-0.226538233055578,-0.00994493434958784,-0.10088126269366,-0.0539248604906194,0.00559809201744426,-0.0178715283433737,0.254794042977756,0.1701893558996,0.314507382824536,0.290647290484112,0.0645472067993644,0.0551169590083051,-0.0828795256390665,0.0378354333075324,0.195334915167187,0.288666586943522,0.170131539227221,0.28674326193059,0.161239570260124,0.152552197220101,0.252152698523497,-0.0251677581429546,-0.285047849429681,-0.0572954299354508,0.164692349330257,0.0241188704658863,0.236682603957767,0.183144915266346,0.0240442126164672,0.0752620993558544,0.0383185958825834,0.297453462225404,-0.0358752844319352,1,0.31502769880218,0.492721766827794,0.374867263080615,0.257318772931359,0.31668385188647,0.0420200942748359,0.400739879552142,0.288431136443524,0.308462590585105,0.216362165705886,0.368961806626119,0.187919499946379,0.140417517471104,0.307051147558433,0.318817177622543,0.375423090900584,0.384772464822543,0.299194036843168,0.208478325245415,0.0969327015208584,0.215027889084132,0.244783998835965,0.183079956554538,0.207500988609949,0.467601338788344,0.0597320650417965
"House.Finch",-0.175052178308334,0.290413722471677,0.223735093473456,0.321187051975414,0.298964653538184,0.0364397889779991,0.0106486040485624,0.127253775269924,-0.209526782178967,0.0356011819563778,0.308481042553836,0.408820694302095,0.456350390443298,0.514416373275006,0.426817555234076,0.23949926975134,0.544096849783306,0.505225035629932,0.49718292527667,0.615177987188067,0.54458295608948,0.648699482625522,0.340741501680269,0.486700945192133,0.360314704190292,0.293242746866335,-0.00166894879523521,-0.0982097211394808,0.199641234973238,0.416679727814708,-0.0853859508509507,0.00516663759038718,-0.15303565077662,-0.0888296633149918,-0.0229559057217957,0.00426928388461401,0.298537896008522,0.175958476328131,0.31502769880218,1,0.72127259162287,0.743057469450093,0.705539009374981,0.841892102672781,0.698142647714657,0.721756015165474,0.695624306408458,0.768800856364699,0.699727626493536,0.659281553522608,0.697726135963624,0.573483928411787,0.540085334626853,0.57446489363498,0.649489914837279,0.574849748735564,0.83791509064777,0.709409172016812,0.640356837224109,0.651572773144324,0.719517804009384,0.684231262630782,0.322250726821098,0.348939421297102,0.456808534119717
"American.Robin",-0.15961900535359,0.361930855744313,0.265329331298137,0.462930348158794,0.198188219983119,-0.225043619016801,0.0970158752853134,0.0657585563078845,-0.0934481605857411,0.0503212108718322,0.337335161288651,0.417211023343884,0.600920587499401,0.553566088146808,0.545666425975657,0.368905680806622,0.553204999001791,0.492449126039946,0.583007156257295,0.684124031044309,0.731942536310814,0.764122089628293,0.440282706299357,0.618982242781948,0.463687189571785,0.525355091783685,0.169316589201928,0.0756848877834297,0.122961415997417,0.523463935845884,-0.046859670616406,0.0589376943679578,0.00380317611159974,-0.0288675004185411,0.100269626251435,0.182747778093481,0.432730142418422,0.321982907237016,0.492721766827794,0.72127259162287,1,0.890805519374018,0.765398893265573,0.834248717293495,0.723826527409131,0.801907915734443,0.82403153662188,0.839851208122336,0.696964872386701,0.748061993960957,0.728351778672181,0.661250408768133,0.716366077775529,0.7630560743688,0.792800015354075,0.733626679269832,0.82866650154583,0.865321017227819,0.723413634357819,0.790201563922363,0.751917443554489,0.797173497063379,0.558347711682964,0.48751391275989,0.637690067695291
"Northern.Mockingbird",-0.0347921806098039,0.385843727192756,0.295502510428959,0.456880145177412,0.380226818246028,-0.196675500065452,0.112956755815451,0.200722967894898,-0.0755004974002728,-0.0394377615993449,0.362889847589798,0.48119891428485,0.624211816059095,0.649183441487638,0.651571062556413,0.523901076334112,0.649219726800074,0.554112927809623,0.641225955988167,0.71475719574946,0.697479028031098,0.780175116683562,0.322601512487459,0.519679350252154,0.45318144747947,0.492119467911303,0.214778188288263,0.0734412873526826,0.217873058734637,0.590324724974891,0.0672952972205377,0.119083569233812,-0.00748746737040865,0.0179710960173694,0.103487784401905,0.276159353238613,0.403002277936094,0.376737728204343,0.374867263080615,0.743057469450093,0.890805519374018,1,0.777652336857539,0.818096324302356,0.720469414666832,0.865954971200621,0.805276746936411,0.817841243300627,0.710859274908601,0.737477999372676,0.667385073252521,0.65341601197601,0.694506288323994,0.724436397479263,0.751238778938153,0.701982719756997,0.798501918659794,0.811197099500917,0.683139644165002,0.69963837420372,0.731289743072729,0.79147840787874,0.375748141632383,0.332490039085431,0.662344212174207
"Blue.Grosbeak",0.0428103282812165,0.447928609175386,0.449649705194922,0.399572897719717,0.417606188266583,0.0955586109999744,0.233033388728715,0.385093426959051,-0.0853144716242684,0.0352788180760392,0.508135171012052,0.319493037405638,0.617615612202004,0.667340253120419,0.520672685821207,0.255180269385285,0.686691514849324,0.602267267884026,0.508485778528424,0.639607788554433,0.664879526905937,0.76258744501836,0.399739943703156,0.50565010937652,0.440845670765306,0.327671412902626,-0.0400132087703672,-0.213974455803991,-0.0476808504699937,0.464401259987843,-0.075471894790187,0.0724909009997775,-0.0978998067862854,-0.0352931615301512,0.043368176127414,-0.0257557225245256,0.326552674943467,0.269447173760712,0.257318772931359,0.705539009374981,0.765398893265573,0.777652336857539,1,0.878507963530728,0.893828303185786,0.779510035347373,0.719307347140975,0.771927714575292,0.740076359992602,0.787743542607986,0.767291710740936,0.788336501354112,0.75621052637177,0.680927805758359,0.609466530681259,0.691609268559714,0.76351318604693,0.87324463171084,0.662482254797692,0.682080322036532,0.608355488755393,0.610871999601351,0.465004467715412,0.294600266840876,0.628283270975855
"Indigo.Bunting",-0.098363451316751,0.351175900399099,0.389754993383931,0.423474439985038,0.293172132571829,0.00871886997524996,0.150089423752049,0.266850003233317,-0.173765897270972,0.0983595714064932,0.436499149097836,0.322939752844448,0.497016668666706,0.56721231407017,0.492289833016187,0.245370623171724,0.745594023499583,0.632041263050766,0.603004604835711,0.695281507075246,0.693414224363668,0.784913066318184,0.365365518845544,0.56938105223952,0.467691829314106,0.359454987636745,0.0331348775242758,-0.0449966870152891,0.0891441870341507,0.471542161483346,-0.0667117817020642,0.0106974487191671,-0.153418701401799,-0.00269625293653123,0.0545920755456836,0.00469462562162095,0.381759977239555,0.358590447926788,0.31668385188647,0.841892102672781,0.834248717293495,0.818096324302356,0.878507963530728,1,0.89655470069774,0.811596130967441,0.812222480715264,0.842359495061511,0.797716351252023,0.79705337915993,0.801380352572116,0.800522071795345,0.746911732858118,0.709224785680313,0.785752980284275,0.727149518894146,0.846188463768912,0.884470423526743,0.73977555022137,0.802194354041396,0.729041440149541,0.740734367250501,0.462499963345611,0.361834753265077,0.523357501195127
"Yellow.breasted.Chat",-0.0221045164815011,0.388344246201131,0.445094775066481,0.35131090182413,0.330577010554661,0.0804181743873019,0.187597865117957,0.340491564791795,-0.091061710957822,0.09119171144304,0.477965653260887,0.224553626760479,0.489182899452354,0.496903706071667,0.423677143835552,0.197021173954957,0.747521976951259,0.671093287632731,0.57147518098309,0.613038136155041,0.643033111188664,0.784642547856914,0.269789937483748,0.500710679615014,0.407240382551991,0.350067203074481,-0.00108542206909832,-0.0250731472373691,-0.0462220074812764,0.43157987331362,-0.0893116585299576,0.0263701349388939,-0.200766794615507,-0.0454534338192722,-0.0373259446268946,-0.0418726852949953,0.306642031709148,0.374777976705963,0.0420200942748359,0.698142647714657,0.723826527409131,0.720469414666832,0.893828303185786,0.89655470069774,1,0.707117753409508,0.714981888193771,0.740294497987844,0.745845146061559,0.729676077089567,0.766632246715814,0.809166429253858,0.708124596704462,0.661166858622667,0.631641282637882,0.564015457692053,0.75014753587514,0.857079427040594,0.766579263608994,0.750313536050702,0.630368586344468,0.659256218959032,0.476121405795885,0.262305038168199,0.557931365986514
"Eastern.Bluebird",0.0909213297739367,0.440928699839373,0.445450600401132,0.558028296583247,0.516345640441476,0.00704504576203829,0.382203221221606,0.393786177799225,-0.0134825998950434,-0.0704707187161257,0.337990544840998,0.62688093323296,0.728753002362127,0.698873102823512,0.761750561828756,0.538816988793351,0.715860710744264,0.600286561836311,0.705594891080961,0.764075860595886,0.728387589365356,0.7474366850465,0.413267583400859,0.5502529347162,0.575390950656456,0.538920584549458,0.279885545320286,0.0957418626780783,0.305499661813023,0.638158466015143,0.21486361942089,0.289342535531461,0.108467884311417,0.201918291293252,0.236197801327605,0.197102409498341,0.502229667545432,0.412207609625432,0.400739879552142,0.721756015165474,0.801907915734443,0.865954971200621,0.779510035347373,0.811596130967441,0.707117753409508,1,0.829137761263713,0.846500066004708,0.841669003334346,0.75665309983946,0.636802638912412,0.76269014490151,0.767518659071443,0.777095786917861,0.739059912475991,0.684243038951262,0.824504180857977,0.755093556218109,0.659591907649078,0.653915987081363,0.720550477507154,0.740965458827247,0.320351239622033,0.211197986328076,0.49519719016861
"American.Crow",-0.0311766886630071,0.441278166271005,0.444078406171417,0.542335013777861,0.416635341237499,-0.0614707039909441,0.253001194318199,0.347124479851603,0.184242130627642,-0.00883997771439402,0.402046221050737,0.517493864306634,0.646221307776591,0.654710481155669,0.562903140530654,0.535313857196397,0.686606726159535,0.67385387927741,0.790009946013201,0.754076579078576,0.689303850721289,0.831942530278595,0.402724916360726,0.511806215655056,0.60338864827777,0.528885884115032,0.26469015932097,0.182439011311175,0.271102776679853,0.540707036899064,0.087499781469908,0.0944732399116531,0.0357383580388663,0.148513514325378,0.238055352825871,0.176533728123428,0.547851733782074,0.556313411697581,0.288431136443524,0.695624306408458,0.82403153662188,0.805276746936411,0.719307347140975,0.812222480715264,0.714981888193771,0.829137761263713,1,0.874631739880416,0.848084054485621,0.650952037746379,0.621557129623364,0.696702893883677,0.759188241909128,0.755203712036854,0.801672018252065,0.643434366732567,0.797198069818791,0.818263302240423,0.722172232323992,0.73152105973935,0.758161970940293,0.820656305840401,0.402572294823108,0.18669952254478,0.560946222238453
