"","Brown.headed.Cowbird","Eastern.Bluebird","Bonaparte.s.Gull","Eastern.Phoebe","Hermit.Thrush","House.Finch","Pine.Siskin","American.Goldfinch","Northern.Flicker..Yellow.shafted.","Swamp.Sparrow","Field.Sparrow","Song.Sparrow","House.Sparrow","Ring.necked.Duck","Cedar.Waxwing","Yellow.rumped.Warbler..Myrtle.","Red.winged.Blackbird","Rock.Pigeon..Feral.Pigeon.","European.Starling","Great.Blue.Heron..Blue.form.","Mourning.Dove","Eastern.Meadowlark","Herring.Gull","Carolina.Chickadee","Tufted.Titmouse","Brown.headed.Nuthatch","Northern.Mockingbird","Carolina.Wren","Chipping.Sparrow","Brown.Thrasher","Golden.crowned.Kinglet","Downy.Woodpecker","Pine.Warbler","Ruby.crowned.Kinglet","White.breasted.Nuthatch","Red.headed.Woodpecker","Blue.Jay","Red.bellied.Woodpecker","American.Crow","Ring.billed.Gull","White.throated.Sparrow","American.Robin","Yellow.bellied.Sapsucker","American.Pipit","Hooded.Merganser","Pied.billed.Grebe","Northern.Cardinal","Eastern.Towhee","Yellow.rumped.Warbler","Ruddy.Duck","Horned.Grebe","Bufflehead","Common.Grackle","American.Coot","Rusty.Blackbird","Dark.eyed.Junco..Slate.colored.","Fox.Sparrow"
"Brown.headed.Nuthatch",-0.192461387502426,0.180045266145484,0.0965499725023063,0.153117548931364,0.207820468320118,0.155775896530583,0.015553435102081,-0.210943318219116,-0.263562840995912,0.0370274135922679,0.216248350791169,0.15984526199481,0.650897823010527,0.116648814727886,-0.330592070794958,-0.128232292951211,0.0179197093666698,0.213278192428843,-0.181580926171104,-0.429927774862932,-0.275785108706864,-0.227262740310326,0.397023892117577,0.354126968266959,0.421101473406608,1,0.654310454174374,0.582107307169677,0.413474285685924,-0.0217541043970415,0.201307339462144,0.385503105646385,0.0786084435908101,0.130937658670067,0.548588757154227,0.102946626264402,0.375848505392075,0.516791647105878,0.312724105676333,0.256878705972907,0.349830907177084,0.072734294818059,0.237971420677022,-0.179444333233178,-0.29455301090348,-0.313398261210136,-0.0385895290306755,0.0808667403567958,0.429579150589461,0.291077620657182,-0.0609372978029567,-0.308936088015885,-0.223236520158082,-0.161093201451148,-0.069063728853697,0.165093911545045,-0.0228726452494669
"Northern.Mockingbird",-0.108322725097334,0.156793761796207,-0.0947366407494987,0.0739442722444688,0.0953887242069812,0.296424388274747,0.269052600279975,-0.0867755306628669,0.0187538039484807,-0.174115769479732,0.211587950637381,-0.190814096723283,0.347576017335803,-0.134880653889566,-0.363014271243477,-0.283256870409059,-0.339615996937746,0.0240295669072835,-0.157721309179172,-0.460701744987961,-0.282278705183739,0.0433342424140976,-0.00555079388040766,0.071157158590789,0.25392853503321,0.654310454174374,1,0.359453775506882,0.314433648831937,0.287115757269023,0.504882212007814,0.337790384449977,0.152392422926171,0.117151653717879,0.318446779177574,0.120743718220222,0.172515218100281,0.252396234516871,-0.0124510196468015,0.182332658375987,0.118581233800129,-0.0750631327179562,-0.0233508947068039,-0.319399277749888,-0.381711679055819,-0.438020894606354,0.0156100874265292,-0.291062151642036,0.0140105093686605,0.348195256487781,-0.187288562585921,-0.26430085575268,-0.1669572672653,0.159084818124635,0.0264948367961507,0.220933948819736,-0.0244715598747401
"Carolina.Wren",-0.14589562493177,0.00536370376031316,0.0544389346182342,0.348680271282911,0.267378519847981,0.124509791661432,-0.0802129156053313,-0.115387938594019,-0.0384541288913449,-0.00251005854483398,0.138185510136639,-0.00696839770127424,0.392216138485131,0.0910129272354856,-0.0242265269657106,0.062458433884633,-0.0569605889528945,0.171639386204243,0.0427729921335693,-0.36848916288964,-0.185238859530974,-0.504684184154504,-0.0256919565510385,0.254622525244608,0.351388144866806,0.582107307169677,0.359453775506882,1,0.526612561666162,0.257817269186638,0.301732980987667,0.498938813085853,-0.0647192799267957,0.137209784359916,0.273148354339696,-0.116954305611493,0.36609941024825,0.416961721064464,0.266241870171729,0.0539368558083867,0.365754678271465,0.158662022817376,0.19156283244203,-0.182038224343766,-0.313417938236774,-0.154768948369099,0.381035687981175,0.110857303221128,0.516687147262615,0.215257626967478,-0.0725349079522297,0.072192672439775,-0.182554717787613,-0.217892378834267,-0.109607824126725,0.407795804342359,0.106296271439853
"Chipping.Sparrow",-0.356698616489258,-0.231289613458809,-0.410419708181343,0.0335937724365156,-0.0786974511989735,-0.254172141361627,0.116036056260955,-0.0152980553042259,0.217773503484002,-0.0143775979481103,0.263531449533037,0.225262952571869,0.329546833517388,0.399784345031398,-0.041208289838443,0.209398152938239,-0.0275016319137684,-0.0865785286630498,-0.135025119825687,-0.453270173126353,-0.0506772484951842,-0.283172276966352,0.174801466454479,0.466443672670305,0.569343548276795,0.413474285685924,0.314433648831937,0.526612561666162,1,-0.048938519303257,0.304948522161549,0.245204947470376,-0.0448025536298645,0.262762668903316,0.442872613299371,0.111654380587952,0.423036530351471,0.483181494528732,0.0248198066629245,0.0287081783154212,0.241503200555119,0.238341439524514,0.153652570140519,-0.0474915641060303,-0.445475050434451,-0.515592285410292,0.086237838389475,-0.106167261350346,0.224933569268548,-0.0964145396546377,-0.332306173644414,-0.133649685430563,-0.418840487247027,-0.297251837114499,-0.275894637554258,-0.00338128016759802,-0.205906504420839
"Brown.Thrasher",0.335632661640349,0.380929811050675,-0.080040220983224,0.323642012274023,0.136130336851128,-0.0267589856422016,-0.276891730201623,-0.25146624461707,-0.126929591497891,-0.144530727098052,-0.151596691356449,-0.393754275363367,-0.315017251632844,-0.291133447311504,-0.321264614720859,0.0222112923001518,-0.568721190834719,-0.223568400042012,0.00680194284143124,0.124234240074949,0.148771703758284,0.0658203786690588,-0.000140258186378611,0.0206578088852726,0.227038264741787,-0.0217541043970415,0.287115757269023,0.257817269186638,-0.048938519303257,1,0.438566446174817,0.291039780160004,0.105499139689699,0.191171471028531,0.179619867056228,0.0652485841737802,-0.0372784588830638,-0.0229954254152226,-0.0512914428966684,0.31460248215561,0.155160015648781,-0.154090376087086,-0.0963537839993337,-0.231140073411717,0.193613105256612,0.143403647997963,0.327415595477219,0.254159825627062,0.205526759794167,0.168409406186451,0.362240275139047,0.214142386933896,0.0591026921472247,-0.0359485159737691,-0.276209664550005,0.192702406470625,0.113402361702111
"Golden.crowned.Kinglet",0.13056928908828,0.0857288314737714,-0.240064483605909,0.0927535126248313,0.207366833958895,0.15170941407601,0.159150554297385,-0.00585656741802537,0.0943133945565801,-0.123584638860723,0.0555015627597498,-0.161590559112826,-0.108915203481469,-0.0241188045116563,-0.227471655794308,-0.0370364663304233,-0.132337160160449,-0.0428741002603586,0.00102574067959718,-0.134295051884706,0.0405737869413885,0.23391599820018,-0.23936117677449,-0.0607142050766776,0.361448880703614,0.201307339462144,0.504882212007814,0.301732980987667,0.304948522161549,0.438566446174817,1,0.428428654786855,0.43688028933858,0.637100049223338,0.0707047220084258,0.185718785863482,0.234385869646249,0.0413629933726638,0.26944320242307,0.247486818703213,0.291268503254523,-0.0975672649285741,-0.0263657035659702,-0.271253365383037,-0.0212800557876057,-0.144197200002054,0.0983979746632519,-0.136941074093695,0.141043553765193,-0.114399082797062,-0.216953754246546,0.0334161532144275,-0.179830750150645,0.0393258376539218,-0.0834314435313917,0.32338379282335,0.0275821899635291
"Downy.Woodpecker",-0.00215948160409484,0.323273067771865,0.0760918595683834,0.339777351761625,0.259443658761707,0.3438699446114,-0.042719492178082,0.128457107869559,0.121956146232613,0.04512973235161,0.263786655320714,0.0574124117871343,0.216542050399568,0.39443179720819,-0.0258161048416298,0.0068068038805519,-0.145766132018884,0.0830993511920348,-0.0616139825234072,-0.237243395130524,0.0606208088701675,-0.0700276484105169,-0.20850738697642,0.0816198429829796,0.215360062102018,0.385503105646385,0.337790384449977,0.498938813085853,0.245204947470376,0.291039780160004,0.428428654786855,1,0.504047899800661,0.390817669566567,0.11368771184693,0.420953661699882,0.179277771958958,0.416776310496074,0.0918464212449814,0.141696900011591,0.135690541325798,-0.218573263895809,-0.0373399895962898,-0.409997762812625,-0.476819382703475,-0.316836236325892,-0.175682774468389,0.0970190557532765,0.227145591914457,0.0465670055817831,0.110104233460343,0.0999813723953107,0.112265652359087,0.0438425372206377,-0.171671538233496,0.299469143638068,-0.0267982154443318
"Pine.Warbler",0.221031877521788,0.317680957034861,0.111826891567468,0.121780534850115,0.455679821629243,0.169355110137318,0.00833636619218853,-0.0591038448288286,-0.0181132239458247,0.183639334006739,0.164322187964965,-0.0117944681712103,-0.131713072485357,0.213425244698889,-0.0696591696871749,0.0254202417330329,-0.235717958427663,-0.000956119129459249,-0.212195412537007,-0.0536972671924036,-0.223458856043505,0.316775145229191,-0.120717767949908,-0.258384657913856,0.115403056977531,0.0786084435908101,0.152392422926171,-0.0647192799267957,-0.0448025536298645,0.105499139689699,0.43688028933858,0.504047899800661,1,0.801268129323251,-0.237074687648529,0.160643017268876,-0.287584572875354,-0.144061046358452,0.150173427533665,0.215482632906397,-0.113209375211603,-0.353421332704921,-0.0443098144125179,-0.16804780383908,0.0470337433829957,-0.176544800939781,-0.307757613356929,-0.106162243006387,-0.0762825905108439,0.0723486050642269,-0.0685883352801814,0.262653348590098,0.204503136262804,0.138271172458731,-0.0163187295372971,0.0723701120124266,-0.12704665651035
"Ruby.crowned.Kinglet",0.176497176080879,0.124025992933682,-0.0663089253009748,0.0331338067939804,0.364359568060741,-0.129354540834424,-0.111760340780611,-0.189514254626919,-0.132654823706126,0.0500246658098469,0.0425905169277254,-0.0323981155870605,-0.139376490326376,0.24256749126226,-0.100775890344564,0.162810525361231,-0.145302964760848,-0.0889170101598553,-0.145536011480695,-0.00418122532588563,-0.127339891539036,0.205468837006318,0.0118549444501575,-0.0981052291734378,0.426332485360527,0.130937658670067,0.117151653717879,0.137209784359916,0.262762668903316,0.191171471028531,0.637100049223338,0.390817669566567,0.801268129323251,1,-0.0627250852557062,0.124017498818726,-0.0567165467195623,-0.112985156557145,0.14025933498525,0.103989639092349,0.0827506924384549,-0.267654004884129,0.122594588706531,0.0313919202901769,0.167082619706865,-0.0763358948657527,-0.0939869396813245,-0.0115273893667847,0.195569348535542,-0.172021282398706,-0.136290721903189,0.323196930948537,-0.0170214793081326,-0.0649340813590205,-0.172539760107028,0.102802789122181,-0.116609353710532
"White.breasted.Nuthatch",-0.251288419784611,-0.0889284017693041,-0.256025354518955,0.12618065739889,-0.246604167485735,-0.401579811852582,-0.264079278214525,-0.318467287413679,-0.355585418091039,0.0217695462105748,-0.087350869363187,0.0604367174529537,0.255153346807727,-0.0372231699521101,-0.52712660227465,-0.112722392765976,-0.217214248721786,-0.119663017844546,-0.264154204428012,-0.174394628550836,-0.0428188368210161,-0.317803494435986,0.423408761289808,0.351401172080899,0.447121796664465,0.548588757154227,0.318446779177574,0.273148354339696,0.442872613299371,0.179619867056228,0.0707047220084258,0.11368771184693,-0.237074687648529,-0.0627250852557062,1,0.374579955878181,0.493210431414606,0.628817792668237,0.198990134643069,0.187478734767867,0.298796362997689,0.0859589334990682,0.297583158530267,-0.0894537149961996,0.074550343747309,-0.160632847379597,0.0371048792400239,0.391886858009183,0.32864790413492,0.0971033937693103,0.246515618067645,-0.318985586270898,-0.223024706193014,-0.543270028619911,-0.0727827504333236,-0.105199363394337,0.13355372775895
"Red.headed.Woodpecker",-0.158344908975163,-0.0564987685661247,-0.275684921053705,-0.101634801883292,-0.265375459311351,-0.206802471887343,-0.0205234614210352,0.0500094076207415,0.00862956808323629,-0.0735440319969077,-0.209907118904906,-0.0751733182737772,-0.119754844803114,0.32839280248645,-0.331376305312362,-0.221272696807224,-0.0729289357330647,-0.293460078702931,-0.221685981771892,-0.109249709004427,0.021866705237169,-0.011282499785686,-0.170404077925888,-0.197654898368109,-0.0303770110878883,0.102946626264402,0.120743718220222,-0.116954305611493,0.111654380587952,0.0652485841737802,0.185718785863482,0.420953661699882,0.160643017268876,0.124017498818726,0.374579955878181,1,0.504448498249511,0.661114658836543,-0.11820080022892,0.0749820533842101,-0.124118611479094,-0.113747150042245,0.275361375679103,-0.120240842832761,-0.0245573613682325,-0.169727416487656,-0.484097130681958,0.164984583827352,0.141353353821501,-0.145997332807787,0.362379357252685,0.0236342734651037,0.287652972888185,0.0574089059871849,0.103172596513056,-0.0730913263759473,0.2547880002106
"Blue.Jay",-0.191566599540794,-0.0876025243794802,-0.3400004932709,-0.189162743339225,-0.2175720518828,-0.0211588457908634,0.201720748401175,0.206600308768293,0.0953551809376424,-0.112029267510501,-0.106677405159545,0.136331375800594,0.0581115043063665,0.0413235611509247,-0.333273978794901,-0.10334527190548,0.146695447654363,-0.212568676783436,0.0978693835710029,-0.242253846430342,0.0358510070398981,-0.452411717063646,-0.109628502033868,-0.134690570695915,-0.0240539722479109,0.375848505392075,0.172515218100281,0.36609941024825,0.423036530351471,-0.0372784588830638,0.234385869646249,0.179277771958958,-0.287584572875354,-0.0567165467195623,0.493210431414606,0.504448498249511,1,0.691112586116584,0.243665943294493,0.133495576844868,0.414626332424438,0.265199298420499,0.557543171878567,0.0942336811374992,-0.0935426745184044,-0.277787420139085,-0.150495748363445,0.0203611532647452,0.241193770162351,-0.215214907001085,0.0340986617503597,-0.0328048193619493,0.0943865513747022,-0.19401808001226,0.190520376927283,0.468593880603328,0.576455699648138
"Red.bellied.Woodpecker",-0.302584341079763,-0.157610863326777,-0.246988972350169,0.0409979979684983,-0.0941837254381373,-0.171057608810107,-0.0881107921577887,-0.0262511677691143,0.0257866012621092,-0.0695509351910056,-0.161047806859468,0.0350232656615794,0.229723594007611,0.32362986978494,-0.211141471217445,-0.0494515708883107,0.0734085799350238,-0.000272616606439248,-0.351285145238545,-0.492873138016387,-0.145286073261632,-0.44220869313258,-0.0244126048947596,0.134187833795069,0.0819160613845169,0.516791647105878,0.252396234516871,0.416961721064464,0.483181494528732,-0.0229954254152226,0.0413629933726638,0.416776310496074,-0.144061046358452,-0.112985156557145,0.628817792668237,0.661114658836543,0.691112586116584,1,0.0827353922241933,0.198805184287346,0.115187125955615,0.299608102979513,0.437835308739781,-0.198605501201066,-0.240407458556698,-0.363166805093609,-0.246420882298406,0.257366723199733,0.440469277054554,0.147786805531687,0.236407884420014,-0.133362659391507,0.103523427934722,-0.162954875386855,0.0157620078637285,0.0992832768574889,0.310007830442869
"American.Crow",0.0274631795852597,0.171438643670055,0.24676190117519,0.279201628347058,0.333281461903441,0.207191537195267,0.0775364332351463,0.126030188616859,-0.05823622640397,0.346626347202895,0.142626057544373,0.244910186987169,0.0940035043372755,-0.298932728992081,-0.258320855147025,0.00671157397617944,0.0758886247520242,0.108700557266572,0.191476355348126,0.150591315138957,-0.00472221669433128,-0.304388571526133,0.210135476291475,0.0247987938833065,0.19014981780432,0.312724105676333,-0.0124510196468015,0.266241870171729,0.0248198066629245,-0.0512914428966684,0.26944320242307,0.0918464212449814,0.150173427533665,0.14025933498525,0.198990134643069,-0.11820080022892,0.243665943294493,0.0827353922241933,1,0.546553846493159,0.501979046095214,0.18189382775452,0.268179881546531,0.104453847336731,0.229336724512607,0.274235831536611,-0.0759429140703501,0.177804142647354,0.170006994418417,0.17598631046287,0.0695366601133679,0.0849066802643942,0.152100228891626,-0.228940188815335,0.371052386974623,0.319969645514941,0.264276139561541
"Ring.billed.Gull",0.067411974056362,0.314686948401396,0.117293207386222,0.274459250883281,0.377296155829938,0.140649143381676,0.113575055243533,0.1455831961737,0.0964948229022923,0.25192270219121,0.238481529063817,0.105911261474118,-0.105467252747506,-0.112425806683696,-0.38055847403944,0.157977256621415,-0.135298150014403,-0.062049606363452,-0.017344717202254,-0.180092072487819,-0.0396096504685311,0.0183280561370109,0.348812432442951,0.0662916680797753,0.0559690978467704,0.256878705972907,0.182332658375987,0.0539368558083867,0.0287081783154212,0.31460248215561,0.247486818703213,0.141696900011591,0.215482632906397,0.103989639092349,0.187478734767867,0.0749820533842101,0.133495576844868,0.198805184287346,0.546553846493159,1,0.569757394254088,0.153475696374575,0.141607968809573,-0.307440466838628,0.0294443703974378,0.059472887417578,-0.364367933070899,-0.0270319754297867,0.0757662578901048,0.375949641224072,0.441242316240353,0.0849551558314177,0.258366946154269,-0.0883203023391387,0.0506800223532675,0.245844046782491,0.0477110505018854
"White.throated.Sparrow",0.0187870412411246,0.213892364526134,0.174666760478249,0.219177649161047,0.17454689519965,0.29013273904356,0.301202712277672,0.34505667005878,0.18494531083666,0.28510285439408,0.453776679449991,0.529347236201538,0.160127583078407,0.0164561675378771,-0.211798379558021,0.308678552933382,0.230315648161226,-0.0488513987337843,0.424062561365913,-0.0731274601518258,0.271988972655232,-0.0692264104575102,0.340985363379244,0.209544644232022,0.223961649258148,0.349830907177084,0.118581233800129,0.365754678271465,0.241503200555119,0.155160015648781,0.291268503254523,0.135690541325798,-0.113209375211603,0.0827506924384549,0.298796362997689,-0.124118611479094,0.414626332424438,0.115187125955615,0.501979046095214,0.569757394254088,1,0.173963756856229,0.119622533783079,-0.214567342145651,-0.10056159427589,-0.0566277054006554,-0.0568067720194135,-0.0245756054610854,0.0121315276875535,-0.119285546405764,0.118136094300815,-0.042205850532931,-0.128350720681487,-0.397989659934427,0.0392148357620261,0.525192945192357,0.0112604430071753
"American.Robin",0.0369821189298959,-0.138549812480807,-0.0637248692269881,0.201557604704131,0.267979936661462,-0.0245919284853701,0.348080421203558,0.225451565369244,0.227010085710717,0.371076590671297,0.0236679145986713,0.236757104347682,0.0530781726435694,-0.0817055915532827,0.374899252775858,0.477423418149751,0.201884619551315,0.314374261483791,0.174891796602198,-0.23984300975442,0.125873972898949,-0.302003108803863,-0.0414120637116933,0.145001304069586,-0.151687595519389,0.072734294818059,-0.0750631327179562,0.158662022817376,0.238341439524514,-0.154090376087086,-0.0975672649285741,-0.218573263895809,-0.353421332704921,-0.267654004884129,0.0859589334990682,-0.113747150042245,0.265199298420499,0.299608102979513,0.18189382775452,0.153475696374575,0.173963756856229,1,0.432429150025009,-0.010202603882238,0.0154621637500937,-0.201852569622958,0.0328355339931048,0.0797403316716561,0.0600988478845385,0.170973119532104,-0.0326438308329342,0.0487634046926229,-0.0940217555402745,-0.0845449336281461,0.0219892677834951,0.0779946262613837,0.0805691089833197
"Yellow.bellied.Sapsucker",0.225144661870732,0.0650403972417562,0.0965002234027752,0.16711478520344,0.354980710496065,-0.17199165607248,0.0227687050077984,0.0107257659877046,-0.113260089711932,0.159724124291525,-0.163272798648474,0.0142659944471082,0.000164467347641591,-0.0612873732294356,-0.0765591851982644,0.265322347799055,-0.126110183087159,-0.0628179801454135,-0.0658539196692719,-0.0622262162076769,-0.179104425986092,-0.572992163958907,-0.0597368719779396,-0.340410065929509,-0.152682173081004,0.237971420677022,-0.0233508947068039,0.19156283244203,0.153652570140519,-0.0963537839993337,-0.0263657035659702,-0.0373399895962898,-0.0443098144125179,0.122594588706531,0.297583158530267,0.275361375679103,0.557543171878567,0.437835308739781,0.268179881546531,0.141607968809573,0.119622533783079,0.432429150025009,1,0.249352971588317,0.275370097448282,-0.10665030161379,-0.281896437552163,0.234318370519187,0.217051904504806,0.193996495560491,0.245521711583057,0.515243320395716,0.298568578401199,-0.286087896089755,0.377274536169333,0.264283599121326,0.544339636567321
"American.Pipit",0.0174009447163646,-0.0942916868334934,-0.0637314852729528,-0.408415636824815,-0.245821185408785,-0.233628559874552,-0.15021010827814,0.0264618421264625,-0.0789550004309154,-0.144567333594231,-0.333323323008209,-0.078003966496696,-0.143596669659674,-0.297855036018971,-0.104599115720473,-0.135694591572019,-0.00442536404849592,-0.265214700048159,0.180486678360333,0.530457790567683,0.082641770224884,-0.41464993181614,0.140764372470177,-0.162532430656194,0.0339881424760832,-0.179444333233178,-0.319399277749888,-0.182038224343766,-0.0474915641060303,-0.231140073411717,-0.271253365383037,-0.409997762812625,-0.16804780383908,0.0313919202901769,-0.0894537149961996,-0.120240842832761,0.0942336811374992,-0.198605501201066,0.104453847336731,-0.307440466838628,-0.214567342145651,-0.010202603882238,0.249352971588317,1,0.366032093257042,0.340666532158158,0.0713086258811741,0.0644144604442835,0.0224190627303934,-0.203074799860627,-0.157148364388345,0.289901943714649,0.345864790035993,0.174108181340456,0.189199765326282,0.0729772682987512,0.369416267602285
"Hooded.Merganser",0.298559350687315,-0.0502863240198349,-0.02519052715013,-0.13174374394767,0.0315112610898803,-0.433898616509213,-0.385602923629014,-0.471513766978718,-0.495123832442712,-0.0332577823810657,-0.624320734238471,-0.290674678644342,-0.48066797861715,-0.468331635434402,-0.194709636749384,-0.0145647376720705,-0.0768469416451,-0.194005407479022,-0.0283564021460448,0.430772497538276,-0.0973381559526592,0.051965538968078,0.108977306746496,-0.300015903420496,-0.0339168314792089,-0.29455301090348,-0.381711679055819,-0.313417938236774,-0.445475050434451,0.193613105256612,-0.0212800557876057,-0.476819382703475,0.0470337433829957,0.167082619706865,0.074550343747309,-0.0245573613682325,-0.0935426745184044,-0.240407458556698,0.229336724512607,0.0294443703974378,-0.10056159427589,0.0154621637500937,0.275370097448282,0.366032093257042,1,0.547309393430718,0.152111026811942,0.378705296724415,0.197301755750343,-0.0982521956043309,0.254620469036869,0.23944327778511,0.195780857464526,-0.110754106605322,0.190716313022317,-0.0880519963500264,0.376040196249982
"Pied.billed.Grebe",-0.0565094625743001,-0.0796390724206917,0.256646624761506,-0.0231622623488669,-0.15044204658099,-0.272020674146895,-0.465359669282021,-0.247445004986682,-0.412642440223652,-0.111313418305529,-0.354038275780784,-0.334817668548488,-0.253430068844068,-0.408436978489785,-0.167130576246996,-0.21319123724996,0.00758077207237105,-0.139369907790664,0.18191520085552,0.522230576663128,0.0541147429450705,-0.0763731213693575,0.25916532994002,0.0219401266315862,0.0314005234725408,-0.313398261210136,-0.438020894606354,-0.154768948369099,-0.515592285410292,0.143403647997963,-0.144197200002054,-0.316836236325892,-0.176544800939781,-0.0763358948657527,-0.160632847379597,-0.169727416487656,-0.277787420139085,-0.363166805093609,0.274235831536611,0.059472887417578,-0.0566277054006554,-0.201852569622958,-0.10665030161379,0.340666532158158,0.547309393430718,1,0.138446998120677,0.319514551141387,0.276338317117092,0.0649468935932851,0.500149884864614,0.238226477300085,0.324970035690622,0.128739984634716,0.187731551360327,-0.204384532879267,0.103532912289497
"Northern.Cardinal",0.128930711838211,-0.145038916881969,-0.108327458747865,0.131531116800103,-0.0851603637721058,-0.134994014464589,-0.33143763207529,-0.326904856553702,-0.276537544743266,-0.231203462739642,-0.178938719762204,-0.250269687846196,0.10056596883089,-0.202043343640633,0.221628561751619,0.0592260871315287,-0.0754880925888632,0.310566612710858,0.112838520379683,0.176899210235746,0.146574346732699,0.00852226855099051,-0.0236024054379892,0.27700681583305,0.351165680236657,-0.0385895290306755,0.0156100874265292,0.381035687981175,0.086237838389475,0.327415595477219,0.0983979746632519,-0.175682774468389,-0.307757613356929,-0.0939869396813245,0.0371048792400239,-0.484097130681958,-0.150495748363445,-0.246420882298406,-0.0759429140703501,-0.364367933070899,-0.0568067720194135,0.0328355339931048,-0.281896437552163,0.0713086258811741,0.152111026811942,0.138446998120677,1,0.240640704641806,0.277018325409632,-0.104829079238633,-0.339140891566069,-0.189934167733507,-0.493292716776104,-0.221889309038529,-0.421314609948129,-0.0584936400259565,-0.104750099081802
"Eastern.Towhee",0.317694774511068,0.231988494626378,0.308021565539275,0.385613796522819,0.0347122257040095,-0.240126314120559,-0.597057766591608,-0.259497299352914,-0.383431390096003,0.0221182464959961,-0.275227833428201,0.0797450240400419,0.0785765127198681,0.107895103981007,0.0674794607058676,0.276674548799385,0.0227465066678692,0.137372227905169,-0.177468244221998,0.395254198336845,0.362528365456629,-0.197589476365448,0.24047562003634,0.294053340685859,0.327142207725974,0.0808667403567958,-0.291062151642036,0.110857303221128,-0.106167261350346,0.254159825627062,-0.136941074093695,0.0970190557532765,-0.106162243006387,-0.0115273893667847,0.391886858009183,0.164984583827352,0.0203611532647452,0.257366723199733,0.177804142647354,-0.0270319754297867,-0.0245756054610854,0.0797403316716561,0.234318370519187,0.0644144604442835,0.378705296724415,0.319514551141387,0.240640704641806,1,0.428208607718532,0.00500221670049999,0.383794238513793,0.106554540732272,0.00807270085135325,-0.443280570138604,-0.0796712882699223,-0.25766548043588,0.0889188991200451
"Yellow.rumped.Warbler",-0.205973338223315,-0.235317677322739,-0.175582742791623,-0.0118229115191252,0.112646625673162,-0.437101251749012,-0.635533859787635,-0.603894469725626,-0.573048495264727,-0.307092659247407,-0.50545888572604,-0.345363836542996,0.0928955301736898,0.0682589380259168,-0.0554008786499129,-0.029329182480825,0.1465265223577,0.258678942672517,-0.341262061921691,-0.20886427067782,-0.267910084610409,-0.204816905560641,0.197463597994914,0.294443507962724,0.430904882450064,0.429579150589461,0.0140105093686605,0.516687147262615,0.224933569268548,0.205526759794167,0.141043553765193,0.227145591914457,-0.0762825905108439,0.195569348535542,0.32864790413492,0.141353353821501,0.241193770162351,0.440469277054554,0.170006994418417,0.0757662578901048,0.0121315276875535,0.0600988478845385,0.217051904504806,0.0224190627303934,0.197301755750343,0.276338317117092,0.277018325409632,0.428208607718532,1,0.00936430298269181,0.201807508115602,-0.0832678430992996,-0.107372799293811,-0.157910655375138,-0.350731283468036,-0.0494328419356112,0.155466670926201
"Ruddy.Duck",0.087461932783357,0.203901908971029,0.348520913261527,0.511415782780775,0.420691586199086,0.102844226636031,-0.0756306885070822,-0.118062927315759,-0.0366271921089897,0.215579029906259,0.127231698338218,-0.288881531864181,0.238841273998323,-0.234717496560585,-0.248950307640976,-0.146316666424709,-0.512397589090048,0.144143848700969,-0.286085227726598,-0.177441101267291,-0.368356573581048,-0.376918111338582,0.0876927308363338,-0.0106198330637673,-0.195803774731918,0.291077620657182,0.348195256487781,0.215257626967478,-0.0964145396546377,0.168409406186451,-0.114399082797062,0.0465670055817831,0.0723486050642269,-0.172021282398706,0.0971033937693103,-0.145997332807787,-0.215214907001085,0.147786805531687,0.17598631046287,0.375949641224072,-0.119285546405764,0.170973119532104,0.193996495560491,-0.203074799860627,-0.0982521956043309,0.0649468935932851,-0.104829079238633,0.00500221670049999,0.00936430298269181,1,0.340366605422989,0.256192309293996,0.254810777506612,0.143228136067876,0.197463698091189,-0.0681397450821581,0.00486027639915793
"Horned.Grebe",-0.0436313080753688,0.171531015498007,0.235105758618583,0.262283858947944,-0.0146360772461971,-0.255159511991054,-0.350794488183104,-0.110136856817961,-0.295801725210262,0.0923969345413187,-0.126768816624821,-0.217623181738491,-0.209830334572003,-0.124898972410633,-0.320851402539523,-0.00475440075784447,-0.299424795353843,-0.284114195167623,-0.000698236664176639,0.077670339435871,0.00649547212453512,-0.204093513735826,0.276145205770797,-0.0164388392745115,-0.144622350406628,-0.0609372978029567,-0.187288562585921,-0.0725349079522297,-0.332306173644414,0.362240275139047,-0.216953754246546,0.110104233460343,-0.0685883352801814,-0.136290721903189,0.246515618067645,0.362379357252685,0.0340986617503597,0.236407884420014,0.0695366601133679,0.441242316240353,0.118136094300815,-0.0326438308329342,0.245521711583057,-0.157148364388345,0.254620469036869,0.500149884864614,-0.339140891566069,0.383794238513793,0.201807508115602,0.340366605422989,1,0.342392896021013,0.526950104755357,-0.0575886320385305,0.155003433724297,-0.114902298265219,0.165364064292864
