"","Brown.headed.Nuthatch","Tufted.Titmouse","Eastern.Wood.Pewee","Yellow.throated.Warbler","Acadian.Flycatcher","White.eyed.Vireo","Fish.Crow","Chipping.Sparrow","Great.Crested.Flycatcher","Summer.Tanager","Eastern.Phoebe","N..Rough.winged.Swallow","Black.and.white.Warbler","Gray.Catbird","Northern.Parula","Black.throated.Blue.Warbler","Yellow.rumped..Myrtle..Warbler","American.Redstart","Common.Yellowthroat","Black.thr.Blue.Warbler","Yellow.rumped.Warbler","Ring.billed.Gull","White.throated.Sparrow","Purple.Martin","Bobolink","Cedar.Waxwing","Downy.Woodpecker","White.breasted.Nuthatch","Hooded.Warbler","Ovenbird","Red.eyed.Vireo","Blue.Jay","Red.bellied.Woodpecker","Ruby.throated.Hummingbird","Eastern.Kingbird","Red.winged.Blackbird","Blue.gray.Gnatcatcher","Scarlet.Tanager","American.Goldfinch","Eastern.Towhee","Wood.Thrush","Brown.headed.Cowbird","Orchard.Oriole","Prothonotary.Warbler","Carolina.Wren","Northern.Cardinal","Prairie.Warbler","Blue.Grosbeak","Yellow.breasted.Chat","American.Crow","Carolina.Chickadee","Pine.Warbler","American.Robin","Northern.Mockingbird","Eastern.Bluebird","European.Starling","House.Finch","Indigo.Bunting","Brown.Thrasher","House.Sparrow","Mourning.Dove","Cliff.Swallow","Barn.Swallow","Chimney.Swift","Common.Grackle"
"Purple.Martin",0.0622754500132149,0.120916711192075,-0.303745514960574,-0.294097523551419,-0.251453985631201,-0.511038917264733,-0.0701454244654344,-0.0757783099555251,-0.0167578669170904,-0.155490933971947,0.299931618087516,-0.0608755165559611,-0.00804519188925696,0.0150478804969792,0.0439541651716596,0.152635190321107,0.136332535066712,0.271887840797692,-0.0169346561751625,0.0900994336870316,0.126989576895657,0.278481012658228,0.257954156688334,1,0.188569484006569,0.238925948423379,0.0556035219506523,0.256805435640329,0.0246533218214716,0.181149503934314,0.00307797555620028,0.358645464455137,0.202462392141174,0.193421507975864,0.125406332032106,0.284541740306515,0.243844063507867,0.426128615891728,0.346443248714543,0.462630415522721,0.435362542560329,0.437414526264462,0.228767244024778,0.416538416608614,0.144322853857391,0.263337908697135,0.0504704883348857,0.137506415556476,0.0615805679096818,0.375855015140457,0.27770179462607,0.0513347052649463,0.504874301893927,0.548999494945632,0.359439145507388,0.421727978798282,0.250042760626328,0.243844063507867,0.380838328926968,0.342514975072682,0.196340006292083,0.186046522508106,0.425346337672831,0.319083465992763,0.52359784183807
"Bobolink",-0.0636659259709141,0.145765630833761,-0.0711719512052166,-0.30189971347498,-0.0737508598973061,-0.265365523491827,-0.441040567814639,-0.247433279377041,-0.305508111199928,-0.340006864538161,-0.116318877724497,-0.222374325061538,0.0946917863747765,0.0800547570221537,-0.117023112077808,0.230058199246833,0.195414111375229,0.207663408172852,0.164099941163612,-0.158670405995193,0.0258517380950102,-0.120294326004191,-0.013689254737319,0.188569484006569,1,0.619503931043484,0.308155818780545,0.175201256212382,-0.103784908372144,-0.00427789210541219,0.123845393341964,0.22771602657246,0.112213505569515,0.462553888975514,0.39551600784619,0.45090670835555,0.260691131841372,0.351693547943479,0.362299092677183,0.366467114138399,0.380773267374603,0.0167636029661775,-0.00736553787140042,-0.0143860269030695,0.133424595036923,0.125213850726958,-0.0236180047956617,0.228913631520625,0.154688578531705,0.294218337773727,0.292507766042485,0.151318041766518,0.485201090427871,0.403079608268006,0.28429702173252,0.33681328578161,0.246535532900762,0.276428391768804,0.238918367353215,0.344514809084543,0.23147992783812,0.150530312349349,0.446877732086601,0.566541357387549,0.437564248851857
"Cedar.Waxwing",0.126582285888746,0.0919972640218878,-0.0400136798905609,-0.127095457318024,0.00171027880045368,-0.273785142845907,-0.207834428857873,-0.0667008732176936,-0.0222260218669832,-0.130152216714525,0.245170118132722,-0.0957428634270046,0.189799829888949,0.224311851457554,0.12140902872777,0.419161731857646,0.346502484971916,0.278338181534221,0.242175478144241,0.0989896705950612,0.0177960342849839,-0.119719516031758,0.0723447932591908,0.238925948423379,0.619503931043484,1,0.336995807266552,0.0756590607867105,-0.100992863946061,0.0316401578083931,0.149085315907764,0.289329685362517,0.242434607749094,0.135149221907632,0.362641143356947,0.474269112761626,0.20106001319671,0.359377676649221,0.33646777718633,0.259917920656635,0.31731920450093,0.144640111534368,0.295497558544973,0.0279014183444204,0.315951449309115,0.209950421943503,0.0260006857501207,0.24452804377565,0.0861980515428656,0.333390328004748,0.311848183733672,0.212147162246319,0.455882352941177,0.366279069767442,0.413404006725888,0.329285000453832,0.338577291381669,0.360745431841035,0.309613428998148,0.316455714721864,0.203146374829001,0.0184646950894937,0.459302325581395,0.545392382735973,0.396990944424115
"Downy.Woodpecker",0.481464707831284,0.570696565666269,0.396364722395996,0.33745440841223,0.409475319056347,0.301855534718423,0.10161394190236,0.177450745978316,0.434725758260971,0.375495388975393,0.0892097057204833,0.0377425678048199,0.420059782851193,0.61417451246025,0.450929216647912,0.229700549040874,0.217608845164898,0.408649075050368,0.524114679127445,0.320674228225649,0.205701325706866,0.160804012554818,0.223787014270526,0.0556035219506523,0.308155818780545,0.336995807266552,1,0.71951427540158,0.441945626786408,0.58864222311956,0.452224585152296,0.523681875650467,0.71779501679712,0.297525362141694,0.443531124790031,0.308116598988438,0.480016839626754,0.452910813657838,0.337624424726752,0.35003637821984,0.380856820575909,0.265227317392052,0.412816696894399,0.325318700790306,0.391150248159042,0.592215200282901,0.42018738138003,0.33064710824982,0.173503582383054,0.540404948114466,0.665984764628685,0.581290029187145,0.391560301518468,0.266645358702761,0.328360339901933,0.141435621837069,0.251888923150356,0.327674111396391,0.392380863494587,0.309991180871051,0.447497487449678,0.0706815360708445,0.138813446068554,0.338653767485065,0.194888895573979
"White.breasted.Nuthatch",0.547089169424196,0.589524446491925,0.26395084102513,0.178424699386545,0.369971030945835,0.248030161865526,0.138013731003412,0.310563373501038,0.371042539072572,0.394453149143546,0.0800958986558873,-0.0910491839421625,0.354462914230504,0.35803551279512,0.442656857905958,-0.0160986491534349,-0.0148947152671391,0.29573870272943,0.372025474430957,0.122407010874965,0.0585817095013879,0.0424584986925345,0.0606060828111177,0.256805435640329,0.175201256212382,0.0756590607867105,0.71951427540158,1,0.502398903358465,0.606060828111177,0.472018137805421,0.514721257433571,0.692110714026514,0.279321053353309,0.265239788243531,0.254321592740702,0.373096280063749,0.385076435845612,0.229334410681387,0.348168619095405,0.326202527431883,0.369331088246592,0.31362468326897,0.366175462645648,0.395002850636299,0.602088400579939,0.565239858613231,0.412872521759153,0.281972368333082,0.349820548830414,0.582577861163762,0.454187420796908,0.376412386131168,0.361862566749108,0.432312478642674,0.313527470803037,0.277644788678833,0.423070644182379,0.361301454611911,0.2808219836794,0.44026041706656,0.186548140031874,0.080109593774164,0.170802792432854,0.232072732002956
"Hooded.Warbler",0.560616569857533,0.761383489545901,0.610578891009494,0.740924831329733,0.338640767797714,0.377869155438777,0.244520605301331,0.644581643457227,0.690056973035337,0.770416306920988,0.224884638533837,0.15094996285148,0.344526302811766,0.255006173071094,0.524135846445492,-0.0445281785095008,0.076356816197058,0.300188474876979,0.444787014529051,0.339448013350742,0.272696144813478,0.261599137105616,0.114021613424306,0.0246533218214716,-0.103784908372144,-0.100992863946061,0.441945626786408,0.502398903358465,1,0.815956470841207,0.724628279720143,0.656282441303728,0.789321120942206,0.42489721928146,0.4611302451516,0.289235189590704,0.582235570998566,0.519938760932875,0.534314947871112,0.454810236448619,0.461064852519146,0.519596470767679,0.517909176414659,0.526045236463331,0.461749432849539,0.673284754940728,0.679623447087523,0.56367712029556,0.599555090408289,0.544925942992191,0.585658472650527,0.595992543127164,0.344231609144966,0.405512024895288,0.467568365657872,0.35171241126676,0.526018764247876,0.573678316868663,0.563185063610699,0.417123385514035,0.648066072711507,0.409379037574535,0.235535899643696,0.432312478642674,0.327571688092667
"Ovenbird",0.617450821696958,0.709765702188278,0.352488460773504,0.534645003547518,0.141806363325351,0.253979153791314,0.180153980395372,0.499657885733835,0.579343399133698,0.63616147793363,0.2428180716558,0.0051299592603338,0.589695448052983,0.522913847270026,0.672481624338388,0.23921972653465,0.358877865206979,0.493502080844112,0.743243243243243,0.61305299080967,0.523019066028474,0.489223400615806,0.383852206637017,0.181149503934314,-0.00427789210541219,0.0316401578083931,0.58864222311956,0.606060828111177,0.815956470841207,1,0.767441905345937,0.767573125643612,0.861149161168034,0.322940250251996,0.607698896832251,0.417578683791172,0.708960369778132,0.651162828778371,0.612517135683856,0.654010613293488,0.632352978157147,0.479138194915177,0.373459101211109,0.599212683160769,0.58720933666621,0.773597856458338,0.708468787100887,0.473405171965579,0.438590489223401,0.564295518636718,0.694596483849197,0.66495554886527,0.452539770600044,0.45271079848009,0.516415898873603,0.32831480377846,0.430990257714328,0.511285939613269,0.59452524394484,0.440889655725425,0.614674200883053,0.391928887489503,0.212416627016347,0.406292773418437,0.441518493672729
"Red.eyed.Vireo",0.415939852936192,0.679774330331733,0.406565230766816,0.603386431397569,-0.00786593753251183,0.118391831170307,0.011629897203808,0.382010966252857,0.505641025641026,0.538987719619072,0.256068376068376,-0.205470085470085,0.30013705072673,0.266324786324786,0.54128911716053,0.128977108535692,0.379958982548724,0.385982905982906,0.621751062352457,0.264383949240217,0.254576654308407,0.22161424004642,0.207250354117486,0.00307797555620028,0.123845393341964,0.149085315907764,0.452224585152296,0.472018137805421,0.724628279720143,0.767441905345937,1,0.835698422198569,0.796923076923077,0.425416065746583,0.760390043648977,0.6,0.768205128205128,0.775042735042735,0.657435897435897,0.580954017723146,0.682735042735043,0.366837606837607,0.436837109347768,0.339551843874531,0.587692307692308,0.634871794871795,0.737814360841585,0.744058824347007,0.719220288298799,0.573333333333333,0.724444444444444,0.744098703090531,0.598050957620825,0.612412387134876,0.708717948717949,0.634171453407649,0.6004445292065,0.718974358974359,0.705319059830945,0.632119118606977,0.691742188260108,0.233504273504273,0.327577368439537,0.541880341880342,0.537777777777778
"Blue.Jay",0.425590172015134,0.700752393980848,0.342681258549932,0.454327772054741,-0.00957756128254062,-0.0429500442839516,-0.0294218286119787,0.344108094651281,0.511882380536521,0.434410815315235,0.269105833989474,-0.207214911559874,0.250898602900991,0.264318690818123,0.37859097127223,0.0533789634039125,0.308363267721799,0.476662684347301,0.573627509672165,0.371639420746164,0.296030185702137,0.360868826895727,0.294510009438124,0.358645464455137,0.22771602657246,0.289329685362517,0.523681875650467,0.514721257433571,0.656282441303728,0.767573125643612,0.835698422198569,1,0.870576179589835,0.455464868253983,0.757098915329173,0.657206369666796,0.823046686674286,0.840143626571965,0.787485051687113,0.751025991792066,0.793981888848231,0.480082072326837,0.542544474524344,0.522081754297437,0.618225346700087,0.72627800685342,0.676017829503139,0.688098495212038,0.62031812092455,0.70815525056188,0.830227401431311,0.747647660497108,0.789329685362517,0.799589603283174,0.797059338029813,0.709887143835533,0.687927496580027,0.758762192659011,0.786178629654966,0.694834115243358,0.759233926128591,0.244486240536815,0.426128590971272,0.639767490971163,0.683535657109222
"Red.bellied.Woodpecker",0.654010689814145,0.78816892928302,0.558386057058209,0.565418237585137,0.316005490436562,0.224807610054601,0.220283935272128,0.496922053684334,0.677948717948718,0.682284581624396,0.260854700854701,-0.0263247863247863,0.411704529104055,0.420854700854701,0.552915036290952,0.102976418220805,0.212038316093797,0.485811965811966,0.635430953713347,0.460959579892918,0.292215675778735,0.298563628951427,0.236662120543399,0.202462392141174,0.112213505569515,0.242434607749094,0.71779501679712,0.692110714026514,0.789321120942206,0.861149161168034,0.796923076923077,0.870576179589835,1,0.384998114250531,0.590388310993313,0.496068376068376,0.677264957264957,0.673846153846154,0.586324786324786,0.592579936853568,0.621196581196581,0.498119658119658,0.588155292993312,0.503166542838267,0.606837606837607,0.810598290598291,0.734051747040353,0.640109429769116,0.53419975764276,0.589059829059829,0.795555555555555,0.674307376455833,0.617883407902133,0.612412387134876,0.641709401709402,0.446040763346048,0.552915036290952,0.675213675213675,0.664272363817505,0.508636974766544,0.697555147825319,0.206153846153846,0.236963586981836,0.470769230769231,0.425641025641026
"Ruby.throated.Hummingbird",0.229095485979904,0.461117497307154,0.412813212670967,0.116175571798336,0.114099844386116,-0.110216033605831,0.0519191714673978,0.338701790317346,0.27333496011737,0.250642751256589,0.127761829729046,-0.0496661268383692,0.0732042099905979,0.225723983355071,0.0476191174782277,0.112082342864019,0.0633888024367314,0.247988109179168,0.289703959244629,0.013038257182775,0.21940361277677,-0.0197019250816868,-0.0409457399523751,0.193421507975864,0.462553888975514,0.135149221907632,0.297525362141694,0.279321053353309,0.42489721928146,0.322940250251996,0.425416065746583,0.455464868253983,0.384998114250531,1,0.476011413651587,0.639836723683267,0.478164917699058,0.573729396236334,0.542902145095277,0.591299257319575,0.515157619068326,0.494606118307622,0.455496544593326,0.427297768542938,0.45829846696371,0.515157619068326,0.260109908539636,0.551902145736869,0.410314004962086,0.487413093041375,0.444254941443896,0.332133915092459,0.600035138583567,0.607400685531638,0.356568538198223,0.49811561536543,0.377698395825511,0.399726689795703,0.453735861536862,0.541467266788703,0.643371961324544,0.286693435611828,0.430627558777929,0.57030414610955,0.437404441190327
"Eastern.Kingbird",0.185318275154004,0.45073557204979,0.18816285740219,0.31211498973306,-0.243284862414263,-0.0783978135637411,-0.289356605065024,0.122155690410537,0.230545609275488,0.24088965279837,0.150846607849392,-0.206601703267648,0.224961508870735,0.311612833902032,0.259835800358114,0.282046897849641,0.494952958484151,0.397810895530256,0.678186494099956,0.266061524200247,0.410818237015237,0.346278875897657,0.302651843608179,0.125406332032106,0.39551600784619,0.362641143356947,0.443531124790031,0.265239788243531,0.4611302451516,0.607698896832251,0.760390043648977,0.757098915329173,0.590388310993313,0.476011413651587,1,0.844535770476529,0.811356357865665,0.801778795462529,0.854455388679777,0.711597715266462,0.819565697068353,0.380366049724544,0.392533111890087,0.308390483296707,0.530870601773825,0.558235065782785,0.555441478439425,0.704755429542746,0.584260059876728,0.689242437225681,0.755601262447409,0.708540143869851,0.665925458060658,0.627608658007848,0.686505990824785,0.666666666666667,0.585015429377716,0.654694801414369,0.76694045174538,0.784394250513347,0.782928543936201,0.344792246512896,0.580910057943487,0.780913391655697,0.770993773452449
"Red.winged.Blackbird",0.178895183458576,0.328945123631351,0.149427254705718,0.019155124806272,-0.248632025484178,-0.325748622179574,-0.2052334800672,0.130642962496501,0.150769230769231,0.163132704478615,0.195897435897436,-0.245128205128205,0.15537311405922,0.344957264957265,0.0919815366495151,0.301402739044946,0.378248996128612,0.336068376068376,0.604651198151344,0.178424919111597,0.37912759808295,0.240424090667644,0.235636128691333,0.284541740306515,0.45090670835555,0.474269112761626,0.308116598988438,0.254321592740702,0.289235189590704,0.417578683791172,0.6,0.657206369666796,0.496068376068376,0.639836723683267,0.844535770476529,1,0.684102564102564,0.743589743589744,0.789401709401709,0.719439230894349,0.775726495726496,0.454358974358974,0.524820759114521,0.300188474876979,0.515897435897436,0.576068376068376,0.45835477215008,0.70815525056188,0.501710015660646,0.563760683760684,0.621196581196581,0.465617625244236,0.715335965318906,0.706787495370066,0.626666666666666,0.696083553227921,0.552915036290952,0.65059829059829,0.636223788208321,0.806567576664097,0.775175254960784,0.313504273504273,0.61856728549804,0.692307692307692,0.772991452991453
"Blue.gray.Gnatcatcher",0.2223362700728,0.481449827518652,0.126859294040781,0.378997826524096,-0.0372777039584256,-0.0732250054059127,-0.234992334676944,0.129958967928456,0.365470085470085,0.393638873909614,0.124786324786325,-0.274529914529914,0.226899503571063,0.382564102564103,0.39459737283844,0.200821121247881,0.437756523548485,0.419487179487179,0.640902910257703,0.313014157520154,0.408554469414298,0.510601945045225,0.347811237850632,0.243844063507867,0.260691131841372,0.20106001319671,0.480016839626754,0.373096280063749,0.582235570998566,0.708960369778132,0.768205128205128,0.823046686674286,0.677264957264957,0.478164917699058,0.811356357865665,0.684102564102564,1,0.818119658119658,0.86051282051282,0.819285359896796,0.883760683760684,0.38051282051282,0.334132459814594,0.435393090129439,0.48991452991453,0.581538461538462,0.597229426995553,0.549153709513462,0.63885092655357,0.68,0.68,0.671570461685845,0.694135759845783,0.616173713912365,0.567179487179487,0.570891130386929,0.637715858183441,0.66974358974359,0.755259206647297,0.770651717652337,0.813130461533632,0.333333333333333,0.41648145590747,0.598632478632479,0.74974358974359
"Scarlet.Tanager",0.170685844255888,0.480082072326837,0.0892460262658864,0.230203553475376,-0.254787976596579,-0.256287518920694,-0.151188663649504,0.190834484484417,0.256068376068376,0.238714104247533,0.182222222222222,-0.365470085470085,0.185831720119287,0.337435897435897,0.395623189232301,0.332193030207313,0.58276337197392,0.355213675213675,0.486662135163667,0.177055054089627,0.338066847388045,0.264705897833224,0.369357066744034,0.426128615891728,0.351693547943479,0.359377676649221,0.452910813657838,0.385076435845612,0.519938760932875,0.651162828778371,0.775042735042735,0.840143626571965,0.673846153846154,0.573729396236334,0.801778795462529,0.743589743589744,0.818119658119658,1,0.836581196581196,0.825440258259961,0.876923076923077,0.526153846153846,0.468333201871275,0.529865175723562,0.664957264957265,0.667008547008547,0.507610807366209,0.642161062556838,0.533173765790693,0.727179487179487,0.793504273504273,0.695518465923241,0.715335965318906,0.76525902982013,0.723076923076923,0.729947077439009,0.612754325932829,0.617094017094017,0.808619911464769,0.770309661852225,0.705419740178252,0.30051282051282,0.529663198030108,0.72034188034188,0.75042735042735
"American.Goldfinch",0.186078355260928,0.474269112761626,0.120020518081709,0.229861497675264,-0.209644335105641,-0.192301182421135,-0.29245770909576,0.14876881854968,0.274529914529914,0.243160068939822,0.162393162393162,-0.202735042735043,0.156742040174279,0.273846153846154,0.196956747621267,0.263085932265112,0.451094417625352,0.347008547008547,0.560533548512474,0.291438783424125,0.477331226828262,0.474692230222888,0.372777039584256,0.346443248714543,0.362299092677183,0.33646777718633,0.337624424726752,0.229334410681387,0.534314947871112,0.612517135683856,0.657435897435897,0.787485051687113,0.586324786324786,0.542902145095277,0.854455388679777,0.789401709401709,0.86051282051282,0.836581196581196,1,0.870576179589835,0.887179487179487,0.44957264957265,0.374187273132532,0.527811434732386,0.515897435897436,0.612307692307692,0.470326725154,0.552573097492998,0.542407692459294,0.765470085470085,0.726495726495726,0.61956908105607,0.713626271329138,0.714652087722998,0.653333333333333,0.624935946804625,0.710206883349602,0.675897435897436,0.734735858640577,0.730289133239121,0.769020356597619,0.439316239316239,0.623696367467344,0.811965811965812,0.855042735042735
"Eastern.Towhee",0.291481371830301,0.474179206566347,0.0978112175102599,0.0704755429542746,-0.108089620188673,-0.23545522284748,-0.160622657364233,0.180263385567818,0.213369809923039,0.255857708547871,0.0659941880050424,-0.259873486444727,0.198528226033526,0.352538900690149,0.20297537619699,0.215226717827314,0.368394053617723,0.34980339030652,0.531383623300959,0.290289777956105,0.48528416569437,0.461091164602313,0.325808111486426,0.462630415522721,0.366467114138399,0.259917920656635,0.35003637821984,0.348168619095405,0.454810236448619,0.654010613293488,0.580954017723146,0.751025991792066,0.592579936853568,0.591299257319575,0.711597715266462,0.719439230894349,0.819285359896796,0.825440258259961,0.870576179589835,1,0.928021897646037,0.434946150996964,0.290532651709628,0.534577481531441,0.578560446137471,0.694477698643737,0.523948029293551,0.46922024623803,0.514451863176468,0.692084127058062,0.711232699743463,0.579640794911716,0.767270861833105,0.733926128590971,0.565224833017281,0.572186143645749,0.609610123119015,0.623012489871437,0.702873800968724,0.671741400925817,0.731532147742818,0.471875541175951,0.465458276333789,0.671567799180847,0.819285359896796
"Wood.Thrush",0.149136328848832,0.456830234065993,0.0577876568541563,0.153583054250288,-0.210670326957708,-0.307613457289325,-0.317769838304048,0.0396716849465814,0.156239316239316,0.193228465472573,0.0331623931623932,-0.357264957264957,0.131416907045683,0.276581196581197,0.191143788056056,0.18029426047297,0.385088941809058,0.446837606837607,0.551299621843873,0.242123642633204,0.418819657088024,0.428864594163906,0.302667596359694,0.435362542560329,0.380773267374603,0.31731920450093,0.380856820575909,0.326202527431883,0.461064852519146,0.632352978157147,0.682735042735043,0.793981888848231,0.621196581196581,0.515157619068326,0.819565697068353,0.775726495726496,0.883760683760684,0.876923076923077,0.887179487179487,0.928021897646037,1,0.351111111111111,0.310852739253741,0.368988798081395,0.499487179487179,0.600683760683761,0.561313567983793,0.593947692045382,0.617305097660168,0.718974358974359,0.745641025641026,0.624358681903549,0.77962045933418,0.753291171891754,0.606153846153846,0.701556446029713,0.683193718311268,0.714188034188034,0.772361996652897,0.796305902660737,0.770730050587387,0.46051282051282,0.540263300766669,0.727863247863248,0.887179487179487
"Brown.headed.Cowbird",0.458012716349968,0.428107375037892,0.310138489743904,0.236360557877392,0.068741454088473,0.0153977815105891,0.351975418315248,0.633036972725191,0.52,0.538987719619072,0.567179487179487,0.286837606837607,0.0848734191336706,0.221880341880342,0.441784926956035,0.232979869795242,0.213064307945864,0.317606837606838,0.354993180815099,0.234589385012369,0.232335414348667,0.206908356833463,0.0974692259463423,0.437414526264462,0.0167636029661775,0.144640111534368,0.265227317392052,0.369331088246592,0.519596470767679,0.479138194915177,0.366837606837607,0.480082072326837,0.498119658119658,0.494606118307622,0.380366049724544,0.454358974358974,0.38051282051282,0.526153846153846,0.44957264957265,0.434946150996964,0.351111111111111,1,0.648751036217885,0.628102453134843,0.60957264957265,0.647863247863248,0.267145579887472,0.552573097492998,0.310875531176228,0.470769230769231,0.504273504273504,0.412247787229467,0.46127543843939,0.448281764117154,0.587008547008547,0.41388751813552,0.368951962991921,0.325128205128205,0.605096710398129,0.480246343357248,0.614464019922597,0.276581196581197,0.486578909487955,0.443418803418803,0.351111111111111
"Orchard.Oriole",0.519095925889553,0.581407710787212,0.557096787662422,0.421647696977921,0.148458982462188,0.0897721550812587,0.422504008304034,0.609760595787601,0.633002989956131,0.539212613348823,0.453954550936631,0.246148810047841,0.113262515218492,0.344745273599689,0.25303904491858,0.0633778840097246,0.107534303329013,0.224580833645875,0.317123455040336,0.207990410035546,0.102278581266243,0.0558219472695193,0.0750000395829737,0.228767244024778,-0.00736553787140042,0.295497558544973,0.412816696894399,0.31362468326897,0.517909176414659,0.373459101211109,0.436837109347768,0.542544474524344,0.588155292993312,0.455496544593326,0.392533111890087,0.524820759114521,0.334132459814594,0.468333201871275,0.374187273132532,0.290532651709628,0.310852739253741,0.648751036217885,1,0.399657246657507,0.475522527338597,0.62821010631125,0.512759222076318,0.702277511675248,0.498287934215647,0.554947456310919,0.58336240934843,0.501884324725657,0.464475594630655,0.519945588239329,0.585074153507317,0.456242674552876,0.491183369331128,0.540226456544497,0.507278829589197,0.548210510977386,0.583633358678918,0.150291137150212,0.391542825256288,0.366655598833433,0.25744632149649
"Prothonotary.Warbler",0.493493266441482,0.456008456868318,0.143101752981199,0.282363079931299,0.0926211604542788,-0.070572117878865,0.361472687528788,0.537408174983329,0.541845331505426,0.445814236271612,0.396029721131887,0.206058679448052,0.369367831358611,0.453534468884832,0.434269314968064,0.354170281375567,0.321349201797932,0.212904482751974,0.360554831639023,0.463055092959775,0.470195299945351,0.364663718609268,0.431946742747034,0.416538416608614,-0.0143860269030695,0.0279014183444204,0.325318700790306,0.366175462645648,0.526045236463331,0.599212683160769,0.339551843874531,0.522081754297437,0.503166542838267,0.427297768542938,0.308390483296707,0.300188474876979,0.435393090129439,0.529865175723562,0.527811434732386,0.534577481531441,0.368988798081395,0.628102453134843,0.399657246657507,1,0.608591913718665,0.616464587518176,0.31849322539249,0.216535547274183,0.0868002372464313,0.488105775569638,0.472360427970618,0.435006051592815,0.352105629045845,0.477576424422901,0.435050799964243,0.21061648775955,0.276275393913463,0.25363701241031,0.397260367156224,0.251712387810194,0.430845828054639,0.2895774797559,0.267716676629899,0.346055357013257,0.324833366771099
"Carolina.Wren",0.488455682559936,0.436997783784685,0.28688665148306,0.371472598921632,0.0772913861890293,0.0215568941148248,0.3078502201008,0.663474731003172,0.458461538461538,0.440492501820663,0.394871794871795,-0.065982905982906,0.33504466666074,0.392820512820513,0.420926660280867,0.284981250425017,0.439466509968596,0.452991452991453,0.534541754926782,0.426028021832682,0.514970248298591,0.172024633863194,0.353967188963032,0.144322853857391,0.133424595036923,0.315951449309115,0.391150248159042,0.395002850636299,0.461749432849539,0.58720933666621,0.587692307692308,0.618225346700087,0.606837606837607,0.45829846696371,0.530870601773825,0.515897435897436,0.48991452991453,0.664957264957265,0.515897435897436,0.578560446137471,0.499487179487179,0.60957264957265,0.475522527338597,0.608591913718665,1,0.718290598290598,0.517188369769345,0.548127893119601,0.370725055880123,0.403076923076923,0.70051282051282,0.718782241468141,0.495811257032702,0.571037792582492,0.713504273504273,0.530528545973713,0.427081558644031,0.489230769230769,0.651958355013473,0.478194008556577,0.584373405702682,0.271794871794872,0.352196961892195,0.504273504273504,0.413333333333333
"Northern.Cardinal",0.653326578213921,0.722516680075931,0.509146870152892,0.298272657697664,0.256155965732668,0.107784470574124,0.399521174530816,0.596785260618832,0.61982905982906,0.624145043340613,0.264957264957265,0.0242735042735043,0.325462183855325,0.546666666666667,0.402461965191373,0.205610722095361,0.264705897833224,0.308717948717949,0.530095790234493,0.363356697077552,0.421899213390142,0.356361169951188,0.273939824501825,0.263337908697135,0.125213850726958,0.209950421943503,0.592215200282901,0.602088400579939,0.673284754940728,0.773597856458338,0.634871794871795,0.72627800685342,0.810598290598291,0.515157619068326,0.558235065782785,0.576068376068376,0.581538461538462,0.667008547008547,0.612307692307692,0.694477698643737,0.600683760683761,0.647863247863248,0.62821010631125,0.616464587518176,0.718290598290598,1,0.580126636989953,0.558044118260255,0.442544485524796,0.569230769230769,0.80034188034188,0.640095941830981,0.593263814449475,0.56898615979477,0.623931623931624,0.44296226114504,0.587792793682217,0.604102564102564,0.674191982020753,0.607491100998913,0.705077801380298,0.361367521367521,0.242434607749094,0.511111111111111,0.439316239316239
"Prairie.Warbler",0.636036960985626,0.672767743784374,0.424050657727298,0.584360027378508,0.146792132174007,0.285861023256436,0.121834360027379,0.510179648185184,0.509321086366769,0.593327639136894,0.203181145266528,-0.026680352408736,0.347200867572185,0.279117532891392,0.371022943368499,-0.116378574355434,0.0983746806527434,0.30956049910136,0.585115491882404,0.333904643056202,0.289969205626588,0.21231822380879,0.165782722700014,0.0504704883348857,-0.0236180047956617,0.0260006857501207,0.42018738138003,0.565239858613231,0.679623447087523,0.708468787100887,0.737814360841585,0.676017829503139,0.734051747040353,0.260109908539636,0.555441478439425,0.45835477215008,0.597229426995553,0.507610807366209,0.470326725154,0.523948029293551,0.561313567983793,0.267145579887472,0.512759222076318,0.31849322539249,0.517188369769345,0.580126636989953,1,0.703386972398003,0.771086409916373,0.519240704570017,0.680348986422769,0.720862581154544,0.494013029252294,0.576291515079979,0.625278002604737,0.484770704996578,0.527882343584688,0.770651717652337,0.572724161533196,0.481006160164271,0.65309617232869,0.309902554901472,0.223058514593141,0.315375447703264,0.467248222952993
