"","Carolina.Wren","White.breasted.Nuthatch","Red.bellied.Woodpecker","Brown.headed.Nuthatch","Yellow.rumped.Warbler","Brown.Thrasher","Chipping.Sparrow","Tufted.Titmouse","Downy.Woodpecker","Red.headed.Woodpecker","Hermit.Thrush","Yellow.bellied.Sapsucker","Bufflehead","Horned.Grebe","Ruddy.Duck","Bonaparte.s.Gull","Eastern.Phoebe","Red.winged.Blackbird","Song.Sparrow","White.throated.Sparrow","Swamp.Sparrow","Golden.crowned.Kinglet","Pine.Warbler","Ruby.crowned.Kinglet","Eastern.Meadowlark","Brown.headed.Cowbird","Great.Blue.Heron..Blue.form.","American.Coot","Northern.Mockingbird","Ring.necked.Duck","House.Sparrow","Rock.Pigeon..Feral.Pigeon.","Yellow.rumped.Warbler..Myrtle.","American.Robin","Cedar.Waxwing","American.Goldfinch","Northern.Flicker..Yellow.shafted.","European.Starling","Mourning.Dove","American.Pipit","Rusty.Blackbird","Dark.eyed.Junco..Slate.colored.","Fox.Sparrow","Blue.Jay","Pine.Siskin","Common.Grackle","Eastern.Bluebird","House.Finch","Hooded.Merganser","Eastern.Towhee","Northern.Cardinal","Carolina.Chickadee","Field.Sparrow","Pied.billed.Grebe","American.Crow","Herring.Gull","Ring.billed.Gull"
"Ruddy.Duck",0.185641025641026,0.437948717948718,0.372307692307692,0.448205128205128,0.445385404796215,0.417435897435897,0.374358974358974,0.264273504273504,0.345641025641026,0.291623931623932,0.372307692307692,0.448205128205128,0.534358974358974,0.599316239316239,1,0.636923076923077,0.61025641025641,-0.014017094017094,-0.246537873324537,0.0297435897435897,-0.00923076923076923,-0.323760683760684,0.0201709401709402,-0.0311111111111111,-0.295726495726496,0.186324786324786,-0.0393162393162393,-0.534823044138631,-0.47965811965812,-0.130940170940171,-0.16991452991453,-0.377777777777778,-0.582222222222222,0.146666666666667,-0.269059829059829,-0.474188034188034,-0.439316239316239,-0.511111111111111,-0.356581196581197,-0.338119658119658,-0.186324786324786,-0.543931623931624,-0.348376068376068,-0.0427350427350427,-0.156776222688489,0.0488888888888889,0.0605128205128205,-0.24034188034188,-0.245128205128205,0.0912820512820513,0.120683760683761,-0.13982905982906,-0.375726495726496,0.16034188034188,-0.217094017094017,0.223931623931624,0.324444444444444
"Bonaparte.s.Gull",0.149401709401709,0.331965811965812,0.218461538461538,0.383247863247863,0.241509230984658,0.281367521367521,0.249230769230769,0.284102564102564,0.443418803418803,0.275897435897436,0.455042735042735,0.372307692307692,0.617094017094017,0.517264957264957,0.636923076923077,1,0.664273504273504,0.265641025641026,0.159001541048418,0.211623931623932,0.114529914529915,-0.394188034188034,-0.0618803418803419,0.014017094017094,-0.164444444444444,0.316239316239316,0.347008547008547,-0.435337038493857,-0.375042735042735,0.0611965811965812,0.0988034188034188,-0.29025641025641,-0.282735042735043,0.096068376068376,-0.0584615384615385,-0.175384615384615,-0.126153846153846,-0.264957264957265,-0.00239316239316239,-0.193846153846154,0.0147008547008547,-0.274529914529914,-0.335384615384615,-0.163760683760684,-0.0668957624163138,0.133675213675214,0.30051282051282,0.151452991452991,-0.273846153846154,0.180854700854701,-0.181538461538462,-0.0215384615384615,-0.181538461538462,0.332649572649573,-0.178119658119658,0.0482051282051282,0.0728205128205128
"Eastern.Phoebe",0.443418803418803,0.344273504273504,0.447521367521367,0.40034188034188,0.350389338145668,0.496752136752137,0.379145299145299,0.446837606837607,0.496752136752137,0.346324786324786,0.558290598290598,0.481709401709402,0.550769230769231,0.492649572649573,0.61025641025641,0.664273504273504,1,-0.134358974358974,0.0434262273401056,0.21982905982906,0.306666666666667,-0.0447863247863248,-0.0304273504273504,0.0646153846153846,-0.279316239316239,0.36,0.303931623931624,-0.320756604406428,-0.185641025641026,0.135726495726496,-0.0728205128205128,-0.330598290598291,-0.104273504273504,0.187692307692308,0.042051282051282,-0.205470085470085,-0.103589743589744,-0.198632478632479,-0.0803418803418803,-0.298461538461538,-0.15008547008547,-0.225982905982906,-0.285470085470085,-0.042051282051282,-0.0607207689625002,-0.0153846153846154,0.205470085470085,-0.00581196581196581,-0.186324786324786,0.29025641025641,-0.00170940170940171,0.132991452991453,0.0974358974358974,0.210940170940171,0.0543589743589744,0.158290598290598,0.345641025641026
"Red.winged.Blackbird",0.0728205128205128,0.230769230769231,0.179487179487179,0.0864957264957265,0.111437693570833,-0.15008547008547,0.0297435897435897,-0.0632478632478632,0.215726495726496,0.000341880341880342,-0.091965811965812,0.0926495726495726,0.0543589743589744,0.081025641025641,-0.014017094017094,0.265641025641026,-0.134358974358974,1,0.313899816521394,0.344957264957265,-0.0618803418803419,-0.107008547008547,0.0311111111111111,0.115897435897436,-0.0782905982905983,-0.00170940170940171,-0.193162393162393,-0.331734370546541,-0.491282051282051,0.052991452991453,-0.0276923076923077,-0.0461538461538461,-0.173333333333333,0.182905982905983,0.0933333333333333,-0.0133333333333333,-0.0406837606837607,-0.342222222222222,0.105641025641026,-0.117948717948718,-0.186324786324786,-0.0557264957264957,0.0523076923076923,0.156923076923077,0.00651804864569211,-0.0147008547008547,-0.0666666666666667,0.0878632478632479,-0.014017094017094,0.182222222222222,-0.140512820512821,0.042051282051282,-0.381880341880342,0.0297435897435897,0.00854700854700855,-0.148034188034188,-0.162393162393162
"Song.Sparrow",0.231150627416625,0.173704909360423,0.0909557202556544,0.271499405575149,0.0135209824999858,-0.0430842885421521,0.050606942097131,0.172337154168608,0.0574457180562028,-0.0892460262658864,-0.0820653115088611,-0.168575827391119,-0.0475294929155487,-0.298854509411436,-0.246537873324537,0.159001541048418,0.0434262273401056,0.313899816521394,1,0.455462478874179,0.207556850357828,0.0714652087722999,0.108052660153334,0.285176957493292,0.0762523519436501,-0.15626603066479,0.154214397877068,-0.0675934282199723,0.188066338874473,0.172337154168608,0.32689349084363,0.106342966163566,0.269447772787427,0.107368782557427,0.00615489836316458,0.269789711585381,0.454436662480318,0.184988889692891,0.275602671150592,0.0940331694372366,0.175072664552237,0.254402465677469,0.0930073530433759,0.0817233727109075,0.025733538662426,-0.173704909360423,0.35459053347787,0.348093696316752,-0.103607455779937,0.0834330667006754,-0.178492052531773,0.298170631815529,0.368610024193968,-0.154214397877068,-0.0396649005626162,0.144982050332321,-0.0482133705114559
"White.throated.Sparrow",0.305982905982906,0.312136752136752,0.0365811965811966,0.219145299145299,0.19912637047903,0.277264957264957,-0.0379487179487179,0.147350427350427,0.101538461538462,-0.266324786324786,0.0974358974358974,0.00512820512820513,0.2,0.15008547008547,0.0297435897435897,0.211623931623932,0.21982905982906,0.344957264957265,0.455462478874179,1,0.00854700854700855,0.0803418803418803,-0.101538461538462,0.146666666666667,0.0235897435897436,-0.241025641025641,-0.0386324786324786,-0.29674274097493,-0.0064957264957265,-0.119316239316239,-0.0953846153846154,0.00854700854700855,0.138461538461538,0.198632478632479,-0.0365811965811966,0.177435897435897,0.167863247863248,-0.0878632478632479,0.171282051282051,-0.292991452991453,0.0317948717948718,0.398974358974359,0.214358974358974,0.181538461538462,0.0627791001137714,-0.311452991452991,0.0700854700854701,0.238290598290598,0.042051282051282,0.0365811965811966,-0.0304273504273504,0.0611965811965812,0.078974358974359,0.0147008547008547,0.00170940170940171,0.065982905982906,0.208888888888889
"Swamp.Sparrow",0.096068376068376,-0.0762393162393162,-0.081025641025641,-0.250598290598291,-0.301429826871925,-0.185641025641026,-0.174700854700855,-0.137094017094017,0.0981196581196581,-0.00512820512820513,0.474188034188034,0.068034188034188,0.0276923076923077,0.0372649572649573,-0.00923076923076923,0.114529914529915,0.306666666666667,-0.0618803418803419,0.207556850357828,0.00854700854700855,1,0.143931623931624,0.068034188034188,0.375726495726496,-0.0495726495726496,0.291623931623932,0.115897435897436,-0.0854207427777545,-0.0393162393162393,0.245128205128205,0.121367521367521,0.297094017094017,0.321025641025641,0.262905982905983,-0.0331623931623932,0.23008547008547,0.291623931623932,0.34974358974359,0.00786324786324786,-0.151452991452991,-0.236923076923077,-0.0475213675213675,-0.323760683760684,-0.255384615384615,0.120412372349365,-0.0844444444444444,-0.182905982905983,-0.10974358974359,0.0564102564102564,-0.237606837606838,-0.264957264957265,0.0386324786324786,0.288888888888889,0.0728205128205128,-0.0488888888888889,-0.334017094017094,-0.182222222222222
"Golden.crowned.Kinglet",0.0441025641025641,-0.294358974358974,-0.225982905982906,-0.275897435897436,-0.272931006876762,-0.0297435897435897,-0.271111111111111,-0.101538461538462,-0.153504273504273,-0.0584615384615385,-0.0406837606837607,-0.28957264957265,-0.273162393162393,-0.358632478632479,-0.323760683760684,-0.394188034188034,-0.0447863247863248,-0.107008547008547,0.0714652087722999,0.0803418803418803,0.143931623931624,1,0.406495726495726,0.42974358974359,0.238974358974359,-0.0755555555555555,0.0297435897435897,0.354376013210524,0.457777777777778,0.271111111111111,0.119316239316239,0.215042735042735,0.429059829059829,0.0475213675213675,-0.014017094017094,0.398290598290598,0.382564102564103,0.429059829059829,0.444786324786325,-0.0584615384615385,0.0064957264957265,0.36957264957265,0.0652991452991453,0.27042735042735,0.058662437811229,-0.181538461538462,0.0160683760683761,0.317606837606838,0.23965811965812,0.0502564102564102,0.00239316239316239,0.227350427350427,0.318290598290598,0.00444444444444444,0.28,0.0208547008547009,0.00854700854700855
"Pine.Warbler",0.0290598290598291,-0.00991452991452991,0.0413675213675214,0.0386324786324786,-0.0719777889621446,0.158290598290598,0.0598290598290598,0.0488888888888889,0.303247863247863,0.317606837606838,0.151452991452991,-0.0454700854700855,0.105641025641026,-0.166495726495726,0.0201709401709402,-0.0618803418803419,-0.0304273504273504,0.0311111111111111,0.108052660153334,-0.101538461538462,0.068034188034188,0.406495726495726,1,0.647179487179487,0.177435897435897,0.0509401709401709,0.0482051282051282,-0.220584488377896,-0.125470085470085,0.174700854700855,-0.111794871794872,0.0112820512820513,-0.0803418803418803,-0.151452991452991,-0.189059829059829,-0.0413675213675214,-0.014017094017094,-0.104957264957265,0.0892307692307692,0.122735042735043,-0.15965811965812,-0.0646153846153846,-0.0741880341880342,0.119316239316239,0.0243569186233758,0.191794871794872,0.264273504273504,0.20957264957265,-0.065982905982906,-0.0393162393162393,-0.0064957264957265,-0.225982905982906,-0.042051282051282,-0.231452991452991,-0.0147008547008547,0.10974358974359,-0.0167521367521367
"Ruby.crowned.Kinglet",0.141196581196581,-0.0666666666666667,-0.168547008547009,-0.181538461538462,-0.0851310904983741,0.00786324786324786,-0.13025641025641,-0.0994871794871795,0.228034188034188,0.0317948717948718,0.288888888888889,0.014017094017094,0.331965811965812,0.0441025641025641,-0.0311111111111111,0.014017094017094,0.0646153846153846,0.115897435897436,0.285176957493292,0.146666666666667,0.375726495726496,0.42974358974359,0.647179487179487,1,0.0994871794871795,-0.18017094017094,0.0632478632478632,-0.21029283262154,-0.0871794871794872,0.485811965811966,0.0878632478632479,0.250598290598291,0.237606837606838,0.014017094017094,-0.117264957264957,0.0229059829059829,0.18974358974359,0.0741880341880342,0.18974358974359,-0.0379487179487179,-0.157606837606838,0.109059829059829,-0.130940170940171,-0.0953846153846154,-0.22675948183171,-0.091965811965812,-0.111794871794872,-0.0406837606837607,0.0892307692307692,-0.100854700854701,-0.248547008547009,-0.127521367521368,-0.0974358974358974,-0.0646153846153846,-0.352478632478632,-0.225299145299145,-0.412649572649573
"Eastern.Meadowlark",-0.617094017094017,-0.355897435897436,-0.52957264957265,-0.306666666666667,-0.298506870974986,-0.215042735042735,-0.474188034188034,-0.256752136752137,-0.328547008547008,-0.078974358974359,0.042051282051282,-0.297094017094017,-0.301196581196581,-0.250598290598291,-0.295726495726496,-0.164444444444444,-0.279316239316239,-0.0782905982905983,0.0762523519436501,0.0235897435897436,-0.0495726495726496,0.238974358974359,0.177435897435897,0.0994871794871795,1,0.218461538461538,0.255384615384615,0.213037274156568,0.296410256410256,0.141880341880342,0.189059829059829,0.452307692307692,0.340854700854701,-0.145299145299145,0.22051282051282,0.0707692307692308,0.262905982905983,0.178803418803419,0.189059829059829,-0.227350427350427,0.16034188034188,0.178119658119658,-0.223931623931624,-0.208888888888889,-0.12864569695445,-0.245128205128205,-0.0153846153846154,0.213675213675214,0.150769230769231,-0.385299145299145,-0.141880341880342,-0.243076923076923,0.0167521367521367,-0.225299145299145,-0.16034188034188,-0.133675213675214,-0.102905982905983
