"","Carolina.Wren","White.breasted.Nuthatch","Red.bellied.Woodpecker","Brown.headed.Nuthatch","Yellow.rumped.Warbler","Brown.Thrasher","Chipping.Sparrow","Tufted.Titmouse","Downy.Woodpecker","Red.headed.Woodpecker","Hermit.Thrush","Yellow.bellied.Sapsucker","Bufflehead","Horned.Grebe","Ruddy.Duck","Bonaparte.s.Gull","Eastern.Phoebe","Red.winged.Blackbird","Song.Sparrow","White.throated.Sparrow","Swamp.Sparrow","Golden.crowned.Kinglet","Pine.Warbler","Ruby.crowned.Kinglet","Eastern.Meadowlark","Brown.headed.Cowbird","Great.Blue.Heron..Blue.form.","American.Coot","Northern.Mockingbird","Ring.necked.Duck","House.Sparrow","Rock.Pigeon..Feral.Pigeon.","Yellow.rumped.Warbler..Myrtle.","American.Robin","Cedar.Waxwing","American.Goldfinch","Northern.Flicker..Yellow.shafted.","European.Starling","Mourning.Dove","American.Pipit","Rusty.Blackbird","Dark.eyed.Junco..Slate.colored.","Fox.Sparrow","Blue.Jay","Pine.Siskin","Common.Grackle","Eastern.Bluebird","House.Finch","Hooded.Merganser","Eastern.Towhee","Northern.Cardinal","Carolina.Chickadee","Field.Sparrow","Pied.billed.Grebe","American.Crow","Herring.Gull","Ring.billed.Gull"
"Brown.headed.Cowbird",-0.305982905982906,0.0796581196581197,0.0358974358974359,-0.16034188034188,-0.227625190474193,0.0762393162393162,-0.143931623931624,-0.165128205128205,0.149401709401709,0.251965811965812,0.221880341880342,0.0974358974358974,0.0379487179487179,0.167863247863248,0.186324786324786,0.316239316239316,0.36,-0.00170940170940171,-0.15626603066479,-0.241025641025641,0.291623931623932,-0.0755555555555555,0.0509401709401709,-0.18017094017094,0.218461538461538,1,0.366837606837607,-0.161578995374789,-0.206837606837607,0.00444444444444444,-0.0482051282051282,0.0338461538461538,-0.0974358974358974,-0.109059829059829,0.101538461538462,-0.027008547008547,0.00239316239316239,-0.0796581196581197,0.0796581196581197,-0.327179487179487,-0.278632478632479,-0.185641025641026,-0.168547008547009,-0.124102564102564,-0.0428818989848165,0.0933333333333333,0.0830769230769231,0.0988034188034188,-0.0605128205128205,0.0899145299145299,0.0488888888888889,-0.27042735042735,-0.0181196581196581,-0.126153846153846,-0.0687179487179487,-0.316923076923077,-0.0147008547008547
"Great.Blue.Heron..Blue.form.",-0.28,-0.12957264957265,-0.197264957264957,-0.13025641025641,-0.123860256132828,0.0454700854700855,-0.165128205128205,0.00786324786324786,-0.0577777777777778,0.0823931623931624,0.247863247863248,-0.0728205128205128,0.215042735042735,0.0352136752136752,-0.0393162393162393,0.347008547008547,0.303931623931624,-0.193162393162393,0.154214397877068,-0.0386324786324786,0.115897435897436,0.0297435897435897,0.0482051282051282,0.0632478632478632,0.255384615384615,0.366837606837607,1,0.17530120304993,0.0495726495726496,0.0564102564102564,0.271111111111111,0.0830769230769231,0.223247863247863,-0.132307692307692,0.0851282051282051,0.0229059829059829,0.256068376068376,0.321025641025641,0.448205128205128,0.091965811965812,0.262905982905983,0.120683760683761,-0.0160683760683761,-0.344273504273504,-0.127273476186935,0.165128205128205,0.332649572649573,0.282735042735043,0.351111111111111,0.101538461538462,0.0304273504273504,-0.0748717948717949,0.0953846153846154,0.356581196581197,0.0858119658119658,0.0160683760683761,-0.0837606837606838
"American.Coot",-0.274101098310947,-0.720758958136796,-0.29674274097493,-0.324187156325213,-0.400721186279838,-0.511495291090891,-0.516984174160948,-0.466898116146682,-0.465525895379168,-0.178045644584958,-0.252831676414478,-0.407206512759818,-0.455234239622812,-0.455234239622812,-0.534823044138631,-0.435337038493857,-0.320756604406428,-0.331734370546541,-0.0675934282199723,-0.29674274097493,-0.0854207427777545,0.354376013210524,-0.220584488377896,-0.21029283262154,0.213037274156568,-0.161578995374789,0.17530120304993,1,0.69400065317027,0.264495552938348,0.457292570774083,0.37152877280445,0.482678654973095,0.00240138634314972,0.227445592215467,0.52110083646349,0.486795317275637,0.608922965584394,0.335164922465326,0.158148443456003,0.248715014111936,0.503948076869564,0.169812319979873,-0.0559179962762007,0.0685025817555938,0.224701150680438,0.0970846193016246,0.38319264932832,0.221270598761653,-0.125215145035664,-0.153345670769704,0.191081741876342,0.438767590412643,0.0566041066599578,0.241853910274365,-0.069640203951342,-0.158148443456003
"Northern.Mockingbird",-0.0823931623931624,-0.333333333333333,-0.242393162393162,-0.04,-0.245893664830068,-0.216410256410256,-0.366153846153846,-0.126153846153846,-0.435897435897436,-0.191111111111111,-0.102222222222222,-0.32991452991453,-0.511111111111111,-0.517264957264957,-0.47965811965812,-0.375042735042735,-0.185641025641026,-0.491282051282051,0.188066338874473,-0.0064957264957265,-0.0393162393162393,0.457777777777778,-0.125470085470085,-0.0871794871794872,0.296410256410256,-0.206837606837607,0.0495726495726496,0.69400065317027,1,0.183589743589744,0.438632478632479,0.431111111111111,0.558290598290598,-0.00991452991452991,0.04,0.496752136752137,0.45982905982906,0.48034188034188,0.135726495726496,0.114529914529915,0.475555555555556,0.606153846153846,0.248547008547009,0.0242735042735043,0.0367069055310029,-0.132991452991453,0.096068376068376,0.42017094017094,0.0755555555555555,-0.0728205128205128,-0.141196581196581,0.168547008547009,0.532307692307692,-0.0577777777777778,0.156239316239316,-0.0194871794871795,0.0557264957264957
"Ring.necked.Duck",0.128888888888889,-0.304615384615385,-0.0461538461538461,-0.241025641025641,-0.281699874567581,-0.29025641025641,-0.188376068376068,-0.235555555555556,-0.0317948717948718,-0.0570940170940171,-0.0748717948717949,-0.154188034188034,0.0468376068376068,-0.115213675213675,-0.130940170940171,0.0611965811965812,0.135726495726496,0.052991452991453,0.172337154168608,-0.119316239316239,0.245128205128205,0.271111111111111,0.174700854700855,0.485811965811966,0.141880341880342,0.00444444444444444,0.0564102564102564,0.264495552938348,0.183589743589744,1,0.465982905982906,0.39965811965812,0.442051282051282,0.0851282051282051,0.148034188034188,0.262222222222222,0.367521367521367,0.15008547008547,0.314871794871795,-0.130940170940171,-0.295042735042735,0.161709401709402,-0.262222222222222,-0.145982905982906,-0.21029283262154,0.0229059829059829,-0.138461538461538,0.00786324786324786,0.0892307692307692,0.141196581196581,-0.0427350427350427,0.204102564102564,0.182222222222222,-0.183589743589744,-0.288205128205128,-0.323760683760684,-0.346324786324786
"House.Sparrow",-0.0523076923076923,-0.217777777777778,-0.254017094017094,-0.0447863247863248,-0.247355142778538,-0.636239316239316,-0.489230769230769,-0.32034188034188,-0.191111111111111,-0.174700854700855,-0.0700854700854701,-0.193846153846154,-0.224615384615385,-0.260854700854701,-0.16991452991453,0.0988034188034188,-0.0728205128205128,-0.0276923076923077,0.32689349084363,-0.0953846153846154,0.121367521367521,0.119316239316239,-0.111794871794872,0.0878632478632479,0.189059829059829,-0.0482051282051282,0.271111111111111,0.457292570774083,0.438632478632479,0.465982905982906,1,0.581538461538462,0.472820512820513,0.267692307692308,0.20957264957265,0.28,0.330598290598291,0.482393162393162,0.372991452991453,-0.156239316239316,0.329230769230769,0.326495726495727,-0.0851282051282051,-0.0324786324786325,-0.0188680355533193,0.0468376068376068,0.150769230769231,0.446837606837607,0.0830769230769231,-0.0905982905982906,-0.234871794871795,0.349059829059829,0.344957264957265,0.10974358974359,-0.0673504273504273,-0.230769230769231,-0.437264957264957
"Rock.Pigeon..Feral.Pigeon.",-0.284786324786325,-0.440683760683761,-0.47965811965812,-0.440683760683761,-0.454885011461269,-0.644444444444444,-0.760683760683761,-0.64991452991453,-0.454358974358974,-0.483076923076923,0.102222222222222,-0.299145299145299,-0.394871794871795,-0.388034188034188,-0.377777777777778,-0.29025641025641,-0.330598290598291,-0.0461538461538461,0.106342966163566,0.00854700854700855,0.297094017094017,0.215042735042735,0.0112820512820513,0.250598290598291,0.452307692307692,0.0338461538461538,0.0830769230769231,0.37152877280445,0.431111111111111,0.39965811965812,0.581538461538462,1,0.678632478632479,0.258803418803419,0.28,0.408547008547008,0.44,0.34974358974359,0.155555555555556,-0.135042735042735,0.217777777777778,0.577435897435897,0.15008547008547,-0.217777777777778,-0.0751290870213985,-0.0434188034188034,-0.22051282051282,0.297094017094017,0.20957264957265,-0.313504273504273,-0.139145299145299,-0.158974358974359,0.176752136752137,-0.128205128205128,-0.143931623931624,-0.634871794871795,-0.411282051282051
"Yellow.rumped.Warbler..Myrtle.",-0.0700854700854701,-0.501538461538461,-0.431111111111111,-0.461196581196581,-0.492152699147253,-0.37982905982906,-0.517264957264957,-0.313504273504273,-0.435213675213675,-0.444102564102564,0.0967521367521367,-0.26017094017094,-0.267692307692308,-0.354529914529914,-0.582222222222222,-0.282735042735043,-0.104273504273504,-0.173333333333333,0.269447772787427,0.138461538461538,0.321025641025641,0.429059829059829,-0.0803418803418803,0.237606837606838,0.340854700854701,-0.0974358974358974,0.223247863247863,0.482678654973095,0.558290598290598,0.442051282051282,0.472820512820513,0.678632478632479,1,0.381880341880342,0.51042735042735,0.535042735042735,0.6,0.646495726495726,0.461880341880342,0.0188034188034188,0.264957264957265,0.625299145299145,0.148717948717949,-0.125470085470085,0.0353346847634888,-0.0427350427350427,0.0741880341880342,0.341538461538462,0.325128205128205,-0.0345299145299145,-0.100854700854701,0.231452991452991,0.468034188034188,-0.0174358974358974,0.18974358974359,-0.292307692307692,-0.184273504273504
"American.Robin",0.286837606837607,0.0331623931623932,0.126837606837607,0.0673504273504273,-0.0281334505080464,-0.0673504273504273,-0.0741880341880342,-0.0694017094017094,0.00786324786324786,-0.122051282051282,0.272478632478632,0.259487179487179,0.117948717948718,0.0926495726495726,0.146666666666667,0.096068376068376,0.187692307692308,0.182905982905983,0.107368782557427,0.198632478632479,0.262905982905983,0.0475213675213675,-0.151452991452991,0.014017094017094,-0.145299145299145,-0.109059829059829,-0.132307692307692,0.00240138634314972,-0.00991452991452991,0.0851282051282051,0.267692307692308,0.258803418803419,0.381880341880342,1,0.524102564102564,0.138461538461538,0.222564102564103,0.232136752136752,0.15008547008547,-0.195213675213675,0.15008547008547,0.0803418803418803,0.0235897435897436,0.0994871794871795,0.342026026302897,0.140512820512821,0.101538461538462,0.142564102564103,0.0174358974358974,0.00307692307692308,0.0215384615384615,0.208888888888889,-0.0714529914529914,-0.0721367521367521,0.0844444444444444,-0.158290598290598,0.0393162393162393
"Cedar.Waxwing",-0.0064957264957265,-0.393504273504273,-0.231452991452991,-0.235555555555556,-0.245162925855833,-0.247863247863248,-0.21025641025641,-0.145982905982906,-0.10017094017094,-0.276581196581197,0.10017094017094,0.0475213675213675,0.00786324786324786,-0.0830769230769231,-0.269059829059829,-0.0584615384615385,0.042051282051282,0.0933333333333333,0.00615489836316458,-0.0365811965811966,-0.0331623931623932,-0.014017094017094,-0.189059829059829,-0.117264957264957,0.22051282051282,0.101538461538462,0.0851282051282051,0.227445592215467,0.04,0.148034188034188,0.20957264957265,0.28,0.51042735042735,0.524102564102564,1,0.140512820512821,0.228034188034188,0.246495726495726,0.184273504273504,-0.0748717948717949,0.261538461538461,0.224615384615385,-0.0064957264957265,-0.16034188034188,0.217840046842868,0.042051282051282,0.0673504273504273,0.264273504273504,-0.0666666666666667,-0.0112820512820513,-0.0694017094017094,0.176068376068376,0.118632478632479,-0.106324786324786,0.11042735042735,-0.210940170940171,-0.185641025641026
"American.Goldfinch",-0.114529914529915,-0.550769230769231,-0.406495726495726,-0.431794871794872,-0.717220303211624,-0.385299145299145,-0.469401709401709,-0.463247863247863,-0.445470085470085,-0.418119658119658,-0.241025641025641,-0.411965811965812,-0.208888888888889,-0.503589743589744,-0.474188034188034,-0.175384615384615,-0.205470085470085,-0.0133333333333333,0.269789711585381,0.177435897435897,0.23008547008547,0.398290598290598,-0.0413675213675214,0.0229059829059829,0.0707692307692308,-0.027008547008547,0.0229059829059829,0.52110083646349,0.496752136752137,0.262222222222222,0.28,0.408547008547008,0.535042735042735,0.138461538461538,0.140512820512821,1,0.743589743589744,0.615042735042735,0.471452991452991,0.229401709401709,0.137094017094017,0.687521367521367,0.272478632478632,0.107008547008547,0.503948076869564,0.0748717948717949,0.0796581196581197,0.54051282051282,0.00512820512820513,-0.134358974358974,-0.0557264957264957,0.0557264957264957,0.605470085470085,-0.0776068376068376,0.12957264957265,-0.249230769230769,-0.132991452991453
"Northern.Flicker..Yellow.shafted.",-0.135042735042735,-0.52957264957265,-0.338119658119658,-0.463247863247863,-0.643415666813892,-0.29025641025641,-0.386666666666667,-0.46051282051282,-0.364786324786325,-0.360683760683761,-0.0741880341880342,-0.419487179487179,-0.081025641025641,-0.484444444444444,-0.439316239316239,-0.126153846153846,-0.103589743589744,-0.0406837606837607,0.454436662480318,0.167863247863248,0.291623931623932,0.382564102564103,-0.014017094017094,0.18974358974359,0.262905982905983,0.00239316239316239,0.256068376068376,0.486795317275637,0.45982905982906,0.367521367521367,0.330598290598291,0.44,0.6,0.222564102564103,0.228034188034188,0.743589743589744,1,0.610940170940171,0.486495726495726,0.04,0.252649572649573,0.553504273504273,0.22051282051282,-0.0584615384615385,0.23362058566928,-0.0105982905982906,0.116581196581197,0.461196581196581,0.113162393162393,-0.28,-0.139145299145299,0.0434188034188034,0.427008547008547,-0.279316239316239,-0.0687179487179487,-0.354529914529914,-0.254700854700855
"European.Starling",-0.10974358974359,-0.555555555555555,-0.533675213675214,-0.491282051282051,-0.578379898106979,-0.359316239316239,-0.504273504273504,-0.322393162393162,-0.342222222222222,-0.280683760683761,-0.141196581196581,-0.406495726495726,-0.171282051282051,-0.315555555555556,-0.511111111111111,-0.264957264957265,-0.198632478632479,-0.342222222222222,0.184988889692891,-0.0878632478632479,0.34974358974359,0.429059829059829,-0.104957264957265,0.0741880341880342,0.178803418803419,-0.0796581196581197,0.321025641025641,0.608922965584394,0.48034188034188,0.15008547008547,0.482393162393162,0.34974358974359,0.646495726495726,0.232136752136752,0.246495726495726,0.615042735042735,0.610940170940171,1,0.654017094017094,0.136410256410256,0.268376068376068,0.448888888888889,0.0331623931623932,0.0311111111111111,0.369470441653179,0.128205128205128,0.192478632478632,0.368888888888889,0.238290598290598,-0.212307692307692,-0.0878632478632479,0.29982905982906,0.563760683760684,0.114529914529915,0.121367521367521,-0.124102564102564,-0.336068376068376
"Mourning.Dove",-0.0694017094017094,-0.258803418803419,-0.315555555555556,-0.353846153846154,-0.392041459677062,-0.0673504273504273,-0.367521367521367,-0.235555555555556,-0.117264957264957,-0.162393162393162,-0.333333333333333,-0.410598290598291,0.055042735042735,-0.115213675213675,-0.356581196581197,-0.00239316239316239,-0.0803418803418803,0.105641025641026,0.275602671150592,0.171282051282051,0.00786324786324786,0.444786324786325,0.0892307692307692,0.18974358974359,0.189059829059829,0.0796581196581197,0.448205128205128,0.335164922465326,0.135726495726496,0.314871794871795,0.372991452991453,0.155555555555556,0.461880341880342,0.15008547008547,0.184273504273504,0.471452991452991,0.486495726495726,0.654017094017094,1,-0.0188034188034188,-0.0762393162393162,0.384615384615385,0.0769230769230769,0.195897435897436,0.134134580024506,0.210940170940171,0.359316239316239,0.427692307692308,0.28,0.207521367521368,0.158974358974359,0.29982905982906,0.258803418803419,0.00923076923076923,0.00923076923076923,-0.0707692307692308,-0.276581196581197
"American.Pipit",-0.0304273504273504,-0.18974358974359,-0.0229059829059829,0.0611965811965812,-0.0800159176787293,-0.0242735042735043,0.30051282051282,0.219145299145299,-0.245128205128205,0.0188034188034188,-0.172649572649573,0.0974358974358974,-0.0188034188034188,-0.463931623931624,-0.338119658119658,-0.193846153846154,-0.298461538461538,-0.117948717948718,0.0940331694372366,-0.292991452991453,-0.151452991452991,-0.0584615384615385,0.122735042735043,-0.0379487179487179,-0.227350427350427,-0.327179487179487,0.091965811965812,0.158148443456003,0.114529914529915,-0.130940170940171,-0.156239316239316,-0.135042735042735,0.0188034188034188,-0.195213675213675,-0.0748717948717949,0.229401709401709,0.04,0.136410256410256,-0.0188034188034188,1,0.236923076923077,0.0858119658119658,0.314188034188034,0.081025641025641,0.370156552036936,0.197948717948718,0.163076923076923,0.000341880341880342,-0.0447863247863248,0.0967521367521367,0.193162393162393,-0.12,0.124102564102564,0.094017094017094,0.275213675213675,0.232820512820513,0.065982905982906
"Rusty.Blackbird",-0.101538461538462,-0.162393162393162,-0.253333333333333,0.0352136752136752,-0.0171723658945218,-0.155555555555556,-0.151452991452991,0.0495726495726496,-0.250598290598291,-0.163076923076923,0.163076923076923,-0.0543589743589744,-0.0905982905982906,-0.22051282051282,-0.186324786324786,0.0147008547008547,-0.15008547008547,-0.186324786324786,0.175072664552237,0.0317948717948718,-0.236923076923077,0.0064957264957265,-0.15965811965812,-0.157606837606838,0.16034188034188,-0.278632478632479,0.262905982905983,0.248715014111936,0.475555555555556,-0.295042735042735,0.329230769230769,0.217777777777778,0.264957264957265,0.15008547008547,0.261538461538461,0.137094017094017,0.252649572649573,0.268376068376068,-0.0762393162393162,0.236923076923077,1,0.36957264957265,0.332649572649573,-0.0782905982905983,0.151287339618433,-0.00376068376068376,0.182905982905983,0.426324786324786,0.0379487179487179,-0.166495726495726,-0.232820512820513,-0.00717948717948718,0.0864957264957265,0.318290598290598,0.213675213675214,0.0482051282051282,-0.00581196581196581
"Dark.eyed.Junco..Slate.colored.",0.0406837606837607,-0.441367521367521,-0.349059829059829,-0.271111111111111,-0.333582341738264,-0.257435897435897,-0.653333333333333,-0.448888888888889,-0.375042735042735,-0.482393162393162,-0.12,-0.326495726495727,-0.180854700854701,-0.353846153846154,-0.543931623931624,-0.274529914529914,-0.225982905982906,-0.0557264957264957,0.254402465677469,0.398974358974359,-0.0475213675213675,0.36957264957265,-0.0646153846153846,0.109059829059829,0.178119658119658,-0.185641025641026,0.120683760683761,0.503948076869564,0.606153846153846,0.161709401709402,0.326495726495727,0.577435897435897,0.625299145299145,0.0803418803418803,0.224615384615385,0.687521367521367,0.553504273504273,0.448888888888889,0.384615384615385,0.0858119658119658,0.36957264957265,1,0.643760683760684,0.143931623931624,0.149915118850919,0.094017094017094,0.142564102564103,0.626666666666666,0.26017094017094,0.0256410256410256,-0.0324786324786325,-0.104273504273504,0.391452991452991,-0.00854700854700855,0.120683760683761,-0.314188034188034,-0.198632478632479
"Fox.Sparrow",0.143931623931624,-0.0147008547008547,0.13025641025641,-0.0235897435897436,0.012787932049112,0.0584615384615385,-0.184957264957265,-0.226666666666667,-0.237606837606838,-0.204102564102564,-0.215042735042735,0.0133333333333333,-0.0646153846153846,-0.243760683760684,-0.348376068376068,-0.335384615384615,-0.285470085470085,0.0523076923076923,0.0930073530433759,0.214358974358974,-0.323760683760684,0.0652991452991453,-0.0741880341880342,-0.130940170940171,-0.223931623931624,-0.168547008547009,-0.0160683760683761,0.169812319979873,0.248547008547009,-0.262222222222222,-0.0851282051282051,0.15008547008547,0.148717948717949,0.0235897435897436,-0.0064957264957265,0.272478632478632,0.22051282051282,0.0331623931623932,0.0769230769230769,0.314188034188034,0.332649572649573,0.643760683760684,1,0.401709401709402,0.138251242327048,0.253333333333333,0.195213675213675,0.304615384615385,0.323076923076923,0.246495726495726,0.26017094017094,-0.318290598290598,-0.0488888888888889,-0.124102564102564,0.244444444444444,-0.170598290598291,0.00717948717948718
"Blue.Jay",0.36,0.251965811965812,0.397606837606838,0.271111111111111,0.257585488417827,0.16991452991453,0.142564102564103,0.128888888888889,0.24991452991453,0.321709401709402,-0.279316239316239,0.236239316239316,0.024957264957265,-0.0605128205128205,-0.0427350427350427,-0.163760683760684,-0.042051282051282,0.156923076923077,0.0817233727109075,0.181538461538462,-0.255384615384615,0.27042735042735,0.119316239316239,-0.0953846153846154,-0.208888888888889,-0.124102564102564,-0.344273504273504,-0.0559179962762007,0.0242735042735043,-0.145982905982906,-0.0324786324786325,-0.217777777777778,-0.125470085470085,0.0994871794871795,-0.16034188034188,0.107008547008547,-0.0584615384615385,0.0311111111111111,0.195897435897436,0.081025641025641,-0.0782905982905983,0.143931623931624,0.401709401709402,1,0.37633154549075,0.192478632478632,0.323076923076923,0.208205128205128,-0.117948717948718,0.174017094017094,0.179487179487179,0.0953846153846154,0.065982905982906,-0.194529914529915,0.30051282051282,0.143931623931624,0.176068376068376
"Pine.Siskin",0.13550680079202,-0.13550680079202,-0.0881651843127827,-0.0216124770883475,-0.335461926300139,-0.0854207427777545,0.0634652104975284,0.0387652366822741,-0.0854207427777545,-0.0257291393908899,-0.131390138489478,0.146484566932133,0.0675818728000708,-0.311837169417586,-0.156776222688489,-0.0668957624163138,-0.0607207689625002,0.00651804864569211,0.025733538662426,0.0627791001137714,0.120412372349365,0.058662437811229,0.0243569186233758,-0.22675948183171,-0.12864569695445,-0.0428818989848165,-0.127273476186935,0.0685025817555938,0.0367069055310029,-0.21029283262154,-0.0188680355533193,-0.0751290870213985,0.0353346847634888,0.342026026302897,0.217840046842868,0.503948076869564,0.23362058566928,0.369470441653179,0.134134580024506,0.370156552036936,0.151287339618433,0.149915118850919,0.138251242327048,0.37633154549075,1,0.0847346323939974,0.107376275057981,0.263123332170834,-0.174615092666173,-0.223328929912924,0.165695657677331,-0.026415249774647,0.300173292893716,-0.12864569695445,0.23362058566928,0.0250430290071328,0.0456263405198448
"Common.Grackle",0.0673504273504273,-0.203418803418803,0.304615384615385,0.00581196581196581,0.0515170976835654,0.0434188034188034,-0.132307692307692,-0.222564102564103,0.272478632478632,0.365470085470085,0.0495726495726496,0.0208547008547009,0.206153846153846,0.246495726495726,0.0488888888888889,0.133675213675214,-0.0153846153846154,-0.0147008547008547,-0.173704909360423,-0.311452991452991,-0.0844444444444444,-0.181538461538462,0.191794871794872,-0.091965811965812,-0.245128205128205,0.0933333333333333,0.165128205128205,0.224701150680438,-0.132991452991453,0.0229059829059829,0.0468376068376068,-0.0434188034188034,-0.0427350427350427,0.140512820512821,0.042051282051282,0.0748717948717949,-0.0105982905982906,0.128205128205128,0.210940170940171,0.197948717948718,-0.00376068376068376,0.094017094017094,0.253333333333333,0.192478632478632,0.0847346323939974,1,0.552820512820513,0.28,0.0441025641025641,0.241709401709402,0.0160683760683761,-0.158290598290598,-0.120683760683761,0.130940170940171,0.172649572649573,-0.00239316239316239,0.0188034188034188
"Eastern.Bluebird",0.15965811965812,-0.000341880341880342,0.251965811965812,0.385299145299145,0.120206561261653,0.27042735042735,0.0782905982905983,0.188376068376068,0.21025641025641,0.268376068376068,0.0741880341880342,0.0201709401709402,0.13982905982906,-0.0358974358974359,0.0605128205128205,0.30051282051282,0.205470085470085,-0.0666666666666667,0.35459053347787,0.0700854700854701,-0.182905982905983,0.0160683760683761,0.264273504273504,-0.111794871794872,-0.0153846153846154,0.0830769230769231,0.332649572649573,0.0970846193016246,0.096068376068376,-0.138461538461538,0.150769230769231,-0.22051282051282,0.0741880341880342,0.101538461538462,0.0673504273504273,0.0796581196581197,0.116581196581197,0.192478632478632,0.359316239316239,0.163076923076923,0.182905982905983,0.142564102564103,0.195213675213675,0.323076923076923,0.107376275057981,0.552820512820513,1,0.632820512820513,-0.0878632478632479,0.29025641025641,0.055042735042735,0.135726495726496,0.262222222222222,-0.00307692307692308,0.35042735042735,0.437264957264957,0.29982905982906
"House.Finch",-0.00923076923076923,-0.32034188034188,-0.180854700854701,0.0564102564102564,-0.278776918670641,-0.200683760683761,-0.425641025641026,-0.241025641025641,-0.0358974358974359,-0.141196581196581,0.0564102564102564,-0.264273504273504,-0.143931623931624,-0.368205128205128,-0.24034188034188,0.151452991452991,-0.00581196581196581,0.0878632478632479,0.348093696316752,0.238290598290598,-0.10974358974359,0.317606837606838,0.20957264957265,-0.0406837606837607,0.213675213675214,0.0988034188034188,0.282735042735043,0.38319264932832,0.42017094017094,0.00786324786324786,0.446837606837607,0.297094017094017,0.341538461538462,0.142564102564103,0.264273504273504,0.54051282051282,0.461196581196581,0.368888888888889,0.427692307692308,0.000341880341880342,0.426324786324786,0.626666666666666,0.304615384615385,0.208205128205128,0.263123332170834,0.28,0.632820512820513,1,-0.115213675213675,-0.0105982905982906,-0.193162393162393,0.0899145299145299,0.440683760683761,0.0276923076923077,0.303931623931624,-0.0338461538461538,-0.0297435897435897
"Hooded.Merganser",-0.109059829059829,-0.15965811965812,-0.170598290598291,-0.378461538461538,-0.142859469462937,-0.0899145299145299,-0.35042735042735,-0.221196581196581,-0.458461538461538,-0.204786324786325,-0.123418803418803,-0.154188034188034,-0.142564102564103,0.00102564102564103,-0.245128205128205,-0.273846153846154,-0.186324786324786,-0.014017094017094,-0.103607455779937,0.042051282051282,0.0564102564102564,0.23965811965812,-0.065982905982906,0.0892307692307692,0.150769230769231,-0.0605128205128205,0.351111111111111,0.221270598761653,0.0755555555555555,0.0892307692307692,0.0830769230769231,0.20957264957265,0.325128205128205,0.0174358974358974,-0.0666666666666667,0.00512820512820513,0.113162393162393,0.238290598290598,0.28,-0.0447863247863248,0.0379487179487179,0.26017094017094,0.323076923076923,-0.117948717948718,-0.174615092666173,0.0441025641025641,-0.0878632478632479,-0.115213675213675,1,0.262222222222222,0.351794871794872,-0.104957264957265,-0.147350427350427,0.243760683760684,0.233504273504273,-0.0174358974358974,-0.0543589743589744
"Eastern.Towhee",0.476923076923077,0.34974358974359,0.484444444444444,0.314871794871795,0.370850029424248,0.437264957264957,0.284786324786325,0.414017094017094,0.135042735042735,0.12957264957265,-0.229401709401709,0.052991452991453,0.0488888888888889,0.23008547008547,0.0912820512820513,0.180854700854701,0.29025641025641,0.182222222222222,0.0834330667006754,0.0365811965811966,-0.237606837606838,0.0502564102564102,-0.0393162393162393,-0.100854700854701,-0.385299145299145,0.0899145299145299,0.101538461538462,-0.125215145035664,-0.0728205128205128,0.141196581196581,-0.0905982905982906,-0.313504273504273,-0.0345299145299145,0.00307692307692308,-0.0112820512820513,-0.134358974358974,-0.28,-0.212307692307692,0.207521367521368,0.0967521367521367,-0.166495726495726,0.0256410256410256,0.246495726495726,0.174017094017094,-0.223328929912924,0.241709401709402,0.29025641025641,-0.0105982905982906,0.262222222222222,1,0.496752136752137,0.294358974358974,-0.0652991452991453,0.234871794871795,0.278632478632479,0.321709401709402,0.321709401709402
"Northern.Cardinal",0.237606837606838,0.167179487179487,0.141880341880342,0.0447863247863248,0.0390945351215709,0.359316239316239,0.242393162393162,0.211623931623932,-0.322393162393162,-0.238974358974359,-0.470769230769231,-0.104273504273504,-0.0386324786324786,-0.128205128205128,0.120683760683761,-0.181538461538462,-0.00170940170940171,-0.140512820512821,-0.178492052531773,-0.0304273504273504,-0.264957264957265,0.00239316239316239,-0.0064957264957265,-0.248547008547009,-0.141880341880342,0.0488888888888889,0.0304273504273504,-0.153345670769704,-0.141196581196581,-0.0427350427350427,-0.234871794871795,-0.139145299145299,-0.100854700854701,0.0215384615384615,-0.0694017094017094,-0.0557264957264957,-0.139145299145299,-0.0878632478632479,0.158974358974359,0.193162393162393,-0.232820512820513,-0.0324786324786325,0.26017094017094,0.179487179487179,0.165695657677331,0.0160683760683761,0.055042735042735,-0.193162393162393,0.351794871794872,0.496752136752137,1,0.000341880341880342,-0.04,-0.18974358974359,0.104273504273504,0.23008547008547,0.31965811965812
