"","Red.winged.Blackbird","Common.Yellowthroat","Eastern.Kingbird","Common.Grackle","Eastern.Phoebe","N..Rough.winged.Swallow","House.Finch","Indigo.Bunting","Brown.Thrasher","Ovenbird","White.eyed.Vireo","Brown.headed.Nuthatch","Eastern.Towhee","Northern.Cardinal","Fish.Crow","Prairie.Warbler","Chipping.Sparrow","Eastern.Bluebird","Carolina.Wren","Pine.Warbler","European.Starling","Orchard.Oriole","American.Crow","Brown.headed.Cowbird","American.Goldfinch","Red.eyed.Vireo","Red.bellied.Woodpecker","Great.Crested.Flycatcher","Summer.Tanager","Hooded.Warbler","Prothonotary.Warbler","Yellow.throated.Warbler","Northern.Parula","Scarlet.Tanager","Downy.Woodpecker","Gray.Catbird","Acadian.Flycatcher","White.breasted.Nuthatch","House.Sparrow","Blue.gray.Gnatcatcher","Wood.Thrush","Yellow.breasted.Chat","Blue.Grosbeak","Mourning.Dove","Ruby.throated.Hummingbird","American.Robin","Carolina.Chickadee","Tufted.Titmouse","Eastern.Wood.Pewee","Northern.Mockingbird","Black.throated.Blue.Warbler","Chimney.Swift","Bobolink","Cedar.Waxwing","Purple.Martin","Barn.Swallow","Cliff.Swallow","White.throated.Sparrow","Yellow.rumped..Myrtle..Warbler","Black.and.white.Warbler","Blue.Jay","Ring.billed.Gull","Yellow.rumped.Warbler","American.Redstart","Black.thr.Blue.Warbler"
"Brown.headed.Cowbird",0.198051323152908,0.422893008335753,0.63024432040006,0.091017561206995,0.428559962472881,0.476259960944953,0.334155929668713,0.40793842658249,0.599173551869998,0.626639324212249,0.504304320520846,0.619652929019583,0.550808432010917,0.670634670236724,0.700957740645512,0.449884837677617,0.76220777062158,0.711716893725618,0.588250830069359,0.600533505741148,0.60508334744966,0.659573376144333,0.76831730458567,1,0.552703928552411,0.65063486748309,0.638165912862333,0.738622743837973,0.723721015213251,0.657443199504887,0.652564994461118,0.610505661788255,0.555502989883946,0.707966741150656,0.474155958916022,0.194116273173848,0.0559420471435604,0.445166822475363,0.461421552542436,0.426293298219622,0.369720863295929,0.554684152028245,0.754093135442847,0.69564716512014,0.385917498168014,0.557762822925172,0.679379250262201,0.700085856594089,0.629081770289195,0.537840031318507,0.0104239370194504,0.367688770328304,-0.33714008908713,-0.139189844004313,0.0283213837905628,0.175395530120922,0.303215513283968,0.220691941085837,0.182565983470563,0.111920540859481,0.516202495595874,0.244626950987708,0.0298275484442247,0.329473618128096,0.178549104733774
"American.Goldfinch",0.205780722922486,0.319227700638106,0.478686100518544,0.12916849381022,0.358054808782505,0.23725422554233,0.63027466094051,0.493809009903258,0.574747611710655,0.525211894499844,0.523181185518084,0.444072724430271,0.561976665292402,0.558699499286115,0.336633984483106,0.260461362924467,0.486915538741397,0.540656425214736,0.219177511970763,0.340055995970327,0.345499441898543,0.465944471383128,0.559412369751853,0.552703928552411,1,0.560472731251321,0.6619769660684,0.648817412641863,0.534380559379307,0.674184275586998,0.618249573432879,0.551160140143894,0.418428593464369,0.555567008128311,0.452394458461505,0.208100257228312,0.229449253142734,0.489214404346426,0.453552601636075,0.564431298750679,0.43931296904809,0.403668932772213,0.432605460881026,0.481204194175077,0.36440125954722,0.443204114853051,0.634872502495448,0.665748868056637,0.584143024730952,0.574967181794686,0.140140037381824,0.434866716337272,-0.0361382892944451,-0.132030868754379,-0.255070638858763,0.0149349991541502,0.0923293764934039,0.276562639261077,0.219890805152531,0.165709043921813,0.523206840867181,0.371121122774614,0.277822532089409,0.0805070883263741,0.209774353680244
"Red.eyed.Vireo",0.178683051811485,0.451028413359804,0.629164150268082,-0.0296526318650442,0.158000574710154,0.19054083598959,0.266786426987628,0.554032018278562,0.374205328729104,0.698424984503823,0.541039887971417,0.61735406049572,0.565958448398812,0.731008010049955,0.64622854909729,0.539446862888657,0.607970351643979,0.565083006839371,0.468462448995419,0.551925686836641,0.503462725043163,0.437388470812221,0.603219686896129,0.65063486748309,0.560472731251321,1,0.777524323396797,0.750835658349163,0.805927193403873,0.73648430100003,0.65416615088733,0.632169669926109,0.693303378077216,0.737479901608094,0.458041889878714,0.381481245467179,0.258273238708632,0.555506064543049,0.495822291367628,0.691858891562444,0.655138803281465,0.64958009006624,0.606209780870944,0.624343145783723,0.343596943004737,0.487808813879272,0.632555696953689,0.827490145697002,0.687647257930224,0.516282687468177,0.0920876175542874,0.341729594751484,-0.212724880360222,-0.203947106851861,-0.337989004059771,-0.229110761125372,0.271485135075459,0.20413890513523,0.118248797034865,0.312032261626529,0.658952716895102,0.440597269607177,-0.110713412066129,0.234037469753837,0.225142335666997
"Red.bellied.Woodpecker",0.161641574549973,0.470733497893047,0.5155810029889,-0.201724872999199,0.140502730963768,0.0352835401165033,0.391772856677656,0.46751057992997,0.568097571344655,0.725042495779429,0.714789101943513,0.759112563057356,0.738338383777586,0.786229071888521,0.561555295171048,0.504010417623132,0.54865706378484,0.489528199073328,0.458836269349014,0.474389255292751,0.237669231419833,0.553627252365129,0.539049764346269,0.638165912862333,0.6619769660684,0.777524323396797,1,0.794076950484857,0.790683737681776,0.741729250952073,0.577989569563141,0.557813442670776,0.714245735932079,0.747019746927881,0.72254642410911,0.509478157795184,0.49555540573068,0.675158689570431,0.357470100335573,0.726368878162848,0.636217238737016,0.472067951924441,0.501013852821488,0.601203804512441,0.284809210320769,0.629169679334378,0.738992691488979,0.805258361062105,0.725112014468424,0.553761227331293,0.230887928064233,0.45487681990465,-0.0291461780389345,0.110800937289504,-0.363853805288447,-0.320379416455339,0.00685884080665177,0.115859890381238,0.194839740068546,0.342009630253578,0.560891350727017,0.39775416985165,-0.0405793193856404,0.333002935712798,0.380431911891297
"Great.Crested.Flycatcher",0.338792140611041,0.52978184240186,0.65711088382911,0.155259503424671,0.389760409640376,0.367685721773101,0.464125182906989,0.631603134311108,0.534609314670312,0.578709664751543,0.551295238217835,0.773131569044397,0.607577298011292,0.741508329011678,0.67816513391283,0.580197466243362,0.670247334916175,0.633431706966511,0.585475310713067,0.6089770730619,0.42094756555097,0.750948160674805,0.786875459468166,0.738622743837973,0.648817412641863,0.750835658349163,0.794076950484857,1,0.898310685927858,0.665707723638859,0.684666474550686,0.735881535149542,0.517156907651571,0.573454442186591,0.530023107019362,0.31561013855978,0.426519167192481,0.440500401208666,0.43070639290395,0.640453634544207,0.468501756993466,0.61268221018981,0.729881138454814,0.78791788060612,0.386119211677105,0.703250431146884,0.681526669140305,0.795294722514468,0.813031701227448,0.667615207155576,-0.074538341234782,0.338969242598612,-0.30872403214282,0.0756804643140665,-0.47973072271774,-0.159073337580282,0.0721974739132709,0.121892750044942,0.0909964613537914,0.0688384596947188,0.48586735967074,0.263362504729538,-0.0841843942750486,0.291223287026143,0.252561723764911
"Summer.Tanager",0.31086710683151,0.52582041703353,0.644084702439821,0.146989042453899,0.269562249292557,0.230567919326464,0.341272866604356,0.639191808728115,0.485638145066046,0.692249814929797,0.671879704141302,0.775293320428245,0.628057118745229,0.76891955431826,0.768487170593732,0.71117217042812,0.726447217905363,0.626924733010934,0.612731344315544,0.599726246223073,0.323883503509983,0.664334293520344,0.711780877117778,0.723721015213251,0.534380559379307,0.805927193403873,0.790683737681776,0.898310685927858,1,0.746223117822724,0.667286493469756,0.771162422425232,0.670851993160653,0.58883357767236,0.405747225679839,0.354973180409536,0.382544554711362,0.400657532976563,0.321490212420461,0.544400837698157,0.443912661193555,0.605957994016796,0.676616001961696,0.719586498348152,0.155950020624196,0.492741576500942,0.597164049838543,0.724434386832872,0.750671415138389,0.524908043337209,-0.0467774251704533,0.290432724388299,-0.467732804444009,-0.0215293085490201,-0.389874767518003,-0.186674149942638,0.191328706930348,0.146578375378095,0.102230260143175,0.167832881690869,0.454654799281569,0.317423839758614,-0.111925055311279,0.174206897454325,0.214662059011641
"Hooded.Warbler",-0.0620523423267328,0.34386527074953,0.407962513872469,0.0251022598296304,0.13439063742271,0.165624833552781,0.452322354982554,0.506955294436729,0.557123890610018,0.821813124576156,0.698786057636467,0.508148635362474,0.595309266239359,0.65966925736874,0.536914044884212,0.58942545325606,0.669428639765668,0.436421034484914,0.385049791012486,0.504960347225388,0.341696833847841,0.514918607940966,0.59560601012243,0.657443199504887,0.674184275586998,0.73648430100003,0.741729250952073,0.665707723638859,0.746223117822724,1,0.69900119420095,0.721415895603461,0.609543087075429,0.632834305353231,0.474745942101884,0.266936237539284,0.344951773005542,0.579014002034099,0.489593599663299,0.671193749614282,0.570237628598615,0.581568333634802,0.506387944496548,0.604147462102093,0.292987765229762,0.238542385439941,0.625101914950253,0.715887623893818,0.634152922428291,0.471247213643511,-0.0671109185761053,0.321407401973361,-0.274666052159961,-0.36365056987027,0.0181419335847701,0.0123174574071877,0.400181231196405,0.279228246083826,0.110947012260186,0.305513077613841,0.538844718956953,0.382565878257476,0.143477654426801,0.229505252757178,0.179198151715721
"Prothonotary.Warbler",-0.00179487834083306,0.368476178028227,0.473253277395035,0.131861615879666,0.249229398250733,0.413148563299889,0.333576184903719,0.335917534239129,0.423966089391264,0.627182498391399,0.562185268554281,0.533245551010261,0.521365077010531,0.607550039866307,0.51086177026356,0.443082636942761,0.676139380284596,0.596317939240334,0.639291065655195,0.64338787062262,0.304654199312569,0.552964182438154,0.688561073308308,0.652564994461118,0.618249573432879,0.65416615088733,0.577989569563141,0.684666474550686,0.667286493469756,0.69900119420095,1,0.784620011980746,0.586168029103229,0.614616997173926,0.555083041117756,0.337499270877594,0.159220602645596,0.43855872243149,0.203809726243478,0.465648540074045,0.256772164892388,0.376099104493369,0.454022553181056,0.48389820239614,0.377021914412908,0.324842920727854,0.654995834577506,0.637191910038867,0.556628713655302,0.522541675181898,-0.0360211363995536,0.200778351186611,-0.198423142473207,-0.174587574863802,-0.0267032576869054,-0.0188105661086396,0.203676219740144,0.318307327567686,0.215715258683914,0.151484072718638,0.476161373774847,0.197709052221496,0.123359775607613,0.0170424964295334,0.0221569127037881
"Yellow.throated.Warbler",0.267458488507545,0.633832677142285,0.568676962331022,0.20279681318482,0.45329773439331,0.494226058779197,0.311490642261373,0.414452961862483,0.373088919274389,0.65463973558678,0.649053925019298,0.57347434026479,0.426289241158819,0.535079282803236,0.576122038125921,0.588081318012044,0.734814959257018,0.622387441795338,0.585481711536514,0.593751742620785,0.228040479806078,0.634868392184056,0.704889330178295,0.610505661788255,0.551160140143894,0.632169669926109,0.557813442670776,0.735881535149542,0.771162422425232,0.721415895603461,0.784620011980746,1,0.627315857736989,0.41701973099974,0.398821509346863,0.301327241638979,0.0740903793807175,0.144723072719994,0.124830236852694,0.391423287574675,0.183356433358538,0.400749572253942,0.57170296520169,0.538479528825659,0.278281340173883,0.222298601040046,0.53745677990313,0.562196208902771,0.655963321291631,0.551550121601736,-0.0311005628007051,0.0438925745770696,-0.497133554582572,-0.190118173768752,-0.22966374457136,0.106286808154708,0.144601900435441,0.339505260501925,0.201519447377403,0.178600061356253,0.394391578937006,0.185999230900393,0.221620186321128,0.232969468713768,0.282449661803794
"Northern.Parula",0.0971225375709157,0.552836307635278,0.590161606707465,-0.0761179138410892,0.219931621645267,0.219332378645854,-0.0596173841572676,0.145669692523567,0.297070751800102,0.725441190002346,0.62983240310149,0.580861751741515,0.431051461179696,0.510226635466554,0.476586487320735,0.422587050990013,0.465494977979751,0.447411557212713,0.407667690682329,0.386477181361083,0.0662899414396758,0.282034952005126,0.448617154924245,0.555502989883946,0.418428593464369,0.693303378077216,0.714245735932079,0.517156907651571,0.670851993160653,0.609543087075429,0.586168029103229,0.627315857736989,1,0.743257206772302,0.48730884988169,0.568459814242325,0.0371088259551056,0.397859870027428,0.0739667014725437,0.44335268955197,0.389038726385377,0.219762737606094,0.281830783913983,0.305900369003339,-0.0277050096590043,0.213387952198117,0.422789073236342,0.482540846980051,0.285161268239442,0.151458371567442,0.557713510240539,0.382635476326437,-0.205665680240654,0.041956567791218,-0.0801932614563497,0.0302517285138066,0.211604861682748,0.304035219484136,0.41462301047908,0.57348486386162,0.418192344853296,0.312977423344718,-0.0218933526868837,0.279835186377981,0.28060183350015
"Scarlet.Tanager",-0.0300394799463146,0.240020599998125,0.515990766208274,-0.285461243012157,0.0690679214436308,0.14129283644112,0.0580885807410181,0.121821963251838,0.353856512514782,0.60712538608361,0.386759330019888,0.43017357768842,0.452963013215757,0.602670054317397,0.518423968106229,0.213587675064729,0.442596356421391,0.403452641962491,0.346353971252509,0.325481637202666,0.472239706906115,0.429638018077348,0.478525923150765,0.707966741150656,0.555567008128311,0.737479901608094,0.747019746927881,0.573454442186591,0.58883357767236,0.632834305353231,0.614616997173926,0.41701973099974,0.743257206772302,1,0.514889383778512,0.467549918391123,0.0256330862113474,0.567986871499587,0.384756150721247,0.484148147195492,0.470766961553745,0.295058131021578,0.35552592431918,0.335668718675459,0.226868170561692,0.364491165689883,0.520444889686454,0.613463881526319,0.380632657478194,0.197993023666425,0.443187969255018,0.594476564453931,-0.0974604126564437,-0.00987365031924378,0.0227982703947012,-0.00456308036510987,0.306259190988744,0.455229297827997,0.547327782747983,0.403031616339891,0.676295904098908,0.441540057506781,-0.114157874637596,0.150037703927611,0.132788121679519
"Downy.Woodpecker",0.0765060210849004,0.45487189109432,0.336893606742714,-0.162194666005553,0.114028692563878,0.133062135824449,0.355822523524678,0.194537329057566,0.528384317366913,0.554874670171067,0.569954067669476,0.576424722947842,0.5999690332027,0.604768907212064,0.223198400294928,0.210624091665151,0.327825189225798,0.267982448958096,0.361519972711575,0.522828107429557,0.0139746013801826,0.480364369635684,0.502408213712893,0.474155958916022,0.452394458461505,0.458041889878714,0.72254642410911,0.530023107019362,0.405747225679839,0.474745942101884,0.555083041117756,0.398821509346863,0.48730884988169,0.514889383778512,1,0.642318021337285,0.42686049827293,0.571637621328496,0.28964644668455,0.661303234938369,0.564345984139417,0.163148964434128,0.3136478941913,0.463660924582129,0.459705673326498,0.580803050892323,0.789849821698233,0.607401302362811,0.552272123017467,0.472144008284531,0.233300612036819,0.170966358088187,0.307266283327224,0.182685824867827,-0.209141712262019,-0.252452351804219,-0.216138444697267,-0.058221888682865,-0.0123054127722058,0.273851826842002,0.339098421429896,0.1375529924519,0.168207334571066,0.390112257102175,0.337173050389578
"Gray.Catbird",0.318801061332449,0.550453240918556,0.356518578019512,-0.0951184873743377,0.0701881655655646,-0.047574539375591,0.0516616553603833,0.0648684179266346,0.198780327862586,0.472253231972487,0.356537432424888,0.457555110645245,0.398603346899196,0.565904474467921,0.353371811193091,0.2582361022629,0.202705769889681,0.141980131246291,0.25192685415699,0.380640989882969,-0.13862123595047,0.445223352656835,0.313586978593035,0.194116273173848,0.208100257228312,0.381481245467179,0.509478157795184,0.31561013855978,0.354973180409536,0.266936237539284,0.337499270877594,0.301327241638979,0.568459814242325,0.467549918391123,0.642318021337285,1,0.123955483223525,0.198706614215788,0.142990200170857,0.428620765009913,0.323699955028853,-0.0693250362394545,0.030569798391971,0.108287905456749,0.136573716859102,0.169089732593183,0.410771247361332,0.310903497889404,0.257506221641948,0.101662410734225,0.534608965560215,-0.0179449534128096,0.135055955669879,0.245115291424094,-0.303404235449117,-0.148924198405728,-0.0434528457125402,0.238028255626003,0.236676343423724,0.618601165149967,0.316400433305777,0.354697119252869,0.235489160056431,0.282324969843367,0.303264700289391
"Acadian.Flycatcher",-0.0871225005979861,-0.0558288165063957,-0.0717425501503693,0.102637095632816,-0.101561070186964,-0.196506912578175,0.419978423923132,0.515908677168437,0.400430977214706,0.179087946887278,0.326642390878723,0.41126969491273,0.42456351253189,0.397763557320178,0.0822741945392438,0.23920255769956,0.0560803175511005,0.0221773646042608,0.219143408574987,0.191665717289441,-0.117131184615559,0.155209536333362,0.167122642024281,0.0559420471435604,0.229449253142734,0.258273238708632,0.49555540573068,0.426519167192481,0.382544554711362,0.344951773005542,0.159220602645596,0.0740903793807175,0.0371088259551056,0.0256330862113474,0.42686049827293,0.123955483223525,1,0.569032073045091,0.260418794599885,0.501982300583275,0.512082903251875,0.288087770253842,0.120841442448837,0.466181135664522,0.156933113175166,0.496093251915154,0.377687525987135,0.371496542341883,0.456768710883613,0.336847409532795,-0.2520072658445,0.201915834005392,0.260649471029769,0.266401431321316,-0.35912998514522,-0.489528186683284,-0.205003060527612,-0.452029501985742,-0.432100702295276,-0.131238895172185,-0.0477310212094763,-0.0846616983677433,-0.176764851747078,0.0836368639113922,-0.0218090046830925
"White.breasted.Nuthatch",-0.200886758059534,-0.0637403576824277,0.0722792503508292,-0.0795608272976251,-0.140965682594408,-0.0271822581698707,0.301975671258923,0.367430822239418,0.375807985155609,0.40576372336524,0.387190576595036,0.434614139518988,0.524262941385264,0.462947893838157,0.23705264674061,0.248240325810761,0.268066844583697,0.261470207724411,0.23816376806321,0.292162511470866,0.284442593967858,0.240429461831256,0.381581475225507,0.445166822475363,0.489214404346426,0.555506064543049,0.675158689570431,0.440500401208666,0.400657532976563,0.579014002034099,0.43855872243149,0.144723072719994,0.397859870027428,0.567986871499587,0.571637621328496,0.198706614215788,0.569032073045091,1,0.415477296047027,0.582850591629404,0.647716539450631,0.447320688335168,0.293421127451979,0.458886260814867,0.394954373450436,0.506730237091714,0.619626710040666,0.644892640663831,0.379859625154418,0.342285259097717,0.00919323250708031,0.555890753010159,0.216219157891931,-0.0963872519534594,0.0947677458988564,-0.17868667549831,0.212649712038262,-0.144348854553343,-0.116920271925518,0.0910202420666064,0.302070276090608,0.147098496066176,-0.252716521377604,0.120570854165241,-0.101476017368991
"House.Sparrow",0.169315854209268,0.0678876589086187,0.411938106940687,0.113637898608512,0.0128517683469,0.00838447582619043,0.366575887639228,0.544576426135868,0.43669080261305,0.273012402498408,0.107506156945292,0.144284171877777,0.25657653614278,0.428178363086025,0.346703479144938,0.178287458361086,0.19021342226082,0.103733274063262,-0.0576024014122935,0.192292248145364,0.513796987311288,0.327987167761004,0.346560214459055,0.461421552542436,0.453552601636075,0.495822291367628,0.357470100335573,0.43070639290395,0.321490212420461,0.489593599663299,0.203809726243478,0.124830236852694,0.0739667014725437,0.384756150721247,0.28964644668455,0.142990200170857,0.260418794599885,0.415477296047027,1,0.613129698078159,0.728299687929401,0.615857289187768,0.545504732063512,0.63184772499515,0.461464134518685,0.39073554048755,0.3985736092145,0.534066184429757,0.427796342012793,0.346445378740267,-0.0483398065500693,0.416803862970937,0.119332935309955,-0.311952824807035,-0.0538734513152356,0.0465253669723532,0.320911919242166,-0.0255855521760205,-0.206283777181242,0.0425421645916743,0.311591143035806,0.253805837254671,-0.00495412931146796,0.129077404542521,-0.0860674955150869
"Blue.gray.Gnatcatcher",0.060182677481822,0.478309003086591,0.442422342117868,-0.0633436601476961,0.121764817012351,0.0781687816131879,0.451847748557765,0.467645712097793,0.527001938900755,0.657757669974707,0.508944228767417,0.549066489670934,0.64371288313262,0.643385295936754,0.319195070384528,0.445513840674954,0.370427391642374,0.240942324850548,0.221853107402266,0.504825587889523,0.160368303187825,0.340366926711113,0.451022262401901,0.426293298219622,0.564431298750679,0.691858891562444,0.726368878162848,0.640453634544207,0.544400837698157,0.671193749614282,0.465648540074045,0.391423287574675,0.44335268955197,0.484148147195492,0.661303234938369,0.428620765009913,0.501982300583275,0.582850591629404,0.613129698078159,1,0.820997759882217,0.607518226555506,0.432714960335456,0.649804342988646,0.495231471218737,0.568250301972351,0.62195699894021,0.748414500401245,0.597846116445565,0.521340946759544,0.0283855724070785,0.240206254179918,0.204097132599858,-0.189782231197142,-0.360650388191753,-0.30593585211895,0.0536691984487117,-0.0584797487968981,-0.148184639057937,0.343120269902434,0.469835096428813,0.411888285793736,0.076062040154347,0.460120029897898,0.338716586355529
"Wood.Thrush",0.0708790746839091,0.241143260849836,0.361250432862313,-0.0751645432837387,-0.101070956845179,-0.0553789551107171,0.222672167272262,0.456655170550407,0.421132305895493,0.471448267413356,0.356928608107996,0.35157032125935,0.502200183063139,0.489976961354007,0.219238780503055,0.219463701060849,0.115782749544244,0.01494745609235,0.0228051988038935,0.228439173024875,0.129367706210085,0.113965505704697,0.333763742801808,0.369720863295929,0.43931296904809,0.655138803281465,0.636217238737016,0.468501756993466,0.443912661193555,0.570237628598615,0.256772164892388,0.183356433358538,0.389038726385377,0.470766961553745,0.564345984139417,0.323699955028853,0.512082903251875,0.647716539450631,0.728299687929401,0.820997759882217,1,0.552859567753356,0.411837385916334,0.670211053493247,0.443059485758173,0.534247951547433,0.524829305411047,0.640098614535701,0.495312186694821,0.32928370152145,0.153042954113032,0.500938735164149,0.24508063884323,-0.218546288120546,-0.24054762835649,-0.277537043350195,0.0804478899720638,-0.274040919885969,-0.317148955897728,0.144151304655572,0.253445822589303,0.254095425362465,-0.100630810586235,0.278763543416013,0.182396963981365
"Yellow.breasted.Chat",0.147519178404066,0.302274035592193,0.458921069814184,0.172995399336358,0.135205133950076,0.280286201912673,0.461229346689423,0.776286914750198,0.445171304158303,0.4480853767062,0.439750938270817,0.53740542769759,0.542977195086203,0.574124543380194,0.642071975459808,0.699041658535306,0.616857590577937,0.49411676883514,0.396092599431843,0.546510725129923,0.441179587255218,0.386876552523514,0.544142173373153,0.554684152028245,0.403668932772213,0.64958009006624,0.472067951924441,0.61268221018981,0.605957994016796,0.581568333634802,0.376099104493369,0.400749572253942,0.219762737606094,0.295058131021578,0.163148964434128,-0.0693250362394545,0.288087770253842,0.447320688335168,0.615857289187768,0.607518226555506,0.552859567753356,1,0.797077088014252,0.787352347290672,0.467944296124111,0.520222538906794,0.529011039945589,0.792919571801461,0.656708295949017,0.654197769043424,-0.361441736610543,0.312394265357095,-0.090112440093281,-0.422020004323416,-0.19799530605979,-0.0571357459278574,0.374972018129597,-0.215532135925618,-0.343992836999899,-0.0370845696905065,0.206525537062835,0.152637985728977,-0.183862388074177,0.209062622391332,-0.0615529910000318
"Blue.Grosbeak",0.500623987013647,0.448419235470988,0.68668538662094,0.194119916688954,0.297318660509474,0.418123514438237,0.397942707068375,0.682372288384642,0.476931834782356,0.41249164905297,0.464818857644244,0.588487000042276,0.493211823664609,0.570982838687991,0.671527369668785,0.593218391503224,0.69765606004974,0.598990600825352,0.461560402107306,0.559691682947179,0.565979227487808,0.643034214438436,0.705416249086551,0.754093135442847,0.432605460881026,0.606209780870944,0.501013852821488,0.729881138454814,0.676616001961696,0.506387944496548,0.454022553181056,0.57170296520169,0.281830783913983,0.35552592431918,0.3136478941913,0.030569798391971,0.120841442448837,0.293421127451979,0.545504732063512,0.432714960335456,0.411837385916334,0.797077088014252,1,0.870394204273015,0.539153001783158,0.615643837054696,0.614744412370444,0.748698825975467,0.755949253382764,0.732481572869838,-0.225156598623235,0.28720885172861,-0.256750775167664,-0.215599271691062,-0.25271453308914,-0.00841311301270584,0.185628935534954,-0.1357227357989,-0.2046322487437,-0.101259849730596,0.265760809350217,-0.0309236056114586,-0.143787227540259,0.198866945313775,0.0444776922673587
"Mourning.Dove",0.384821216752451,0.448119165755064,0.613006610226124,0.293422375040598,0.299339624652185,0.346731539195104,0.437463900641657,0.735582900676909,0.630932576525014,0.494918902141345,0.504176856713634,0.657911930969855,0.629960135208591,0.638962390347947,0.58350628362251,0.579945910103295,0.580885840995719,0.468082232075189,0.485241997667474,0.572839248875954,0.3783967715178,0.520519007851553,0.71065810548437,0.69564716512014,0.481204194175077,0.624343145783723,0.601203804512441,0.78791788060612,0.719586498348152,0.604147462102093,0.48389820239614,0.538479528825659,0.305900369003339,0.335668718675459,0.463660924582129,0.108287905456749,0.466181135664522,0.458886260814867,0.63184772499515,0.649804342988646,0.670211053493247,0.787352347290672,0.870394204273015,1,0.569700227866991,0.743986398154157,0.662748399176732,0.761287833569735,0.784723565263318,0.723385803173232,-0.237792823060085,0.364993768735787,-0.118617933168981,-0.180537030744469,-0.29643081246398,-0.134872414980389,0.0960853323895134,-0.298059355082631,-0.386124908855542,-0.0976580039066179,0.177536561952867,-0.00427819336222502,-0.0675534179503904,0.305272811092965,0.133256696865348
"Ruby.throated.Hummingbird",0.241146683608795,0.210696946315811,0.149568021860358,-0.0421816041519034,0.180568473424932,0.365664741061969,0.304420398963331,0.266829241400192,0.257497603659754,0.113364334514907,0.0609221081798305,0.212648223008625,0.382735604090667,0.333561384188582,0.209034178125897,0.105571735032377,0.28435464349904,0.215210750208011,0.258285573150886,0.338841169114245,0.306177739820918,0.408659308223329,0.44114984500442,0.385917498168014,0.36440125954722,0.343596943004737,0.284809210320769,0.386119211677105,0.155950020624196,0.292987765229762,0.377021914412908,0.278281340173883,-0.0277050096590043,0.226868170561692,0.459705673326498,0.136573716859102,0.156933113175166,0.394954373450436,0.461464134518685,0.495231471218737,0.443059485758173,0.467944296124111,0.539153001783158,0.569700227866991,1,0.534301240364813,0.52701412206891,0.548018203727419,0.573782523753256,0.638365611351086,-0.146805149991385,0.173257169458404,0.249472115863413,-0.348356535200077,-0.127652315843668,-0.0339647213625661,-0.0869470253598945,-0.194699776200794,-0.309173232341404,-0.21897534178509,0.156505530012604,-0.075333920120021,0.0575046466729713,0.251015839437196,0.029631043483847
"American.Robin",0.337210139710783,0.374337216345327,0.463692480156851,0.109157841934956,0.402843047178523,0.287311554447091,0.449985885349864,0.539200458140124,0.603303701802251,0.280408802202336,0.327516905072876,0.710690582716919,0.644614555292379,0.612287926682873,0.410017656891133,0.298848285461314,0.371341051192379,0.51076919607023,0.48512535542014,0.496374254154218,0.313971097244505,0.405271116944103,0.580995611874346,0.557762822925172,0.443204114853051,0.487808813879272,0.629169679334378,0.703250431146884,0.492741576500942,0.238542385439941,0.324842920727854,0.222298601040046,0.213387952198117,0.364491165689883,0.580803050892323,0.169089732593183,0.496093251915154,0.506730237091714,0.39073554048755,0.568250301972351,0.534247951547433,0.520222538906794,0.615643837054696,0.743986398154157,0.534301240364813,1,0.677485760519151,0.70165529566822,0.680342937439523,0.709898764275033,-0.0337401681099278,0.368036279404152,0.202703257287087,0.246536984370126,-0.463888383878288,-0.320379456825679,-0.274538029559019,-0.362925734537873,-0.247012962135239,-0.1076645205062,0.194641142822879,-0.00331172422223414,-0.117153690794503,0.375894717523056,0.267880603408243
"Carolina.Chickadee",0.136772906477328,0.454328030043805,0.470251488491103,0.0102124322622931,0.285844784459421,0.25739170012198,0.641540602946483,0.551341952504205,0.740995703717143,0.682260380619492,0.750825451748869,0.757713945965566,0.839139121090934,0.826288566010958,0.586930505931128,0.529227204106106,0.706955561886285,0.651890547875582,0.614887110931672,0.783587914327382,0.344605154552336,0.613297910754073,0.75467832340652,0.679379250262201,0.634872502495448,0.632555696953689,0.738992691488979,0.681526669140305,0.597164049838543,0.625101914950253,0.654995834577506,0.53745677990313,0.422789073236342,0.520444889686454,0.789849821698233,0.410771247361332,0.377687525987135,0.619626710040666,0.3985736092145,0.62195699894021,0.524829305411047,0.529011039945589,0.614744412370444,0.662748399176732,0.52701412206891,0.677485760519151,1,0.868903397617573,0.799819120706954,0.778721762921461,-0.0600513831352221,0.172586184361614,0.0155275556756563,-0.0922130382387483,-0.220461570130129,-0.25122213348387,-0.00257932220782099,-0.0420917166814066,-0.082736657012108,0.168036542843747,0.428515467339697,0.218594877172897,0.245841224039334,0.331513636755525,0.300647458411841
