"","Bobolink","Cedar.Waxwing","Purple.Martin","Black.throated.Blue.Warbler","Yellow.rumped..Myrtle..Warbler","White.throated.Sparrow","Yellow.rumped.Warbler","Cliff.Swallow","House.Sparrow","European.Starling","Fish.Crow","Common.Grackle","Eastern.Phoebe","Barn.Swallow","N..Rough.winged.Swallow","Red.winged.Blackbird","Ruby.throated.Hummingbird","Eastern.Kingbird","American.Goldfinch","Chimney.Swift","Yellow.breasted.Chat","Blue.Grosbeak","Mourning.Dove","Northern.Mockingbird","American.Robin","Brown.headed.Nuthatch","Northern.Parula","Red.bellied.Woodpecker","Scarlet.Tanager","Downy.Woodpecker","Gray.Catbird","Common.Yellowthroat","American.Redstart","Black.thr.Blue.Warbler","Black.and.white.Warbler","Ring.billed.Gull","Acadian.Flycatcher","White.breasted.Nuthatch","Wood.Thrush","Eastern.Bluebird","Carolina.Wren","Chipping.Sparrow","Pine.Warbler","Brown.headed.Cowbird","American.Crow","Orchard.Oriole","Eastern.Wood.Pewee","Northern.Cardinal","Red.eyed.Vireo","Great.Crested.Flycatcher","Summer.Tanager","Prothonotary.Warbler","Yellow.throated.Warbler","Prairie.Warbler","House.Finch","Indigo.Bunting","Brown.Thrasher","White.eyed.Vireo","Carolina.Chickadee","Eastern.Towhee","Hooded.Warbler","Ovenbird","Blue.gray.Gnatcatcher","Blue.Jay","Tufted.Titmouse"
"Fish.Crow",-0.257749618440038,-0.214444662870968,-0.104794520547945,0.0232677587271124,0.227793971493422,0.193426919928008,-0.0212328767123288,0.253207962618576,0.404313614929163,0.589423319176068,1,-0.014029089820759,0.290604180011894,0.086584551425018,0.124593547142909,0.221423734276627,0.324477374208145,0.4075659259722,0.282854275702677,0.170431251421577,0.479027570793634,0.474576278141512,0.45379887426709,0.498203043589296,0.396236244205826,0.561355542072446,0.156399762850724,0.401026665120232,0.500342465753425,0.269257119510403,0.296714648559251,0.132272447137429,0.0821636474030474,0.0721013882812333,-0.00582092116046588,0.225188279990758,0.0768309557111325,0.242979452054794,0.215326745143894,0.618216067954185,0.665526334179907,0.667807721087404,0.571868717119387,0.607699110284584,0.501711274265124,0.627205839222305,0.574508336806203,0.69563755135617,0.505047233547323,0.537987805692207,0.55852169140565,0.355479452054795,0.385931935174807,0.507542263618763,0.396646225698007,0.466278699012294,0.456506849315068,0.343947959158116,0.562190111597731,0.583846817118896,0.370421110375406,0.337097957129023,0.301454344685089,0.516084994264534,0.55715276569142
"Common.Grackle",-0.122518887297799,-0.0222298234614465,-0.162874311089787,-0.317606837606838,-0.420656659347372,0.12485036704088,0.0875962681491292,0.2,0.152898942650064,0.168262663738949,-0.014029089820759,1,0.456566374169708,0.405197475575002,0.494528072696179,0.328945123631351,-0.00650797524088976,0.130323259842672,0.0943751082351902,0.169259704987026,0.199110549516639,0.183031175242958,0.288596345472828,0.236662120543399,0.20957264957265,0.308823547472095,-0.274918793554685,-0.223931623931624,-0.353806801821092,-0.116983083638304,0.0102581639386076,0.21918276948825,0.0660167694216161,-0.0636550643502529,-0.119055792494485,-0.0700974535804855,0.100530006598355,-0.232335414348667,-0.147996201650859,0.292165651696236,0.150769230769231,0.110123125455166,0.274234915958777,-0.00512820512820513,0.42502992585631,0.159534555608198,0.10974358974359,0.121367521367521,-0.0263247863247863,0.146007866726182,0.0629167388234602,0.121471387472425,0.0560875545796496,0.207912682695794,0.302273897390972,0.465537943952432,0.148503048346571,-0.110502933838272,0.0317948717948718,0.0964267410229118,-0.026338296608624,-0.111813986930823,-0.0441025641025641,-0.0943751082351902,0.0184646950894937
"Eastern.Phoebe",-0.138308830777013,0.0673965104344851,-0.147355829794017,0.171340639295149,0.0501197399931577,0.150556032998981,0.316960507292125,-0.146374837561525,0.0614200180075389,0.221518987341772,0.290604180011894,0.456566374169708,1,0.606122806880785,0.669346561751625,0.266290409230638,0.149220667357819,0.326261766964838,0.256541820068052,0.331623059407969,0.122005482846356,0.154346347163272,0.294852065198215,0.428156004105371,0.500684023808579,0.533869312350325,0.181973664368272,0.103283179774721,0.0963546250569473,0.18665526363851,0.137677443436521,0.567128450230441,0.487082984031931,0.401403722985267,0.208076672007249,0.0810672151415045,-0.0725158211392361,-0.185007725908632,-0.0572310641412249,0.673340217391878,0.446990450217085,0.389839206294902,0.383444507061716,0.395348860329725,0.498717298212294,0.420376934192239,0.243502066223845,0.359097148223366,0.147058832129569,0.423465030992332,0.173935354006139,0.223857636899622,0.322271638727335,0.129347421188465,0.329057641207288,0.261762193736865,0.431627645459362,0.0819644127396975,0.255813968448646,0.257567987348325,0.0662104372393247,0.205404483934487,0.18673051707615,0.247648370305693,0.206259623334714
"Barn.Swallow",-0.198870516078412,-0.0803831036213231,0.084360047139395,0.267054201201752,0.238754920543334,0.399589486265013,0.150581828565249,0.408274924756584,0.0578173143654,0.1255344639533,0.086584551425018,0.405197475575002,0.606122806880785,1,0.778347882086471,0.145348837209302,0.0460774913728174,0.173965114525479,0.0909712722298222,0.150649794801642,0.00923866674298485,0.179982915067038,0.0300957592339261,-0.0249700704866238,0.0307744918158229,0.156148454481421,0.123461012311902,-0.0690716371866247,0.0942847585675591,0.0251454000346562,0.100889192886457,0.376538987688099,0.373588800514893,0.130412507101334,0.180667260751704,0.109439124487004,-0.438782489740082,-0.257529149989431,-0.244304014423886,0.300769928410507,0.0912976590536079,0.188130668049905,0.0949042407660739,0.339203287569959,0.400820793433653,0.431946894674951,-0.0492391869053166,0.0194905114833545,-0.105317149769705,0.129274965800274,-0.0181258549931601,0.122347735709265,0.206943734854896,-0.109626745273618,0.00547195622435021,-0.00650017143753018,-0.0639972771402307,-0.163387532213899,-0.0335100021994516,-0.122435020519836,0.0694492000957172,0.0256497948016416,-0.123097967263292,-0.0798563611491108,0.00376196990424077
"N..Rough.winged.Swallow",-0.117767915315081,-0.00410537119397879,-0.197159019654713,0.0372777039584256,-0.0453301402668491,0.0920444838107407,0.0496320448783565,0.265047895117247,0.124208727224159,0.230756072528224,0.124593547142909,0.494528072696179,0.669346561751625,0.778347882086471,1,0.199418508132899,0.266918254584939,0.382035933734915,0.262014712229504,0.443988376597776,0.245893238219093,0.465092429700413,0.356764157774638,0.294902497434143,0.34746924056661,0.345193294560383,0.125876519713391,0.0300957609939583,0.0852302012049019,0.241573998402911,0.0643064828970584,0.479220119887122,0.399828919452976,0.102019880127599,-0.0638261502127498,-0.108089620188673,-0.106550369268264,-0.127331866860335,-0.119088591551351,0.496235484227814,0.295827650679249,0.357167293876155,0.414400553349927,0.460670341577976,0.65948350545494,0.52671260675166,0.265389892401269,0.184336536087995,0.0967852313782978,0.404994019947432,0.214468961576892,0.341091949801947,0.396168320218953,0.0582491698067261,0.230887638061247,0.223438839882579,0.159164833575419,0.108316228109037,0.267441876105402,0.116983069951032,0.134302824891137,0.0740550720596444,0.0926812639700307,0.0949204734251793,0.26697452075082
"Red.winged.Blackbird",0.0383364850271637,0.0619120925764233,-0.539698962834993,0.205505217570106,-0.0379681893700717,-0.0424221714870391,0.136379224280117,-0.177124297339958,0.190386600262397,0.0690952635383287,0.221423734276627,0.328945123631351,0.266290409230638,0.145348837209302,0.199418508132899,1,0.340870661085155,0.468696572074545,0.181600547195622,0.0991792065663475,0.144910198727929,0.458853781568248,0.387140902872777,0.289037117276672,0.28688665148306,0.252266123066918,0.0129958960328317,0.115233374910359,0.0119780999995084,0.105713314431412,0.483926128590971,0.528385772913817,0.0721861143852036,0.223857689355045,-0.100256642803502,-0.0307797537619699,-0.0625854993160055,-0.239048652847332,0.0431729394353571,0.177245532328376,0.0417165333503377,0.0420728584911606,0.0837893296853625,0.176782358542005,0.237004103967168,0.386749122104921,0.284493079897385,0.242776546547047,0.217131136700528,0.278727770177839,0.215458276333789,-0.0350787214271318,0.107405508668491,0.12675592422262,0.0738714090287278,0.284296971820399,0.0290896714273776,-0.0516680991922486,0.0567618404602956,0.0338577291381669,-0.0916866286977942,-0.102599179206566,-0.0191485726854009,0.115424076607387,0.14500683994528
"Ruby.throated.Hummingbird",0.298817185043588,-0.338187827054345,-0.140555439435118,-0.126734254691011,-0.174747509420178,-0.0709390659653553,-0.0174837253931489,-0.0267169509889159,0.366347157086787,0.353949367119695,0.324477374208145,-0.00650797524088976,0.149220667357819,0.0460774913728174,0.266918254584939,0.340870661085155,1,0.163468282441906,0.349435250559656,0.450154822779793,0.406169958085205,0.605655962815661,0.607229393742148,0.616927236688296,0.543587195120634,0.29073188577063,-0.0705722172698914,0.255866184470771,0.322934692555808,0.544380223603705,0.289140540659167,0.230044873285107,0.202536173843116,-0.0205726117069596,-0.324764586739014,-0.202295603387723,0.141829601697743,0.329962464527564,0.281620048766964,0.212853623604146,0.281555560421652,0.301353793205974,0.454265825727553,0.383628014199817,0.499486858152921,0.49476940178906,0.574414446261691,0.36581671354054,0.366501763565897,0.422405552882408,0.190133886333931,0.353445507457578,0.334418763125675,0.1659231297186,0.239637213496549,0.211446394689006,0.171751890626815,0.126649619841758,0.525775894461357,0.286742455606306,0.251028337292864,0.0412813212670967,0.461723717090494,0.377355812246531,0.544022723420328
"Eastern.Kingbird",-0.0371511776445582,0.0545765619621307,-0.369907587579136,0.327347400707184,0.331394358998894,0.118754277891855,0.1703183940959,0.155977444851072,0.42299794661191,0.356715146366904,0.4075659259722,0.130323259842672,0.326261766964838,0.173965114525479,0.382035933734915,0.468696572074545,0.163468282441906,1,0.523434857864273,0.501026372119103,0.339038170291346,0.522334424901156,0.544132772178513,0.314970064489914,0.446040763346048,0.385115488955348,0.423195372011833,0.40020528613104,0.446936007019493,0.289014373716633,0.35100925762663,0.530448200731082,0.193874058863792,0.340352724227565,0.168920077777667,0.23246665746325,-0.0540540572173563,0.0427935663557539,0.343959278042749,0.400650356714812,0.26167268708568,0.363729688813448,0.384878571959024,0.510347253767105,0.459117372061342,0.366329985311037,0.406020234732944,0.433384698741904,0.588678031992753,0.622476943715061,0.522579572148808,0.426566269434155,0.410778449125629,0.202707524243999,0.172596657380736,0.254106776180698,0.417665207632158,0.357521826218386,0.368736152520736,0.336982571893012,0.292265571526352,0.429353429163178,0.375577268522976,0.494868314967758,0.493328800679922
"American.Goldfinch",0.00616122080793702,-0.206601679094805,-0.237850842847381,0.127201232838735,0.254660513387553,0.146767028773708,0.202943237134528,0.0902718426597472,0.356140971919417,0.342055760090736,0.282854275702677,0.0943751082351902,0.256541820068052,0.0909712722298222,0.262014712229504,0.181600547195622,0.349435250559656,0.523434857864273,1,0.570109439124487,0.427544966494799,0.437639065343616,0.464774281805746,0.512399528615923,0.431184824219474,0.458354718521587,0.410396716826265,0.6623354516361,0.473306065694861,0.385049629102117,0.211354309165527,0.245041039671683,0.00307902857567219,0.188430669709407,0.0429426917127629,0.356703146374829,0.259746922024624,0.426762591411057,0.398664405024111,0.47767328789655,0.14771756071595,0.497862158812067,0.423734610123119,0.453410846086457,0.431258549931601,0.431262079939042,0.638057796981395,0.656864430868842,0.611044631943061,0.693228454172367,0.546169630642955,0.611225331403487,0.531041567540868,0.273895571394554,0.64124487004104,0.427813914875342,0.469199288552173,0.525406399401972,0.57753462974361,0.46203830369357,0.607937086552165,0.461354309165527,0.554624730280719,0.729822161422709,0.703488372093023
"Chimney.Swift",0.385760880585834,0.0923550552244988,-0.163244391421872,0.195247053631499,0.0434410815315235,-0.140437914479271,0.0297741342844923,0.0820653115088611,0.443380114896796,0.211390459736075,0.170431251421577,0.169259704987026,0.331623059407969,0.150649794801642,0.443988376597776,0.0991792065663475,0.450154822779793,0.501026372119103,0.570109439124487,1,0.396407237842517,0.37639012656605,0.643296853625171,0.453907993640407,0.602154223196268,0.349752014692778,0.23187414500684,0.379894004526436,0.360711925699482,0.410708200566052,0.103625170998632,0.151846785225718,0.174136171668572,0.0249871732766335,-0.0710008647840503,-0.145348837209302,0.367989056087551,0.35711849569963,0.54634326928315,0.243113804477435,0.189776032864241,0.176842827966911,0.303864569083447,0.330654817621119,0.465458276333789,0.251669415446761,0.454436662480318,0.366558391406246,0.393229617646626,0.514705882352941,0.294459644322845,0.4681725942665,0.272618440792317,0.00513875368470083,0.407318741450068,0.416695200574303,0.48254631426591,0.342172842332772,0.475294929155487,0.399110807113543,0.368799200508291,0.244015047879617,0.428449313835846,0.306942544459644,0.53625170998632
"Yellow.breasted.Chat",0.0998287729773865,-0.365674217170634,-0.387091257170981,-0.313718855509893,-0.217316918954939,-0.214615782708404,-0.300462254018165,0.361614863984686,0.550059908791715,0.493155401911917,0.479027570793634,0.199110549516639,0.122005482846356,0.00923866674298485,0.245893238219093,0.144910198727929,0.406169958085205,0.339038170291346,0.427544966494799,0.396407237842517,1,0.730229373502225,0.677673314240056,0.649212905917354,0.552856783537609,0.554585932545636,0.029255778019452,0.437906363198106,0.217086118572669,0.161903134323884,-0.0840034327926956,0.201026544870504,0.132123910885876,-0.121917815368609,-0.257103731598768,0.258682668803576,0.315654447051982,0.423215209078578,0.425951720326281,0.483224922971585,0.286007593463763,0.505133499807071,0.571086473853397,0.408142415074485,0.430111262812295,0.361939105169049,0.622648110172307,0.491618315559123,0.641464399215975,0.541659609412779,0.532078769827461,0.384694407281378,0.382272438539633,0.649186414019729,0.607356795140671,0.765017981424694,0.322033903024598,0.40106128038343,0.471091454784212,0.535158325408456,0.520965265202856,0.316338792736648,0.576804787775005,0.514970127710822,0.771941932302734
"Blue.Grosbeak",-0.0058219181496246,-0.306981537484379,-0.330080470511124,-0.191241919552923,-0.119096516214675,-0.100975527749568,-0.262968673602223,0.293191994734982,0.468594906742911,0.553730354124554,0.474576278141512,0.183031175242958,0.154346347163272,0.179982915067038,0.465092429700413,0.458853781568248,0.605655962815661,0.522334424901156,0.437639065343616,0.37639012656605,0.730229373502225,1,0.750042870393437,0.656741996022879,0.514197862411526,0.492470939175051,0.134816099879112,0.474512598246697,0.316726592554761,0.405271270696572,0.139264346829438,0.327459410112463,0.123224372846931,-0.0804794567742224,-0.397466621020199,0.0263473088596235,0.184088989175032,0.30234549321714,0.286596087076676,0.489558370421089,0.313718855509893,0.526351844649916,0.528657041404133,0.639411713138484,0.586484251758372,0.651250581094521,0.726992985778105,0.457406880934271,0.625042910596046,0.646364499166607,0.614200251987326,0.426639280349441,0.532512009281709,0.485690152410748,0.410265237956994,0.588396380344093,0.283170694100311,0.394043135912359,0.535408951878934,0.395893978579018,0.492555201463147,0.235414915524947,0.410879329844473,0.506757979494836,0.686056548877209
