"","Bobolink","Cedar.Waxwing","Purple.Martin","Black.throated.Blue.Warbler","Yellow.rumped..Myrtle..Warbler","White.throated.Sparrow","Yellow.rumped.Warbler","Cliff.Swallow","House.Sparrow","European.Starling","Fish.Crow","Common.Grackle","Eastern.Phoebe","Barn.Swallow","N..Rough.winged.Swallow","Red.winged.Blackbird","Ruby.throated.Hummingbird","Eastern.Kingbird","American.Goldfinch","Chimney.Swift","Yellow.breasted.Chat","Blue.Grosbeak","Mourning.Dove","Northern.Mockingbird","American.Robin","Brown.headed.Nuthatch","Northern.Parula","Red.bellied.Woodpecker","Scarlet.Tanager","Downy.Woodpecker","Gray.Catbird","Common.Yellowthroat","American.Redstart","Black.thr.Blue.Warbler","Black.and.white.Warbler","Ring.billed.Gull","Acadian.Flycatcher","White.breasted.Nuthatch","Wood.Thrush","Eastern.Bluebird","Carolina.Wren","Chipping.Sparrow","Pine.Warbler","Brown.headed.Cowbird","American.Crow","Orchard.Oriole","Eastern.Wood.Pewee","Northern.Cardinal","Red.eyed.Vireo","Great.Crested.Flycatcher","Summer.Tanager","Prothonotary.Warbler","Yellow.throated.Warbler","Prairie.Warbler","House.Finch","Indigo.Bunting","Brown.Thrasher","White.eyed.Vireo","Carolina.Chickadee","Eastern.Towhee","Hooded.Warbler","Ovenbird","Blue.gray.Gnatcatcher","Blue.Jay","Tufted.Titmouse"
"Mourning.Dove",0.12698960665248,-0.0649905944172399,-0.234428528561808,-0.0926654142454223,-0.224730634379614,-0.144714343056593,-0.0896646342820344,0.0871943934781649,0.591002429385968,0.351291265613186,0.45379887426709,0.288596345472828,0.294852065198215,0.0300957592339261,0.356764157774638,0.387140902872777,0.607229393742148,0.544132772178513,0.464774281805746,0.643296853625171,0.677673314240056,0.750042870393437,1,0.654010613293488,0.782014030919855,0.662562007295756,0.217510259917921,0.58232177291496,0.396646225698007,0.532329829305103,0.275649794801642,0.394322845417237,0.278823143241426,0.090364571849743,-0.25423442185325,0.0410396716826265,0.538987688098495,0.434805029982155,0.679117190165697,0.385970966151367,0.436313906188778,0.391653845303893,0.601060191518468,0.585057283298589,0.655266757865937,0.513097440880234,0.745084640740868,0.58232177291496,0.660283818848378,0.741108071135431,0.660054719562244,0.485626397122927,0.5040191624937,0.482871554572388,0.464774281805746,0.640609000882909,0.594798222832732,0.4066724231125,0.588134732480171,0.617305061559508,0.539001057885726,0.398426812585499,0.660967696444285,0.538645690834473,0.672366621067031
"Northern.Mockingbird",0.199931577162811,-0.311323982210058,-0.300359444005226,-0.319767460560807,-0.226650701334246,-0.0857142869687381,0.13041247654244,-0.0837893345854521,0.350042776722631,0.477078344166952,0.498203043589296,0.236662120543399,0.428156004105371,-0.0249700704866238,0.294902497434143,0.289037117276672,0.616927236688296,0.314970064489914,0.512399528615923,0.453907993640407,0.649212905917354,0.656741996022879,0.654010613293488,1,0.70417240780182,0.674649332877181,-0.037626133609981,0.456566374169708,0.21187748813588,0.506586833761345,0.134940997355796,0.392680012584165,0.273738241816329,0.179733010291911,-0.181895972322126,0.136138192516113,0.364631440256725,0.347082024183817,0.304832524273171,0.70687889149831,0.56155954036454,0.65155661991105,0.70121430818601,0.456224376885686,0.507952803734743,0.516438628726595,0.835841362150388,0.658344771742838,0.525649825542204,0.583718154594842,0.4135454139497,0.454218783128131,0.458433116660965,0.588830578310934,0.697280666944966,0.655945261952379,0.598151713275365,0.54466122286108,0.767441905345937,0.657773226654486,0.440889655725425,0.349580986812733,0.54480167344745,0.649221832652218,0.76620490260325
"American.Robin",0.345311612523684,0.132352948916612,-0.237810181107987,-0.00991452991452991,-0.195280449176707,-0.35402775311592,-0.0280581796415179,-0.137094017094017,0.357790366917152,0.377223004276546,0.396236244205826,0.20957264957265,0.500684023808579,0.0307744918158229,0.34746924056661,0.28688665148306,0.543587195120634,0.446040763346048,0.431184824219474,0.602154223196268,0.552856783537609,0.514197862411526,0.782014030919855,0.70417240780182,1,0.783173780410961,0.16584031700749,0.498803418803419,0.327117313869404,0.548999559179761,0.15729184705865,0.446572070127386,0.411835183334848,0.202601065028762,-0.174136202240497,0.0629167388234602,0.485211154296141,0.42771615307192,0.514218283976711,0.583304960353727,0.507692307692308,0.363885110199678,0.583689528106774,0.48991452991453,0.562489322633652,0.34337587827258,0.616410256410256,0.545299145299145,0.561709401709402,0.684903412301036,0.4479398253192,0.33738250154313,0.222982229182509,0.286693435611828,0.461617377237344,0.505216416765425,0.55397796145875,0.291823537349988,0.636239316239316,0.628825449436648,0.226098883874032,0.261241241636541,0.599316239316239,0.555992485472534,0.666096778413589
"Brown.headed.Nuthatch",-0.0407394823328331,0.0427642832706124,-0.188259480573076,-0.0547195654435606,-0.0431063975367773,-0.093926434223228,-0.0932740153748424,0.0560875545796496,0.16201882187504,0.363667464933288,0.561355542072446,0.308823547472095,0.533869312350325,0.156148454481421,0.345193294560383,0.252266123066918,0.29073188577063,0.385115488955348,0.458354718521587,0.349752014692778,0.554585932545636,0.492470939175051,0.662562007295756,0.674649332877181,0.783173780410961,1,0.336411840049239,0.635772950997369,0.381653310616328,0.488964934444418,0.282367029954903,0.510005138295288,0.421899065199418,0.292194522445992,0.0732375128446567,0.296904399758759,0.431845397114555,0.477323355743918,0.39324937785662,0.776009627921771,0.682626578908418,0.677728361272665,0.768428265043839,0.569425477897052,0.697622722705057,0.566609888082329,0.666552706559372,0.722982258423044,0.53112178208656,0.729604936273541,0.637933992569223,0.444121229170121,0.445090660280534,0.664897141235012,0.618436814244051,0.635414893816155,0.608591557198054,0.539185520966152,0.712038345334332,0.820591768457677,0.433704026877747,0.503677106733609,0.588235328518276,0.643577912610721,0.713870371309367
"Northern.Parula",-0.20640089706589,0.1440054749982,-0.0985626514245264,0.642503001354791,0.673165735858569,0.230242914603043,-0.0797399228538703,0.0424004109462449,-0.113753000156778,-0.0665298453376482,0.156399762850724,-0.274918793554685,0.181973664368272,0.123461012311902,0.125876519713391,0.0129958960328317,-0.0705722172698914,0.423195372011833,0.410396716826265,0.23187414500684,0.029255778019452,0.134816099879112,0.217510259917921,-0.037626133609981,0.16584031700749,0.336411840049239,1,0.700974535804855,0.760096002825948,0.403352743413057,0.400649794801642,0.326265389876881,0.165412257370834,0.195618760652,0.428571485021797,0.275991792065663,0.0530095759233926,0.466290321409435,0.41254142127119,0.234559483419115,0.217473075498482,0.275012831112952,0.19015047879617,0.470507785984137,0.258378932968536,0.232152195473339,0.194221237237638,0.350487267902428,0.527269626444432,0.493160054719562,0.566347469220246,0.511122638550452,0.487429458129299,0.103460240851977,-0.0389876880984952,-0.0273691428948639,0.231861792847627,0.413002620695656,0.267054201201752,0.295827633378933,0.482381143521977,0.522400820793434,0.434262273401056,0.464774281805746,0.315321477428181
"Red.bellied.Woodpecker",-0.0376454681641281,-0.00136798913608901,-0.135842650215642,0.229401709401709,0.300615612655561,0.0591756534193761,-0.0646706823444742,0.0796581196581197,0.264067077686464,0.222640231898487,0.401026665120232,-0.223931623931624,0.103283179774721,-0.0690716371866247,0.0300957609939583,0.115233374910359,0.255866184470771,0.40020528613104,0.6623354516361,0.379894004526436,0.437906363198106,0.474512598246697,0.58232177291496,0.456566374169708,0.498803418803419,0.635772950997369,0.700974535804855,1,0.761676925390475,0.601334096596897,0.369293901789875,0.351855023094242,0.252779236282768,0.286105558047373,0.161477971429301,0.451359213298736,0.487604725881816,0.722327039307858,0.699556119840402,0.409510872459479,0.343589743589744,0.515047909737514,0.446572070127386,0.625299145299145,0.387758596879369,0.491955271263905,0.717606837606837,0.716239316239316,0.762735042735043,0.748845967518357,0.778936581738273,0.569717915891797,0.608071170991567,0.457955941951032,0.462985132429158,0.416623964536416,0.488622933269361,0.61956908105607,0.616410256410256,0.616857591508272,0.779203112655137,0.692426065856015,0.709401709401709,0.815524033119307,0.736194231994075
"Scarlet.Tanager",-0.0407604047765642,-0.0119801487637412,-0.0251712328767123,0.457143024403268,0.626390635361327,0.365970579474407,-0.048458904109589,0.219675016217738,0.20267033026085,0.278966321212831,0.500342465753425,-0.353806801821092,0.0963546250569473,0.0942847585675591,0.0852302012049019,0.0119780999995084,0.322934692555808,0.446936007019493,0.473306065694861,0.360711925699482,0.217086118572669,0.316726592554761,0.396646225698007,0.21187748813588,0.327117313869404,0.381653310616328,0.760096002825948,0.761676925390475,1,0.605272202535783,0.513004911407518,0.274811837131579,0.17425540220063,0.135982190725176,0.262626266475137,0.240930925704398,0.0735797571398374,0.622431506849315,0.50985807329454,0.309364839322407,0.452010430566405,0.481944270267075,0.414442259982991,0.671685446784143,0.429842674268073,0.463594373377645,0.462275618240131,0.612147358276531,0.687425401217189,0.600958388546765,0.60420958711806,0.708390410958904,0.532603185039467,0.160438891843013,0.0975359571388542,0.0578569017129792,0.261986301369863,0.359185076313454,0.513601556608761,0.442163005696139,0.603731634146976,0.55715276569142,0.586484389092216,0.648528557116241,0.567419708548141
"Downy.Woodpecker",0.302859139415776,0.0436270322894775,0.0491270141764054,0.231229720875712,0.121471344805996,0.148357289527721,0.10955152987073,-0.105353186434496,0.29072553045859,0.159965785061417,0.269257119510403,-0.116983083638304,0.18665526363851,0.0251454000346562,0.241573998402911,0.105713314431412,0.544380223603705,0.289014373716633,0.385049629102117,0.410708200566052,0.161903134323884,0.405271270696572,0.532329829305103,0.506586833761345,0.548999559179761,0.488964934444418,0.403352743413057,0.601334096596897,0.605272202535783,1,0.646767058034253,0.415155686286467,0.404688569472964,0.232152059382585,0.155913060643825,0.107594943005434,0.362983257643133,0.580451934049446,0.55784128053271,0.308745511966476,0.374893156922752,0.375192477689506,0.538316829313355,0.514109867568337,0.57697574365235,0.537078463737921,0.607833156799025,0.567470572385809,0.481956622357809,0.502565886406939,0.332021914743318,0.534063708119808,0.38648418016443,0.145819191151008,0.317824171866607,0.183778234086242,0.505306431528742,0.484853678160214,0.793569456259841,0.519329486430043,0.438569472963724,0.459117372061342,0.643749015810785,0.620082143711761,0.553711972191716
"Gray.Catbird",0.0174567922891549,0.0858559957827748,-0.138432612851462,0.498888706214285,0.29946981795944,0.472630886365681,0.234770759990365,-0.0550521464705276,0.248032857484704,-0.0856849679027295,0.296714648559251,0.0102581639386076,0.137677443436521,0.100889192886457,0.0643064828970584,0.483926128590971,0.289140540659167,0.35100925762663,0.211354309165527,0.103625170998632,-0.0840034327926956,0.139264346829438,0.275649794801642,0.134940997355796,0.15729184705865,0.282367029954903,0.400649794801642,0.369293901789875,0.513004911407518,0.646767058034253,1,0.527359781121751,0.260006857501207,0.33339050371837,0.451497065458093,0.249316005471956,0.0201778385772914,0.179500384278348,0.354292217271105,0.0764756302613746,0.189776032864241,0.189327863210223,0.302667578659371,0.276286548746499,0.445109439124487,0.533470679273543,0.313899816521394,0.502991971789728,0.321422470076373,0.312243502051984,0.242476060191518,0.369609942841974,0.330425864247651,0.0967798610618656,0.0738714090287278,0.0543961715035421,0.208761171420004,0.185799853386695,0.392545740050719,0.258549931600547,0.234690400323458,0.330198358413133,0.39357155644458,0.391586867305062,0.25
"Common.Yellowthroat",-0.0208796927380088,0.0714896538589639,-0.452429948552861,0.223627973861646,0.0658457338174668,0.160793714507326,0.369609942841974,-0.113865619718545,0.0850154001171711,-0.0424149142512513,0.132272447137429,0.21918276948825,0.567128450230441,0.376538987688099,0.479220119887122,0.528385772913817,0.230044873285107,0.530448200731082,0.245041039671683,0.151846785225718,0.201026544870504,0.327459410112463,0.394322845417237,0.392680012584165,0.446572070127386,0.510005138295288,0.326265389876881,0.351855023094242,0.274811837131579,0.415155686286467,0.527359781121751,1,0.689360286664385,0.697073676409097,0.392985509419189,0.377393980848153,-0.0593365253077975,-0.0674195914258045,0.208326564894422,0.396578324263683,0.324499919257955,0.342397815850827,0.474350205198358,0.356642166265592,0.442886456908345,0.446328004129052,0.385706964091647,0.396649005626162,0.330996756419073,0.461012311901505,0.302325581395349,0.269849481417497,0.460749108842222,0.331449612663203,0.156805745554036,0.120253171594308,0.239904231418726,0.234901656261448,0.298512570613482,0.277359781121751,0.191584000264047,0.449042407660739,0.439733294168314,0.426470588235294,0.382694938440492
"American.Redstart",0.0588940327637236,0.0982035942516082,-0.0467305744604832,0.0896186196293441,-0.0874251509800902,0.00735797399041752,0.257959617992484,0.0673849926220641,0.148699520876112,0.0937553478220928,0.0821636474030474,0.0660167694216161,0.487082984031931,0.373588800514893,0.399828919452976,0.0721861143852036,0.202536173843116,0.193874058863792,0.00307902857567219,0.174136171668572,0.132123910885876,0.123224372846931,0.278823143241426,0.273738241816329,0.411835183334848,0.421899065199418,0.165412257370834,0.252779236282768,0.17425540220063,0.404688569472964,0.260006857501207,0.689360286664385,1,0.720424679853921,0.526270759033766,0.343140629044356,0.0788573429658267,0.141561117504834,0.333676489461501,0.238233787504066,0.240807283278848,0.234730542357502,0.374957257659636,0.254147459483216,0.347588114764772,0.292173424469672,0.224388604873472,0.187788634261488,0.155977444851072,0.280704771815448,0.0567909715068426,-0.0118110243141881,0.262104366539135,0.231494391592259,0.0845022286878924,-0.00188227241615332,0.225436507562111,0.151292146662065,0.283222202492736,0.19055765740549,0.18668720054757,0.469038686360731,0.450487488747504,0.333732486174247,0.331850857600225
"Black.thr.Blue.Warbler",-0.182082905104488,0.10373162308276,-0.135982190725176,0.183093867889168,0.082848359029795,0.112823161602598,0.619626657485753,-0.186173951648052,0.0328710880541713,-0.0525505087234444,0.0721013882812333,-0.0636550643502529,0.401403722985267,0.130412507101334,0.102019880127599,0.223857689355045,-0.0205726117069596,0.340352724227565,0.188430669709407,0.0249871732766335,-0.121917815368609,-0.0804794567742224,0.090364571849743,0.179733010291911,0.202601065028762,0.292194522445992,0.195618760652,0.286105558047373,0.135982190725176,0.232152059382585,0.33339050371837,0.697073676409097,0.720424679853921,1,0.598458939204058,0.508985296744575,-0.0282389287030447,-0.122109952124749,0.251200407289113,0.175342476035753,0.148870715012688,0.202156843004521,0.224884559489701,0.164613365335869,0.127845331764693,0.205106249192942,0.214921400064295,0.266256129379015,0.11978103506768,0.264247914651521,0.111586554632637,-0.0524062347127254,0.26241019502619,0.204011732760683,0.127331896697365,-0.118472879861909,0.310327115357707,0.223287684326779,0.186173951648052,0.164983801634758,0.140558142148305,0.560157658454941,0.297056966967847,0.371384698700648,0.20195112648238
"Black.and.white.Warbler",-0.0926369917337326,0.0959958988454495,0.0612908757484349,0.489565629481632,0.48032172559568,0.455930179533643,0.358842669186367,0.0451590937048047,-0.0588738670268668,-0.186516095795971,-0.00582092116046588,-0.119055792494485,0.208076672007249,0.180667260751704,-0.0638261502127498,-0.100256642803502,-0.324764586739014,0.168920077777667,0.0429426917127629,-0.0710008647840503,-0.257103731598768,-0.397466621020199,-0.25423442185325,-0.181895972322126,-0.174136202240497,0.0732375128446567,0.428571485021797,0.161477971429301,0.262626266475137,0.155913060643825,0.451497065458093,0.392985509419189,0.526270759033766,0.598458939204058,1,0.52027380676698,-0.207698915295993,0.0503338476816756,0.173637461847293,-0.0198562136254707,-0.0413958358960709,0.0838466852660789,0.0523524448769142,-0.0971604743345797,-0.000684345684665545,0.0149023673212055,-0.157372599274319,0.124187507688213,0.0242901185836449,-0.0208725433822991,-0.106073581123159,0.0229412775147773,0.135181390531025,0.0709512078680485,-0.0843456056350284,-0.237549207654916,0.121725733679154,0.18760698390962,0.0444748650123076,0.0280581730712873,0.148211537340891,0.501796473281011,0.256243645340142,0.227544940151294,0.0335329385486117
"Ring.billed.Gull",-0.253465778237631,-0.31605952232384,0.0157426457136396,0.173362970562469,0.23670258598279,0.338351029037755,0.359000768556695,0.287912467876921,0.326034914735067,0.0632803156167862,0.225188279990758,-0.0700974535804855,0.0810672151415045,0.109439124487004,-0.108089620188673,-0.0307797537619699,-0.202295603387723,0.23246665746325,0.356703146374829,-0.145348837209302,0.258682668803576,0.0263473088596235,0.0410396716826265,0.136138192516113,0.0629167388234602,0.296904399758759,0.275991792065663,0.451359213298736,0.240930925704398,0.107594943005434,0.249316005471956,0.377393980848153,0.343140629044356,0.508985296744575,0.52027380676698,1,-0.0307797537619699,0.169575672850183,0.330307250918129,0.230966668574621,-0.00889040874679328,0.287668894236309,0.19015047879617,0.21918276948825,0.0300957592339261,0.167437202929886,0.243118485345001,0.368610024193968,0.369977779385782,0.260259917920657,0.278385772913817,0.130390174280363,0.297759539158986,0.349092666980676,0.26624487004104,0.12863497160586,0.244011008561414,0.269632199758225,0.210976238337364,0.245725034199726,0.457577857773506,0.575923392612859,0.426397681048124,0.549247606019152,0.387140902872777
"Acadian.Flycatcher",0.204004866751692,0.338635202489829,-0.118925421423691,-0.270473589181288,-0.478707036246986,-0.411392429138423,-0.202601005705971,-0.207898789155781,0.252822457491305,-0.00239439032063515,0.0768309557111325,0.100530006598355,-0.0725158211392361,-0.438782489740082,-0.106550369268264,-0.0625854993160055,0.141829601697743,-0.0540540572173563,0.259746922024624,0.367989056087551,0.315654447051982,0.184088989175032,0.538987688098495,0.364631440256725,0.485211154296141,0.431845397114555,0.0530095759233926,0.487604725881816,0.0735797571398374,0.362983257643133,0.0201778385772914,-0.0593365253077975,0.0788573429658267,-0.0282389287030447,-0.207698915295993,-0.0307797537619699,1,0.50872701855055,0.609903430118537,0.0629598029892301,0.142588478746646,0.05575508889479,0.246580027359781,0.0352196961892195,0.199384404924761,0.112823227741099,0.545050443938019,0.417507272301331,0.332706450408841,0.412106703146375,0.439124487004104,0.127481207137625,0.180776469207954,0.319287895609411,0.51812585499316,0.565685972208219,0.455510031409877,0.378100990777713,0.391177984858904,0.467168262653899,0.36931237193757,0.238372093023256,0.443836559743757,0.340287277701778,0.370383036935705
"White.breasted.Nuthatch",0.258948453874643,-0.099264089756713,0.144691780821918,0.0133447439758439,0.161389718345828,-0.077541942236626,-0.340753424657534,0.226518474666889,0.188291691965317,0.298476849199496,0.242979452054794,-0.232335414348667,-0.185007725908632,-0.257529149989431,-0.127331866860335,-0.239048652847332,0.329962464527564,0.0427935663557539,0.426762591411057,0.35711849569963,0.423215209078578,0.30234549321714,0.434805029982155,0.347082024183817,0.42771615307192,0.477323355743918,0.466290321409435,0.722327039307858,0.622431506849315,0.580451934049446,0.179500384278348,-0.0674195914258045,0.141561117504834,-0.122109952124749,0.0503338476816756,0.169575672850183,0.50872701855055,1,0.637751187846566,0.246875538629171,0.306244765599494,0.406469333055506,0.450376559981516,0.421899213390142,0.319815269986875,0.181428840135597,0.450299565954117,0.458853889015555,0.559110555295613,0.412731102840204,0.435318377124992,0.515068493150685,0.255690603614706,0.341275463311367,0.32169754284394,0.299383790224854,0.320719178082192,0.504365698198014,0.629256004399408,0.58590020569024,0.598938754715131,0.449349865695844,0.668948063404482,0.610027521403536,0.646304052830618
"Wood.Thrush",0.26628957851194,0.0789925765542056,-0.0737185512833397,0.232614400279938,0.0173063996355201,-0.111739635916229,0.0509172319329114,0.0613225002210735,0.564010953681459,0.0563743116840209,0.215326745143894,-0.147996201650859,-0.0572310641412249,-0.244304014423886,-0.119088591551351,0.0431729394353571,0.281620048766964,0.343959278042749,0.398664405024111,0.54634326928315,0.425951720326281,0.286596087076676,0.679117190165697,0.304832524273171,0.514218283976711,0.39324937785662,0.41254142127119,0.699556119840402,0.50985807329454,0.55784128053271,0.354292217271105,0.208326564894422,0.333676489461501,0.251200407289113,0.173637461847293,0.330307250918129,0.609903430118537,0.637751187846566,1,-0.0123414582951679,0.0873588690300208,0.0825909368744623,0.264862557012151,0.310380922906662,0.252698752647427,0.14682679270628,0.504968521373532,0.462830713959052,0.626243186615208,0.475758939730106,0.471304588835982,0.29178831228894,0.270733776476453,0.246438994533431,0.316944198235756,0.384404913128992,0.525973291482061,0.43486499576168,0.468312054760935,0.502827687471322,0.59914381466739,0.585747142577325,0.723879569648761,0.53366550135372,0.554224043941985
"Eastern.Bluebird",-0.181849325732392,-0.181553740953693,-0.194487248184978,-0.104344875605799,0.109000690845903,0.0580181422154298,0.0277349772939845,0.125555965073207,0.0871127858042884,0.59240249875748,0.618216067954185,0.292165651696236,0.673340217391878,0.300769928410507,0.496235484227814,0.177245532328376,0.212853623604146,0.400650356714812,0.47767328789655,0.243113804477435,0.483224922971585,0.489558370421089,0.385970966151367,0.70687889149831,0.583304960353727,0.776009627921771,0.234559483419115,0.409510872459479,0.309364839322407,0.308745511966476,0.0764756302613746,0.396578324263683,0.238233787504066,0.175342476035753,-0.0198562136254707,0.230966668574621,0.0629598029892301,0.246875538629171,-0.0123414582951679,1,0.718782241468141,0.842402513397768,0.727972722062973,0.674649490802082,0.618648498937652,0.554128256139078,0.576120559082508,0.664728174760875,0.463564939166745,0.59794704197652,0.517023164764819,0.500941626927152,0.437029457488909,0.517909541490924,0.598118128397686,0.529351368354939,0.520287629607524,0.472269770626498,0.656859544797159,0.65286578317093,0.342803359461669,0.376047953723717,0.345193375364757,0.603421807453844,0.627716079259471
"Carolina.Wren",-0.182409404831639,-0.0448016442069152,-0.071514140793625,-0.171282051282051,0.10020520421852,0.147768105648384,0.0516681112910879,0.0482051282051282,-0.0742261086243041,0.356019172667166,0.665526334179907,0.150769230769231,0.446990450217085,0.0912976590536079,0.295827650679249,0.0417165333503377,0.281555560421652,0.26167268708568,0.14771756071595,0.189776032864241,0.286007593463763,0.313718855509893,0.436313906188778,0.56155954036454,0.507692307692308,0.682626578908418,0.217473075498482,0.343589743589744,0.452010430566405,0.374893156922752,0.189776032864241,0.324499919257955,0.240807283278848,0.148870715012688,-0.0413958358960709,-0.00889040874679328,0.142588478746646,0.306244765599494,0.0873588690300208,0.718782241468141,1,0.728112217683378,0.771755866981248,0.597948717948718,0.563515139027513,0.443341737151536,0.498119658119658,0.568547008547008,0.322393162393162,0.480765949922744,0.487604725881816,0.555346653148581,0.421682651199439,0.532283869702247,0.264318690818123,0.269197914688144,0.457485197325725,0.39308938383955,0.601367521367521,0.697555147825319,0.254489515283328,0.34022910396382,0.31008547008547,0.404855536777048,0.45170115209669
"Chipping.Sparrow",-0.302978503063507,-0.390181320561067,-0.0746192122998739,-0.223324226466532,0.169859733150872,0.241916171205181,-0.017114498233916,0.329001387229408,0.14131736733768,0.609476565172768,0.667807721087404,0.110123125455166,0.389839206294902,0.188130668049905,0.357167293876155,0.0420728584911606,0.301353793205974,0.363729688813448,0.497862158812067,0.176842827966911,0.505133499807071,0.526351844649916,0.391653845303893,0.65155661991105,0.363885110199678,0.677728361272665,0.275012831112952,0.515047909737514,0.481944270267075,0.375192477689506,0.189327863210223,0.342397815850827,0.234730542357502,0.202156843004521,0.0838466852660789,0.287668894236309,0.05575508889479,0.406469333055506,0.0825909368744623,0.842402513397768,0.728112217683378,1,0.859586125108021,0.733242176943712,0.679664795300293,0.655308565032056,0.665526714707305,0.753078019417002,0.500684023808579,0.576706011512982,0.603386360800059,0.651548947765183,0.643003763256928,0.723488953217072,0.5944929110377,0.461248937460515,0.506589147723915,0.647843980443622,0.731190193239578,0.728578768993269,0.620359290516256,0.629382598566955,0.501368018376624,0.698135806345193,0.722421765311635
"Pine.Warbler",-0.111244264587752,-0.279801611754222,-0.171800177135806,-0.288254406674875,-0.0783307690607786,0.0951077715596521,0.011635868570951,0.227389300639136,0.206808085999316,0.470326670124763,0.571868717119387,0.274234915958777,0.383444507061716,0.0949042407660739,0.414400553349927,0.0837893296853625,0.454265825727553,0.384878571959024,0.423734610123119,0.303864569083447,0.571086473853397,0.528657041404133,0.601060191518468,0.70121430818601,0.583689528106774,0.768428265043839,0.19015047879617,0.446572070127386,0.414442259982991,0.538316829313355,0.302667578659371,0.474350205198358,0.374957257659636,0.224884559489701,0.0523524448769142,0.19015047879617,0.246580027359781,0.450376559981516,0.264862557012151,0.727972722062973,0.771755866981248,0.859586125108021,1,0.615147897518504,0.811217510259918,0.570964286064591,0.693109943451922,0.73482647680226,0.505727482173356,0.60328317373461,0.556429548563611,0.656913227115897,0.563365836869443,0.733642734385788,0.570109439124487,0.486999686385485,0.567077477119584,0.619846103885817,0.815524033119307,0.817715458276334,0.513342486421792,0.588919288645691,0.656522492070889,0.645519835841313,0.75
"Brown.headed.Cowbird",-0.253251331285953,-0.256155965732668,0.0783575992427757,0.121367521367521,0.279411781046181,0.184368076260368,-0.0290846984088905,0.353846153846154,0.340687576911552,0.570109472465097,0.607699110284584,-0.00512820512820513,0.395348860329725,0.339203287569959,0.460670341577976,0.176782358542005,0.383628014199817,0.510347253767105,0.453410846086457,0.330654817621119,0.408142415074485,0.639411713138484,0.585057283298589,0.456224376885686,0.48991452991453,0.569425477897052,0.470507785984137,0.625299145299145,0.671685446784143,0.514109867568337,0.276286548746499,0.356642166265592,0.254147459483216,0.164613365335869,-0.0971604743345797,0.21918276948825,0.0352196961892195,0.421899213390142,0.310380922906662,0.674649490802082,0.597948717948718,0.733242176943712,0.615147897518504,1,0.677380758746057,0.661417942993643,0.587008547008547,0.622564102564103,0.601367521367521,0.646264328132281,0.677038819948104,0.625149929329918,0.561217543080518,0.340812387615016,0.324157980460001,0.30613994110024,0.479726437285465,0.408484529420733,0.611623931623932,0.560095751047977,0.603386431397569,0.535134218797365,0.45982905982906,0.620276979487808,0.597025141226964
"American.Crow",-0.187574944597194,-0.107234480788446,-0.102327197138658,-0.0523166360868989,-0.076620490260325,0.154806714499074,-0.120807694280756,0.349461451508567,0.337324686179198,0.491876183010479,0.501711274265124,0.42502992585631,0.498717298212294,0.400820793433653,0.65948350545494,0.237004103967168,0.499486858152921,0.459117372061342,0.431258549931601,0.465458276333789,0.430111262812295,0.586484251758372,0.655266757865937,0.507952803734743,0.562489322633652,0.697622722705057,0.258378932968536,0.387758596879369,0.429842674268073,0.57697574365235,0.445109439124487,0.442886456908345,0.347588114764772,0.127845331764693,-0.000684345684665545,0.0300957592339261,0.199384404924761,0.319815269986875,0.252698752647427,0.618648498937652,0.563515139027513,0.679664795300293,0.811217510259918,0.677380758746057,1,0.758774727387786,0.620960857083716,0.679774330331733,0.486236970690002,0.689808481532148,0.579172366621067,0.632101448545487,0.579442457593707,0.43165530951487,0.510259917920657,0.498289457829616,0.46303912283814,0.391616818049858,0.696187392633505,0.613714090287278,0.483236429237441,0.447845417236662,0.54607626033188,0.507865937072503,0.632523939808482
"Orchard.Oriole",-0.278101455672636,-0.127568560477889,-0.133287665368739,0.0188291857477486,0.0590753736441231,0.34235326817988,-0.0585917500721192,0.221157345328102,0.379345917467951,0.434589270460245,0.627205839222305,0.159534555608198,0.420376934192239,0.431946894674951,0.52671260675166,0.386749122104921,0.49476940178906,0.366329985311037,0.431262079939042,0.251669415446761,0.361939105169049,0.651250581094521,0.513097440880234,0.516438628726595,0.34337587827258,0.566609888082329,0.232152195473339,0.491955271263905,0.463594373377645,0.537078463737921,0.533470679273543,0.446328004129052,0.292173424469672,0.205106249192942,0.0149023673212055,0.167437202929886,0.112823227741099,0.181428840135597,0.14682679270628,0.554128256139078,0.443341737151536,0.655308565032056,0.570964286064591,0.661417942993643,0.758774727387786,1,0.699418663320918,0.688121151872269,0.445738178973977,0.689608439060921,0.572847526588342,0.508651771824918,0.710788046367406,0.431829931960088,0.51463827403603,0.458811608531215,0.317971602730565,0.327338206331307,0.565217921264236,0.394110880515949,0.509676501302312,0.362438198980132,0.398494040188717,0.566341786597201,0.567369008701066
