"","Herring.Gull","Carolina.Chickadee","Tufted.Titmouse","Northern.Mockingbird","Brown.headed.Nuthatch","House.Sparrow","Chipping.Sparrow","White.breasted.Nuthatch","Blue.Jay","Red.bellied.Woodpecker","Northern.Cardinal","Carolina.Wren","Yellow.rumped.Warbler","Brown.Thrasher","Ring.billed.Gull","Downy.Woodpecker","Golden.crowned.Kinglet","Pine.Warbler","Ruby.crowned.Kinglet","Eastern.Towhee","Horned.Grebe","Pied.billed.Grebe","Swamp.Sparrow","Eastern.Phoebe","Ruddy.Duck","Red.headed.Woodpecker","Ring.necked.Duck","Red.winged.Blackbird","American.Goldfinch","Northern.Flicker..Yellow.shafted.","Mourning.Dove","Brown.headed.Cowbird","Great.Blue.Heron..Blue.form.","Bonaparte.s.Gull","Eastern.Bluebird","House.Finch","American.Coot","Eastern.Meadowlark","Dark.eyed.Junco..Slate.colored.","Fox.Sparrow","American.Pipit","Bufflehead","Common.Grackle","American.Crow","Rusty.Blackbird","Hooded.Merganser","Yellow.bellied.Sapsucker","European.Starling","Pine.Siskin","White.throated.Sparrow","Field.Sparrow","Song.Sparrow","Hermit.Thrush","Rock.Pigeon..Feral.Pigeon.","American.Robin","Cedar.Waxwing","Yellow.rumped.Warbler..Myrtle."
"Northern.Cardinal",-0.205470085470085,0.230769230769231,0.263589743589744,-0.120683760683761,0.0222222222222222,0.0311111111111111,0.0974358974358974,0.0324786324786325,-0.0769230769230769,0.0222222222222222,1,0.411965811965812,0.324002472342812,0.248547008547009,-0.27042735042735,-0.187008547008547,0.00239316239316239,-0.34974358974359,-0.0844444444444444,0.32034188034188,-0.156239316239316,0.218461538461538,-0.366153846153846,0.152820512820513,-0.0454700854700855,-0.44,-0.0495726495726496,-0.200683760683761,-0.331965811965812,-0.273846153846154,0.0830769230769231,0.0776068376068376,0.128205128205128,-0.182905982905983,-0.23008547008547,-0.232136752136752,-0.269298325624648,-0.249230769230769,-0.0741880341880342,0.124786324786325,0.0358974358974359,-0.0967521367521367,-0.187008547008547,-0.0201709401709402,0.00717948717948718,0.196581196581197,0.0194871794871795,0.0406837606837607,-0.224615384615385,-0.18974358974359,-0.303247863247863,-0.355213675213675,-0.00307692307692308,0.290940170940171,0.0345299145299145,0.148717948717949,0.0181196581196581
"Carolina.Wren",-0.0482051282051282,0.30051282051282,0.341538461538462,0.295726495726496,0.583589743589744,0.337435897435897,0.572649572649573,0.278632478632479,0.39965811965812,0.497435897435897,0.411965811965812,1,0.577237809398757,0.141880341880342,0.0516239316239316,0.388034188034188,0.197948717948718,-0.102222222222222,0.184957264957265,0.153504273504273,-0.122735042735043,0.0646153846153846,-0.105641025641026,0.379145299145299,0.179487179487179,-0.0557264957264957,0.125470085470085,-0.122735042735043,-0.115897435897436,-0.0735042735042735,-0.184957264957265,-0.446153846153846,-0.348376068376068,-0.00854700854700855,-0.0502564102564102,0.014017094017094,-0.23362058566928,-0.597948717948718,0.226666666666667,0.065982905982906,-0.0851282051282051,0.094017094017094,-0.055042735042735,0.274529914529914,0.136410256410256,-0.296410256410256,0.150769230769231,-0.0885470085470085,0.0427350427350427,0.147350427350427,0.114529914529915,0.00102564102564103,0.312820512820513,0.143931623931624,0.202735042735043,-0.116581196581197,0.078974358974359
"Yellow.rumped.Warbler",-0.00416277266393335,0.242134609952123,0.456864299866685,-0.0280987154815501,0.424949709443196,0.0898465099965614,0.227218007906362,0.290700291031345,0.329552835894723,0.494329253842085,0.324002472342812,0.577237809398757,1,0.0430153175273112,0.082561657834678,0.0482187833572279,0.120026611810078,-0.147084634125645,0.182468201769078,0.308392074853062,0.0648698740129613,0.39719789168364,-0.226177314740378,-0.0759706011167836,0.0468311924692501,0.149166020457612,0.0749299079508002,0.163735724781378,-0.52832523059754,-0.471087106468457,-0.31290174523899,-0.569259161792885,-0.24733807578204,-0.235543553234228,-0.342734949330512,-0.410380005119429,-0.174392996763656,-0.299025836359212,0.01561039748975,0.100947237100384,0.0294863063695279,-0.188018565320989,0.0305269995355112,0.257398109719879,-0.0589726127390557,0.208832428640656,0.126617668527973,-0.328859040450734,-0.372568153422034,-0.0468311924692501,-0.475596776854385,-0.199119292424812,0.199466190146806,0.202588269644756,0.102334827988361,-0.184896485823039,0.0679919535109113
"Brown.Thrasher",0.014017094017094,0.0947008547008547,0.288205128205128,0.264957264957265,-0.0823931623931624,-0.39008547008547,0.0167521367521367,0.0741880341880342,0.00444444444444444,-0.0482051282051282,0.248547008547009,0.141880341880342,0.0430153175273112,1,0.422222222222222,0.243760683760684,0.455726495726496,0.164444444444444,0.226666666666667,0.232820512820513,0.191794871794872,0.081025641025641,-0.144615384615385,0.302564102564102,0.142564102564103,0.0912820512820513,-0.290940170940171,-0.523418803418803,-0.251965811965812,-0.00717948717948718,0.246495726495726,0.0871794871794872,0.148034188034188,-0.204102564102564,0.284786324786325,0.0454700854700855,0.0867929635452686,0.0755555555555555,0.215042735042735,0.0981196581196581,-0.235555555555556,0.197264957264957,0.184957264957265,-0.096068376068376,-0.0208547008547009,0.124786324786325,-0.113162393162393,-0.00717948717948718,-0.228034188034188,0.0899145299145299,-0.0748717948717949,-0.353846153846154,0.112478632478632,-0.192478632478632,-0.0899145299145299,-0.222564102564103,-0.0358974358974359
"Ring.billed.Gull",0.409230769230769,0.124786324786325,0.042051282051282,0.182222222222222,0.217777777777778,-0.195213675213675,-0.0324786324786325,0.265641025641026,0.0646153846153846,0.18974358974359,-0.27042735042735,0.0516239316239316,0.082561657834678,0.422222222222222,1,0.152820512820513,0.205470085470085,0.272478632478632,0.0817094017094017,-0.0365811965811966,0.287521367521367,0.0605128205128205,0.32034188034188,0.245128205128205,0.52,0.0892307692307692,-0.36,-0.212991452991453,0.0611965811965812,0.0885470085470085,-0.0174358974358974,-0.150769230769231,-0.167863247863248,0.0112820512820513,0.271111111111111,0.0625641025641026,-0.0312180224609464,0.00854700854700855,0.200683760683761,-0.0830769230769231,-0.321025641025641,-0.0188034188034188,0.18974358974359,0.397606837606838,0.0174358974358974,0.0577777777777778,-0.0611965811965812,-0.165128205128205,-0.113162393162393,0.405811965811966,0.197948717948718,0.0126495726495726,0.433162393162393,0.131623931623932,0.236239316239316,-0.311452991452991,0.0967521367521367
"Downy.Woodpecker",-0.096068376068376,0.141196581196581,0.283418803418803,0.338119658119658,0.197948717948718,0.208888888888889,0.141880341880342,0.00307692307692308,0.171965811965812,0.206837606837607,-0.187008547008547,0.388034188034188,0.0482187833572279,0.243760683760684,0.152820512820513,1,0.390769230769231,0.515213675213675,0.371623931623932,-0.0112820512820513,0.0215384615384615,-0.0461538461538461,0.0933333333333333,0.38051282051282,-0.0851282051282051,0.37025641025641,0.26017094017094,-0.247179487179487,0.152820512820513,0.0947008547008547,0.111794871794872,0.0181196581196581,-0.111794871794872,0.122051282051282,0.351111111111111,0.416752136752137,0.107376275057981,-0.0461538461538461,0.218461538461538,-0.0235897435897436,-0.253333333333333,0.2,0.362051282051282,0.122735042735043,-0.0632478632478632,-0.485128205128205,-0.178803418803419,0.0728205128205128,0.0482051282051282,0.0694017094017094,0.337435897435897,-0.0222222222222222,0.245128205128205,-0.0557264957264957,-0.104273504273504,0.0235897435897436,0.024957264957265
"Golden.crowned.Kinglet",-0.0844444444444444,-0.0666666666666667,0.342222222222222,0.466666666666667,0.158290598290598,-0.153504273504273,0.181538461538462,0.134358974358974,0.347692307692308,0.0502564102564102,0.00239316239316239,0.197948717948718,0.120026611810078,0.455726495726496,0.205470085470085,0.390769230769231,1,0.474871794871795,0.601367521367521,-0.0714529914529914,-0.312136752136752,-0.0837606837606838,-0.0379487179487179,0.181538461538462,-0.124786324786325,0.308717948717949,-0.0256410256410256,-0.0837606837606838,0.0290598290598291,0.165811965811966,0.100854700854701,0.0160683760683761,-0.113162393162393,-0.29982905982906,0.0536752136752137,0.210940170940171,-0.0216124770883475,0.247863247863248,0.318974358974359,0.134358974358974,-0.250598290598291,0.0482051282051282,-0.178803418803419,0.214358974358974,-0.0878632478632479,-0.00991452991452991,0.0358974358974359,-0.0263247863247863,0.111794871794872,0.287521367521367,0.00239316239316239,-0.167179487179487,0.171965811965812,0.0229059829059829,-0.0844444444444444,-0.202051282051282,-0.0803418803418803
"Pine.Warbler",0.0413675213675214,-0.308034188034188,0.120683760683761,0.197948717948718,0.0543589743589744,-0.104957264957265,-0.125470085470085,-0.271794871794872,-0.124786324786325,-0.161709401709402,-0.34974358974359,-0.102222222222222,-0.147084634125645,0.164444444444444,0.272478632478632,0.515213675213675,0.474871794871795,1,0.744273504273504,-0.195897435897436,-0.232136752136752,-0.161025641025641,0.234188034188034,0.138461538461538,0.0776068376068376,0.255384615384615,0.0899145299145299,-0.208205128205128,-0.0215384615384615,0.0516239316239316,-0.179487179487179,0.0201709401709402,-0.0509401709401709,0.0967521367521367,0.301880341880342,0.301196581196581,0.0614068793462572,0.39008547008547,0.235555555555556,-0.0276923076923077,-0.0516239316239316,0.183589743589744,0.23008547008547,0.132991452991453,0.00854700854700855,0.0276923076923077,-0.148034188034188,-0.111111111111111,-0.109059829059829,-0.0345299145299145,0.113162393162393,-0.11042735042735,0.368888888888889,0.0064957264957265,-0.226666666666667,-0.0188034188034188,0.0229059829059829
"Ruby.crowned.Kinglet",0.0899145299145299,-0.150769230769231,0.459145299145299,0.0748717948717949,0.126153846153846,-0.148717948717949,0.238290598290598,-0.119316239316239,0.0735042735042735,-0.0516239316239316,-0.0844444444444444,0.184957264957265,0.182468201769078,0.226666666666667,0.0817094017094017,0.371623931623932,0.601367521367521,0.744273504273504,1,-0.00376068376068376,-0.264957264957265,0.00512820512820513,0.0536752136752137,0.134358974358974,-0.00991452991452991,0.223247863247863,0.263589743589744,-0.150769230769231,-0.193846153846154,-0.111111111111111,-0.12,-0.225299145299145,-0.0406837606837607,-0.117948717948718,0.0324786324786325,-0.0871794871794872,-0.182848417271258,0.177435897435897,0.188376068376068,-0.0434188034188034,0.100854700854701,0.32034188034188,0.0276923076923077,0.0933333333333333,-0.178119658119658,0.212307692307692,0.114529914529915,-0.132991452991453,-0.161025641025641,0.108376068376068,-0.068034188034188,-0.0611965811965812,0.264957264957265,-0.116581196581197,-0.161709401709402,-0.027008547008547,0.24034188034188
"Eastern.Towhee",-0.00170940170940171,0.225982905982906,0.253333333333333,-0.208205128205128,0.118632478632479,0.0468376068376068,-0.101538461538462,0.341538461538462,0.0358974358974359,0.305299145299145,0.32034188034188,0.153504273504273,0.308392074853062,0.232820512820513,-0.0365811965811966,-0.0112820512820513,-0.0714529914529914,-0.195897435897436,-0.00376068376068376,1,0.410598290598291,0.411965811965812,-0.126837606837607,0.309401709401709,0.173333333333333,0.216410256410256,0.181538461538462,-0.0611965811965812,-0.148034188034188,-0.292991452991453,0.367521367521367,0.234188034188034,0.352478632478632,0.233504273504273,0.0516239316239316,-0.170598290598291,-0.219212267610382,-0.32034188034188,-0.148717948717949,0.0495726495726496,-0.0222222222222222,0.122735042735043,0.165811965811966,0.134358974358974,-0.0112820512820513,0.354529914529914,0.256752136752137,-0.182905982905983,-0.514529914529914,-0.0776068376068376,-0.245128205128205,-0.0222222222222222,0.0229059829059829,0.193846153846154,0.163076923076923,-0.0536752136752137,0.21025641025641
"Horned.Grebe",0.196581196581197,0.00581196581196581,-0.207521367521368,-0.208888888888889,-0.0981196581196581,-0.173333333333333,-0.361367521367521,0.234188034188034,-0.00991452991452991,0.182222222222222,-0.156239316239316,-0.122735042735043,0.0648698740129613,0.191794871794872,0.287521367521367,0.0215384615384615,-0.312136752136752,-0.232136752136752,-0.264957264957265,0.410598290598291,1,0.436581196581197,-0.0222222222222222,0.165128205128205,0.519316239316239,0.318974358974359,-0.168547008547009,-0.322393162393162,-0.109059829059829,-0.298461538461538,0.0290598290598291,0.0242735042735043,0.0953846153846154,0.241025641025641,-0.0290598290598291,-0.285470085470085,0.142367904629591,-0.219145299145299,-0.231452991452991,0.0201709401709402,-0.273846153846154,0.232820512820513,0.461196581196581,-0.0591452991452991,0.0482051282051282,0.225982905982906,0.117264957264957,-0.102222222222222,-0.366153846153846,-0.0735042735042735,-0.112478632478632,-0.268376068376068,-0.0488888888888889,-0.195213675213675,0.0598290598290598,-0.268376068376068,-0.0844444444444444
"Pied.billed.Grebe",0.23965811965812,0.135726495726496,0.247179487179487,-0.463247863247863,-0.094017094017094,-0.147350427350427,-0.378461538461538,-0.0974358974358974,-0.290940170940171,-0.24991452991453,0.218461538461538,0.0646153846153846,0.39719789168364,0.081025641025641,0.0605128205128205,-0.0461538461538461,-0.0837606837606838,-0.161025641025641,0.00512820512820513,0.411965811965812,0.436581196581197,1,-0.0782905982905983,0.126153846153846,0.204786324786325,-0.167179487179487,-0.212307692307692,0.00170940170940171,-0.257435897435897,-0.498119658119658,0.0796581196581197,-0.0666666666666667,0.45025641025641,0.304615384615385,-0.137094017094017,-0.243076923076923,-0.0120069317157486,-0.152136752136752,-0.225299145299145,-0.112478632478632,0.052991452991453,0.177435897435897,0.226666666666667,0.389401709401709,0.161709401709402,0.404444444444444,-0.0803418803418803,0.0229059829059829,-0.456410256410256,-0.0167521367521367,-0.127521367521368,-0.232820512820513,0.0406837606837607,-0.0646153846153846,-0.215726495726496,-0.225982905982906,-0.0632478632478632
"Swamp.Sparrow",0.0926495726495726,-0.11042735042735,-0.116581196581197,-0.123418803418803,-0.00239316239316239,-0.0372649572649573,-0.191111111111111,-0.0181196581196581,-0.202735042735043,-0.104273504273504,-0.366153846153846,-0.105641025641026,-0.226177314740378,-0.144615384615385,0.32034188034188,0.0933333333333333,-0.0379487179487179,0.234188034188034,0.0536752136752137,-0.126837606837607,-0.0222222222222222,-0.0782905982905983,1,0.436581196581197,0.355897435897436,0.0112820512820513,-0.0256410256410256,-0.00307692307692308,0.322393162393162,0.199316239316239,-0.0188034188034188,0.301880341880342,0.193162393162393,0.282735042735043,0.234871794871795,0.133675213675214,-0.0998290608366528,0.137094017094017,-0.0317948717948718,-0.360683760683761,-0.208888888888889,-0.00444444444444444,-0.0598290598290598,0.307350427350427,-0.193162393162393,0.0482051282051282,0.0625641025641026,0.193162393162393,0.230769230769231,0.24034188034188,0.580854700854701,0.481709401709402,0.594529914529914,0.301880341880342,0.189059829059829,0.0201709401709402,0.130940170940171
"Eastern.Phoebe",0.106324786324786,0.228034188034188,0.104957264957265,0.115213675213675,0.153504273504273,0.26974358974359,0.0133333333333333,0.117264957264957,-0.161709401709402,0.156923076923077,0.152820512820513,0.379145299145299,-0.0759706011167836,0.302564102564102,0.245128205128205,0.38051282051282,0.181538461538462,0.138461538461538,0.134358974358974,0.309401709401709,0.165128205128205,0.126153846153846,0.436581196581197,1,0.558290598290598,-0.00512820512820513,0.161025641025641,-0.378461538461538,0.119316239316239,0.20957264957265,0.217777777777778,0.38051282051282,0.28957264957265,0.46051282051282,0.417435897435897,0.242393162393162,-0.131390138489478,-0.197264957264957,-0.126153846153846,-0.286153846153846,-0.45025641025641,0.391452991452991,-0.0454700854700855,0.254017094017094,-0.0283760683760684,-0.0728205128205128,0.165811965811966,0.0577777777777778,-0.117948717948718,0.143247863247863,0.557606837606837,0.126837606837607,0.553504273504273,0.251965811965812,0.181538461538462,0.0885470085470085,0.287521367521367
"Ruddy.Duck",0.273846153846154,-0.12,-0.303931623931624,-0.0700854700854701,0.205470085470085,0.00786324786324786,-0.154188034188034,0.155555555555556,-0.0864957264957265,0.248547008547009,-0.0454700854700855,0.179487179487179,0.0468311924692501,0.142564102564103,0.52,-0.0851282051282051,-0.124786324786325,0.0776068376068376,-0.00991452991452991,0.173333333333333,0.519316239316239,0.204786324786325,0.355897435897436,0.558290598290598,1,0.0352136752136752,-0.236923076923077,-0.419487179487179,-0.0331623931623932,-0.0160683760683761,-0.195213675213675,0.00512820512820513,0.0755555555555555,0.393504273504273,0.202735042735043,-0.0988034188034188,0.00514582787817798,-0.347008547008547,-0.0837606837606838,-0.0290598290598291,-0.198632478632479,0.383247863247863,0.228717948717949,0.331282051282051,0.219145299145299,0.273846153846154,0.339487179487179,-0.145982905982906,-0.26974358974359,0.0229059829059829,0.171965811965812,-0.126153846153846,0.487863247863248,0.0967521367521367,0.254700854700855,-0.291623931623932,0.0345299145299145
