"","Herring.Gull","Carolina.Chickadee","Tufted.Titmouse","Northern.Mockingbird","Brown.headed.Nuthatch","House.Sparrow","Chipping.Sparrow","White.breasted.Nuthatch","Blue.Jay","Red.bellied.Woodpecker","Northern.Cardinal","Carolina.Wren","Yellow.rumped.Warbler","Brown.Thrasher","Ring.billed.Gull","Downy.Woodpecker","Golden.crowned.Kinglet","Pine.Warbler","Ruby.crowned.Kinglet","Eastern.Towhee","Horned.Grebe","Pied.billed.Grebe","Swamp.Sparrow","Eastern.Phoebe","Ruddy.Duck","Red.headed.Woodpecker","Ring.necked.Duck","Red.winged.Blackbird","American.Goldfinch","Northern.Flicker..Yellow.shafted.","Mourning.Dove","Brown.headed.Cowbird","Great.Blue.Heron..Blue.form.","Bonaparte.s.Gull","Eastern.Bluebird","House.Finch","American.Coot","Eastern.Meadowlark","Dark.eyed.Junco..Slate.colored.","Fox.Sparrow","American.Pipit","Bufflehead","Common.Grackle","American.Crow","Rusty.Blackbird","Hooded.Merganser","Yellow.bellied.Sapsucker","European.Starling","Pine.Siskin","White.throated.Sparrow","Field.Sparrow","Song.Sparrow","Hermit.Thrush","Rock.Pigeon..Feral.Pigeon.","American.Robin","Cedar.Waxwing","Yellow.rumped.Warbler..Myrtle."
"Red.headed.Woodpecker",-0.200683760683761,-0.237606837606838,0.0160683760683761,0.254017094017094,0.0782905982905983,-0.0666666666666667,0.0317948717948718,0.307350427350427,0.486495726495726,0.575384615384615,-0.44,-0.0557264957264957,0.149166020457612,0.0912820512820513,0.0892307692307692,0.37025641025641,0.308717948717949,0.255384615384615,0.223247863247863,0.216410256410256,0.318974358974359,-0.167179487179487,0.0112820512820513,-0.00512820512820513,0.0352136752136752,1,0.345641025641026,-0.0427350427350427,-0.00307692307692308,0.0858119658119658,-0.0885470085470085,0.0372649572649573,-0.151452991452991,-0.184273504273504,-0.109059829059829,-0.0830769230769231,0.21509560530784,0.0673504273504273,0.0215384615384615,0.247179487179487,-0.191794871794872,0.0728205128205128,0.325811965811966,-0.145982905982906,-0.208888888888889,0.0304273504273504,0.198632478632479,-0.38051282051282,-0.100854700854701,-0.15008547008547,-0.24991452991453,-0.154188034188034,-0.065982905982906,-0.136410256410256,-0.0625641025641026,-0.250598290598291,-0.19042735042735
"Ring.necked.Duck",-0.0892307692307692,0.276581196581197,0.275213675213675,-0.137094017094017,-0.00512820512820513,0.431794871794872,0.305982905982906,-0.0509401709401709,0.0762393162393162,0.347692307692308,-0.0495726495726496,0.125470085470085,0.0749299079508002,-0.290940170940171,-0.36,0.26017094017094,-0.0256410256410256,0.0899145299145299,0.263589743589744,0.181538461538462,-0.168547008547009,-0.212307692307692,-0.0256410256410256,0.161025641025641,-0.236923076923077,0.345641025641026,1,0.282735042735043,0.0352136752136752,0.221196581196581,0.172649572649573,0.0611965811965812,-0.0153846153846154,0.0488888888888889,-0.0495726495726496,-0.0345299145299145,-0.112865158128037,0.0837606837606838,-0.297777777777778,-0.303931623931624,-0.117948717948718,0.0447863247863248,-0.123418803418803,-0.338119658119658,-0.593846153846154,-0.323076923076923,-0.00102564102564103,-0.249230769230769,-0.152820512820513,-0.147350427350427,0.0591452991452991,0.338119658119658,-0.0338461538461538,0.164444444444444,-0.0064957264957265,0.410598290598291,0.331282051282051
"Red.winged.Blackbird",-0.221880341880342,0.0564102564102564,-0.0830769230769231,-0.303247863247863,-0.0926495726495726,0.135726495726496,0.0188034188034188,-0.106324786324786,0.19042735042735,0.0112820512820513,-0.200683760683761,-0.122735042735043,0.163735724781378,-0.523418803418803,-0.212991452991453,-0.247179487179487,-0.0837606837606838,-0.208205128205128,-0.150769230769231,-0.0611965811965812,-0.322393162393162,0.00170940170940171,-0.00307692307692308,-0.378461538461538,-0.419487179487179,-0.0427350427350427,0.282735042735043,1,0.284102564102564,0.266324786324786,0.156239316239316,-0.113846153846154,-0.109059829059829,0.0967521367521367,-0.242393162393162,0.173333333333333,-0.119040151581851,0.119316239316239,0.182905982905983,-0.0256410256410256,0.0974358974358974,-0.249230769230769,-0.297094017094017,0.162393162393162,-0.0652991452991453,-0.0666666666666667,-0.0283760683760684,0.0926495726495726,0.206837606837607,0.325811965811966,-0.0776068376068376,0.537777777777778,-0.0605128205128205,0.145299145299145,0.13025641025641,0.285470085470085,0.256068376068376
"American.Goldfinch",-0.179487179487179,-0.163076923076923,-0.385982905982906,-0.0215384615384615,-0.0933333333333333,0.0694017094017094,-0.00991452991452991,-0.101538461538462,0.256752136752137,-0.04,-0.331965811965812,-0.115897435897436,-0.52832523059754,-0.251965811965812,0.0611965811965812,0.152820512820513,0.0290598290598291,-0.0215384615384615,-0.193846153846154,-0.148034188034188,-0.109059829059829,-0.257435897435897,0.322393162393162,0.119316239316239,-0.0331623931623932,-0.00307692307692308,0.0352136752136752,0.284102564102564,1,0.70051282051282,0.523418803418803,0.332649572649573,0.113846153846154,0.353846153846154,0.271111111111111,0.595213675213675,0.0442541197523306,-0.10974358974359,0.366153846153846,0.176752136752137,0.0803418803418803,0.253333333333333,0.178119658119658,0.282735042735043,0.10974358974359,-0.276581196581197,0.194529914529915,0.536410256410256,0.68,0.461880341880342,0.528888888888889,0.571965811965812,0.0570940170940171,0.0386324786324786,0.286837606837607,0.212991452991453,0.191111111111111
"Northern.Flicker..Yellow.shafted.",-0.316239316239316,-0.116581196581197,-0.323760683760684,0.0858119658119658,-0.299145299145299,-0.00991452991452991,0.264273504273504,-0.158290598290598,0.187008547008547,0.103589743589744,-0.273846153846154,-0.0735042735042735,-0.471087106468457,-0.00717948717948718,0.0885470085470085,0.0947008547008547,0.165811965811966,0.0516239316239316,-0.111111111111111,-0.292991452991453,-0.298461538461538,-0.498119658119658,0.199316239316239,0.20957264957265,-0.0160683760683761,0.0858119658119658,0.221196581196581,0.266324786324786,0.70051282051282,1,0.334017094017094,0.254017094017094,-0.0147008547008547,0.0741880341880342,0.181538461538462,0.474871794871795,0.143054015013348,0.0064957264957265,0.243076923076923,0.104957264957265,-0.0994871794871795,0.294358974358974,-0.0365811965811966,0.0229059829059829,0.0338461538461538,-0.366837606837607,0.0605128205128205,0.221880341880342,0.470769230769231,0.286153846153846,0.402393162393162,0.444786324786325,0.0741880341880342,0.0153846153846154,0.189059829059829,0.325128205128205,0.18974358974359
"Mourning.Dove",0.0290598290598291,0.342222222222222,0.122051282051282,-0.16991452991453,-0.191111111111111,0.112478632478632,-0.0748717948717949,-0.0153846153846154,-0.0133333333333333,-0.145982905982906,0.0830769230769231,-0.184957264957265,-0.31290174523899,0.246495726495726,-0.0174358974358974,0.111794871794872,0.100854700854701,-0.179487179487179,-0.12,0.367521367521367,0.0290598290598291,0.0796581196581197,-0.0188034188034188,0.217777777777778,-0.195213675213675,-0.0885470085470085,0.172649572649573,0.156239316239316,0.523418803418803,0.334017094017094,1,0.50017094017094,0.565128205128205,0.24991452991453,0.484444444444444,0.40034188034188,-0.0291596913096752,0.0188034188034188,0.0735042735042735,-0.0598290598290598,0.0564102564102564,0.184273504273504,0.0994871794871795,0.081025641025641,-0.234871794871795,-0.0509401709401709,0.0283760683760684,0.491282051282051,0.107692307692308,0.355897435897436,0.266324786324786,0.401709401709402,-0.163076923076923,-0.0646153846153846,0.169230769230769,0.223247863247863,0.366837606837607
"Brown.headed.Cowbird",-0.275213675213675,-0.215042735042735,-0.24991452991453,-0.161025641025641,-0.355897435897436,-0.0393162393162393,-0.461196581196581,-0.0755555555555555,-0.231452991452991,-0.213675213675214,0.0776068376068376,-0.446153846153846,-0.569259161792885,0.0871794871794872,-0.150769230769231,0.0181196581196581,0.0160683760683761,0.0201709401709402,-0.225299145299145,0.234188034188034,0.0242735042735043,-0.0666666666666667,0.301880341880342,0.38051282051282,0.00512820512820513,0.0372649572649573,0.0611965811965812,-0.113846153846154,0.332649572649573,0.254017094017094,0.50017094017094,1,0.616410256410256,0.299145299145299,0.355213675213675,0.343589743589744,-0.0682679831838279,0.225299145299145,-0.0488888888888889,0.0598290598290598,-0.12,0.119316239316239,-0.00854700854700855,-0.0160683760683761,-0.140512820512821,0.10017094017094,0.144615384615385,0.162393162393162,-0.0215384615384615,-0.0447863247863248,0.242393162393162,0.0851282051282051,0.0386324786324786,0.223931623931624,-0.158974358974359,0.182222222222222,-0.0153846153846154
"Great.Blue.Heron..Blue.form.",0.10017094017094,-0.0201709401709402,0.140512820512821,-0.38051282051282,-0.287521367521367,-0.014017094017094,-0.375726495726496,-0.165128205128205,-0.426324786324786,-0.418803418803419,0.128205128205128,-0.348376068376068,-0.24733807578204,0.148034188034188,-0.167863247863248,-0.111794871794872,-0.113162393162393,-0.0509401709401709,-0.0406837606837607,0.352478632478632,0.0953846153846154,0.45025641025641,0.193162393162393,0.28957264957265,0.0755555555555555,-0.151452991452991,-0.0153846153846154,-0.109059829059829,0.113846153846154,-0.0147008547008547,0.565128205128205,0.616410256410256,1,0.401025641025641,0.390769230769231,0.119316239316239,-0.0387652366822741,0.0611965811965812,-0.187692307692308,-0.0926495726495726,0.326495726495727,0.314871794871795,0.197264957264957,0.141880341880342,-0.0536752136752137,0.408547008547008,0.0461538461538461,0.29025641025641,-0.21982905982906,-0.0147008547008547,0.186324786324786,0.100854700854701,-0.096068376068376,-0.135726495726496,-0.297094017094017,-0.0605128205128205,0.0502564102564102
"Bonaparte.s.Gull",0.124786324786325,-0.0372649572649573,-0.229401709401709,-0.163076923076923,0.154871794871795,0.388034188034188,-0.45982905982906,-0.238290598290598,-0.304615384615385,-0.219145299145299,-0.182905982905983,-0.00854700854700855,-0.235543553234228,-0.204102564102564,0.0112820512820513,0.122051282051282,-0.29982905982906,0.0967521367521367,-0.117948717948718,0.233504273504273,0.241025641025641,0.304615384615385,0.282735042735043,0.46051282051282,0.393504273504273,-0.184273504273504,0.0488888888888889,0.0967521367521367,0.353846153846154,0.0741880341880342,0.24991452991453,0.299145299145299,0.401025641025641,1,0.481025641025641,0.545982905982906,-0.0277874705421611,-0.0557264957264957,0.0358974358974359,-0.20957264957265,-0.0133333333333333,0.342222222222222,0.221880341880342,0.266324786324786,0.303247863247863,-0.0290598290598291,0.124786324786325,0.28957264957265,0.0372649572649573,0.154188034188034,0.49059829059829,0.325128205128205,0.372307692307692,0.116581196581197,0.0741880341880342,0.126153846153846,0.290940170940171
"Eastern.Bluebird",0.333333333333333,0.167863247863248,-0.0064957264957265,0.200683760683761,0.258803418803419,0.364786324786325,-0.148034188034188,-0.0317948717948718,-0.10974358974359,-0.125470085470085,-0.23008547008547,-0.0502564102564102,-0.342734949330512,0.284786324786325,0.271111111111111,0.351111111111111,0.0536752136752137,0.301880341880342,0.0324786324786325,0.0516239316239316,-0.0290598290598291,-0.137094017094017,0.234871794871795,0.417435897435897,0.202735042735043,-0.109059829059829,-0.0495726495726496,-0.242393162393162,0.271111111111111,0.181538461538462,0.484444444444444,0.355213675213675,0.390769230769231,0.481025641025641,1,0.663589743589744,-0.016123594018291,0.0837606837606838,0.20957264957265,-0.114529914529915,-0.0105982905982906,0.191111111111111,0.216410256410256,0.217777777777778,0.00786324786324786,-0.16991452991453,0.00923076923076923,0.331282051282051,0.0406837606837607,0.258119658119658,0.566495726495726,0.338803418803419,0.161025641025641,-0.143247863247863,-0.0523076923076923,-0.103589743589744,0.174017094017094
"House.Finch",-0.132991452991453,-0.0646153846153846,-0.228717948717949,0.340854700854701,0.176068376068376,0.352478632478632,-0.226666666666667,-0.242393162393162,0.0673504273504273,-0.191794871794872,-0.232136752136752,0.014017094017094,-0.410380005119429,0.0454700854700855,0.0625641025641026,0.416752136752137,0.210940170940171,0.301196581196581,-0.0871794871794872,-0.170598290598291,-0.285470085470085,-0.243076923076923,0.133675213675214,0.242393162393162,-0.0988034188034188,-0.0830769230769231,-0.0345299145299145,0.173333333333333,0.595213675213675,0.474871794871795,0.40034188034188,0.343589743589744,0.119316239316239,0.545982905982906,0.663589743589744,1,0.13550680079202,0.171282051282051,0.496752136752137,0.0878632478632479,-0.0994871794871795,0.0851282051282051,0.128888888888889,0.210940170940171,0.237606837606838,-0.424273504273504,-0.132307692307692,0.431794871794872,0.457777777777778,0.310769230769231,0.552820512820513,0.332649572649573,0.201367521367521,0.0447863247863248,-0.00786324786324786,0.106324786324786,0.0523076923076923
"American.Coot",-0.21029283262154,-0.110120716593009,-0.38799542201462,0.127959586570692,-0.297428851358687,-0.142367904629591,-0.291939968288631,-0.503948076869564,-0.252145566030721,-0.116295710046822,-0.269298325624648,-0.23362058566928,-0.174392996763656,0.0867929635452686,-0.0312180224609464,0.107376275057981,-0.0216124770883475,0.0614068793462572,-0.182848417271258,-0.219212267610382,0.142367904629591,-0.0120069317157486,-0.0998290608366528,-0.131390138489478,0.00514582787817798,0.21509560530784,-0.112865158128037,-0.119040151581851,0.0442541197523306,0.143054015013348,-0.0291596913096752,-0.0682679831838279,-0.0387652366822741,-0.0277874705421611,-0.016123594018291,0.13550680079202,1,0.0833624116264833,-0.114923489279308,0.0538596651249295,-0.00651804864569211,0.195198404178885,0.426417603505015,-0.346142688605439,0.0421957886010594,-0.222642819529167,-0.307034396731286,0.0449402301360877,0.0950262881503534,-0.516984174160948,-0.138937352710805,-0.395542636235947,0.000343055191878532,-0.180790086119986,0.202059508016455,0.145112346164619,-0.184906748422529
"Eastern.Meadowlark",0.115213675213675,-0.0605128205128205,0.121367521367521,0.0864957264957265,-0.241709401709402,-0.117264957264957,-0.459145299145299,-0.328547008547008,-0.322393162393162,-0.492649572649573,-0.249230769230769,-0.597948717948718,-0.299025836359212,0.0755555555555555,0.00854700854700855,-0.0461538461538461,0.247863247863248,0.39008547008547,0.177435897435897,-0.32034188034188,-0.219145299145299,-0.152136752136752,0.137094017094017,-0.197264957264957,-0.347008547008547,0.0673504273504273,0.0837606837606838,0.119316239316239,-0.10974358974359,0.0064957264957265,0.0188034188034188,0.225299145299145,0.0611965811965812,-0.0557264957264957,0.0837606837606838,0.171282051282051,0.0833624116264833,1,-0.186324786324786,-0.37982905982906,-0.332649572649573,-0.411282051282051,-0.243760683760684,-0.32034188034188,-0.327179487179487,0.0475213675213675,-0.387350427350427,0.0988034188034188,0.094017094017094,-0.0488888888888889,0.0352136752136752,0.0222222222222222,0.00376068376068376,0.0618803418803419,-0.297094017094017,0.163076923076923,-0.0488888888888889
"Dark.eyed.Junco..Slate.colored.",-0.374358974358974,-0.441367521367521,-0.233504273504273,0.161025641025641,0.171282051282051,-0.202051282051282,0.065982905982906,-0.0488888888888889,0.553504273504273,0.0475213675213675,-0.0741880341880342,0.226666666666667,0.01561039748975,0.215042735042735,0.200683760683761,0.218461538461538,0.318974358974359,0.235555555555556,0.188376068376068,-0.148717948717949,-0.231452991452991,-0.225299145299145,-0.0317948717948718,-0.126153846153846,-0.0837606837606838,0.0215384615384615,-0.297777777777778,0.182905982905983,0.366153846153846,0.243076923076923,0.0735042735042735,-0.0488888888888889,-0.187692307692308,0.0358974358974359,0.20957264957265,0.496752136752137,-0.114923489279308,-0.186324786324786,1,0.657435897435897,0.232136752136752,0.237606837606838,0.263589743589744,0.298461538461538,0.261538461538461,0.00376068376068376,0.23008547008547,0.208888888888889,0.372307692307692,0.494700854700855,0.0194871794871795,0.11042735042735,0.183589743589744,-0.125470085470085,-0.0133333333333333,-0.145299145299145,0.0372649572649573
"Fox.Sparrow",-0.561025641025641,-0.647863247863248,-0.412649572649573,0.014017094017094,-0.0461538461538461,-0.358632478632479,-0.00307692307692308,0.0338461538461538,0.61025641025641,0.271794871794872,0.124786324786325,0.065982905982906,0.100947237100384,0.0981196581196581,-0.0830769230769231,-0.0235897435897436,0.134358974358974,-0.0276923076923077,-0.0434188034188034,0.0495726495726496,0.0201709401709402,-0.112478632478632,-0.360683760683761,-0.286153846153846,-0.0290598290598291,0.247179487179487,-0.303931623931624,-0.0256410256410256,0.176752136752137,0.104957264957265,-0.0598290598290598,0.0598290598290598,-0.0926495726495726,-0.20957264957265,-0.114529914529915,0.0878632478632479,0.0538596651249295,-0.37982905982906,0.657435897435897,1,0.392820512820513,0.302564102564102,0.444786324786325,0.165128205128205,0.362051282051282,0.256068376068376,0.463931623931624,-0.0441025641025641,0.0974358974358974,-0.0434188034188034,-0.464615384615385,-0.327179487179487,-0.179487179487179,-0.176752136752137,-0.113846153846154,-0.193846153846154,-0.256068376068376
"American.Pipit",-0.125470085470085,-0.31965811965812,0.00923076923076923,-0.238290598290598,-0.0126495726495726,-0.101538461538462,0.15965811965812,-0.174017094017094,0.00854700854700855,-0.158290598290598,0.0358974358974359,-0.0851282051282051,0.0294863063695279,-0.235555555555556,-0.321025641025641,-0.253333333333333,-0.250598290598291,-0.0516239316239316,0.100854700854701,-0.0222222222222222,-0.273846153846154,0.052991452991453,-0.208888888888889,-0.45025641025641,-0.198632478632479,-0.191794871794872,-0.117948717948718,0.0974358974358974,0.0803418803418803,-0.0994871794871795,0.0564102564102564,-0.12,0.326495726495727,-0.0133333333333333,-0.0105982905982906,-0.0994871794871795,-0.00651804864569211,-0.332649572649573,0.232136752136752,0.392820512820513,1,0.279316239316239,0.30051282051282,0.0871794871794872,0.243076923076923,0.26974358974359,0.288888888888889,0.091965811965812,0.0475213675213675,-0.109059829059829,-0.277948717948718,0.024957264957265,-0.26974358974359,-0.275897435897436,-0.0994871794871795,-0.0516239316239316,0.052991452991453
"Bufflehead",-0.196581196581197,-0.351111111111111,-0.256068376068376,-0.262905982905983,-0.28,-0.227350427350427,0.0495726495726496,-0.327863247863248,-0.0153846153846154,-0.0331623931623932,-0.0967521367521367,0.094017094017094,-0.188018565320989,0.197264957264957,-0.0188034188034188,0.2,0.0482051282051282,0.183589743589744,0.32034188034188,0.122735042735043,0.232820512820513,0.177435897435897,-0.00444444444444444,0.391452991452991,0.383247863247863,0.0728205128205128,0.0447863247863248,-0.249230769230769,0.253333333333333,0.294358974358974,0.184273504273504,0.119316239316239,0.314871794871795,0.342222222222222,0.191111111111111,0.0851282051282051,0.195198404178885,-0.411282051282051,0.237606837606838,0.302564102564102,0.279316239316239,1,0.478290598290598,0.0871794871794872,0.212991452991453,0.155555555555556,0.419487179487179,0.13025641025641,-0.0694017094017094,0.0311111111111111,0.10017094017094,-0.0632478632478632,0.171282051282051,-0.354529914529914,0.0174358974358974,0.12957264957265,0.302564102564102
"Common.Grackle",-0.163076923076923,-0.322393162393162,-0.223931623931624,-0.174017094017094,-0.107692307692308,-0.225982905982906,-0.308034188034188,-0.267008547008547,0.0728205128205128,0.10017094017094,-0.187008547008547,-0.055042735042735,0.0305269995355112,0.184957264957265,0.18974358974359,0.362051282051282,-0.178803418803419,0.23008547008547,0.0276923076923077,0.165811965811966,0.461196581196581,0.226666666666667,-0.0598290598290598,-0.0454700854700855,0.228717948717949,0.325811965811966,-0.123418803418803,-0.297094017094017,0.178119658119658,-0.0365811965811966,0.0994871794871795,-0.00854700854700855,0.197264957264957,0.221880341880342,0.216410256410256,0.128888888888889,0.426417603505015,-0.243760683760684,0.263589743589744,0.444786324786325,0.30051282051282,0.478290598290598,1,0.0570940170940171,0.155555555555556,0.126153846153846,0.0646153846153846,0.111111111111111,-0.107008547008547,-0.230769230769231,-0.148034188034188,-0.269059829059829,0.0652991452991453,-0.243760683760684,-0.0393162393162393,-0.0974358974358974,-0.0625641025641026
"American.Crow",0.178803418803419,-0.0181196581196581,0.0495726495726496,-0.12,0.308034188034188,0.0365811965811966,0.00102564102564103,0.231452991452991,0.20957264957265,0.107692307692308,-0.0201709401709402,0.274529914529914,0.257398109719879,-0.096068376068376,0.397606837606838,0.122735042735043,0.214358974358974,0.132991452991453,0.0933333333333333,0.134358974358974,-0.0591452991452991,0.389401709401709,0.307350427350427,0.254017094017094,0.331282051282051,-0.145982905982906,-0.338119658119658,0.162393162393162,0.282735042735043,0.0229059829059829,0.081025641025641,-0.0160683760683761,0.141880341880342,0.266324786324786,0.217777777777778,0.210940170940171,-0.346142688605439,-0.32034188034188,0.298461538461538,0.165128205128205,0.0871794871794872,0.0871794871794872,0.0570940170940171,1,0.416068376068376,0.244444444444444,0.273846153846154,0.183589743589744,0.0181196581196581,0.476239316239316,0.232820512820513,0.250598290598291,0.316923076923077,0.128888888888889,0.068034188034188,-0.304615384615385,0.0317948717948718
"Rusty.Blackbird",-0.122051282051282,-0.323076923076923,-0.288888888888889,0.161025641025641,0.091965811965812,-0.102905982905983,-0.0618803418803419,-0.00444444444444444,0.00854700854700855,-0.113846153846154,0.00717948717948718,0.136410256410256,-0.0589726127390557,-0.0208547008547009,0.0174358974358974,-0.0632478632478632,-0.0878632478632479,0.00854700854700855,-0.178119658119658,-0.0112820512820513,0.0482051282051282,0.161709401709402,-0.193162393162393,-0.0283760683760684,0.219145299145299,-0.208888888888889,-0.593846153846154,-0.0652991452991453,0.10974358974359,0.0338461538461538,-0.234871794871795,-0.140512820512821,-0.0536752136752137,0.303247863247863,0.00786324786324786,0.237606837606838,0.0421957886010594,-0.327179487179487,0.261538461538461,0.362051282051282,0.243076923076923,0.212991452991453,0.155555555555556,0.416068376068376,1,0.126837606837607,0.158974358974359,0.163760683760684,0.149401709401709,0.011965811965812,-0.0304273504273504,-0.189059829059829,-0.0105982905982906,-0.201367521367521,-0.011965811965812,-0.187008547008547,-0.194529914529915
"Hooded.Merganser",0.0625641025641026,-0.344273504273504,0.0167521367521367,-0.391452991452991,-0.143247863247863,-0.415384615384615,-0.34017094017094,0.0652991452991453,-0.0611965811965812,-0.12957264957265,0.196581196581197,-0.296410256410256,0.208832428640656,0.124786324786325,0.0577777777777778,-0.485128205128205,-0.00991452991452991,0.0276923076923077,0.212307692307692,0.354529914529914,0.225982905982906,0.404444444444444,0.0482051282051282,-0.0728205128205128,0.273846153846154,0.0304273504273504,-0.323076923076923,-0.0666666666666667,-0.276581196581197,-0.366837606837607,-0.0509401709401709,0.10017094017094,0.408547008547008,-0.0290598290598291,-0.16991452991453,-0.424273504273504,-0.222642819529167,0.0475213675213675,0.00376068376068376,0.256068376068376,0.26974358974359,0.155555555555556,0.126153846153846,0.244444444444444,0.126837606837607,1,0.362735042735043,0.0242735042735043,-0.314871794871795,0.00717948717948718,-0.448888888888889,-0.227350427350427,0.00854700854700855,-0.120683760683761,-0.0905982905982906,-0.223931623931624,0.0625641025641026
"Yellow.bellied.Sapsucker",-0.232136752136752,-0.411965811965812,-0.241025641025641,-0.122735042735043,0.189059829059829,-0.0851282051282051,0.121367521367521,0.237606837606838,0.465982905982906,0.39965811965812,0.0194871794871795,0.150769230769231,0.126617668527973,-0.113162393162393,-0.0611965811965812,-0.178803418803419,0.0358974358974359,-0.148034188034188,0.114529914529915,0.256752136752137,0.117264957264957,-0.0803418803418803,0.0625641025641026,0.165811965811966,0.339487179487179,0.198632478632479,-0.00102564102564103,-0.0283760683760684,0.194529914529915,0.0605128205128205,0.0283760683760684,0.144615384615385,0.0461538461538461,0.124786324786325,0.00923076923076923,-0.132307692307692,-0.307034396731286,-0.387350427350427,0.23008547008547,0.463931623931624,0.288888888888889,0.419487179487179,0.0646153846153846,0.273846153846154,0.158974358974359,0.362735042735043,1,-0.0194871794871795,0.0735042735042735,0.134358974358974,-0.183589743589744,0.126153846153846,0.187008547008547,0.0434188034188034,0.256752136752137,0.00581196581196581,0.303247863247863
"European.Starling",-0.024957264957265,0.0687179487179487,-0.115213675213675,-0.115213675213675,-0.136410256410256,0.0577777777777778,-0.187008547008547,-0.282051282051282,-0.068034188034188,-0.444102564102564,0.0406837606837607,-0.0885470085470085,-0.328859040450734,-0.00717948717948718,-0.165128205128205,0.0728205128205128,-0.0263247863247863,-0.111111111111111,-0.132991452991453,-0.182905982905983,-0.102222222222222,0.0229059829059829,0.193162393162393,0.0577777777777778,-0.145982905982906,-0.38051282051282,-0.249230769230769,0.0926495726495726,0.536410256410256,0.221880341880342,0.491282051282051,0.162393162393162,0.29025641025641,0.28957264957265,0.331282051282051,0.431794871794872,0.0449402301360877,0.0988034188034188,0.208888888888889,-0.0441025641025641,0.091965811965812,0.13025641025641,0.111111111111111,0.183589743589744,0.163760683760684,0.0242735042735043,-0.0194871794871795,1,0.621196581196581,0.379145299145299,0.416752136752137,0.36,-0.00170940170940171,-0.247863247863248,0.165128205128205,0.222564102564103,0.22051282051282
"Pine.Siskin",-0.173333333333333,-0.154188034188034,-0.241025641025641,0.349059829059829,0.114529914529915,0.0994871794871795,0.126837606837607,-0.0974358974358974,0.31008547008547,-0.13982905982906,-0.224615384615385,0.0427350427350427,-0.372568153422034,-0.228034188034188,-0.113162393162393,0.0482051282051282,0.111794871794872,-0.109059829059829,-0.161025641025641,-0.514529914529914,-0.366153846153846,-0.456410256410256,0.230769230769231,-0.117948717948718,-0.26974358974359,-0.100854700854701,-0.152820512820513,0.206837606837607,0.68,0.470769230769231,0.107692307692308,-0.0215384615384615,-0.21982905982906,0.0372649572649573,0.0406837606837607,0.457777777777778,0.0950262881503534,0.094017094017094,0.372307692307692,0.0974358974358974,0.0475213675213675,-0.0694017094017094,-0.107008547008547,0.0181196581196581,0.149401709401709,-0.314871794871795,0.0735042735042735,0.621196581196581,1,0.391452991452991,0.438632478632479,0.407863247863248,0.00991452991452991,-0.0864957264957265,0.251282051282051,0.139145299145299,0.0358974358974359
"White.throated.Sparrow",0.277948717948718,0.176068376068376,0.150769230769231,0.0741880341880342,0.249230769230769,0.0844444444444444,0.232820512820513,0.356581196581197,0.381880341880342,-0.011965811965812,-0.18974358974359,0.147350427350427,-0.0468311924692501,0.0899145299145299,0.405811965811966,0.0694017094017094,0.287521367521367,-0.0345299145299145,0.108376068376068,-0.0776068376068376,-0.0735042735042735,-0.0167521367521367,0.24034188034188,0.143247863247863,0.0229059829059829,-0.15008547008547,-0.147350427350427,0.325811965811966,0.461880341880342,0.286153846153846,0.355897435897436,-0.0447863247863248,-0.0147008547008547,0.154188034188034,0.258119658119658,0.310769230769231,-0.516984174160948,-0.0488888888888889,0.494700854700855,-0.0434188034188034,-0.109059829059829,0.0311111111111111,-0.230769230769231,0.476239316239316,0.011965811965812,0.00717948717948718,0.134358974358974,0.379145299145299,0.391452991452991,1,0.485128205128205,0.591111111111111,0.100854700854701,-0.109059829059829,0.103589743589744,-0.198632478632479,0.31008547008547
"Field.Sparrow",0.366153846153846,0.261538461538461,0.0112820512820513,0.197264957264957,0.181538461538462,0.417435897435897,0.0666666666666667,0.014017094017094,-0.15965811965812,-0.215726495726496,-0.303247863247863,0.114529914529915,-0.475596776854385,-0.0748717948717949,0.197948717948718,0.337435897435897,0.00239316239316239,0.113162393162393,-0.068034188034188,-0.245128205128205,-0.112478632478632,-0.127521367521368,0.580854700854701,0.557606837606837,0.171965811965812,-0.24991452991453,0.0591452991452991,-0.0776068376068376,0.528888888888889,0.402393162393162,0.266324786324786,0.242393162393162,0.186324786324786,0.49059829059829,0.566495726495726,0.552820512820513,-0.138937352710805,0.0352136752136752,0.0194871794871795,-0.464615384615385,-0.277948717948718,0.10017094017094,-0.148034188034188,0.232820512820513,-0.0304273504273504,-0.448888888888889,-0.183589743589744,0.416752136752137,0.438632478632479,0.485128205128205,1,0.597264957264957,0.238290598290598,0.00923076923076923,0.00854700854700855,-0.0133333333333333,0.115213675213675
