"","Yellow.throated.Warbler","Chipping.Sparrow","White.eyed.Vireo","Fish.Crow","Red.headed.Woodpecker","Acadian.Flycatcher","Eastern.Wood.Pewee","Summer.Tanager","N..Rough.winged.Swallow","Eastern.Phoebe","Brown.headed.Nuthatch","Great.Crested.Flycatcher","Blue.Grosbeak","Yellow.breasted.Chat","House.Finch","Mourning.Dove","Orchard.Oriole","Pine.Warbler","Prairie.Warbler","Red.bellied.Woodpecker","Tufted.Titmouse","Hooded.Warbler","Ovenbird","Eastern.Towhee","Blue.Jay","Wood.Thrush","Carolina.Chickadee","Eastern.Bluebird","American.Robin","Northern.Mockingbird","Brown.Thrasher","European.Starling","Indigo.Bunting","Ring.billed.Gull","White.throated.Sparrow","Common.Yellowthroat","Black.thr.Blue.Warbler","Yellow.rumped.Warbler","House.Wren","Gray.Catbird","Black.throated.Blue.Warbler","Yellow.rumped..Myrtle..Warbler","Black.and.white.Warbler","Northern.Parula","Cliff.Swallow","American.Redstart","Carolina.Wren","Bobolink","Cedar.Waxwing","Barn.Swallow","Common.Grackle","American.Goldfinch","Chimney.Swift","Eastern.Kingbird","House.Sparrow","Red.winged.Blackbird","American.Crow","Purple.Martin","Downy.Woodpecker","White.breasted.Nuthatch","Brown.headed.Cowbird","Ruby.throated.Hummingbird","Prothonotary.Warbler","Blue.gray.Gnatcatcher","Red.eyed.Vireo","Northern.Cardinal","Scarlet.Tanager"
"Ovenbird",0.191086691086691,0.317460317460317,0.155677655677656,-0.0604395604395604,0.0573870573870574,0.122710622710623,0.310744810744811,0.371184371184371,-0.122100122100122,0.304029304029304,0.267399267399267,0.333333333333333,0.186813186813187,0.122710622710623,0.351648351648352,0.506105006105006,0.24053724053724,0.475579975579976,0.51037851037851,0.514652014652014,0.566544566544567,0.655677655677656,1,0.442612942612943,0.594017094017094,0.548840048840049,0.466422466422466,0.453601953601954,0.355921855921856,0.424908424908425,0.466422466422466,0.38949938949939,0.38949938949939,0.302197802197802,0.0781440781440781,0.405982905982906,0.548229548229548,0.371794871794872,0.394993894993895,0.261294261294261,0.164860328588435,0.188062893352733,0.315018315018315,0.402930402930403,0.286935286935287,0.263125763125763,0.347985347985348,0.00824301642942174,0.111111111111111,0.181929181929182,0.38034188034188,0.592796092796093,0.484126984126984,0.534798534798535,0.357142857142857,0.341880341880342,0.123931623931624,0.0787545787545788,0.278388278388278,0.378510378510378,0.166056166056166,0.515873015873016,0.487179487179487,0.713675213675214,0.604395604395604,0.522588522588523,0.443223443223443
"Eastern.Towhee",-0.238705738705739,-0.109279609279609,-0.192307692307692,-0.183760683760684,-0.236263736263736,-0.0061050061050061,0.0787545787545788,0.105006105006105,-0.271672771672772,0.0659340659340659,0.00854700854700855,-0.00793650793650794,0.0561660561660562,0.321123321123321,0.394383394383394,0.484126984126984,0.15018315018315,0.201465201465201,0.26984126984127,0.507936507936508,0.379120879120879,0.473748473748474,0.442612942612943,1,0.468864468864469,0.670940170940171,0.505494505494505,0.579365079365079,0.704517704517704,0.561660561660562,0.561660561660562,0.46031746031746,0.466422466422466,0.176434676434676,0.0848595848595848,0.188034188034188,0.108669108669109,0.126373626373626,0.262515262515263,0.2997557997558,0.199664175734882,0.336131892177531,-0.146520146520146,0.187423687423687,0.230769230769231,0.318070818070818,0.267399267399267,0.246069305263479,0.290598290598291,0.342490842490842,0.49023199023199,0.60989010989011,0.551282051282051,0.421855921855922,0.428571428571429,0.382783882783883,0.358974358974359,0.247252747252747,-0.0189255189255189,0.191697191697192,-0.0347985347985348,0.337606837606838,0.242979242979243,0.454822954822955,0.283882783882784,0.482905982905983,0.634920634920635
"Blue.Jay",0.068986568986569,-0.321733821733822,-0.211843711843712,-0.189255189255189,-0.0207570207570208,-0.00122100122100122,0.183760683760684,0.35958485958486,-0.565323565323565,0.0488400488400488,0.117216117216117,0.194139194139194,0.273504273504273,0.248473748473748,0.38034188034188,0.45054945054945,0.394383394383394,0.445054945054945,0.523199023199023,0.692307692307692,0.535409035409035,0.594017094017094,0.594017094017094,0.468864468864469,1,0.81013431013431,0.705738705738706,0.787545787545787,0.691086691086691,0.602564102564102,0.575091575091575,0.637362637362637,0.586080586080586,0.492673992673993,0.373015873015873,0.463369963369963,0.305250305250305,0.26984126984127,0.217948717948718,0.26984126984127,0.115402230011904,0.356281487893895,0.138583638583639,0.307081807081807,0.105006105006105,0.314407814407814,0.33028083028083,0.198442988115709,0.195970695970696,0.213064713064713,0.50976800976801,0.632478632478632,0.443223443223443,0.64041514041514,0.556166056166056,0.504273504273504,0.19047619047619,0.238705738705739,0.451159951159951,0.457264957264957,0.014041514041514,0.425518925518925,0.235653235653236,0.699023199023199,0.765567765567766,0.535409035409035,0.631868131868132
"Wood.Thrush",-0.172161172161172,-0.381562881562882,-0.481684981684982,-0.419413919413919,-0.434676434676435,-0.117826617826618,-0.0158730158730159,0.128815628815629,-0.573870573870574,-0.0775335775335775,-0.0280830280830281,-0.00183150183150183,0.184371184371184,0.258852258852259,0.533577533577533,0.592796092796093,0.288766788766789,0.373015873015873,0.404151404151404,0.51037851037851,0.423687423687424,0.386446886446886,0.548840048840049,0.670940170940171,0.81013431013431,1,0.754578754578755,0.694749694749695,0.753968253968254,0.675824175824176,0.707570207570207,0.742368742368742,0.655067155067155,0.523199023199023,0.33028083028083,0.34981684981685,0.203907203907204,0.337606837606838,0.393162393162393,0.352869352869353,0.291558544077695,0.429552745044311,-0.112942612942613,0.184981684981685,0.297313797313797,0.318070818070818,0.307692307692308,0.367272176466458,0.35042735042735,0.501221001221001,0.7997557997558,0.781440781440781,0.731379731379731,0.772893772893773,0.744810744810745,0.664224664224664,0.326617826617827,0.321733821733822,0.231990231990232,0.313797313797314,0.00122100122100122,0.379120879120879,0.294261294261294,0.619047619047619,0.551892551892552,0.557997557997558,0.789377289377289
"Carolina.Chickadee",0.0305250305250305,-0.0702075702075702,-0.108058608058608,-0.0763125763125763,-0.10989010989011,0.0488400488400488,0.322954822954823,0.27960927960928,-0.327228327228327,0.057997557997558,0.238095238095238,0.300976800976801,0.324786324786325,0.31990231990232,0.63980463980464,0.581807081807082,0.561050061050061,0.653846153846154,0.46031746031746,0.615995115995116,0.634310134310134,0.302197802197802,0.466422466422466,0.505494505494505,0.705738705738706,0.754578754578755,1,0.725274725274725,0.676434676434676,0.604395604395604,0.603785103785104,0.726495726495726,0.678266178266178,0.36019536019536,0.238095238095238,0.373015873015873,0.236874236874237,0.296092796092796,0.311355311355311,0.308302808302808,0.0647229438162003,0.234162725976536,-0.010989010989011,0.294871794871795,0.277167277167277,0.424908424908425,0.366910866910867,0.320867046937861,0.371794871794872,0.418192918192918,0.581807081807082,0.703296703296703,0.65995115995116,0.715506715506716,0.538461538461538,0.536630036630036,0.376678876678877,0.230769230769231,0.481074481074481,0.458485958485958,0.0854700854700855,0.308302808302808,0.215506715506715,0.542124542124542,0.632478632478632,0.615995115995116,0.654456654456654
"Eastern.Bluebird",-0.00549450549450549,-0.134310134310134,-0.223443223443223,-0.0946275946275946,-0.0903540903540904,-0.0866910866910867,0.206349206349206,0.307692307692308,-0.358974358974359,0.258852258852259,0.166666666666667,0.147130647130647,0.256410256410256,0.363858363858364,0.49023199023199,0.465201465201465,0.365079365079365,0.6001221001221,0.405372405372405,0.652625152625153,0.551892551892552,0.382783882783883,0.453601953601954,0.579365079365079,0.787545787545787,0.694749694749695,0.725274725274725,1,0.774725274725275,0.575702075702076,0.514652014652014,0.642246642246642,0.61050061050061,0.351037851037851,0.22039072039072,0.376678876678877,0.294871794871795,0.191086691086691,0.0659340659340659,0.0757020757020757,-0.00488475047669437,0.209738973593064,-0.0915750915750916,0.105616605616606,0.167887667887668,0.503052503052503,0.413919413919414,0.302243935745464,0.294871794871795,0.43956043956044,0.545177045177045,0.672161172161172,0.559218559218559,0.574481074481074,0.465811965811966,0.471916971916972,0.424297924297924,0.241758241758242,0.280830280830281,0.339438339438339,0.0738705738705739,0.316849816849817,0.239316239316239,0.500610500610501,0.673992673992674,0.590964590964591,0.646520146520146
"American.Robin",-0.10989010989011,-0.312576312576313,-0.385225885225885,-0.222832722832723,-0.230769230769231,0.0128205128205128,0.151404151404151,0.0531135531135531,-0.401098901098901,0.263736263736264,0.235653235653236,0.123321123321123,0.278998778998779,0.396214896214896,0.58974358974359,0.520757020757021,0.32051282051282,0.351648351648352,0.406593406593407,0.418803418803419,0.409035409035409,0.281440781440781,0.355921855921856,0.704517704517704,0.691086691086691,0.753968253968254,0.676434676434676,0.774725274725275,1,0.808302808302808,0.636752136752137,0.676434676434676,0.594627594627595,0.147130647130647,0.0781440781440781,0.255189255189255,0.0946275946275946,0.0366300366300366,0.0537240537240537,0.0836385836385836,0.0799877890558703,0.203633035497196,-0.217948717948718,0.0396825396825397,0.111111111111111,0.387667887667888,0.26984126984127,0.450923528379849,0.438949938949939,0.455433455433455,0.708791208791209,0.698412698412698,0.652625152625153,0.583638583638584,0.505494505494505,0.578754578754579,0.360805860805861,0.472527472527473,0.167887667887668,0.330891330891331,-0.0177045177045177,0.332112332112332,0.183150183150183,0.458485958485958,0.423076923076923,0.45970695970696,0.602564102564102
"Northern.Mockingbird",-0.152014652014652,-0.186202686202686,-0.435897435897436,-0.161172161172161,-0.16971916971917,0.111111111111111,0.123321123321123,-0.125152625152625,-0.342490842490842,0.277777777777778,0.243589743589744,0.177045177045177,0.405982905982906,0.424908424908425,0.654456654456654,0.585470085470085,0.380952380952381,0.341880341880342,0.469474969474969,0.427350427350427,0.370573870573871,0.35958485958486,0.424908424908425,0.561660561660562,0.602564102564102,0.675824175824176,0.604395604395604,0.575702075702076,0.808302808302808,1,0.706959706959707,0.78021978021978,0.711843711843712,0.126984126984127,0.0787545787545788,0.11965811965812,0.1001221001221,0.135531135531136,0.0824175824175824,0.0231990231990232,0.022286674049918,0.0961685250099203,-0.253968253968254,0.0763125763125763,0.156288156288156,0.354700854700855,0.209401709401709,0.415203790519021,0.288766788766789,0.491452991452991,0.630647130647131,0.655677655677656,0.652625152625153,0.435286935286935,0.551892551892552,0.529304029304029,0.384615384615385,0.564713064713065,0.22954822954823,0.519536019536019,0.207570207570208,0.376068376068376,0.251526251526252,0.457875457875458,0.342490842490842,0.416361416361416,0.504884004884005
"Brown.Thrasher",-0.221611721611722,-0.123931623931624,-0.316239316239316,-0.15995115995116,-0.166056166056166,-0.00793650793650794,0.130647130647131,0.0671550671550672,-0.435897435897436,0.192307692307692,0.0891330891330891,0.115384615384615,0.485347985347985,0.519536019536019,0.593406593406593,0.67032967032967,0.3003663003663,0.327838827838828,0.513431013431013,0.435897435897436,0.531746031746032,0.393772893772894,0.466422466422466,0.561660561660562,0.575091575091575,0.707570207570207,0.603785103785104,0.514652014652014,0.636752136752137,0.706959706959707,1,0.772283272283272,0.712454212454212,0.126984126984127,-0.0787545787545788,0.00671550671550672,0.0061050061050061,0.0769230769230769,0.230769230769231,0.153235653235653,0.168218594541162,0.263776525741496,-0.228327228327228,0.283882783882784,-0.0488400488400488,0.257020757020757,0.23015873015873,0.267134791694223,0.343711843711844,0.268009768009768,0.518315018315018,0.544566544566545,0.573260073260073,0.588522588522589,0.71062271062271,0.508547008547009,0.241758241758242,0.423687423687424,0.358974358974359,0.405982905982906,0.211843711843712,0.227106227106227,0.0775335775335775,0.514652014652014,0.501221001221001,0.601343101343101,0.603785103785104
"European.Starling",0.0128205128205128,-0.129426129426129,-0.4004884004884,-0.196581196581197,-0.296092796092796,-0.00854700854700855,0.0976800976800977,-0.0061050061050061,-0.54029304029304,0.17948717948718,0.125152625152625,0.101953601953602,0.598290598290598,0.557997557997558,0.750915750915751,0.683760683760684,0.495115995115995,0.575091575091575,0.486568986568987,0.40964590964591,0.393772893772894,0.255189255189255,0.38949938949939,0.46031746031746,0.637362637362637,0.742368742368742,0.726495726495726,0.642246642246642,0.676434676434676,0.78021978021978,0.772283272283272,1,0.814407814407814,0.158119658119658,0.116605616605617,0.236263736263736,0.0274725274725275,0.184981684981685,0.109279609279609,0.047008547008547,-0.0164860328588435,0.173713938827443,-0.192918192918193,0.124542124542125,0.328449328449328,0.501221001221001,0.412698412698413,0.364524504323317,0.356532356532356,0.561660561660562,0.687423687423687,0.683150183150183,0.66971916971917,0.638583638583639,0.705128205128205,0.611111111111111,0.304029304029304,0.422466422466422,0.361416361416361,0.48962148962149,0.165445665445665,0.258852258852259,0.0921855921855922,0.47985347985348,0.502442002442002,0.490842490842491,0.58058608058608
"Indigo.Bunting",-0.0335775335775336,-0.104395604395604,-0.218559218559219,-0.0274725274725275,-0.148351648351648,0.0518925518925519,0.347985347985348,0.209401709401709,-0.340659340659341,0.068986568986569,0.163614163614164,0.288766788766789,0.626984126984127,0.661782661782662,0.721611721611721,0.727106227106227,0.443223443223443,0.533577533577533,0.538461538461538,0.578144078144078,0.66971916971917,0.383394383394383,0.38949938949939,0.466422466422466,0.586080586080586,0.655067155067155,0.678266178266178,0.61050061050061,0.594627594627595,0.711843711843712,0.712454212454212,0.814407814407814,1,0.232600732600733,-0.0323565323565324,0.252747252747253,0.010989010989011,0.0518925518925519,-0.0280830280830281,0.0494505494505494,-0.193252940734221,-0.0595328964347126,-0.272893772893773,0.0964590964590964,0.281440781440781,0.274725274725275,0.191697191697192,0.264997713360669,0.18986568986569,0.412087912087912,0.513431013431013,0.581807081807082,0.584249084249084,0.507936507936508,0.644078144078144,0.47985347985348,0.303418803418803,0.183150183150183,0.242979242979243,0.365079365079365,0.0848595848595848,0.117826617826618,0.00854700854700855,0.393772893772894,0.489010989010989,0.522588522588523,0.398656898656899
"Ring.billed.Gull",-0.247252747252747,-0.324786324786325,-0.305860805860806,-0.208180708180708,-0.16971916971917,-0.0549450549450549,-0.133089133089133,0.177045177045177,-0.136752136752137,-0.187423687423687,-0.0384615384615385,0.0586080586080586,-0.339438339438339,-0.332722832722833,-0.0518925518925519,0.0537240537240537,-0.0164835164835165,-0.0128205128205128,0.0622710622710623,0.380952380952381,0.235042735042735,0.371794871794872,0.302197802197802,0.176434676434676,0.492673992673993,0.523199023199023,0.36019536019536,0.351037851037851,0.147130647130647,0.126984126984127,0.126984126984127,0.158119658119658,0.232600732600733,1,0.678266178266178,0.407203907203907,0.551282051282051,0.641636141636141,0.452380952380952,0.33028083028083,0.304075717174224,0.363303316704144,0.103785103785104,0.310744810744811,0.332112332112332,0.13003663003663,0.094017094017094,-0.0125171730965293,-0.0927960927960928,0.24053724053724,0.361416361416361,0.277777777777778,0.21001221001221,0.456654456654457,0.311965811965812,0.214285714285714,0.0543345543345543,0.00366300366300366,0.0421245421245421,-0.057997557997558,-0.0879120879120879,0.0323565323565324,0.274725274725275,0.294261294261294,0.22954822954823,0.137973137973138,0.351037851037851
"White.throated.Sparrow",0.0598290598290598,-0.183760683760684,-0.167277167277167,-0.144688644688645,-0.0531135531135531,-0.217948717948718,-0.391941391941392,0.0170940170940171,-0.308302808302808,-0.109279609279609,-0.0262515262515262,0.0061050061050061,-0.316239316239316,-0.461538461538462,-0.184981684981685,-0.293650793650794,0.0177045177045177,0.0549450549450549,0.0335775335775336,0.221611721611722,-0.17032967032967,0.246031746031746,0.0781440781440781,0.0848595848595848,0.373015873015873,0.33028083028083,0.238095238095238,0.22039072039072,0.0781440781440781,0.0787545787545788,-0.0787545787545788,0.116605616605617,-0.0323565323565324,0.678266178266178,1,0.57020757020757,0.435897435897436,0.699023199023199,0.372405372405372,0.406593406593407,0.450007637665469,0.661883689592087,0.415140415140415,0.283882783882784,0.144688644688645,0.18986568986569,0.357753357753358,-0.00244237523834718,-0.00244200244200244,0.203907203907204,0.191697191697192,0.218559218559219,0.0512820512820513,0.342490842490842,0.0659340659340659,0.0873015873015873,0.0061050061050061,-0.0146520146520147,0.111721611721612,0.0134310134310134,-0.106837606837607,0.0598290598290598,0.413919413919414,0.324786324786325,0.206959706959707,-0.0482295482295482,0.351037851037851
"Common.Yellowthroat",0.522588522588523,0.0995115995115995,0.235653235653236,-0.0134310134310134,0.0879120879120879,0.0628815628815629,0.129426129426129,0.374236874236874,-0.294871794871795,0.221611721611722,0.358363858363858,0.373015873015873,0.0891330891330891,-0.0824175824175824,0.233821733821734,0.119047619047619,0.227716727716728,0.490842490842491,0.421245421245421,0.432844932844933,0.272893772893773,0.28021978021978,0.405982905982906,0.188034188034188,0.463369963369963,0.34981684981685,0.373015873015873,0.376678876678877,0.255189255189255,0.11965811965812,0.00671550671550672,0.236263736263736,0.252747252747253,0.407203907203907,0.57020757020757,1,0.61050061050061,0.534798534798535,0.217948717948718,0.382173382173382,0.223172037403974,0.356586784798689,0.434065934065934,0.275335775335775,0.197802197802198,0.396825396825397,0.502442002442002,0.0119065792869425,0.134920634920635,0.155067155067155,0.294261294261294,0.423076923076923,0.181929181929182,0.507326007326007,0.094017094017094,0.303418803418803,-0.208791208791209,-0.342490842490842,0.07997557997558,0.0921855921855922,-0.369352869352869,0.163614163614164,0.215506715506715,0.442002442002442,0.459096459096459,0.0683760683760684,0.135531135531136
"Black.thr.Blue.Warbler",0.117216117216117,0.245421245421245,0.106837606837607,0.068986568986569,0.233211233211233,0.241147741147741,0.156898656898657,0.278998778998779,0.18986568986569,0.423687423687424,0.494505494505494,0.351037851037851,-0.24053724053724,-0.371794871794872,-0.00549450549450549,0.109279609279609,0.148962148962149,0.207570207570208,0.251526251526252,0.335164835164835,0.261904761904762,0.27960927960928,0.548229548229548,0.108669108669109,0.305250305250305,0.203907203907204,0.236874236874237,0.294871794871795,0.0946275946275946,0.1001221001221,0.0061050061050061,0.0274725274725275,0.010989010989011,0.551282051282051,0.435897435897436,0.61050061050061,1,0.744810744810745,0.348595848595849,0.365689865689866,0.337658376701498,0.194779425258188,0.440781440781441,0.393772893772894,0.262515262515263,0.434065934065934,0.313186813186813,-0.144100139062484,0.133699633699634,0.145299145299145,0.163003663003663,0.282051282051282,0.147741147741148,0.260683760683761,-0.0451770451770452,0.241147741147741,-0.137362637362637,-0.0915750915750916,0.0128205128205128,0.142246642246642,0.00732600732600733,0.250915750915751,0.341269841269841,0.216117216117216,0.280830280830281,0.0586080586080586,0.0433455433455433
"Yellow.rumped.Warbler",0.00854700854700855,0.0866910866910867,-0.0995115995115995,-0.192307692307692,-0.126984126984127,-0.083028083028083,-0.188034188034188,-0.0793650793650794,-0.125763125763126,0.128205128205128,0.176434676434676,0.0311355311355311,-0.235653235653236,-0.341880341880342,-0.0634920634920635,-0.0225885225885226,0.0183150183150183,0.222832722832723,0.172161172161172,0.137973137973138,-0.0354090354090354,0.189255189255189,0.371794871794872,0.126373626373626,0.26984126984127,0.337606837606838,0.296092796092796,0.191086691086691,0.0366300366300366,0.135531135531136,0.0769230769230769,0.184981684981685,0.0518925518925519,0.641636141636141,0.699023199023199,0.534798534798535,0.744810744810745,1,0.491452991452991,0.358363858363858,0.377652271229433,0.403907805041665,0.425518925518925,0.247863247863248,0.303418803418803,0.236263736263736,0.313797313797314,-0.0476263171477701,0.010989010989011,0.18009768009768,0.261294261294261,0.31013431013431,0.202075702075702,0.402930402930403,0.0341880341880342,0.232600732600733,0.0158730158730159,-0.122100122100122,-0.0604395604395604,0.0854700854700855,-0.0158730158730159,0.191086691086691,0.265567765567766,0.214896214896215,0.105006105006105,0.068986568986569,0.214896214896215
"House.Wren",-0.156898656898657,0.0384615384615385,-0.191697191697192,-0.246031746031746,-0.244200244200244,-0.275335775335775,-0.176434676434676,-0.161782661782662,-0.223443223443223,-0.123321123321123,-0.362026862026862,-0.120879120879121,-0.284493284493284,-0.388278388278388,0.00488400488400488,0.00305250305250305,0.138583638583639,0.111721611721612,-0.0653235653235653,0.14957264957265,0.0598290598290598,0.0836385836385836,0.394993894993895,0.262515262515263,0.217948717948718,0.393162393162393,0.311355311355311,0.0659340659340659,0.0537240537240537,0.0824175824175824,0.230769230769231,0.109279609279609,-0.0280830280830281,0.452380952380952,0.372405372405372,0.217948717948718,0.348595848595849,0.491452991452991,1,0.395604395604396,0.601740199347787,0.59838193339506,0.0189255189255189,0.123931623931624,0.036019536019536,0.00244200244200244,0.117826617826618,0.101663869296202,0.202075702075702,0.147130647130647,0.337606837606838,0.268620268620269,0.28021978021978,0.492673992673993,0.34981684981685,0.14957264957265,-0.0750915750915751,-0.0409035409035409,0.0592185592185592,-0.122100122100122,-0.0592185592185592,0.227716727716728,0.313186813186813,0.43956043956044,0.125152625152625,0.192918192918193,0.442612942612943
"Gray.Catbird",-0.156898656898657,-0.0848595848595848,0.0311355311355311,0.068986568986569,0.231379731379731,0.0793650793650794,-0.036019536019536,0.338217338217338,-0.185592185592186,-0.142857142857143,0.112942612942613,0.11050061050061,-0.288766788766789,-0.291208791208791,-0.0738705738705739,0.145909645909646,0.142857142857143,0.0537240537240537,0.217338217338217,0.259462759462759,0.160561660561661,0.114163614163614,0.261294261294261,0.2997557997558,0.26984126984127,0.352869352869353,0.308302808302808,0.0757020757020757,0.0836385836385836,0.0231990231990232,0.153235653235653,0.047008547008547,0.0494505494505494,0.33028083028083,0.406593406593407,0.382173382173382,0.365689865689866,0.358363858363858,0.395604395604396,1,0.610899106491589,0.598687230299853,0.431623931623932,0.572039072039072,0.120879120879121,0.0738705738705739,0.219169719169719,0.117539308345458,0.304639804639805,0.0543345543345543,0.0567765567765568,0.216727716727717,0.106227106227106,0.252747252747253,0.224664224664225,0.336996336996337,-0.160561660561661,0.014041514041514,0.36019536019536,0.364468864468864,-0.0268620268620269,0.317460317460317,0.344322344322344,0.358363858363858,0.321733821733822,0.300976800976801,0.376068376068376
"Black.throated.Blue.Warbler",-0.319340562413894,-0.171271563589096,-0.235994507405297,-0.186536408828766,-0.183178142876039,-0.184704627400006,-0.370019848609598,-0.182872845971245,-0.20302244168761,-0.0155701421444633,-0.144405435967277,-0.176156314065791,-0.372462223847945,-0.514425284576875,-0.132498856680335,-0.152953749301492,-0.0668600221497541,-0.234162725976536,-0.188062893352733,-0.00274767214314058,-0.130056481441988,-0.0802930859606636,0.164860328588435,0.199664175734882,0.115402230011904,0.291558544077695,0.0647229438162003,-0.00488475047669437,0.0799877890558703,0.022286674049918,0.168218594541162,-0.0164860328588435,-0.193252940734221,0.304075717174224,0.450007637665469,0.223172037403974,0.337658376701498,0.377652271229433,0.601740199347787,0.610899106491589,1,0.841832061068702,0.25156464954976,0.292779731696869,-0.0696076942928947,0.111128073344797,0.2219508497848,0.302900763358779,0.463135404571585,0.234773319786123,0.218592583832073,0.297053888363976,0.231415053833396,0.319645859318688,0.230804460023809,0.332773626224804,-0.282399636933893,0.163639140969261,0.0122118761917359,0.0714394757216551,0.0601434902442994,0.275072511218852,0.390169444325963,0.224087928118354,0.118149902155045,-0.0100747978581821,0.416424978138195
"Yellow.rumped..Myrtle..Warbler",-0.150206077158352,-0.202106550973229,-0.188062893352733,-0.187452299543146,-0.147458405015211,-0.325141203604969,-0.402076023612905,-0.0607540840538862,-0.483895594097536,-0.0705235850072749,-0.229583272404635,-0.185009924304799,-0.238436882643644,-0.360555644561003,-0.097389712629094,-0.146542514300831,0.0311402842889266,0.00122118761917359,0.0106853916677689,0.165776219302815,-0.101358572391408,0.15814379668298,0.188062893352733,0.336131892177531,0.356281487893895,0.429552745044311,0.234162725976536,0.209738973593064,0.203633035497196,0.0961685250099203,0.263776525741496,0.173713938827443,-0.0595328964347126,0.363303316704144,0.661883689592087,0.356586784798689,0.194779425258188,0.403907805041665,0.59838193339506,0.598687230299853,0.841832061068702,1,0.298580372887943,0.351396737417201,-0.119371089774219,0.0894519931044656,0.358418566227449,0.25236641221374,0.327888875748109,0.203633035497196,0.243016336215545,0.376125786705466,0.215234317879346,0.50312929909952,0.324530609795382,0.301328045031084,-0.162417953350088,0.0995267909626477,0.195390019067775,0.116318120726285,0.0131277669061161,0.29735918526877,0.41062433694712,0.494580985765305,0.312013436698853,0.163028547159674,0.621889795064152
"Black.and.white.Warbler",0.319291819291819,0.235653235653236,0.564102564102564,0.0598290598290598,0.365689865689866,0.0390720390720391,0.00061050061050061,0.24053724053724,0.0115995115995116,0.025030525030525,0.31013431013431,0.132478632478632,-0.10989010989011,-0.302808302808303,-0.354700854700855,-0.283272283272283,-0.131257631257631,0.0537240537240537,0.184371184371184,0.0848595848595848,0.00793650793650794,0.258852258852259,0.315018315018315,-0.146520146520146,0.138583638583639,-0.112942612942613,-0.010989010989011,-0.0915750915750916,-0.217948717948718,-0.253968253968254,-0.228327228327228,-0.192918192918193,-0.272893772893773,0.103785103785104,0.415140415140415,0.434065934065934,0.440781440781441,0.425518925518925,0.0189255189255189,0.431623931623932,0.25156464954976,0.298580372887943,1,0.518315018315018,0.133699633699634,0.111111111111111,0.272893772893773,-0.134941231918682,0.0103785103785104,-0.233211233211233,-0.255799755799756,-0.0396825396825397,-0.241758241758242,0.0372405372405372,-0.349206349206349,-0.0683760683760684,-0.219169719169719,-0.153235653235653,0.254578754578755,0.27045177045177,-0.0482295482295482,0.158730158730159,0.163614163614164,0.201465201465201,0.217948717948718,-0.0873015873015873,-0.0702075702075702
"Northern.Parula",-0.00122100122100122,0.0726495726495726,0.334554334554335,0.233211233211233,0.455433455433455,0.326617826617827,0.00549450549450549,0.437118437118437,0.00427350427350427,0.148351648351648,0.399267399267399,0.427350427350427,-0.0714285714285714,-0.144078144078144,0.0665445665445665,0.14957264957265,0.0543345543345543,0.0653235653235653,0.333943833943834,0.394383394383394,0.433455433455433,0.465201465201465,0.402930402930403,0.187423687423687,0.307081807081807,0.184981684981685,0.294871794871795,0.105616605616606,0.0396825396825397,0.0763125763125763,0.283882783882784,0.124542124542125,0.0964590964590964,0.310744810744811,0.283882783882784,0.275335775335775,0.393772893772894,0.247863247863248,0.123931623931624,0.572039072039072,0.292779731696869,0.351396737417201,0.518315018315018,1,0.108669108669109,0.242979242979243,0.251526251526252,-0.171271563589096,0.10989010989011,-0.136752136752137,-0.111111111111111,0.125763125763126,-0.094017094017094,0.202075702075702,0.0866910866910867,0.100732600732601,-0.188034188034188,0.210622710622711,0.471306471306471,0.452380952380952,0.032967032967033,-0.010989010989011,0.311965811965812,0.346153846153846,0.369352869352869,0.150793650793651,0.166056166056166
"Cliff.Swallow",-0.043956043956044,0.0769230769230769,-0.103785103785104,-0.0323565323565324,-0.263125763125763,0.0836385836385836,0.00183150183150183,0.0354090354090354,0.0952380952380952,-0.152014652014652,0.145299145299145,0.0152625152625153,0.0366300366300366,0.105616605616606,0.188644688644689,0.298534798534798,0.108058608058608,0.131257631257631,0.0280830280830281,0.131257631257631,0.145299145299145,0.108058608058608,0.286935286935287,0.230769230769231,0.105006105006105,0.297313797313797,0.277167277167277,0.167887667887668,0.111111111111111,0.156288156288156,-0.0488400488400488,0.328449328449328,0.281440781440781,0.332112332112332,0.144688644688645,0.197802197802198,0.262515262515263,0.303418803418803,0.036019536019536,0.120879120879121,-0.0696076942928947,-0.119371089774219,0.133699633699634,0.108669108669109,1,0.413308913308913,0.281440781440781,0.0592275995299192,-0.0659340659340659,0.47008547008547,0.364468864468864,0.272893772893773,0.302197802197802,0.198412698412698,0.090964590964591,0.253357753357753,0.225274725274725,0.183150183150183,-0.0525030525030525,0.105006105006105,-0.0158730158730159,0.131257631257631,0.136141636141636,0.0567765567765568,-0.0262515262515262,0.0726495726495726,0.13003663003663
