"","Dark.eyed.Junco","Fox.Sparrow","American.Pipit","Common.Grackle","American.Crow","Rusty.Blackbird","Vesper.Sparrow","Yellow.bellied.Sapsucker","Eastern.Towhee","Northern.Cardinal","Cedar.Waxwing","Yellow.rumped.Warbler","Blue.headed.Vireo","Hermit.Thrush","American.Robin","Baltimore.Oriole","Red.headed.Woodpecker","Gray.Catbird","Blue.Jay","Red.bellied.Woodpecker","Chipping.Sparrow","Brown.Creeper","White.breasted.Nuthatch","Northern.Mockingbird","Brown.headed.Nuthatch","Pileated.Woodpecker","American.Woodcock","Carolina.Wren","Black.and.white.Warbler","Carolina.Chickadee","Tufted.Titmouse","House.Wren","Orange.crowned.Warbler","Common.Raven","Red.winged.Blackbird","Pine.Siskin","Red.breasted.Nuthatch","Northern.Bobwhite","American.Goldfinch","Purple.Finch","Northern.Flicker","Song.Sparrow","White.throated.Sparrow","Fish.Crow","House.Sparrow","Swamp.Sparrow","Field.Sparrow","White.crowned.Sparrow","European.Starling","Savannah.Sparrow","Eastern.Bluebird","House.Finch","Brown.headed.Cowbird","Mourning.Dove","Downy.Woodpecker","Golden.crowned.Kinglet","Pine.Warbler","Ruby.crowned.Kinglet","Brown.Thrasher","Eastern.Phoebe","Winter.Wren","Blue.gray.Gnatcatcher","Eastern.Meadowlark","Common.Yellowthroat","Palm.Warbler"
"White.breasted.Nuthatch",-0.0538461538461538,0.0361538461538462,-0.173846153846154,-0.263076923076923,0.213076923076923,-0.00307692307692308,0.481892736590935,0.239230769230769,0.353846153846154,0.0423076923076923,-0.513846153846154,-0.107692307692308,-0.384615384615385,-0.18,0.108461538461538,-0.140796309586596,0.315384615384615,0.46047317643485,0.496923076923077,0.618461538461539,0.436923076923077,0.630769230769231,1,0.394615384615385,0.532307692307692,0.552307692307692,0.324615384615385,0.293846153846154,0.257170475224907,0.309230769230769,0.317368730625523,-0.0515384615384615,0.520669048705722,-0.0956510803530942,-0.113076923076923,-0.114615384615385,0.0753991166092152,-0.305793785087616,-0.113846153846154,-0.0753846153846154,0.358461538461538,0.0769230769230769,0.353846153846154,-0.139499295553969,0.266153846153846,-0.0215384615384615,0.00384615384615385,-0.163411302733772,-0.286153846153846,-0.240769230769231,-0.0353846153846154,-0.268461538461538,-0.0753846153846154,-0.0276923076923077,0.00384615384615385,0.123076923076923,-0.276923076923077,-0.122307692307692,0.0769230769230769,0.116153846153846,0.35,-0.168750279972532,-0.336923076923077,0.0169295895563459,-0.334615384615385
"Northern.Mockingbird",0.146923076923077,0.000769230769230769,-0.255384615384615,-0.181538461538462,-0.126923076923077,0.163846153846154,-0.00602365920738669,-0.125384615384615,-0.214615384615385,-0.108461538461538,-0.303076923076923,-0.209230769230769,-0.206153846153846,0.00384615384615385,0.0761538461538462,-0.0303904602659592,0.236923076923077,0.0273129453023177,0.288461538461538,0.235384615384615,0.301538461538462,0.268461538461538,0.394615384615385,1,0.593846153846154,0.372307692307692,0.508461538461539,0.286153846153846,-0.163618940075727,0.141538461538462,0.224658592345825,0.0669230769230769,0.0502128904538159,-0.0606567826629378,-0.31,0.354615384615385,0.181573382854845,-0.525100439039341,-0.0361538461538462,-0.0238461538461539,0.261538461538462,-0.163846153846154,0.0807692307692308,-0.03545285964355,0.35,-0.130769230769231,0.208461538461538,0.0410464409710424,-0.109230769230769,0.0876923076923077,0.195384615384615,0.33,-0.163846153846154,-0.173076923076923,0.333076923076923,0.466153846153846,0.186153846153846,0.0830769230769231,0.265384615384615,0.108461538461538,0.293076923076923,-0.0699885953803128,0.0892307692307692,0.234320909995788,-0.0923076923076923
"Brown.headed.Nuthatch",0.152307692307692,-0.0638461538461539,-0.0246153846153846,-0.115384615384615,0.308461538461538,0.0930769230769231,0.413223021626727,0.184615384615385,0.117692307692308,0.0115384615384615,-0.411538461538462,0.0169230769230769,-0.0930769230769231,0.230769230769231,0.174615384615385,-0.0992498575774363,0.0792307692307692,0.0696287760523875,0.384615384615385,0.436923076923077,0.283076923076923,0.27,0.532307692307692,0.593846153846154,1,0.739230769230769,0.553846153846154,0.573846153846154,0.0689124477024827,0.287692307692308,0.341219471593744,-0.00538461538461539,0.0204714091850173,-0.109648799429157,-0.0961538461538462,0.0969230769230769,-0.0623196780137391,-0.383786644415518,-0.112307692307692,-0.161538461538462,0.101538461538462,0.120769230769231,0.248461538461538,0.228902159002921,0.640769230769231,0.00692307692307692,0.2,-0.149471002026626,-0.138461538461538,0.0438461538461538,0.253846153846154,0.162307692307692,-0.358461538461538,-0.201538461538462,0.201538461538462,0.163076923076923,0.0653846153846154,0.136923076923077,-0.0738461538461539,0.153076923076923,0.336923076923077,-0.0365495998097189,-0.241538461538462,0.147749145219019,-0.158461538461538
"Pileated.Woodpecker",0.251538461538462,0.146153846153846,0.0684615384615385,-0.225384615384615,0.178461538461538,-0.0169230769230769,0.315639742467062,0.385384615384615,0.0969230769230769,0.12,-0.0723076923076923,0.206923076923077,-0.0176923076923077,0.104615384615385,0.481538461538462,0.0757838059796703,0.0253846153846154,0.310059632586875,0.6,0.579230769230769,0.442307692307692,0.281538461538462,0.552307692307692,0.372307692307692,0.739230769230769,1,0.560769230769231,0.54,-0.209432243296931,0.238461538461538,0.0830929040183187,-0.191538461538462,0.214756669940936,0.125979471684563,0.164615384615385,0.351538461538462,0.21388728997308,-0.114286566143857,0.118461538461538,0.216153846153846,0.313846153846154,0.293846153846154,0.296923076923077,-0.00616571472061739,0.479230769230769,-0.00153846153846154,0.0453846153846154,0.0108424561055584,0.00153846153846154,0.00153846153846154,-0.0530769230769231,-0.00461538461538462,-0.313076923076923,-0.0984615384615385,-0.0115384615384615,-0.0430769230769231,-0.328461538461538,-0.123846153846154,-0.28,-0.0430769230769231,0.0138461538461538,-0.321947538749439,-0.435384615384615,0.152751069406121,-0.479230769230769
"American.Woodcock",0.0615384615384615,-0.0407692307692308,-0.286923076923077,-0.466153846153846,0.102307692307692,0.230769230769231,-0.154205675709099,-0.0553846153846154,-0.0838461538461539,0.378461538461538,-0.01,-0.104615384615385,0.102307692307692,0.141538461538462,0.135384615384615,-0.0427005201205249,-0.123846153846154,0.0865551083524154,0.263076923076923,0.363846153846154,0.399230769230769,0.343846153846154,0.324615384615385,0.508461538461539,0.553846153846154,0.560769230769231,1,0.665384615384615,-0.3599616681666,0.227692307692308,0.127332181620664,0.0315384615384615,0.119738431082176,0.103427590950907,0.0446153846153846,0.240769230769231,0.226197349827645,-0.423941383871468,-0.102307692307692,-0.108461538461538,0.123846153846154,-0.00384615384615385,0.0515384615384615,0.0782275055178332,0.563846153846154,-0.0846153846153846,0.176153846153846,0.152568846628214,-0.0546153846153846,-0.108461538461538,-0.168461538461538,0.16,-0.251538461538462,-0.366923076923077,0.159230769230769,0.130769230769231,-0.09,-0.0623076923076923,-0.202307692307692,0.21,0.4,-0.236405922173501,-0.233846153846154,0.187764538715837,-0.127692307692308
"Carolina.Wren",0.234615384615385,0.0607692307692308,-0.0923076923076923,-0.06,0.266153846153846,0.135384615384615,0.151796212026144,0.143076923076923,0.166923076923077,0.418461538461538,-0.115384615384615,0.0730769230769231,0.177692307692308,0.309230769230769,0.192307692307692,0.14041162021614,-0.07,0.155414505663892,0.398461538461538,0.502307692307692,0.583846153846154,0.357692307692308,0.293846153846154,0.286153846153846,0.573846153846154,0.54,0.665384615384615,1,0.0384985741354652,0.307692307692308,0.335833820407372,-0.136153846153846,-0.133257286204358,0.055213225244469,-0.128461538461538,0.0284615384615385,0.0338526646000558,-0.155213512127805,-0.115384615384615,-0.0884615384615385,0.07,0.00153846153846154,0.163846153846154,0.0254335732225467,0.335384615384615,-0.107692307692308,0.133076923076923,-0.0697015035357323,-0.0761538461538462,-0.309230769230769,-0.0569230769230769,0.00769230769230769,-0.444615384615385,-0.185384615384615,0.377692307692308,0.193076923076923,-0.106923076923077,0.176153846153846,0.157692307692308,0.364615384615385,0.435384615384615,-0.26673431350497,-0.610769230769231,0.041939210491857,-0.151538461538462
"Black.and.white.Warbler",-0.318383208100297,-0.316073293652169,0.0565929039791338,0.244080960018849,0.198652642539,-0.32030813680707,0.358149897544499,-0.0858518203220874,0.18286822714346,-0.241386059829367,-0.374976112079431,-0.0920115921837618,-0.376901040786204,-0.0958614495973083,-0.189027999005134,-0.0912591722296752,0.237921188157175,0.159799816351541,-0.0369586311700466,0.125890337422971,0.213282100710477,-0.0204042442917966,0.257170475224907,-0.163618940075727,0.0689124477024827,-0.209432243296931,-0.3599616681666,0.0384985741354652,1,0.28219454841296,0.405275437855414,0.051973075082878,0.0181713720455069,-0.20082716939844,-0.213282100710477,-0.300288878256629,-0.288409789029649,0.176619099430668,0.0939365208905351,-0.0758421910468664,0.0700674049265467,0.187103070298361,0.145909595973413,0.197492859424488,0.0712223621506106,0.235996259450402,0.282964519895669,-0.0713190348325253,-0.125505351681617,-0.0997113070108549,0.174398540833657,-0.226371615916535,-0.026564016153471,0.23253138777821,0.227141587399245,0.0377286026527559,0.113955779440977,0.219441872572152,0.068527461961128,0.220211844054861,0.229836487588727,0.256482760917775,-0.144754638749349,-0.0758713779600296,0.132820080767355
"Carolina.Chickadee",-0.437692307692308,-0.66,-0.303846153846154,-0.323076923076923,-0.03,-0.344615384615385,0.101197474684096,-0.421538461538462,0.22,0.226153846153846,0.106923076923077,0.300769230769231,-0.155384615384615,-0.0869230769230769,0.261538461538462,0.149644165107065,-0.236153846153846,0.166185808036637,-0.19,0.151538461538462,0.329230769230769,0.0676923076923077,0.309230769230769,0.141538461538462,0.287692307692308,0.238461538461538,0.227692307692308,0.307692307692308,0.28219454841296,1,0.571263715125941,0.242307692307692,0.131326021186903,0.158640816195376,0.0592307692307692,-0.165384615384615,-0.347759190891482,-0.203090316863745,-0.163076923076923,-0.323846153846154,0.233846153846154,0.249230769230769,0.178461538461538,0.492486463309314,0.535384615384615,-0.0884615384615385,0.271538461538462,0.0348507517678661,0.0738461538461539,0.202307692307692,0.173846153846154,-0.07,-0.202307692307692,0.340769230769231,0.155384615384615,-0.0784615384615385,-0.306153846153846,-0.144615384615385,0.0953846153846154,0.229230769230769,0.126923076923077,0.177304441630126,-0.06,-0.277029647285661,-0.36
"Tufted.Titmouse",-0.22504328171628,-0.425851133093884,0.0126947492250209,-0.22504328171628,0.0430852094909801,-0.291594542805026,0.102421904940015,-0.237353341570846,0.229274864791287,0.263896908132253,-0.132333143436582,0.148105407625244,-0.173879595445741,-0.0511636862705389,-0.199269093895783,0.0923432089265102,0.010771302372745,0.0211619853789919,-0.036545490193242,0.0373148689341524,0.402769770866573,0.0157722641886624,0.317368730625523,0.224658592345825,0.341219471593744,0.0830929040183187,0.127332181620664,0.335833820407372,0.405275437855414,0.571263715125941,1,-0.00153875748182072,-0.138691502261028,0.0521126436313875,-0.0703981547932978,-0.240046167164032,-0.429203539823009,-0.517477898310383,-0.380457787380172,-0.453164078396201,-0.179649936002569,0.0530871331228148,0.162338914332086,0.311043057946464,0.207347570675342,-0.115791500507009,0.0196191578932141,-0.425648265451058,-0.0996345469478915,-0.16118484622072,0.00153875748182072,-0.217734183677632,-0.237738030941301,0.121946530434292,0.286593580989109,0.357376425152862,0.125408734768388,0.467782274473498,0.289286406582295,0.094248895761519,0.411617626387042,0.453457779658193,0.130025007213851,0.272464888630685,-0.010771302372745
"House.Wren",-0.344615384615385,-0.439230769230769,-0.413076923076923,-0.285384615384615,-0.00307692307692308,-0.137692307692308,-0.28070251906422,-0.505384615384615,-0.186153846153846,-0.303846153846154,-0.198461538461538,-0.296923076923077,0.05,0.0738461538461539,-0.0346153846153846,0.049240239418263,0.00538461538461539,0.16041546747981,-0.284615384615385,-0.112307692307692,-0.141538461538462,-0.16,-0.0515384615384615,0.0669230769230769,-0.00538461538461539,-0.191538461538462,0.0315384615384615,-0.136153846153846,0.051973075082878,0.242307692307692,-0.00153875748182072,1,0.388956774515328,0.220852900977876,0.153076923076923,-0.176153846153846,-0.133871900918402,-0.186101773247766,-0.358461538461538,-0.19,0.145384615384615,0.00230769230769231,-0.142307692307692,0.405010385710555,0.0146153846153846,0.260769230769231,0.0769230769230769,0.0573101251293799,-0.196923076923077,0.113076923076923,-0.0384615384615385,-0.117692307692308,-0.286153846153846,-0.325384615384615,-0.134615384615385,0.0130769230769231,0.0438461538461538,-0.117692307692308,-0.0584615384615385,-0.0584615384615385,-0.0823076923076923,0.264401360325626,0.308461538461538,0.13505195305176,0.251538461538462
"Orange.crowned.Warbler",-0.37698293140711,-0.140982346274176,-0.24681566923068,-0.352648992187184,0.173813851570901,0.0583242035271247,0.0798508497366696,0.153342442385884,0.189263971710537,-0.0478953724328706,-0.140982346274176,-0.0548479264957066,0.0930869738413049,0.0324452522932349,0.431444604899326,0.156655721913222,0.114330889033304,0.498748549913612,0.0115875901047268,0.300118583712423,0.0656630105934516,0.339516390068494,0.520669048705722,0.0502128904538159,0.0204714091850173,0.214756669940936,0.119738431082176,-0.133257286204358,0.0181713720455069,0.131326021186903,-0.138691502261028,0.388956774515328,1,-0.0644293773355484,0.0189263971710537,0.0100425780907632,0.212480017391547,-0.0946103211874539,-0.032058999289744,0.00424878303839981,0.247974428241153,0.107378334970468,0.0281964692548351,-0.167763610152297,-0.0451916014084343,0.387025509497874,-0.0139051081256721,0.152051817660982,-0.0853619137714871,0.06064172154807,-0.198147790790828,-0.371575389358238,0.071456805645815,-0.112013371012359,-0.44187343599358,-0.130939768183412,-0.352648992187184,-0.378527943421074,-0.126304732141522,0.132871033200867,-0.0386253003490892,-0.137449338315837,-0.106219575959995,-0.0662678826492174,0.0872931787889416
"Common.Raven",0.17963739480947,0.184303301168157,0.205299879782251,-0.0178859743749688,-0.176526790570345,-0.207632832961595,-0.154675749990045,-0.482921308124158,-0.181970347988813,0.257402500787595,0.0108871148369376,-0.281509683640814,-0.191302160706188,-0.286953241059283,-0.00777651059781254,0.240729301550962,-0.104205242010688,0.0766133641446518,0.104205242010688,0.0513249699455627,0.146198399238876,-0.181970347988813,-0.0956510803530942,-0.0606567826629378,-0.109648799429157,0.125979471684563,0.103427590950907,0.055213225244469,-0.20082716939844,0.158640816195376,0.0521126436313875,0.220852900977876,-0.0644293773355484,1,0.346832372662439,-0.00699885953803128,0.236451397969281,-0.0749433016635823,-0.177304441630126,0.0209965786140938,0.150864305597563,-0.164084373613844,-0.182747999048595,-0.0557092872303475,-0.0917628250541879,-0.308727470733158,-0.413710363803627,-0.125270191148056,-0.108871148369375,-0.214631692499626,-0.357719487499377,-0.122868867445438,-0.31028277285272,-0.0661003400814065,-0.137644237581282,-0.0878745697552816,-0.224741156276782,-0.232517666874595,-0.0528802720651252,-0.617454941466315,-0.374050159754783,-0.0817610062893082,-0.0365495998097189,0.222882769261108,-0.253514245488689
"Red.winged.Blackbird",0.176153846153846,-0.0223076923076923,0.0884615384615385,-0.303846153846154,0.160769230769231,-0.0753846153846154,-0.0710791786471629,-0.0369230769230769,-0.0461538461538462,-0.200769230769231,0.301538461538462,0.266153846153846,0.204615384615385,-0.0469230769230769,0.137692307692308,0.149644165107065,-0.0453846153846154,0.372763999971069,0.184615384615385,0.01,0.0215384615384615,-0.0215384615384615,-0.113076923076923,-0.31,-0.0961538461538462,0.164615384615385,0.0446153846153846,-0.128461538461538,-0.213282100710477,0.0592307692307692,-0.0703981547932978,0.153076923076923,0.0189263971710537,0.346832372662439,1,0.199230769230769,0.195806889561686,0.205406936447742,0.283076923076923,0.402307692307692,0.353076923076923,0.535384615384615,0.326923076923077,0.281696091298207,0.136923076923077,-0.0107692307692308,-0.0723076923076923,0.12236486176273,0.0892307692307692,0.187692307692308,-0.251538461538462,0.160769230769231,-0.108461538461538,0.161538461538462,-0.252307692307692,-0.0653846153846154,-0.211538461538462,-0.153846153846154,-0.518461538461538,-0.375384615384615,-0.386153846153846,-0.0730991996194378,0.120769230769231,0.267795325709472,-0.346923076923077
"Pine.Siskin",0.363076923076923,0.106923076923077,0.0392307692307692,-0.111538461538462,0.000769230769230769,0.158461538461538,-0.333710720089222,0.0692307692307692,-0.522307692307692,-0.234615384615385,0.139230769230769,0.0353846153846154,0.104615384615385,0.0123076923076923,0.250769230769231,0.20350067697079,-0.09,0.135795347770678,0.306923076923077,-0.143076923076923,0.13,-0.14,-0.114615384615385,0.354615384615385,0.0969230769230769,0.351538461538462,0.240769230769231,0.0284615384615385,-0.300288878256629,-0.165384615384615,-0.240046167164032,-0.176153846153846,0.0100425780907632,-0.00699885953803128,0.199230769230769,1,0.683208321928399,0.297299513279627,0.673846153846154,0.672307692307692,0.440769230769231,0.408461538461538,0.371538461538462,0.0897882206189908,0.0930769230769231,0.236153846153846,0.442307692307692,0.381809347145734,0.611538461538462,0.420769230769231,0.0315384615384615,0.46,-0.0215384615384615,0.105384615384615,0.0415384615384615,0.109230769230769,-0.109230769230769,-0.150769230769231,-0.213076923076923,-0.106153846153846,-0.163846153846154,-0.0443261104075314,0.0946153846153846,0.211235106055316,-0.203076923076923
"Red.breasted.Nuthatch",0.410463558275676,0.494325841034905,0.195806889561686,0.030005770895504,0.152721680070706,0.536641671784975,-0.0879623418896598,0.0804000784251325,-0.273898831764088,-0.0473167925659871,-0.198115025784417,-0.367378348784696,0.02154260474549,-0.274283521134543,0.130794385954761,0.0459792227779915,-0.0488555500478078,0.327818391689111,0.411232937016587,-0.0211579153750349,0.105020198134264,0.11809963672974,0.0753991166092152,0.181573382854845,-0.0623196780137391,0.21388728997308,0.226197349827645,0.0338526646000558,-0.288409789029649,-0.347759190891482,-0.429203539823009,-0.133871900918402,0.212480017391547,0.236451397969281,0.195806889561686,0.683208321928399,1,0.314734691882808,0.507405279630382,0.555106761566824,0.398153498421111,0.0550105799750907,0.218118873048087,-0.303719863273623,-0.163492982443451,-0.0742450484978496,0.0373148689341524,0.151242627532883,0.402385081496118,-0.00577034055682769,-0.243508371498129,0.22427390297537,-0.100788615059257,-0.0207732260045797,-0.223119834864004,-0.00730909803864841,-0.343527607816475,-0.415849209462049,-0.155799195034348,-0.33198692670282,-0.25620312072315,-0.305286755601785,-0.250432780166322,0.0773523200773555,-0.236583962829935
"Northern.Bobwhite",0.193051631999758,0.157530131711802,0.150580272959811,0.450968612351434,0.025482815423968,0.00077220652799903,-0.00120939233022022,0.125869664063842,0.00463323916799418,-0.271816697855659,0.166024403519792,0.11969201183985,0.0625487287679215,-0.00386103263999515,0.115830979199855,0.0791663948907676,-0.0718152071039098,0.121645923856545,0.0548266634879312,-0.107336707391865,-0.213901208255731,-0.233978577983706,-0.305793785087616,-0.525100439039341,-0.383786644415518,-0.114286566143857,-0.423941383871468,-0.155213512127805,0.176619099430668,-0.203090316863745,-0.517477898310383,-0.186101773247766,-0.0946103211874539,-0.0749433016635823,0.205406936447742,0.297299513279627,0.314734691882808,1,0.637842592127199,0.576066069887277,0.325871154815591,0.433207862207456,0.193051631999758,0.0193423959504769,-0.173746468799782,0.271816697855659,0.305021578559617,0.395725685697257,0.404636220671492,0.267183458687665,0.112742153087858,0.196912664639753,0.178379707967776,0.345948524543566,-0.0903481637758866,-0.498845417087374,-0.325871154815591,-0.3984585684475,-0.183785153663769,0.0270272284799661,-0.419308144703473,-0.292747272123368,-0.257916980351676,-0.354192947352013,-0.176063088383779
"American.Goldfinch",0.353846153846154,0.184615384615385,0.0792307692307692,0.187692307692308,0.263076923076923,0.107692307692308,-0.0614413239153442,0.174615384615385,-0.150769230769231,-0.346923076923077,0.219230769230769,0.190769230769231,0.0169230769230769,0.0469230769230769,0.286153846153846,0.294672057768667,0.00384615384615385,0.282361997914102,0.257692307692308,-0.04,0,-0.0430769230769231,-0.113846153846154,-0.0361538461538462,-0.112307692307692,0.118461538461538,-0.102307692307692,-0.115384615384615,0.0939365208905351,-0.163076923076923,-0.380457787380172,-0.358461538461538,-0.032058999289744,-0.177304441630126,0.283076923076923,0.673846153846154,0.507405279630382,0.637842592127199,1,0.7,0.489230769230769,0.578461538461538,0.44,0.0978807211898011,0.0715384615384615,0.316153846153846,0.525384615384615,0.555288644834667,0.527692307692308,0.483846153846154,0.249230769230769,0.578461538461538,0.339230769230769,0.522307692307692,0.15,0.0115384615384615,-0.0346153846153846,-0.196923076923077,-0.256923076923077,0.126153846153846,-0.251538461538462,-0.185080952227938,-0.122307692307692,-0.0923432157618869,-0.28
"Purple.Finch",0.416153846153846,0.331538461538462,0.128461538461538,0.0423076923076923,0,0.0269230769230769,-0.00722839104886402,0.312307692307692,-0.451538461538462,-0.456153846153846,0.169230769230769,0.112307692307692,0.0607692307692308,-0.0753846153846154,0.208461538461538,0.0757838059796703,0.126923076923077,0.34237353970511,0.521538461538462,0.162307692307692,0.268461538461538,0.125384615384615,-0.0753846153846154,-0.0238461538461539,-0.161538461538462,0.216153846153846,-0.108461538461538,-0.0884615384615385,-0.0758421910468664,-0.323846153846154,-0.453164078396201,-0.19,0.00424878303839981,0.0209965786140938,0.402307692307692,0.672307692307692,0.555106761566824,0.576066069887277,0.7,1,0.662307692307692,0.5,0.367692307692308,-0.181503227088175,-0.124615384615385,0.125384615384615,0.191538461538462,0.382583808296131,0.246923076923077,0.145384615384615,-0.0576923076923077,0.235384615384615,-0.0661538461538462,0.0969230769230769,-0.0876923076923077,-0.04,-0.17,-0.188461538461538,-0.285384615384615,-0.249230769230769,-0.344615384615385,-0.353053581140689,-0.0830769230769231,0.176991163543617,-0.322307692307692
"Northern.Flicker",0.256923076923077,0.0469230769230769,-0.269230769230769,-0.164615384615385,0.0484615384615385,-0.103846153846154,0.0228899049880694,-0.0446153846153846,-0.213846153846154,-0.377692307692308,-0.13,-0.0238461538461539,-0.263846153846154,-0.185384615384615,0.175384615384615,0.0996345469478915,0.201538461538462,0.474321993771236,0.51,0.376153846153846,0.365384615384615,0.410769230769231,0.358461538461538,0.261538461538462,0.101538461538462,0.313846153846154,0.123846153846154,0.07,0.0700674049265467,0.233846153846154,-0.179649936002569,0.145384615384615,0.247974428241153,0.150864305597563,0.353076923076923,0.440769230769231,0.398153498421111,0.325871154815591,0.489230769230769,0.662307692307692,1,0.537692307692308,0.518461538461538,0.108670721950882,0.233846153846154,0.104615384615385,0.376153846153846,0.379485963694543,0.140769230769231,0.185384615384615,0.229230769230769,0.337692307692308,-0.0130769230769231,0.279230769230769,0.0653846153846154,0.03,-0.297692307692308,-0.392307692307692,-0.0130769230769231,-0.00384615384615385,-0.0492307692307692,-0.338278211004845,-0.09,0.0303963085216211,-0.414615384615385
"Song.Sparrow",0.106923076923077,-0.318461538461538,0.0261538461538462,-0.270769230769231,0.233076923076923,-0.196153846153846,-0.00120473184147734,0.118461538461538,-0.0192307692307692,-0.350769230769231,0.227692307692308,0.455384615384615,0.0215384615384615,0.114615384615385,0.205384615384615,0.210040396268528,-0.16,0.282361997914102,0.127692307692308,-0.00461538461538462,0.23,0.0153846153846154,0.0769230769230769,-0.163846153846154,0.120769230769231,0.293846153846154,-0.00384615384615385,0.00153846153846154,0.187103070298361,0.249230769230769,0.0530871331228148,0.00230769230769231,0.107378334970468,-0.164084373613844,0.535384615384615,0.408461538461538,0.0550105799750907,0.433207862207456,0.578461538461538,0.5,0.537692307692308,1,0.592307692307692,0.486320748588697,0.33,0.491538461538462,0.603846153846154,0.430600399620746,0.368461538461538,0.403846153846154,0.333076923076923,0.33,0.106923076923077,0.403076923076923,-0.0253846153846154,-0.17,-0.106153846153846,-0.0553846153846154,-0.360769230769231,0.146923076923077,-0.0561538461538462,0.0101094637771563,0.0115384615384615,0.137745296844815,-0.248461538461538
"White.throated.Sparrow",0.483076923076923,-0.0576923076923077,-0.126153846153846,-0.232307692307692,0.471538461538462,0.00615384615384615,0.157819871233531,0.127692307692308,-0.08,-0.197692307692308,-0.201538461538462,0.310769230769231,0.0192307692307692,0.124615384615385,0.0984615384615385,0.269667248689081,-0.141538461538462,0.348528569632393,0.363846153846154,-0.0130769230769231,0.233846153846154,0.346923076923077,0.353846153846154,0.0807692307692308,0.248461538461538,0.296923076923077,0.0515384615384615,0.163846153846154,0.145909595973413,0.178461538461538,0.162338914332086,-0.142307692307692,0.0281964692548351,-0.182747999048595,0.326923076923077,0.371538461538462,0.218118873048087,0.193051631999758,0.44,0.367692307692308,0.518461538461538,0.592307692307692,1,0.36262109700631,0.0930769230769231,0.250769230769231,0.489230769230769,0.0464676690238215,0.372307692307692,0.286923076923077,0.256153846153846,0.289230769230769,-0.03,0.347692307692308,0.0830769230769231,0.289230769230769,-0.0423076923076923,0.113076923076923,0.0953846153846154,0.170769230769231,0.238461538461538,0.232517666874595,-0.0661538461538462,-0.0938822693579184,-0.413076923076923
"Fish.Crow",-0.145665010274586,-0.635839330563669,-0.319461093961989,-0.306744307350715,0.260116089776046,-0.296339663759673,-0.336164911640356,-0.436224316483681,-0.104431793080457,-0.144123581594432,-0.00462428604046304,0.0843932202384506,-0.0385357170038587,0.168786440476901,-0.162235368586245,0.115243958272606,-0.328324308872876,-0.114087664376894,-0.292100734889249,-0.379576812488008,-0.20462465729049,-0.327938951702838,-0.139499295553969,-0.03545285964355,0.228902159002921,-0.00616571472061739,0.0782275055178332,0.0254335732225467,0.197492859424488,0.492486463309314,0.311043057946464,0.405010385710555,-0.167763610152297,-0.0557092872303475,0.281696091298207,0.0897882206189908,-0.303719863273623,0.0193423959504769,0.0978807211898011,-0.181503227088175,0.108670721950882,0.486320748588697,0.36262109700631,1,0.41464431496152,0.355299310775577,0.609249685831006,0.199808363260013,0.285164305828554,0.484008605568465,0.371484311917198,0.364547882856503,0.0574182183357495,0.246243231654657,0.2127171578613,0.0674375047567527,0.0874760775987593,0.0350675024735114,-0.155298939525551,0.218882872581917,0.174181440857441,0.55358669338688,0.360694311156117,0.0156129715308631,-0.0208092871820837
"House.Sparrow",-0.206923076923077,-0.353076923076923,-0.0915384615384615,-0.233846153846154,0.0407692307692308,-0.0853846153846154,0.140953625452848,-0.0776923076923077,0.0392307692307692,0.0246153846153846,0.0307692307692308,0.166153846153846,-0.165384615384615,0,0.121538461538462,-0.263896908132253,-0.0676923076923077,-0.120023083582016,0.0492307692307692,0.290769230769231,0.214615384615385,0.125384615384615,0.266153846153846,0.35,0.640769230769231,0.479230769230769,0.563846153846154,0.335384615384615,0.0712223621506106,0.535384615384615,0.207347570675342,0.0146153846153846,-0.0451916014084343,-0.0917628250541879,0.136923076923077,0.0930769230769231,-0.163492982443451,-0.173746468799782,0.0715384615384615,-0.124615384615385,0.233846153846154,0.33,0.0930769230769231,0.41464431496152,1,-0.0323076923076923,0.424615384615385,0.22381927246474,0.0661538461538462,0.204615384615385,0.352307692307692,0.345384615384615,-0.0530769230769231,0.103846153846154,0.208461538461538,-0.157692307692308,-0.108461538461538,-0.150769230769231,-0.387692307692308,0.263076923076923,0.296923076923077,-0.148531352418219,-0.133846153846154,-0.022316277142456,-0.169230769230769
