"","Dark.eyed.Junco","Fox.Sparrow","American.Pipit","Common.Grackle","American.Crow","Rusty.Blackbird","Vesper.Sparrow","Yellow.bellied.Sapsucker","Eastern.Towhee","Northern.Cardinal","Cedar.Waxwing","Yellow.rumped.Warbler","Blue.headed.Vireo","Hermit.Thrush","American.Robin","Baltimore.Oriole","Red.headed.Woodpecker","Gray.Catbird","Blue.Jay","Red.bellied.Woodpecker","Chipping.Sparrow","Brown.Creeper","White.breasted.Nuthatch","Northern.Mockingbird","Brown.headed.Nuthatch","Pileated.Woodpecker","American.Woodcock","Carolina.Wren","Black.and.white.Warbler","Carolina.Chickadee","Tufted.Titmouse","House.Wren","Orange.crowned.Warbler","Common.Raven","Red.winged.Blackbird","Pine.Siskin","Red.breasted.Nuthatch","Northern.Bobwhite","American.Goldfinch","Purple.Finch","Northern.Flicker","Song.Sparrow","White.throated.Sparrow","Fish.Crow","House.Sparrow","Swamp.Sparrow","Field.Sparrow","White.crowned.Sparrow","European.Starling","Savannah.Sparrow","Eastern.Bluebird","House.Finch","Brown.headed.Cowbird","Mourning.Dove","Downy.Woodpecker","Golden.crowned.Kinglet","Pine.Warbler","Ruby.crowned.Kinglet","Brown.Thrasher","Eastern.Phoebe","Winter.Wren","Blue.gray.Gnatcatcher","Eastern.Meadowlark","Common.Yellowthroat","Palm.Warbler"
"Cedar.Waxwing",-0.144615384615385,-0.201538461538462,-0.0446153846153846,-0.103846153846154,-0.300769230769231,-0.2,-0.321663401674449,0.00307692307692308,-0.0523076923076923,0.153076923076923,1,0.673076923076923,0.473076923076923,0.263846153846154,0.430769230769231,0.355068288930131,-0.26,-0.0807847677955877,-0.313076923076923,-0.117692307692308,-0.0438461538461538,-0.254615384615385,-0.513846153846154,-0.303076923076923,-0.411538461538462,-0.0723076923076923,-0.01,-0.115384615384615,-0.374976112079431,0.106923076923077,-0.132333143436582,-0.198461538461538,-0.140982346274176,0.0108871148369376,0.301538461538462,0.139230769230769,-0.198115025784417,0.166024403519792,0.219230769230769,0.169230769230769,-0.13,0.227692307692308,-0.201538461538462,-0.00462428604046304,0.0307692307692308,0.0392307692307692,-0.00769230769230769,0.405043181657644,0.225384615384615,0.357692307692308,-0.117692307692308,0.106153846153846,0.176923076923077,0.216923076923077,0.0269230769230769,-0.201538461538462,-0.0123076923076923,-0.0184615384615385,-0.243076923076923,0.0892307692307692,-0.353076923076923,-0.127534773804126,0.155384615384615,-0.10080801054006,-0.166153846153846
"Yellow.rumped.Warbler",0.0315384615384615,-0.270769230769231,0.0346153846153846,-0.0784615384615385,0.0192307692307692,-0.196153846153846,0.215646999624443,0.299230769230769,0.211538461538462,0.0238461538461539,0.673076923076923,1,0.473076923076923,0.42,0.585384615384615,0.403154460237028,-0.202307692307692,0.101942683170623,-0.112307692307692,0.0653846153846154,0.138461538461538,0.0484615384615385,-0.107692307692308,-0.209230769230769,0.0169230769230769,0.206923076923077,-0.104615384615385,0.0730769230769231,-0.0920115921837618,0.300769230769231,0.148105407625244,-0.296923076923077,-0.0548479264957066,-0.281509683640814,0.266153846153846,0.0353846153846154,-0.367378348784696,0.11969201183985,0.190769230769231,0.112307692307692,-0.0238461538461539,0.455384615384615,0.310769230769231,0.0843932202384506,0.166153846153846,0.132307692307692,0.124615384615385,0.113458558533164,0.226153846153846,0.396923076923077,0.17,0.0507692307692308,0.00769230769230769,0.366153846153846,0.0215384615384615,-0.0738461538461539,0.0230769230769231,0.237692307692308,-0.0407692307692308,0.296923076923077,-0.122307692307692,0.00233295317934376,-0.0561538461538462,-0.254713370143205,-0.275384615384615
"Blue.headed.Vireo",0.0776923076923077,-0.0338461538461538,-0.0815384615384615,-0.136923076923077,0.182307692307692,0.199230769230769,-0.177095580697169,0.301538461538462,0.0123076923076923,0.247692307692308,0.473076923076923,0.473076923076923,1,0.673846153846154,0.49,0.428159269316615,-0.344615384615385,-0.0130794385954761,-0.172307692307692,-0.121538461538462,-0.172307692307692,0.08,-0.384615384615385,-0.206153846153846,-0.0930769230769231,-0.0176923076923077,0.102307692307692,0.177692307692308,-0.376901040786204,-0.155384615384615,-0.173879595445741,0.05,0.0930869738413049,-0.191302160706188,0.204615384615385,0.104615384615385,0.02154260474549,0.0625487287679215,0.0169230769230769,0.0607692307692308,-0.263846153846154,0.0215384615384615,0.0192307692307692,-0.0385357170038587,-0.165384615384615,0.176153846153846,-0.0584615384615385,0.120815939461936,0.190769230769231,0.250769230769231,-0.175384615384615,0.0261538461538462,-0.0861538461538462,-0.0976923076923077,-0.253846153846154,0.0946153846153846,-0.0376923076923077,0.0807692307692308,0.00230769230769231,0.269230769230769,-0.0715384615384615,-0.0933181271737504,-0.0123076923076923,-0.095036559554942,0.166153846153846
"Hermit.Thrush",0.199230769230769,-0.171538461538462,-0.271538461538462,0.0453846153846154,0.324615384615385,-0.00846153846153846,-0.089150156269323,0.2,0.0238461538461539,0,0.263846153846154,0.42,0.673846153846154,1,0.436923076923077,0.565878063939569,-0.0830769230769231,-0.0634737461251046,-0.147692307692308,0.0892307692307692,-0.179230769230769,0.0676923076923077,-0.18,0.00384615384615385,0.230769230769231,0.104615384615385,0.141538461538462,0.309230769230769,-0.0958614495973083,-0.0869230769230769,-0.0511636862705389,0.0738461538461539,0.0324452522932349,-0.286953241059283,-0.0469230769230769,0.0123076923076923,-0.274283521134543,-0.00386103263999515,0.0469230769230769,-0.0753846153846154,-0.185384615384615,0.114615384615385,0.124615384615385,0.168786440476901,0,0.586923076923077,0.254615384615385,0.310946151884406,-0.00230769230769231,0.401538461538462,0.173076923076923,0.208461538461538,0.0430769230769231,-0.156153846153846,0.232307692307692,0.183076923076923,0.372307692307692,0.27,0.112307692307692,0.554615384615385,0.191538461538462,0.0349942976901564,-0.00923076923076923,-0.0958060863529577,0.236923076923077
"American.Robin",-0.00846153846153846,-0.0946153846153846,-0.105384615384615,-0.0438461538461538,0.0738461538461539,0.00230769230769231,0.225284854356262,0.267692307692308,0.176153846153846,0.0269230769230769,0.430769230769231,0.585384615384615,0.49,0.436923076923077,1,0.544335459194079,-0.06,0.427389890575704,0.0692307692307692,0.350769230769231,0.14,0.133076923076923,0.108461538461538,0.0761538461538462,0.174615384615385,0.481538461538462,0.135384615384615,0.192307692307692,-0.189027999005134,0.261538461538462,-0.199269093895783,-0.0346153846153846,0.431444604899326,-0.00777651059781254,0.137692307692308,0.250769230769231,0.130794385954761,0.115830979199855,0.286153846153846,0.208461538461538,0.175384615384615,0.205384615384615,0.0984615384615385,-0.162235368586245,0.121538461538462,0.191538461538462,0.0176923076923077,0.291197392549282,0.163846153846154,0.428461538461538,-0.0592307692307692,-0.0192307692307692,-0.140769230769231,0.162307692307692,-0.119230769230769,-0.0876923076923077,-0.232307692307692,-0.176153846153846,-0.0953846153846154,0.186923076923077,-0.364615384615385,-0.293952100597314,-0.306923076923077,-0.299345924428117,-0.334615384615385
"Baltimore.Oriole",0.325831896775537,-0.0276976346727729,-0.153106369441161,0.049240239418263,0.283516066025467,-0.153491058811617,-0.226533154455562,-0.116176189877464,0.0692440866819323,0.13887286273432,0.355068288930131,0.403154460237028,0.428159269316615,0.565878063939569,0.544335459194079,1,-0.143489135179782,0.292035398230089,-0.0330832858591454,-0.0157722641886624,0.00115406811136554,-0.0446239669728008,-0.140796309586596,-0.0303904602659592,-0.0992498575774363,0.0757838059796703,-0.0427005201205249,0.14041162021614,-0.0912591722296752,0.149644165107065,0.0923432089265102,0.049240239418263,0.156655721913222,0.240729301550962,0.149644165107065,0.20350067697079,0.0459792227779915,0.0791663948907676,0.294672057768667,0.0757838059796703,0.0996345469478915,0.210040396268528,0.269667248689081,0.115243958272606,-0.263896908132253,0.405847285830214,0.124254666657023,0.209919344744744,0.274283521134543,0.420850171277966,0.0777072528319462,0.208501638786707,0.0977111000956156,0.33352568418464,0.176187731668472,0.312752458180061,0.164647050554817,0.133487211547947,0.311598390068695,0.248124643943591,-0.160800156850265,0.117447898333426,0.00961723426137948,-0.0515682133849037,-0.077322563461491
"Red.headed.Woodpecker",0.0146153846153846,0.250769230769231,-0.186923076923077,0.331538461538462,-0.144615384615385,-0.182307692307692,0.169867189648305,0.188461538461538,0.206923076923077,-0.44,-0.26,-0.202307692307692,-0.344615384615385,-0.0830769230769231,-0.06,-0.143489135179782,1,0.405077907089304,0.487692307692308,0.571538461538462,0.0507692307692308,0.0876923076923077,0.315384615384615,0.236923076923077,0.0792307692307692,0.0253846153846154,-0.123846153846154,-0.07,0.237921188157175,-0.236153846153846,0.010771302372745,0.00538461538461539,0.114330889033304,-0.104205242010688,-0.0453846153846154,-0.09,-0.0488555500478078,-0.0718152071039098,0.00384615384615385,0.126923076923077,0.201538461538462,-0.16,-0.141538461538462,-0.328324308872876,-0.0676923076923077,0,-0.264615384615385,-0.207555588306403,-0.367692307692308,-0.156153846153846,-0.106923076923077,-0.1,0.0315384615384615,-0.0846153846153846,0.356153846153846,0.305384615384615,0.263076923076923,0.221538461538462,0.0953846153846154,-0.0261538461538462,-0.00923076923076923,-0.183525650108376,0.0630769230769231,0.315505987186447,0.122307692307692
"Gray.Catbird",0.0650125036069253,0.0915560701683327,-0.261973461279977,-0.045008656343256,0.294287368398212,0.066551261088746,0.279551552306864,0.100788615059257,0.275052899875453,-0.251202158907232,-0.0807847677955877,0.101942683170623,-0.0130794385954761,-0.0634737461251046,0.427389890575704,0.292035398230089,0.405077907089304,1,0.511252173334933,0.509713415853113,0.330063479850544,0.256587810093605,0.46047317643485,0.0273129453023177,0.0696287760523875,0.310059632586875,0.0865551083524154,0.155414505663892,0.159799816351541,0.166185808036637,0.0211619853789919,0.16041546747981,0.498748549913612,0.0766133641446518,0.372763999971069,0.135795347770678,0.327818391689111,0.121645923856545,0.282361997914102,0.34237353970511,0.474321993771236,0.282361997914102,0.348528569632393,-0.114087664376894,-0.120023083582016,0.0603962311614632,-0.0873244870933257,-0.0689403014106354,-0.0465474138250767,0.0538565118637251,-0.319676866848254,-0.182342761595755,-0.305828049511868,0.0688593973114771,0.00807847677955877,0.158492020627534,-0.158107331257079,-0.0469321031955319,-0.0850163508705946,-0.0734756697569393,-0.31121370069824,-0.118614599310248,-0.233121758495839,0.0257841066924518,-0.403539149607483
"Blue.Jay",0.549230769230769,0.619230769230769,0.0215384615384615,0.0838461538461539,0.196923076923077,0.0284615384615385,0.266245736966492,0.472307692307692,0.0507692307692308,-0.0746153846153846,-0.313076923076923,-0.112307692307692,-0.172307692307692,-0.147692307692308,0.0692307692307692,-0.0330832858591454,0.487692307692308,0.511252173334933,1,0.656923076923077,0.44,0.436923076923077,0.496923076923077,0.288461538461538,0.384615384615385,0.6,0.263076923076923,0.398461538461538,-0.0369586311700466,-0.19,-0.036545490193242,-0.284615384615385,0.0115875901047268,0.104205242010688,0.184615384615385,0.306923076923077,0.411232937016587,0.0548266634879312,0.257692307692308,0.521538461538462,0.51,0.127692307692308,0.363846153846154,-0.292100734889249,0.0492307692307692,-0.22,-0.170769230769231,-0.242793570649467,-0.0653846153846154,-0.293846153846154,-0.117692307692308,0.05,-0.226923076923077,-0.0161538461538462,0.156923076923077,0.333076923076923,-0.126153846153846,0.0661538461538462,0.00692307692307692,-0.170769230769231,0.0430769230769231,-0.391936134129752,-0.338461538461538,0.355521380683265,-0.364615384615385
"Red.bellied.Woodpecker",0.0438461538461538,0.264615384615385,-0.169230769230769,0.08,0.0930769230769231,-0.0946153846153846,0.463821758968775,0.384615384615385,0.31,0.0253846153846154,-0.117692307692308,0.0653846153846154,-0.121538461538462,0.0892307692307692,0.350769230769231,-0.0157722641886624,0.571538461538462,0.509713415853113,0.656923076923077,1,0.489230769230769,0.563076923076923,0.618461538461539,0.235384615384615,0.436923076923077,0.579230769230769,0.363846153846154,0.502307692307692,0.125890337422971,0.151538461538462,0.0373148689341524,-0.112307692307692,0.300118583712423,0.0513249699455627,0.01,-0.143076923076923,-0.0211579153750349,-0.107336707391865,-0.04,0.162307692307692,0.376153846153846,-0.00461538461538462,-0.0130769230769231,-0.379576812488008,0.290769230769231,-0.106923076923077,-0.218461538461538,-0.0464676690238215,-0.443846153846154,-0.286153846153846,-0.142307692307692,-0.210769230769231,-0.222307692307692,-0.158461538461538,0.194615384615385,0.0392307692307692,-0.151538461538462,-0.0584615384615385,-0.0423076923076923,0.146923076923077,0.106153846153846,-0.578572388477253,-0.493076923076923,0.0634859608362973,-0.226923076923077
"Chipping.Sparrow",0.0738461538461539,-0.00923076923076923,0.149230769230769,-0.313846153846154,-0.00461538461538462,-0.0623076923076923,0.272269396173878,0.134615384615385,-0.102307692307692,0.0923076923076923,-0.0438461538461538,0.138461538461538,-0.172307692307692,-0.179230769230769,0.14,0.00115406811136554,0.0507692307692308,0.330063479850544,0.44,0.489230769230769,1,0.444615384615385,0.436923076923077,0.301538461538462,0.283076923076923,0.442307692307692,0.399230769230769,0.583846153846154,0.213282100710477,0.329230769230769,0.402769770866573,-0.141538461538462,0.0656630105934516,0.146198399238876,0.0215384615384615,0.13,0.105020198134264,-0.213901208255731,0,0.268461538461538,0.365384615384615,0.23,0.233846153846154,-0.20462465729049,0.214615384615385,-0.177692307692308,0.0661538461538462,-0.0391102880950498,-0.178461538461538,-0.478461538461538,-0.161538461538462,-0.229230769230769,-0.454615384615385,-0.0869230769230769,0.151538461538462,0.19,-0.12,0.243076923076923,0.00692307692307692,0.0107692307692308,0.283846153846154,-0.220852900977876,-0.456153846153846,0.29703734403407,-0.256153846153846
"Brown.Creeper",0.182307692307692,0.240769230769231,-0.183076923076923,-0.316153846153846,0.286923076923077,0.243076923076923,0.377081066382407,0.415384615384615,0.176923076923077,0.190769230769231,-0.254615384615385,0.0484615384615385,0.08,0.0676923076923077,0.133076923076923,-0.0446239669728008,0.0876923076923077,0.256587810093605,0.436923076923077,0.563076923076923,0.444615384615385,1,0.630769230769231,0.268461538461538,0.27,0.281538461538462,0.343846153846154,0.357692307692308,-0.0204042442917966,0.0676923076923077,0.0157722641886624,-0.16,0.339516390068494,-0.181970347988813,-0.0215384615384615,-0.14,0.11809963672974,-0.233978577983706,-0.0430769230769231,0.125384615384615,0.410769230769231,0.0153846153846154,0.346923076923077,-0.327938951702838,0.125384615384615,-0.156923076923077,-0.0307692307692308,0.0209104510607197,-0.307692307692308,-0.309230769230769,0.0653846153846154,-0.0215384615384615,0.0423076923076923,-0.0169230769230769,-0.11,0.232307692307692,-0.201538461538462,-0.115384615384615,0.250769230769231,0.305384615384615,0.468461538461538,-0.463480031629627,-0.361538461538462,-0.0800307869936353,-0.141538461538462
