"","Yellow.rumped.Warbler","Herring.Gull","Ring.billed.Gull","Common.Grackle","Rusty.Blackbird","Chipping.Sparrow","Red.headed.Woodpecker","Bonaparte.s.Gull","Bufflehead","Hermit.Thrush","Hairy.Woodpecker","Brown.Thrasher","White.breasted.Nuthatch","Brown.headed.Nuthatch","Yellow.bellied.Sapsucker","Fox.Sparrow","Swamp.Sparrow","American.Pipit","gull.sp.","Ring.necked.Duck","American.Coot","Pacific.Winter.Wren","Northern.Cardinal","Northern.Mockingbird","Brown.Creeper","Song.Sparrow","White.throated.Sparrow","Dark.eyed.Junco..Slate.colored.","Blue.Jay","American.Goldfinch","Northern.Flicker..Yellow.shafted.","American.Robin","Cedar.Waxwing","Yellow.rumped.Warbler..Myrtle.","Hooded.Merganser","Pied.billed.Grebe","Eastern.Towhee","Eastern.Phoebe","Downy.Woodpecker","Red.bellied.Woodpecker","Carolina.Wren","Tufted.Titmouse","Eastern.Bluebird","American.Crow","Carolina.Chickadee","Great.Blue.Heron..Blue.form.","House.Finch","Rock.Pigeon..Feral.Pigeon.","Pine.Warbler","Golden.crowned.Kinglet","Ruby.crowned.Kinglet","Pine.Siskin","American.Black.Duck","Spinus.sp...goldfinch.sp..","European.Starling","blackbird.sp.","Northern.Bobwhite","Evening.Grosbeak","Purple.Finch","Spotted.Eastern.Towhee..Rufous.sided.Towhee.","Brown.headed.Cowbird","Red.winged.Blackbird","Eastern.Meadowlark","Savannah.Sparrow","Field.Sparrow","House.Sparrow","Mourning.Dove"
"Northern.Cardinal",0.317399954746931,0.376226873885801,0.469952610971528,0.346500004034981,0.284741112880321,0.553541237643791,0.531292128979943,0.459788718075072,0.501470584749446,0.607731724258871,0.814495856741347,0.822450443643884,0.773712138059702,0.736240654043284,0.777436657939247,0.650708270335858,0.666125770841787,0.297599768047957,0.165506507201519,0.166111827940946,0.331041139673065,0.399919404090293,1,0.861894053733422,0.810315479894452,0.784332361925769,0.855826634409072,0.747487989664273,0.769030020166488,0.735614972671442,0.797972841459593,0.481309267945948,0.544892132269311,0.537496804261889,0.491682821853727,0.636370532195588,0.584926531023841,0.645538947100662,0.830902280807916,0.824748287580346,0.812262092897358,0.795102962953928,0.751901251528633,0.791609176169089,0.834944069132031,0.518382379330192,0.534717233248144,0.48514931970368,0.461661234343832,0.681322910314039,0.585935621374115,0.288722660326425,-0.0653619504758951,-0.026253921244472,0.355101584081862,0.0742085297802536,0.294476047868428,0.329904911182087,0.346661927212756,0.357873084897237,0.244792895263245,0.328290042671837,0.281620767362483,0.439304865038218,0.57352433015951,0.404236518090755,0.597383565576038
"Northern.Mockingbird",0.237049486367129,0.260711467918875,0.316493749182089,0.330807198143866,0.308522514695881,0.329959727809448,0.376357322207533,0.30806938027409,0.293892628374757,0.502200938628364,0.710516655187977,0.702733618459769,0.600455537139693,0.569353326999773,0.659381749702824,0.501322714875375,0.645300540960017,0.329155297284715,0.21725649667967,0.14596369275224,0.362040821503423,0.49286120564058,0.861894053733422,1,0.789832980376487,0.776064937295887,0.871625286537408,0.827610834162915,0.786163253213383,0.792683639409799,0.832615716354635,0.46708158513055,0.563203890106794,0.608247729076449,0.396901167568555,0.595319254084993,0.43356661077021,0.55282656275622,0.716625268623707,0.731115525908197,0.702339216956181,0.675827813184173,0.705141257225684,0.732206742473274,0.786103072666409,0.505095117470149,0.54431817816834,0.586467534878101,0.447287583396398,0.685898637874401,0.580892420061089,0.292326714075932,-0.137905427295097,-0.104749246542405,0.442821540015217,0.164294503315293,0.304017572086526,0.426863980421903,0.418078047571764,0.486355282696203,0.330483440425494,0.408380633334076,0.501019862522894,0.562208635512085,0.682759518441757,0.597327140646968,0.73144890737227
"Brown.Creeper",0.346516752620288,0.32218068071739,0.420470575143331,0.320308233033461,0.344647074577693,0.506662702830254,0.526915806706317,0.448356680656625,0.507144927534711,0.681930192946371,0.769848977220513,0.72598227687908,0.713077128521946,0.662553521393036,0.743973525899635,0.556092200396545,0.688650103885025,0.209203432465439,0.0604559158325619,0.207743254103701,0.24180840895117,0.409360190897808,0.810315479894452,0.789832980376487,1,0.793166695026875,0.840068546218266,0.663464940389328,0.739046750308295,0.658418915181818,0.748104008389965,0.539921620023456,0.536742956690034,0.572055520501725,0.400776492075596,0.641112627049814,0.509111948544704,0.61205973427111,0.823219334709322,0.792640082630246,0.784200196745589,0.743860731830094,0.736149828165504,0.745434313639111,0.821568793767081,0.476876850864616,0.52685087701534,0.519278689680185,0.474337611796146,0.647882962072399,0.589013987266521,0.18098488269147,0.0550177634767412,0.0404065984576846,0.224320375717306,0.255008205352757,0.195895603461595,0.327098356298914,0.286750110703502,0.308606431122199,0.204174750451961,0.393917910516518,0.325864942947157,0.500031691379631,0.553904776779813,0.46699093043832,0.6173138791906
"Song.Sparrow",0.265031085391659,0.322843418359257,0.380816423524455,0.324905715113695,0.309699443380033,0.461722604743202,0.493854326682541,0.481116152094421,0.541520679012812,0.689837263932711,0.694378531672411,0.676419180113812,0.634365494637003,0.661828788666967,0.692924252445186,0.648902960851152,0.815668485857117,0.299158318924274,0.219071105033646,0.230717965684114,0.306368259252311,0.520811793149816,0.784332361925769,0.776064937295887,0.793166695026875,1,0.883042385759313,0.722404983362145,0.754923319217148,0.759141231363477,0.753673063125202,0.566533545376491,0.56922580789492,0.642227745401738,0.515402789798203,0.641373584364254,0.604930297231431,0.64802665328997,0.773916641077912,0.774687693670558,0.768716839518932,0.742512780369117,0.740301283224268,0.75880391605567,0.822346733002714,0.606374779605858,0.649543538263811,0.62774571778827,0.490995153223183,0.717872181707274,0.64557313463869,0.257758949009226,0.0868460526175047,0.0232593841795066,0.240599144843989,0.1228128345114,0.104917857762601,0.330753716718742,0.231182220955021,0.239591581991066,0.206693628574833,0.333607929168699,0.229477085419036,0.523422467671064,0.711997407999647,0.398810465098442,0.568936863653727
"White.throated.Sparrow",0.297978701580336,0.231678404647747,0.314657703744174,0.375712298732959,0.293391462100011,0.369596513438926,0.403185164594265,0.364074027096308,0.394640412004204,0.593436938138505,0.7118941103456,0.699910491308755,0.597816299852273,0.583753856854922,0.686120827748963,0.58512265378985,0.744946127999262,0.268198124789441,0.191808349888976,0.122940441076283,0.247685680893665,0.471505227000576,0.855826634409072,0.871625286537408,0.840068546218266,0.883042385759313,1,0.829389864368519,0.823498912269394,0.73834730300198,0.792338815095926,0.506810938021794,0.594951989196091,0.602104129787388,0.413924068442948,0.613504756909476,0.442413630453481,0.552323995767508,0.738463393644211,0.738751953476591,0.708462776031281,0.670918908346002,0.669541050244412,0.706797926435205,0.773506062358112,0.466683240411226,0.499274380231024,0.553387317664216,0.393980144635599,0.636939855461024,0.555080848146745,0.198458647055014,-0.00622004649244546,-0.0358773975724848,0.406778236680166,0.210581123110639,0.308759465159525,0.454204386162633,0.396760942773034,0.485495998489382,0.301280561075715,0.446425269705322,0.439994328875466,0.619360923200062,0.76570013983564,0.587320158270322,0.730954108082713
"Dark.eyed.Junco..Slate.colored.",0.0731799671365264,0.0886415564894915,0.157794609422405,0.287376430471402,0.209168240084955,0.129660293664964,0.202554777295526,0.203753098829263,0.305158163855428,0.496570905027094,0.538777954816978,0.518777580657254,0.408218665641766,0.376482657756973,0.473853058530699,0.541799888907538,0.604630845472429,0.26110949523788,0.327683391063655,0.158842141119944,0.302961353408767,0.502441155952318,0.747487989664273,0.827610834162915,0.663464940389328,0.722404983362145,0.829389864368519,1,0.735606268327868,0.735074061463768,0.719311055268489,0.338285136431306,0.507841643718892,0.542997364455348,0.409658393820382,0.500210273673222,0.348357262645192,0.383415781508558,0.558525157084433,0.542964883220225,0.558843010655486,0.507279842370982,0.538429098027492,0.578857700721049,0.668083457979527,0.446462477508199,0.521971702433921,0.577619330706806,0.384003203722067,0.652422606054452,0.486148048653549,0.168430523074316,0.0602987902842106,0.147179861306033,0.429924178188231,0.115802711489128,0.397656290149342,0.425758057114132,0.367652505485025,0.427174753169956,0.223902530752283,0.307356152869887,0.475162993357567,0.54420484679049,0.676690885491313,0.687364721837006,0.732251092696169
"Blue.Jay",0.321394231573666,0.234018935541704,0.324248674923271,0.3529224515735,0.236454345933304,0.401251420622847,0.476031788615993,0.33407313445297,0.422223572282195,0.477937525418181,0.608740807840809,0.689619399861502,0.506293278425248,0.549321427446798,0.624410897809111,0.432014511322469,0.657531262721536,0.230425266376407,0.152674099347197,0.111621172273388,0.246537346627604,0.34923824980218,0.769030020166488,0.786163253213383,0.739046750308295,0.754923319217148,0.823498912269394,0.735606268327868,1,0.758479227090834,0.776849980888243,0.528471297831634,0.561294534682792,0.499426043769507,0.391958558699588,0.567231171566035,0.496453841543847,0.504171451674322,0.709758637833985,0.751726157149544,0.68159926400756,0.641635066615506,0.68763325848457,0.724607633326975,0.750636291361635,0.48830087072616,0.621132736043409,0.619381461632134,0.439719522800839,0.665089218957882,0.555635318354449,0.210619329183107,-0.127116428914256,-0.108361789160373,0.357839312591039,0.163221020936422,0.123070157127232,0.304398655887347,0.213078481934381,0.395068152789737,0.269665899854298,0.433365766038444,0.406604377808327,0.611616176463521,0.632463958336382,0.546833519097955,0.699385944590837
"American.Goldfinch",0.0973353027658017,0.282968427546204,0.40004583475383,0.335595308197327,0.24251204681927,0.415901343864575,0.418447456609942,0.416130751708168,0.405515869137834,0.546350968516727,0.621421637166426,0.633507368117724,0.551814210851715,0.593604416950366,0.635349883921223,0.444939405582054,0.701263538384978,0.38043684220004,0.201126777460003,0.239201092169607,0.438448783940624,0.509681594089637,0.735614972671442,0.792683639409799,0.658418915181818,0.759141231363477,0.73834730300198,0.735074061463768,0.758479227090834,1,0.838898582880767,0.518061462221165,0.649267802903825,0.704658798281148,0.496628422371015,0.67768092819906,0.585376576810865,0.638634022666291,0.738700444326291,0.744011687969122,0.745004324407215,0.719727485158895,0.793026641802551,0.82144162258265,0.83168533201873,0.682245864487031,0.686242952121191,0.688714925702049,0.560521470440583,0.744133678231018,0.651272101211383,0.315055040538645,-0.175925919673647,-0.168304908200573,0.259158809034284,0.0349733866334285,-0.0169751090035068,0.273341854513244,0.178191285484426,0.234262497672341,0.135404137299393,0.310885381930646,0.331646177181269,0.567506228131976,0.602105370018741,0.443379272123104,0.621330638697665
"Northern.Flicker..Yellow.shafted.",0.207085966928688,0.238311235939613,0.34026680745881,0.343791996277691,0.315411440420924,0.409502364660728,0.43979577431606,0.41909455944287,0.436353067349974,0.574055218473668,0.684674466151121,0.67511318076446,0.592572385342143,0.596748049695453,0.68203361248841,0.45284744345005,0.669733804456893,0.358023623777492,0.238792142059376,0.173736015729139,0.359931420144254,0.513257324608117,0.797972841459593,0.832615716354635,0.748104008389965,0.753673063125202,0.792338815095926,0.719311055268489,0.776849980888243,0.838898582880767,1,0.553179861571192,0.603978855535834,0.689384465044586,0.478044334782096,0.607620386888024,0.571090571313317,0.665471266890094,0.760760114233908,0.765893532511523,0.773091461046993,0.704885070627774,0.814121103409109,0.784779432915314,0.817272555816817,0.654983486946189,0.693776731361306,0.68849737514773,0.572211039383404,0.72698482593508,0.684363503474087,0.262641109849304,-0.187027140870435,-0.18879741820688,0.291507451823059,-0.0394419727380674,0.130441237917067,0.261248056001533,0.277289618469671,0.278896266576226,0.279944004301154,0.465128127516341,0.318745598171003,0.453700651427095,0.579631787253689,0.422436172544456,0.658766576771411
"American.Robin",0.328969802869617,0.286578419420189,0.392673171981546,0.248404245530136,0.238083430373765,0.519161973487184,0.473695499239256,0.456924195933958,0.49765368956078,0.56783122413994,0.585070862730073,0.5610219595788,0.516817744160044,0.583293853531219,0.666159704572209,0.376549820764189,0.620500203179774,0.279009589205891,0.139781105020276,0.197236967021134,0.238756329846003,0.344707288373597,0.481309267945948,0.46708158513055,0.539921620023456,0.566533545376491,0.506810938021794,0.338285136431306,0.528471297831634,0.518061462221165,0.553179861571192,1,0.647373178175991,0.666833684584388,0.473360655214989,0.501120849292304,0.579679273682844,0.70280216490139,0.660173237899487,0.678320718126284,0.660484742581909,0.629004762032215,0.659937458390751,0.64576346239968,0.657483883166493,0.540826417682026,0.595258215825985,0.519096658974333,0.507720656789251,0.509975550101782,0.64164417684244,0.18568161854581,-0.139349079064725,-0.10415922004007,0.0776524812343273,0.148375471724228,-0.193770862441586,0.0465795000579318,-0.0693001762550845,-0.0437695200129739,0.105105214078075,0.518704060558231,0.0447246343234082,0.269588465823094,0.244456316611212,0.0977963679346458,0.291601192229754
"Cedar.Waxwing",0.270373298831595,0.17840863051291,0.277150949402883,0.246301441631742,0.204305444525033,0.373501713213099,0.347574820477862,0.429937263554214,0.363272451665771,0.528413455043462,0.517413860684418,0.496978210320718,0.442834314873136,0.474215926585799,0.592058089410053,0.347914676985187,0.577403210379147,0.334853578607228,0.212321848111905,0.230525634154076,0.307777907385268,0.326651046574978,0.544892132269311,0.563203890106794,0.536742956690034,0.56922580789492,0.594951989196091,0.507841643718892,0.561294534682792,0.649267802903825,0.603978855535834,0.647373178175991,1,0.732830259624781,0.454407323500904,0.553472557987319,0.462310421247993,0.58841164949349,0.629382893990027,0.607660368724538,0.60193516005341,0.597156412428228,0.61157631718867,0.64109389056383,0.675612623217858,0.544268559179222,0.531898900611292,0.567571321361791,0.417874447199459,0.463400719221035,0.50902615127099,0.139616979522665,-0.0928474424020332,-0.0591359550827878,0.19225472332107,0.146377746894478,-0.0313134809600931,0.185422676620861,0.0965428957957562,0.120200967611036,0.014935780714007,0.346985305704645,0.240588565023454,0.44707469130375,0.39376071347877,0.307316574649519,0.432320577996906
"Yellow.rumped.Warbler..Myrtle.",0.132893844292025,0.281789660267599,0.337992866391573,0.202430422364007,0.208829666355288,0.326746702992993,0.334728273535604,0.375463241339901,0.400851278275118,0.573978059130131,0.562467968136375,0.496649899891088,0.518315970034759,0.522606590330376,0.616749687485672,0.445467421085675,0.664906379543031,0.494805119966378,0.190024053432163,0.315369581578837,0.314154335468615,0.645410514399261,0.537496804261889,0.608247729076449,0.572055520501725,0.642227745401738,0.602104129787388,0.542997364455348,0.499426043769507,0.704658798281148,0.689384465044586,0.666833684584388,0.732830259624781,1,0.61547870403407,0.607473097266687,0.580264469878213,0.674967322172801,0.653241685405269,0.641664264319553,0.68270412729591,0.656470347068463,0.705173347191186,0.7174169655585,0.752128243025748,0.691060417351693,0.591970974044195,0.686974961603484,0.633008248819757,0.664014464863733,0.739382036877153,0.105626905510382,-0.114144687401099,-0.0716745098437939,0.245253444937285,0.055477439733467,-0.0968317299714325,0.106605936770212,0.021893502766092,0.0105132646755744,0.0245749221290618,0.301794223087954,0.12878987701888,0.3072923021201,0.3814040330696,0.23254816055315,0.36784281450207
"Hooded.Merganser",0.210131888324262,0.390697917854973,0.509547010436884,0.275336072802916,0.269063040052465,0.454617673709048,0.530128544251875,0.582190664430938,0.633846928431012,0.641113463598154,0.498934407744067,0.551798408910341,0.583916725231512,0.611101194528299,0.630540393709869,0.57396086985502,0.58287753257884,0.291137407369132,0.376508383186485,0.393603898317596,0.407193054342144,0.51511733244466,0.491682821853727,0.396901167568555,0.400776492075596,0.515402789798203,0.413924068442948,0.409658393820382,0.391958558699588,0.496628422371015,0.478044334782096,0.473360655214989,0.454407323500904,0.61547870403407,1,0.674984765044194,0.777490224526572,0.679724401421063,0.626873133269026,0.629309527590811,0.671249905496875,0.729972204509425,0.662639484993009,0.718989302557421,0.67630116719272,0.705294494842731,0.625175716662687,0.574206066325564,0.581044724829406,0.612052587470501,0.618205730101174,0.0534129930530439,-0.0705226047179353,-0.0181901375848749,-0.0214461953098732,-0.0551006639627855,-0.321325845544177,-0.112851162943985,-0.263850683232369,-0.300084289199491,-0.0995569823925614,0.0600804405253583,-0.208854577322856,0.0331930591597512,0.0418133073099006,-0.119093894920779,0.0983318576045499
"Pied.billed.Grebe",0.475308775760431,0.508724826884966,0.569185587073204,0.395121391268973,0.363946232047315,0.584007078085164,0.602410526908305,0.620026981450471,0.618608207087322,0.679184634342818,0.579596023030818,0.695769793748878,0.660413767690831,0.692084941054899,0.733138417083472,0.466031423224252,0.631169410434811,0.372959920318375,0.122303327266614,0.193780062148956,0.537450557358334,0.380651595271711,0.636370532195588,0.595319254084993,0.641112627049814,0.641373584364254,0.613504756909476,0.500210273673222,0.567231171566035,0.67768092819906,0.607620386888024,0.501120849292304,0.553472557987319,0.607473097266687,0.674984765044194,1,0.723136973634722,0.727596407964394,0.787783051509043,0.756895234644642,0.795428435046612,0.834143229216369,0.7775587747857,0.825839011591743,0.821146327605833,0.673500715674473,0.587833679580366,0.526660644696584,0.508987419092327,0.646306903527098,0.626998058200481,0.060156838286042,-0.161893959243651,-0.125468640092251,0.0582151462636462,0.0419480796618404,-0.228953109665586,0.0320853333595842,-0.104461749601403,-0.0660940045359145,-0.000597772684486437,0.244174054482939,0.0645480678468742,0.401016176178461,0.244153378197688,0.196047179087028,0.326542585837365
"Eastern.Towhee",0.38615768834739,0.558312693974704,0.694273445844127,0.331796796421046,0.23771742275559,0.74004953701503,0.772272922961464,0.73637543147887,0.781492078139574,0.730064193774177,0.614518216278703,0.745178331918855,0.74045978438419,0.825290195638488,0.760711128116427,0.480265103983045,0.576811867679693,0.256487809292229,0.203268749638016,0.329964840499929,0.363850980864015,0.402033494661904,0.584926531023841,0.43356661077021,0.509111948544704,0.604930297231431,0.442413630453481,0.348357262645192,0.496453841543847,0.585376576810865,0.571090571313317,0.579679273682844,0.462310421247993,0.580264469878213,0.777490224526572,0.723136973634722,1,0.83347916712681,0.795509467279567,0.807219473853847,0.839166290990853,0.857196322702365,0.836783965039481,0.842070593853018,0.792876498463193,0.723193676755677,0.78625604431915,0.594771427141604,0.607378565267008,0.699826645598902,0.701880866168846,0.156388375102965,-0.0990080954485413,-0.131125003317091,-0.0681922059407097,-0.0896998163271577,-0.428587535140447,-0.199895970811956,-0.321014477420957,-0.408736437737714,-0.139054771377215,0.118877715413091,-0.222644104025717,0.0313968204203632,0.0324243650816933,-0.180760567225075,0.111895634284823
"Eastern.Phoebe",0.463892431504879,0.509530613364356,0.658306148138335,0.312139737603136,0.29158978986103,0.755988790046188,0.723209542106288,0.789864116420368,0.732368239338334,0.773876045407469,0.719900057877986,0.783291850359738,0.786022600535062,0.845258223699688,0.844647129340483,0.486465044213443,0.679447505864871,0.347895584733673,0.243964205624219,0.308965702337137,0.273281653003359,0.382460173680358,0.645538947100662,0.55282656275622,0.61205973427111,0.64802665328997,0.552323995767508,0.383415781508558,0.504171451674322,0.638634022666291,0.665471266890094,0.70280216490139,0.58841164949349,0.674967322172801,0.679724401421063,0.727596407964394,0.83347916712681,1,0.860215194266146,0.845911836321988,0.891888402690324,0.883253130642649,0.867785249082687,0.843990374048632,0.835244619398044,0.773456649670373,0.747603345914123,0.570627984565865,0.691992318889143,0.709488345977531,0.782938863754412,0.205676985566522,-0.191261427501923,-0.144453598250743,0.0351774298845916,-0.0262501241271319,-0.291268064506399,-0.0678232624564732,-0.149410444940326,-0.201443662385926,-0.0318522193274742,0.25970111278234,-0.0941539315128278,0.206893437904249,0.191310563926189,-0.029502947189364,0.236321674369215
"Downy.Woodpecker",0.48870259101733,0.469783028968444,0.620742460957216,0.383766477255533,0.350106339874312,0.760404045443109,0.779404447261266,0.707706498809307,0.7276034199282,0.798716554980452,0.872815065849562,0.881782632414939,0.890849512762474,0.905212695449431,0.917956993591915,0.617053396253547,0.757992621639182,0.297853435080792,0.115497744393264,0.273693388848999,0.366013302648854,0.419567714270186,0.830902280807916,0.716625268623707,0.823219334709322,0.773916641077912,0.738463393644211,0.558525157084433,0.709758637833985,0.738700444326291,0.760760114233908,0.660173237899487,0.629382893990027,0.653241685405269,0.626873133269026,0.787783051509043,0.795509467279567,0.860215194266146,1,0.95303251860091,0.936596600094666,0.950135457707043,0.907490796898224,0.906460033789671,0.935383929651385,0.669059368987873,0.680819784350825,0.566766724005325,0.672115572327032,0.728507850493671,0.748305367430108,0.241426647756595,-0.109279281987743,-0.0835389108796088,0.1117075471746,0.0967490277361119,-0.071421405522502,0.116017202402186,0.0466542772682437,0.0436543428177479,0.0619832396071727,0.32844153627111,0.0846043380390726,0.368178133350964,0.353021488264148,0.1815970473339,0.397131677251085
"Red.bellied.Woodpecker",0.515756933508074,0.510173313587007,0.670207896364019,0.432240217139258,0.367207378415951,0.787760933070755,0.799492174171327,0.682442279233924,0.667863929012949,0.731016509482941,0.842010728179754,0.898980920563449,0.869989565891785,0.916913821995149,0.930701949704974,0.601156930409241,0.738326388998408,0.321713476908497,0.106159358463527,0.244056631894448,0.351941243025923,0.411810623151596,0.824748287580346,0.731115525908197,0.792640082630246,0.774687693670558,0.738751953476591,0.542964883220225,0.751726157149544,0.744011687969122,0.765893532511523,0.678320718126284,0.607660368724538,0.641664264319553,0.629309527590811,0.756895234644642,0.807219473853847,0.845911836321988,0.95303251860091,1,0.936706838493641,0.937216132044888,0.892809667851486,0.912865425209329,0.914500932594134,0.639868252866499,0.682591337077577,0.553943622863167,0.615335602470322,0.73145628707968,0.731433983804324,0.256250937103345,-0.213137326104668,-0.156896102940958,0.136042057806494,0.0895853562732775,-0.106153387442341,0.149981770638497,0.0642219723778231,0.0896758955552858,0.135400513290229,0.320721635534413,0.0635819054317742,0.359149511417025,0.361054610309293,0.155508116937021,0.402229397053228
"Carolina.Wren",0.487386481008999,0.525572649569962,0.648970116888334,0.371447353452578,0.342345833315589,0.784770496403396,0.713767817708671,0.698129744555115,0.733814502419637,0.789099148550832,0.784755341702949,0.860500255451402,0.839943724390939,0.898009905560164,0.884359776843074,0.601254386646121,0.738416202635098,0.383702812102317,0.180898946600455,0.283306738161961,0.375096558485352,0.461671181243058,0.812262092897358,0.702339216956181,0.784200196745589,0.768716839518932,0.708462776031281,0.558843010655486,0.68159926400756,0.745004324407215,0.773091461046993,0.660484742581909,0.60193516005341,0.68270412729591,0.671249905496875,0.795428435046612,0.839166290990853,0.891888402690324,0.936596600094666,0.936706838493641,1,0.945016102938777,0.922354944422951,0.916736562256887,0.935263420082879,0.716384759987497,0.73691026090271,0.605276086648823,0.6567812993733,0.792966127227494,0.786428373442267,0.236475728984902,-0.10411774252515,-0.0633782044719581,0.116588846524552,0.0424309021988706,-0.154204645003241,0.0292723548438167,-0.0511667180933264,-0.0359089096616302,0.0795362515813392,0.295802576435183,0.0100154297390731,0.330528229623156,0.318481434237398,0.126786073300897,0.407591958221927
"Tufted.Titmouse",0.502934605548632,0.61972941490717,0.731405146454551,0.341700141755504,0.338802648920029,0.82689717968593,0.77467233226173,0.728587005845837,0.715103407083166,0.792700058321059,0.789719780976593,0.879128887774301,0.891388405958372,0.922527848357163,0.904133876248505,0.608118197024933,0.723037952237358,0.35340490076167,0.138505965180614,0.289695046859118,0.399617291390649,0.400404215668612,0.795102962953928,0.675827813184173,0.743860731830094,0.742512780369117,0.670918908346002,0.507279842370982,0.641635066615506,0.719727485158895,0.704885070627774,0.629004762032215,0.597156412428228,0.656470347068463,0.729972204509425,0.834143229216369,0.857196322702365,0.883253130642649,0.950135457707043,0.937216132044888,0.945016102938777,1,0.904838036613775,0.934507325493785,0.935060160668043,0.704079652555735,0.688338916370587,0.550679846128379,0.635890324104263,0.729465467122357,0.727991828986024,0.268662631840843,-0.154559082898366,-0.0952518687290232,0.0651870088483482,0.0559975772177581,-0.191923081188834,0.0215533604149343,-0.0699570950604339,-0.079045371761141,0.0073953403494698,0.252148482244956,-0.0195024631863787,0.320626069870906,0.262027764058925,0.0829420744652777,0.320690634009423
"Eastern.Bluebird",0.399352752939898,0.525471493738905,0.627939410695863,0.42101139250647,0.351571287193213,0.691326279402479,0.701320561009696,0.68594475794695,0.678458804731203,0.737447149936482,0.744885101443342,0.802065346986849,0.769269275158564,0.843661460748913,0.838644511303683,0.499318884184479,0.687952457149647,0.390709945007492,0.203369820028672,0.255620563576821,0.415440350044883,0.43738377461046,0.751901251528633,0.705141257225684,0.736149828165504,0.740301283224268,0.669541050244412,0.538429098027492,0.68763325848457,0.793026641802551,0.814121103409109,0.659937458390751,0.61157631718867,0.705173347191186,0.662639484993009,0.7775587747857,0.836783965039481,0.867785249082687,0.907490796898224,0.892809667851486,0.922354944422951,0.904838036613775,1,0.928092045345405,0.923975647582322,0.810820667414357,0.80338091239955,0.670345424161939,0.717887463256374,0.768534454137807,0.768104988115369,0.235422521301521,-0.157957313945614,-0.1801320278438,0.106402548304211,0.0204153880093476,-0.207295596046248,0.0419076725201762,-0.0526913047035408,-0.0654764978303991,0.0929357303427451,0.331619765069347,0.0964846873306912,0.34168615435491,0.346903955505042,0.132656683752623,0.440172818853258
"American.Crow",0.388674598306211,0.55873167302977,0.691592717088964,0.392831890429952,0.344470198678923,0.696567595457501,0.68995663165141,0.650733228825619,0.628997330005495,0.722386247481428,0.744735285523913,0.804021749875406,0.773638984675719,0.835915488090419,0.843961946031694,0.531550237177874,0.721557208801267,0.379906512297498,0.216117411654331,0.219478652013424,0.418417155092789,0.455060242613337,0.791609176169089,0.732206742473274,0.745434313639111,0.75880391605567,0.706797926435205,0.578857700721049,0.724607633326975,0.82144162258265,0.784779432915314,0.64576346239968,0.64109389056383,0.7174169655585,0.718989302557421,0.825839011591743,0.842070593853018,0.843990374048632,0.906460033789671,0.912865425209329,0.916736562256887,0.934507325493785,0.928092045345405,1,0.942013456164442,0.765132500920756,0.77788707493157,0.701317630316454,0.662077613875547,0.788771123491868,0.748390725626933,0.251287623281325,-0.216842149202275,-0.178248954874784,0.137364062409476,0.0445150211017028,-0.190170224812208,0.0924801726553515,-0.0263805181125679,-0.024167940282508,0.0233695937355113,0.304436491804181,0.094214949858261,0.374655805777696,0.373605924096943,0.155739577806929,0.445286797885244
"Carolina.Chickadee",0.367724904110371,0.527660699694978,0.574241870363654,0.324192515715105,0.288094448941844,0.6584130848549,0.645012205314105,0.612489649292222,0.644874393660014,0.743161056837927,0.784311573606814,0.816941312974703,0.797459986181931,0.825367518036905,0.830573267222779,0.564712631088781,0.761096810371203,0.386682968242889,0.21288072447288,0.308950709259122,0.418395085677297,0.495839065117335,0.834944069132031,0.786103072666409,0.821568793767081,0.822346733002714,0.773506062358112,0.668083457979527,0.750636291361635,0.83168533201873,0.817272555816817,0.657483883166493,0.675612623217858,0.752128243025748,0.67630116719272,0.821146327605833,0.792876498463193,0.835244619398044,0.935383929651385,0.914500932594134,0.935263420082879,0.935060160668043,0.923975647582322,0.942013456164442,1,0.764047524212121,0.769803942822789,0.707501176947875,0.674665495691195,0.829972706562984,0.774497321414517,0.212195439778676,-0.114390349401803,-0.0566115967460867,0.156830292072888,0.114846443412455,-0.0736011110010592,0.171402627697669,0.0362298663530731,0.0623916991471575,0.0626781308415923,0.312136374527465,0.155845732870363,0.448767181562162,0.458646197675744,0.282095897229137,0.510224160396755
"Great.Blue.Heron..Blue.form.",0.180485333444219,0.37599792329606,0.397286117531873,0.282432708206572,0.220893736953666,0.435740601449745,0.474674738393754,0.600732943848167,0.574405339656325,0.585152016034743,0.537404936869733,0.516297331203425,0.532711187445483,0.58443625975426,0.596948424951764,0.396444274560548,0.580903249995022,0.465565909637479,0.484777815532542,0.26971097563347,0.339041677973693,0.386939656976064,0.518382379330192,0.505095117470149,0.476876850864616,0.606374779605858,0.466683240411226,0.446462477508199,0.48830087072616,0.682245864487031,0.654983486946189,0.540826417682026,0.544268559179222,0.691060417351693,0.705294494842731,0.673500715674473,0.723193676755677,0.773456649670373,0.669059368987873,0.639868252866499,0.716384759987497,0.704079652555735,0.810820667414357,0.765132500920756,0.764047524212121,1,0.801448269491693,0.750916497237134,0.695930318254194,0.707716252602086,0.717691051156286,0.0661576629924348,-0.13121858255213,-0.120107478897716,0.141987814766165,-0.0366668734504893,-0.313375576847447,-0.0638795718873353,-0.178801998594331,-0.244560350887478,-0.0842036942263396,0.179865903661672,0.0157647476330577,0.187355399125173,0.274670729489988,0.0767425013230379,0.360022567200393
