"","Yellow.billed.Cuckoo","Great.Blue.Heron","Brown.Thrasher","Red.bellied.Woodpecker","Song.Sparrow","Blue.Grosbeak","White.breasted.Nuthatch","Acadian.Flycatcher","Summer.Tanager","Northern.Parula","Fish.Crow","White.eyed.Vireo","Chipping.Sparrow","Great.Crested.Flycatcher","Hooded.Warbler","Pileated.Woodpecker","Red.shouldered.Hawk","Yellow.throated.Warbler","Carolina.Wren","Eastern.Bluebird","Eastern.Phoebe","Purple.Martin","Turkey.Vulture","Tufted.Titmouse","Eastern.Wood.Pewee","Ovenbird","Red.eyed.Vireo","Yellow.throated.Vireo","Blue.gray.Gnatcatcher","Grasshopper.Sparrow","American.Crow","Northern.Mockingbird","European.Starling","Eastern.Whip.poor.will","American.Robin","Common.Grackle","Barn.Swallow","Blue.Jay","Scarlet.Tanager","Eastern.Meadowlark","Mourning.Dove","Field.Sparrow","Northern.Cardinal","Chimney.Swift","Ruby.throated.Hummingbird","Gray.Catbird","Red.winged.Blackbird","Prairie.Warbler","American.Goldfinch","House.Sparrow","Eastern.Towhee","Indigo.Bunting","Yellow.breasted.Chat","Common.Yellowthroat","Northern.Bobwhite","Wood.Thrush","Eastern.Kingbird","Canada.Goose","Killdeer","House.Finch","Orchard.Oriole","Downy.Woodpecker","Carolina.Chickadee","Pine.Warbler","Brown.headed.Cowbird","Brown.headed.Nuthatch"
"Fish.Crow",0.107579462102689,0.252222841118094,0.127568956375785,0.285299511002445,0.578952337166702,0.513067406267362,0.467645977159135,0.603548739928391,0.625668456500754,0.613288755822764,1,0.765200157927235,0.800733496332518,0.704139374367126,0.500157400500802,0.667280452224685,0.7643824575257,0.6818116192994,0.31185100504018,0.241484674810071,0.410091819822847,0.243999414136041,0.208365958783788,0.320708673155914,0.0549181896631107,0.187758403001411,-0.360886176863195,-0.258255650706948,0.112757831721015,-0.210330855522545,-0.283183167044827,-0.317222525750503,-0.522907855659929,-0.45299015084353,-0.639058679706601,-0.630116183543477,-0.505195599022005,-0.672727280579444,-0.626185641476643,-0.475469973457779,-0.562920080596524,-0.746483320050387,-0.601649673672908,-0.656632029339853,-0.728468886587899,-0.526473752668687,-0.660143778345505,-0.77334556917273,-0.661881614027492,-0.749886261206038,-0.771533436563657,-0.816251804038594,-0.786096265859922,-0.838335768630741,-0.683212836450712,-0.810695196628328,-0.160080137688564,-0.328394719064928,-0.208110373334897,0.0527039437981426,-0.378313144226209,0.357939787154651,0.274449877750611,-0.0967150507850983,0.318843250069846,0.386943933069123
"White.eyed.Vireo",0.022303697955156,0.149816879593857,-0.0843046783594469,0.252215104958648,0.513734182842381,0.541482104246726,0.562777716107353,0.832110714295299,0.80128303974258,0.710019887698135,0.765200157927235,1,0.821417697978587,0.820277914586379,0.654300512039014,0.672893247729407,0.792292147313537,0.817862833082099,0.344122153446637,0.128263858572703,0.432436745617436,0.154669157188748,0.249962767722041,0.379847345951744,0.0160575163563239,0.332721902913676,-0.10187872426769,0.113892481777493,0.342905151395748,-0.0633110430801384,-0.474270886579541,-0.499847468767242,-0.673282474134724,-0.684278566276368,-0.760158911129152,-0.755114539018218,-0.534983220814769,-0.732396526032343,-0.741284958269682,-0.662337731915789,-0.625648884127913,-0.709263520560234,-0.714918316473088,-0.732813966375913,-0.711663891795729,-0.367391271396686,-0.525600031197731,-0.596791506542808,-0.743816828567885,-0.715992235356877,-0.770992402353822,-0.881661332617601,-0.770276471487196,-0.726815258819871,-0.713172694155046,-0.819917529038919,-0.341042643307556,-0.414109029106154,-0.353526582820002,0.15149664019548,-0.316491655560938,0.271963359356426,0.219981678461813,-0.0226057739004769,0.259526144724356,0.464313141837367
"Chipping.Sparrow",0.0186430317848411,0.278732289182146,0.0167127599098083,0.303484107579462,0.412309814462478,0.433593158051983,0.398959996215579,0.763842475216012,0.670129877951724,0.648723899043139,0.800733496332518,0.821417697978587,1,0.829082109341596,0.456125138554873,0.621345588602058,0.691095988919853,0.704910913558814,0.362248082250395,0.248052569191369,0.493730979197603,0.306222322377501,0.193044932402627,0.339951193545269,-0.078782361215883,0.293343813002204,-0.28143621413294,-0.0518967954452725,0.148204738169898,-0.210022678444856,-0.326409076577559,-0.334659058024156,-0.496334851312725,-0.606295686093328,-0.681234718826406,-0.602626868701542,-0.615831295843521,-0.528036675376461,-0.638421804475698,-0.505272816538546,-0.543066686544015,-0.746636225277763,-0.576141804796702,-0.59260391198044,-0.639387723985963,-0.319321445439679,-0.578810640300158,-0.586428250773866,-0.729994027469177,-0.617481358992684,-0.740989753405951,-0.76340316552861,-0.683728044649787,-0.656767795366304,-0.708948207868586,-0.860504211724603,-0.242647787654244,-0.245608701514607,-0.292119634335528,0.143140856054666,-0.239240943838598,0.360690818823645,0.382640586797066,-0.00626432398450084,0.355579870337135,0.439229521812561
"Great.Crested.Flycatcher",0.0713303878154984,0.257927509703411,-0.0602303271424978,0.261493841413562,0.58313500724863,0.427131152154863,0.525688687924926,0.786730602539832,0.729993925315668,0.707458221626892,0.704139374367126,0.820277914586379,0.829082109341596,1,0.398102387877825,0.607439837720495,0.587246587140927,0.734557433621682,0.350480846702821,0.0949618320610687,0.324163413390982,0.260085683892842,-0.0134763266082949,0.307433983126952,-0.00474006670322068,0.181707250085717,-0.246029333406599,-0.0219462778931609,0.380879675677254,-0.0352701100396665,-0.533282442748091,-0.499312504449104,-0.55167150696167,-0.717251990017768,-0.813502452902237,-0.685391551261178,-0.593401620263836,-0.690592579555952,-0.623146897775428,-0.588298307206144,-0.637765234113408,-0.678435356927189,-0.543664122137404,-0.659997014455607,-0.566173829029321,-0.363040652855736,-0.546454997415278,-0.660708953172312,-0.816974517227133,-0.746482740618958,-0.754083354839693,-0.838625954198473,-0.677611516030464,-0.641470702820236,-0.837700681662202,-0.850488738511079,-0.493188429105091,-0.346870229007634,-0.42153634784195,0.0723774630517393,-0.361452688977014,0.121906530550637,0.277378981312516,-0.131948692776723,0.343483040108539,0.33572752497801
"Hooded.Warbler",-0.187635736445546,-0.203384769427576,-0.133312833155539,0.0418843467290549,0.20397473666802,0.405250795221671,0.405776570279571,0.536550442085502,0.530300606087043,0.531033426904784,0.500157400500802,0.654300512039014,0.456125138554873,0.398102387877825,1,0.560646776758372,0.637790456422977,0.647829513035288,0.203314018426917,0.0680883899143892,0.24700785639451,0.00706067331611297,0.227349856383213,0.171114965734871,0.18077177260373,0.319404991675023,0.140666952786178,0.229690217758165,0.0948006290314703,-0.328128078426607,-0.42616584588308,-0.357495543553248,-0.357256156059363,-0.390977178584951,-0.415468171949746,-0.529904410017665,-0.152041712851624,-0.353278072264524,-0.406635824454038,-0.612095956887257,-0.485132393893488,-0.570006321188823,-0.591632901553409,-0.443237647253625,-0.435466714752748,-0.323987062849582,-0.344745049304124,-0.392361334108979,-0.37504229945116,-0.521747198484331,-0.578969633167449,-0.47431844595767,-0.618505074846097,-0.461267591160532,-0.458474857835581,-0.556071650872297,-0.182405629450855,-0.458523166315368,-0.195729658198162,0.157670165582772,-0.207596790920658,0.263006385085174,0.129181758043459,0.142047544471103,0.36837350066773,0.4962425398042
"Pileated.Woodpecker",0.108100045725247,0.242284732842353,-0.114457015235752,0.0457817474105509,0.448955529629909,0.574579836958957,0.482832822219046,0.583601868398876,0.699021813759882,0.43452271883492,0.667280452224685,0.672893247729407,0.621345588602058,0.607439837720495,0.560646776758372,1,0.764525749663957,0.664929772313086,0.6243326404106,0.300888566631014,0.418416209019698,0.38357888142658,0.126957346625635,0.0284622233128362,-0.193592969670684,0.0303587913582691,-0.246020160909358,0.0687694944539517,0.131200546297026,-0.36529989258879,-0.402511154750542,-0.359233923195106,-0.489672659145568,-0.469161292797687,-0.538969066505482,-0.515992564574643,-0.435003158506271,-0.557564048557488,-0.504521363122137,-0.430475458873035,-0.501914475624208,-0.573771037267949,-0.378023784119331,-0.749503858109186,-0.693447421277544,-0.218942696641435,-0.484528754773272,-0.480552113106932,-0.635962366065307,-0.722852794744477,-0.524867881521656,-0.655955440783583,-0.587723333995661,-0.621721130186427,-0.593860385293561,-0.667178507307395,-0.203837320152455,-0.410163458072796,-0.0893897745549036,0.289301237081114,-0.200583189313437,0.153292755009572,0.117593250873923,0.0122474255586488,0.3834356008617,0.29028833079208
"Red.shouldered.Hawk",0.220471401380011,0.200982132824158,-0.01258830048897,0.164626806304574,0.453527819439479,0.515838092410109,0.359473124142894,0.645329279885241,0.643873946630649,0.561820376074286,0.7643824575257,0.792292147313537,0.691095988919853,0.587246587140927,0.637790456422977,0.764525749663957,1,0.782968304481669,0.428135277281325,0.16929218019922,0.27801597374422,0.28072869082136,0.403896688027844,0.248930082647856,-0.261908411710417,0.117358665388424,-0.298302256101156,-0.11545037576416,0.0865841420273099,-0.236507035398764,-0.394403371936576,-0.512404311935457,-0.60703466100245,-0.586541646220606,-0.666463167530414,-0.77828877191498,-0.568390878644511,-0.682423776649875,-0.741347661111641,-0.610252836704691,-0.646790079607144,-0.65875701267697,-0.596422315065004,-0.714504819184351,-0.721979808501159,-0.442773433477161,-0.40884750991486,-0.679112860906574,-0.723242807693095,-0.782835331783366,-0.703365098390748,-0.794923895822536,-0.846107578715638,-0.706008716391373,-0.629141577885366,-0.762735922523263,-0.223313051536103,-0.484019647995061,-0.238700784171234,0.0792292147313537,-0.401625748956527,0.18133139706496,-0.0425336915917023,-0.198256268670307,0.210268221457866,0.234501828974005
"Yellow.throated.Warbler",0.069603833695586,0.118423239612716,-0.103760827586815,0.130946992622905,0.535332787483044,0.462209497080024,0.459264931087289,0.864798662717381,0.760477779463422,0.687809752883752,0.6818116192994,0.817862833082099,0.704910913558814,0.734557433621682,0.647829513035288,0.664929772313086,0.782968304481669,1,0.314631235306001,-0.013608578599569,0.181999100774977,0.025099484348168,0.0889571598446641,0.292616221756893,0.0765696784073507,0.396752469600807,-0.126797280606431,0.15493496134384,0.321199383924615,-0.0911638950600655,-0.599847796023701,-0.723319561380473,-0.692555634565687,-0.646545408041257,-0.781398642894622,-0.795903892615667,-0.525317725078335,-0.783573544688478,-0.819782585019274,-0.760557236009534,-0.726189683043491,-0.63447121338291,-0.617584819816398,-0.703075208054754,-0.620084905398725,-0.396008013237098,-0.382154953764484,-0.656059027963967,-0.677573194789211,-0.760496618490171,-0.771442766449991,-0.818961202014515,-0.77592594030932,-0.636475282651569,-0.714001600131057,-0.68124859809535,-0.133261896588034,-0.48302808759594,-0.439185069631473,0.0420553999808484,-0.405090767796169,0.168451723364815,-0.0122380366937294,-0.0807587022439032,0.468740510973491,0.408631848839076
"Carolina.Wren",0.124007353620287,0.192650404225289,-0.067116683447239,-0.108430075209857,0.13955072578681,0.249274549554428,0.421648662280831,0.24243378980492,0.279737393833463,0.128776376131772,0.31185100504018,0.344122153446637,0.362248082250395,0.350480846702821,0.203314018426917,0.6243326404106,0.428135277281325,0.314631235306001,1,0.541291412198694,0.579462535690509,0.513369277571234,0.0943198873743267,-0.386446886446886,-0.435102281671953,-0.145894155882248,-0.135287844397625,0.0414307033744326,0.0693235681224849,-0.197420870752526,-0.246679899073066,-0.101192414155648,-0.238705738705739,-0.472864881749421,-0.307269452566524,-0.305860805860806,-0.194257824883011,-0.160940618504624,-0.239682334435129,-0.0290209340780278,-0.152625152625153,-0.243276465405931,-0.0686918035785145,-0.538790570901936,-0.232697536242249,-0.228495144420161,-0.234988675269214,-0.151214340722356,-0.284493284493284,-0.329203865001811,-0.138583638583639,-0.378568161943813,-0.280348174169344,-0.277540611279069,-0.271281124653833,-0.383875441101161,-0.0713414244292812,-0.242711039310751,0.0220217593784525,0.152061075790972,-0.0247972884011564,0.150297890172523,0.06963959759957,-0.0739044206415919,0.472695140732154,0.0877005849184192
"Eastern.Bluebird",-0.206201335226816,-0.0526882798919083,0.073563758341982,-0.195051188951588,0.0285279093498804,0.0123739711461173,0.392813914857224,-0.012842085233841,0.0638362888665166,0.0300524082008823,0.241484674810071,0.128263858572703,0.248052569191369,0.0949618320610687,0.0680883899143892,0.300888566631014,0.16929218019922,-0.013608578599569,0.541291412198694,1,0.586581414707491,0.264975661498348,0.202757459424801,-0.477789656001668,-0.371865878136539,-0.100183711116284,-0.0499389149745237,-0.250463814836633,-0.148442279373814,0.0532902099289284,0.209465648854962,0.259287816149933,0.135857122633062,-0.21646794293329,0.00427676843433395,-0.0326667688128936,0.0601802415402706,0.0959071516941924,-0.0609999048607448,0.236785867610886,0.211570755021825,-0.241173911518609,-0.137557251908397,-0.256606106060037,-0.202643561366243,-0.0282211576364408,-0.139211549956744,0.141918755490654,-0.11051747953521,0.0287638358754589,-0.0992214940578543,-0.0827480916030534,0.0339034835606858,-0.327927413202234,0.0437913352139261,-0.258094086565581,0.220028491966475,0.0586259541984733,0.40364093684866,0.147961522567796,0.123546090641444,0.270852479531678,0.291736703913495,0.271227868485487,0.348532011299444,0.257335071489745
"Eastern.Phoebe",-0.190367008083312,0.111009148732394,-0.125805941518603,0.133027547817254,0.132812128613777,0.20981803706871,0.457829529367499,0.241046843247983,0.252102198711682,0.0442059088490689,0.410091819822847,0.432436745617436,0.493730979197603,0.324163413390982,0.24700785639451,0.418416209019698,0.27801597374422,0.181999100774977,0.579462535690509,0.586581414707491,1,0.262658715020676,0.207573614739375,-0.0650978481551046,-0.0583193081541348,0.230286394236173,-0.120929556810759,-0.0714401598743678,-0.0501452523817052,-0.0588978339690698,0.0875745572244378,0.19865320795929,-0.229829022594548,-0.280153995058292,-0.145871586916851,-0.0296454989250946,-0.0862385482401512,-0.0718544774981751,-0.0558616493876279,0.224652111118028,0.102383939586667,-0.368727050183599,-0.203270787274873,-0.358104042514954,-0.232213770763579,0.0549673318424649,-0.24246596581699,-0.0559718670314489,-0.116442629798567,-0.0255782043164275,-0.155256839731423,-0.252025209185162,-0.145084891799507,-0.407935355343729,-0.249847142452315,-0.421342425499937,0.043684929815282,0.0394314760277573,0.219874509390389,0.272241019421935,0.0875097028955133,0.430494004627127,0.485015381237162,0.306528143369875,0.417522065668152,0.307939425356214
