"","Yellow.billed.Cuckoo","Great.Blue.Heron","Brown.Thrasher","Red.bellied.Woodpecker","Song.Sparrow","Blue.Grosbeak","White.breasted.Nuthatch","Acadian.Flycatcher","Summer.Tanager","Northern.Parula","Fish.Crow","White.eyed.Vireo","Chipping.Sparrow","Great.Crested.Flycatcher","Hooded.Warbler","Pileated.Woodpecker","Red.shouldered.Hawk","Yellow.throated.Warbler","Carolina.Wren","Eastern.Bluebird","Eastern.Phoebe","Purple.Martin","Turkey.Vulture","Tufted.Titmouse","Eastern.Wood.Pewee","Ovenbird","Red.eyed.Vireo","Yellow.throated.Vireo","Blue.gray.Gnatcatcher","Grasshopper.Sparrow","American.Crow","Northern.Mockingbird","European.Starling","Eastern.Whip.poor.will","American.Robin","Common.Grackle","Barn.Swallow","Blue.Jay","Scarlet.Tanager","Eastern.Meadowlark","Mourning.Dove","Field.Sparrow","Northern.Cardinal","Chimney.Swift","Ruby.throated.Hummingbird","Gray.Catbird","Red.winged.Blackbird","Prairie.Warbler","American.Goldfinch","House.Sparrow","Eastern.Towhee","Indigo.Bunting","Yellow.breasted.Chat","Common.Yellowthroat","Northern.Bobwhite","Wood.Thrush","Eastern.Kingbird","Canada.Goose","Killdeer","House.Finch","Orchard.Oriole","Downy.Woodpecker","Carolina.Chickadee","Pine.Warbler","Brown.headed.Cowbird","Brown.headed.Nuthatch"
"Purple.Martin",0.228405466616069,0.34156153469345,0.190674226024785,0.310197250176709,0.0698500288996731,0.262538238575982,-0.0993266179387867,-0.0125478207559951,0.0683277412955962,-0.0182628419693063,0.243999414136041,0.154669157188748,0.306222322377501,0.260085683892842,0.00706067331611297,0.38357888142658,0.28072869082136,0.025099484348168,0.513369277571234,0.264975661498348,0.262658715020676,1,0.267321277676318,0.0944232778389949,-0.228803226222629,-0.181720836001492,-0.470956981950183,-0.167897098307152,-0.123968228614605,-0.318801281577359,0.198044093022987,0.300229564917834,0.0186401940070508,-0.189717936527188,0.0963155582115953,0.0131398088902161,-0.17459105948832,-0.0114643861234222,0.0163733758645302,0.0738532144625507,-0.103896163317988,-0.113660701957112,0.190709126614728,-0.112368151246861,-0.0882000766265389,0.0655515655827701,-0.432089323952279,-0.22798166203657,-0.260657139147775,-0.197090500127773,-0.0180290401051802,-0.197738469422642,-0.139865510705751,-0.295604508142654,-0.315556181841695,-0.26719662591656,-0.182682354907868,-0.285146819121059,-0.207134196385863,-0.122115273314041,-0.293748581193642,-0.0677370062254865,0.122611234421745,-0.303271227584928,-0.00612557886955007,-0.283572958091159
"Turkey.Vulture",0.182779844727249,0.0980181299015872,0.0803997162945456,0.0741537676848187,-0.0920001088759329,0.0740118681673354,-0.173006338456519,0.0729950432798526,0.0753679335703883,-0.0104583284329956,0.208365958783788,0.249962767722041,0.193044932402627,-0.0134763266082949,0.227349856383213,0.126957346625635,0.403896688027844,0.0889571598446641,0.0943198873743267,0.202757459424801,0.207573614739375,0.267321277676318,1,0.106569223396967,-0.243098445437573,-0.07410254124044,-0.278953266324547,-0.310653430817022,-0.338389766782495,-0.0685937360787196,0.235223155344784,0.132188502746288,-0.0814580845505549,-0.150001607536129,-0.0517850691683238,-0.239474519242609,-0.162556089904117,-0.102328820376056,-0.134948819508971,-0.104965071831521,-0.165059802905072,-0.307681126131407,-0.290966142679095,-0.151831371437304,-0.211272584585005,-0.0132307848885121,-0.0508891423099412,-0.160435664536646,-0.187721074546955,-0.083026431761024,-0.131680362243378,-0.157887417422182,-0.315411738254938,-0.26983891292806,-0.0652741522058986,-0.142463776870856,-0.0863154671522706,-0.117764717747486,-0.068579370464755,-0.2188705852174,-0.233261681762986,0.0222188838183512,-0.246974945264313,-0.293199644011633,-0.318753971844079,0.0508891423099412
"Tufted.Titmouse",0.273976837924624,0.171210772594494,0.152621499345776,0.51557737170208,0.247817552606027,0.357415714434658,0.0590124668746921,0.346989093856979,0.190868854962789,0.338804513394305,0.320708673155914,0.379847345951744,0.339951193545269,0.307433983126952,0.171114965734871,0.0284622233128362,0.248930082647856,0.292616221756893,-0.386446886446886,-0.477789656001668,-0.0650978481551046,0.0944232778389949,0.106569223396967,1,0.30117761591488,0.290259022918769,-0.242174403176787,-0.147616061652608,0.172545444886361,0.0446583872997135,0.0573958181011588,-0.121369753534115,-0.41025641025641,-0.221203545854153,-0.182651225283083,-0.156288156288156,-0.189981709240932,-0.279737393833463,-0.164781604924151,-0.244997780321877,-0.207570207570208,-0.221882806387821,-0.20393833240199,0.00183262098946237,-0.0792031191959107,-0.181569295968772,-0.396638882313965,-0.419428868306655,-0.274114774114774,-0.271990925638113,-0.388278388278388,-0.360860941465796,-0.362803519513269,-0.369646150413577,-0.451012524396271,-0.24431213435237,-0.0906311657985718,0.0485422078621503,-0.407708406270516,-0.0610687051369364,-0.497476464838013,0.20131363744653,0.153329289451685,-0.169796933374897,-0.227933902812592,-0.0540871203155407
"Eastern.Wood.Pewee",-0.376625579249522,-0.242062010503712,-0.0337683166702653,0.0878079132775085,0.0101382966926487,0.151315853231428,-0.0672281776416539,0.114683816992797,0.144539722766077,0.133907145459842,0.0549181896631107,0.0160575163563239,-0.078782361215883,-0.00474006670322068,0.18077177260373,-0.193592969670684,-0.261908411710417,0.0765696784073507,-0.435102281671953,-0.371865878136539,-0.0583193081541348,-0.228803226222629,-0.243098445437573,0.30117761591488,1,0.445618893462837,0.193331438705102,0.358594508745217,0.107831221746121,0.175849137679314,-0.133333489200272,0.00474659322667118,0.185293030704992,0.306477315680186,0.21753110223104,0.18804490739863,0.161389108898557,-0.0492505722017743,0.0346041957815383,-0.0809363866121592,-0.0275187669363849,0.0753099727344733,-0.0711010005483102,0.251950580432154,0.133149895381923,0.066666981281963,-0.231864138948015,-0.147490882219511,0.214340618026732,0.118296068804032,-0.104265550281192,0.0189602668128827,0.0442031533115304,-0.0783141992378887,0.0102745075620234,0.161517404487806,0.072688307229837,-0.10168207605296,-0.19546569544812,-0.0922160225034603,-0.0855566421007805,0.00122399072381337,0.255469015981601,0.221015766557652,0.103738910078148,0.222222263863048
"Ovenbird",-0.341851892669235,0.00322234464098841,-0.0422233299260278,0.219281003668314,0.0318071284201832,-0.0419345279113448,0.0543811300031994,0.431919175630696,0.295746980178645,0.223349368896307,0.187758403001411,0.332721902913676,0.293343813002204,0.181707250085717,0.319404991675023,0.0303587913582691,0.117358665388424,0.396752469600807,-0.145894155882248,-0.100183711116284,0.230286394236173,-0.181720836001492,-0.07410254124044,0.290259022918769,0.445618893462837,1,0.275704117062555,0.330875201598615,0.208384576825305,-0.0604859511781381,-0.0865709625829259,-0.163424737729771,-0.183208803717959,-0.157832546875787,-0.153022333334483,-0.0483255275249373,0.0766641890005761,-0.0755814838118213,-0.181804277118311,-0.099785810942324,-0.0214100438401621,-0.092482035983144,-0.209238651613856,0.0691660946671864,-0.115657508913946,0.195913472153302,-0.174372394444566,-0.0607591517547587,-0.0308916346836625,0.108369103804671,-0.225417175859992,-0.149128424944086,-0.175795799392273,-0.15100415516982,-0.00690290319724034,-0.0494186624923447,0.187145375569627,-0.0055062803056278,-0.0289610787618756,-0.120391787399109,-0.124386555735972,0.283440677707338,0.407957540669732,0.488678662540399,0.421060718743186,0.345529845707977
"Red.eyed.Vireo",-0.394652411023553,-0.720854900386441,-0.401198262788534,-0.540718111735328,-0.262966525802639,-0.0628056264050847,0.135056693335921,-0.0489371743929383,-0.157500763825237,0.0765343508579884,-0.360886176863195,-0.10187872426769,-0.28143621413294,-0.246029333406599,0.140666952786178,-0.246020160909358,-0.298302256101156,-0.126797280606431,-0.135287844397625,-0.0499389149745237,-0.120929556810759,-0.470956981950183,-0.278953266324547,-0.242174403176787,0.193331438705102,0.275704117062555,1,0.457942277318397,0.203177512985029,0.0534605542029938,-0.256566902621406,-0.164551248896255,0.351504083299472,0.0313951317285102,0.108785333584502,0.165521471023731,0.257142860144266,0.255117629086465,0.170668395695372,-0.0502750634726833,0.160329838168743,0.190032160702621,-0.0676542487269542,0.190985487332343,0.0611187691785733,0.0466405039930002,0.221950515349454,0.472341097854299,0.243701354016489,0.343587968487375,0.00213773117558324,0.28756873668816,0.172013443324167,0.37716284683221,0.384899451465651,0.350290253589979,0.214122337106638,0.195937700037657,0.229651431582072,0.00916450293262577,0.183614639998433,0.288661382674465,0.312299468885847,0.631836235869233,0.0148454489725057,0.175787253892474
"Yellow.throated.Vireo",-0.437130700096719,-0.198306786755259,-0.349407206916548,-0.254417130333777,-0.100678403357903,0.0431515635636816,-0.077160070034333,0.211927182708416,0.184067311600656,0.132090068813889,-0.258255650706948,0.113892481777493,-0.0518967954452725,-0.0219462778931609,0.229690217758165,0.0687694944539517,-0.11545037576416,0.15493496134384,0.0414307033744326,-0.250463814836633,-0.0714401598743678,-0.167897098307152,-0.310653430817022,-0.147616061652608,0.358594508745217,0.330875201598615,0.457942277318397,1,0.351247713880152,0.129432621204799,-0.461332247180711,-0.215615545569186,-0.0359066095911749,0.14537625701388,0.105943162299521,0.0558547260307165,-0.02042092838527,0.0345414054296478,-0.143231424426573,-0.16339239726604,-0.11784733404283,0.27285532029436,0.0837948792284325,0.106557325559228,0.00663580278519866,0.224329367359492,0.17358071462679,0.177059618465925,0.0972854294051491,0.1141192725762,0.132885144897254,0.0297732721068057,0.109457875872617,0.311030400825233,0.192704838667165,0.213235609519026,0.00400185767200182,-0.100676631453941,-0.0664210441870825,0.30729480932418,0.325793539182978,-0.13252597635394,0.01166910193444,0.209090640867468,0.171794107099211,0.213212417612376
"Blue.gray.Gnatcatcher",0.0319327734819677,0.0862574514171236,-0.0266750086836855,0.0319327734819677,0.077171623383155,0.102842303091538,0.376720991717299,0.387827107064036,0.344637946837764,0.471169390452386,0.112757831721015,0.342905151395748,0.148204738169898,0.380879675677254,0.0948006290314703,0.131200546297026,0.0865841420273099,0.321199383924615,0.0693235681224849,-0.148442279373814,-0.0501452523817052,-0.123968228614605,-0.338389766782495,0.172545444886361,0.107831221746121,0.208384576825305,0.203177512985029,0.351247713880152,1,0.323228365181214,-0.348961531243996,-0.448845646385231,-0.39639643798672,-0.2631650747831,-0.368525596356488,-0.316078823818378,-0.120091674434577,-0.375190956309196,-0.254626235513257,-0.410452341907682,-0.123988408183828,-0.204250174335238,-0.322235812220933,-0.240488925648886,-0.310661482533301,-0.182112757367405,-0.182513027084881,-0.238386319201781,-0.452282838719824,-0.345424518875726,-0.314246482810736,-0.390500934525557,-0.256339749465322,-0.0887802155692703,-0.317048095715837,-0.119003971891231,-0.126512911623807,-0.220372643144458,-0.238678369932067,0.156102033285726,-0.284533779080141,0.0414119823741556,-0.0495034383165432,-0.127558814543233,0.0348944573786733,0.00168144329810192
"Grasshopper.Sparrow",0.070264373713026,-0.212456933269398,0.00123687351734557,-0.180745856064429,0.105834127936671,0.0403773677843916,0.111679627789319,0.0112587909246556,-0.0741052638952163,0.111215349383579,-0.210330855522545,-0.0633110430801384,-0.210022678444856,-0.0352701100396665,-0.328128078426607,-0.36529989258879,-0.236507035398764,-0.0911638950600655,-0.197420870752526,0.0532902099289284,-0.0588978339690698,-0.318801281577359,-0.0685937360787196,0.0446583872997135,0.175849137679314,-0.0604859511781381,0.0534605542029938,0.129432621204799,0.323228365181214,1,-0.152477768293755,-0.1013291183219,-0.0406545318866357,-0.0284029346584451,0.0502328636632598,0.0036958665351487,0.0533146344401469,-0.071794288929669,-0.131249740779204,0.148564055512036,0.0810010748953423,0.209226075120492,0.0346540382485806,0.228975568722712,0.203346282187955,-0.00866478240417188,0.278103245631313,0.00354457808794277,0.0234071547226084,0.169165633401767,-0.00862368858201363,-0.0295714459721221,0.138658497932837,-0.00509427193707582,0.0965416692478803,0.228016196600665,0.0752252686779483,0.292172046922477,-0.0698983058257566,-0.0295759617308676,0.00293441616299655,-0.222537859086494,-0.191686142322378,-0.215074736793601,-0.225965773084112,-0.026052909374552
"American.Crow",-0.0569726652145201,0.206005047833188,0.255634060238388,0.24026274097169,-0.448624380905377,-0.41521547623638,-0.351529462925947,-0.599297310912581,-0.558033013201559,-0.571302413043303,-0.283183167044827,-0.474270886579541,-0.326409076577559,-0.533282442748091,-0.42616584588308,-0.402511154750542,-0.394403371936576,-0.599847796023701,-0.246679899073066,0.209465648854962,0.0875745572244378,0.198044093022987,0.235223155344784,0.0573958181011588,-0.133333489200272,-0.0865709625829259,-0.256566902621406,-0.461332247180711,-0.348961531243996,-0.152477768293755,1,0.727259517349782,0.297664482173563,0.386319122036597,0.629295926766281,0.548313241008943,0.405071067423344,0.489615172502517,0.61932484859869,0.624503630189228,0.637765234113408,0.28091105790317,0.345801526717557,0.33282422922906,0.356161410886124,0.36012651157806,0.0757946528853405,0.44408807557732,0.48969623528861,0.525552001235114,0.55350328839043,0.558778625954198,0.580635335575349,0.182708974038016,0.42214234679998,0.38362860677677,0.353239896288558,0.270076335877863,0.325788251416311,-0.0990991002543857,0.0451624494909865,0.114421041832615,0.0198564248736933,0.0977397724272024,-0.244951602322392,-0.322432898363041
"Northern.Mockingbird",-0.0877944695182201,0.0414111130829789,0.315378483009445,0.290608871227558,-0.361083125232421,-0.329662020862355,-0.340529785036023,-0.666411512553582,-0.530050770143513,-0.650394292175302,-0.317222525750503,-0.499847468767242,-0.334659058024156,-0.499312504449104,-0.357495543553248,-0.359233923195106,-0.512404311935457,-0.723319561380473,-0.101192414155648,0.259287816149933,0.19865320795929,0.300229564917834,0.132188502746288,-0.121369753534115,0.00474659322667118,-0.163424737729771,-0.164551248896255,-0.215615545569186,-0.448845646385231,-0.1013291183219,0.727259517349782,1,0.514216436887611,0.517187947893156,0.744570518492501,0.759401682062322,0.503365155373628,0.706683383968025,0.720300061236987,0.717454699695799,0.72730136941476,0.470462219774159,0.589207101085991,0.533649658796289,0.475177037063691,0.376595416022925,0.114154564438687,0.533119323761164,0.588811449135278,0.618661128360899,0.659432136959915,0.588595573217713,0.583269947295834,0.292982042308098,0.46013546880807,0.378804315535338,0.222018046929052,0.30958598331581,0.365599671003713,0.113914458314957,0.421432257640609,-0.00948447577423018,0.205873442459101,0.171280110375284,-0.17986829239616,-0.110941098147518
"European.Starling",-0.303604210587599,-0.378256358057602,0.145266246365257,-0.265424606640466,-0.546241412365513,-0.270658395717186,-0.379453219645041,-0.581474234815836,-0.464498445437443,-0.450104095622479,-0.522907855659929,-0.673282474134724,-0.496334851312725,-0.55167150696167,-0.357256156059363,-0.489672659145568,-0.60703466100245,-0.692555634565687,-0.238705738705739,0.135857122633062,-0.229829022594548,0.0186401940070508,-0.0814580845505549,-0.41025641025641,0.185293030704992,-0.183208803717959,0.351504083299472,-0.0359066095911749,-0.39639643798672,-0.0406545318866357,0.297664482173563,0.514216436887611,1,0.527935027379315,0.670128408480072,0.630647130647131,0.401649433523836,0.681936245011052,0.586671428292108,0.41393016500766,0.528693528693529,0.422677577457792,0.38009464646778,0.614844341964624,0.484428380198244,0.251498011308097,0.0947288547899301,0.53337422000249,0.479242979242979,0.618634028841693,0.431623931623932,0.652724782448285,0.529546551208761,0.460221697203659,0.604411896237773,0.505726118109405,0.120943616521743,0.212791942640998,0.370393758434804,-0.202442757528944,0.299710436354717,-0.0940889231161323,0.248014707240574,0.335623794566568,-0.150222209773131,-0.160122322290075
"Eastern.Whip.poor.will",-0.309689494902203,-0.0430626323297695,0.130348461926236,-0.0651086761151251,-0.262134173583462,-0.389480208624657,-0.52358467505343,-0.640746105239093,-0.462308704472767,-0.671820939538758,-0.45299015084353,-0.684278566276368,-0.606295686093328,-0.717251990017768,-0.390977178584951,-0.469161292797687,-0.586541646220606,-0.646545408041257,-0.472864881749421,-0.21646794293329,-0.280153995058292,-0.189717936527188,-0.150001607536129,-0.221203545854153,0.306477315680186,-0.157832546875787,0.0313951317285102,0.14537625701388,-0.2631650747831,-0.0284029346584451,0.386319122036597,0.517187947893156,0.527935027379315,1,0.758831615242475,0.74636968322973,0.372489352715373,0.479699145087089,0.491613566198111,0.445670041094222,0.551932074078374,0.53012097360673,0.489860646979102,0.619378989804405,0.342822586247214,0.428750116462573,0.354335204504107,0.411340362626515,0.61684716194378,0.595908038257283,0.658688166444704,0.626172372237734,0.53340944397557,0.52784114946617,0.605314747441277,0.637136496843295,0.264776983586345,0.228468297978633,0.434810170641207,0.126022969593062,0.438295992027176,-0.200897894172007,-0.0883507803548033,0.0974172469811125,-0.252393650356319,-0.274413443905397
"American.Robin",-0.27781173594132,-0.172847730729775,0.0717575379613789,-0.129278728606357,-0.53644775264638,-0.36924958401607,-0.563255638828896,-0.807280853862658,-0.720550046607462,-0.693362975567507,-0.639058679706601,-0.760158911129152,-0.681234718826406,-0.813502452902237,-0.415468171949746,-0.538969066505482,-0.666463167530414,-0.781398642894622,-0.307269452566524,0.00427676843433395,-0.145871586916851,0.0963155582115953,-0.0517850691683238,-0.182651225283083,0.21753110223104,-0.153022333334483,0.108785333584502,0.105943162299521,-0.368525596356488,0.0502328636632598,0.629295926766281,0.744570518492501,0.670128408480072,0.758831615242475,1,0.853390507426309,0.511308068459658,0.721161200166926,0.711226974320076,0.704264107262438,0.697006849658854,0.703669856385063,0.640904298230902,0.727383863080684,0.619267668294836,0.462179814350943,0.322580679089629,0.596668201986233,0.756261594984804,0.776367241648709,0.773366057553119,0.796700862624496,0.758135990514467,0.539498767102763,0.717220291538617,0.765775410007761,0.428310110026051,0.295707988888233,0.393573441336291,-0.0030553010897474,0.30326316824611,-0.163533549212415,-0.00366748166259169,0.183957221398512,-0.286239499582627,-0.391377506383625
"Common.Grackle",-0.206780734977671,-0.139663886052038,0.089182442388797,0.0143555310841219,-0.35424415007421,-0.358637648501102,-0.383733916724034,-0.715684113408976,-0.64070857233909,-0.76560621714532,-0.630116183543477,-0.755114539018218,-0.602626868701542,-0.685391551261178,-0.529904410017665,-0.515992564574643,-0.77828877191498,-0.795903892615667,-0.305860805860806,-0.0326667688128936,-0.0296454989250946,0.0131398088902161,-0.239474519242609,-0.156288156288156,0.18804490739863,-0.0483255275249373,0.165521471023731,0.0558547260307165,-0.316078823818378,0.0036958665351487,0.548313241008943,0.759401682062322,0.630647130647131,0.74636968322973,0.853390507426309,1,0.580024543164839,0.762253859179394,0.784470497653751,0.76431975856027,0.786935286935287,0.674511506470967,0.738818509600023,0.773671494384696,0.619503467199022,0.602675112463915,0.353858109183029,0.690698231057062,0.738095238095238,0.822397759409728,0.751526251526251,0.790108389605314,0.750954422965597,0.556611214902564,0.619415028413888,0.70697823878217,0.390081436578988,0.500686923861173,0.465209666869808,0.117251913862918,0.459515183828836,-0.0424622088089039,0.244349465261649,0.34356393893302,-0.182347122250074,-0.272269063283315
"Barn.Swallow",-0.085880195599022,-0.329759145860351,0.257744489985209,0.0487469437652812,-0.284028830133996,-0.232003670751819,-0.00535414105350661,-0.422606479579864,-0.35737204389628,-0.535668918292419,-0.505195599022005,-0.534983220814769,-0.615831295843521,-0.593401620263836,-0.152041712851624,-0.435003158506271,-0.568390878644511,-0.525317725078335,-0.194257824883011,0.0601802415402706,-0.0862385482401512,-0.17459105948832,-0.162556089904117,-0.189981709240932,0.161389108898557,0.0766641890005761,0.257142860144266,-0.02042092838527,-0.120091674434577,0.0533146344401469,0.405071067423344,0.503365155373628,0.401649433523836,0.372489352715373,0.511308068459658,0.580024543164839,1,0.646906042692111,0.636739332063328,0.475011468179613,0.634086862353979,0.489755443285823,0.498854489519096,0.488233496332518,0.508223391465182,0.421670029826159,0.295673475525754,0.60217026532422,0.711667817574553,0.578448699958689,0.513133877049463,0.641820748609688,0.539495804616401,0.325628228611685,0.537225878348127,0.54545455182117,0.291820729470539,0.416832180617763,0.394491575336298,0.0108463188686033,0.357329783595038,0.197004434518508,0.0605134474327628,0.319022158039945,0.0375019665228576,0.0727717550932053
"Blue.Jay",-0.183651644618781,-0.261989772510269,0.0758858005656569,-0.0899923616309998,-0.619367482301782,-0.478912002806655,-0.402111038256101,-0.614161538631376,-0.644057439657806,-0.547550365857753,-0.672727280579444,-0.732396526032343,-0.528036675376461,-0.690592579555952,-0.353278072264524,-0.557564048557488,-0.682423776649875,-0.783573544688478,-0.160940618504624,0.0959071516941924,-0.0718544774981751,-0.0114643861234222,-0.102328820376056,-0.279737393833463,-0.0492505722017743,-0.0755814838118213,0.255117629086465,0.0345414054296478,-0.375190956309196,-0.071794288929669,0.489615172502517,0.706683383968025,0.681936245011052,0.479699145087089,0.721161200166926,0.762253859179394,0.646906042692111,1,0.802416731374211,0.692848443115946,0.75309215414118,0.621617671292723,0.663103268560801,0.735217732034586,0.698105338406518,0.376806176996081,0.350657356895073,0.766656515022651,0.742098108095323,0.801348152783918,0.698121923911897,0.82467932985452,0.684845707302169,0.691261126742801,0.709146223750882,0.606477238007944,0.235105713489763,0.519547977808348,0.404376238288752,0.0536123421558608,0.479480765500496,0.0438569702634046,0.163178000376754,0.302169263672472,-0.078359483236319,-0.123662511651314
"Scarlet.Tanager",-0.0856531409933855,-0.188190502788204,0.052025939532945,-0.00489446519962203,-0.567196929597333,-0.385651023013456,-0.330883482672143,-0.713563992651562,-0.678697437362064,-0.636422176833481,-0.626185641476643,-0.741284958269682,-0.638421804475698,-0.623146897775428,-0.406635824454038,-0.504521363122137,-0.741347661111641,-0.819782585019274,-0.239682334435129,-0.0609999048607448,-0.0558616493876279,0.0163733758645302,-0.134948819508971,-0.164781604924151,0.0346041957815383,-0.181804277118311,0.170668395695372,-0.143231424426573,-0.254626235513257,-0.131249740779204,0.61932484859869,0.720300061236987,0.586671428292108,0.491613566198111,0.711226974320076,0.784470497653751,0.636739332063328,0.802416731374211,1,0.704910715607301,0.718741286042077,0.518977679653277,0.652500235452779,0.595748186016494,0.640282225613158,0.388421617912715,0.24315228269849,0.671868025813209,0.697341077610369,0.680711092943902,0.72791280394138,0.843755576256768,0.727175825745068,0.600061546902987,0.52315302218365,0.612326394591641,0.109935731801195,0.442899058600445,0.365599671003713,-0.0513761852266116,0.291430600863877,0.0169802711441863,0.115937644416047,0.246673944674405,-0.193963592992793,-0.322264762342996
"Eastern.Meadowlark",-0.128687148071826,0.033716589528761,-0.0092010904960799,-0.100259820825555,-0.305557988039147,-0.426169367166004,-0.318084589351,-0.700933354798753,-0.692237196143634,-0.672603516310376,-0.475469973457779,-0.662337731915789,-0.505272816538546,-0.588298307206144,-0.612095956887257,-0.430475458873035,-0.610252836704691,-0.760557236009534,-0.0290209340780278,0.236785867610886,0.224652111118028,0.0738532144625507,-0.104965071831521,-0.244997780321877,-0.0809363866121592,-0.099785810942324,-0.0502750634726833,-0.16339239726604,-0.410452341907682,0.148564055512036,0.624503630189228,0.717454699695799,0.41393016500766,0.445670041094222,0.704264107262438,0.76431975856027,0.475011468179613,0.692848443115946,0.704910715607301,1,0.72735625305036,0.638935684309818,0.697525336458907,0.554638551487715,0.60415476436129,0.431863474807715,0.359785949545304,0.555946193824519,0.700779187105219,0.758880252441203,0.742324945364291,0.681943298719352,0.732426684573165,0.41861948826973,0.644861515996601,0.582671176356661,0.352842972520829,0.619920677912888,0.546220182903611,0.00626432456944576,0.341759364366512,-0.0198715988994191,0.157725815688984,0.227536685443239,-0.0753215824492782,-0.325688088623671
"Mourning.Dove",-0.212889471609212,-0.0474734700396181,0.224028747031652,0.029932809494552,-0.458830518191357,-0.537650989235042,-0.173368231699225,-0.612963112936778,-0.53504357423169,-0.669023935046491,-0.562920080596524,-0.625648884127913,-0.543066686544015,-0.637765234113408,-0.485132393893488,-0.501914475624208,-0.646790079607144,-0.726189683043491,-0.152625152625153,0.211570755021825,0.102383939586667,-0.103896163317988,-0.165059802905072,-0.207570207570208,-0.0275187669363849,-0.0214100438401621,0.160329838168743,-0.11784733404283,-0.123988408183828,0.0810010748953423,0.637765234113408,0.72730136941476,0.528693528693529,0.551932074078374,0.697006849658854,0.786935286935287,0.634086862353979,0.75309215414118,0.718741286042077,0.72735625305036,1,0.567848835080678,0.512898800052908,0.556811343964983,0.54244926984176,0.371419624017202,0.273796948037992,0.720024648651701,0.635531135531135,0.771303850994019,0.694749694749695,0.655777751496219,0.655672690568172,0.52356338026294,0.646971801798589,0.58787607328539,0.366811272387463,0.45641887266613,0.603763236292571,0.151145045213918,0.379612810091776,0.0840079670679753,0.182040351619929,0.38295927059734,-0.0532355692475047,-0.249350791963171
"Field.Sparrow",-0.106269133026427,-0.119902146835266,-0.0676590490362243,-0.129816538042355,-0.324430089897007,-0.506040732259739,-0.530384259197053,-0.647535996052202,-0.648677761754802,-0.607063782979401,-0.746483320050387,-0.709263520560234,-0.746636225277763,-0.678435356927189,-0.570006321188823,-0.573771037267949,-0.65875701267697,-0.63447121338291,-0.243276465405931,-0.241173911518609,-0.368727050183599,-0.113660701957112,-0.307681126131407,-0.221882806387821,0.0753099727344733,-0.092482035983144,0.190032160702621,0.27285532029436,-0.204250174335238,0.209226075120492,0.28091105790317,0.470462219774159,0.422677577457792,0.53012097360673,0.703669856385063,0.674511506470967,0.489755443285823,0.621617671292723,0.518977679653277,0.638935684309818,0.567848835080678,1,0.795354268404842,0.646330396119005,0.680197319258506,0.382468222401062,0.609453885056711,0.609726322006521,0.753973668538231,0.681115416737444,0.800122847277296,0.672474784969505,0.711512209098951,0.696998072404795,0.770847410670363,0.798807755165883,0.358676265851789,0.363594889418739,0.280967774882565,0.107306679188208,0.435556174481696,-0.308151125869862,-0.159633057380705,0.115884455199185,-0.223158345443323,-0.286369897797731
"Northern.Cardinal",0.0946998724745375,-0.074743838916428,0.0591575223333439,0.0598747580806753,-0.155829870427304,-0.276352022263286,-0.449388904540825,-0.571167028971786,-0.569945047966124,-0.672499297801376,-0.601649673672908,-0.714918316473088,-0.576141804796702,-0.543664122137404,-0.591632901553409,-0.378023784119331,-0.596422315065004,-0.617584819816398,-0.0686918035785145,-0.137557251908397,-0.203270787274873,0.190709126614728,-0.290966142679095,-0.20393833240199,-0.0711010005483102,-0.209238651613856,-0.0676542487269542,0.0837948792284325,-0.322235812220933,0.0346540382485806,0.345801526717557,0.589207101085991,0.38009464646778,0.489860646979102,0.640904298230902,0.738818509600023,0.498854489519096,0.663103268560801,0.652500235452779,0.697525336458907,0.512898800052908,0.795354268404842,1,0.599816772915337,0.613303808831925,0.486814969228604,0.454920729112215,0.57561880590827,0.688749817213906,0.598226586558747,0.786444826747793,0.687633587786259,0.669212004337502,0.581944914796125,0.490585447641326,0.61240076161419,0.188027131617837,0.463511450381679,0.230193107221384,0.0568025659393397,0.451471401860743,-0.198289068489632,-0.0669008776513668,0.0256566902621406,-0.0904224840552991,-0.334352218776462
"Chimney.Swift",-0.0638753056234719,-0.182807927979275,0.226925547399232,0.0282701711491442,-0.418294214449094,-0.380100875599324,-0.552700332180554,-0.622973648689391,-0.654392673795539,-0.513579478362835,-0.656632029339853,-0.732813966375913,-0.59260391198044,-0.659997014455607,-0.443237647253625,-0.749503858109186,-0.714504819184351,-0.703075208054754,-0.538790570901936,-0.256606106060037,-0.358104042514954,-0.112368151246861,-0.151831371437304,0.00183262098946237,0.251950580432154,0.0691660946671864,0.190985487332343,0.106557325559228,-0.240488925648886,0.228975568722712,0.33282422922906,0.533649658796289,0.614844341964624,0.619378989804405,0.727383863080684,0.773671494384696,0.488233496332518,0.735217732034586,0.595748186016494,0.554638551487715,0.556811343964983,0.646330396119005,0.599816772915337,1,0.733383709352144,0.408473660624904,0.367375057749942,0.470884920676123,0.604459489691004,0.758764277770633,0.573304932870144,0.696349546147446,0.55141329902594,0.580680710448576,0.596049584446125,0.708326975418192,0.244332841735176,0.453337454039399,0.176434750334659,-0.181179354622021,0.273090014637785,-0.250649552063889,0.0568459657701711,0.060656990776752,-0.316700280554255,-0.29506194817203
