"","Brown.headed.Cowbird","Orchard.Oriole","Yellow.throated.Warbler","Red.headed.Woodpecker","White.eyed.Vireo","Carolina.Wren","Ruby.throated.Hummingbird","Prothonotary.Warbler","Scarlet.Tanager","Fish.Crow","Northern.Cardinal","Chipping.Sparrow","Pine.Warbler","Common.Yellowthroat","Eastern.Bluebird","Prairie.Warbler","Blue.gray.Gnatcatcher","Ovenbird","Eastern.Kingbird","Northern.Parula","Wood.Thrush","Red.eyed.Vireo","Summer.Tanager","Hooded.Warbler","Blue.Jay","Red.bellied.Woodpecker","American.Redstart","Barn.Swallow","Cliff.Swallow","American.Crow","N..Rough.winged.Swallow","Blue.Grosbeak","Yellow.breasted.Chat","Eastern.Wood.Pewee","House.Finch","Mourning.Dove","Carolina.Chickadee","Tufted.Titmouse","Brown.Thrasher","European.Starling","Indigo.Bunting","Northern.Mockingbird","Chimney.Swift","Brown.headed.Nuthatch","Great.Crested.Flycatcher","American.Goldfinch","Eastern.Phoebe","American.Robin","Eastern.Towhee","Acadian.Flycatcher","White.breasted.Nuthatch","Purple.Martin","Bobolink","Downy.Woodpecker","Gray.Catbird","Black.throated.Blue.Warbler","Yellow.rumped..Myrtle..Warbler","Black.thr.Blue.Warbler","Yellow.rumped.Warbler","Black.and.white.Warbler","House.Wren","Ring.billed.Gull","White.throated.Sparrow","Cedar.Waxwing","Red.winged.Blackbird","Common.Grackle","House.Sparrow"
"Summer.Tanager",0.227350427350427,0.390769230769231,0.395555555555555,0.638290598290598,0.301880341880342,0.415384615384615,0.171282051282051,0.556239316239316,0.469401709401709,0.473504273504273,0.583589743589744,0.356581196581197,0.457777777777778,0.271111111111111,0.568547008547008,0.461880341880342,0.548034188034188,0.607521367521367,0.414017094017094,0.486495726495726,0.623247863247863,0.731282051282051,1,0.483760683760684,0.604786324786325,0.605470085470085,0.0174358974358974,-0.0905982905982906,0.078974358974359,0.232820512820513,0.065982905982906,0.219145299145299,0.219145299145299,0.46051282051282,0.163076923076923,0.476239316239316,0.348376068376068,0.612991452991453,0.127521367521368,0.0639316239316239,0.293675213675214,0.0762393162393162,0.140512820512821,0.342905982905983,0.52957264957265,0.364786324786325,0.233504273504273,0.371623931623932,0.278632478632479,0.135042735042735,-0.0133333333333333,-0.340854700854701,-0.416752136752137,0.26017094017094,0.107692307692308,-0.118632478632479,0.0974358974358974,0.215726495726496,-0.117264957264957,0.204102564102564,-0.0372649572649573,0.311452991452991,0.00786324786324786,0.024957264957265,-0.0235897435897436,-0.115897435897436,0.221196581196581
"Hooded.Warbler",0.272478632478632,0.154188034188034,0.327179487179487,0.468717948717949,0.485128205128205,0.308034188034188,0.111111111111111,0.427692307692308,0.311452991452991,0.409230769230769,0.390769230769231,0.353162393162393,0.332649572649573,0.0324786324786325,0.235555555555556,0.333333333333333,0.544615384615385,0.536410256410256,0.165128205128205,0.491965811965812,0.386666666666667,0.403076923076923,0.483760683760684,1,0.545299145299145,0.619145299145299,-0.0591452991452991,-0.0851282051282051,0.164444444444444,0.343589743589744,-0.00307692307692308,0.263589743589744,0.18974358974359,0.487863247863248,0.30051282051282,0.148717948717949,0.357948717948718,0.452991452991453,0.376410256410256,0.276581196581197,0.433846153846154,0.327179487179487,0.156239316239316,0.0769230769230769,0.324444444444444,0.290940170940171,0.0605128205128205,0.0735042735042735,0.347692307692308,0.145299145299145,0.266324786324786,0.0728205128205128,-0.23965811965812,0.224615384615385,-0.078974358974359,-0.327863247863248,0.111794871794872,-0.121367521367521,0.0304273504273504,0.241709401709402,0.011965811965812,0.46051282051282,0.212307692307692,-0.472136752136752,-0.433846153846154,-0.191111111111111,0.0618803418803419
"Blue.Jay",0.231452991452991,0.193162393162393,0.254700854700855,0.472820512820513,0.314871794871795,0.403076923076923,0.31965811965812,0.29025641025641,0.353162393162393,0.283418803418803,0.444102564102564,0.233504273504273,0.353162393162393,0.27042735042735,0.608205128205128,0.389401709401709,0.584273504273504,0.685470085470085,0.21982905982906,0.299145299145299,0.528888888888889,0.680683760683761,0.604786324786325,0.545299145299145,1,0.747692307692308,0.109059829059829,-0.331282051282051,0.00307692307692308,0.184957264957265,-0.165128205128205,0.368888888888889,0.338119658119658,0.463931623931624,0.191794871794872,0.0851282051282051,0.334700854700855,0.606837606837607,0.242393162393162,0.149401709401709,0.302564102564102,0.277948717948718,0.0769230769230769,0.145982905982906,0.310769230769231,0.377777777777778,0.137777777777778,0.212991452991453,0.235555555555556,0.0694017094017094,0.324444444444444,-0.232136752136752,-0.0317948717948718,0.407863247863248,-0.0441025641025641,-0.141880341880342,0.149401709401709,0.303931623931624,0.13982905982906,0.366153846153846,0.011965811965812,0.569230769230769,0.0263247863247863,-0.269059829059829,-0.230769230769231,-0.175384615384615,0.178803418803419
"Red.bellied.Woodpecker",0.184273504273504,0.142564102564103,0.145982905982906,0.507008547008547,0.446153846153846,0.357264957264957,0.330598290598291,0.330598290598291,0.411282051282051,0.476239316239316,0.476923076923077,0.217094017094017,0.246495726495726,0.111111111111111,0.508376068376068,0.347008547008547,0.528205128205128,0.446837606837607,0.0988034188034188,0.470769230769231,0.484444444444444,0.55965811965812,0.605470085470085,0.619145299145299,0.747692307692308,1,0.16034188034188,-0.126153846153846,-0.0153846153846154,0.329230769230769,-0.0181196581196581,0.494017094017094,0.498119658119658,0.454358974358974,0.226666666666667,0.194529914529915,0.344957264957265,0.684786324786325,0.23965811965812,0.135726495726496,0.391452991452991,0.428376068376068,0.275213675213675,0.194529914529915,0.381196581196581,0.212991452991453,-0.0174358974358974,0.394188034188034,0.507008547008547,0.182905982905983,0.26017094017094,-0.121367521367521,0.116581196581197,0.436581196581197,0.091965811965812,-0.180854700854701,0.185641025641026,0.0564102564102564,-0.259487179487179,0.145299145299145,-0.0776068376068376,0.335384615384615,-0.0762393162393162,-0.331965811965812,-0.277948717948718,-0.272478632478632,0.0776068376068376
"American.Redstart",0.137094017094017,0.158974358974359,0.241709401709402,0.247863247863248,0.195897435897436,0.517264957264957,0.267692307692308,-0.137094017094017,-0.137777777777778,-0.0769230769230769,-0.171282051282051,0.312136752136752,-0.00444444444444444,0.252649572649573,0.238290598290598,0.0994871794871795,0.137777777777778,0.234871794871795,-0.174017094017094,-0.0181196581196581,-0.351794871794872,-0.0687179487179487,0.0174358974358974,-0.0591452991452991,0.109059829059829,0.16034188034188,1,0.408547008547008,0.178803418803419,0.10974358974359,0.321709401709402,0.04,-0.0967521367521367,0.101538461538462,0.282051282051282,0.158974358974359,-0.0256410256410256,0.0523076923076923,-0.0352136752136752,0.2,-0.21982905982906,0.0974358974358974,0.0994871794871795,0.314871794871795,0.11042735042735,0.193162393162393,0.496068376068376,0.0468376068376068,0.0926495726495726,0.243760683760684,0.16034188034188,-0.0598290598290598,-0.065982905982906,0.0153846153846154,0.0482051282051282,0.103589743589744,-0.0393162393162393,0.53982905982906,0.142564102564103,0.223247863247863,0.0523076923076923,-0.113162393162393,-0.0598290598290598,0.0345299145299145,0.0988034188034188,0.238974358974359,-0.0851282051282051
"Barn.Swallow",0.213675213675214,0.258119658119658,0.179487179487179,0.13982905982906,-0.162393162393162,0.135726495726496,0.00102564102564103,0.135042735042735,0.00444444444444444,0.00307692307692308,-0.352478632478632,0.247179487179487,-0.0543589743589744,0.18974358974359,0.0064957264957265,-0.12957264957265,-0.0639316239316239,-0.161709401709402,0.0516239316239316,-0.10017094017094,-0.396239316239316,-0.117264957264957,-0.0905982905982906,-0.0851282051282051,-0.331282051282051,-0.126153846153846,0.408547008547008,1,0.402393162393162,0.256752136752137,0.596581196581196,0.094017094017094,-0.193162393162393,-0.0427350427350427,0.107692307692308,0.0858119658119658,-0.175384615384615,-0.167179487179487,-0.29025641025641,0.189059829059829,0.0823931623931624,0.117948717948718,0.301196581196581,0.0926495726495726,0.137777777777778,0.34017094017094,0.35042735042735,-0.0413675213675214,-0.134358974358974,-0.154871794871795,-0.204102564102564,0.014017094017094,-0.100854700854701,-0.254017094017094,0.161709401709402,0.260854700854701,0.154871794871795,-0.00991452991452991,-0.024957264957265,-0.0502564102564102,-0.147350427350427,-0.0782905982905983,0.422905982905983,-0.108376068376068,0.246495726495726,0.39008547008547,0.152820512820513
"Cliff.Swallow",0.223931623931624,0.29025641025641,0.206837606837607,-0.0830769230769231,-0.148034188034188,0.148717948717949,-0.0297435897435897,-0.0413675213675214,0.0878632478632479,0.153504273504273,-0.100854700854701,0.284786324786325,0.0393162393162393,-0.000341880341880342,-0.0358974358974359,0.156239316239316,0.0577777777777778,0.128205128205128,0.0482051282051282,0.0434188034188034,0.0441025641025641,-0.0235897435897436,0.078974358974359,0.164444444444444,0.00307692307692308,-0.0153846153846154,0.178803418803419,0.402393162393162,1,0.444102564102564,0.373675213675214,0.293675213675214,0.173333333333333,0.055042735042735,0.0871794871794872,0.145982905982906,0.113846153846154,0.102905982905983,-0.147350427350427,0.310769230769231,0.202051282051282,0.0235897435897436,0.0694017094017094,-0.176068376068376,0.0174358974358974,0.182905982905983,-0.052991452991453,-0.267008547008547,-0.16991452991453,-0.102222222222222,-0.280683760683761,0.20957264957265,-0.268376068376068,-0.120683760683761,-0.0393162393162393,-0.0885470085470085,-0.107008547008547,-0.102222222222222,0.0338461538461538,0.0803418803418803,-0.0851282051282051,0.246495726495726,0.126837606837607,-0.315555555555556,0.125470085470085,0.30051282051282,0.174017094017094
"American.Crow",0.561025641025641,0.309401709401709,0.456410256410256,0.398290598290598,0.122735042735043,0.228717948717949,0.38051282051282,0.225982905982906,0.374358974358974,0.503589743589744,0.43042735042735,0.62051282051282,0.530940170940171,-0.2,0.206837606837607,0.455042735042735,0.329230769230769,0.237606837606838,-0.0714529914529914,-0.0823931623931624,-0.0673504273504273,0.269059829059829,0.232820512820513,0.343589743589744,0.184957264957265,0.329230769230769,0.10974358974359,0.256752136752137,0.444102564102564,1,0.605470085470085,0.271111111111111,0.457094017094017,0.295042735042735,0.158974358974359,0.143931623931624,0.385982905982906,0.0981196581196581,0.0796581196581197,0.201367521367521,0.232136752136752,0.343589743589744,0.229401709401709,0.0905982905982906,0.217094017094017,0.232820512820513,0.0892307692307692,0.0297435897435897,0.175384615384615,-0.140512820512821,0.103589743589744,-0.0564102564102564,-0.228034188034188,0.0844444444444444,-0.107008547008547,-0.323076923076923,-0.00786324786324786,-0.202735042735043,-0.154871794871795,-0.0174358974358974,-0.136410256410256,-0.0064957264957265,0.155555555555556,-0.573333333333333,-0.141196581196581,-0.0502564102564102,0.0160683760683761
"N..Rough.winged.Swallow",0.405811965811966,0.336068376068376,0.523418803418803,0.192478632478632,0.0967521367521367,0.0632478632478632,0.148717948717949,0.158290598290598,0.0523076923076923,0.134358974358974,-0.00307692307692308,0.482393162393162,0.272478632478632,-0.0844444444444444,0.0147008547008547,0.151452991452991,0.0393162393162393,0.111794871794872,0.122051282051282,-0.0933333333333333,-0.29025641025641,0.0413675213675214,0.065982905982906,-0.00307692307692308,-0.165128205128205,-0.0181196581196581,0.321709401709402,0.596581196581196,0.373675213675214,0.605470085470085,1,0.13982905982906,0.123418803418803,0.123418803418803,0.212307692307692,0.18017094017094,0.167179487179487,-0.0482051282051282,-0.171965811965812,0.0666666666666667,-0.0372649572649573,0.124786324786325,0.39965811965812,0.327179487179487,0.341538461538462,0.396239316239316,0.377094017094017,0.0126495726495726,0.0311111111111111,-0.0222222222222222,-0.143931623931624,-0.321709401709402,-0.276581196581197,-0.264957264957265,-0.0714529914529914,-0.014017094017094,0.0222222222222222,-0.00717948717948718,-0.115213675213675,-0.0304273504273504,-0.0796581196581197,-0.347008547008547,0.0358974358974359,-0.0208547008547009,0.0953846153846154,0.137094017094017,-0.13025641025641
"Blue.Grosbeak",0.383931623931624,0.388717948717949,0.193162393162393,0.113162393162393,0.0064957264957265,0.0591452991452991,0.142564102564103,0.00307692307692308,-0.112478632478632,0.406495726495726,0.0899145299145299,0.164444444444444,0.134358974358974,0.0899145299145299,0.0933333333333333,0.396239316239316,0.236923076923077,0.216410256410256,0.178119658119658,0.0488888888888889,0.32034188034188,0.167179487179487,0.219145299145299,0.263589743589744,0.368888888888889,0.494017094017094,0.04,0.094017094017094,0.293675213675214,0.271111111111111,0.13982905982906,1,0.70051282051282,0.374358974358974,0.45025641025641,0.422222222222222,0.297777777777778,0.402393162393162,0.251965811965812,0.623247863247863,0.576068376068376,0.682735042735043,0.461196581196581,0.238290598290598,0.522735042735043,0.292307692307692,0.143247863247863,0.341538461538462,0.176752136752137,0.283418803418803,0.141196581196581,-0.00717948717948718,0.197948717948718,0.106324786324786,-0.22051282051282,-0.245811965811966,-0.2,-0.195213675213675,-0.203418803418803,-0.191111111111111,-0.252649572649573,0.0618803418803419,-0.241025641025641,-0.269059829059829,0.0536752136752137,0.176752136752137,0.297777777777778
"Yellow.breasted.Chat",0.167863247863248,0.0222222222222222,0.0646153846153846,-0.0509401709401709,-0.128205128205128,-0.052991452991453,0.179487179487179,-0.171965811965812,0.119316239316239,0.43042735042735,0.381880341880342,0.0215384615384615,0.154188034188034,-0.186324786324786,0.143247863247863,0.385982905982906,0.177435897435897,0.0639316239316239,-0.112478632478632,-0.0256410256410256,0.396923076923077,0.232136752136752,0.219145299145299,0.18974358974359,0.338119658119658,0.498119658119658,-0.0967521367521367,-0.193162393162393,0.173333333333333,0.457094017094017,0.123418803418803,0.70051282051282,1,0.187692307692308,0.178119658119658,0.292307692307692,0.24991452991453,0.304615384615385,0.261538461538461,0.272478632478632,0.495384615384615,0.574017094017094,0.284786324786325,0.130940170940171,0.318974358974359,-0.00581196581196581,-0.107008547008547,0.387350427350427,0.29982905982906,0.230769230769231,0.208888888888889,0.0304273504273504,0.277948717948718,0.149401709401709,-0.246495726495726,-0.446153846153846,-0.343589743589744,-0.39008547008547,-0.448205128205128,-0.373675213675214,-0.522051282051282,-0.0652991452991453,-0.557606837606837,-0.371623931623932,-0.0728205128205128,-0.136410256410256,0.117264957264957
"Eastern.Wood.Pewee",0.66017094017094,0.603418803418803,0.452991452991453,0.56991452991453,0.563760683760684,0.317606837606838,0.445470085470085,0.309401709401709,-0.00376068376068376,0.32991452991453,0.306666666666667,0.50974358974359,0.538461538461538,0.140512820512821,0.314871794871795,0.30051282051282,0.499487179487179,0.621196581196581,0.204102564102564,-0.04,0.31965811965812,0.418803418803419,0.46051282051282,0.487863247863248,0.463931623931624,0.454358974358974,0.101538461538462,-0.0427350427350427,0.055042735042735,0.295042735042735,0.123418803418803,0.374358974358974,0.187692307692308,1,0.766837606837607,0.692307692307692,0.690940170940171,0.668376068376068,0.31008547008547,0.32034188034188,0.379145299145299,0.536410256410256,0.386666666666667,0.335384615384615,0.507008547008547,0.634871794871795,0.388717948717949,0.198632478632479,0.228034188034188,0.50017094017094,0.503589743589744,-0.288888888888889,-0.147350427350427,0.168547008547009,-0.027008547008547,-0.194529914529915,-0.177435897435897,0.211623931623932,0.0482051282051282,-0.0926495726495726,0.167863247863248,0.199316239316239,-0.068034188034188,-0.120683760683761,0.228034188034188,0.345641025641026,0.497435897435897
"House.Finch",0.557606837606837,0.444786324786325,0.329230769230769,0.337435897435897,0.412649572649573,0.158290598290598,0.196581196581197,0.109059829059829,-0.322393162393162,0.246495726495726,0.107692307692308,0.443418803418803,0.452991452991453,0.21982905982906,0.202735042735043,0.262905982905983,0.310769230769231,0.456410256410256,0.162393162393162,-0.0413675213675214,0.147350427350427,-0.00307692307692308,0.163076923076923,0.30051282051282,0.191794871794872,0.226666666666667,0.282051282051282,0.107692307692308,0.0871794871794872,0.158974358974359,0.212307692307692,0.45025641025641,0.178119658119658,0.766837606837607,1,0.775042735042735,0.625299145299145,0.556239316239316,0.398290598290598,0.643076923076923,0.483760683760684,0.692991452991453,0.49059829059829,0.446153846153846,0.6,0.576068376068376,0.55965811965812,0.305982905982906,0.225982905982906,0.679316239316239,0.524786324786325,-0.181538461538462,0.0188034188034188,-0.00376068376068376,-0.233504273504273,-0.342905982905983,-0.485811965811966,0.134358974358974,0.0509401709401709,-0.259487179487179,0.027008547008547,-0.00854700854700855,-0.247863247863248,-0.0488888888888889,0.245128205128205,0.554871794871795,0.474871794871795
"Mourning.Dove",0.486495726495726,0.493333333333333,0.241025641025641,0.329230769230769,0.238974358974359,0.122735042735043,0.103589743589744,0.065982905982906,-0.215042735042735,0.305982905982906,0.216410256410256,0.313504273504273,0.356581196581197,0.128888888888889,0.165128205128205,0.313504273504273,0.214358974358974,0.347008547008547,0.206153846153846,0.0748717948717949,0.365470085470085,0.134358974358974,0.476239316239316,0.148717948717949,0.0851282051282051,0.194529914529915,0.158974358974359,0.0858119658119658,0.145982905982906,0.143931623931624,0.18017094017094,0.422222222222222,0.292307692307692,0.692307692307692,0.775042735042735,1,0.587692307692308,0.567863247863248,0.372307692307692,0.439316239316239,0.436581196581197,0.478974358974359,0.403760683760684,0.502905982905983,0.598632478632479,0.419487179487179,0.433846153846154,0.36957264957265,0.210940170940171,0.669059829059829,0.26974358974359,-0.176752136752137,-0.154871794871795,-0.0222222222222222,-0.04,-0.219145299145299,-0.48991452991453,0.134358974358974,-0.0905982905982906,-0.309401709401709,-0.0844444444444444,-0.0905982905982906,-0.398974358974359,0.174700854700855,0.451623931623932,0.463247863247863,0.548717948717949
"Carolina.Chickadee",0.518632478632479,0.515213675213675,0.271111111111111,0.45025641025641,0.548717948717949,0.165811965811966,0.194529914529915,0.244444444444444,0.0885470085470085,0.513162393162393,0.538461538461538,0.429059829059829,0.541880341880342,0.0167521367521367,0.311452991452991,0.347008547008547,0.332649572649573,0.413333333333333,0.357948717948718,0.234871794871795,0.420854700854701,0.249230769230769,0.348376068376068,0.357948717948718,0.334700854700855,0.344957264957265,-0.0256410256410256,-0.175384615384615,0.113846153846154,0.385982905982906,0.167179487179487,0.297777777777778,0.24991452991453,0.690940170940171,0.625299145299145,0.587692307692308,1,0.648547008547008,0.502222222222222,0.42974358974359,0.362051282051282,0.504957264957265,0.392820512820513,0.463247863247863,0.563076923076923,0.466666666666667,0.185641025641026,0.402393162393162,0.410598290598291,0.435897435897436,0.42017094017094,-0.182905982905983,0.00581196581196581,0.242393162393162,0.0126495726495726,-0.223247863247863,-0.151452991452991,0.0741880341880342,0.0926495726495726,0.0700854700854701,0.222564102564103,0.210940170940171,-0.172649572649573,0.0229059829059829,-0.0215384615384615,0.120683760683761,0.277948717948718
"Tufted.Titmouse",0.202735042735043,0.303247863247863,0.0967521367521367,0.463247863247863,0.503589743589744,0.126153846153846,0.0235897435897436,0.237606837606838,0.106324786324786,0.353846153846154,0.384615384615385,0.236923076923077,0.322393162393162,0.247863247863248,0.523418803418803,0.312136752136752,0.448888888888889,0.587692307692308,0.356581196581197,0.431794871794872,0.623931623931624,0.396923076923077,0.612991452991453,0.452991452991453,0.606837606837607,0.684786324786325,0.0523076923076923,-0.167179487179487,0.102905982905983,0.0981196581196581,-0.0482051282051282,0.402393162393162,0.304615384615385,0.668376068376068,0.556239316239316,0.567863247863248,0.648547008547008,1,0.393504273504273,0.32034188034188,0.532307692307692,0.414017094017094,0.230769230769231,0.243760683760684,0.467350427350427,0.465982905982906,0.11042735042735,0.383247863247863,0.448888888888889,0.316923076923077,0.21982905982906,-0.237606837606838,0.0188034188034188,0.229401709401709,0.0851282051282051,-0.188376068376068,-0.104273504273504,0.184957264957265,-0.138461538461538,0.128205128205128,0.0953846153846154,0.462564102564102,-0.22051282051282,0.000341880341880342,0.0235897435897436,0.117948717948718,0.464615384615385
"Brown.Thrasher",0.294358974358974,-0.0974358974358974,-0.201367521367521,0.218461538461538,0.318974358974359,0.0830769230769231,-0.0502564102564102,-0.16991452991453,-0.116581196581197,0.266324786324786,0.388717948717949,0.277948717948718,0.215726495726496,-0.0618803418803419,0.0509401709401709,0.336752136752137,0.216410256410256,0.348376068376068,0.234871794871795,0.334700854700855,0.229401709401709,-0.0358974358974359,0.127521367521368,0.376410256410256,0.242393162393162,0.23965811965812,-0.0352136752136752,-0.29025641025641,-0.147350427350427,0.0796581196581197,-0.171965811965812,0.251965811965812,0.261538461538461,0.31008547008547,0.398290598290598,0.372307692307692,0.502222222222222,0.393504273504273,1,0.428376068376068,0.368888888888889,0.37025641025641,0.206153846153846,0.335384615384615,0.173333333333333,0.121367521367521,0.143247863247863,0.141196581196581,0.377777777777778,0.262905982905983,0.296410256410256,0.195213675213675,0.144615384615385,0.225982905982906,-0.024957264957265,-0.158974358974359,-0.115897435897436,0.122051282051282,0.226666666666667,0.255384615384615,0.156239316239316,0.16034188034188,-0.272478632478632,-0.161025641025641,-0.202051282051282,0.00786324786324786,0.246495726495726
"European.Starling",0.318290598290598,0.418119658119658,0.206153846153846,0.245811965811966,0.0748717948717949,0.245811965811966,-0.0536752136752137,0.0652991452991453,-0.18974358974359,0.548034188034188,0.184273504273504,0.431111111111111,0.354529914529914,0.312136752136752,0.252649572649573,0.388034188034188,0.180854700854701,0.245128205128205,0.189059829059829,0.0427350427350427,0.0981196581196581,-0.0858119658119658,0.0639316239316239,0.276581196581197,0.149401709401709,0.135726495726496,0.2,0.189059829059829,0.310769230769231,0.201367521367521,0.0666666666666667,0.623247863247863,0.272478632478632,0.32034188034188,0.643076923076923,0.439316239316239,0.42974358974359,0.32034188034188,0.428376068376068,1,0.638974358974359,0.690940170940171,0.32034188034188,0.269059829059829,0.530940170940171,0.341538461538462,0.382564102564103,0.328547008547008,0.188376068376068,0.259487179487179,0.243076923076923,0.133675213675214,0.0126495726495726,0.0297435897435897,-0.194529914529915,-0.376410256410256,-0.343589743589744,-0.126837606837607,0.0427350427350427,-0.0885470085470085,-0.102222222222222,0.120683760683761,-0.00581196581196581,-0.262222222222222,-0.0926495726495726,0.36957264957265,0.323760683760684
"Indigo.Bunting",0.0776068376068376,0.0844444444444444,-0.0536752136752137,0.140512820512821,-0.106324786324786,-0.0468376068376068,-0.139145299145299,0.113162393162393,-0.0105982905982906,0.513846153846154,0.340854700854701,0.151452991452991,0.40034188034188,0.378461538461538,0.38051282051282,0.363418803418803,0.137094017094017,0.223247863247863,0.131623931623932,0.111794871794872,0.468034188034188,0.144615384615385,0.293675213675214,0.433846153846154,0.302564102564102,0.391452991452991,-0.21982905982906,0.0823931623931624,0.202051282051282,0.232136752136752,-0.0372649572649573,0.576068376068376,0.495384615384615,0.379145299145299,0.483760683760684,0.436581196581197,0.362051282051282,0.532307692307692,0.368888888888889,0.638974358974359,1,0.70051282051282,0.32034188034188,0.0406837606837607,0.427008547008547,0.250598290598291,0.0618803418803419,0.389401709401709,0.329230769230769,0.0926495726495726,0.132991452991453,-0.0953846153846154,0.0892307692307692,-0.0994871794871795,-0.0782905982905983,-0.471452991452991,-0.34974358974359,-0.308034188034188,-0.142564102564103,-0.281367521367521,-0.364102564102564,0.365470085470085,-0.0188034188034188,-0.401025641025641,-0.0311111111111111,0.251282051282051,0.442735042735043
"Northern.Mockingbird",0.347008547008547,0.29982905982906,0.262905982905983,0.29982905982906,0.149401709401709,0.078974358974359,0.275897435897436,0.0851282051282051,-0.122735042735043,0.484444444444444,0.241025641025641,0.256068376068376,0.407863247863248,0.241709401709402,0.273846153846154,0.411282051282051,0.292991452991453,0.193162393162393,0.0167521367521367,-0.0748717948717949,0.223931623931624,0.115897435897436,0.0762393162393162,0.327179487179487,0.277948717948718,0.428376068376068,0.0974358974358974,0.117948717948718,0.0235897435897436,0.343589743589744,0.124786324786325,0.682735042735043,0.574017094017094,0.536410256410256,0.692991452991453,0.478974358974359,0.504957264957265,0.414017094017094,0.37025641025641,0.690940170940171,0.70051282051282,1,0.53982905982906,0.422905982905983,0.63965811965812,0.390769230769231,0.372307692307692,0.563760683760684,0.414700854700855,0.45982905982906,0.565128205128205,-0.0694017094017094,0.303247863247863,0.0523076923076923,-0.0769230769230769,-0.378461538461538,-0.367521367521367,-0.202051282051282,-0.176068376068376,-0.347008547008547,-0.326495726495727,0.0194871794871795,-0.205470085470085,-0.357264957264957,0.0776068376068376,0.283418803418803,0.286837606837607
"Chimney.Swift",0.426324786324786,0.207521367521368,0.204786324786325,0.0762393162393162,0.166495726495726,0.29025641025641,0.337435897435897,0.425641025641026,0.12957264957265,0.273162393162393,0.305299145299145,0.401025641025641,0.261538461538461,0.10017094017094,0.00102564102564103,0.0105982905982906,0.362735042735043,0.224615384615385,0.375726495726496,0.0461538461538461,0.303931623931624,0.267008547008547,0.140512820512821,0.156239316239316,0.0769230769230769,0.275213675213675,0.0994871794871795,0.301196581196581,0.0694017094017094,0.229401709401709,0.39965811965812,0.461196581196581,0.284786324786325,0.386666666666667,0.49059829059829,0.403760683760684,0.392820512820513,0.230769230769231,0.206153846153846,0.32034188034188,0.32034188034188,0.53982905982906,1,0.45982905982906,0.583589743589744,0.428376068376068,0.372991452991453,0.413333333333333,0.205470085470085,0.450940170940171,0.302564102564102,-0.126153846153846,0.420854700854701,0.254700854700855,-0.0147008547008547,0.118632478632479,-0.0297435897435897,-0.027008547008547,-0.102905982905983,-0.130940170940171,0.0441025641025641,-0.217777777777778,-0.208888888888889,-0.00923076923076923,0.0160683760683761,0.375726495726496,0.189059829059829
"Brown.headed.Nuthatch",0.361367521367521,0.355897435897436,0.473504273504273,0.455726495726496,0.394871794871795,0.29025641025641,0.332649572649573,0.184273504273504,-0.0297435897435897,0.262222222222222,0.21025641025641,0.304615384615385,0.39965811965812,0.297094017094017,0.282051282051282,0.453675213675214,0.263589743589744,0.298461538461538,0.474871794871795,0.264273504273504,0.113846153846154,0.197264957264957,0.342905982905983,0.0769230769230769,0.145982905982906,0.194529914529915,0.314871794871795,0.0926495726495726,-0.176068376068376,0.0905982905982906,0.327179487179487,0.238290598290598,0.130940170940171,0.335384615384615,0.446153846153846,0.502905982905983,0.463247863247863,0.243760683760684,0.335384615384615,0.269059829059829,0.0406837606837607,0.422905982905983,0.45982905982906,1,0.731965811965812,0.515213675213675,0.721025641025641,0.599316239316239,0.342905982905983,0.53025641025641,0.267692307692308,-0.37025641025641,-0.065982905982906,-0.0372649572649573,-0.0222222222222222,0.014017094017094,-0.00923076923076923,0.373675213675214,0.102222222222222,0.0748717948717949,-0.0912820512820513,-0.191794871794872,-0.279316239316239,0.207521367521368,0.247863247863248,0.150769230769231,-0.0844444444444444
"Great.Crested.Flycatcher",0.357264957264957,0.594529914529914,0.597264957264957,0.496752136752137,0.261538461538461,0.238290598290598,0.184273504273504,0.45982905982906,0.0133333333333333,0.524786324786325,0.357264957264957,0.366153846153846,0.502222222222222,0.375042735042735,0.335384615384615,0.472136752136752,0.481025641025641,0.416068376068376,0.512478632478632,0.24991452991453,0.443418803418803,0.407863247863248,0.52957264957265,0.324444444444444,0.310769230769231,0.381196581196581,0.11042735042735,0.137777777777778,0.0174358974358974,0.217094017094017,0.341538461538462,0.522735042735043,0.318974358974359,0.507008547008547,0.6,0.598632478632479,0.563076923076923,0.467350427350427,0.173333333333333,0.530940170940171,0.427008547008547,0.63965811965812,0.583589743589744,0.731965811965812,1,0.543247863247863,0.576752136752137,0.647179487179487,0.241025641025641,0.535042735042735,0.248547008547009,-0.410598290598291,-0.096068376068376,0.0823931623931624,-0.0755555555555555,-0.187008547008547,-0.204102564102564,0.0591452991452991,-0.0871794871794872,-0.13025641025641,-0.103589743589744,0.00786324786324786,-0.163760683760684,0.0823931623931624,0.0304273504273504,0.232820512820513,0.225982905982906
