"","Brown.headed.Cowbird","Orchard.Oriole","Yellow.throated.Warbler","Red.headed.Woodpecker","White.eyed.Vireo","Carolina.Wren","Ruby.throated.Hummingbird","Prothonotary.Warbler","Scarlet.Tanager","Fish.Crow","Northern.Cardinal","Chipping.Sparrow","Pine.Warbler","Common.Yellowthroat","Eastern.Bluebird","Prairie.Warbler","Blue.gray.Gnatcatcher","Ovenbird","Eastern.Kingbird","Northern.Parula","Wood.Thrush","Red.eyed.Vireo","Summer.Tanager","Hooded.Warbler","Blue.Jay","Red.bellied.Woodpecker","American.Redstart","Barn.Swallow","Cliff.Swallow","American.Crow","N..Rough.winged.Swallow","Blue.Grosbeak","Yellow.breasted.Chat","Eastern.Wood.Pewee","House.Finch","Mourning.Dove","Carolina.Chickadee","Tufted.Titmouse","Brown.Thrasher","European.Starling","Indigo.Bunting","Northern.Mockingbird","Chimney.Swift","Brown.headed.Nuthatch","Great.Crested.Flycatcher","American.Goldfinch","Eastern.Phoebe","American.Robin","Eastern.Towhee","Acadian.Flycatcher","White.breasted.Nuthatch","Purple.Martin","Bobolink","Downy.Woodpecker","Gray.Catbird","Black.throated.Blue.Warbler","Yellow.rumped..Myrtle..Warbler","Black.thr.Blue.Warbler","Yellow.rumped.Warbler","Black.and.white.Warbler","House.Wren","Ring.billed.Gull","White.throated.Sparrow","Cedar.Waxwing","Red.winged.Blackbird","Common.Grackle","House.Sparrow"
"Northern.Cardinal",0.201367521367521,0.124102564102564,0.156239316239316,0.426324786324786,0.301880341880342,0.441367521367521,0.305299145299145,0.49059829059829,0.632136752136752,0.727863247863248,1,0.498119658119658,0.628717948717949,0.0160683760683761,0.493333333333333,0.367521367521367,0.442051282051282,0.385299145299145,0.217094017094017,0.293675213675214,0.507692307692308,0.585641025641025,0.583589743589744,0.390769230769231,0.444102564102564,0.476923076923077,-0.171282051282051,-0.352478632478632,-0.100854700854701,0.43042735042735,-0.00307692307692308,0.0899145299145299,0.381880341880342,0.306666666666667,0.107692307692308,0.216410256410256,0.538461538461538,0.384615384615385,0.388717948717949,0.184273504273504,0.340854700854701,0.241025641025641,0.305299145299145,0.21025641025641,0.357264957264957,0.0885470085470085,-0.0153846153846154,0.419487179487179,0.420854700854701,0.0714529914529914,0.284786324786325,-0.107008547008547,0.0160683760683761,0.528888888888889,0.052991452991453,-0.304615384615385,0.0393162393162393,-0.0933333333333333,-0.136410256410256,0.0864957264957265,0.0468376068376068,0.100854700854701,-0.102905982905983,-0.202051282051282,-0.409230769230769,-0.261538461538461,-0.00170940170940171
"Chipping.Sparrow",0.684786324786325,0.476923076923077,0.565811965811966,0.614358974358974,0.431111111111111,0.629401709401709,0.487179487179487,0.474188034188034,0.306666666666667,0.500854700854701,0.498119658119658,1,0.722393162393162,0.13982905982906,0.323076923076923,0.440683760683761,0.558290598290598,0.626666666666666,0.312136752136752,-0.00376068376068376,-0.101538461538462,0.342222222222222,0.356581196581197,0.353162393162393,0.233504273504273,0.217094017094017,0.312136752136752,0.247179487179487,0.284786324786325,0.62051282051282,0.482393162393162,0.164444444444444,0.0215384615384615,0.50974358974359,0.443418803418803,0.313504273504273,0.429059829059829,0.236923076923077,0.277948717948718,0.431111111111111,0.151452991452991,0.256068376068376,0.401025641025641,0.304615384615385,0.366153846153846,0.52,0.501538461538461,0.00102564102564103,0.0803418803418803,0.0290598290598291,0.178803418803419,-0.154871794871795,-0.301880341880342,0.259487179487179,-0.096068376068376,-0.161709401709402,0.0707692307692308,0.230769230769231,0.135042735042735,0.231452991452991,0.298461538461538,0.00170940170940171,0.23008547008547,-0.353846153846154,-0.115897435897436,0.294358974358974,0.163076923076923
"Pine.Warbler",0.473504273504273,0.365470085470085,0.53982905982906,0.594529914529914,0.32034188034188,0.337435897435897,0.483076923076923,0.454358974358974,0.260854700854701,0.53025641025641,0.628717948717949,0.722393162393162,1,0.407863247863248,0.544615384615385,0.684102564102564,0.468717948717949,0.589059829059829,0.315555555555556,-0.0174358974358974,0.122051282051282,0.405128205128205,0.457777777777778,0.332649572649573,0.353162393162393,0.246495726495726,-0.00444444444444444,-0.0543589743589744,0.0393162393162393,0.530940170940171,0.272478632478632,0.134358974358974,0.154188034188034,0.538461538461538,0.452991452991453,0.356581196581197,0.541880341880342,0.322393162393162,0.215726495726496,0.354529914529914,0.40034188034188,0.407863247863248,0.261538461538461,0.39965811965812,0.502222222222222,0.461880341880342,0.424957264957265,0.292991452991453,0.19042735042735,0.0892307692307692,0.283418803418803,-0.511111111111111,-0.264957264957265,0.094017094017094,-0.206153846153846,-0.494700854700855,-0.163076923076923,0.161709401709402,0.155555555555556,-0.0112820512820513,0.0331623931623932,0.16991452991453,0.154188034188034,-0.340854700854701,0.0153846153846154,0.250598290598291,0.094017094017094
"Common.Yellowthroat",-0.200683760683761,0.122735042735043,0.196581196581197,0.276581196581197,-0.0926495726495726,0.243760683760684,0.108376068376068,0.176068376068376,-0.128888888888889,0.0837606837606838,0.0160683760683761,0.13982905982906,0.407863247863248,1,0.475555555555556,0.433846153846154,0.237606837606838,0.414017094017094,0.404444444444444,0.0639316239316239,0.15008547008547,0.167863247863248,0.271111111111111,0.0324786324786325,0.27042735042735,0.111111111111111,0.252649572649573,0.18974358974359,-0.000341880341880342,-0.2,-0.0844444444444444,0.0899145299145299,-0.186324786324786,0.140512820512821,0.21982905982906,0.128888888888889,0.0167521367521367,0.247863247863248,-0.0618803418803419,0.312136752136752,0.378461538461538,0.241709401709402,0.10017094017094,0.297094017094017,0.375042735042735,0.348376068376068,0.48034188034188,0.286153846153846,0.0352136752136752,-0.042051282051282,-0.119316239316239,-0.597264957264957,-0.122051282051282,-0.254017094017094,0.104273504273504,0.00786324786324786,-0.0372649572649573,0.492649572649573,0.392136752136752,0.165811965811966,0.0386324786324786,0.461196581196581,0.272478632478632,-0.0728205128205128,0.224615384615385,0.478974358974359,0.179487179487179
"Eastern.Bluebird",0.0899145299145299,0.222564102564103,0.213675213675214,0.557606837606837,0.236923076923077,0.463931623931624,0.204102564102564,0.344273504273504,0.45025641025641,0.502905982905983,0.493333333333333,0.323076923076923,0.544615384615385,0.475555555555556,1,0.318290598290598,0.225299145299145,0.359316239316239,0.152136752136752,0.145299145299145,0.207521367521368,0.425641025641026,0.568547008547008,0.235555555555556,0.608205128205128,0.508376068376068,0.238290598290598,0.0064957264957265,-0.0358974358974359,0.206837606837607,0.0147008547008547,0.0933333333333333,0.143247863247863,0.314871794871795,0.202735042735043,0.165128205128205,0.311452991452991,0.523418803418803,0.0509401709401709,0.252649572649573,0.38051282051282,0.273846153846154,0.00102564102564103,0.282051282051282,0.335384615384615,0.444102564102564,0.309401709401709,0.554188034188034,0.450940170940171,-0.0543589743589744,0.192478632478632,-0.338119658119658,-0.136410256410256,0.135042735042735,-0.0160683760683761,-0.32991452991453,0.0611965811965812,0.173333333333333,-0.143931623931624,0.078974358974359,-0.297777777777778,0.340854700854701,0.0967521367521367,-0.134358974358974,-0.0844444444444444,-0.112478632478632,0.0317948717948718
"Prairie.Warbler",0.24034188034188,0.267692307692308,0.494700854700855,0.534358974358974,0.165128205128205,0.13025641025641,0.316923076923077,0.0741880341880342,-0.00376068376068376,0.403760683760684,0.367521367521367,0.440683760683761,0.684102564102564,0.433846153846154,0.318290598290598,1,0.466666666666667,0.574017094017094,0.284102564102564,0.2,0.158290598290598,0.261538461538461,0.461880341880342,0.333333333333333,0.389401709401709,0.347008547008547,0.0994871794871795,-0.12957264957265,0.156239316239316,0.455042735042735,0.151452991452991,0.396239316239316,0.385982905982906,0.30051282051282,0.262905982905983,0.313504273504273,0.347008547008547,0.312136752136752,0.336752136752137,0.388034188034188,0.363418803418803,0.411282051282051,0.0105982905982906,0.453675213675214,0.472136752136752,0.235555555555556,0.347692307692308,0.245128205128205,0.232820512820513,0.0427350427350427,0.0338461538461538,-0.414017094017094,-0.325811965811966,-0.0557264957264957,-0.103589743589744,-0.416068376068376,-0.179487179487179,0.237606837606838,0.193162393162393,0.189059829059829,-0.0454700854700855,0.262905982905983,0.000341880341880342,-0.388717948717949,0.0823931623931624,0.12,0.0256410256410256
"Blue.gray.Gnatcatcher",0.403076923076923,0.286837606837607,0.535042735042735,0.570598290598291,0.388034188034188,0.444786324786325,0.468034188034188,0.576752136752137,0.324444444444444,0.237606837606838,0.442051282051282,0.558290598290598,0.468717948717949,0.237606837606838,0.225299145299145,0.466666666666667,1,0.789401709401709,0.452307692307692,0.24991452991453,0.420854700854701,0.642393162393162,0.548034188034188,0.544615384615385,0.584273504273504,0.528205128205128,0.137777777777778,-0.0639316239316239,0.0577777777777778,0.329230769230769,0.0393162393162393,0.236923076923077,0.177435897435897,0.499487179487179,0.310769230769231,0.214358974358974,0.332649572649573,0.448888888888889,0.216410256410256,0.180854700854701,0.137094017094017,0.292991452991453,0.362735042735043,0.263589743589744,0.481025641025641,0.443418803418803,0.36957264957265,0.138461538461538,0.0475213675213675,0.208888888888889,0.308717948717949,-0.198632478632479,-0.0153846153846154,0.503589743589744,-0.0776068376068376,-0.0167521367521367,0.0769230769230769,0.279316239316239,0.113162393162393,0.324444444444444,0.31008547008547,0.375042735042735,0.0837606837606838,-0.330598290598291,-0.192478632478632,0.204786324786325,0.342222222222222
"Ovenbird",0.398974358974359,0.297777777777778,0.515897435897436,0.558290598290598,0.446153846153846,0.431794871794872,0.334700854700855,0.384615384615385,0.10017094017094,0.15008547008547,0.385299145299145,0.626666666666666,0.589059829059829,0.414017094017094,0.359316239316239,0.574017094017094,0.789401709401709,1,0.491282051282051,0.237606837606838,0.377777777777778,0.552136752136752,0.607521367521367,0.536410256410256,0.685470085470085,0.446837606837607,0.234871794871795,-0.161709401709402,0.128205128205128,0.237606837606838,0.111794871794872,0.216410256410256,0.0639316239316239,0.621196581196581,0.456410256410256,0.347008547008547,0.413333333333333,0.587692307692308,0.348376068376068,0.245128205128205,0.223247863247863,0.193162393162393,0.224615384615385,0.298461538461538,0.416068376068376,0.555555555555555,0.473504273504273,0.00444444444444444,0.0803418803418803,0.151452991452991,0.177435897435897,-0.439316239316239,-0.295042735042735,0.197948717948718,-0.124102564102564,-0.0981196581196581,-0.000341880341880342,0.553504273504273,0.359316239316239,0.472136752136752,0.381880341880342,0.453675213675214,0.0564102564102564,-0.202051282051282,-0.0611965811965812,0.290940170940171,0.326495726495727
"Eastern.Kingbird",0.241025641025641,0.312820512820513,0.282735042735043,0.278632478632479,0.236239316239316,0.186324786324786,0.0311111111111111,0.440683760683761,0.143247863247863,0.179487179487179,0.217094017094017,0.312136752136752,0.315555555555556,0.404444444444444,0.152136752136752,0.284102564102564,0.452307692307692,0.491282051282051,1,0.395555555555555,0.396923076923077,0.344957264957265,0.414017094017094,0.165128205128205,0.21982905982906,0.0988034188034188,-0.174017094017094,0.0516239316239316,0.0482051282051282,-0.0714529914529914,0.122051282051282,0.178119658119658,-0.112478632478632,0.204102564102564,0.162393162393162,0.206153846153846,0.357948717948718,0.356581196581197,0.234871794871795,0.189059829059829,0.131623931623932,0.0167521367521367,0.375726495726496,0.474871794871795,0.512478632478632,0.575384615384615,0.384615384615385,0.207521367521368,-0.0536752136752137,-0.00376068376068376,-0.253333333333333,-0.414017094017094,-0.113846153846154,0.0324786324786325,-0.094017094017094,0.262222222222222,0.317606837606838,0.327863247863248,0.321025641025641,0.385299145299145,0.352478632478632,0.368888888888889,0.131623931623932,0.0933333333333333,0.011965811965812,0.273162393162393,0.275213675213675
"Northern.Parula",-0.135042735042735,-0.0386324786324786,-0.0434188034188034,0.318290598290598,0.464615384615385,0.117264957264957,-0.158974358974359,0.292307692307692,0.349059829059829,0.24034188034188,0.293675213675214,-0.00376068376068376,-0.0174358974358974,0.0639316239316239,0.145299145299145,0.2,0.24991452991453,0.237606837606838,0.395555555555555,1,0.462564102564102,0.28957264957265,0.486495726495726,0.491965811965812,0.299145299145299,0.470769230769231,-0.0181196581196581,-0.10017094017094,0.0434188034188034,-0.0823931623931624,-0.0933333333333333,0.0488888888888889,-0.0256410256410256,-0.04,-0.0413675213675214,0.0748717948717949,0.234871794871795,0.431794871794872,0.334700854700855,0.0427350427350427,0.111794871794872,-0.0748717948717949,0.0461538461538461,0.264273504273504,0.24991452991453,0.0276923076923077,-0.102905982905983,0.168547008547009,0.32991452991453,0.0837606837606838,-0.0570940170940171,0.118632478632479,-0.0905982905982906,0.271111111111111,0.271111111111111,0.10974358974359,0.379145299145299,0.127521367521368,0.0899145299145299,0.507692307692308,0.152820512820513,0.343589743589744,0.0687179487179487,0.0557264957264957,-0.259487179487179,-0.330598290598291,-0.142564102564103
"Wood.Thrush",-0.0741880341880342,0.0803418803418803,-0.0126495726495726,0.0666666666666667,0.0694017094017094,0.052991452991453,-0.0864957264957265,0.349059829059829,0.258119658119658,0.284102564102564,0.507692307692308,-0.101538461538462,0.122051282051282,0.15008547008547,0.207521367521368,0.158290598290598,0.420854700854701,0.377777777777778,0.396923076923077,0.462564102564102,1,0.599316239316239,0.623247863247863,0.386666666666667,0.528888888888889,0.484444444444444,-0.351794871794872,-0.396239316239316,0.0441025641025641,-0.0673504273504273,-0.29025641025641,0.32034188034188,0.396923076923077,0.31965811965812,0.147350427350427,0.365470085470085,0.420854700854701,0.623931623931624,0.229401709401709,0.0981196581196581,0.468034188034188,0.223931623931624,0.303931623931624,0.113846153846154,0.443418803418803,0.117948717948718,-0.137777777777778,0.368888888888889,0.19042735042735,0.287521367521367,0.113846153846154,-0.115213675213675,0.124102564102564,0.29982905982906,0.0871794871794872,-0.0194871794871795,-0.0823931623931624,-0.0345299145299145,-0.0926495726495726,0.0564102564102564,-0.00854700854700855,0.409230769230769,-0.273846153846154,0.0947008547008547,-0.117948717948718,-0.0290598290598291,0.356581196581197
"Red.eyed.Vireo",0.254700854700855,0.342222222222222,0.445470085470085,0.515897435897436,0.293675213675214,0.474188034188034,0.457777777777778,0.642393162393162,0.631452991452991,0.36,0.585641025641025,0.342222222222222,0.405128205128205,0.167863247863248,0.425641025641026,0.261538461538461,0.642393162393162,0.552136752136752,0.344957264957265,0.28957264957265,0.599316239316239,1,0.731282051282051,0.403076923076923,0.680683760683761,0.55965811965812,-0.0687179487179487,-0.117264957264957,-0.0235897435897436,0.269059829059829,0.0413675213675214,0.167179487179487,0.232136752136752,0.418803418803419,-0.00307692307692308,0.134358974358974,0.249230769230769,0.396923076923077,-0.0358974358974359,-0.0858119658119658,0.144615384615385,0.115897435897436,0.267008547008547,0.197264957264957,0.407863247863248,0.363418803418803,0.143931623931624,0.165128205128205,0.00170940170940171,-0.00102564102564103,0.234871794871795,-0.271111111111111,-0.143247863247863,0.422222222222222,0.155555555555556,0.146666666666667,0.356581196581197,0.216410256410256,0.00991452991452991,0.254017094017094,0.0748717948717949,0.298461538461538,0.163760683760684,-0.138461538461538,-0.0858119658119658,-0.094017094017094,0.171282051282051
