"","Pied.billed.Grebe","Rusty.Blackbird","Carolina.Chickadee","Field.Sparrow","Golden.crowned.Kinglet","European.Starling","Mourning.Dove","American.Robin","Cedar.Waxwing","American.Coot","Northern.Mockingbird","American.Goldfinch","Dark.eyed.Junco","Rock.Pigeon..Feral.Pigeon.","Yellow.rumped.Warbler","House.Sparrow","Ring.necked.Duck","Brown.headed.Cowbird","Swamp.Sparrow","Eastern.Meadowlark","Pine.Warbler","Ruby.crowned.Kinglet","Carolina.Wren","White.breasted.Nuthatch","Brown.headed.Nuthatch","Red.bellied.Woodpecker","Brown.Thrasher","Chipping.Sparrow","Tufted.Titmouse","Downy.Woodpecker","Red.headed.Woodpecker","Hermit.Thrush","Yellow.bellied.Sapsucker","Bufflehead","Horned.Grebe","Ruddy.Duck","Bonaparte.s.Gull","Eastern.Phoebe","Blue.Jay","Fox.Sparrow","Common.Grackle","Eastern.Bluebird","House.Finch","American.Crow","Herring.Gull","Ring.billed.Gull","American.Pipit","Pine.Siskin","Hooded.Merganser","Eastern.Towhee","Northern.Cardinal","Red.winged.Blackbird","White.throated.Sparrow","Northern.Flicker","Song.Sparrow"
"Brown.Thrasher",-0.0577777777777778,-0.155555555555556,-0.0974358974358974,-0.273846153846154,-0.0297435897435897,-0.359316239316239,-0.0673504273504273,-0.0673504273504273,-0.247863247863248,-0.511495291090891,-0.216410256410256,-0.385299145299145,-0.257435897435897,-0.644444444444444,-0.284102564102564,-0.636239316239316,-0.29025641025641,0.0762393162393162,-0.185641025641026,-0.215042735042735,0.158290598290598,0.00786324786324786,0.408547008547008,0.552136752136752,0.452991452991453,0.476239316239316,1,0.589059829059829,0.65059829059829,0.440683760683761,0.368888888888889,0.158290598290598,0.261538461538461,0.468717948717949,0.461196581196581,0.417435897435897,0.281367521367521,0.496752136752137,0.16991452991453,0.0584615384615385,0.0434188034188034,0.27042735042735,-0.200683760683761,-0.055042735042735,0.398290598290598,0.524786324786325,-0.0242735042735043,-0.0854207427777545,-0.0899145299145299,0.437264957264957,0.359316239316239,-0.15008547008547,0.277264957264957,-0.068034188034188,-0.0430842885421521
"Chipping.Sparrow",-0.0536752136752137,-0.151452991452991,0.225982905982906,-0.150769230769231,-0.271111111111111,-0.504273504273504,-0.367521367521367,-0.0741880341880342,-0.21025641025641,-0.516984174160948,-0.366153846153846,-0.469401709401709,-0.653333333333333,-0.760683760683761,-0.440683760683761,-0.489230769230769,-0.188376068376068,-0.143931623931624,-0.174700854700855,-0.474188034188034,0.0598290598290598,-0.13025641025641,0.427008547008547,0.578803418803419,0.576068376068376,0.624615384615385,0.589059829059829,1,0.822905982905983,0.407179487179487,0.39965811965812,0.0201709401709402,0.409230769230769,0.28957264957265,0.132307692307692,0.374358974358974,0.249230769230769,0.379145299145299,0.142564102564103,-0.184957264957265,-0.132307692307692,0.0782905982905983,-0.425641025641026,0.127521367521368,0.528888888888889,0.491965811965812,0.30051282051282,0.0634652104975284,-0.35042735042735,0.284786324786325,0.242393162393162,0.0297435897435897,-0.0379487179487179,-0.0393162393162393,0.050606942097131
"Tufted.Titmouse",0.204786324786325,0.0495726495726496,0.362735042735043,0.00239316239316239,-0.101538461538462,-0.322393162393162,-0.235555555555556,-0.0694017094017094,-0.145982905982906,-0.466898116146682,-0.126153846153846,-0.463247863247863,-0.448888888888889,-0.64991452991453,-0.196581196581197,-0.32034188034188,-0.235555555555556,-0.165128205128205,-0.137094017094017,-0.256752136752137,0.0488888888888889,-0.0994871794871795,0.499487179487179,0.622564102564103,0.677948717948718,0.489230769230769,0.65059829059829,0.822905982905983,1,0.405128205128205,0.37982905982906,0.108376068376068,0.331282051282051,0.171282051282051,0.182222222222222,0.264273504273504,0.284102564102564,0.446837606837607,0.128888888888889,-0.226666666666667,-0.222564102564103,0.188376068376068,-0.241025641025641,0.247863247863248,0.664273504273504,0.556923076923077,0.219145299145299,0.0387652366822741,-0.221196581196581,0.414017094017094,0.211623931623932,-0.0632478632478632,0.147350427350427,-0.0762393162393162,0.172337154168608
"Downy.Woodpecker",0.0406837606837607,-0.250598290598291,0.0953846153846154,-0.223247863247863,-0.153504273504273,-0.342222222222222,-0.117264957264957,0.00786324786324786,-0.10017094017094,-0.465525895379168,-0.435897435897436,-0.445470085470085,-0.375042735042735,-0.454358974358974,-0.352478632478632,-0.191111111111111,-0.0317948717948718,0.149401709401709,0.0981196581196581,-0.328547008547008,0.303247863247863,0.228034188034188,0.47965811965812,0.506324786324786,0.466666666666667,0.591111111111111,0.440683760683761,0.407179487179487,0.405128205128205,1,0.669059829059829,0.358632478632479,0.37982905982906,0.476239316239316,0.558974358974359,0.345641025641026,0.443418803418803,0.496752136752137,0.24991452991453,-0.237606837606838,0.272478632478632,0.21025641025641,-0.0358974358974359,-0.111794871794872,0.0543589743589744,0.0105982905982906,-0.245128205128205,-0.0854207427777545,-0.458461538461538,0.135042735042735,-0.322393162393162,0.215726495726496,0.101538461538462,-0.0461538461538461,0.0574457180562028
"Red.headed.Woodpecker",0.0543589743589744,-0.163076923076923,-0.133675213675214,-0.291623931623932,-0.0584615384615385,-0.280683760683761,-0.162393162393162,-0.122051282051282,-0.276581196581197,-0.178045644584958,-0.191111111111111,-0.418119658119658,-0.482393162393162,-0.483076923076923,-0.393504273504273,-0.174700854700855,-0.0570940170940171,0.251965811965812,-0.00512820512820513,-0.078974358974359,0.317606837606838,0.0317948717948718,0.0625641025641026,0.387350427350427,0.444786324786325,0.618461538461538,0.368888888888889,0.39965811965812,0.37982905982906,0.669059829059829,1,0.292307692307692,0.513162393162393,0.276581196581197,0.39008547008547,0.291623931623932,0.275897435897436,0.346324786324786,0.321709401709402,-0.204102564102564,0.365470085470085,0.268376068376068,-0.141196581196581,0.0837606837606838,0.252649572649573,0.24034188034188,0.0188034188034188,-0.0257291393908899,-0.204786324786325,0.12957264957265,-0.238974358974359,0.000341880341880342,-0.266324786324786,-0.0666666666666667,-0.0892460262658864
"Hermit.Thrush",0.273162393162393,0.163076923076923,-0.283418803418803,-0.176752136752137,-0.0406837606837607,-0.141196581196581,-0.333333333333333,0.272478632478632,0.10017094017094,-0.252831676414478,-0.102222222222222,-0.241025641025641,-0.12,0.102222222222222,0.162393162393162,-0.0700854700854701,-0.0748717948717949,0.221880341880342,0.474188034188034,0.042051282051282,0.151452991452991,0.288888888888889,0.0112820512820513,0.0707692307692308,0.161025641025641,0.0994871794871795,0.158290598290598,0.0201709401709402,0.108376068376068,0.358632478632479,0.292307692307692,1,0.545299145299145,0.366153846153846,0.349059829059829,0.372307692307692,0.455042735042735,0.558290598290598,-0.279316239316239,-0.215042735042735,0.0495726495726496,0.0741880341880342,0.0564102564102564,0.0625641025641026,-0.166495726495726,0.109059829059829,-0.172649572649573,-0.131390138489478,-0.123418803418803,-0.229401709401709,-0.470769230769231,-0.091965811965812,0.0974358974358974,-0.365470085470085,-0.0820653115088611
"Yellow.bellied.Sapsucker",0.0482051282051282,-0.0543589743589744,-0.312820512820513,-0.393504273504273,-0.28957264957265,-0.406495726495726,-0.410598290598291,0.259487179487179,0.0475213675213675,-0.407206512759818,-0.32991452991453,-0.411965811965812,-0.326495726495727,-0.299145299145299,-0.152820512820513,-0.193846153846154,-0.154188034188034,0.0974358974358974,0.068034188034188,-0.297094017094017,-0.0454700854700855,0.014017094017094,0.208205128205128,0.402393162393162,0.46051282051282,0.452991452991453,0.261538461538461,0.409230769230769,0.331282051282051,0.37982905982906,0.513162393162393,0.545299145299145,1,0.528888888888889,0.375042735042735,0.448205128205128,0.372307692307692,0.481709401709402,0.236239316239316,0.0133333333333333,0.0208547008547009,0.0201709401709402,-0.264273504273504,0.055042735042735,0.00512820512820513,0.137094017094017,0.0974358974358974,0.146484566932133,-0.154188034188034,0.052991452991453,-0.104273504273504,0.0926495726495726,0.00512820512820513,-0.301196581196581,-0.168575827391119
"Bufflehead",0.0837606837606838,-0.0905982905982906,-0.301880341880342,-0.362051282051282,-0.273162393162393,-0.171282051282051,0.055042735042735,0.117948717948718,0.00786324786324786,-0.455234239622812,-0.511111111111111,-0.208888888888889,-0.180854700854701,-0.394871794871795,-0.205470085470085,-0.224615384615385,0.0468376068376068,0.0379487179487179,0.0276923076923077,-0.301196581196581,0.105641025641026,0.331965811965812,0.259487179487179,0.19042735042735,0.130940170940171,0.15965811965812,0.468717948717949,0.28957264957265,0.171282051282051,0.476239316239316,0.276581196581197,0.366153846153846,0.528888888888889,1,0.622564102564103,0.534358974358974,0.617094017094017,0.550769230769231,0.024957264957265,-0.0646153846153846,0.206153846153846,0.13982905982906,-0.143931623931624,-0.381880341880342,-0.0447863247863248,-0.135042735042735,-0.0188034188034188,0.0675818728000708,-0.142564102564103,0.0488888888888889,-0.0386324786324786,0.0543589743589744,0.2,-0.244444444444444,-0.0475294929155487
"Horned.Grebe",0.358632478632479,-0.22051282051282,-0.10974358974359,-0.498803418803419,-0.358632478632479,-0.315555555555556,-0.115213675213675,0.0926495726495726,-0.0830769230769231,-0.455234239622812,-0.517264957264957,-0.503589743589744,-0.353846153846154,-0.388034188034188,-0.248547008547009,-0.260854700854701,-0.115213675213675,0.167863247863248,0.0372649572649573,-0.250598290598291,-0.166495726495726,0.0441025641025641,0.188376068376068,0.396923076923077,0.149401709401709,0.29982905982906,0.461196581196581,0.132307692307692,0.182222222222222,0.558974358974359,0.39008547008547,0.349059829059829,0.375042735042735,0.622564102564103,1,0.599316239316239,0.517264957264957,0.492649572649573,-0.0605128205128205,-0.243760683760684,0.246495726495726,-0.0358974358974359,-0.368205128205128,-0.256752136752137,0.0379487179487179,0.0748717948717949,-0.463931623931624,-0.311837169417586,0.00102564102564103,0.23008547008547,-0.128205128205128,0.081025641025641,0.15008547008547,-0.323076923076923,-0.298854509411436
"Ruddy.Duck",0.16034188034188,-0.186324786324786,-0.13982905982906,-0.375726495726496,-0.323760683760684,-0.511111111111111,-0.356581196581197,0.146666666666667,-0.269059829059829,-0.534823044138631,-0.47965811965812,-0.474188034188034,-0.543931623931624,-0.377777777777778,-0.524102564102564,-0.16991452991453,-0.130940170940171,0.186324786324786,-0.00923076923076923,-0.295726495726496,0.0201709401709402,-0.0311111111111111,0.185641025641026,0.437948717948718,0.448205128205128,0.372307692307692,0.417435897435897,0.374358974358974,0.264273504273504,0.345641025641026,0.291623931623932,0.372307692307692,0.448205128205128,0.534358974358974,0.599316239316239,1,0.636923076923077,0.61025641025641,-0.0427350427350427,-0.348376068376068,0.0488888888888889,0.0605128205128205,-0.24034188034188,-0.217094017094017,0.223931623931624,0.324444444444444,-0.338119658119658,-0.156776222688489,-0.245128205128205,0.0912820512820513,0.120683760683761,-0.014017094017094,0.0297435897435897,-0.288205128205128,-0.246537873324537
"Bonaparte.s.Gull",0.332649572649573,0.0147008547008547,-0.0215384615384615,-0.181538461538462,-0.394188034188034,-0.264957264957265,-0.00239316239316239,0.096068376068376,-0.0584615384615385,-0.435337038493857,-0.375042735042735,-0.175384615384615,-0.274529914529914,-0.29025641025641,-0.262222222222222,0.0988034188034188,0.0611965811965812,0.316239316239316,0.114529914529915,-0.164444444444444,-0.0618803418803419,0.014017094017094,0.149401709401709,0.331965811965812,0.383247863247863,0.218461538461538,0.281367521367521,0.249230769230769,0.284102564102564,0.443418803418803,0.275897435897436,0.455042735042735,0.372307692307692,0.617094017094017,0.517264957264957,0.636923076923077,1,0.664273504273504,-0.163760683760684,-0.335384615384615,0.133675213675214,0.30051282051282,0.151452991452991,-0.178119658119658,0.0482051282051282,0.0728205128205128,-0.193846153846154,-0.0668957624163138,-0.273846153846154,0.180854700854701,-0.181538461538462,0.265641025641026,0.211623931623932,-0.0837606837606838,0.159001541048418
"Eastern.Phoebe",0.210940170940171,-0.15008547008547,0.132991452991453,0.0974358974358974,-0.0447863247863248,-0.198632478632479,-0.0803418803418803,0.187692307692308,0.042051282051282,-0.320756604406428,-0.185641025641026,-0.205470085470085,-0.225982905982906,-0.330598290598291,-0.0235897435897436,-0.0728205128205128,0.135726495726496,0.36,0.306666666666667,-0.279316239316239,-0.0304273504273504,0.0646153846153846,0.443418803418803,0.344273504273504,0.40034188034188,0.447521367521367,0.496752136752137,0.379145299145299,0.446837606837607,0.496752136752137,0.346324786324786,0.558290598290598,0.481709401709402,0.550769230769231,0.492649572649573,0.61025641025641,0.664273504273504,1,-0.042051282051282,-0.285470085470085,-0.0153846153846154,0.205470085470085,-0.00581196581196581,0.0543589743589744,0.158290598290598,0.345641025641026,-0.298461538461538,-0.0607207689625002,-0.186324786324786,0.29025641025641,-0.00170940170940171,-0.134358974358974,0.21982905982906,-0.0317948717948718,0.0434262273401056
"Blue.Jay",-0.194529914529915,-0.0782905982905983,0.0953846153846154,0.065982905982906,0.27042735042735,0.0311111111111111,0.195897435897436,0.0994871794871795,-0.16034188034188,-0.0559179962762007,0.0242735042735043,0.107008547008547,0.143931623931624,-0.217777777777778,-0.10974358974359,-0.0324786324786325,-0.145982905982906,-0.124102564102564,-0.255384615384615,-0.208888888888889,0.119316239316239,-0.0953846153846154,0.36,0.251965811965812,0.271111111111111,0.397606837606838,0.16991452991453,0.142564102564103,0.128888888888889,0.24991452991453,0.321709401709402,-0.279316239316239,0.236239316239316,0.024957264957265,-0.0605128205128205,-0.0427350427350427,-0.163760683760684,-0.042051282051282,1,0.401709401709402,0.192478632478632,0.323076923076923,0.208205128205128,0.30051282051282,0.143931623931624,0.176068376068376,0.081025641025641,0.37633154549075,-0.117948717948718,0.174017094017094,0.179487179487179,0.156923076923077,0.181538461538462,0.435897435897436,0.0817233727109075
"Fox.Sparrow",-0.124102564102564,0.332649572649573,-0.318290598290598,-0.0488888888888889,0.0652991452991453,0.0331623931623932,0.0769230769230769,0.0235897435897436,-0.0064957264957265,0.169812319979873,0.248547008547009,0.272478632478632,0.643760683760684,0.15008547008547,0.13982905982906,-0.0851282051282051,-0.262222222222222,-0.168547008547009,-0.323760683760684,-0.223931623931624,-0.0741880341880342,-0.130940170940171,0.143931623931624,-0.0147008547008547,-0.0235897435897436,0.13025641025641,0.0584615384615385,-0.184957264957265,-0.226666666666667,-0.237606837606838,-0.204102564102564,-0.215042735042735,0.0133333333333333,-0.0646153846153846,-0.243760683760684,-0.348376068376068,-0.335384615384615,-0.285470085470085,0.401709401709402,1,0.253333333333333,0.195213675213675,0.304615384615385,0.244444444444444,-0.170598290598291,0.00717948717948718,0.314188034188034,0.138251242327048,0.323076923076923,0.246495726495726,0.26017094017094,0.0523076923076923,0.214358974358974,0.214358974358974,0.0930073530433759
"Common.Grackle",0.130940170940171,-0.00376068376068376,-0.158290598290598,-0.120683760683761,-0.181538461538462,0.128205128205128,0.210940170940171,0.140512820512821,0.042051282051282,0.224701150680438,-0.132991452991453,0.0748717948717949,0.094017094017094,-0.0434188034188034,-0.112478632478632,0.0468376068376068,0.0229059829059829,0.0933333333333333,-0.0844444444444444,-0.245128205128205,0.191794871794872,-0.091965811965812,0.0673504273504273,-0.203418803418803,0.00581196581196581,0.304615384615385,0.0434188034188034,-0.132307692307692,-0.222564102564103,0.272478632478632,0.365470085470085,0.0495726495726496,0.0208547008547009,0.206153846153846,0.246495726495726,0.0488888888888889,0.133675213675214,-0.0153846153846154,0.192478632478632,0.253333333333333,1,0.552820512820513,0.28,0.172649572649573,-0.00239316239316239,0.0188034188034188,0.197948717948718,0.0847346323939974,0.0441025641025641,0.241709401709402,0.0160683760683761,-0.0147008547008547,-0.311452991452991,0.0454700854700855,-0.173704909360423
"Eastern.Bluebird",-0.00307692307692308,0.182905982905983,0.135726495726496,0.262222222222222,0.0160683760683761,0.192478632478632,0.359316239316239,0.101538461538462,0.0673504273504273,0.0970846193016246,0.096068376068376,0.0796581196581197,0.142564102564103,-0.22051282051282,0.0372649572649573,0.150769230769231,-0.138461538461538,0.0830769230769231,-0.182905982905983,-0.0153846153846154,0.264273504273504,-0.111794871794872,0.15965811965812,-0.000341880341880342,0.385299145299145,0.251965811965812,0.27042735042735,0.0782905982905983,0.188376068376068,0.21025641025641,0.268376068376068,0.0741880341880342,0.0201709401709402,0.13982905982906,-0.0358974358974359,0.0605128205128205,0.30051282051282,0.205470085470085,0.323076923076923,0.195213675213675,0.552820512820513,1,0.632820512820513,0.35042735042735,0.437264957264957,0.29982905982906,0.163076923076923,0.107376275057981,-0.0878632478632479,0.29025641025641,0.055042735042735,-0.0666666666666667,0.0700854700854701,0.389401709401709,0.35459053347787
"House.Finch",0.0276923076923077,0.426324786324786,0.0899145299145299,0.440683760683761,0.317606837606838,0.368888888888889,0.427692307692308,0.142564102564103,0.264273504273504,0.38319264932832,0.42017094017094,0.54051282051282,0.626666666666666,0.297094017094017,0.255384615384615,0.446837606837607,0.00786324786324786,0.0988034188034188,-0.10974358974359,0.213675213675214,0.20957264957265,-0.0406837606837607,-0.00923076923076923,-0.32034188034188,0.0564102564102564,-0.180854700854701,-0.200683760683761,-0.425641025641026,-0.241025641025641,-0.0358974358974359,-0.141196581196581,0.0564102564102564,-0.264273504273504,-0.143931623931624,-0.368205128205128,-0.24034188034188,0.151452991452991,-0.00581196581196581,0.208205128205128,0.304615384615385,0.28,0.632820512820513,1,0.303931623931624,-0.0338461538461538,-0.0297435897435897,0.000341880341880342,0.263123332170834,-0.115213675213675,-0.0105982905982906,-0.193162393162393,0.0878632478632479,0.238290598290598,0.406495726495726,0.348093696316752
"American.Crow",0.405128205128205,0.213675213675214,0.333333333333333,0.354529914529914,0.28,0.121367521367521,0.00923076923076923,0.0844444444444444,0.11042735042735,0.241853910274365,0.156239316239316,0.12957264957265,0.120683760683761,-0.143931623931624,0.166495726495726,-0.0673504273504273,-0.288205128205128,-0.0687179487179487,-0.0488888888888889,-0.16034188034188,-0.0147008547008547,-0.352478632478632,0.12,-0.0905982905982906,0.112478632478632,0.226666666666667,-0.055042735042735,0.127521367521368,0.247863247863248,-0.111794871794872,0.0837606837606838,0.0625641025641026,0.055042735042735,-0.381880341880342,-0.256752136752137,-0.217094017094017,-0.178119658119658,0.0543589743589744,0.30051282051282,0.244444444444444,0.172649572649573,0.35042735042735,0.303931623931624,1,0.456410256410256,0.558974358974359,0.275213675213675,0.23362058566928,0.233504273504273,0.278632478632479,0.104273504273504,0.00854700854700855,0.00170940170940171,0.187692307692308,-0.0396649005626162
"Herring.Gull",0.264273504273504,0.0482051282051282,0.384615384615385,0.195897435897436,0.0208547008547009,-0.124102564102564,-0.0707692307692308,-0.158290598290598,-0.210940170940171,-0.069640203951342,-0.0194871794871795,-0.249230769230769,-0.314188034188034,-0.634871794871795,-0.258119658119658,-0.230769230769231,-0.323760683760684,-0.316923076923077,-0.334017094017094,-0.133675213675214,0.10974358974359,-0.225299145299145,0.192478632478632,0.229401709401709,0.524102564102564,0.298461538461538,0.398290598290598,0.528888888888889,0.664273504273504,0.0543589743589744,0.252649572649573,-0.166495726495726,0.00512820512820513,-0.0447863247863248,0.0379487179487179,0.223931623931624,0.0482051282051282,0.158290598290598,0.143931623931624,-0.170598290598291,-0.00239316239316239,0.437264957264957,-0.0338461538461538,0.456410256410256,1,0.685470085470085,0.232820512820513,0.0250430290071328,-0.0174358974358974,0.321709401709402,0.23008547008547,-0.148034188034188,0.065982905982906,0.117264957264957,0.144982050332321
"Ring.billed.Gull",0.125470085470085,-0.00581196581196581,0.131623931623932,0.115213675213675,0.00854700854700855,-0.336068376068376,-0.276581196581197,0.0393162393162393,-0.185641025641026,-0.158148443456003,0.0557264957264957,-0.132991452991453,-0.198632478632479,-0.411282051282051,-0.143931623931624,-0.437264957264957,-0.346324786324786,-0.0147008547008547,-0.182222222222222,-0.102905982905983,-0.0167521367521367,-0.412649572649573,0.16034188034188,0.32034188034188,0.477606837606838,0.493333333333333,0.524786324786325,0.491965811965812,0.556923076923077,0.0105982905982906,0.24034188034188,0.109059829059829,0.137094017094017,-0.135042735042735,0.0748717948717949,0.324444444444444,0.0728205128205128,0.345641025641026,0.176068376068376,0.00717948717948718,0.0188034188034188,0.29982905982906,-0.0297435897435897,0.558974358974359,0.685470085470085,1,0.065982905982906,0.0456263405198448,-0.0543589743589744,0.321709401709402,0.31965811965812,-0.162393162393162,0.208888888888889,0.150769230769231,-0.0482133705114559
"American.Pipit",0.094017094017094,0.236923076923077,-0.12,0.124102564102564,-0.0584615384615385,0.136410256410256,-0.0188034188034188,-0.195213675213675,-0.0748717948717949,0.158148443456003,0.114529914529915,0.229401709401709,0.0858119658119658,-0.135042735042735,-0.0393162393162393,-0.156239316239316,-0.130940170940171,-0.327179487179487,-0.151452991452991,-0.227350427350427,0.122735042735043,-0.0379487179487179,-0.0304273504273504,-0.18974358974359,0.0611965811965812,-0.0229059829059829,-0.0242735042735043,0.30051282051282,0.219145299145299,-0.245128205128205,0.0188034188034188,-0.172649572649573,0.0974358974358974,-0.0188034188034188,-0.463931623931624,-0.338119658119658,-0.193846153846154,-0.298461538461538,0.081025641025641,0.314188034188034,0.197948717948718,0.163076923076923,0.000341880341880342,0.275213675213675,0.232820512820513,0.065982905982906,1,0.370156552036936,-0.0447863247863248,0.0967521367521367,0.193162393162393,-0.117948717948718,-0.292991452991453,-0.0878632478632479,0.0940331694372366
"Pine.Siskin",-0.12864569695445,0.151287339618433,-0.026415249774647,0.300173292893716,0.058662437811229,0.369470441653179,0.134134580024506,0.342026026302897,0.217840046842868,0.0685025817555938,0.0367069055310029,0.503948076869564,0.149915118850919,-0.0751290870213985,-0.0353346847634888,-0.0188680355533193,-0.21029283262154,-0.0428818989848165,0.120412372349365,-0.12864569695445,0.0243569186233758,-0.22675948183171,0.13550680079202,-0.13550680079202,-0.0216124770883475,-0.0881651843127827,-0.0854207427777545,0.0634652104975284,0.0387652366822741,-0.0854207427777545,-0.0257291393908899,-0.131390138489478,0.146484566932133,0.0675818728000708,-0.311837169417586,-0.156776222688489,-0.0668957624163138,-0.0607207689625002,0.37633154549075,0.138251242327048,0.0847346323939974,0.107376275057981,0.263123332170834,0.23362058566928,0.0250430290071328,0.0456263405198448,0.370156552036936,1,-0.174615092666173,-0.223328929912924,0.165695657677331,0.00651804864569211,0.0627791001137714,0.253517786798235,0.025733538662426
"Hooded.Merganser",0.243760683760684,0.0379487179487179,-0.104957264957265,-0.147350427350427,0.23965811965812,0.238290598290598,0.28,0.0174358974358974,-0.0666666666666667,0.221270598761653,0.0755555555555555,0.00512820512820513,0.26017094017094,0.20957264957265,0.317606837606838,0.0830769230769231,0.0892307692307692,-0.0605128205128205,0.0564102564102564,0.150769230769231,-0.065982905982906,0.0892307692307692,-0.109059829059829,-0.15965811965812,-0.378461538461538,-0.170598290598291,-0.0899145299145299,-0.35042735042735,-0.221196581196581,-0.458461538461538,-0.204786324786325,-0.123418803418803,-0.154188034188034,-0.142564102564103,0.00102564102564103,-0.245128205128205,-0.273846153846154,-0.186324786324786,-0.117948717948718,0.323076923076923,0.0441025641025641,-0.0878632478632479,-0.115213675213675,0.233504273504273,-0.0174358974358974,-0.0543589743589744,-0.0447863247863248,-0.174615092666173,1,0.262222222222222,0.351794871794872,-0.014017094017094,0.042051282051282,-0.0871794871794872,-0.103607455779937
"Eastern.Towhee",0.234871794871795,-0.166495726495726,0.294358974358974,-0.0652991452991453,0.0502564102564102,-0.212307692307692,0.207521367521368,0.00307692307692308,-0.0112820512820513,-0.125215145035664,-0.0728205128205128,-0.134358974358974,0.0256410256410256,-0.313504273504273,-0.00581196581196581,-0.0905982905982906,0.141196581196581,0.0899145299145299,-0.237606837606838,-0.385299145299145,-0.0393162393162393,-0.100854700854701,0.476923076923077,0.34974358974359,0.314871794871795,0.484444444444444,0.437264957264957,0.284786324786325,0.414017094017094,0.135042735042735,0.12957264957265,-0.229401709401709,0.052991452991453,0.0488888888888889,0.23008547008547,0.0912820512820513,0.180854700854701,0.29025641025641,0.174017094017094,0.246495726495726,0.241709401709402,0.29025641025641,-0.0105982905982906,0.278632478632479,0.321709401709402,0.321709401709402,0.0967521367521367,-0.223328929912924,0.262222222222222,1,0.496752136752137,0.182222222222222,0.0365811965811966,0.0441025641025641,0.0834330667006754
"Northern.Cardinal",-0.18974358974359,-0.232820512820513,0.000341880341880342,-0.04,0.00239316239316239,-0.0878632478632479,0.158974358974359,0.0215384615384615,-0.0694017094017094,-0.153345670769704,-0.141196581196581,-0.0557264957264957,-0.0324786324786325,-0.139145299145299,-0.105641025641026,-0.234871794871795,-0.0427350427350427,0.0488888888888889,-0.264957264957265,-0.141880341880342,-0.0064957264957265,-0.248547008547009,0.237606837606838,0.167179487179487,0.0447863247863248,0.141880341880342,0.359316239316239,0.242393162393162,0.211623931623932,-0.322393162393162,-0.238974358974359,-0.470769230769231,-0.104273504273504,-0.0386324786324786,-0.128205128205128,0.120683760683761,-0.181538461538462,-0.00170940170940171,0.179487179487179,0.26017094017094,0.0160683760683761,0.055042735042735,-0.193162393162393,0.104273504273504,0.23008547008547,0.31965811965812,0.193162393162393,0.165695657677331,0.351794871794872,0.496752136752137,1,-0.140512820512821,-0.0304273504273504,-0.0126495726495726,-0.178492052531773
"Red.winged.Blackbird",0.0297435897435897,-0.186324786324786,0.042051282051282,-0.381880341880342,-0.107008547008547,-0.342222222222222,0.105641025641026,0.182905982905983,0.0933333333333333,-0.331734370546541,-0.491282051282051,-0.0133333333333333,-0.0557264957264957,-0.0461538461538461,-0.179487179487179,-0.0276923076923077,0.052991452991453,-0.00170940170940171,-0.0618803418803419,-0.0782905982905983,0.0311111111111111,0.115897435897436,0.0728205128205128,0.230769230769231,0.0864957264957265,0.179487179487179,-0.15008547008547,0.0297435897435897,-0.0632478632478632,0.215726495726496,0.000341880341880342,-0.091965811965812,0.0926495726495726,0.0543589743589744,0.081025641025641,-0.014017094017094,0.265641025641026,-0.134358974358974,0.156923076923077,0.0523076923076923,-0.0147008547008547,-0.0666666666666667,0.0878632478632479,0.00854700854700855,-0.148034188034188,-0.162393162393162,-0.117948717948718,0.00651804864569211,-0.014017094017094,0.182222222222222,-0.140512820512821,1,0.344957264957265,0.21025641025641,0.313899816521394
"White.throated.Sparrow",0.0147008547008547,0.0317948717948718,0.0611965811965812,0.078974358974359,0.0803418803418803,-0.0878632478632479,0.171282051282051,0.198632478632479,-0.0365811965811966,-0.29674274097493,-0.0064957264957265,0.177435897435897,0.398974358974359,0.00854700854700855,0.20957264957265,-0.0953846153846154,-0.119316239316239,-0.241025641025641,0.00854700854700855,0.0235897435897436,-0.101538461538462,0.146666666666667,0.305982905982906,0.312136752136752,0.219145299145299,0.0365811965811966,0.277264957264957,-0.0379487179487179,0.147350427350427,0.101538461538462,-0.266324786324786,0.0974358974358974,0.00512820512820513,0.2,0.15008547008547,0.0297435897435897,0.211623931623932,0.21982905982906,0.181538461538462,0.214358974358974,-0.311452991452991,0.0700854700854701,0.238290598290598,0.00170940170940171,0.065982905982906,0.208888888888889,-0.292991452991453,0.0627791001137714,0.042051282051282,0.0365811965811966,-0.0304273504273504,0.344957264957265,1,0.35042735042735,0.455462478874179
