"","Pine.Warbler","Acadian.Flycatcher","Yellow.throated.Vireo","Ovenbird","Barn.Swallow","Eastern.Bluebird","Tufted.Titmouse","American.Crow","Blue.Jay","Hooded.Warbler","White.breasted.Nuthatch","Mourning.Dove","Northern.Cardinal","Brown.headed.Cowbird","Chimney.Swift","Carolina.Chickadee","Wood.Thrush","Red.winged.Blackbird","Eastern.Meadowlark","Field.Sparrow","Common.Grackle","Yellow.breasted.Chat","Black.and.white.Warbler","Gray.Catbird","Great.Crested.Flycatcher","Rock.Pigeon","Blue.gray.Gnatcatcher","White.eyed.Vireo","Carolina.Wren","Indigo.Bunting","Yellow.rumped.Warbler","Northern.Flicker","Ruby.thr.Hummingbird","Brown.Thrasher","Red.eyed.Vireo","American.Robin","Eastern.Towhee","Orchard.Oriole","Prothonotary.Warbler","American.Redstart","N..Rough.winged.Swallow","Chipping.Sparrow","White.throated.Sparrow","Bobolink","count","American.Goldfinch","Cliff.Swallow","House.Finch","Blue.Grosbeak","Yellow.throated.Warbler","Eastern.Wood.Pewee","Ruby.throated.Hummingbird","Purple.Martin","Eastern.Kingbird","Northern.Parula","Summer.Tanager","Northern..Yellow.shafted..Flicker","Red.bellied.Woodpecker","Black.thr.Blue.Warbler","Eastern.Whip.poor.will","Brown.headed.Nuthatch","Spotted.Sandpiper","Common.Yellowthroat","Cedar.Waxwing","European.Starling","Fish.Crow","Scarlet.Tanager","Tree.Swallow","House.Sparrow","Northern.Mockingbird","Downy.Woodpecker","Prairie.Warbler","Black.throated.Blue.Warbler","Yellow.billed.Cuckoo","Yellow.rumped..Myrtle..Warbler","Eastern.Phoebe","Red.headed.Woodpecker","Northern.Bobwhite","Ring.billed.Gull"
"Blue.gray.Gnatcatcher",-0.000949473191115233,-0.000989305163920626,-0.000852045168636583,-0.00379383797132972,-0.00114496193185445,-0.000700675902071579,-0.000852953890051962,-0.000772547428056811,-0.000795563008151529,-0.000760835209644298,-0.000707758241327367,-0.000722657840510211,-0.000716535991449749,0.0411600001519247,-0.000660913503063394,-0.000694993874611509,-0.000532136070455667,-0.000661441203302901,-0.000574437450207892,-0.000553499657078564,-0.000597097211541444,-0.000535438511156667,-0.00110162529212582,-0.000830351122297856,-0.000902620702146117,-0.00101337417666669,1,0.0641208668507317,0.00261189993784941,-0.000293241030343465,-0.00072718932579348,-0.000818955172357129,-0.000762357652087423,-0.00072851004324063,-0.000760800184506302,-0.000713253720600153,0.00267401966277495,-0.000997706769472709,-0.00114703402151709,-0.000799422208420837,-0.00122251686556688,-0.00070075807355926,-0.00109839342257734,-0.000727025745651848,0.0175428640892566,-0.000820224483083592,-0.00104899805103277,-0.000913042321986856,-0.000787883455996805,-0.000826497038919307,-0.000879650120594675,0.000305235586337976,-0.000885862043442265,0.0147229838882457,-0.000969524462196851,0.00733739999313781,0.00104359683857616,0.0260907026435723,-0.00115745440626054,-0.00102118709809625,-0.000898613234493835,-0.00128737876889278,-0.000838181901569098,-0.00122477169593514,-0.000774890329394611,-0.00097627207782024,-0.00180163989011617,-0.000844415939260784,-0.000848035169560162,-0.00075659549545279,-0.00081961284195761,-0.000806042098275749,-0.00126613719545917,-0.00107256505483408,-0.00133489400320785,8.67825076223888e-05,-0.00118951560436304,-0.0007941665588775,-0.0011074609080722
"White.eyed.Vireo",-0.000892621595407311,-0.00151608839644379,-0.000801027269547393,0.00984319725417068,-0.0042836389704315,-0.0006587215388735,-0.000801881579460726,-0.000726289614296242,-0.000747927090757669,0.027796958917469,-0.000665379808980461,-0.000679387265028615,-0.000673631973856318,-0.000627367619804133,-0.000621339992588916,-0.000653379734108451,-0.000500273364881488,-0.000621836095726822,0.00110163841820819,-0.000451504820142365,-0.000561344828444603,-0.000503378065377292,-0.00103566328675725,-0.000780632197380133,-0.000564880850408718,-0.000952696382357296,0.0641208668507317,1,-0.000839037828604985,-0.000470915035585696,-0.000683647418618059,-0.000769918602607262,-0.0007167099714295,-0.0006848890554814,-0.000715245760317324,-0.000670546235501875,-0.000720445091284784,0.00972754871327996,0.00141245528148211,0.00314476999751979,-0.00114931623679956,-0.000658798790179798,-0.000911250783902481,0.000713617468428084,-0.0092228039274483,-0.000771111910829611,-0.00098618720639417,-0.000858372097024893,0.0077209327372985,-0.00918942811023292,-0.000826979320103786,-0.000726901687608892,-0.0043605154464516,0.000347199715484685,-0.000518639269075905,-0.000728112440044843,-0.000581887563824563,-0.000845868351151366,-0.0010881495216456,-0.000960041489577256,-0.000844806979843057,-0.00121029440466122,-0.0254122305721459,-0.000785093884436996,-0.000728492229756845,-0.000917815845470966,0.00484563402551434,-0.00146234079411299,-0.00079725737714112,-0.000711292835383692,0.000583463107439051,-0.0005400400195441,0.0105005243169789,-0.00100834308897076,-0.00125496456981933,-0.000819118175135622,-0.00111829099174588,-0.000746614256661442,-0.00104114948359239
"Carolina.Wren",-0.000861819245499097,-0.00089797399012077,-0.000773385632408406,-0.000899725361275398,-0.00103926075793338,-0.000635990550247592,-0.000774210462021297,-0.000701227004396023,-0.000722117820542855,-0.000690596040478434,-0.000642419058530823,-0.000655943148990743,-0.000650386459883988,-0.000605718583924056,-0.000599898956474382,-0.00063083307906832,-0.000752504522762115,-0.000600377940216542,-0.000521406243543543,-0.000502401396175421,-0.0011461209660126,-0.000486007628245094,-0.000999924891999846,-0.000753694347996696,-0.00081929210827095,-0.000919820987591338,0.00261189993784941,-0.000839037828604985,1,0.315702707531806,-0.000660056294327026,-0.0007433504551187,-0.000691977933311325,-0.000661255085113877,-0.000690564248808881,-0.000647407203372615,-0.000695584162638388,-0.000905599972008147,-0.00104114155537626,-0.000725620745212751,-0.00110965593610398,-0.000636065135786401,-0.000996991383816607,-0.000659907815659357,0.0436935792951091,-0.000744502584976343,-0.000952156119130813,-0.000828751619747736,-0.00071514723316279,-0.0007501960678342,-0.000798442136468825,-0.000701817956444758,-0.000804080583885667,-0.000681703549437518,-0.000880019413209299,-0.000702986928555733,-0.0171353013595019,-0.000816679349829162,-0.0010505999457774,-0.000926912631794278,-0.000815654604041421,-0.00116852988547839,-0.000760802201432182,-0.00179355230236943,-0.000703353612585024,-0.000886144099045492,-0.000730724650801519,-0.000766460722083419,-0.000769745830452127,-0.000686747730363372,-0.000743947409644713,-0.000731629496732347,-0.00114924930235009,-0.000973547452371827,-0.00121165858439299,-0.000790852261811815,-0.00107970130200021,-0.00181127103884107,-0.00100522177260568
"Indigo.Bunting",-0.000208638615787676,-0.000503993311262234,-0.00043406734498806,-0.000504976278872662,-0.000583291360794289,0.00233313719316774,-0.000434530285576934,-0.000393567880339672,-0.000405292976746341,-0.00010748855659575,-0.000360561566469511,-0.000395152388101651,-0.00036503331847383,-0.00033996320401641,-0.000336696903053387,-0.000354058865703326,-0.000252236942577503,-0.000336965735564046,-0.000292642395088497,-4.34404446909443e-05,-0.000304186222578215,-0.000272774709014595,-0.000561213869083846,-0.000222001899735601,-0.000459832631101967,-0.000516255070196532,-0.000293241030343465,-0.000470915035585696,0.315702707531806,1,-0.000370460571305091,-0.000417209920805204,-0.000388376783477827,-0.000371133399855578,-0.000387583344534979,0.000151331070569309,-0.000390400801411267,-0.000508273439534475,-0.000584346969688938,-0.000488623277568851,-0.000622801078596326,-0.000356995389053654,-0.000642000397599088,-0.000370377236758351,-0.00673688655545526,-0.000417856560628179,-0.000534403357556754,-0.00046514183890142,-0.000401380692589079,-0.000421052062179075,-0.000448130458829892,-0.000822634246121324,-0.00119366649418306,-0.000382610223636758,-0.000493916196813947,-0.000394555648375883,-0.00067548395135041,-0.00054174487796777,-0.000589655548278017,-0.000520235298224829,-0.000457791059941117,-0.000655844437333616,-0.000434944425204358,-0.000623949783227893,-0.00039476145199613,-0.000497353713634062,-0.00108291904877843,-0.000430180697353176,-0.000432024484214241,-0.000385441300567033,-0.000417544965128913,-0.000410631462305009,-0.000645023093908564,-0.000546409372197563,-0.000680050679402342,-0.000443870595957931,-0.000605988859761814,-0.000404581567244726,-0.00056418677523175
"Yellow.rumped.Warbler",-0.000702209700700068,-0.000731668560585665,-0.000674235347035841,-0.00073309557654124,-0.000846788917268939,-0.000518204642411705,-0.000630826127002929,-0.000571359258279995,-0.000588381080234585,-0.000562697156534522,-0.00202830360993484,-0.000534462005501349,-0.000529934419218051,-0.000493539066047889,-0.000488797237792199,-0.000514002338608485,-0.000393556252312444,-0.000489187513400487,-0.000424841431812959,-0.000409356295861488,-0.000441600097958337,-0.000395998665555829,-0.000814738082029035,-0.000614109612067989,-0.000667558619907203,-0.000749469478394037,-0.00072718932579348,-0.000683647418618059,-0.000660056294327026,-0.000370460571305091,1,0.00460510910683057,0.00509052122863886,-0.000538790167229588,-0.000562671252705038,-0.000527506923157683,-0.00056676147487893,-0.000737882205136325,-0.000848321389671187,-0.00059123526073308,-0.000904146857756077,-0.000518265414654949,-0.000737999842126461,-0.00049129700879647,0.0118060866765575,-0.000606620170177313,-0.00077581612029029,-0.000675266223047274,-0.000582701450656174,-0.000611259215910331,-0.000869063354664452,-0.000571840765583663,-0.00065516428079079,-0.000555451561237243,-0.000717039184245867,-0.000572793243218086,-0.000457760706369563,-0.000665429746210223,0.00124019005691639,-0.00115191734407721,-0.000664594784080209,-0.00095211730931546,-0.000619901085929276,-0.000905814481205346,-0.000573092017101052,-0.000722029573855218,-0.000595393919331988,-0.000624511644481674,-0.00062718834841514,-0.000559561556223534,-0.000606167813716694,-0.000596131187145074,-0.000936407504064961,-0.0009037837607286,-0.000987258542137124,-0.000644385853489853,-0.000879739843456396,-0.000587348296754322,-0.000819053976532877
"Northern.Flicker",-0.000790823305664097,-0.000823999653032314,-0.00070967477875271,-0.000825606747713947,-0.000953647336524431,-0.000583598187142606,-0.000710431659600375,-0.000643460517427154,-0.000662630365825929,-0.000633705323317038,-0.000589497120355878,-0.000601907107693089,-0.000596808173930781,-0.000555819999776856,-0.00055047978830958,-0.00057886558407297,-0.000443220103778437,-0.000550919313776622,-0.000478453238618697,-0.000461013994487441,-0.000497326722916047,-0.000445970731280464,-0.000917551925925127,-0.000691605645680401,-0.00075179951799771,-0.000844046913346619,-0.000818955172357129,-0.000769918602607262,-0.0007433504551187,-0.000417209920805204,0.00460510910683057,1,0.0386154605285126,-0.000606781451015465,-0.000633676150618182,-0.000594074346048501,-0.000638282528196347,-0.000830997412987824,-0.000955373195466501,-0.000665844722526712,-0.00101824341951369,-0.000583666628387869,-0.000914860077662839,-0.000605545168477982,-0.0187482102674437,-0.000683171092315955,-0.000873718304124744,-0.000760479762927118,-0.00065623400953268,-0.000688395550876037,-0.000732667149221239,-0.000644002787346163,-0.000737841106113372,-0.000625545388159836,-0.000807524158966633,-0.000645075460524496,-0.00602752269247504,-0.000749401996384567,0.0146669140340037,-0.000850554353903931,-0.00074846166828729,-0.00107226738278078,-0.000698127960167288,-0.00102012148455231,-0.000645411937433773,-0.000813144298368777,-0.000670528172694036,-0.000703320336677781,-0.000706334820600221,-0.000630174033731113,-0.000682661651857967,-0.000671358478183344,-0.00105457511776764,-0.000893347437443121,-0.000800131306031611,-0.000725702522013104,-0.00215170329232586,-0.000661467252805537,-0.000922412453991122
"Ruby.thr.Hummingbird",-0.000736169962498446,-0.000767053511608688,0.0131594612062227,-0.00076854954090227,-0.000887741318367543,-0.000543266052563038,-0.000661334136791191,-0.000598991331680241,-0.000616836362897439,-0.000589910313416454,0.00413548835758776,-0.000560309654159604,-0.000555563104772631,-0.000517407599726724,-0.00051243644719816,-0.000538860516965652,-0.00041258941768685,-0.00051284559731328,-0.000445387610871502,-0.000429153582857732,-0.000462956759539573,-0.000415149950906471,-0.000854140440805013,-0.000643809177850092,-0.000699843086321279,-0.000785715317309112,-0.000762357652087423,-0.0007167099714295,-0.000691977933311325,-0.000388376783477827,0.00509052122863886,0.0386154605285126,1,-0.000564847134422297,-0.000589883156826081,-0.000553018210160767,-0.000594171190302961,-0.00077356766040398,-0.000889347904192066,-0.000619828577258055,-0.000947873203266546,-0.000543329763873164,-0.000851634624625533,-0.000563696290658979,-0.016906075065828,-0.000635957531610667,0.00648395073923907,-0.000707923444523248,-0.000610882055103595,-0.000640820930848633,-0.000682032944531334,-0.000599496125637595,-0.0104007381470403,-0.000582314306678051,-0.000751716629448375,-0.000600494666990326,-0.000479898927208437,-0.000697611256045869,0.016064081018002,-0.00370579224876716,-0.00069673591348175,-0.00099816360154836,-0.000649880738939331,-0.000949621476312173,-0.000600807890174192,-0.000756948364253463,-0.000624188356881869,-0.000654714273299812,-0.0116173473760263,-0.000586623069219972,-0.000635483298289305,-0.000624961280436972,-0.00098169403878021,0.00834844958098743,-0.00103500433448436,-0.000675549638698052,-0.000922285817071542,-0.00061575363194795,-0.000858665060575716
"Brown.Thrasher",-0.000703485050282839,0.00743982651444686,-0.000631298538927199,-0.000734427020890104,-0.00084832685086821,-0.000519145802970792,-0.000631971830112888,-0.000572396957974008,-0.000589449694872689,-0.000563719124164794,-0.000524393260017682,-0.000535432692598117,-0.000530896883336352,-0.000494435429116483,-0.00048968498877682,-0.00833441794008796,-0.000394271027117863,-0.000490075973201735,-0.00042561302659771,-0.000410099766623361,-0.000442402129744635,-0.000396717876259385,-0.000816217805069203,-0.000615224954730994,-0.00251900936655847,-0.000750830660937775,-0.00072851004324063,-0.0006848890554814,-0.000661255085113877,-0.000371133399855578,-0.000538790167229588,-0.000606781451015465,-0.000564847134422297,1,-0.00056369317328897,-0.000528464978470209,-0.000567790824102874,-0.000739222342934887,-0.00610564269053638,-0.000592309059118877,-0.000905788964546697,-0.000519206685588378,-0.0064939314906484,-0.000538668967194086,-0.00417649562968238,-0.000607721910555277,-0.000777225153467022,-0.000676492638026829,-0.000583759749980634,-0.00061236938169876,-0.000651751639865572,-0.000572879339788824,-0.000656354186728284,0.000817876906702572,-0.00112980583002255,-0.000573833547308224,-0.000458592088968436,-0.000666638296232109,-0.000857582793076942,-0.000756619421985552,-0.000665801817648238,-0.000953846539789055,-0.0072426176140556,-0.0105982425025384,-0.000574132863822673,-0.00072334092018785,-0.0137228595009703,-0.0019935408489038,-0.000628327444610566,-0.000560577828993056,-0.00633799743454608,-0.000597213877486821,-0.000938108202472172,-0.000794686452015896,-0.00744042440614648,-0.000645556183703904,-0.000881337622355301,-0.000588415035656518,-0.000820541538077806
"Red.eyed.Vireo",-0.000734665995367402,-0.00076548645056557,-0.000659279922563286,-0.000766979423528547,-0.000885927696742359,-0.000542156180756129,-0.000659983056395227,-0.0005977676152554,-0.000615576189754901,-0.000588705149165178,-0.000547636223655289,-0.000559164962925249,-0.000554428110557484,-0.000516350555751808,-0.0193790646945939,-0.00053775964549976,-0.000411746513256548,-0.000511797873335154,-0.000444477700984517,-0.00042827683847029,-0.000462010956552562,-0.00041430181540452,-0.000852395464489988,-0.00064249390027631,-0.000698413333611464,-0.000784110130909533,-0.000760800184506302,-0.000715245760317324,-0.000690564248808881,-0.000387583344534979,-0.000562671252705038,-0.000633676150618182,-0.000589883156826081,-0.00056369317328897,1,-0.00055188841506806,0.00846815857560868,-0.000771987291203715,-0.000887531000373426,-0.000618562291135888,-0.000945936734496077,-0.00396213127122684,-0.000849894767597366,-0.00056254468065556,0.0362619383648168,-0.000634658294650388,-0.00081167452068373,-0.000706477183950102,-0.00060963404638458,-0.000639511758149433,-0.000680639577261388,-0.000598271377937855,-0.00068544612527637,-0.000581124660778544,-0.000750180901070237,-0.000599267879308727,-0.0004789185120197,-0.00069618606288016,-0.000895593895040855,-0.000790155470317104,-0.00069531250860753,-0.000996124391413893,-0.000648553057397963,-0.000947681435886587,-0.000599580462589577,-0.000755401947640736,-0.000622913163896304,-0.000653376717032351,-0.000656177138840283,-0.000585424620683106,-0.000634185030169542,-0.00062368450839812,-0.000979688475333626,-0.000829909765730613,-0.00427590397425956,-0.00067416951657436,-0.000920401622354294,-0.00061449567078344,-0.000856910840635363
"American.Robin",-0.000688752796418303,-0.000717647116883199,-0.000618078001637934,-0.000719046785997561,-0.000830561346793519,-0.000508273947543395,-0.000618737192883964,-0.000560409926703618,-0.00057710554833871,-0.000551913822485538,-0.00051341151331493,0.0106057013454208,-0.000519778938956449,-0.000484081053769873,-0.000479430096273594,-0.00632277370073086,-0.000386014276159862,-0.00047981289277495,-0.00041669991728092,-0.000401511533129036,-0.000433137426133952,-0.000388409883838923,-0.000799124722695749,-0.00680535358296008,-0.000654765756975418,-0.000735106904047996,-0.000713253720600153,-0.000670546235501875,-0.000647407203372615,0.000151331070569309,-0.000527506923157683,-0.000594074346048501,-0.000553018210160767,-0.000528464978470209,-0.00055188841506806,1,0.0172179342231929,-0.000723741685294702,-0.000832064451424034,-0.000579905032307668,-0.000886820099511033,-0.00164263089368368,-0.000796780307697921,-0.000527388261271102,0.022471847445498,-0.00059499511065838,-0.000760948647994655,-0.00066232565426968,-0.000571534761220741,-0.000599545255320541,-0.000638102777517789,-0.000560882206567466,-0.000642608938694934,-0.000544807079275281,-0.000703298092860944,-0.000561816431249462,-0.00044898833822449,-0.000652677680278934,-0.000839623452771686,-0.000740774437932151,-0.00065185871907492,-0.000933871261897369,-0.000608021515525752,-0.000888455765200049,-0.00056210947953279,-0.000708192848366757,-0.00058398399580876,-0.000612543718925876,-0.000615169127429203,0.0020779545871885,-0.000594551423000546,-0.000584707134875858,-0.00091846251393104,-0.000778044275257314,-0.000968339060265069,-0.000632037065453557,-0.000862880812807187,-0.000576092556764443,-0.000803357908887233
"Eastern.Towhee",-0.000740006497712693,-0.000771050995829003,-0.00066407242146051,-0.000772554821649468,-0.00678826182846017,0.0016827064618182,-0.000664780666578263,0.0122517102464113,-0.0006200509934152,-0.000592984619359177,-0.000551617151798426,-0.000563229696851551,-0.000558458410916239,-0.00147986925094648,-0.000515106999617892,-0.000541668777902961,-0.000414739619285048,-0.000515518282010845,-0.000447708739605494,-0.000431390108275437,-0.000465369449544731,-0.00041731349667296,-0.000858591776835736,-0.000647164376659936,-0.000703490304737962,-0.000789810057160971,0.00267401966277495,-0.000720445091284784,-0.000695584162638388,-0.000390400801411267,-0.00056676147487893,-0.000638282528196347,-0.000594171190302961,-0.000567790824102874,0.00846815857560868,0.0172179342231929,1,-0.000777599092981791,-0.000893982723222671,-0.00062305880164179,-0.000952813025736998,-0.000546161316202447,-0.000856072901644962,-0.000566633982740104,0.0129805298402083,-0.000639271811721258,-0.000817574820559357,-0.000711612773566968,-0.000614065654863807,0.00537280586889471,-0.000685587345745989,-0.0006026203878514,-0.000690428833966602,-0.000585349026181846,-0.000755634185810136,-0.000603624133082621,-0.000482399910985634,-0.000701246843323173,-0.000902104229433513,-0.000795899341911898,-0.000700366938928617,-0.00100336551143589,-0.000451542023638695,-0.000954570409873296,-0.00060393898862307,-0.000760893185697862,-0.00062744130217087,-0.000658126303799171,-0.000660947082693658,0.019863104864756,-0.000638795106942343,7.06894378436113e-05,-0.000986810117866637,-0.000835942622944814,-0.00104039823912363,-0.000679070252292357,-0.00092709229138449,-0.000618962619834667,-0.000863139976573191
"Orchard.Oriole",-0.00096343462029434,0.0236453432344554,0.00240860802155131,-0.00100581016998242,-0.00116179790476386,-0.00071097891754978,-0.000865496061268999,-0.000783907270867524,-0.000807261281151515,-0.000772022831365138,-0.000718165398322069,-0.000733284087101787,-0.000727072219952591,-0.000677137644530081,-0.000670631836506494,-0.000705213339311453,-0.000539960809617208,-0.000671167296258949,-0.000582884205581226,-0.000561638534863843,-0.00060587716500391,-0.000543311810711829,-0.00111782402595166,-0.000842560933481752,-0.00091589319380422,0.00928888489642882,-0.000997706769472709,0.00972754871327996,-0.000905599972008147,-0.000508273439534475,-0.000737882205136325,-0.000830997412987824,-0.00077356766040398,-0.000739222342934887,-0.000771987291203715,-0.000723741685294702,-0.000777599092981791,1,0.123614361851201,-0.000811177228627071,-0.00113919088713432,-0.000711062297319426,-0.00111454463371587,-0.000737716219647447,-0.0225381655443916,-0.000832285388161034,0.010474636653682,0.0261696223594917,-0.00385238209570417,-0.000838650178137422,0.0247818123553916,0.00997604791834743,-0.000898888109157063,-0.00076208184458144,0.0576660049636008,-0.00078587470414717,-0.000628049586736176,-0.000912972370266954,-0.00117447407345292,0.000415604121569556,-0.0336670751912976,-0.00130630889527942,-0.000850506859627375,-0.00124278122316909,-0.0007862846231531,-0.000990627568424188,-0.000816882925464074,0.000359896461294897,-0.000860505013966435,-0.000767720774740097,-0.000831664753221939,0.00618530242658604,-0.0030469969500066,0.000364081745120123,-0.0274587516203168,0.00785685298207437,-0.0012070067120878,-0.000805844297935227,-0.00112374545110216
"Prothonotary.Warbler",-0.00295509021637256,0.0178224858420681,-0.00099397518071599,0.0186452926863113,-0.00133568475594863,-0.000817391474092109,-0.00099503527302846,-0.00090123504912671,-0.000928084465361936,-0.000887571859847864,-0.000825653558898006,-0.000843035069098934,-0.000835893468805801,-0.00077848516146324,-0.000771005626023895,-0.000810762958985959,0.000989749512182895,-0.000771621228294903,-0.000670124764974823,-0.000645699244502847,-0.00133134564724675,-0.000540625756163892,0.00584768592602537,-0.000968667433634295,-0.00105297536862924,-0.00118217767961407,-0.00114703402151709,0.00141245528148211,-0.00104114155537626,-0.000584346969688938,-0.000848321389671187,-0.000955373195466501,-0.000889347904192066,-0.00610564269053638,-0.000887531000373426,-0.000832064451424034,-0.000893982723222671,0.123614361851201,1,-0.000932586514579972,0.000822732165811771,-0.000817487333351952,-0.0012813590650959,-0.00084813056105439,-0.0240119622457854,-0.000956853942503639,-0.00122373562544161,0.00785267572476166,-0.000919125686506295,0.00361957848362157,-0.00102617844660037,0.00954387222448585,-0.00385574756019917,0.00017087967584503,0.0206338616976511,-0.00090349694909147,-0.000722050070449905,-0.00104961738402824,-0.00135025817290183,0.00193785156933358,-0.00104830035428657,0.0962314555573654,-0.000977802630367792,-0.00142878888656923,-0.000903968220872246,-0.00113889527304305,-0.00677555065242009,-0.000985075107190889,-0.000989297213275763,-0.000882625912338743,-0.000956140416834293,-0.00641740121509363,-0.00197438235194808,-0.00125122831916795,-0.00155725489318641,-0.000519474854141711,0.00765042274746894,-0.000926455401586441,-0.00129193697324553
"American.Redstart",-0.00077196131708281,-0.00122136195807041,-0.00069274827004016,-0.000805915136532615,-0.000930901819234958,-0.000569678741087796,-0.000693487098463573,-0.000628113290245639,-0.000646825917089758,0.00494724241407165,-0.000575436978383276,-0.000587550974140879,-0.000582573655446859,0.00205482106507544,-0.000537350251778653,-0.000565059015704631,-0.000432648826381098,-0.0168222439576566,-0.000467041612963721,-0.0163255808207571,-0.00443933573320701,-0.0020962227891824,-0.000895667323099586,-0.000675110105275685,-0.000733868288831377,-0.000823915484331179,-0.000799422208420837,0.00314476999751979,-0.000725620745212751,-0.000488623277568851,-0.00059123526073308,-0.000665844722526712,-0.000619828577258055,-0.000592309059118877,-0.000618562291135888,-0.000579905032307668,-0.00062305880164179,-0.000811177228627071,-0.000932586514579972,1,0.0176877219962755,-0.000569745549935758,-0.000770182420477264,-0.000591102263253095,-0.00324654378743067,-0.000666876725103824,-0.000787412144713938,-0.00155680679929658,-0.000640582120791142,-0.00859001730979245,0.0107719826005481,-0.000628642626442517,-0.000720242800121723,-0.000610625456129071,-0.00279732917156648,-0.000629689715208904,0.00264041371567405,0.0111718323795928,-0.000941058722122185,-0.000830267715414164,-0.000730610050435642,-0.0199147609299176,-0.000681476855528736,-0.000995790487153334,-0.000630018166781124,0.00716688935009143,-0.000654535352747875,-0.000686545388260626,-0.000689487973491208,-0.000615143703512739,-0.000666379435350032,-0.000655345854555744,-0.0129169746078545,-0.00104167898738245,-0.00108532451734807,0.0124563737599974,-0.0009671258137959,-0.000645690545568924,-0.00090041192233026
"N..Rough.winged.Swallow",-0.00118052228191557,-0.00123004714672489,-0.0153999500354454,-0.00123244617956404,-0.00142358213496426,-0.00087118153786446,-0.00106051553859066,-0.00498304263033931,-0.000989158900513767,-0.000945980282809139,-0.000879987325513652,-0.000898512660395689,-0.000890901092960121,-0.000829714918327957,0.00015916396818898,-0.000864116820201983,-0.000661628463091367,-0.000822399290451883,-0.000714223651476318,-0.000688190761285552,-0.000742397541384413,-0.000265427083248782,-0.0235483160040976,-0.00103241251133666,-0.00112226849686033,0.0258036986273675,-0.00122251686556688,-0.00114931623679956,-0.00110965593610398,-0.000622801078596326,-0.000904146857756077,-0.00101824341951369,-0.000947873203266546,-0.000905788964546697,-0.000945936734496077,-0.000886820099511033,-0.000952813025736998,-0.00113919088713432,0.000822732165811771,0.0176877219962755,1,-0.000871283705332655,-0.00136568143450073,-0.000903943471284177,-0.0152553769489576,-0.00101982161004043,-0.00130426597034916,-0.00113522616070035,-0.000979610571483546,-0.02220857258758,0.00287113879563532,-0.000961352092980466,-0.00110143171052415,0.00553373499224323,-0.0012054529197831,-0.000962953354070119,-0.00218527741215925,-0.00647925840880335,-0.00143911458446428,-0.00126968737462875,0.00727189891841689,-0.00160065532778016,-0.00104214886777203,-0.00152281316717598,-0.000963455638823006,-0.00121384253064048,-0.00100094855936586,-0.00104989992432653,-0.00105439987445899,-0.000940708857435011,-0.00101906112940216,-0.00100218801971542,-0.00157424473401574,-0.0013335678752007,-0.000670207858672175,-0.00774038112182999,-0.0112798335610568,-0.000987422632972033,-0.00137695544283239
"Chipping.Sparrow",-0.000525673231063905,-0.000705074500977045,-0.000607249758714889,-0.000706449648983935,-0.000816010561938536,0.00288353940773725,-0.000607897401446292,-0.000550591983326241,-0.000566995110735482,-0.000542244724205817,-0.000504416945362516,-0.000515035840160313,-0.00051067281868947,-0.000160103766279662,-0.000490659944817099,-0.000495319823644398,-0.000379251608109955,-0.000471406946362433,-0.000409399660811092,-0.000394477365264114,-0.000425549197371907,-0.000381605246617212,-0.000785124682894638,-0.00059178848401991,-0.000643294773288183,-0.000722228406333759,-0.00070075807355926,-0.000658798790179798,-0.000636065135786401,-0.000356995389053654,-0.000518265414654949,-0.000583666628387869,-0.000543329763873164,-0.000519206685588378,-0.00396213127122684,-0.00164263089368368,-0.000546161316202447,-0.000711062297319426,-0.000817487333351952,-0.000569745549935758,-0.000871283705332655,1,0.00435747863515252,-0.00051814883163181,0.0211352000946772,-0.000584571261922289,-0.000747617423148488,-0.000650722227097837,-0.000561521919448178,-0.000589041691610625,-0.000626923716191313,-0.000551055989216755,-0.000631350932950885,-0.000535262485575186,-0.000690976860627419,-0.00143195908559584,-0.000441122413886563,-0.000641243278061631,-0.000824913906911659,-0.000727796649459447,-0.000640438664417094,-0.000917510568173094,-0.000597369454369898,-0.000872890715438796,-0.000552261761320006,-0.000695785863847,-0.000573753053188192,-0.000601812432305217,-0.000604391845706013,-0.000539223093998286,0.0110918782441374,-0.000574463523424824,-0.000902371769413189,-0.000764413548399306,-0.000951374517685503,-0.00062096427065608,-0.000847763816198758,-0.000565999865980848,-0.000789283706976657
