"year","common_name","sci_name","count"
"2005","Great Egret","Ardea alba",NA
"2006","Great Egret","Ardea alba",NA
"2007","Great Egret","Ardea alba",NA
"2008","Great Egret","Ardea alba",NA
"2009","Great Egret","Ardea alba",NA
"2010","Great Egret","Ardea alba",NA
"2011","Great Egret","Ardea alba",NA
"2012","Great Egret","Ardea alba",NA
"2013","Great Egret","Ardea alba",NA
"2014","Great Egret","Ardea alba",NA
"2015","Great Egret","Ardea alba",NA
"2016","Great Egret","Ardea alba",NA
"2017","Great Egret","Ardea alba",NA
"2018","Great Egret","Ardea alba",1
"2019","Great Egret","Ardea alba",NA
"2020","Great Egret","Ardea alba",NA
"2021","Great Egret","Ardea alba",2
"2022","Great Egret","Ardea alba",NA
"2023","Great Egret","Ardea alba",NA
"2024","Great Egret","Ardea alba",NA
"1923","Great Blue Heron (Blue form)","Ardea herodias herodias Group",NA
"1928","Great Blue Heron (Blue form)","Ardea herodias herodias Group",NA
"1929","Great Blue Heron (Blue form)","Ardea herodias herodias Group",NA
"1930","Great Blue Heron (Blue form)","Ardea herodias herodias Group",NA
"1931","Great Blue Heron (Blue form)","Ardea herodias herodias Group",NA
"1932","Great Blue Heron (Blue form)","Ardea herodias herodias Group",1
"1933","Great Blue Heron (Blue form)","Ardea herodias herodias Group",2
"1934","Great Blue Heron (Blue form)","Ardea herodias herodias Group",1
"1935","Great Blue Heron (Blue form)","Ardea herodias herodias Group",NA
"1936","Great Blue Heron (Blue form)","Ardea herodias herodias Group",2
"1937","Great Blue Heron (Blue form)","Ardea herodias herodias Group",2
"1938","Great Blue Heron (Blue form)","Ardea herodias herodias Group",2
"1940","Great Blue Heron (Blue form)","Ardea herodias herodias Group",3
"1941","Great Blue Heron (Blue form)","Ardea herodias herodias Group",1
"1943","Great Blue Heron (Blue form)","Ardea herodias herodias Group",1
"1944","Great Blue Heron (Blue form)","Ardea herodias herodias Group",1
"1945","Great Blue Heron (Blue form)","Ardea herodias herodias Group",NA
"1946","Great Blue Heron (Blue form)","Ardea herodias herodias Group",2
"1947","Great Blue Heron (Blue form)","Ardea herodias herodias Group",2
"1948","Great Blue Heron (Blue form)","Ardea herodias herodias Group",1
"1950","Great Blue Heron (Blue form)","Ardea herodias herodias Group",NA
"1951","Great Blue Heron (Blue form)","Ardea herodias herodias Group",3
"1952","Great Blue Heron (Blue form)","Ardea herodias herodias Group",1
"1953","Great Blue Heron (Blue form)","Ardea herodias herodias Group",2
"1954","Great Blue Heron (Blue form)","Ardea herodias herodias Group",7
"1956","Great Blue Heron (Blue form)","Ardea herodias herodias Group",6
"1957","Great Blue Heron (Blue form)","Ardea herodias herodias Group",5
"1958","Great Blue Heron (Blue form)","Ardea herodias herodias Group",5
"1959","Great Blue Heron (Blue form)","Ardea herodias herodias Group",2
"1960","Great Blue Heron (Blue form)","Ardea herodias herodias Group",6
"1961","Great Blue Heron (Blue form)","Ardea herodias herodias Group",10
"1962","Great Blue Heron (Blue form)","Ardea herodias herodias Group",6
"1963","Great Blue Heron (Blue form)","Ardea herodias herodias Group",4
"1964","Great Blue Heron (Blue form)","Ardea herodias herodias Group",2
"1965","Great Blue Heron (Blue form)","Ardea herodias herodias Group",8
"1966","Great Blue Heron (Blue form)","Ardea herodias herodias Group",8
"1967","Great Blue Heron (Blue form)","Ardea herodias herodias Group",7
"1968","Great Blue Heron (Blue form)","Ardea herodias herodias Group",2
"1969","Great Blue Heron (Blue form)","Ardea herodias herodias Group",7
"1970","Great Blue Heron (Blue form)","Ardea herodias herodias Group",15
"1971","Great Blue Heron (Blue form)","Ardea herodias herodias Group",1
"1972","Great Blue Heron (Blue form)","Ardea herodias herodias Group",10
"1973","Great Blue Heron (Blue form)","Ardea herodias herodias Group",6
"1974","Great Blue Heron (Blue form)","Ardea herodias herodias Group",7
"1975","Great Blue Heron (Blue form)","Ardea herodias herodias Group",10
"1976","Great Blue Heron (Blue form)","Ardea herodias herodias Group",8
"1977","Great Blue Heron (Blue form)","Ardea herodias herodias Group",9
"1978","Great Blue Heron (Blue form)","Ardea herodias herodias Group",8
"1979","Great Blue Heron (Blue form)","Ardea herodias herodias Group",13
"1980","Great Blue Heron (Blue form)","Ardea herodias herodias Group",33
"1981","Great Blue Heron (Blue form)","Ardea herodias herodias Group",13
"1982","Great Blue Heron (Blue form)","Ardea herodias herodias Group",29
"1983","Great Blue Heron (Blue form)","Ardea herodias herodias Group",22
"1984","Great Blue Heron (Blue form)","Ardea herodias herodias Group",48
"1985","Great Blue Heron (Blue form)","Ardea herodias herodias Group",59
"1986","Great Blue Heron (Blue form)","Ardea herodias herodias Group",124
"1987","Great Blue Heron (Blue form)","Ardea herodias herodias Group",48
"1988","Great Blue Heron (Blue form)","Ardea herodias herodias Group",27
"1989","Great Blue Heron (Blue form)","Ardea herodias herodias Group",5
"1990","Great Blue Heron (Blue form)","Ardea herodias herodias Group",20
"1991","Great Blue Heron (Blue form)","Ardea herodias herodias Group",156
"1992","Great Blue Heron (Blue form)","Ardea herodias herodias Group",37
"1993","Great Blue Heron (Blue form)","Ardea herodias herodias Group",36
"1994","Great Blue Heron (Blue form)","Ardea herodias herodias Group",25
"1995","Great Blue Heron (Blue form)","Ardea herodias herodias Group",19
"1996","Great Blue Heron (Blue form)","Ardea herodias herodias Group",17
"1997","Great Blue Heron (Blue form)","Ardea herodias herodias Group",22
"1998","Great Blue Heron (Blue form)","Ardea herodias herodias Group",94
"1999","Great Blue Heron (Blue form)","Ardea herodias herodias Group",30
"2000","Great Blue Heron (Blue form)","Ardea herodias herodias Group",74
"2001","Great Blue Heron (Blue form)","Ardea herodias herodias Group",119
"2002","Great Blue Heron (Blue form)","Ardea herodias herodias Group",50
"2003","Great Blue Heron (Blue form)","Ardea herodias herodias Group",40
"2004","Great Blue Heron (Blue form)","Ardea herodias herodias Group",34
"2005","Great Blue Heron (Blue form)","Ardea herodias herodias Group",39
"2006","Great Blue Heron (Blue form)","Ardea herodias herodias Group",48
"2007","Great Blue Heron (Blue form)","Ardea herodias herodias Group",145
"2008","Great Blue Heron (Blue form)","Ardea herodias herodias Group",40
"2009","Great Blue Heron (Blue form)","Ardea herodias herodias Group",38
"2010","Great Blue Heron (Blue form)","Ardea herodias herodias Group",18
"2011","Great Blue Heron (Blue form)","Ardea herodias herodias Group",40
"2012","Great Blue Heron (Blue form)","Ardea herodias herodias Group",90
"2013","Great Blue Heron (Blue form)","Ardea herodias herodias Group",33
"2014","Great Blue Heron (Blue form)","Ardea herodias herodias Group",57
"2015","Great Blue Heron (Blue form)","Ardea herodias herodias Group",19
"2016","Great Blue Heron (Blue form)","Ardea herodias herodias Group",26
"2017","Great Blue Heron (Blue form)","Ardea herodias herodias Group",59
"2018","Great Blue Heron (Blue form)","Ardea herodias herodias Group",23
"2019","Great Blue Heron (Blue form)","Ardea herodias herodias Group",59
"2020","Great Blue Heron (Blue form)","Ardea herodias herodias Group",42
"2021","Great Blue Heron (Blue form)","Ardea herodias herodias Group",53
"2022","Great Blue Heron (Blue form)","Ardea herodias herodias Group",19
"2023","Great Blue Heron (Blue form)","Ardea herodias herodias Group",30
"2024","Great Blue Heron (Blue form)","Ardea herodias herodias Group",36
"1923","heron sp.","Ardeidae sp.",NA
"1928","heron sp.","Ardeidae sp.",NA
"1929","heron sp.","Ardeidae sp.",NA
"1930","heron sp.","Ardeidae sp.",NA
"1931","heron sp.","Ardeidae sp.",NA
"1932","heron sp.","Ardeidae sp.",NA
"1933","heron sp.","Ardeidae sp.",NA
"1934","heron sp.","Ardeidae sp.",NA
"1935","heron sp.","Ardeidae sp.",NA
"1936","heron sp.","Ardeidae sp.",1
"1937","heron sp.","Ardeidae sp.",NA
"1938","heron sp.","Ardeidae sp.",NA
"1940","heron sp.","Ardeidae sp.",NA
"1941","heron sp.","Ardeidae sp.",NA
"1943","heron sp.","Ardeidae sp.",NA
"1944","heron sp.","Ardeidae sp.",NA
"1945","heron sp.","Ardeidae sp.",NA
"1946","heron sp.","Ardeidae sp.",NA
"1947","heron sp.","Ardeidae sp.",NA
"1948","heron sp.","Ardeidae sp.",NA
"1950","heron sp.","Ardeidae sp.",NA
"1951","heron sp.","Ardeidae sp.",NA
"1952","heron sp.","Ardeidae sp.",NA
"1953","heron sp.","Ardeidae sp.",NA
"1954","heron sp.","Ardeidae sp.",NA
"1956","heron sp.","Ardeidae sp.",NA
"1957","heron sp.","Ardeidae sp.",NA
"1958","heron sp.","Ardeidae sp.",NA
"1959","heron sp.","Ardeidae sp.",NA
"1960","heron sp.","Ardeidae sp.",NA
"1961","heron sp.","Ardeidae sp.",NA
"1962","heron sp.","Ardeidae sp.",NA
"1963","heron sp.","Ardeidae sp.",NA
"1964","heron sp.","Ardeidae sp.",NA
"1965","heron sp.","Ardeidae sp.",NA
"1966","heron sp.","Ardeidae sp.",NA
"1967","heron sp.","Ardeidae sp.",NA
"1968","heron sp.","Ardeidae sp.",NA
"1969","heron sp.","Ardeidae sp.",NA
"1970","heron sp.","Ardeidae sp.",NA
"1971","heron sp.","Ardeidae sp.",NA
"1972","heron sp.","Ardeidae sp.",NA
"1973","heron sp.","Ardeidae sp.",NA
"1974","heron sp.","Ardeidae sp.",NA
"1975","heron sp.","Ardeidae sp.",NA
"1976","heron sp.","Ardeidae sp.",NA
"1977","heron sp.","Ardeidae sp.",NA
"1978","heron sp.","Ardeidae sp.",NA
"1979","heron sp.","Ardeidae sp.",NA
"1980","heron sp.","Ardeidae sp.",NA
"1981","heron sp.","Ardeidae sp.",NA
"1982","heron sp.","Ardeidae sp.",NA
"1983","heron sp.","Ardeidae sp.",NA
"1984","heron sp.","Ardeidae sp.",NA
"1985","heron sp.","Ardeidae sp.",NA
"1986","heron sp.","Ardeidae sp.",NA
"1987","heron sp.","Ardeidae sp.",NA
"1988","heron sp.","Ardeidae sp.",NA
"1989","heron sp.","Ardeidae sp.",NA
"1990","heron sp.","Ardeidae sp.",NA
"1991","heron sp.","Ardeidae sp.",NA
"1992","heron sp.","Ardeidae sp.",NA
"1993","heron sp.","Ardeidae sp.",NA
"1994","heron sp.","Ardeidae sp.",NA
"1995","heron sp.","Ardeidae sp.",NA
"1996","heron sp.","Ardeidae sp.",NA
"1997","heron sp.","Ardeidae sp.",NA
"1998","heron sp.","Ardeidae sp.",NA
"1999","heron sp.","Ardeidae sp.",NA
"2000","heron sp.","Ardeidae sp.",NA
"2001","heron sp.","Ardeidae sp.",NA
"2002","heron sp.","Ardeidae sp.",NA
"2003","heron sp.","Ardeidae sp.",NA
"2004","heron sp.","Ardeidae sp.",NA
"2005","heron sp.","Ardeidae sp.",NA
"2006","heron sp.","Ardeidae sp.",NA
"2007","heron sp.","Ardeidae sp.",NA
"2008","heron sp.","Ardeidae sp.",NA
"2009","heron sp.","Ardeidae sp.",NA
"2010","heron sp.","Ardeidae sp.",NA
"2011","heron sp.","Ardeidae sp.",NA
"2012","heron sp.","Ardeidae sp.",NA
"2013","heron sp.","Ardeidae sp.",NA
"2014","heron sp.","Ardeidae sp.",NA
"2015","heron sp.","Ardeidae sp.",NA
"2016","heron sp.","Ardeidae sp.",NA
"2017","heron sp.","Ardeidae sp.",NA
"2018","heron sp.","Ardeidae sp.",NA
"2019","heron sp.","Ardeidae sp.",NA
"2020","heron sp.","Ardeidae sp.",NA
"2021","heron sp.","Ardeidae sp.",NA
"2022","heron sp.","Ardeidae sp.",NA
"2023","heron sp.","Ardeidae sp.",NA
"2024","heron sp.","Ardeidae sp.",NA
"1923","Short-eared Owl","Asio flammeus",NA
"1928","Short-eared Owl","Asio flammeus",NA
"1929","Short-eared Owl","Asio flammeus",NA
"1930","Short-eared Owl","Asio flammeus",NA
"1931","Short-eared Owl","Asio flammeus",NA
"1932","Short-eared Owl","Asio flammeus",NA
"1933","Short-eared Owl","Asio flammeus",NA
"1934","Short-eared Owl","Asio flammeus",NA
"1935","Short-eared Owl","Asio flammeus",NA
"1936","Short-eared Owl","Asio flammeus",NA
"1937","Short-eared Owl","Asio flammeus",NA
"1938","Short-eared Owl","Asio flammeus",NA
"1940","Short-eared Owl","Asio flammeus",NA
"1941","Short-eared Owl","Asio flammeus",NA
"1943","Short-eared Owl","Asio flammeus",NA
"1944","Short-eared Owl","Asio flammeus",NA
"1945","Short-eared Owl","Asio flammeus",NA
"1946","Short-eared Owl","Asio flammeus",NA
"1947","Short-eared Owl","Asio flammeus",NA
"1948","Short-eared Owl","Asio flammeus",NA
"1950","Short-eared Owl","Asio flammeus",NA
"1951","Short-eared Owl","Asio flammeus",NA
"1952","Short-eared Owl","Asio flammeus",NA
"1953","Short-eared Owl","Asio flammeus",NA
"1954","Short-eared Owl","Asio flammeus",NA
"1956","Short-eared Owl","Asio flammeus",NA
"1957","Short-eared Owl","Asio flammeus",NA
"1958","Short-eared Owl","Asio flammeus",NA
"1959","Short-eared Owl","Asio flammeus",NA
"1960","Short-eared Owl","Asio flammeus",1
"1961","Short-eared Owl","Asio flammeus",NA
"1962","Short-eared Owl","Asio flammeus",NA
"1963","Short-eared Owl","Asio flammeus",NA
"1964","Short-eared Owl","Asio flammeus",NA
"1965","Short-eared Owl","Asio flammeus",NA
"1966","Short-eared Owl","Asio flammeus",NA
"1967","Short-eared Owl","Asio flammeus",NA
"1968","Short-eared Owl","Asio flammeus",NA
"1969","Short-eared Owl","Asio flammeus",NA
"1970","Short-eared Owl","Asio flammeus",NA
"1971","Short-eared Owl","Asio flammeus",NA
"1972","Short-eared Owl","Asio flammeus",NA
"1973","Short-eared Owl","Asio flammeus",NA
"1974","Short-eared Owl","Asio flammeus",NA
"1975","Short-eared Owl","Asio flammeus",NA
"1976","Short-eared Owl","Asio flammeus",NA
"1977","Short-eared Owl","Asio flammeus",NA
"1978","Short-eared Owl","Asio flammeus",NA
"1979","Short-eared Owl","Asio flammeus",NA
"1980","Short-eared Owl","Asio flammeus",NA
"1981","Short-eared Owl","Asio flammeus",5
"1982","Short-eared Owl","Asio flammeus",NA
"1983","Short-eared Owl","Asio flammeus",NA
"1984","Short-eared Owl","Asio flammeus",NA
"1985","Short-eared Owl","Asio flammeus",NA
"1986","Short-eared Owl","Asio flammeus",NA
"1987","Short-eared Owl","Asio flammeus",NA
"1988","Short-eared Owl","Asio flammeus",NA
"1989","Short-eared Owl","Asio flammeus",NA
"1990","Short-eared Owl","Asio flammeus",NA
"1991","Short-eared Owl","Asio flammeus",NA
"1992","Short-eared Owl","Asio flammeus",NA
"1993","Short-eared Owl","Asio flammeus",NA
"1994","Short-eared Owl","Asio flammeus",NA
"1995","Short-eared Owl","Asio flammeus",NA
"1996","Short-eared Owl","Asio flammeus",NA
"1997","Short-eared Owl","Asio flammeus",NA
"1998","Short-eared Owl","Asio flammeus",NA
"1999","Short-eared Owl","Asio flammeus",NA
"2000","Short-eared Owl","Asio flammeus",NA
"2001","Short-eared Owl","Asio flammeus",NA
"2002","Short-eared Owl","Asio flammeus",NA
"2003","Short-eared Owl","Asio flammeus",NA
"2004","Short-eared Owl","Asio flammeus",NA
"2005","Short-eared Owl","Asio flammeus",NA
"2006","Short-eared Owl","Asio flammeus",NA
"2007","Short-eared Owl","Asio flammeus",NA
"2008","Short-eared Owl","Asio flammeus",NA
"2009","Short-eared Owl","Asio flammeus",NA
"2010","Short-eared Owl","Asio flammeus",NA
"2011","Short-eared Owl","Asio flammeus",NA
"2012","Short-eared Owl","Asio flammeus",NA
"2013","Short-eared Owl","Asio flammeus",NA
"2014","Short-eared Owl","Asio flammeus",NA
"2015","Short-eared Owl","Asio flammeus",NA
"2016","Short-eared Owl","Asio flammeus",NA
"2017","Short-eared Owl","Asio flammeus",NA
"2018","Short-eared Owl","Asio flammeus",NA
"2019","Short-eared Owl","Asio flammeus",NA
"2020","Short-eared Owl","Asio flammeus",NA
"2021","Short-eared Owl","Asio flammeus",NA
"2022","Short-eared Owl","Asio flammeus",NA
"2023","Short-eared Owl","Asio flammeus",NA
"2024","Short-eared Owl","Asio flammeus",NA
"1923","Lesser Scaup","Aythya affinis",NA
"1928","Lesser Scaup","Aythya affinis",NA
"1929","Lesser Scaup","Aythya affinis",NA
"1930","Lesser Scaup","Aythya affinis",NA
"1931","Lesser Scaup","Aythya affinis",NA
"1932","Lesser Scaup","Aythya affinis",38
"1933","Lesser Scaup","Aythya affinis",7
"1934","Lesser Scaup","Aythya affinis",NA
"1935","Lesser Scaup","Aythya affinis",NA
"1936","Lesser Scaup","Aythya affinis",6
"1937","Lesser Scaup","Aythya affinis",NA
"1938","Lesser Scaup","Aythya affinis",2
"1940","Lesser Scaup","Aythya affinis",NA
"1941","Lesser Scaup","Aythya affinis",NA
"1943","Lesser Scaup","Aythya affinis",NA
"1944","Lesser Scaup","Aythya affinis",1
"1945","Lesser Scaup","Aythya affinis",NA
"1946","Lesser Scaup","Aythya affinis",NA
"1947","Lesser Scaup","Aythya affinis",NA
"1948","Lesser Scaup","Aythya affinis",NA
"1950","Lesser Scaup","Aythya affinis",NA
"1951","Lesser Scaup","Aythya affinis",8
"1952","Lesser Scaup","Aythya affinis",3
"1953","Lesser Scaup","Aythya affinis",4
"1954","Lesser Scaup","Aythya affinis",NA
"1956","Lesser Scaup","Aythya affinis",4
"1957","Lesser Scaup","Aythya affinis",12
"1958","Lesser Scaup","Aythya affinis",6
"1959","Lesser Scaup","Aythya affinis",NA
"1960","Lesser Scaup","Aythya affinis",4
"1961","Lesser Scaup","Aythya affinis",10
"1962","Lesser Scaup","Aythya affinis",10
"1963","Lesser Scaup","Aythya affinis",NA
"1964","Lesser Scaup","Aythya affinis",NA
"1965","Lesser Scaup","Aythya affinis",6
"1966","Lesser Scaup","Aythya affinis",41
"1967","Lesser Scaup","Aythya affinis",17
"1968","Lesser Scaup","Aythya affinis",NA
"1969","Lesser Scaup","Aythya affinis",NA
"1970","Lesser Scaup","Aythya affinis",NA
"1971","Lesser Scaup","Aythya affinis",1
"1972","Lesser Scaup","Aythya affinis",NA
"1973","Lesser Scaup","Aythya affinis",NA
"1974","Lesser Scaup","Aythya affinis",NA
"1975","Lesser Scaup","Aythya affinis",NA
"1976","Lesser Scaup","Aythya affinis",NA
"1977","Lesser Scaup","Aythya affinis",7
"1978","Lesser Scaup","Aythya affinis",NA
"1979","Lesser Scaup","Aythya affinis",6
"1980","Lesser Scaup","Aythya affinis",NA
"1981","Lesser Scaup","Aythya affinis",1
"1982","Lesser Scaup","Aythya affinis",24
"1983","Lesser Scaup","Aythya affinis",3
"1984","Lesser Scaup","Aythya affinis",3
"1985","Lesser Scaup","Aythya affinis",4
"1986","Lesser Scaup","Aythya affinis",8
"1987","Lesser Scaup","Aythya affinis",NA
"1988","Lesser Scaup","Aythya affinis",NA
"1989","Lesser Scaup","Aythya affinis",NA
"1990","Lesser Scaup","Aythya affinis",NA
"1991","Lesser Scaup","Aythya affinis",NA
"1992","Lesser Scaup","Aythya affinis",6
"1993","Lesser Scaup","Aythya affinis",2
"1994","Lesser Scaup","Aythya affinis",NA
"1995","Lesser Scaup","Aythya affinis",2
"1996","Lesser Scaup","Aythya affinis",NA
"1997","Lesser Scaup","Aythya affinis",14
"1998","Lesser Scaup","Aythya affinis",3
"1999","Lesser Scaup","Aythya affinis",NA
"2000","Lesser Scaup","Aythya affinis",6
"2001","Lesser Scaup","Aythya affinis",NA
"2002","Lesser Scaup","Aythya affinis",2
"2003","Lesser Scaup","Aythya affinis",10
"2004","Lesser Scaup","Aythya affinis",1
"2005","Lesser Scaup","Aythya affinis",NA
"2006","Lesser Scaup","Aythya affinis",NA
"2007","Lesser Scaup","Aythya affinis",1
"2008","Lesser Scaup","Aythya affinis",NA
"2009","Lesser Scaup","Aythya affinis",NA
"2010","Lesser Scaup","Aythya affinis",NA
"2011","Lesser Scaup","Aythya affinis",NA
"2012","Lesser Scaup","Aythya affinis",NA
"2013","Lesser Scaup","Aythya affinis",NA
"2014","Lesser Scaup","Aythya affinis",NA
"2015","Lesser Scaup","Aythya affinis",NA
"2016","Lesser Scaup","Aythya affinis",NA
"2017","Lesser Scaup","Aythya affinis",NA
"2018","Lesser Scaup","Aythya affinis",NA
"2019","Lesser Scaup","Aythya affinis",NA
"2020","Lesser Scaup","Aythya affinis",NA
"2021","Lesser Scaup","Aythya affinis",NA
"2022","Lesser Scaup","Aythya affinis",NA
"2023","Lesser Scaup","Aythya affinis",NA
"2024","Lesser Scaup","Aythya affinis",NA
"1923","Redhead","Aythya americana",NA
"1928","Redhead","Aythya americana",NA
"1929","Redhead","Aythya americana",NA
"1930","Redhead","Aythya americana",NA
"1931","Redhead","Aythya americana",NA
"1932","Redhead","Aythya americana",NA
"1933","Redhead","Aythya americana",NA
"1934","Redhead","Aythya americana",NA
"1935","Redhead","Aythya americana",NA
"1936","Redhead","Aythya americana",NA
"1937","Redhead","Aythya americana",NA
"1938","Redhead","Aythya americana",NA
"1940","Redhead","Aythya americana",2
"1941","Redhead","Aythya americana",NA
"1943","Redhead","Aythya americana",NA
"1944","Redhead","Aythya americana",NA
"1945","Redhead","Aythya americana",1
"1946","Redhead","Aythya americana",NA
"1947","Redhead","Aythya americana",1
"1948","Redhead","Aythya americana",NA
"1950","Redhead","Aythya americana",NA
"1951","Redhead","Aythya americana",3
"1952","Redhead","Aythya americana",NA
"1953","Redhead","Aythya americana",NA
"1954","Redhead","Aythya americana",NA
"1956","Redhead","Aythya americana",NA
"1957","Redhead","Aythya americana",NA
"1958","Redhead","Aythya americana",NA
"1959","Redhead","Aythya americana",NA
"1960","Redhead","Aythya americana",NA
"1961","Redhead","Aythya americana",NA
"1962","Redhead","Aythya americana",NA
"1963","Redhead","Aythya americana",NA
"1964","Redhead","Aythya americana",NA
"1965","Redhead","Aythya americana",NA
"1966","Redhead","Aythya americana",NA
"1967","Redhead","Aythya americana",NA
"1968","Redhead","Aythya americana",NA
"1969","Redhead","Aythya americana",NA
"1970","Redhead","Aythya americana",NA
"1971","Redhead","Aythya americana",NA
"1972","Redhead","Aythya americana",NA
"1973","Redhead","Aythya americana",NA
"1974","Redhead","Aythya americana",NA
"1975","Redhead","Aythya americana",NA
"1976","Redhead","Aythya americana",NA
"1977","Redhead","Aythya americana",NA
"1978","Redhead","Aythya americana",5
"1979","Redhead","Aythya americana",2
"1980","Redhead","Aythya americana",2
"1981","Redhead","Aythya americana",2
"1982","Redhead","Aythya americana",NA
"1983","Redhead","Aythya americana",NA
"1984","Redhead","Aythya americana",NA
"1985","Redhead","Aythya americana",NA
"1986","Redhead","Aythya americana",NA
"1987","Redhead","Aythya americana",NA
"1988","Redhead","Aythya americana",NA
"1989","Redhead","Aythya americana",NA
"1990","Redhead","Aythya americana",NA
"1991","Redhead","Aythya americana",NA
"1992","Redhead","Aythya americana",NA
"1993","Redhead","Aythya americana",NA
"1994","Redhead","Aythya americana",NA
"1995","Redhead","Aythya americana",NA
"1996","Redhead","Aythya americana",NA
"1997","Redhead","Aythya americana",NA
"1998","Redhead","Aythya americana",NA
"1999","Redhead","Aythya americana",NA
"2000","Redhead","Aythya americana",NA
"2001","Redhead","Aythya americana",NA
"2002","Redhead","Aythya americana",NA
"2003","Redhead","Aythya americana",NA
"2004","Redhead","Aythya americana",NA
"2005","Redhead","Aythya americana",NA
"2006","Redhead","Aythya americana",NA
"2007","Redhead","Aythya americana",NA
"2008","Redhead","Aythya americana",NA
"2009","Redhead","Aythya americana",NA
"2010","Redhead","Aythya americana",NA
"2011","Redhead","Aythya americana",NA
"2012","Redhead","Aythya americana",NA
"2013","Redhead","Aythya americana",NA
"2014","Redhead","Aythya americana",NA
"2015","Redhead","Aythya americana",NA
"2016","Redhead","Aythya americana",NA
"2017","Redhead","Aythya americana",NA
"2018","Redhead","Aythya americana",NA
"2019","Redhead","Aythya americana",NA
"2020","Redhead","Aythya americana",NA
"2021","Redhead","Aythya americana",NA
"2022","Redhead","Aythya americana",NA
"2023","Redhead","Aythya americana",NA
"2024","Redhead","Aythya americana",NA
"1923","Ring-necked Duck","Aythya collaris",NA
"1928","Ring-necked Duck","Aythya collaris",NA
"1929","Ring-necked Duck","Aythya collaris",NA
"1930","Ring-necked Duck","Aythya collaris",NA
"1931","Ring-necked Duck","Aythya collaris",NA
"1932","Ring-necked Duck","Aythya collaris",NA
"1933","Ring-necked Duck","Aythya collaris",NA
"1934","Ring-necked Duck","Aythya collaris",NA
"1935","Ring-necked Duck","Aythya collaris",NA
"1936","Ring-necked Duck","Aythya collaris",NA
"1937","Ring-necked Duck","Aythya collaris",NA
"1938","Ring-necked Duck","Aythya collaris",4
"1940","Ring-necked Duck","Aythya collaris",40
"1941","Ring-necked Duck","Aythya collaris",NA
"1943","Ring-necked Duck","Aythya collaris",50
"1944","Ring-necked Duck","Aythya collaris",9
"1945","Ring-necked Duck","Aythya collaris",1
"1946","Ring-necked Duck","Aythya collaris",77
"1947","Ring-necked Duck","Aythya collaris",74
"1948","Ring-necked Duck","Aythya collaris",12
"1950","Ring-necked Duck","Aythya collaris",26
"1951","Ring-necked Duck","Aythya collaris",2
"1952","Ring-necked Duck","Aythya collaris",123
"1953","Ring-necked Duck","Aythya collaris",86
"1954","Ring-necked Duck","Aythya collaris",28
"1956","Ring-necked Duck","Aythya collaris",75
"1957","Ring-necked Duck","Aythya collaris",38
"1958","Ring-necked Duck","Aythya collaris",150
"1959","Ring-necked Duck","Aythya collaris",8
"1960","Ring-necked Duck","Aythya collaris",8
"1961","Ring-necked Duck","Aythya collaris",10
"1962","Ring-necked Duck","Aythya collaris",110
"1963","Ring-necked Duck","Aythya collaris",NA
"1964","Ring-necked Duck","Aythya collaris",3
"1965","Ring-necked Duck","Aythya collaris",NA
"1966","Ring-necked Duck","Aythya collaris",80
"1967","Ring-necked Duck","Aythya collaris",2
"1968","Ring-necked Duck","Aythya collaris",NA
"1969","Ring-necked Duck","Aythya collaris",NA
"1970","Ring-necked Duck","Aythya collaris",60
"1971","Ring-necked Duck","Aythya collaris",NA
"1972","Ring-necked Duck","Aythya collaris",NA
"1973","Ring-necked Duck","Aythya collaris",NA
"1974","Ring-necked Duck","Aythya collaris",NA
"1975","Ring-necked Duck","Aythya collaris",18
"1976","Ring-necked Duck","Aythya collaris",3
"1977","Ring-necked Duck","Aythya collaris",21
"1978","Ring-necked Duck","Aythya collaris",9
"1979","Ring-necked Duck","Aythya collaris",9
"1980","Ring-necked Duck","Aythya collaris",44
"1981","Ring-necked Duck","Aythya collaris",37
"1982","Ring-necked Duck","Aythya collaris",14
"1983","Ring-necked Duck","Aythya collaris",143
"1984","Ring-necked Duck","Aythya collaris",23
"1985","Ring-necked Duck","Aythya collaris",1
"1986","Ring-necked Duck","Aythya collaris",9
"1987","Ring-necked Duck","Aythya collaris",NA
"1988","Ring-necked Duck","Aythya collaris",NA
"1989","Ring-necked Duck","Aythya collaris",NA
"1990","Ring-necked Duck","Aythya collaris",20
"1991","Ring-necked Duck","Aythya collaris",NA
"1992","Ring-necked Duck","Aythya collaris",50
"1993","Ring-necked Duck","Aythya collaris",150
"1994","Ring-necked Duck","Aythya collaris",NA
"1995","Ring-necked Duck","Aythya collaris",NA
"1996","Ring-necked Duck","Aythya collaris",11
"1997","Ring-necked Duck","Aythya collaris",46
"1998","Ring-necked Duck","Aythya collaris",111
"1999","Ring-necked Duck","Aythya collaris",126
"2000","Ring-necked Duck","Aythya collaris",38
"2001","Ring-necked Duck","Aythya collaris",7
"2002","Ring-necked Duck","Aythya collaris",3
"2003","Ring-necked Duck","Aythya collaris",115
"2004","Ring-necked Duck","Aythya collaris",26
"2005","Ring-necked Duck","Aythya collaris",5
"2006","Ring-necked Duck","Aythya collaris",NA
"2007","Ring-necked Duck","Aythya collaris",29
"2008","Ring-necked Duck","Aythya collaris",8
"2009","Ring-necked Duck","Aythya collaris",3
"2010","Ring-necked Duck","Aythya collaris",5
