"year","common_name","sci_name","count"
"1975","Bonaparte's Gull","Chroicocephalus philadelphia",NA
"1976","Bonaparte's Gull","Chroicocephalus philadelphia",NA
"1977","Bonaparte's Gull","Chroicocephalus philadelphia",NA
"1978","Bonaparte's Gull","Chroicocephalus philadelphia",NA
"1979","Bonaparte's Gull","Chroicocephalus philadelphia",NA
"1980","Bonaparte's Gull","Chroicocephalus philadelphia",NA
"1981","Bonaparte's Gull","Chroicocephalus philadelphia",NA
"1982","Bonaparte's Gull","Chroicocephalus philadelphia",NA
"1983","Bonaparte's Gull","Chroicocephalus philadelphia",31
"1984","Bonaparte's Gull","Chroicocephalus philadelphia",1
"1985","Bonaparte's Gull","Chroicocephalus philadelphia",NA
"1986","Bonaparte's Gull","Chroicocephalus philadelphia",NA
"1987","Bonaparte's Gull","Chroicocephalus philadelphia",NA
"1988","Bonaparte's Gull","Chroicocephalus philadelphia",1
"1989","Bonaparte's Gull","Chroicocephalus philadelphia",63
"1990","Bonaparte's Gull","Chroicocephalus philadelphia",1
"1991","Bonaparte's Gull","Chroicocephalus philadelphia",50
"1992","Bonaparte's Gull","Chroicocephalus philadelphia",2
"1993","Bonaparte's Gull","Chroicocephalus philadelphia",3
"1994","Bonaparte's Gull","Chroicocephalus philadelphia",9
"1995","Bonaparte's Gull","Chroicocephalus philadelphia",7
"1996","Bonaparte's Gull","Chroicocephalus philadelphia",1
"1997","Bonaparte's Gull","Chroicocephalus philadelphia",2
"1998","Bonaparte's Gull","Chroicocephalus philadelphia",55
"1999","Bonaparte's Gull","Chroicocephalus philadelphia",NA
"2000","Bonaparte's Gull","Chroicocephalus philadelphia",21
"2001","Bonaparte's Gull","Chroicocephalus philadelphia",49
"2002","Bonaparte's Gull","Chroicocephalus philadelphia",4
"2003","Bonaparte's Gull","Chroicocephalus philadelphia",62
"2004","Bonaparte's Gull","Chroicocephalus philadelphia",2
"2005","Bonaparte's Gull","Chroicocephalus philadelphia",4
"2006","Bonaparte's Gull","Chroicocephalus philadelphia",1
"2007","Bonaparte's Gull","Chroicocephalus philadelphia",12
"2008","Bonaparte's Gull","Chroicocephalus philadelphia",1
"2009","Bonaparte's Gull","Chroicocephalus philadelphia",8
"2010","Bonaparte's Gull","Chroicocephalus philadelphia",8
"2011","Bonaparte's Gull","Chroicocephalus philadelphia",88
"2012","Bonaparte's Gull","Chroicocephalus philadelphia",57
"2013","Bonaparte's Gull","Chroicocephalus philadelphia",86
"2014","Bonaparte's Gull","Chroicocephalus philadelphia",35
"2015","Bonaparte's Gull","Chroicocephalus philadelphia",38
"2016","Bonaparte's Gull","Chroicocephalus philadelphia",40
"2017","Bonaparte's Gull","Chroicocephalus philadelphia",193
"2018","Bonaparte's Gull","Chroicocephalus philadelphia",63
"2019","Bonaparte's Gull","Chroicocephalus philadelphia",35
"2020","Bonaparte's Gull","Chroicocephalus philadelphia",27
"2021","Bonaparte's Gull","Chroicocephalus philadelphia",49
"2022","Bonaparte's Gull","Chroicocephalus philadelphia",53
"2023","Bonaparte's Gull","Chroicocephalus philadelphia",60
"2024","Bonaparte's Gull","Chroicocephalus philadelphia",27
"1902","Northern Harrier","Circus cyaneus",NA
"1903","Northern Harrier","Circus cyaneus",NA
"1904","Northern Harrier","Circus cyaneus",NA
"1905","Northern Harrier","Circus cyaneus",NA
"1906","Northern Harrier","Circus cyaneus",NA
"1940","Northern Harrier","Circus cyaneus",NA
"1942","Northern Harrier","Circus cyaneus",NA
"1943","Northern Harrier","Circus cyaneus",NA
"1948","Northern Harrier","Circus cyaneus",NA
"1949","Northern Harrier","Circus cyaneus",NA
"1968","Northern Harrier","Circus cyaneus",NA
"1969","Northern Harrier","Circus cyaneus",NA
"1970","Northern Harrier","Circus cyaneus",NA
"1971","Northern Harrier","Circus cyaneus",1
"1973","Northern Harrier","Circus cyaneus",NA
"1974","Northern Harrier","Circus cyaneus",2
"1975","Northern Harrier","Circus cyaneus",1
"1976","Northern Harrier","Circus cyaneus",1
"1977","Northern Harrier","Circus cyaneus",1
"1978","Northern Harrier","Circus cyaneus",NA
"1979","Northern Harrier","Circus cyaneus",3
"1980","Northern Harrier","Circus cyaneus",NA
"1981","Northern Harrier","Circus cyaneus",13
"1982","Northern Harrier","Circus cyaneus",10
"1983","Northern Harrier","Circus cyaneus",4
"1984","Northern Harrier","Circus cyaneus",2
"1985","Northern Harrier","Circus cyaneus",4
"1986","Northern Harrier","Circus cyaneus",9
"1987","Northern Harrier","Circus cyaneus",2
"1988","Northern Harrier","Circus cyaneus",3
"1989","Northern Harrier","Circus cyaneus",4
"1990","Northern Harrier","Circus cyaneus",1
"1991","Northern Harrier","Circus cyaneus",3
"1992","Northern Harrier","Circus cyaneus",NA
"1993","Northern Harrier","Circus cyaneus",4
"1994","Northern Harrier","Circus cyaneus",1
"1995","Northern Harrier","Circus cyaneus",1
"1996","Northern Harrier","Circus cyaneus",1
"1997","Northern Harrier","Circus cyaneus",3
"1998","Northern Harrier","Circus cyaneus",3
"1999","Northern Harrier","Circus cyaneus",1
"2000","Northern Harrier","Circus cyaneus",1
"2001","Northern Harrier","Circus cyaneus",NA
"2002","Northern Harrier","Circus cyaneus",3
"2003","Northern Harrier","Circus cyaneus",1
"2004","Northern Harrier","Circus cyaneus",5
"2005","Northern Harrier","Circus cyaneus",4
"2006","Northern Harrier","Circus cyaneus",1
"2007","Northern Harrier","Circus cyaneus",5
"2008","Northern Harrier","Circus cyaneus",NA
"2009","Northern Harrier","Circus cyaneus",3
"2010","Northern Harrier","Circus cyaneus",2
"2011","Northern Harrier","Circus cyaneus",NA
"2012","Northern Harrier","Circus cyaneus",NA
"2013","Northern Harrier","Circus cyaneus",3
"2014","Northern Harrier","Circus cyaneus",1
"2015","Northern Harrier","Circus cyaneus",1
"2016","Northern Harrier","Circus cyaneus",NA
"2017","Northern Harrier","Circus cyaneus",1
"2018","Northern Harrier","Circus cyaneus",4
"2019","Northern Harrier","Circus cyaneus",1
"2020","Northern Harrier","Circus cyaneus",NA
"2021","Northern Harrier","Circus cyaneus",1
"2022","Northern Harrier","Circus cyaneus",NA
"2023","Northern Harrier","Circus cyaneus",NA
"2024","Northern Harrier","Circus cyaneus",NA
"1902","Marsh Wren","Cistothorus palustris",NA
"1903","Marsh Wren","Cistothorus palustris",NA
"1904","Marsh Wren","Cistothorus palustris",NA
"1905","Marsh Wren","Cistothorus palustris",NA
"1906","Marsh Wren","Cistothorus palustris",NA
"1940","Marsh Wren","Cistothorus palustris",NA
"1942","Marsh Wren","Cistothorus palustris",NA
"1943","Marsh Wren","Cistothorus palustris",NA
"1948","Marsh Wren","Cistothorus palustris",NA
"1949","Marsh Wren","Cistothorus palustris",NA
"1968","Marsh Wren","Cistothorus palustris",NA
"1969","Marsh Wren","Cistothorus palustris",NA
"1970","Marsh Wren","Cistothorus palustris",NA
"1971","Marsh Wren","Cistothorus palustris",NA
"1973","Marsh Wren","Cistothorus palustris",NA
"1974","Marsh Wren","Cistothorus palustris",NA
"1975","Marsh Wren","Cistothorus palustris",NA
"1976","Marsh Wren","Cistothorus palustris",NA
"1977","Marsh Wren","Cistothorus palustris",NA
"1978","Marsh Wren","Cistothorus palustris",NA
"1979","Marsh Wren","Cistothorus palustris",NA
"1980","Marsh Wren","Cistothorus palustris",NA
"1981","Marsh Wren","Cistothorus palustris",2
"1982","Marsh Wren","Cistothorus palustris",NA
"1983","Marsh Wren","Cistothorus palustris",NA
"1984","Marsh Wren","Cistothorus palustris",NA
"1985","Marsh Wren","Cistothorus palustris",NA
"1986","Marsh Wren","Cistothorus palustris",NA
"1987","Marsh Wren","Cistothorus palustris",NA
"1988","Marsh Wren","Cistothorus palustris",NA
"1989","Marsh Wren","Cistothorus palustris",NA
"1990","Marsh Wren","Cistothorus palustris",NA
"1991","Marsh Wren","Cistothorus palustris",NA
"1992","Marsh Wren","Cistothorus palustris",NA
"1993","Marsh Wren","Cistothorus palustris",NA
"1994","Marsh Wren","Cistothorus palustris",NA
"1995","Marsh Wren","Cistothorus palustris",NA
"1996","Marsh Wren","Cistothorus palustris",NA
"1997","Marsh Wren","Cistothorus palustris",NA
"1998","Marsh Wren","Cistothorus palustris",NA
"1999","Marsh Wren","Cistothorus palustris",NA
"2000","Marsh Wren","Cistothorus palustris",NA
"2001","Marsh Wren","Cistothorus palustris",NA
"2002","Marsh Wren","Cistothorus palustris",NA
"2003","Marsh Wren","Cistothorus palustris",NA
"2004","Marsh Wren","Cistothorus palustris",NA
"2005","Marsh Wren","Cistothorus palustris",NA
"2006","Marsh Wren","Cistothorus palustris",NA
"2007","Marsh Wren","Cistothorus palustris",NA
"2008","Marsh Wren","Cistothorus palustris",NA
"2009","Marsh Wren","Cistothorus palustris",NA
"2010","Marsh Wren","Cistothorus palustris",NA
"2011","Marsh Wren","Cistothorus palustris",NA
"2012","Marsh Wren","Cistothorus palustris",NA
"2013","Marsh Wren","Cistothorus palustris",NA
"2014","Marsh Wren","Cistothorus palustris",NA
"2015","Marsh Wren","Cistothorus palustris",NA
"2016","Marsh Wren","Cistothorus palustris",NA
"2017","Marsh Wren","Cistothorus palustris",NA
"2018","Marsh Wren","Cistothorus palustris",NA
"2019","Marsh Wren","Cistothorus palustris",NA
"2020","Marsh Wren","Cistothorus palustris",NA
"2021","Marsh Wren","Cistothorus palustris",NA
"2022","Marsh Wren","Cistothorus palustris",NA
"2023","Marsh Wren","Cistothorus palustris",NA
"2024","Marsh Wren","Cistothorus palustris",NA
"1902","Sedge Wren","Cistothorus platensis",NA
"1903","Sedge Wren","Cistothorus platensis",NA
"1904","Sedge Wren","Cistothorus platensis",NA
"1905","Sedge Wren","Cistothorus platensis",NA
"1906","Sedge Wren","Cistothorus platensis",NA
"1940","Sedge Wren","Cistothorus platensis",NA
"1942","Sedge Wren","Cistothorus platensis",NA
"1943","Sedge Wren","Cistothorus platensis",NA
"1948","Sedge Wren","Cistothorus platensis",NA
"1949","Sedge Wren","Cistothorus platensis",NA
"1968","Sedge Wren","Cistothorus platensis",NA
"1969","Sedge Wren","Cistothorus platensis",NA
"1970","Sedge Wren","Cistothorus platensis",NA
"1971","Sedge Wren","Cistothorus platensis",NA
"1973","Sedge Wren","Cistothorus platensis",NA
"1974","Sedge Wren","Cistothorus platensis",NA
"1975","Sedge Wren","Cistothorus platensis",NA
"1976","Sedge Wren","Cistothorus platensis",NA
"1977","Sedge Wren","Cistothorus platensis",NA
"1978","Sedge Wren","Cistothorus platensis",NA
"1979","Sedge Wren","Cistothorus platensis",NA
"1980","Sedge Wren","Cistothorus platensis",NA
"1981","Sedge Wren","Cistothorus platensis",NA
"1982","Sedge Wren","Cistothorus platensis",NA
"1983","Sedge Wren","Cistothorus platensis",NA
"1984","Sedge Wren","Cistothorus platensis",1
"1985","Sedge Wren","Cistothorus platensis",NA
"1986","Sedge Wren","Cistothorus platensis",NA
"1987","Sedge Wren","Cistothorus platensis",NA
"1988","Sedge Wren","Cistothorus platensis",NA
"1989","Sedge Wren","Cistothorus platensis",NA
"1990","Sedge Wren","Cistothorus platensis",NA
"1991","Sedge Wren","Cistothorus platensis",NA
"1992","Sedge Wren","Cistothorus platensis",NA
"1993","Sedge Wren","Cistothorus platensis",NA
"1994","Sedge Wren","Cistothorus platensis",NA
"1995","Sedge Wren","Cistothorus platensis",NA
"1996","Sedge Wren","Cistothorus platensis",NA
"1997","Sedge Wren","Cistothorus platensis",NA
"1998","Sedge Wren","Cistothorus platensis",NA
"1999","Sedge Wren","Cistothorus platensis",NA
"2000","Sedge Wren","Cistothorus platensis",NA
"2001","Sedge Wren","Cistothorus platensis",NA
"2002","Sedge Wren","Cistothorus platensis",NA
"2003","Sedge Wren","Cistothorus platensis",NA
"2004","Sedge Wren","Cistothorus platensis",NA
"2005","Sedge Wren","Cistothorus platensis",NA
"2006","Sedge Wren","Cistothorus platensis",NA
"2007","Sedge Wren","Cistothorus platensis",NA
"2008","Sedge Wren","Cistothorus platensis",NA
"2009","Sedge Wren","Cistothorus platensis",NA
"2010","Sedge Wren","Cistothorus platensis",NA
"2011","Sedge Wren","Cistothorus platensis",NA
"2012","Sedge Wren","Cistothorus platensis",NA
"2013","Sedge Wren","Cistothorus platensis",NA
"2014","Sedge Wren","Cistothorus platensis",NA
"2015","Sedge Wren","Cistothorus platensis",NA
"2016","Sedge Wren","Cistothorus platensis",NA
"2017","Sedge Wren","Cistothorus platensis",NA
"2018","Sedge Wren","Cistothorus platensis",NA
"2019","Sedge Wren","Cistothorus platensis",NA
"2020","Sedge Wren","Cistothorus platensis",NA
"2021","Sedge Wren","Cistothorus platensis",NA
"2022","Sedge Wren","Cistothorus platensis",NA
"2023","Sedge Wren","Cistothorus platensis",NA
"2024","Sedge Wren","Cistothorus platensis",NA
"1902","Long-tailed Duck","Clangula hyemalis",NA
"1903","Long-tailed Duck","Clangula hyemalis",NA
"1904","Long-tailed Duck","Clangula hyemalis",NA
"1905","Long-tailed Duck","Clangula hyemalis",NA
"1906","Long-tailed Duck","Clangula hyemalis",NA
"1940","Long-tailed Duck","Clangula hyemalis",NA
"1942","Long-tailed Duck","Clangula hyemalis",NA
"1943","Long-tailed Duck","Clangula hyemalis",NA
"1948","Long-tailed Duck","Clangula hyemalis",NA
"1949","Long-tailed Duck","Clangula hyemalis",NA
"1968","Long-tailed Duck","Clangula hyemalis",NA
"1969","Long-tailed Duck","Clangula hyemalis",NA
"1970","Long-tailed Duck","Clangula hyemalis",NA
"1971","Long-tailed Duck","Clangula hyemalis",NA
"1973","Long-tailed Duck","Clangula hyemalis",NA
"1974","Long-tailed Duck","Clangula hyemalis",NA
"1975","Long-tailed Duck","Clangula hyemalis",NA
"1976","Long-tailed Duck","Clangula hyemalis",NA
"1977","Long-tailed Duck","Clangula hyemalis",NA
"1978","Long-tailed Duck","Clangula hyemalis",NA
"1979","Long-tailed Duck","Clangula hyemalis",NA
"1980","Long-tailed Duck","Clangula hyemalis",NA
"1981","Long-tailed Duck","Clangula hyemalis",NA
"1982","Long-tailed Duck","Clangula hyemalis",NA
"1983","Long-tailed Duck","Clangula hyemalis",NA
"1984","Long-tailed Duck","Clangula hyemalis",NA
"1985","Long-tailed Duck","Clangula hyemalis",NA
"1986","Long-tailed Duck","Clangula hyemalis",NA
"1987","Long-tailed Duck","Clangula hyemalis",NA
"1988","Long-tailed Duck","Clangula hyemalis",NA
"1989","Long-tailed Duck","Clangula hyemalis",NA
"1990","Long-tailed Duck","Clangula hyemalis",NA
"1991","Long-tailed Duck","Clangula hyemalis",NA
"1992","Long-tailed Duck","Clangula hyemalis",NA
"1993","Long-tailed Duck","Clangula hyemalis",NA
"1994","Long-tailed Duck","Clangula hyemalis",NA
"1995","Long-tailed Duck","Clangula hyemalis",NA
"1996","Long-tailed Duck","Clangula hyemalis",NA
"1997","Long-tailed Duck","Clangula hyemalis",NA
"1998","Long-tailed Duck","Clangula hyemalis",NA
"1999","Long-tailed Duck","Clangula hyemalis",NA
"2000","Long-tailed Duck","Clangula hyemalis",NA
"2001","Long-tailed Duck","Clangula hyemalis",NA
"2002","Long-tailed Duck","Clangula hyemalis",NA
"2003","Long-tailed Duck","Clangula hyemalis",NA
"2004","Long-tailed Duck","Clangula hyemalis",NA
"2005","Long-tailed Duck","Clangula hyemalis",NA
"2006","Long-tailed Duck","Clangula hyemalis",NA
"2007","Long-tailed Duck","Clangula hyemalis",NA
"2008","Long-tailed Duck","Clangula hyemalis",NA
"2009","Long-tailed Duck","Clangula hyemalis",NA
"2010","Long-tailed Duck","Clangula hyemalis",NA
"2011","Long-tailed Duck","Clangula hyemalis",NA
"2012","Long-tailed Duck","Clangula hyemalis",NA
"2013","Long-tailed Duck","Clangula hyemalis",NA
"2014","Long-tailed Duck","Clangula hyemalis",NA
"2015","Long-tailed Duck","Clangula hyemalis",1
"2016","Long-tailed Duck","Clangula hyemalis",NA
"2017","Long-tailed Duck","Clangula hyemalis",NA
"2018","Long-tailed Duck","Clangula hyemalis",NA
"2019","Long-tailed Duck","Clangula hyemalis",NA
"2020","Long-tailed Duck","Clangula hyemalis",NA
"2021","Long-tailed Duck","Clangula hyemalis",NA
"2022","Long-tailed Duck","Clangula hyemalis",NA
"2023","Long-tailed Duck","Clangula hyemalis",NA
"2024","Long-tailed Duck","Clangula hyemalis",NA
"1902","Evening Grosbeak","Coccothraustes vespertinus",NA
"1903","Evening Grosbeak","Coccothraustes vespertinus",NA
"1904","Evening Grosbeak","Coccothraustes vespertinus",NA
"1905","Evening Grosbeak","Coccothraustes vespertinus",NA
"1906","Evening Grosbeak","Coccothraustes vespertinus",NA
"1940","Evening Grosbeak","Coccothraustes vespertinus",NA
"1942","Evening Grosbeak","Coccothraustes vespertinus",NA
"1943","Evening Grosbeak","Coccothraustes vespertinus",NA
"1948","Evening Grosbeak","Coccothraustes vespertinus",NA
"1949","Evening Grosbeak","Coccothraustes vespertinus",NA
"1968","Evening Grosbeak","Coccothraustes vespertinus",22
"1969","Evening Grosbeak","Coccothraustes vespertinus",NA
"1970","Evening Grosbeak","Coccothraustes vespertinus",NA
"1971","Evening Grosbeak","Coccothraustes vespertinus",34
"1973","Evening Grosbeak","Coccothraustes vespertinus",8
"1974","Evening Grosbeak","Coccothraustes vespertinus",30
"1975","Evening Grosbeak","Coccothraustes vespertinus",92
"1976","Evening Grosbeak","Coccothraustes vespertinus",4
"1977","Evening Grosbeak","Coccothraustes vespertinus",128
"1978","Evening Grosbeak","Coccothraustes vespertinus",NA
"1979","Evening Grosbeak","Coccothraustes vespertinus",28
"1980","Evening Grosbeak","Coccothraustes vespertinus",21
"1981","Evening Grosbeak","Coccothraustes vespertinus",7
"1982","Evening Grosbeak","Coccothraustes vespertinus",NA
"1983","Evening Grosbeak","Coccothraustes vespertinus",31
"1984","Evening Grosbeak","Coccothraustes vespertinus",NA
"1985","Evening Grosbeak","Coccothraustes vespertinus",NA
"1986","Evening Grosbeak","Coccothraustes vespertinus",12
"1987","Evening Grosbeak","Coccothraustes vespertinus",15
"1988","Evening Grosbeak","Coccothraustes vespertinus",NA
"1989","Evening Grosbeak","Coccothraustes vespertinus",3
"1990","Evening Grosbeak","Coccothraustes vespertinus",10
"1991","Evening Grosbeak","Coccothraustes vespertinus",NA
"1992","Evening Grosbeak","Coccothraustes vespertinus",NA
"1993","Evening Grosbeak","Coccothraustes vespertinus",18
"1994","Evening Grosbeak","Coccothraustes vespertinus",NA
"1995","Evening Grosbeak","Coccothraustes vespertinus",10
"1996","Evening Grosbeak","Coccothraustes vespertinus",NA
"1997","Evening Grosbeak","Coccothraustes vespertinus",10
"1998","Evening Grosbeak","Coccothraustes vespertinus",NA
"1999","Evening Grosbeak","Coccothraustes vespertinus",NA
"2000","Evening Grosbeak","Coccothraustes vespertinus",NA
"2001","Evening Grosbeak","Coccothraustes vespertinus",NA
"2002","Evening Grosbeak","Coccothraustes vespertinus",NA
"2003","Evening Grosbeak","Coccothraustes vespertinus",NA
"2004","Evening Grosbeak","Coccothraustes vespertinus",1
"2005","Evening Grosbeak","Coccothraustes vespertinus",NA
"2006","Evening Grosbeak","Coccothraustes vespertinus",NA
"2007","Evening Grosbeak","Coccothraustes vespertinus",NA
"2008","Evening Grosbeak","Coccothraustes vespertinus",NA
"2009","Evening Grosbeak","Coccothraustes vespertinus",NA
"2010","Evening Grosbeak","Coccothraustes vespertinus",NA
"2011","Evening Grosbeak","Coccothraustes vespertinus",NA
"2012","Evening Grosbeak","Coccothraustes vespertinus",NA
"2013","Evening Grosbeak","Coccothraustes vespertinus",NA
"2014","Evening Grosbeak","Coccothraustes vespertinus",NA
"2015","Evening Grosbeak","Coccothraustes vespertinus",NA
"2016","Evening Grosbeak","Coccothraustes vespertinus",NA
"2017","Evening Grosbeak","Coccothraustes vespertinus",NA
"2018","Evening Grosbeak","Coccothraustes vespertinus",1
"2019","Evening Grosbeak","Coccothraustes vespertinus",NA
"2020","Evening Grosbeak","Coccothraustes vespertinus",NA
"2021","Evening Grosbeak","Coccothraustes vespertinus",NA
"2022","Evening Grosbeak","Coccothraustes vespertinus",4
"2023","Evening Grosbeak","Coccothraustes vespertinus",NA
"2024","Evening Grosbeak","Coccothraustes vespertinus",NA
"1902","Northern Flicker","Colaptes auratus",NA
"1903","Northern Flicker","Colaptes auratus",5
"1904","Northern Flicker","Colaptes auratus",3
"1905","Northern Flicker","Colaptes auratus",NA
"1906","Northern Flicker","Colaptes auratus",1
"1940","Northern Flicker","Colaptes auratus",9
"1942","Northern Flicker","Colaptes auratus",11
"1943","Northern Flicker","Colaptes auratus",19
"1948","Northern Flicker","Colaptes auratus",NA
"1949","Northern Flicker","Colaptes auratus",NA
"1968","Northern Flicker","Colaptes auratus",NA
"1969","Northern Flicker","Colaptes auratus",NA
"1970","Northern Flicker","Colaptes auratus",NA
"1971","Northern Flicker","Colaptes auratus",NA
"1973","Northern Flicker","Colaptes auratus",NA
"1974","Northern Flicker","Colaptes auratus",NA
"1975","Northern Flicker","Colaptes auratus",NA
"1976","Northern Flicker","Colaptes auratus",NA
"1977","Northern Flicker","Colaptes auratus",NA
"1978","Northern Flicker","Colaptes auratus",NA
"1979","Northern Flicker","Colaptes auratus",NA
"1980","Northern Flicker","Colaptes auratus",NA
"1981","Northern Flicker","Colaptes auratus",71
"1982","Northern Flicker","Colaptes auratus",NA
"1983","Northern Flicker","Colaptes auratus",NA
"1984","Northern Flicker","Colaptes auratus",NA
"1985","Northern Flicker","Colaptes auratus",NA
"1986","Northern Flicker","Colaptes auratus",NA
"1987","Northern Flicker","Colaptes auratus",NA
"1988","Northern Flicker","Colaptes auratus",NA
"1989","Northern Flicker","Colaptes auratus",NA
"1990","Northern Flicker","Colaptes auratus",NA
"1991","Northern Flicker","Colaptes auratus",NA
"1992","Northern Flicker","Colaptes auratus",NA
"1993","Northern Flicker","Colaptes auratus",NA
"1994","Northern Flicker","Colaptes auratus",NA
"1995","Northern Flicker","Colaptes auratus",NA
"1996","Northern Flicker","Colaptes auratus",NA
"1997","Northern Flicker","Colaptes auratus",NA
"1998","Northern Flicker","Colaptes auratus",NA
"1999","Northern Flicker","Colaptes auratus",NA
"2000","Northern Flicker","Colaptes auratus",NA
"2001","Northern Flicker","Colaptes auratus",NA
"2002","Northern Flicker","Colaptes auratus",NA
"2003","Northern Flicker","Colaptes auratus",NA
"2004","Northern Flicker","Colaptes auratus",NA
"2005","Northern Flicker","Colaptes auratus",NA
"2006","Northern Flicker","Colaptes auratus",NA
"2007","Northern Flicker","Colaptes auratus",NA
"2008","Northern Flicker","Colaptes auratus",NA
"2009","Northern Flicker","Colaptes auratus",113
"2010","Northern Flicker","Colaptes auratus",NA
"2011","Northern Flicker","Colaptes auratus",NA
"2012","Northern Flicker","Colaptes auratus",NA
"2013","Northern Flicker","Colaptes auratus",NA
"2014","Northern Flicker","Colaptes auratus",158
"2015","Northern Flicker","Colaptes auratus",67
"2016","Northern Flicker","Colaptes auratus",NA
"2017","Northern Flicker","Colaptes auratus",NA
"2018","Northern Flicker","Colaptes auratus",NA
"2019","Northern Flicker","Colaptes auratus",NA
"2020","Northern Flicker","Colaptes auratus",NA
"2021","Northern Flicker","Colaptes auratus",NA
"2022","Northern Flicker","Colaptes auratus",NA
"2023","Northern Flicker","Colaptes auratus",NA
"2024","Northern Flicker","Colaptes auratus",NA
"1902","Northern Flicker (Yellow-shafted)","Colaptes auratus auratus/luteus",NA
"1903","Northern Flicker (Yellow-shafted)","Colaptes auratus auratus/luteus",NA
"1904","Northern Flicker (Yellow-shafted)","Colaptes auratus auratus/luteus",NA
"1905","Northern Flicker (Yellow-shafted)","Colaptes auratus auratus/luteus",NA
"1906","Northern Flicker (Yellow-shafted)","Colaptes auratus auratus/luteus",NA
"1940","Northern Flicker (Yellow-shafted)","Colaptes auratus auratus/luteus",NA
"1942","Northern Flicker (Yellow-shafted)","Colaptes auratus auratus/luteus",NA
"1943","Northern Flicker (Yellow-shafted)","Colaptes auratus auratus/luteus",NA
"1948","Northern Flicker (Yellow-shafted)","Colaptes auratus auratus/luteus",9
"1949","Northern Flicker (Yellow-shafted)","Colaptes auratus auratus/luteus",9
"1968","Northern Flicker (Yellow-shafted)","Colaptes auratus auratus/luteus",22
"1969","Northern Flicker (Yellow-shafted)","Colaptes auratus auratus/luteus",20
"1970","Northern Flicker (Yellow-shafted)","Colaptes auratus auratus/luteus",15
"1971","Northern Flicker (Yellow-shafted)","Colaptes auratus auratus/luteus",21
"1973","Northern Flicker (Yellow-shafted)","Colaptes auratus auratus/luteus",49
"1974","Northern Flicker (Yellow-shafted)","Colaptes auratus auratus/luteus",82
"1975","Northern Flicker (Yellow-shafted)","Colaptes auratus auratus/luteus",79
"1976","Northern Flicker (Yellow-shafted)","Colaptes auratus auratus/luteus",44
"1977","Northern Flicker (Yellow-shafted)","Colaptes auratus auratus/luteus",86
"1978","Northern Flicker (Yellow-shafted)","Colaptes auratus auratus/luteus",37
"1979","Northern Flicker (Yellow-shafted)","Colaptes auratus auratus/luteus",108
"1980","Northern Flicker (Yellow-shafted)","Colaptes auratus auratus/luteus",31
"1981","Northern Flicker (Yellow-shafted)","Colaptes auratus auratus/luteus",NA
"1982","Northern Flicker (Yellow-shafted)","Colaptes auratus auratus/luteus",64
"1983","Northern Flicker (Yellow-shafted)","Colaptes auratus auratus/luteus",48
"1984","Northern Flicker (Yellow-shafted)","Colaptes auratus auratus/luteus",80
"1985","Northern Flicker (Yellow-shafted)","Colaptes auratus auratus/luteus",109
"1986","Northern Flicker (Yellow-shafted)","Colaptes auratus auratus/luteus",34
"1987","Northern Flicker (Yellow-shafted)","Colaptes auratus auratus/luteus",63
"1988","Northern Flicker (Yellow-shafted)","Colaptes auratus auratus/luteus",67
"1989","Northern Flicker (Yellow-shafted)","Colaptes auratus auratus/luteus",73
"1990","Northern Flicker (Yellow-shafted)","Colaptes auratus auratus/luteus",70
"1991","Northern Flicker (Yellow-shafted)","Colaptes auratus auratus/luteus",57
"1992","Northern Flicker (Yellow-shafted)","Colaptes auratus auratus/luteus",91
"1993","Northern Flicker (Yellow-shafted)","Colaptes auratus auratus/luteus",88
"1994","Northern Flicker (Yellow-shafted)","Colaptes auratus auratus/luteus",59
"1995","Northern Flicker (Yellow-shafted)","Colaptes auratus auratus/luteus",133
"1996","Northern Flicker (Yellow-shafted)","Colaptes auratus auratus/luteus",61
"1997","Northern Flicker (Yellow-shafted)","Colaptes auratus auratus/luteus",51
"1998","Northern Flicker (Yellow-shafted)","Colaptes auratus auratus/luteus",72
"1999","Northern Flicker (Yellow-shafted)","Colaptes auratus auratus/luteus",95
"2000","Northern Flicker (Yellow-shafted)","Colaptes auratus auratus/luteus",59
"2001","Northern Flicker (Yellow-shafted)","Colaptes auratus auratus/luteus",70
"2002","Northern Flicker (Yellow-shafted)","Colaptes auratus auratus/luteus",95
"2003","Northern Flicker (Yellow-shafted)","Colaptes auratus auratus/luteus",149
"2004","Northern Flicker (Yellow-shafted)","Colaptes auratus auratus/luteus",111
"2005","Northern Flicker (Yellow-shafted)","Colaptes auratus auratus/luteus",173
"2006","Northern Flicker (Yellow-shafted)","Colaptes auratus auratus/luteus",146
"2007","Northern Flicker (Yellow-shafted)","Colaptes auratus auratus/luteus",95
"2008","Northern Flicker (Yellow-shafted)","Colaptes auratus auratus/luteus",195
"2009","Northern Flicker (Yellow-shafted)","Colaptes auratus auratus/luteus",NA
"2010","Northern Flicker (Yellow-shafted)","Colaptes auratus auratus/luteus",189
"2011","Northern Flicker (Yellow-shafted)","Colaptes auratus auratus/luteus",121
"2012","Northern Flicker (Yellow-shafted)","Colaptes auratus auratus/luteus",185
"2013","Northern Flicker (Yellow-shafted)","Colaptes auratus auratus/luteus",175
"2014","Northern Flicker (Yellow-shafted)","Colaptes auratus auratus/luteus",NA
