"year","common_name","sci_name","count"
"1986","Red-winged Blackbird","Agelaius phoeniceus",684
"1987","Red-winged Blackbird","Agelaius phoeniceus",1012
"1988","Red-winged Blackbird","Agelaius phoeniceus",25
"1989","Red-winged Blackbird","Agelaius phoeniceus",920
"1990","Red-winged Blackbird","Agelaius phoeniceus",726
"1991","Red-winged Blackbird","Agelaius phoeniceus",130
"1992","Red-winged Blackbird","Agelaius phoeniceus",134
"1993","Red-winged Blackbird","Agelaius phoeniceus",75
"1994","Red-winged Blackbird","Agelaius phoeniceus",12337
"1995","Red-winged Blackbird","Agelaius phoeniceus",383
"1996","Red-winged Blackbird","Agelaius phoeniceus",117
"1997","Red-winged Blackbird","Agelaius phoeniceus",515
"1998","Red-winged Blackbird","Agelaius phoeniceus",783
"1999","Red-winged Blackbird","Agelaius phoeniceus",562
"2000","Red-winged Blackbird","Agelaius phoeniceus",1195
"2001","Red-winged Blackbird","Agelaius phoeniceus",1077
"2002","Red-winged Blackbird","Agelaius phoeniceus",467
"2003","Red-winged Blackbird","Agelaius phoeniceus",3720
"2004","Red-winged Blackbird","Agelaius phoeniceus",945
"2005","Red-winged Blackbird","Agelaius phoeniceus",2072
"2006","Red-winged Blackbird","Agelaius phoeniceus",1400
"2007","Red-winged Blackbird","Agelaius phoeniceus",433
"2008","Red-winged Blackbird","Agelaius phoeniceus",697
"2009","Red-winged Blackbird","Agelaius phoeniceus",251
"2010","Red-winged Blackbird","Agelaius phoeniceus",176
"2011","Red-winged Blackbird","Agelaius phoeniceus",525
"2012","Red-winged Blackbird","Agelaius phoeniceus",1451
"2013","Red-winged Blackbird","Agelaius phoeniceus",643
"2014","Red-winged Blackbird","Agelaius phoeniceus",1049
"2015","Red-winged Blackbird","Agelaius phoeniceus",842
"2016","Red-winged Blackbird","Agelaius phoeniceus",987
"2017","Red-winged Blackbird","Agelaius phoeniceus",2473
"2018","Red-winged Blackbird","Agelaius phoeniceus",261
"2019","Red-winged Blackbird","Agelaius phoeniceus",245
"2020","Red-winged Blackbird","Agelaius phoeniceus",1156
"2021","Red-winged Blackbird","Agelaius phoeniceus",724
"2022","Red-winged Blackbird","Agelaius phoeniceus",1348
"2023","Red-winged Blackbird","Agelaius phoeniceus",280
"2024","Red-winged Blackbird","Agelaius phoeniceus",681
"1902","Wood Duck","Aix sponsa",NA
"1903","Wood Duck","Aix sponsa",NA
"1904","Wood Duck","Aix sponsa",NA
"1905","Wood Duck","Aix sponsa",NA
"1906","Wood Duck","Aix sponsa",NA
"1940","Wood Duck","Aix sponsa",NA
"1942","Wood Duck","Aix sponsa",NA
"1943","Wood Duck","Aix sponsa",NA
"1948","Wood Duck","Aix sponsa",NA
"1949","Wood Duck","Aix sponsa",NA
"1968","Wood Duck","Aix sponsa",NA
"1969","Wood Duck","Aix sponsa",NA
"1970","Wood Duck","Aix sponsa",1
"1971","Wood Duck","Aix sponsa",NA
"1973","Wood Duck","Aix sponsa",NA
"1974","Wood Duck","Aix sponsa",9
"1975","Wood Duck","Aix sponsa",NA
"1976","Wood Duck","Aix sponsa",NA
"1977","Wood Duck","Aix sponsa",NA
"1978","Wood Duck","Aix sponsa",NA
"1979","Wood Duck","Aix sponsa",6
"1980","Wood Duck","Aix sponsa",NA
"1981","Wood Duck","Aix sponsa",5
"1982","Wood Duck","Aix sponsa",3
"1983","Wood Duck","Aix sponsa",NA
"1984","Wood Duck","Aix sponsa",2
"1985","Wood Duck","Aix sponsa",NA
"1986","Wood Duck","Aix sponsa",NA
"1987","Wood Duck","Aix sponsa",17
"1988","Wood Duck","Aix sponsa",47
"1989","Wood Duck","Aix sponsa",43
"1990","Wood Duck","Aix sponsa",2
"1991","Wood Duck","Aix sponsa",7
"1992","Wood Duck","Aix sponsa",6
"1993","Wood Duck","Aix sponsa",12
"1994","Wood Duck","Aix sponsa",16
"1995","Wood Duck","Aix sponsa",6
"1996","Wood Duck","Aix sponsa",35
"1997","Wood Duck","Aix sponsa",2
"1998","Wood Duck","Aix sponsa",50
"1999","Wood Duck","Aix sponsa",35
"2000","Wood Duck","Aix sponsa",20
"2001","Wood Duck","Aix sponsa",25
"2002","Wood Duck","Aix sponsa",25
"2003","Wood Duck","Aix sponsa",40
"2004","Wood Duck","Aix sponsa",167
"2005","Wood Duck","Aix sponsa",11
"2006","Wood Duck","Aix sponsa",159
"2007","Wood Duck","Aix sponsa",23
"2008","Wood Duck","Aix sponsa",86
"2009","Wood Duck","Aix sponsa",75
"2010","Wood Duck","Aix sponsa",172
"2011","Wood Duck","Aix sponsa",119
"2012","Wood Duck","Aix sponsa",113
"2013","Wood Duck","Aix sponsa",86
"2014","Wood Duck","Aix sponsa",205
"2015","Wood Duck","Aix sponsa",16
"2016","Wood Duck","Aix sponsa",24
"2017","Wood Duck","Aix sponsa",12
"2018","Wood Duck","Aix sponsa",108
"2019","Wood Duck","Aix sponsa",170
"2020","Wood Duck","Aix sponsa",289
"2021","Wood Duck","Aix sponsa",505
"2022","Wood Duck","Aix sponsa",107
"2023","Wood Duck","Aix sponsa",79
"2024","Wood Duck","Aix sponsa",20
"1902","Northern Pintail","Anas acuta",NA
"1903","Northern Pintail","Anas acuta",NA
"1904","Northern Pintail","Anas acuta",NA
"1905","Northern Pintail","Anas acuta",NA
"1906","Northern Pintail","Anas acuta",NA
"1940","Northern Pintail","Anas acuta",NA
"1942","Northern Pintail","Anas acuta",NA
"1943","Northern Pintail","Anas acuta",NA
"1948","Northern Pintail","Anas acuta",NA
"1949","Northern Pintail","Anas acuta",NA
"1968","Northern Pintail","Anas acuta",NA
"1969","Northern Pintail","Anas acuta",NA
"1970","Northern Pintail","Anas acuta",NA
"1971","Northern Pintail","Anas acuta",NA
"1973","Northern Pintail","Anas acuta",NA
"1974","Northern Pintail","Anas acuta",NA
"1975","Northern Pintail","Anas acuta",NA
"1976","Northern Pintail","Anas acuta",NA
"1977","Northern Pintail","Anas acuta",NA
"1978","Northern Pintail","Anas acuta",NA
"1979","Northern Pintail","Anas acuta",NA
"1980","Northern Pintail","Anas acuta",NA
"1981","Northern Pintail","Anas acuta",NA
"1982","Northern Pintail","Anas acuta",NA
"1983","Northern Pintail","Anas acuta",NA
"1984","Northern Pintail","Anas acuta",3
"1985","Northern Pintail","Anas acuta",NA
"1986","Northern Pintail","Anas acuta",NA
"1987","Northern Pintail","Anas acuta",NA
"1988","Northern Pintail","Anas acuta",1
"1989","Northern Pintail","Anas acuta",NA
"1990","Northern Pintail","Anas acuta",2
"1991","Northern Pintail","Anas acuta",NA
"1992","Northern Pintail","Anas acuta",NA
"1993","Northern Pintail","Anas acuta",3
"1994","Northern Pintail","Anas acuta",2
"1995","Northern Pintail","Anas acuta",NA
"1996","Northern Pintail","Anas acuta",6
"1997","Northern Pintail","Anas acuta",NA
"1998","Northern Pintail","Anas acuta",NA
"1999","Northern Pintail","Anas acuta",NA
"2000","Northern Pintail","Anas acuta",2
"2001","Northern Pintail","Anas acuta",NA
"2002","Northern Pintail","Anas acuta",NA
"2003","Northern Pintail","Anas acuta",2
"2004","Northern Pintail","Anas acuta",7
"2005","Northern Pintail","Anas acuta",NA
"2006","Northern Pintail","Anas acuta",NA
"2007","Northern Pintail","Anas acuta",NA
"2008","Northern Pintail","Anas acuta",3
"2009","Northern Pintail","Anas acuta",1
"2010","Northern Pintail","Anas acuta",3
"2011","Northern Pintail","Anas acuta",NA
"2012","Northern Pintail","Anas acuta",NA
"2013","Northern Pintail","Anas acuta",26
"2014","Northern Pintail","Anas acuta",NA
"2015","Northern Pintail","Anas acuta",1
"2016","Northern Pintail","Anas acuta",3
"2017","Northern Pintail","Anas acuta",2
"2018","Northern Pintail","Anas acuta",4
"2019","Northern Pintail","Anas acuta",NA
"2020","Northern Pintail","Anas acuta",NA
"2021","Northern Pintail","Anas acuta",NA
"2022","Northern Pintail","Anas acuta",NA
"2023","Northern Pintail","Anas acuta",NA
"2024","Northern Pintail","Anas acuta",1
"1902","American Wigeon","Anas americana",NA
"1903","American Wigeon","Anas americana",NA
"1904","American Wigeon","Anas americana",NA
"1905","American Wigeon","Anas americana",NA
"1906","American Wigeon","Anas americana",NA
"1940","American Wigeon","Anas americana",NA
"1942","American Wigeon","Anas americana",NA
"1943","American Wigeon","Anas americana",NA
"1948","American Wigeon","Anas americana",NA
"1949","American Wigeon","Anas americana",NA
"1968","American Wigeon","Anas americana",NA
"1969","American Wigeon","Anas americana",NA
"1970","American Wigeon","Anas americana",NA
"1971","American Wigeon","Anas americana",NA
"1973","American Wigeon","Anas americana",NA
"1974","American Wigeon","Anas americana",NA
"1975","American Wigeon","Anas americana",NA
"1976","American Wigeon","Anas americana",NA
"1977","American Wigeon","Anas americana",NA
"1978","American Wigeon","Anas americana",2
"1979","American Wigeon","Anas americana",NA
"1980","American Wigeon","Anas americana",NA
"1981","American Wigeon","Anas americana",1
"1982","American Wigeon","Anas americana",NA
"1983","American Wigeon","Anas americana",NA
"1984","American Wigeon","Anas americana",10
"1985","American Wigeon","Anas americana",NA
"1986","American Wigeon","Anas americana",NA
"1987","American Wigeon","Anas americana",NA
"1988","American Wigeon","Anas americana",NA
"1989","American Wigeon","Anas americana",25
"1990","American Wigeon","Anas americana",2
"1991","American Wigeon","Anas americana",NA
"1992","American Wigeon","Anas americana",1
"1993","American Wigeon","Anas americana",5
"1994","American Wigeon","Anas americana",NA
"1995","American Wigeon","Anas americana",1
"1996","American Wigeon","Anas americana",15
"1997","American Wigeon","Anas americana",NA
"1998","American Wigeon","Anas americana",NA
"1999","American Wigeon","Anas americana",11
"2000","American Wigeon","Anas americana",NA
"2001","American Wigeon","Anas americana",NA
"2002","American Wigeon","Anas americana",6
"2003","American Wigeon","Anas americana",51
"2004","American Wigeon","Anas americana",NA
"2005","American Wigeon","Anas americana",19
"2006","American Wigeon","Anas americana",4
"2007","American Wigeon","Anas americana",NA
"2008","American Wigeon","Anas americana",29
"2009","American Wigeon","Anas americana",NA
"2010","American Wigeon","Anas americana",NA
"2011","American Wigeon","Anas americana",NA
"2012","American Wigeon","Anas americana",12
"2013","American Wigeon","Anas americana",NA
"2014","American Wigeon","Anas americana",24
"2015","American Wigeon","Anas americana",NA
"2016","American Wigeon","Anas americana",16
"2017","American Wigeon","Anas americana",NA
"2018","American Wigeon","Anas americana",10
"2019","American Wigeon","Anas americana",2
"2020","American Wigeon","Anas americana",NA
"2021","American Wigeon","Anas americana",NA
"2022","American Wigeon","Anas americana",NA
"2023","American Wigeon","Anas americana",NA
"2024","American Wigeon","Anas americana",5
"1902","Northern Shoveler","Anas clypeata",NA
"1903","Northern Shoveler","Anas clypeata",NA
"1904","Northern Shoveler","Anas clypeata",NA
"1905","Northern Shoveler","Anas clypeata",NA
"1906","Northern Shoveler","Anas clypeata",NA
"1940","Northern Shoveler","Anas clypeata",NA
"1942","Northern Shoveler","Anas clypeata",NA
"1943","Northern Shoveler","Anas clypeata",NA
"1948","Northern Shoveler","Anas clypeata",NA
"1949","Northern Shoveler","Anas clypeata",NA
"1968","Northern Shoveler","Anas clypeata",NA
"1969","Northern Shoveler","Anas clypeata",NA
"1970","Northern Shoveler","Anas clypeata",NA
"1971","Northern Shoveler","Anas clypeata",NA
"1973","Northern Shoveler","Anas clypeata",NA
"1974","Northern Shoveler","Anas clypeata",NA
"1975","Northern Shoveler","Anas clypeata",NA
"1976","Northern Shoveler","Anas clypeata",NA
"1977","Northern Shoveler","Anas clypeata",NA
"1978","Northern Shoveler","Anas clypeata",NA
"1979","Northern Shoveler","Anas clypeata",NA
"1980","Northern Shoveler","Anas clypeata",NA
"1981","Northern Shoveler","Anas clypeata",NA
"1982","Northern Shoveler","Anas clypeata",NA
"1983","Northern Shoveler","Anas clypeata",1
"1984","Northern Shoveler","Anas clypeata",3
"1985","Northern Shoveler","Anas clypeata",NA
"1986","Northern Shoveler","Anas clypeata",NA
"1987","Northern Shoveler","Anas clypeata",6
"1988","Northern Shoveler","Anas clypeata",NA
"1989","Northern Shoveler","Anas clypeata",2
"1990","Northern Shoveler","Anas clypeata",NA
"1991","Northern Shoveler","Anas clypeata",NA
"1992","Northern Shoveler","Anas clypeata",1
"1993","Northern Shoveler","Anas clypeata",12
"1994","Northern Shoveler","Anas clypeata",2
"1995","Northern Shoveler","Anas clypeata",NA
"1996","Northern Shoveler","Anas clypeata",NA
"1997","Northern Shoveler","Anas clypeata",4
