"","dif_mass","dif_tailLen","dif_handWing","dif_Secondary","dif_KippsDist","dif_wingLen","dif_tarsusLen","dif_beakDep","dif_width","dif_beakLenNare","dif_beakLenCulm","dif_clutch","dif_ESI","dif_DB","dif_HB","dif_normMax","dif_elevaRange","dif_weight","dif_LAT","dif_mig","dif_habDen","dif_RLM","dif_primHab","dif_primDiet","dif_INwt","dif_FRwt","dif_NEwt","dif_SEwt","dif_VEwt","dif_FIwt","dif_SCwt","dif_PLwt","dif_MSwt","dif_habitat","dif_trophicLvl","dif_trophicNic","dif_primLife","sp1","sp2","corr"
"459",-68.3,-51.3,3.2,-41.6,-5.5,-46.1,-17,-4.8,-4.6,-8.9,-12.5,-1,0.653212513775344,-2,-1,1500,1500,-56.5733333333333,-1,0,1,0,1,0,0,0,1,0,0,1,0,1,1,0,0,0,0,"Eastern.Phoebe","Blue.Jay",-0.170769230769231
"460",-429.1,-97,-15.9,-119.5,-89.5,-209.6,-37.3,-12.5,-8.4,-23.5,-32.5,0,1.30102999566398,-4,-6,700,700,-436.8,-1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,"Eastern.Phoebe","American.Crow",0.243076923076923
"461",-264.9,-87,-15.7,-109.5,-83.2,-192.8,-29.4,-10.7,-8.3,-17.5,-25.9,0,1.17609125905568,-4,-4,1500,1500,-253.691666666667,-1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,"Eastern.Phoebe","Fish.Crow",0.218882872581917
"462",-908.3,-158.6,-19.2,-186,-149.8,-335.8,-49.4,-23.8,-16.4,-39.5,-59.6,-3,1.30102999566398,-4,-6,-3500,-3500,-859.2,-1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,"Eastern.Phoebe","Common.Raven",-0.617454941466315
"463",-11.9,10.3,-14.5,4.7,-16.1,-11.5,1,-0.800000000000001,1,3.1,2.3,0,0.954242509439325,-2,-4,-500,-500,-13.8916666666667,1,1,1,0,1,0,0,0,0,1,1,1,1,0,0,0,0,0,1,"Eastern.Phoebe","Cedar.Waxwing",0.0892307692307692
"464",-1.9,1.5,4.5,1.5,4.9,6,-2.8,-1.4,0.6,0.899999999999999,4.1,2,0.954242509439325,-2,-4,1890,1890,-2.66666666666667,-1,0,0,0,0,1,0,0,1,0,1,1,1,1,1,1,1,1,1,"Eastern.Phoebe","Tufted.Titmouse",0.094248895761519
"465",9.7,20.5,1.1,19.7,6,25.1,2.9,0.399999999999999,2,3.1,8.5,3,0.954242509439325,-2,-4,650,650,8.71666666666667,-1,0,1,0,0,1,0,0,1,0,1,1,1,1,1,1,0,1,1,"Eastern.Phoebe","Carolina.Chickadee",0.229230769230769
"466",13.5,27.9,-1.4,21.8,4.8,25.9,-0.699999999999999,1.9,2.8,3.4,6.8,-3,0.8750612633917,-2,-3,-500,-500,12.1583333333333,-1,1,0,0,0,1,0,0,1,0,1,1,1,1,0,1,1,1,1,"Eastern.Phoebe","Ruby.crowned.Kinglet",0.135384615384615
"467",13.5,27.3,-3,23.3,4,26.7,1.5,1.6,3.4,4.3,8.4,-2,0,-1,1,-1000,-1000,12.9083333333333,0,1,0,1,0,1,0,0,1,0,1,1,1,1,1,1,1,1,1,"Eastern.Phoebe","Golden.crowned.Kinglet",0.180769230769231
"468",0.699999999999999,19.4,9.2,14.1,10.6,24.5,-3.7,0.2,2.3,-1.4,0.5,1,0.176091259055681,0,-1,500,500,-0.666666666666668,-1,0,1,0,0,1,1,1,1,0,0,1,1,1,1,0,1,1,1,"Eastern.Phoebe","Carolina.Wren",0.364615384615385
"469",10.8,42.5,3.6,28.7,9.7,38.1,-0.400000000000002,1.8,3.2,1.2,4.9,-2,0,0,0,500,500,10.1333333333333,-1,1,0,0,0,1,1,1,1,0,0,0,1,0,1,1,1,1,1,"Eastern.Phoebe","Winter.Wren",0.602307692307692
"470",-1.3,21.3,-10.6,5.8,-10.2,-4.69999999999999,-0.800000000000001,-0.100000000000001,1.5,-2.5,-1.7,-3,0.301029995663981,-1,0,-1000,-1000,-2.58666666666667,0,0,0,1,0,1,0,1,1,0,1,1,1,0,0,1,0,0,1,"Eastern.Phoebe","White.breasted.Nuthatch",0.116153846153846
"471",9.5,34.7,-2.7,16.8,2.3,18.9,2.9,0.2,2.2,-0.700000000000001,2.1,-2,0.602059991327962,-1,-2,1900,1900,9.05733333333333,-1,0,0,0,1,1,0,0,1,0,1,1,1,1,1,1,0,1,1,"Eastern.Phoebe","Brown.headed.Nuthatch",0.153076923076923
"472",9.9,34.5,-5.6,17.8,0.0999999999999979,17.5,3.2,0.9,2.2,-0.700000000000001,3.4,-2,0.698970004336019,-1,-3,-575,-575,8.53333333333333,-1,1,0,0,0,1,0,1,1,0,1,1,1,1,1,1,0,0,1,"Eastern.Phoebe","Red.breasted.Nuthatch",-0.33198692670282
"473",-28.8,-47.5,0,-23.8,-5.7,-28.4,-14.5,-1.2,0.9,-2.5,-4.7,0,0.602059991327962,-1,-2,-500,-500,-29.0166666666667,0,1,1,1,0,0,0,0,1,1,0,1,1,0,1,0,0,0,0,"Eastern.Phoebe","Northern.Mockingbird",0.108461538461538
"474",-49.1,-51.7,6.7,-20,3.4,-18.6,-16.5,-2.2,0.0999999999999996,-9.6,-12.7,0,0.477121254719662,-2,0,1980,1980,-51.0333333333333,-1,0,0,0,0,1,0,0,1,0,0,1,1,1,1,0,0,0,0,"Eastern.Phoebe","Brown.Thrasher",0.314615384615385
"475",-7.8,7.59999999999999,-12.2,2.3,-14,-11.9,-2,-0.4,1.3,0.6,2,3,0.477121254719662,-1,-1,60,60,-10.75,0,0,1,1,1,1,0,0,1,1,0,1,1,1,1,0,1,1,1,"Eastern.Phoebe","Eastern.Bluebird",0.44
"476",-10.4,2.39999999999999,-6.3,1.40000000000001,-6.6,-5.09999999999999,-11.2,0.399999999999999,2.1,0.5,-1.4,1,0.954242509439325,-2,-4,-1000,-1000,-8.86666666666667,0,1,0,1,0,1,0,0,1,1,0,1,1,0,1,1,0,1,0,"Eastern.Phoebe","Hermit.Thrush",0.554615384615385
"477",-58.8,-25.6,-8.4,-23.6,-19.5,-43.1,-15,-2.7,-0.0999999999999996,-2.8,-6,2,0.845098040014257,-1,-5,-1000,-1000,-60.5,0,1,0,1,0,0,0,0,1,1,1,1,1,1,1,1,0,1,0,"Eastern.Phoebe","American.Robin",0.186923076923077
"478",-6.8,12.9,-6.7,12.3,-3,9,-0.199999999999999,-3.3,-0.8,0.6,3.9,-3,0.176091259055681,0,-1,-2100,-2100,-8.30666666666667,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,"Eastern.Phoebe","House.Sparrow",0.263076923076923
"479",-3.6,10.6,-7.5,8.5,-5.4,2.80000000000001,1.1,-4.9,-2,0.6,5.2,-1,1.07918124604762,-3,-4,1500,1500,-5.145,-1,0,1,0,0,0,0,0,0,0,1,1,1,0,1,1,0,0,1,"Eastern.Phoebe","Purple.Finch",-0.249230769230769
"480",-1.7,3.89999999999999,-6.9,10.9,-3.8,6.7,0.300000000000001,-4.1,-1.1,1.3,6.8,-1,0.845098040014257,-1,-5,-1000,-1000,-2.59166666666667,0,0,1,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,"Eastern.Phoebe","House.Finch",0.25
"481",6.9,21.8,-7,16.4,-1.7,14.1,4.2,-2.2,1.2,1.5,5.9,-1,0.301029995663981,0,-2,1500,1500,6.18333333333333,-1,0,0,0,0,0,0,1,1,0,1,1,1,0,1,1,0,0,1,"Eastern.Phoebe","American.Goldfinch",0.126153846153846
"482",7,21.8,-14.6,19.7,-8.2,11.5,3.8,-1.4,1.2,0.699999999999999,3.4,3,0.778151250383644,-2,-2,-1500,-1500,4.56666666666666,-1,0,0,0,0,0,0,1,0,0,1,1,1,0,1,1,0,0,1,"Eastern.Phoebe","Pine.Siskin",-0.106153846153846
"483",7.5,14.1,-3.6,15.7,1.1,15.9,1.4,-0.800000000000001,1.5,2.7,4.3,-1,0.698970004336019,-1,-3,-1300,-1300,5.78333333333333,0,1,1,1,1,0,0,0,1,0,1,1,1,1,1,1,0,0,0,"Eastern.Phoebe","Chipping.Sparrow",0.0107692307692308
"484",7.2,8.09999999999999,3.9,13.2,6.6,19.5,-0.199999999999999,-1.1,1.2,3.1,7,0,0.602059991327962,-1,-2,1500,1500,5.31666666666666,-1,0,1,0,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0,"Eastern.Phoebe","Field.Sparrow",0.573076923076923
"485",0.199999999999999,6.3,-1.3,8.1,1,8.7,-3.4,-1.2,1,1.9,5.8,2,0.778151250383644,-2,-2,-1500,-1500,-1.4,-2,1,1,0,1,0,0,0,1,0,1,1,1,1,1,1,0,0,0,"Eastern.Phoebe","Dark.eyed.Junco",-0.125384615384615
"486",-8.3,-0.5,-2.8,5.8,-1.1,5.2,-5.1,-1.9,1,1.3,2,0,1.02118929906994,-2,-5,-100,-100,-10.7283333333333,-3,1,1,1,0,0,0,0,1,0,1,1,1,0,1,0,0,0,0,"Eastern.Phoebe","White.crowned.Sparrow",0.343086289625882
"487",-4.7,-0.300000000000011,0.900000000000002,8.6,3.1,11.1,-5.3,-2.2,0.4,1.3,3.8,-2,0.778151250383644,-3,-1,1500,1500,-8.35,-1,1,1,0,1,0,0,0,1,0,1,1,1,0,1,0,0,0,0,"Eastern.Phoebe","White.throated.Sparrow",0.170769230769231
"488",-6,10.5,-3.3,6.7,-1.4,5.30000000000001,-2.4,-2.5,0.6,2,5.4,0,0.698970004336019,-1,-3,-500,-500,-5.04166666666666,0,1,0,1,0,0,0,0,1,0,1,1,1,0,1,0,0,0,0,"Eastern.Phoebe","Vesper.Sparrow",-0.107221133891483
"489",-0.300000000000001,18.9,-3.5,11.5,-0.200000000000003,11.1,-3,-1.3,1.4,1.4,4.6,0,0.8750612633917,-2,-3,-500,-500,-2.26666666666667,0,1,0,1,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,"Eastern.Phoebe","Savannah.Sparrow",0.212307692307692
"490",-2.2,2.89999999999999,0.5,14.1,4.2,17.6,-3.8,-2.6,0.2,1.2,4,-1,0.778151250383644,-2,-2,0,0,-6.33333333333334,0,0,1,1,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,"Eastern.Phoebe","Song.Sparrow",0.146923076923077
"491",3.6,13.1,1.5,16.3,5.5,21.6,-4.2,-1.1,1.4,1.5,3.5,-1,0.954242509439325,-2,-4,1500,1500,1.83333333333333,-1,1,1,0,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0,"Eastern.Phoebe","Swamp.Sparrow",0.443846153846154
"492",-20.3,-21.6,7,-4.09999999999999,6.3,1.60000000000001,-9.3,-4.1,0,-0.100000000000001,2,0,1,-3,-3,520,520,-21.9833333333333,0,0,1,1,0,0,0,0,1,0,0,1,1,0,1,1,0,0,0,"Eastern.Phoebe","Eastern.Towhee",0.309230769230769
"493",-72.1,2.69999999999999,-4.2,-19.4,-11,-24.2,-22.1,-4.1,-0.6,-10.3,-16.1,-1,0.602059991327962,-1,-2,0,0,-79.3666666666667,0,0,0,1,0,1,0,1,1,0,0,1,0,1,1,0,1,1,0,"Eastern.Phoebe","Eastern.Meadowlark",-0.187692307692308
"494",-13.1,-3.2,-6.8,-0.700000000000003,-8.1,-8.19999999999999,-5.7,-2.3,0.5,-3.6,-3.7,0,0.8750612633917,-2,-3,1500,1500,-14.3,0,1,0,1,0,1,0,0,0,1,1,1,1,1,1,1,0,1,1,"Eastern.Phoebe","Baltimore.Oriole",0.248124643943591
"495",-31.1,-18.8,-3.4,-22.2,-10.4,-34.1,-10.3,-4.7,-0.0999999999999996,-5.7,-5.3,2,0.602059991327962,-1,-2,0,0,-37.2666666666667,0,1,0,1,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0,"Eastern.Phoebe","Red.winged.Blackbird",-0.375384615384615
"496",-20.6,0.299999999999997,-12.4,-2.09999999999999,-16.5,-21.1,-7,-4.8,-0.3,-1.4,-0.200000000000003,3,0.602059991327962,-1,-2,-395,-395,-23.6166666666667,0,1,1,1,0,0,0,0,1,0,1,1,1,1,1,1,1,1,0,"Eastern.Phoebe","Brown.headed.Cowbird",0.396153846153846
"497",-39.9,-19.9,-7.4,-15.9,-14.7,-30.5,-12.5,-2.5,0.5,-5.6,-5.6,2,0.954242509439325,-2,-4,1035,1035,-43.3166666666667,-1,1,1,0,0,0,0,0,1,0,1,1,1,1,1,1,0,0,0,"Eastern.Phoebe","Rusty.Blackbird",-0.0323076923076923
"498",-85.5,-48.1,-5.3,-31.5,-16.9,-49,-17.9,-6.4,-1.8,-12.1,-15.6,-2,0.954242509439325,-2,-4,1500,1500,-88.6166666666667,-1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,"Eastern.Phoebe","Common.Grackle",-0.0407692307692308
"499",8.8,23.5,-4.9,17,0.399999999999999,15.1,0.399999999999999,0.8,2.6,0.699999999999999,3.7,3,0,0,0,0,0,8.85333333333333,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"Eastern.Phoebe","Black.and.white.Warbler",0.220211844054861
"500",10.5,23.6,-2.4,20.7,3.6,24,-0.699999999999999,0.0999999999999996,1.7,1.9,5.6,1,0.301029995663981,-1,0,-850,-850,9.99333333333333,0,1,0,1,0,1,0,1,0,0,1,1,0,0,1,0,1,1,1,"Eastern.Phoebe","Orange.crowned.Warbler",0.132871033200867
"501",10.2,20.7,4.5,22.4,8.9,29.2,-2.5,0.8,2.5,1.8,4.7,-1,0,0,0,-2100,-2100,7.85833333333333,0,1,0,1,0,1,1,0,1,0,1,1,1,1,1,0,1,1,1,"Eastern.Phoebe","Common.Yellowthroat",-0.325894598959659
"502",9.4,19.1,0.5,16.3,4.7,20.2,-1.4,1,2.7,2.6,4.5,3,0.903089986991944,-3,-2,610,610,9.18333333333333,0,1,0,1,0,1,0,0,0,0,1,1,1,1,1,1,1,1,1,"Eastern.Phoebe","Palm.Warbler",0.306923076923077
"503",7.9,16.1,-8,15.5,-3.2,12.1,-0.900000000000002,0.3,2.4,1.7,4,3,0.778151250383644,-2,-2,-550,-550,6.88333333333333,0,1,1,1,0,1,0,0,1,0,1,1,1,1,1,1,1,1,1,"Eastern.Phoebe","Pine.Warbler",0.146153846153846
"504",-22.9,-31.7,5.1,-11,3.2,-9.59999999999999,-6.8,-8.2,-3.8,-5,-0.200000000000003,0,0.602059991327962,-3,0,500,500,-25.5,0,0,1,1,0,0,0,0,1,0,0,1,1,0,1,0,0,0,1,"Eastern.Phoebe","Northern.Cardinal",0.153076923076923
"514",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"Blue.headed.Vireo","Blue.headed.Vireo",1
"515",-72.7,-70,11.9,-55.1,-0.799999999999997,-54.7,-16.1,-4.5,-6.1,-11.1,-16.2,-3,0.653212513775344,-1,-2,1400,1400,-59.2566666666667,-1,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,"Blue.headed.Vireo","Blue.Jay",-0.172307692307692
"516",-433.5,-115.7,-7.2,-133,-84.8,-218.2,-36.4,-12.2,-9.9,-25.7,-36.2,-2,1.30102999566398,-3,-7,600,600,-439.483333333333,-1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,"Blue.headed.Vireo","American.Crow",0.182307692307692
"517",-269.3,-105.7,-7,-123,-78.5,-201.4,-28.5,-10.4,-9.8,-19.7,-29.6,-2,1.17609125905568,-3,-5,1400,1400,-256.375,-1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,"Blue.headed.Vireo","Fish.Crow",-0.0385357170038587
"518",-912.7,-177.3,-10.5,-199.5,-145.1,-344.4,-48.5,-23.5,-17.9,-41.7,-63.3,-5,1.30102999566398,-3,-7,-3600,-3600,-861.883333333333,-1,0,0,0,1,0,0,1,1,0,0,1,0,1,0,1,0,0,0,"Blue.headed.Vireo","Common.Raven",-0.191302160706188
"519",-16.3,-8.4,-5.8,-8.8,-11.4,-20.1,1.9,-0.5,-0.5,0.9,-1.4,-2,0.954242509439325,-1,-5,-600,-600,-16.575,1,1,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,1,"Blue.headed.Vireo","Cedar.Waxwing",0.473076923076923
"520",-6.3,-17.2,13.2,-12,9.6,-2.60000000000001,-1.9,-1.1,-0.9,-1.3,0.399999999999999,0,0.954242509439325,-1,-5,1790,1790,-5.35,-1,0,1,0,1,1,0,0,1,0,1,1,1,1,1,1,1,1,1,"Blue.headed.Vireo","Tufted.Titmouse",-0.173879595445741
"521",5.3,1.8,9.8,6.2,10.7,16.5,3.8,0.7,0.5,0.9,4.8,1,0.954242509439325,-1,-5,550,550,6.03333333333333,-1,0,0,0,1,1,0,1,1,0,1,1,1,1,1,1,0,1,1,"Blue.headed.Vireo","Carolina.Chickadee",-0.155384615384615
"522",9.1,9.2,7.3,8.3,9.5,17.3,0.200000000000003,2.2,1.3,1.2,3.1,-5,0.8750612633917,-1,-4,-600,-600,9.475,-1,1,1,0,1,1,0,1,1,0,1,1,1,1,0,1,1,1,1,"Blue.headed.Vireo","Ruby.crowned.Kinglet",0.0807692307692308
"523",9.1,8.6,5.7,9.8,8.7,18.1,2.4,1.9,1.9,2.1,4.7,-4,0,0,0,-1100,-1100,10.225,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,"Blue.headed.Vireo","Golden.crowned.Kinglet",0.0946153846153846
"524",-3.7,0.699999999999996,17.9,0.600000000000001,15.3,15.9,-2.8,0.5,0.8,-3.6,-3.2,-1,0.176091259055681,1,-2,400,400,-3.35,-1,0,0,0,1,1,0,0,1,0,0,1,1,1,1,0,1,1,1,"Blue.headed.Vireo","Carolina.Wren",0.177692307692308
"525",6.4,23.8,12.3,15.2,14.4,29.5,0.5,2.1,1.7,-1,1.2,-4,0,1,-1,400,400,7.45,-1,1,1,0,1,1,0,0,1,0,0,0,1,0,1,1,1,1,1,"Blue.headed.Vireo","Winter.Wren",-0.0715384615384615
"526",-5.7,2.6,-1.9,-7.7,-5.5,-13.3,0.100000000000001,0.2,0,-4.7,-5.4,-5,0.301029995663981,0,-1,-1100,-1100,-5.27,0,0,1,1,1,1,0,0,1,0,1,1,1,0,0,1,0,0,1,"Blue.headed.Vireo","White.breasted.Nuthatch",-0.384615384615385
"527",5.1,16,6,3.3,7,10.3,3.8,0.5,0.7,-2.9,-1.6,-4,0.602059991327962,0,-3,1800,1800,6.374,-1,0,1,0,0,1,0,0,1,0,1,1,1,1,1,1,0,1,1,"Blue.headed.Vireo","Brown.headed.Nuthatch",-0.0930769230769231
"528",5.5,15.8,3.1,4.3,4.8,8.89999999999999,4.1,1.2,0.7,-2.9,-0.300000000000001,-4,0.698970004336019,0,-4,-675,-675,5.85,-1,1,1,0,1,1,0,0,1,0,1,1,1,1,1,1,0,0,1,"Blue.headed.Vireo","Red.breasted.Nuthatch",0.02154260474549
"529",-33.2,-66.2,8.7,-37.3,-1,-37,-13.6,-0.9,-0.6,-4.7,-8.4,-2,0.602059991327962,0,-3,-600,-600,-31.7,0,1,0,1,0,0,0,0,1,1,0,1,1,0,1,0,0,0,0,"Blue.headed.Vireo","Northern.Mockingbird",-0.206153846153846
"530",-53.5,-70.4,15.4,-33.5,8.1,-27.2,-15.6,-1.9,-1.4,-11.8,-16.4,-2,0.477121254719662,-1,-1,1880,1880,-53.7166666666667,-1,0,1,0,0,1,0,0,1,0,0,1,1,1,1,0,0,0,0,"Blue.headed.Vireo","Brown.Thrasher",0.00230769230769231
"531",-12.2,-11.1,-3.5,-11.2,-9.3,-20.5,-1.1,-0.0999999999999996,-0.2,-1.6,-1.7,1,0.477121254719662,0,-2,-40,-40,-13.4333333333333,0,0,0,1,0,1,0,0,1,1,0,1,1,1,1,0,1,1,1,"Blue.headed.Vireo","Eastern.Bluebird",-0.175384615384615
"532",-14.8,-16.3,2.4,-12.1,-1.9,-13.7,-10.3,0.7,0.6,-1.7,-5.1,-1,0.954242509439325,-1,-5,-1100,-1100,-11.55,0,1,1,1,1,1,0,0,1,1,0,1,1,0,1,1,0,1,0,"Blue.headed.Vireo","Hermit.Thrush",0.673846153846154
"533",-63.2,-44.3,0.300000000000001,-37.1,-14.8,-51.7,-14.1,-2.4,-1.6,-5,-9.7,0,0.845098040014257,0,-6,-1100,-1100,-63.1833333333333,0,1,0,1,1,0,0,0,1,1,1,1,1,1,1,1,0,1,0,"Blue.headed.Vireo","American.Robin",0.49
"534",-11.2,-5.8,2,-1.2,1.7,0.399999999999991,0.700000000000003,-3,-2.3,-1.6,0.199999999999999,-5,0.176091259055681,1,-2,-2200,-2200,-10.99,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,"Blue.headed.Vireo","House.Sparrow",-0.165384615384615
"535",-8,-8.1,1.2,-5,-0.699999999999999,-5.8,2,-4.6,-3.5,-1.6,1.5,-3,1.07918124604762,-2,-5,1400,1400,-7.82833333333333,-1,0,0,0,1,0,0,1,0,0,1,1,1,0,1,1,0,0,1,"Blue.headed.Vireo","Purple.Finch",0.0607692307692308
"536",-6.1,-14.8,1.8,-2.59999999999999,0.900000000000002,-1.90000000000001,1.2,-3.8,-2.6,-0.9,3.1,-3,0.845098040014257,0,-6,-1100,-1100,-5.275,0,0,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,"Blue.headed.Vireo","House.Finch",0.0261538461538462
"537",2.5,3.1,1.7,2.90000000000001,3,5.5,5.1,-1.9,-0.3,-0.699999999999999,2.2,-3,0.301029995663981,1,-3,1400,1400,3.5,-1,0,1,0,0,0,0,0,1,0,1,1,1,0,1,1,0,0,1,"Blue.headed.Vireo","American.Goldfinch",0.0169230769230769
"538",2.6,3.1,-5.9,6.2,-3.5,2.89999999999999,4.7,-1.1,-0.3,-1.5,-0.300000000000001,1,0.778151250383644,-1,-3,-1600,-1600,1.88333333333333,-1,0,1,0,1,0,0,0,0,0,1,1,1,0,1,1,0,0,1,"Blue.headed.Vireo","Pine.Siskin",0.104615384615385
"539",3.1,-4.6,5.1,2.2,5.8,7.3,2.3,-0.5,0,0.5,0.6,-3,0.698970004336019,0,-4,-1400,-1400,3.1,0,1,0,1,0,0,0,0,1,0,1,1,1,1,1,1,0,0,0,"Blue.headed.Vireo","Chipping.Sparrow",-0.172307692307692
"540",2.8,-10.6,12.6,-0.299999999999997,11.3,10.9,0.700000000000003,-0.8,-0.3,0.9,3.3,-2,0.602059991327962,0,-3,1400,1400,2.63333333333333,-1,0,0,0,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0,"Blue.headed.Vireo","Field.Sparrow",-0.0584615384615385
"541",-4.2,-12.4,7.4,-5.4,5.7,0.0999999999999943,-2.5,-0.9,-0.5,-0.3,2.1,0,0.778151250383644,-1,-3,-1600,-1600,-4.08333333333334,-2,1,0,0,0,0,0,0,1,0,1,1,1,1,1,1,0,0,0,"Blue.headed.Vireo","Dark.eyed.Junco",0.0776923076923077
"542",-12.7,-19.2,5.9,-7.7,3.6,-3.40000000000001,-4.2,-1.6,-0.5,-0.9,-1.7,-2,1.02118929906994,-1,-6,-200,-200,-13.4116666666667,-3,1,0,1,0,0,0,1,1,0,1,1,1,0,1,0,0,0,0,"Blue.headed.Vireo","White.crowned.Sparrow",0.120815939461936
"543",-9.1,-19,9.6,-4.9,7.8,2.5,-4.4,-1.9,-1.1,-0.9,0.0999999999999996,-4,0.778151250383644,-2,-2,1400,1400,-11.0333333333333,-1,1,0,0,0,0,0,0,1,0,1,1,1,0,1,0,0,0,0,"Blue.headed.Vireo","White.throated.Sparrow",0.0192307692307692
"544",-10.4,-8.2,5.4,-6.8,3.3,-3.3,-1.5,-2.2,-0.9,-0.2,1.7,-2,0.698970004336019,0,-4,-600,-600,-7.725,0,1,0,1,0,0,0,0,1,0,1,1,1,0,1,0,0,0,0,"Blue.headed.Vireo","Vesper.Sparrow",-0.177095580697169
"545",-4.7,0.199999999999996,5.2,-2,4.5,2.5,-2.1,-1,-0.0999999999999996,-0.800000000000001,0.899999999999999,-2,0.8750612633917,-1,-4,-600,-600,-4.95,0,1,0,1,0,0,0,1,0,0,1,1,1,1,1,0,0,0,0,"Blue.headed.Vireo","Savannah.Sparrow",0.250769230769231
"546",-6.6,-15.8,9.2,0.600000000000001,8.9,9,-2.9,-2.3,-1.3,-1,0.299999999999999,-3,0.778151250383644,-1,-3,-100,-100,-9.01666666666667,0,0,0,1,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,"Blue.headed.Vireo","Song.Sparrow",0.0215384615384615
"547",-0.800000000000001,-5.6,10.2,2.8,10.2,13,-3.3,-0.8,-0.0999999999999996,-0.699999999999999,-0.200000000000001,-3,0.954242509439325,-1,-5,1400,1400,-0.850000000000001,-1,1,0,0,0,0,0,1,1,0,1,1,1,1,1,0,0,0,0,"Blue.headed.Vireo","Swamp.Sparrow",0.176153846153846
"548",-24.7,-40.3,15.7,-17.6,11,-7,-8.4,-3.8,-1.5,-2.3,-1.7,-2,1,-2,-4,420,420,-24.6666666666667,0,0,0,1,1,0,0,0,1,0,0,1,1,0,1,1,0,0,0,"Blue.headed.Vireo","Eastern.Towhee",0.0123076923076923
"549",-76.5,-16,4.5,-32.9,-6.3,-32.8,-21.2,-3.8,-2.1,-12.5,-19.8,-3,0.602059991327962,0,-3,-100,-100,-82.05,0,0,0,1,0,1,0,0,1,0,0,1,0,1,1,0,1,1,0,"Blue.headed.Vireo","Eastern.Meadowlark",-0.0123076923076923
"550",-17.5,-21.9,1.9,-14.2,-3.4,-16.8,-4.8,-2,-1,-5.8,-7.4,-2,0.8750612633917,-1,-4,1400,1400,-16.9833333333333,0,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,0,1,1,"Blue.headed.Vireo","Baltimore.Oriole",0.428159269316615
"551",-35.5,-37.5,5.3,-35.7,-5.7,-42.7,-9.4,-4.4,-1.6,-7.9,-9,0,0.602059991327962,0,-3,-100,-100,-39.95,0,1,0,1,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0,"Blue.headed.Vireo","Red.winged.Blackbird",0.204615384615385
"552",-25,-18.4,-3.7,-15.6,-11.8,-29.7,-6.1,-4.5,-1.8,-3.6,-3.9,1,0.602059991327962,0,-3,-495,-495,-26.3,0,1,0,1,0,0,0,0,1,0,1,1,1,1,1,1,1,1,0,"Blue.headed.Vireo","Brown.headed.Cowbird",-0.0861538461538462
"553",-44.3,-38.6,1.3,-29.4,-10,-39.1,-11.6,-2.2,-1,-7.8,-9.3,0,0.954242509439325,-1,-5,935,935,-46,-1,1,0,0,0,0,0,1,1,0,1,1,1,1,1,1,0,0,0,"Blue.headed.Vireo","Rusty.Blackbird",0.199230769230769
"554",-89.9,-66.8,3.4,-45,-12.2,-57.6,-17,-6.1,-3.3,-14.3,-19.3,-4,0.954242509439325,-1,-5,1400,1400,-91.3,-1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,"Blue.headed.Vireo","Common.Grackle",-0.136923076923077
"555",4.4,4.8,3.8,3.5,5.1,6.5,1.3,1.1,1.1,-1.5,0,1,0,1,-1,-100,-100,6.17,0,1,1,1,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,"Blue.headed.Vireo","Black.and.white.Warbler",-0.376901040786204
"556",6.1,4.9,6.3,7.2,8.3,15.4,0.200000000000003,0.4,0.2,-0.3,1.9,-1,0.301029995663981,0,-1,-950,-950,7.31,0,1,1,1,0,1,1,0,0,0,1,1,0,0,1,0,1,1,1,"Blue.headed.Vireo","Orange.crowned.Warbler",0.0930869738413049
