"","dif_mig","dif_habDen","dif_mass","dif_tailLen","dif_handWing","dif_Secondary","dif_KippsDist","dif_wingLen","dif_tarsusLen","dif_beakDep","dif_width","dif_beakLenNare","dif_beakLenCulm","dif_clutch","dif_ESI","dif_DB","dif_HB","dif_normMax","dif_elevaRange","dif_weight","dif_LAT","dif_RLM","dif_primHab","dif_primDiet","dif_INwt","dif_FRwt","dif_NEwt","dif_SEwt","dif_VEwt","dif_FIwt","dif_SCwt","dif_PLwt","dif_MSwt","dif_habitat","dif_trophicLvl","dif_trophicNic","dif_primLife","sp1","sp2","corr"
"16",1,1,103.1,65,13.7,7.3,16.3,7.3,4.6,2.1,1.6,10.7,15.2,1,0,1,1,1980,1980,125.85,1,0,0,0,0,0,1,0,0,1,1,0,1,0,0,1,0,"Northern.Bobwhite","Brown.Thrasher",0.0201709401709402
"17",1,0,144.4,5.7,5.2,15,1.1,14,9.9,3.9,2.8,0.5,0.5,4,0,0,0,60,60,166.133333333333,0,1,1,0,0,0,1,0,0,1,1,0,1,0,0,0,0,"Northern.Bobwhite","Eastern.Bluebird",0.263589743589744
"18",2,1,93.4,38.9,1.4,10.9,6.6,17.2,3.1,1.6,1.4,3.9,8.5,3,0.367976785294594,0,4,1000,1000,116.383333333333,0,1,0,0,0,0,1,0,1,1,1,0,1,0,0,0,0,"Northern.Bobwhite","American.Robin",-0.16034188034188
"19",0,1,145.4,0.400000000000006,0.300000000000001,25,9.9,34.9,11.7,1,0.7,0.5,1.4,2,0.301029995663981,1,0,2100,2100,168.576666666667,0,0,0,1,0,0,0,0,0,1,0,1,1,1,1,0,1,"Northern.Bobwhite","House.Sparrow",0.364164819820571
"20",1,0,150.5,9.40000000000001,0.100000000000001,23.6,9.1,32.6,12.2,0.200000000000001,0.4,0.199999999999999,4.3,0,0.367976785294594,0,4,1000,1000,174.291666666667,0,1,0,1,0,0,0,1,1,1,1,1,1,0,1,0,0,"Northern.Bobwhite","House.Finch",0.0379487179487179
"21",0,1,159.1,8.5,0,29.1,11.2,40,16.1,2.1,2.7,0.4,3.4,0,0.176091259055681,1,1,1500,1500,183.066666666667,1,0,0,1,0,0,1,0,1,1,1,1,1,0,1,0,0,"Northern.Bobwhite","American.Goldfinch",0.0988034188034188
"22",2,0,159.7,0.799999999999997,3.4,28.4,14,41.8,13.3,3.5,3,1.6,1.8,0,0.221848749616356,0,2,1300,1300,182.666666666667,0,1,1,1,0,1,1,0,1,1,1,0,1,0,0,1,0,"Northern.Bobwhite","Chipping.Sparrow",0.161709401709402
"23",1,0,159.4,5.2,10.9,25.9,19.5,45.4,11.7,3.2,2.7,2,4.5,1,0.1249387366083,0,1,1500,1500,182.2,1,0,0,1,1,1,1,1,1,1,1,0,1,0,0,0,0,"Northern.Bobwhite","Field.Sparrow",0.447597886521246
"24",1,0,150,10.4,7.5,26.8,17.1,43.5,8.1,1.7,1.7,0.0999999999999996,1.5,0,0.301029995663981,1,1,0,0,170.55,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,"Northern.Bobwhite","Song.Sparrow",0.109059829059829
"25",1,0,131.9,34.9,14,8.60000000000001,19.2,27.5,2.6,0.200000000000001,1.5,1.2,0.5,1,0.522878745280338,2,2,520,520,154.9,0,1,0,0,0,0,1,0,0,1,1,0,1,0,1,1,0,"Northern.Bobwhite","Eastern.Towhee",0.144615384615385
"26",1,1,80.1,10.6,2.8,6.69999999999999,1.9,1.7,10.2,0.200000000000001,0.9,11.4,18.6,0,0.1249387366083,0,1,0,0,97.5166666666667,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,"Northern.Bobwhite","Eastern.Meadowlark",0.219866647084157
"27",2,1,121.1,32.1,3.6,9.5,2.5,8.2,1.6,0.4,1.4,6.8,7.8,3,0.1249387366083,0,1,0,0,139.616666666667,0,1,0,1,0,1,1,0,1,1,1,0,1,0,1,0,0,"Northern.Bobwhite","Red.winged.Blackbird",0.31008547008547
"28",2,0,131.6,13,5.4,10.6,3.6,4.8,4.9,0.5,1.2,2.5,2.7,4,0.1249387366083,0,1,395,395,153.266666666667,0,1,0,1,0,1,1,0,1,1,1,0,1,0,0,0,1,"Northern.Bobwhite","Brown.headed.Cowbird",0.0441025641025641
"29",1,1,66.7,61.4,1.7,18.8,4,23.1,6,2.1,0.3,13.2,18.1,1,0.477121254719662,1,3,1500,1500,88.2666666666667,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,"Northern.Bobwhite","Common.Grackle",-0.0201709401709402
"30",2,1,162.4,7.4,11.5,35.1,21.8,55.1,9.4,5.1,4,0.699999999999999,2.2,0,0.477121254719662,1,1,2100,2100,184.741666666667,0,1,0,0,0,1,1,0,1,1,1,0,1,0,0,0,0,"Northern.Bobwhite","Common.Yellowthroat",0.238290598290598
"31",2,0,160.1,2.8,1,28.2,9.7,38,11,4.6,3.9,0.6,1.5,4,0.301029995663981,1,1,550,550,183.766666666667,0,1,0,0,0,0,1,0,1,1,1,0,1,0,0,0,0,"Northern.Bobwhite","Pine.Warbler",0.143931623931624
"32",0,0,129.3,45,12.1,1.7,16.1,16.3,5.1,3.9,2.3,6.1,2.7,1,0.1249387366083,2,1,500,500,151.383333333333,0,1,0,0,0,0,1,0,0,1,1,0,1,0,1,1,0,"Northern.Bobwhite","Northern.Cardinal",0.0735042735042735
"34",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"Mourning.Dove","Mourning.Dove",1
"35",0,2,49.4,45.4,8.4,1.19999999999999,17.6,17.2,1.5,4.2,4.4,12.3,13,6,0.380211241711606,2,1,1900,1900,62.2666666666667,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,"Mourning.Dove","Red.bellied.Woodpecker",0.524102564102564
"36",0,1,93.3,63.6,9.6,25.7,28.8,53.1,3.8,1.4,2.2,2.9,2.2,4,0.380211241711606,2,1,250,250,100.966666666667,1,1,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0,"Mourning.Dove","Downy.Woodpecker",0.323760683760684
"37",0,2,167.7,45.1,11.3,75,3.3,84,9.7,8.5,11.9,28.1,32.5,5,0.380211241711606,2,1,200,200,160.766666666667,1,1,0,0,0,0,1,0,1,1,1,0,1,0,0,0,0,"Mourning.Dove","Pileated.Woodpecker",0.011965811965812
"38",2,1,99.2,52.1,16,24.9,35.7,60.5,1.9,0.7,2.8,0.399999999999999,2.2,4,0.397940008672037,0,3,0,0,107.866666666667,0,0,0,0,0,0,1,0,1,1,1,0,1,0,0,0,0,"Mourning.Dove","Eastern.Phoebe",0.0160683760683761
"39",0,1,30.9,0.799999999999997,19.2,16.7,30.2,14.4,15.1,5.5,7.4,9.3,10.3,5,0.255272505103306,2,2,1500,1500,51.2933333333333,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,"Mourning.Dove","Blue.Jay",0.247179487179487
"40",1,1,329.9,44.9,0.100000000000001,94.6,53.8,149.1,35.4,13.2,11.2,23.9,30.3,4,0.903089986991944,4,3,700,700,328.933333333333,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,"Mourning.Dove","American.Crow",0.303247863247863
"41",0,0,165.7,34.9,0.300000000000004,84.6,47.5,132.3,27.5,11.4,11.1,17.9,23.7,4,0.778151250383644,4,1,1500,1500,145.825,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,"Mourning.Dove","Fish.Crow",-0.0488888888888889
"42",0,2,97.3,53.6,20.5,26.4,40.6,66.5,0.899999999999999,2.1,2.2,0.5,6.3,2,0.556302500767287,2,1,1890,1890,105.2,1,1,0,0,0,0,1,0,1,1,1,0,1,0,0,0,0,"Mourning.Dove","Tufted.Titmouse",0.00854700854700855
"43",0,1,108.9,72.6,17.1,44.6,41.7,85.6,4.8,0.3,0.8,2.7,10.7,1,0.556302500767287,2,1,650,650,116.583333333333,1,1,0,0,0,0,1,0,1,1,1,0,1,0,0,0,0,"Mourning.Dove","Carolina.Chickadee",-0.158974358974359
"44",0,1,99.9,71.5,25.2,39,46.3,85,1.8,0.5,0.5,1.8,2.7,3,0.221848749616356,0,2,500,500,107.2,1,1,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,"Mourning.Dove","Carolina.Wren",0.00444444444444444
"45",0,2,97.9,73.4,5.4,30.7,25.5,55.8,1.1,0.8,1.3,2.9,0.5,7,0.0969100130080562,1,3,1000,1000,105.28,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,0,0,"Mourning.Dove","White.breasted.Nuthatch",0.382564102564103
"46",0,2,108.7,86.8,13.3,41.7,38,79.4,4.8,0.5,0.6,1.1,4.3,6,0.204119982655925,1,1,1900,1900,116.924,1,1,0,0,0,1,1,0,1,1,1,0,1,0,0,0,0,"Mourning.Dove","Brown.headed.Nuthatch",0.00444444444444444
"47",2,1,70.4,4.60000000000001,16,1.09999999999999,30,32.1,12.6,1.9,1.9,2.9,2.5,4,0.204119982655925,1,1,500,500,78.85,0,0,0,0,0,0,1,0,0,1,1,1,1,0,0,0,0,"Mourning.Dove","Northern.Mockingbird",0.324444444444444
"48",1,2,50.1,0.400000000000006,22.7,4.89999999999999,39.1,41.9,14.6,2.9,2.7,10,10.5,4,0.0791812460476249,2,3,1980,1980,56.8333333333333,1,1,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,"Mourning.Dove","Brown.Thrasher",0.301880341880342
"49",1,1,91.4,59.7,3.8,27.2,21.7,48.6,0.0999999999999979,1.1,1.5,0.200000000000001,4.2,1,0.0791812460476249,1,2,60,60,97.1166666666667,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,"Mourning.Dove","Eastern.Bluebird",0.173333333333333
"50",2,0,40.4,26.5,7.6,1.3,16.2,17.4,13.1,3.4,2.9,3.2,3.8,2,0.447158031342219,1,2,1000,1000,47.3666666666667,0,0,0,0,0,0,1,0,1,1,1,0,1,0,0,0,0,"Mourning.Dove","American.Robin",-0.0912820512820513
"51",0,0,92.4,65,9.3,37.2,32.7,69.5,1.7,4,3.6,0.200000000000001,6.1,7,0.221848749616356,0,2,2100,2100,99.56,0,0,0,1,1,0,0,1,0,1,0,1,1,1,1,1,1,"Mourning.Dove","House.Sparrow",0.0977944962147261
"52",1,1,97.5,56,9.1,35.8,31.9,67.2,2.2,4.8,3.9,0.9,9,5,0.447158031342219,1,2,1000,1000,105.275,0,0,0,1,1,0,0,0,1,1,1,1,1,0,1,1,0,"Mourning.Dove","House.Finch",0.266324786324786
"53",0,2,106.1,73.9,9,41.3,34,74.6,6.1,2.9,1.6,1.1,8.1,5,0.0969100130080562,0,1,1500,1500,114.05,1,1,0,1,1,0,1,1,1,1,1,1,1,0,1,1,0,"Mourning.Dove","American.Goldfinch",0.301880341880342
"54",2,1,106.7,66.2,12.4,40.6,36.8,76.4,3.3,1.5,1.3,2.3,6.5,5,0.301029995663981,1,0,1300,1300,113.65,0,0,0,1,0,1,1,0,1,1,1,0,1,0,0,0,0,"Mourning.Dove","Chipping.Sparrow",-0.415384615384615
"55",1,1,106.4,60.2,19.9,38.1,42.3,80,1.7,1.8,1.6,2.7,9.2,4,0.204119982655925,1,1,1500,1500,113.183333333333,1,1,0,1,0,1,1,0,1,1,1,0,1,0,0,1,0,"Mourning.Dove","Field.Sparrow",0.151136948695486
"56",1,1,97,55,16.5,39,39.9,78.1,1.9,3.3,2.6,0.800000000000001,6.2,5,0.380211241711606,2,1,0,0,101.533333333333,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,"Mourning.Dove","Song.Sparrow",0.00786324786324786
"57",1,1,78.9,30.5,23,20.8,42,62.1,7.4,4.8,2.8,0.5,4.2,4,0.602059991327962,3,0,520,520,85.8833333333333,0,0,0,0,0,0,1,0,0,1,1,0,1,0,1,0,0,"Mourning.Dove","Eastern.Towhee",0.521367521367521
"58",1,0,27.1,54.8,11.8,5.5,24.7,36.3,20.2,4.8,3.4,10.7,13.9,5,0.204119982655925,1,1,0,0,28.5,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,"Mourning.Dove","Eastern.Meadowlark",-0.0827491891047683
"59",2,0,68.1,33.3,12.6,2.69999999999999,25.3,26.4,8.4,5.4,2.9,6.1,3.1,2,0.204119982655925,1,1,0,0,70.6,0,0,0,1,0,1,1,0,1,1,1,0,1,0,1,1,0,"Mourning.Dove","Red.winged.Blackbird",0.00239316239316239
"60",2,1,78.6,52.4,3.6,22.8,19.2,39.4,5.1,5.5,3.1,1.8,2,1,0.204119982655925,1,1,395,395,84.25,0,0,0,1,0,1,1,0,1,1,1,0,1,0,0,0,1,"Mourning.Dove","Brown.headed.Cowbird",0.11042735042735
"61",1,0,13.7,4,10.7,6.60000000000001,18.8,11.5,16,7.1,4.6,12.5,13.4,6,0.556302500767287,2,1,1500,1500,19.25,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,"Mourning.Dove","Common.Grackle",0.000341880341880342
"62",2,2,109.4,72.8,20.5,47.3,44.6,89.7,0.599999999999998,0.1,0.3,1.4,6.9,5,0.397940008672037,0,3,2100,2100,115.725,0,0,0,0,0,1,1,0,1,1,1,0,1,0,0,0,0,"Mourning.Dove","Common.Yellowthroat",0.236239316239316
"63",2,1,107.1,68.2,8,40.4,32.5,72.6,1,0.4,0.4,1.3,6.2,1,0.380211241711606,2,1,550,550,114.75,0,0,0,0,0,0,1,0,1,1,1,0,1,0,0,0,0,"Mourning.Dove","Pine.Warbler",0.221880341880342
"64",0,1,76.3,20.4,21.1,13.9,38.9,50.9,4.9,8.9,6.6,5.4,2,4,0.204119982655925,3,3,500,500,82.3666666666667,0,0,0,0,0,0,1,0,0,1,1,0,1,0,1,0,0,"Mourning.Dove","Northern.Cardinal",-0.0475213675213675
"67",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"Red.bellied.Woodpecker","Red.bellied.Woodpecker",1
"68",0,1,43.9,18.2,1.2,24.5,11.2,35.9,5.3,2.8,2.2,9.4,15.2,2,0,0,0,2150,2150,38.7,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,"Red.bellied.Woodpecker","Downy.Woodpecker",0.0605128205128205
"69",0,0,217.1,90.5,2.9,76.2,20.9,101.2,8.2,4.3,7.5,15.8,19.5,1,0,0,0,1700,1700,223.033333333333,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,"Red.bellied.Woodpecker","Pileated.Woodpecker",-0.124786324786325
"70",2,1,49.8,6.7,7.6,23.7,18.1,43.3,3.4,3.5,1.6,11.9,15.2,2,0.778151250383644,2,2,1900,1900,45.6,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,"Red.bellied.Woodpecker","Eastern.Phoebe",-0.227350427350427
"71",0,1,18.5,44.6,10.8,17.9,12.6,2.8,13.6,1.3,3,3,2.7,1,0.1249387366083,0,1,400,400,10.9733333333333,0,1,1,1,1,0,0,0,1,1,1,0,0,1,1,1,0,"Red.bellied.Woodpecker","Blue.Jay",0.277264957264957
"72",1,1,379.3,90.3,8.3,95.8,71.4,166.3,33.9,9,6.8,11.6,17.3,2,0.522878745280338,2,4,1200,1200,391.2,0,1,0,1,0,1,0,0,0,0,0,0,1,0,1,1,0,"Red.bellied.Woodpecker","American.Crow",0.28
"73",0,2,215.1,80.3,8.1,85.8,65.1,149.5,26,7.2,6.7,5.6,10.7,2,0.397940008672038,2,2,400,400,208.091666666667,0,1,0,1,1,0,0,0,0,0,0,0,1,0,1,1,0,"Red.bellied.Woodpecker","Fish.Crow",-0.247179487179487
"74",0,0,47.9,8.2,12.1,25.2,23,49.3,0.600000000000001,2.1,2.2,12.8,19.3,4,0.176091259055681,0,2,10,10,42.9333333333333,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,"Red.bellied.Woodpecker","Tufted.Titmouse",0.224615384615385
"75",0,1,59.5,27.2,8.7,43.4,24.1,68.4,6.3,3.9,3.6,15,23.7,5,0.176091259055681,0,2,1250,1250,54.3166666666667,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,"Red.bellied.Woodpecker","Carolina.Chickadee",0.148034188034188
"76",0,1,50.5,26.1,16.8,37.8,28.7,67.8,0.299999999999997,3.7,3.9,10.5,15.7,3,0.602059991327962,2,1,1400,1400,44.9333333333333,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,"Red.bellied.Woodpecker","Carolina.Wren",-0.305982905982906
"77",0,0,48.5,28,3,29.5,7.9,38.6,2.6,3.4,3.1,9.4,13.5,1,0.477121254719662,1,2,2900,2900,43.0133333333333,1,0,0,0,0,0,0,1,0,1,0,1,1,0,1,1,1,"Red.bellied.Woodpecker","White.breasted.Nuthatch",0.262222222222222
"78",0,0,59.3,41.4,4.9,40.5,20.4,62.2,6.3,3.7,3.8,11.2,17.3,0,0.176091259055681,1,0,0,0,54.6573333333333,0,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,"Red.bellied.Woodpecker","Brown.headed.Nuthatch",0.524786324786325
"79",2,1,21,40.8,7.6,0.0999999999999943,12.4,14.9,11.1,2.3,2.5,9.4,10.5,2,0.176091259055681,1,0,2400,2400,16.5833333333333,1,0,0,1,0,0,0,0,1,1,0,1,0,0,1,1,0,"Red.bellied.Woodpecker","Northern.Mockingbird",0.451623931623932
"80",1,0,0.700000000000003,45,14.3,3.7,21.5,24.7,13.1,1.3,1.7,2.3,2.5,2,0.301029995663981,0,2,80,80,5.43333333333334,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,"Red.bellied.Woodpecker","Brown.Thrasher",0.48034188034188
"81",1,1,42,14.3,4.6,26,4.1,31.4,1.4,3.1,2.9,12.5,17.2,5,0.301029995663981,1,1,1840,1840,34.85,1,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,1,"Red.bellied.Woodpecker","Eastern.Bluebird",-0.091965811965812
"82",2,2,9,18.9,0.800000000000001,0.100000000000009,1.4,0.200000000000003,11.6,0.8,1.5,9.1,9.2,4,0.0669467896306132,1,3,2900,2900,14.9,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,"Red.bellied.Woodpecker","American.Robin",-0.0263247863247863
"83",0,2,43,19.6,0.899999999999999,36,15.1,52.3,3.2,0.199999999999999,0.8,12.5,19.1,1,0.602059991327962,2,1,4000,4000,37.2933333333333,1,0,0,0,0,0,1,0,1,1,1,1,0,0,0,0,0,"Red.bellied.Woodpecker","House.Sparrow",0.0704393923784391
"84",1,1,48.1,10.6,0.699999999999999,34.6,14.3,50,3.7,0.6,0.5,13.2,22,1,0.0669467896306132,1,3,2900,2900,43.0083333333333,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,"Red.bellied.Woodpecker","House.Finch",0.476923076923077
"85",0,0,56.7,28.5,0.599999999999998,40.1,16.4,57.4,7.6,1.3,2.8,13.4,21.1,1,0.477121254719662,2,0,400,400,51.7833333333333,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,"Red.bellied.Woodpecker","American.Goldfinch",0.321025641025641
"86",2,1,57.3,20.8,4,39.4,19.2,59.2,4.8,2.7,3.1,14.6,19.5,1,0.0791812460476248,1,1,3200,3200,51.3833333333333,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,"Red.bellied.Woodpecker","Chipping.Sparrow",-0.0386324786324786
"87",1,1,57,14.8,11.5,36.9,24.7,62.8,3.2,2.4,2.8,15,22.2,2,0.176091259055681,1,0,400,400,50.9166666666667,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,"Red.bellied.Woodpecker","Field.Sparrow",0.364506758618525
"88",1,1,47.6,9.59999999999999,8.1,37.8,22.3,60.9,0.399999999999999,0.9,1.8,13.1,19.2,1,0,0,0,1900,1900,39.2666666666667,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,1,0,"Red.bellied.Woodpecker","Song.Sparrow",-0.0598290598290598
"89",1,1,29.5,14.9,14.6,19.6,24.4,44.9,5.9,0.6,1.6,11.8,17.2,2,0.221848749616356,1,1,1380,1380,23.6166666666667,1,0,0,1,1,0,0,1,1,1,0,0,0,0,0,1,0,"Red.bellied.Woodpecker","Eastern.Towhee",0.49059829059829
"90",1,2,22.3,9.39999999999999,3.4,4.30000000000001,7.1,19.1,18.7,0.6,1,1.6,0.899999999999999,1,0.176091259055681,1,0,1900,1900,33.7666666666667,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,"Red.bellied.Woodpecker","Eastern.Meadowlark",-0.294067366240086
"91",2,2,18.7,12.1,4.2,1.5,7.7,9.2,6.9,1.2,1.5,6.2,9.9,4,0.176091259055681,1,0,1900,1900,8.33333333333334,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"Red.bellied.Woodpecker","Red.winged.Blackbird",0.0379487179487179
"92",2,1,29.2,7,4.8,21.6,1.6,22.2,3.6,1.3,1.3,10.5,15,5,0.176091259055681,1,0,2295,2295,21.9833333333333,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"Red.bellied.Woodpecker","Brown.headed.Cowbird",0.27042735042735
"93",1,2,35.7,41.4,2.3,7.8,1.2,5.7,14.5,2.9,0.2,0.199999999999999,0.399999999999999,0,0.176091259055681,0,2,400,400,43.0166666666667,0,1,1,1,1,1,0,1,1,0,1,0,1,0,0,1,0,"Red.bellied.Woodpecker","Common.Grackle",0.2
"94",2,0,60,27.4,12.1,46.1,27,72.5,0.900000000000002,4.3,4.1,13.7,19.9,1,0.778151250383644,2,2,4000,4000,53.4583333333333,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,"Red.bellied.Woodpecker","Common.Yellowthroat",0.161709401709402
"95",2,1,57.7,22.8,0.400000000000002,39.2,14.9,55.4,2.5,3.8,4,13.6,19.2,5,0,0,0,2450,2450,52.4833333333333,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,"Red.bellied.Woodpecker","Pine.Warbler",0.127521367521368
"96",0,1,26.9,25,12.7,12.7,21.3,33.7,3.4,4.7,2.2,6.9,15,2,0.176091259055681,1,2,1400,1400,20.1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,1,"Red.bellied.Woodpecker","Northern.Cardinal",0.225982905982906
"100",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"Downy.Woodpecker","Downy.Woodpecker",1
"101",0,1,261,108.7,1.7,100.7,32.1,137.1,13.5,7.1,9.7,25.2,34.7,1,0,0,0,450,450,261.733333333333,0,1,1,1,0,0,1,1,1,1,1,0,1,0,1,1,1,"Downy.Woodpecker","Pileated.Woodpecker",0.414017094017094
