"common_name","year","yoy_change"
"Acadian Flycatcher",2000,0.283671497584541
"Acadian Flycatcher",2001,-0.150106654728359
"Acadian Flycatcher",2002,0.155186588988033
"Acadian Flycatcher",2003,0.156911650593061
"Acadian Flycatcher",2004,0.206521378027308
"Acadian Flycatcher",2005,-0.572474118758316
"Acadian Flycatcher",2006,0.507433580739668
"Acadian Flycatcher",2007,-0.488255033557047
"Acadian Flycatcher",2008,-0.022727272727273
"Acadian Flycatcher",2009,0.25983328991925
"Acadian Flycatcher",2010,-0.273300274980615
"Acadian Flycatcher",2011,0.182233861749034
"Acadian Flycatcher",2012,0.202385592889998
"Acadian Flycatcher",2013,0.0725013207214911
"Acadian Flycatcher",2014,0.079073482428115
"Acadian Flycatcher",2015,-0.329831932773109
"Acadian Flycatcher",2016,0.018359732303258
"Acadian Flycatcher",2017,0.096832411970181
"Acadian Flycatcher",2018,0.159896448668611
"Acadian Flycatcher",2019,-0.0678056797767841
"Acadian Flycatcher",2020,0.093328240387064
"Acadian Flycatcher",2021,-0.172237644810566
"Acadian Flycatcher",2022,-0.0526287694291451
"Acadian Flycatcher",2023,0.40517471288048
"Acadian Flycatcher",2024,-0.574698630531101
"American Crow",2000,1.30662894061792
"American Crow",2001,0.26109547521108
"American Crow",2002,-1.27586929199832
"American Crow",2003,0.25257693595802
"American Crow",2004,-1.13669739704855
"American Crow",2005,0.35796963172188
"American Crow",2006,0.49848951430576
"American Crow",2007,1.1952822989778
"American Crow",2008,-0.19954739084132
"American Crow",2009,-1.82177871148459
"American Crow",2010,0.57115876891085
"American Crow",2011,-0.31197644429561
"American Crow",2012,0.35556259869521
"American Crow",2013,-0.67668080877575
"American Crow",2014,0.1104461986815
"American Crow",2015,1.15962378935822
"American Crow",2016,-1.27043804322425
"American Crow",2017,1.61723041667784
"American Crow",2018,-1.72620332009897
"American Crow",2019,0.18027777777778
"American Crow",2020,0.24264320220841
"American Crow",2021,-0.0452248025852902
"American Crow",2022,-0.35586055311682
"American Crow",2023,0.70643498503491
"American Crow",2024,-0.56352778977442
"American Goldfinch",2000,0.72308150220319
"American Goldfinch",2001,0.53439197428223
"American Goldfinch",2002,2.62121690309292
"American Goldfinch",2003,-1.70025792098487
"American Goldfinch",2004,-0.55264332936936
"American Goldfinch",2005,0.99458757306776
"American Goldfinch",2006,-1.91904063678257
"American Goldfinch",2007,0.30946489041045
"American Goldfinch",2008,-0.13977889528157
