"common_name","year","count"
"American Robin",1972,103
"American Robin",1973,113
"American Robin",1974,76
"American Robin",1975,82
"American Robin",1976,214
"American Robin",1977,239
"American Robin",1978,312
"American Robin",1979,341
"American Robin",1980,377
"American Robin",1981,302
"American Robin",1982,490
"American Robin",1983,428
"American Robin",1984,418
"American Robin",1985,324
"American Robin",1986,349
"American Robin",1987,273
"American Robin",1988,383
"American Robin",1989,411
"American Robin",1990,450
"American Robin",1991,419
"American Robin",1992,387
"American Robin",1993,444
"American Robin",1994,427
"American Robin",1995,391
"American Robin",1996,333
"American Robin",1997,323
"American Robin",1998,438
"American Robin",1999,350
"American Robin",2000,454
"American Robin",2001,452
"American Robin",2002,522
"American Robin",2003,526
"American Robin",2004,339
"American Robin",2005,287
"American Robin",2006,365
"American Robin",2007,276
"American Robin",2008,302
"American Robin",2009,329
"American Robin",2010,269
"American Robin",2011,384
"American Robin",2012,486
"American Robin",2013,216
"American Robin",2014,374
"American Robin",2015,272
"American Robin",2016,234
"American Robin",2017,287
"American Robin",2018,169
"American Robin",2019,292
"American Robin",2020,194
"American Robin",2021,225
"American Robin",2022,242
"American Robin",2023,175
"American Robin",2024,111
"Barn Swallow",1952,4
"Barn Swallow",1957,5
"Barn Swallow",1958,3
"Barn Swallow",1960,20
"Barn Swallow",1961,36
"Barn Swallow",1962,51
"Barn Swallow",1963,54
"Barn Swallow",1964,356
"Barn Swallow",1965,15
"Barn Swallow",1966,28
"Barn Swallow",1967,66
"Barn Swallow",1968,10
"Barn Swallow",1969,15
"Barn Swallow",1970,111
"Barn Swallow",1971,21
"Barn Swallow",1972,10
"Barn Swallow",1973,47
"Barn Swallow",1974,51
"Barn Swallow",1975,74
"Barn Swallow",1976,134
"Barn Swallow",1977,148
"Barn Swallow",1978,326
"Barn Swallow",1979,471
"Barn Swallow",1980,273
"Barn Swallow",1981,541
"Barn Swallow",1982,381
"Barn Swallow",1983,481
"Barn Swallow",1984,492
"Barn Swallow",1985,496
"Barn Swallow",1986,518
"Barn Swallow",1987,238
"Barn Swallow",1988,428
"Barn Swallow",1989,438
"Barn Swallow",1990,441
"Barn Swallow",1991,396
"Barn Swallow",1992,421
"Barn Swallow",1993,297
"Barn Swallow",1994,238
"Barn Swallow",1995,274
"Barn Swallow",1996,235
"Barn Swallow",1997,344
"Barn Swallow",1998,240
"Barn Swallow",1999,348
"Barn Swallow",2000,233
"Barn Swallow",2001,316
"Barn Swallow",2002,400
"Barn Swallow",2003,378
"Barn Swallow",2004,234
"Barn Swallow",2005,256
"Barn Swallow",2006,219
"Barn Swallow",2007,411
"Barn Swallow",2008,147
"Barn Swallow",2009,159
"Barn Swallow",2010,143
"Barn Swallow",2011,219
"Barn Swallow",2012,265
"Barn Swallow",2013,598
"Barn Swallow",2014,132
"Barn Swallow",2015,144
"Barn Swallow",2016,202
"Barn Swallow",2017,273
"Barn Swallow",2018,119
"Barn Swallow",2019,175
"Barn Swallow",2020,92
"Barn Swallow",2021,183
"Barn Swallow",2022,129
"Barn Swallow",2023,52
"Barn Swallow",2024,83
"Black-and-white Warbler",1952,7
"Black-and-white Warbler",1957,3
"Black-and-white Warbler",1958,5
"Black-and-white Warbler",1960,12
"Black-and-white Warbler",1961,4
"Black-and-white Warbler",1962,5
"Black-and-white Warbler",1963,5
"Black-and-white Warbler",1964,11
"Black-and-white Warbler",1965,8
"Black-and-white Warbler",1966,22
"Black-and-white Warbler",1967,11
"Black-and-white Warbler",1968,23
"Black-and-white Warbler",1969,13
"Black-and-white Warbler",1970,36
"Black-and-white Warbler",1971,3
"Black-and-white Warbler",1972,21
"Black-and-white Warbler",1973,21
"Black-and-white Warbler",1974,16
"Black-and-white Warbler",1975,60
"Black-and-white Warbler",1976,60
"Black-and-white Warbler",1977,25
"Black-and-white Warbler",1978,49
"Black-and-white Warbler",1979,101
"Black-and-white Warbler",1980,78
"Black-and-white Warbler",1981,51
"Black-and-white Warbler",1982,86
"Black-and-white Warbler",1983,108
"Black-and-white Warbler",1984,85
"Black-and-white Warbler",1985,82
"Black-and-white Warbler",1986,46
"Black-and-white Warbler",1987,27
"Black-and-white Warbler",1988,34
"Black-and-white Warbler",1989,69
"Black-and-white Warbler",1990,54
"Black-and-white Warbler",1991,54
"Black-and-white Warbler",1992,68
"Black-and-white Warbler",1993,58
"Black-and-white Warbler",1994,35
"Black-and-white Warbler",1995,66
"Black-and-white Warbler",1996,26
"Black-and-white Warbler",1997,61
"Black-and-white Warbler",1998,76
"Black-and-white Warbler",1999,52
"Black-and-white Warbler",2000,32
"Black-and-white Warbler",2001,36
"Black-and-white Warbler",2002,90
"Black-and-white Warbler",2003,72
"Black-and-white Warbler",2004,78
"Black-and-white Warbler",2005,134
"Black-and-white Warbler",2006,35
"Black-and-white Warbler",2007,46
"Black-and-white Warbler",2008,52
"Black-and-white Warbler",2009,72
"Black-and-white Warbler",2010,58
"Black-and-white Warbler",2011,46
"Black-and-white Warbler",2012,48
"Black-and-white Warbler",2013,59
"Black-and-white Warbler",2014,77
"Black-and-white Warbler",2015,72
"Black-and-white Warbler",2016,117
"Black-and-white Warbler",2017,53
"Black-and-white Warbler",2018,41
"Black-and-white Warbler",2019,24
"Black-and-white Warbler",2020,93
"Black-and-white Warbler",2021,121
"Black-and-white Warbler",2022,153
"Black-and-white Warbler",2023,8
"Black-and-white Warbler",2024,12
"Black-thr Blue Warbler",1977,1
"Black-thr Blue Warbler",1978,8
"Black-thr Blue Warbler",1979,6
"Black-thr Blue Warbler",1980,22
"Black-thr Blue Warbler",1981,14
"Black-thr Blue Warbler",1982,4
"Black-thr Blue Warbler",1983,6
"Black-thr Blue Warbler",1984,26
"Black-thr Blue Warbler",1985,13
"Black-thr Blue Warbler",1986,8
"Black-thr Blue Warbler",1987,3
"Black-thr Blue Warbler",1988,6
"Black-thr Blue Warbler",1989,29
"Black-thr Blue Warbler",1990,37
"Black-thr Blue Warbler",1991,11
"Black-thr Blue Warbler",1992,45
"Black-thr Blue Warbler",1993,7
"Black-thr Blue Warbler",1994,36
"Black-thr Blue Warbler",1995,61
"Black-thr Blue Warbler",1996,37
"Black-thr Blue Warbler",1997,35
"Black-thr Blue Warbler",1998,72
"Black-thr Blue Warbler",1999,26
"Black-thr Blue Warbler",2000,17
"Black-thr Blue Warbler",2001,10
"Black-thr Blue Warbler",2002,57
"Black-thr Blue Warbler",2003,13
"Black-thr Blue Warbler",2004,38
"Black-thr Blue Warbler",2005,64
"Black-thr Blue Warbler",2006,22
"Black-thr Blue Warbler",2007,40
"Black-thr Blue Warbler",2008,30
"Black-thr Blue Warbler",2009,45
"Black-thr Blue Warbler",2010,21
"Black-thr Blue Warbler",2011,22
"Black-thr Blue Warbler",2012,43
"Black-thr Blue Warbler",2013,25
"Black-thr Blue Warbler",2014,108
"Black-thr Blue Warbler",2015,29
"Black-thr Blue Warbler",2016,48
"Black-thr Blue Warbler",2017,25
"Black-thr Blue Warbler",2018,22
"Black-thr Blue Warbler",2019,13
"Black-thr Blue Warbler",2020,0
"Black-thr Blue Warbler",2021,58
"Black-thr Blue Warbler",2022,76
"Black-throated Blue Warbler",1952,5
"Black-throated Blue Warbler",1957,4
"Black-throated Blue Warbler",1958,8
"Black-throated Blue Warbler",1960,21
"Black-throated Blue Warbler",1961,12
"Black-throated Blue Warbler",1962,11
"Black-throated Blue Warbler",1963,14
"Black-throated Blue Warbler",1964,7
"Black-throated Blue Warbler",1965,12
"Black-throated Blue Warbler",1966,7
"Black-throated Blue Warbler",1967,10
"Black-throated Blue Warbler",1968,16
"Black-throated Blue Warbler",1969,10
"Black-throated Blue Warbler",1970,29
"Black-throated Blue Warbler",1971,2
"Black-throated Blue Warbler",1972,29
"Black-throated Blue Warbler",1973,13
"Black-throated Blue Warbler",1974,12
"Black-throated Blue Warbler",1975,31
"Black-throated Blue Warbler",1976,30
"Black-throated Blue Warbler",1977,2
"Black-throated Blue Warbler",1978,22
"Black-throated Blue Warbler",1979,39
"Black-throated Blue Warbler",1980,3
"Black-throated Blue Warbler",1981,17
"Black-throated Blue Warbler",1982,17
"Black-throated Blue Warbler",1983,64
"Black-throated Blue Warbler",1984,39
"Black-throated Blue Warbler",1985,12
"Black-throated Blue Warbler",1986,15
"Black-throated Blue Warbler",1987,15
"Black-throated Blue Warbler",1988,2
"Black-throated Blue Warbler",1989,19
"Black-throated Blue Warbler",1990,14
"Black-throated Blue Warbler",1991,47
"Black-throated Blue Warbler",1992,29
"Black-throated Blue Warbler",1993,22
"Black-throated Blue Warbler",1994,31
"Black-throated Blue Warbler",1995,25
"Black-throated Blue Warbler",1996,8
"Black-throated Blue Warbler",1997,63
"Black-throated Blue Warbler",1998,24
"Black-throated Blue Warbler",1999,50
"Black-throated Blue Warbler",2000,4
"Black-throated Blue Warbler",2001,24
"Black-throated Blue Warbler",2002,39
"Black-throated Blue Warbler",2003,114
"Black-throated Blue Warbler",2004,41
"Black-throated Blue Warbler",2005,86
"Black-throated Blue Warbler",2006,87
"Black-throated Blue Warbler",2007,119
"Black-throated Blue Warbler",2008,78
"Black-throated Blue Warbler",2009,90
"Black-throated Blue Warbler",2010,76
"Black-throated Blue Warbler",2011,68
"Black-throated Blue Warbler",2012,15
"Black-throated Blue Warbler",2013,22
"Black-throated Blue Warbler",2014,59
"Black-throated Blue Warbler",2015,5
"Black-throated Blue Warbler",2016,97
"Black-throated Blue Warbler",2017,36
"Black-throated Blue Warbler",2018,7
"Black-throated Blue Warbler",2019,5
"Black-throated Blue Warbler",2020,112
"Black-throated Blue Warbler",2021,129
"Black-throated Blue Warbler",2022,57
"Black-throated Blue Warbler",2023,5
"Black-throated Blue Warbler",2024,19
"Blue Grosbeak",1952,11
"Blue Grosbeak",1957,10
"Blue Grosbeak",1958,41
"Blue Grosbeak",1960,15
"Blue Grosbeak",1961,22
"Blue Grosbeak",1962,20
"Blue Grosbeak",1963,17
"Blue Grosbeak",1964,17
"Blue Grosbeak",1965,11
"Blue Grosbeak",1966,6
"Blue Grosbeak",1967,19
"Blue Grosbeak",1968,11
"Blue Grosbeak",1969,20
"Blue Grosbeak",1970,12
"Blue Grosbeak",1971,2
"Blue Grosbeak",1972,20
"Blue Grosbeak",1973,10
"Blue Grosbeak",1974,9
"Blue Grosbeak",1975,46
"Blue Grosbeak",1976,55
"Blue Grosbeak",1977,77
"Blue Grosbeak",1978,71
"Blue Grosbeak",1979,91
"Blue Grosbeak",1980,85
"Blue Grosbeak",1981,64
"Blue Grosbeak",1982,143
"Blue Grosbeak",1983,110
"Blue Grosbeak",1984,130
"Blue Grosbeak",1985,105
"Blue Grosbeak",1986,154
"Blue Grosbeak",1987,105
"Blue Grosbeak",1988,108
"Blue Grosbeak",1989,146
"Blue Grosbeak",1990,148
"Blue Grosbeak",1991,133
"Blue Grosbeak",1992,126
"Blue Grosbeak",1993,90
"Blue Grosbeak",1994,97
"Blue Grosbeak",1995,113
"Blue Grosbeak",1996,97
"Blue Grosbeak",1997,76
"Blue Grosbeak",1998,133
"Blue Grosbeak",1999,112
"Blue Grosbeak",2000,163
"Blue Grosbeak",2001,145
"Blue Grosbeak",2002,143
"Blue Grosbeak",2003,154
"Blue Grosbeak",2004,108
"Blue Grosbeak",2005,92
"Blue Grosbeak",2006,80
"Blue Grosbeak",2007,93
"Blue Grosbeak",2008,91
"Blue Grosbeak",2009,89
"Blue Grosbeak",2010,98
"Blue Grosbeak",2011,115
"Blue Grosbeak",2012,129
"Blue Grosbeak",2013,59
"Blue Grosbeak",2014,60
"Blue Grosbeak",2015,83
"Blue Grosbeak",2016,68
"Blue Grosbeak",2017,87
"Blue Grosbeak",2018,91
"Blue Grosbeak",2019,140
"Blue Grosbeak",2020,54
"Blue Grosbeak",2021,116
"Blue Grosbeak",2022,99
"Blue Grosbeak",2023,56
"Blue Grosbeak",2024,48
"Blue Jay",1952,55
"Blue Jay",1957,44
"Blue Jay",1958,78
"Blue Jay",1960,55
"Blue Jay",1961,149
"Blue Jay",1962,142
"Blue Jay",1963,85
"Blue Jay",1964,55
"Blue Jay",1965,127
"Blue Jay",1966,158
"Blue Jay",1967,191
"Blue Jay",1968,154
"Blue Jay",1969,283
"Blue Jay",1970,116
"Blue Jay",1971,96
"Blue Jay",1972,106
"Blue Jay",1973,137
"Blue Jay",1974,63
"Blue Jay",1975,189
"Blue Jay",1976,263
"Blue Jay",1977,331
"Blue Jay",1978,534
"Blue Jay",1979,385
"Blue Jay",1980,573
"Blue Jay",1981,367
"Blue Jay",1982,568
"Blue Jay",1983,671
"Blue Jay",1984,625
"Blue Jay",1985,308
"Blue Jay",1986,296
"Blue Jay",1987,267
"Blue Jay",1988,503
"Blue Jay",1989,306
"Blue Jay",1990,349
"Blue Jay",1991,540
"Blue Jay",1992,272
"Blue Jay",1993,425
"Blue Jay",1994,277
"Blue Jay",1995,307
"Blue Jay",1996,268
"Blue Jay",1997,290
"Blue Jay",1998,454
"Blue Jay",1999,314
"Blue Jay",2000,380
"Blue Jay",2001,309
"Blue Jay",2002,405
"Blue Jay",2003,362
"Blue Jay",2004,268
"Blue Jay",2005,738
"Blue Jay",2006,237
"Blue Jay",2007,191
"Blue Jay",2008,299
"Blue Jay",2009,288
"Blue Jay",2010,234
"Blue Jay",2011,267
"Blue Jay",2012,326
"Blue Jay",2013,169
"Blue Jay",2014,298
"Blue Jay",2015,268
"Blue Jay",2016,168
"Blue Jay",2017,217
"Blue Jay",2018,211
"Blue Jay",2019,219
"Blue Jay",2020,189
"Blue Jay",2021,280
"Blue Jay",2022,241
"Blue Jay",2023,105
"Blue Jay",2024,49
"Blue-gray Gnatcatcher",1952,13
"Blue-gray Gnatcatcher",1957,16
"Blue-gray Gnatcatcher",1958,14
"Blue-gray Gnatcatcher",1960,25
"Blue-gray Gnatcatcher",1961,44
"Blue-gray Gnatcatcher",1962,24
"Blue-gray Gnatcatcher",1963,19
"Blue-gray Gnatcatcher",1964,19
"Blue-gray Gnatcatcher",1965,22
"Blue-gray Gnatcatcher",1966,50
"Blue-gray Gnatcatcher",1967,36
"Blue-gray Gnatcatcher",1968,48
"Blue-gray Gnatcatcher",1969,50
"Blue-gray Gnatcatcher",1970,69
"Blue-gray Gnatcatcher",1971,45
"Blue-gray Gnatcatcher",1972,94
"Blue-gray Gnatcatcher",1973,67
"Blue-gray Gnatcatcher",1974,41
"Blue-gray Gnatcatcher",1975,99
"Blue-gray Gnatcatcher",1976,149
"Blue-gray Gnatcatcher",1977,179
"Blue-gray Gnatcatcher",1978,240
"Blue-gray Gnatcatcher",1979,375
"Blue-gray Gnatcatcher",1980,404
"Blue-gray Gnatcatcher",1981,253
"Blue-gray Gnatcatcher",1982,437
"Blue-gray Gnatcatcher",1983,450
"Blue-gray Gnatcatcher",1984,355
"Blue-gray Gnatcatcher",1985,268
"Blue-gray Gnatcatcher",1986,292
"Blue-gray Gnatcatcher",1987,220
"Blue-gray Gnatcatcher",1988,305
"Blue-gray Gnatcatcher",1989,290
"Blue-gray Gnatcatcher",1990,321
"Blue-gray Gnatcatcher",1991,411
"Blue-gray Gnatcatcher",1992,454
"Blue-gray Gnatcatcher",1993,462
"Blue-gray Gnatcatcher",1994,397
"Blue-gray Gnatcatcher",1995,441
"Blue-gray Gnatcatcher",1996,386
"Blue-gray Gnatcatcher",1997,456
"Blue-gray Gnatcatcher",1998,477
"Blue-gray Gnatcatcher",1999,508
"Blue-gray Gnatcatcher",2000,770
"Blue-gray Gnatcatcher",2001,515
"Blue-gray Gnatcatcher",2002,734
"Blue-gray Gnatcatcher",2003,727
"Blue-gray Gnatcatcher",2004,541
"Blue-gray Gnatcatcher",2005,567
"Blue-gray Gnatcatcher",2006,488
"Blue-gray Gnatcatcher",2007,476
"Blue-gray Gnatcatcher",2008,581
"Blue-gray Gnatcatcher",2009,674
"Blue-gray Gnatcatcher",2010,382
"Blue-gray Gnatcatcher",2011,330
"Blue-gray Gnatcatcher",2012,417
"Blue-gray Gnatcatcher",2013,255
"Blue-gray Gnatcatcher",2014,458
"Blue-gray Gnatcatcher",2015,455
"Blue-gray Gnatcatcher",2016,365
"Blue-gray Gnatcatcher",2017,400
"Blue-gray Gnatcatcher",2018,387
"Blue-gray Gnatcatcher",2019,403
"Blue-gray Gnatcatcher",2020,401
"Blue-gray Gnatcatcher",2021,435
"Blue-gray Gnatcatcher",2022,453
"Blue-gray Gnatcatcher",2023,200
"Blue-gray Gnatcatcher",2024,189
"Bobolink",1952,50
"Bobolink",1957,0
"Bobolink",1958,12
"Bobolink",1960,80
"Bobolink",1961,0
"Bobolink",1962,400
"Bobolink",1963,50
"Bobolink",1964,500
"Bobolink",1965,2
"Bobolink",1966,350
"Bobolink",1967,0
"Bobolink",1968,27
"Bobolink",1969,1
"Bobolink",1970,0
"Bobolink",1971,0
"Bobolink",1972,1
"Bobolink",1973,1
"Bobolink",1974,5
"Bobolink",1975,244
"Bobolink",1976,116
"Bobolink",1977,163
"Bobolink",1978,387
"Bobolink",1979,578
"Bobolink",1980,525
"Bobolink",1981,420
"Bobolink",1982,141
"Bobolink",1983,114
"Bobolink",1984,195
"Bobolink",1985,78
"Bobolink",1986,319
"Bobolink",1987,605
"Bobolink",1988,308
"Bobolink",1989,184
"Bobolink",1990,219
"Bobolink",1991,94
"Bobolink",1992,166
"Bobolink",1993,111
"Bobolink",1994,100
"Bobolink",1995,374
"Bobolink",1996,75
"Bobolink",1997,158
"Bobolink",1998,485
"Bobolink",1999,54
"Bobolink",2000,136
"Bobolink",2001,49
"Bobolink",2002,155
"Bobolink",2003,160
"Bobolink",2004,124
"Bobolink",2005,37
"Bobolink",2006,109
"Bobolink",2007,40
"Bobolink",2008,20
"Bobolink",2009,6
"Bobolink",2010,20
"Bobolink",2011,98
"Bobolink",2012,78
"Bobolink",2013,34
"Bobolink",2014,26
"Bobolink",2015,6
"Bobolink",2016,80
"Bobolink",2017,58
"Bobolink",2018,0
"Bobolink",2019,10
"Bobolink",2020,180
"Bobolink",2021,16
"Bobolink",2022,16
"Bobolink",2023,0
"Bobolink",2024,70
"Brown Thrasher",1952,21
"Brown Thrasher",1957,37
"Brown Thrasher",1958,25
"Brown Thrasher",1960,53
"Brown Thrasher",1961,38
"Brown Thrasher",1962,52
"Brown Thrasher",1963,27
"Brown Thrasher",1964,29
"Brown Thrasher",1965,69
"Brown Thrasher",1966,61
"Brown Thrasher",1967,56
"Brown Thrasher",1968,58
"Brown Thrasher",1969,49
"Brown Thrasher",1970,41
"Brown Thrasher",1971,35
"Brown Thrasher",1972,15
"Brown Thrasher",1973,32
"Brown Thrasher",1974,43
"Brown Thrasher",1975,52
"Brown Thrasher",1976,88
"Brown Thrasher",1977,75
"Brown Thrasher",1978,121
"Brown Thrasher",1979,94
"Brown Thrasher",1980,96
"Brown Thrasher",1981,93
"Brown Thrasher",1982,109
"Brown Thrasher",1983,99
"Brown Thrasher",1984,88
"Brown Thrasher",1985,68
"Brown Thrasher",1986,63
"Brown Thrasher",1987,54
"Brown Thrasher",1988,65
"Brown Thrasher",1989,59
"Brown Thrasher",1990,61
"Brown Thrasher",1991,69
"Brown Thrasher",1992,87
"Brown Thrasher",1993,114
"Brown Thrasher",1994,66
"Brown Thrasher",1995,122
"Brown Thrasher",1996,109
"Brown Thrasher",1997,71
"Brown Thrasher",1998,115
"Brown Thrasher",1999,135
"Brown Thrasher",2000,154
"Brown Thrasher",2001,154
"Brown Thrasher",2002,241
"Brown Thrasher",2003,176
"Brown Thrasher",2004,99
"Brown Thrasher",2005,113
"Brown Thrasher",2006,157
"Brown Thrasher",2007,89
"Brown Thrasher",2008,117
"Brown Thrasher",2009,122
"Brown Thrasher",2010,111
"Brown Thrasher",2011,95
"Brown Thrasher",2012,125
"Brown Thrasher",2013,68
"Brown Thrasher",2014,93
"Brown Thrasher",2015,78
"Brown Thrasher",2016,87
"Brown Thrasher",2017,68
"Brown Thrasher",2018,101
"Brown Thrasher",2019,114
"Brown Thrasher",2020,55
"Brown Thrasher",2021,103
"Brown Thrasher",2022,103
"Brown Thrasher",2023,46
"Brown Thrasher",2024,29
"Brown-headed Cowbird",1952,0
"Brown-headed Cowbird",1957,2
