"route","year","common_name","count","slope","intercept"
"cthm-01","1999","Grasshopper Sparrow",0,0,0
"cthm-01","1999","Gray Catbird",0,0.00512820512820516,-10.0512820512821
"cthm-01","1999","Great Blue Heron",0,0.00581196581196579,-11.6581196581196
"cthm-01","1999","Great Crested Flycatcher",0,0.0841025641025636,-167.641025641025
"cthm-01","1999","Great Egret",0,0,0
"cthm-01","1999","Great Horned Owl",0,-0.00102564102564101,2.10256410256407
"cthm-01","1999","Green Heron",0,0,0
"cthm-01","1999","Hairy Woodpecker",0,0.00615384615384614,-12.3076923076923
"cthm-01","1999","Hooded Warbler",3,0.0810256410256413,-158.48717948718
"cthm-01","1999","Horned Lark",0,0,0
"cthm-01","1999","House Finch",3,-0.106666666666666,216.128205128204
"cthm-01","1999","House Sparrow",0,-0.00786324786324781,15.8632478632478
"cthm-01","1999","Indigo Bunting",8,-0.196239316239315,400.085470085468
"cthm-01","1999","Kentucky Warbler",0,0.00786324786324783,-15.7863247863247
"cthm-01","1999","Killdeer",1,0.00649572649572592,-12.3418803418792
"cthm-01","1999","Loggerhead Shrike",0,0,0
"cthm-01","1999","Louisiana Waterthrush",0,0,0
"cthm-01","1999","Mallard",0,0,0
"cthm-01","1999","Mississippi Kite",0,0,0
"cthm-01","1999","Mourning Dove",13,-0.274529914529913,561.529914529912
"cthm-01","1999","Muscovy Duck",0,0,0
"cthm-01","1999","Mute Swan",0,0,0
"cthm-01","1999","Northern Bobwhite",0,0,0
"cthm-01","1999","Northern Cardinal",37,-0.250598290598289,537.752136752133
"cthm-01","1999","Northern Flicker",1,-0.0400000000000002,80.8461538461542
"cthm-01","1999","Northern House Wren",0,0,0
"cthm-01","1999","Northern Mockingbird",6,-0.178461538461537,363.153846153844
"cthm-01","1999","Northern Parula",3,-0.129230769230769,261.615384615383
"cthm-01","1999","Northern Rough-winged Swallow",1,-0.0280341880341878,56.8034188034183
"cthm-01","1999","Northern Waterthrush",0,0,0
"cthm-01","1999","Orchard Oriole",0,-0.0061538461538461,12.4615384615384
"cthm-01","1999","Osprey",0,0,0
"cthm-01","1999","Ovenbird",7,-0.0748717948717943,156.641025641024
"cthm-01","1999","Pileated Woodpecker",2,-0.0345299145299145,70.9914529914529
"cthm-01","1999","Pine Warbler",23,-0.350085470085467,722.47008547008
"cthm-01","1999","Prairie Warbler",1,0.00581196581196605,-10.504273504274
"cthm-01","1999","Prothonotary Warbler",0,0,0
"cthm-01","1999","Purple Martin",0,0.0519658119658117,-104.273504273504
"cthm-01","1999","Red-bellied Woodpecker",11,-0.102564102564101,215.794871794869
"cthm-01","1999","Red-eyed Vireo",13,-0.352478632478633,717.324786324788
"cthm-01","1999","Red-headed Woodpecker",0,0,0
"cthm-01","1999","Red-shouldered Hawk",0,0.0242735042735042,-48.4273504273504
"cthm-01","1999","Red-tailed Hawk",0,-0.00205128205128199,4.35897435897423
"cthm-01","1999","Red-winged Blackbird",1,-0.0492307692307689,99.3846153846147
"cthm-01","1999","Ring-billed Gull",0,0,0
"cthm-01","1999","Rock Pigeon",0,0,0
"cthm-01","1999","Ruby-throated Hummingbird",0,-0.017094017094017,34.5555555555553
"cthm-01","1999","Scarlet Tanager",2,-0.0892307692307692,180.538461538461
"cthm-01","1999","Sharp-shinned Hawk",0,0,0
"cthm-01","1999","Sharp-shinned/Cooper's Hawk",0,0,0
"cthm-01","1999","Song Sparrow",0,0,0
"cthm-01","1999","Summer Tanager",1,0.138461538461538,-275.538461538461
"cthm-01","1999","Summer/Scarlet Tanager",0,0,0
"cthm-01","1999","Swainson's Thrush",0,0,0
"cthm-01","1999","Tree Swallow",0,0,0
"cthm-01","1999","Tufted Titmouse",14,-0.0116239316239313,37.6239316239309
"cthm-01","1999","Turkey Vulture",2,0.0957264957264959,-189.726495726496
"cthm-01","1999","Warbling Vireo",0,0,0
"cthm-01","1999","White-breasted Nuthatch",1,0.0324786324786327,-63.632478632479
"cthm-01","1999","White-eyed Vireo",0,0.0348717948717948,-69.4102564102564
"cthm-01","1999","Wild Turkey",0,0,0
"cthm-01","1999","Willow Flycatcher",0,0,0
"cthm-01","1999","Wood Duck",0,0.00307692307692307,-6.15384615384614
"cthm-01","1999","Wood Thrush",9,-0.247521367521367,503.675213675214
"cthm-01","1999","Worm-eating Warbler",0,0,0
"cthm-01","1999","Yellow Warbler",0,0,0
"cthm-01","1999","Yellow-billed Cuckoo",1,0.0372649572649573,-73.8034188034189
"cthm-01","1999","Yellow-breasted Chat",1,-0.0417094017094013,84.7863247863239
"cthm-01","1999","Yellow-crowned Night Heron",0,0,0
"cthm-01","1999","Yellow-throated Vireo",1,-0.0160683760683759,32.7606837606834
"cthm-01","1999","Yellow-throated Warbler",3,0.118290598290598,-233.521367521368
"cthm-01","1999","crow sp.",0,0,0
"cthm-01","1999","duck sp.",0,0,0
"cthm-01","1999","hawk sp.",0,0,0
"cthm-01","1999","passerine sp.",0,0,0
"cthm-01","1999","swallow sp.",0,0,0
"cthm-01","1999","waterfowl sp.",0,0,0
"cthm-01","1999","woodpecker sp.",0,0,0
"cthm-02","1999","Acadian Flycatcher",2,-0.045128205128205,92.282051282051
"cthm-02","1999","Accipitrine hawk sp.",0,0.00581196581196579,-11.6581196581196
"cthm-02","1999","American Crow",25,-0.375726495726493,775.72649572649
"cthm-02","1999","American Goldfinch",13,-0.308034188034186,628.803418803415
"cthm-02","1999","American Redstart",0,0.000341880341880349,-0.649572649572663
"cthm-02","1999","American Robin",8,-0.300170940170941,608.017094017095
"cthm-02","1999","American/Fish Crow",0,0,0
"cthm-02","1999","Bald Eagle",0,0.0129914529914529,-26.068376068376
"cthm-02","1999","Baltimore Oriole",0,0,0
"cthm-02","1999","Barn Swallow",1,0.113846153846153,-227.076923076922
"cthm-02","1999","Barred Owl",1,-0.0112820512820511,23.435897435897
"cthm-02","1999","Belted Kingfisher",0,0,0
"cthm-02","1999","Black Vulture",0,0.242735042735042,-486.119658119656
"cthm-02","1999","Black-and-white Warbler",0,-0.00102564102564095,2.33333333333319
"cthm-02","1999","Black-throated Blue Warbler",0,0,0
"cthm-02","1999","Blackpoll Warbler",0,0,0
"cthm-02","1999","Blue Grosbeak",2,-0.00512820512820553,12.3589743589752
"cthm-02","1999","Blue Jay",5,-0.126837606837606,258.683760683759
"cthm-02","1999","Blue-gray Gnatcatcher",17,-0.226324786324786,469.094017094016
"cthm-02","1999","Blue-headed Vireo",0,0,0
"cthm-02","1999","Broad-winged Hawk",0,0,0
"cthm-02","1999","Brown Thrasher",2,-0.0663247863247861,134.863247863247
"cthm-02","1999","Brown-headed Cowbird",7,-0.141880341880341,290.341880341879
"cthm-02","1999","Brown-headed Nuthatch",3,0.0229059829059834,-43.2136752136763
"cthm-02","1999","Buteo sp.",0,0,0
"cthm-02","1999","Canada Goose",2,-0.000341880341879917,2.57264957264872
"cthm-02","1999","Carolina Chickadee",12,-0.198632478632478,409.478632478632
"cthm-02","1999","Carolina Wren",15,-0.0878632478632465,190.632478632476
"cthm-02","1999","Cedar Waxwing",0,0,0
"cthm-02","1999","Chimney Swift",4,-0.104615384615384,213.53846153846
"cthm-02","1999","Chipping Sparrow",10,0.0358974358974354,-61.8974358974349
"cthm-02","1999","Chuck-will's-widow",0,0.0317948717948717,-63.6410256410254
"cthm-02","1999","Cliff Swallow",0,0,0
"cthm-02","1999","Common Grackle",8,-0.213675213675212,434.752136752134
"cthm-02","1999","Common Nighthawk",0,0,0
"cthm-02","1999","Common Yellowthroat",3,-0.091623931623931,185.931623931623
"cthm-02","1999","Cooper's Hawk",0,0,0
"cthm-02","1999","Dickcissel",0,0,0
"cthm-02","1999","Double-crested Cormorant",1,-0.00888888888888873,18.350427350427
"cthm-02","1999","Downy Woodpecker",4,-0.0864957264957261,176.418803418803
"cthm-02","1999","Downy/Hairy Woodpecker",0,0,0
"cthm-02","1999","Eastern Bluebird",4,-0.0721367521367512,148.521367521366
"cthm-02","1999","Eastern Kingbird",0,-0.0188034188034193,38.0341880341891
"cthm-02","1999","Eastern Meadowlark",0,-0.0157264957264956,31.7264957264955
"cthm-02","1999","Eastern Phoebe",1,-0.00923076923076895,19.6153846153841
"cthm-02","1999","Eastern Screech-Owl",0,-0.00102564102564101,2.10256410256407
"cthm-02","1999","Eastern Towhee",12,-0.264957264957262,541.341880341875
"cthm-02","1999","Eastern Whip-poor-will",4,-0.133675213675214,271.059829059829
"cthm-02","1999","Eastern Wood-Pewee",2,0.0229059829059829,-43.5213675213675
"cthm-02","1999","European Starling",7,-0.154871794871795,316.410256410257
"cthm-02","1999","Field Sparrow",1,-0.0441025641025637,89.3333333333326
"cthm-02","1999","Fish Crow",1,0.0902564102564102,-179.871794871795
"cthm-02","1999","Glossy Ibis",0,0,0
"cthm-02","1999","Grasshopper Sparrow",0,0,0
"cthm-02","1999","Gray Catbird",0,0.00820512820512823,-16.2051282051283
"cthm-02","1999","Great Blue Heron",3,0.0273504273504276,-52.0427350427356
"cthm-02","1999","Great Crested Flycatcher",1,0.0505982905982907,-100.213675213675
"cthm-02","1999","Great Egret",0,0.00854700854700851,-17.1623931623931
"cthm-02","1999","Great Horned Owl",0,0.0030769230769231,-6.00000000000005
"cthm-02","1999","Green Heron",0,-0.0225641025641024,45.5641025641022
"cthm-02","1999","Hairy Woodpecker",0,-0.0198290598290599,40.0598290598292
"cthm-02","1999","Hooded Warbler",0,0.074188034188034,-148.034188034188
"cthm-02","1999","Horned Lark",0,0,0
"cthm-02","1999","House Finch",2,0.0403418803418806,-78.9572649572655
"cthm-02","1999","House Sparrow",0,0,0
"cthm-02","1999","Indigo Bunting",15,-0.433504273504271,881.119658119654
"cthm-02","1999","Kentucky Warbler",0,-0.00717948717948709,14.6410256410255
"cthm-02","1999","Killdeer",0,0.00512820512820514,-10.1282051282052
"cthm-02","1999","Loggerhead Shrike",0,0,0
"cthm-02","1999","Louisiana Waterthrush",0,0,0
"cthm-02","1999","Mallard",0,0.028034188034188,-56.0341880341879
"cthm-02","1999","Mississippi Kite",0,0,0
"cthm-02","1999","Mourning Dove",20,-0.589059829059828,1197.67521367521
"cthm-02","1999","Muscovy Duck",0,0,0
"cthm-02","1999","Mute Swan",0,0,0
"cthm-02","1999","Northern Bobwhite",0,-0.00581196581196577,11.7350427350427
"cthm-02","1999","Northern Cardinal",26,-0.1808547008547,388.008547008546
"cthm-02","1999","Northern Flicker",1,-0.0112820512820516,23.2051282051288
"cthm-02","1999","Northern House Wren",0,-0.000341880341880263,1.03418803418788
"cthm-02","1999","Northern Mockingbird",5,-0.0584615384615375,121.384615384613
"cthm-02","1999","Northern Parula",2,-0.0215384615384616,44.6153846153847
"cthm-02","1999","Northern Rough-winged Swallow",0,0.025299145299145,-50.3760683760679
"cthm-02","1999","Northern Waterthrush",0,0,0
"cthm-02","1999","Orchard Oriole",0,-0.00444444444444439,9.05982905982896
"cthm-02","1999","Osprey",0,-0.00170940170940166,3.63247863247853
"cthm-02","1999","Ovenbird",3,0.013333333333333,-23.1794871794866
"cthm-02","1999","Pileated Woodpecker",1,-0.0208547008547007,42.2393162393159
"cthm-02","1999","Pine Warbler",15,-0.0806837606837611,176.222222222223
"cthm-02","1999","Prairie Warbler",4,-0.11145299145299,226.299145299143
"cthm-02","1999","Prothonotary Warbler",0,-0.00170940170940188,3.70940170940205
"cthm-02","1999","Purple Martin",1,-0.0499145299145295,101.068376068375
"cthm-02","1999","Red-bellied Woodpecker",8,-0.0502564102564098,108.02564102564
"cthm-02","1999","Red-eyed Vireo",9,-0.130256410256411,269.410256410258
"cthm-02","1999","Red-headed Woodpecker",0,0.00717948717948716,-14.3333333333333
"cthm-02","1999","Red-shouldered Hawk",0,0.0188034188034188,-37.4957264957265
"cthm-02","1999","Red-tailed Hawk",0,0.0235897435897435,-47.128205128205
"cthm-02","1999","Red-winged Blackbird",1,0.0164102564102566,-31.8717948717952
"cthm-02","1999","Ring-billed Gull",0,0,0
"cthm-02","1999","Rock Pigeon",0,0,0
"cthm-02","1999","Ruby-throated Hummingbird",1,-0.0246153846153844,49.7692307692304
"cthm-02","1999","Scarlet Tanager",4,-0.111452991452991,226.376068376067
"cthm-02","1999","Sharp-shinned Hawk",0,0,0
"cthm-02","1999","Sharp-shinned/Cooper's Hawk",0,0,0
"cthm-02","1999","Song Sparrow",0,0.00717948717948715,-14.4102564102563
"cthm-02","1999","Summer Tanager",5,-0.0796581196581192,164.735042735042
"cthm-02","1999","Summer/Scarlet Tanager",0,0,0
"cthm-02","1999","Swainson's Thrush",0,0.0174358974358974,-34.9743589743588
"cthm-02","1999","Tree Swallow",0,-0.00205128205128202,4.20512820512815
"cthm-02","1999","Tufted Titmouse",16,-0.0297435897435902,75.4358974358984
"cthm-02","1999","Turkey Vulture",0,-0.0112820512820512,22.9743589743587
"cthm-02","1999","Warbling Vireo",0,0,0
"cthm-02","1999","White-breasted Nuthatch",1,-0.0314529914529911,64.1452991452984
"cthm-02","1999","White-eyed Vireo",1,0.0461538461538461,-91.6923076923077
"cthm-02","1999","Wild Turkey",0,-0.00683760683760673,14.0683760683759
"cthm-02","1999","Willow Flycatcher",0,0,0
"cthm-02","1999","Wood Duck",0,0.0167521367521367,-33.4444444444444
"cthm-02","1999","Wood Thrush",7,-0.287863247863248,582.632478632479
"cthm-02","1999","Worm-eating Warbler",0,0,0
"cthm-02","1999","Yellow Warbler",0,0,0
"cthm-02","1999","Yellow-billed Cuckoo",1,-0.0133333333333336,28.1025641025647
"cthm-02","1999","Yellow-breasted Chat",4,-0.134017094017094,271.478632478632
"cthm-02","1999","Yellow-crowned Night Heron",0,0,0
"cthm-02","1999","Yellow-throated Vireo",0,-0.00752136752136767,15.3675213675217
"cthm-02","1999","Yellow-throated Warbler",1,0.0345299145299143,-68.376068376068
"cthm-02","1999","crow sp.",0,0,0
"cthm-02","1999","duck sp.",0,0,0
"cthm-02","1999","hawk sp.",0,0,0
"cthm-02","1999","passerine sp.",0,0,0
"cthm-02","1999","swallow sp.",0,0,0
"cthm-02","1999","waterfowl sp.",0,0,0
"cthm-02","1999","woodpecker sp.",0,0,0
"cthm-03","1999","Acadian Flycatcher",0,0.0314529914529914,-62.5299145299145
"cthm-03","1999","Accipitrine hawk sp.",0,0,0
"cthm-03","1999","American Crow",15,-0.416410256410256,847.256410256409
"cthm-03","1999","American Goldfinch",2,-0.0680341880341878,138.418803418803
"cthm-03","1999","American Redstart",0,0.0157264957264957,-31.5726495726494
"cthm-03","1999","American Robin",8,-0.23111111111111,470.264957264956
"cthm-03","1999","American/Fish Crow",0,0,0
"cthm-03","1999","Bald Eagle",0,0,0
"cthm-03","1999","Baltimore Oriole",0,0,0
"cthm-03","1999","Barn Swallow",0,0.131623931623931,-263.085470085469
"cthm-03","1999","Barred Owl",0,0.00615384615384614,-12.3076923076923
"cthm-03","1999","Belted Kingfisher",0,-0.00512820512820509,10.3589743589743
"cthm-03","1999","Black Vulture",0,0.0273504273504272,-54.8888888888886
"cthm-03","1999","Black-and-white Warbler",0,0,0
"cthm-03","1999","Black-throated Blue Warbler",0,0,0
"cthm-03","1999","Blackpoll Warbler",0,0,0
"cthm-03","1999","Blue Grosbeak",12,-0.372991452991452,757.914529914528
"cthm-03","1999","Blue Jay",2,-0.0536752136752137,109.752136752137
"cthm-03","1999","Blue-gray Gnatcatcher",1,0.0947008547008534,-188.777777777775
"cthm-03","1999","Blue-headed Vireo",1,-0.0410256410256407,83.1794871794864
"cthm-03","1999","Broad-winged Hawk",0,0,0
"cthm-03","1999","Brown Thrasher",2,-0.0345299145299147,70.7606837606842
"cthm-03","1999","Brown-headed Cowbird",1,0.041367521367521,-81.9829059829052
"cthm-03","1999","Brown-headed Nuthatch",1,-0.0570940170940171,115.324786324786
"cthm-03","1999","Buteo sp.",0,0,0
"cthm-03","1999","Canada Goose",0,0.116581196581196,-232.735042735042
"cthm-03","1999","Carolina Chickadee",4,-0.0943589743589754,192.743589743592
"cthm-03","1999","Carolina Wren",23,-0.375042735042733,773.042735042732
"cthm-03","1999","Cedar Waxwing",0,0,0
"cthm-03","1999","Chimney Swift",2,-0.067692307692308,137.000000000001
"cthm-03","1999","Chipping Sparrow",7,-0.00717948717948701,21.2564102564099
"cthm-03","1999","Chuck-will's-widow",2,-0.0529914529914523,108.376068376067
"cthm-03","1999","Cliff Swallow",0,0,0
"cthm-03","1999","Common Grackle",15,-0.687179487179486,1389.02564102564
"cthm-03","1999","Common Nighthawk",0,0,0
"cthm-03","1999","Common Yellowthroat",5,-0.122393162393161,249.39316239316
"cthm-03","1999","Cooper's Hawk",0,-0.00786324786324781,15.8632478632478
"cthm-03","1999","Dickcissel",0,0,0
"cthm-03","1999","Double-crested Cormorant",0,0,0
"cthm-03","1999","Downy Woodpecker",1,-0.0184615384615385,37.5384615384616
"cthm-03","1999","Downy/Hairy Woodpecker",0,0,0
"cthm-03","1999","Eastern Bluebird",3,0.283760683760682,-564.606837606834
"cthm-03","1999","Eastern Kingbird",0,0.00478632478632442,-9.09401709401635
"cthm-03","1999","Eastern Meadowlark",2,-0.0263247863247867,54.6324786324794
"cthm-03","1999","Eastern Phoebe",1,-0.0116239316239316,24.4700854700854
"cthm-03","1999","Eastern Screech-Owl",0,0,0
"cthm-03","1999","Eastern Towhee",9,-0.223247863247861,455.01709401709
"cthm-03","1999","Eastern Whip-poor-will",0,-0.00102564102564094,2.41025641025624
"cthm-03","1999","Eastern Wood-Pewee",2,-0.0547008547008552,111.623931623933
"cthm-03","1999","European Starling",4,0.387692307692307,-770.615384615384
"cthm-03","1999","Field Sparrow",2,-0.0598290598290593,121.136752136751
"cthm-03","1999","Fish Crow",0,0.0389743589743589,-77.7435897435896
"cthm-03","1999","Glossy Ibis",0,0,0
"cthm-03","1999","Grasshopper Sparrow",0,0,0
"cthm-03","1999","Gray Catbird",2,-0.0953846153846148,193.076923076922
"cthm-03","1999","Great Blue Heron",0,0.0147008547008547,-29.3931623931623
"cthm-03","1999","Great Crested Flycatcher",5,-0.0950427350427345,195.350427350426
"cthm-03","1999","Great Egret",0,0,0
"cthm-03","1999","Great Horned Owl",0,0,0
"cthm-03","1999","Green Heron",1,-0.0560683760683766,113.222222222223
"cthm-03","1999","Hairy Woodpecker",0,-0.00820512820512834,16.74358974359
"cthm-03","1999","Hooded Warbler",0,-0.00923076923076913,18.7692307692306
"cthm-03","1999","Horned Lark",0,0,0
"cthm-03","1999","House Finch",1,-0.0553846153846149,112.076923076922
"cthm-03","1999","House Sparrow",0,-0.00376068376068373,7.60683760683755
"cthm-03","1999","Indigo Bunting",14,-0.321025641025639,655.794871794867
"cthm-03","1999","Kentucky Warbler",0,0,0
"cthm-03","1999","Killdeer",2,-0.0639316239316239,129.316239316239
"cthm-03","1999","Loggerhead Shrike",0,0.0256410256410255,-51.4102564102562
"cthm-03","1999","Louisiana Waterthrush",0,0,0
"cthm-03","1999","Mallard",1,-0.0239316239316237,48.393162393162
"cthm-03","1999","Mississippi Kite",0,0,0
"cthm-03","1999","Mourning Dove",9,0.155555555555556,-301.863247863249
"cthm-03","1999","Muscovy Duck",0,0,0
"cthm-03","1999","Mute Swan",0,0,0
"cthm-03","1999","Northern Bobwhite",3,-0.112478632478632,228.017094017093
"cthm-03","1999","Northern Cardinal",18,-0.236581196581195,491.196581196578
"cthm-03","1999","Northern Flicker",1,-0.0191452991452989,38.9914529914526
"cthm-03","1999","Northern House Wren",0,-0.00786324786324781,15.8632478632478
"cthm-03","1999","Northern Mockingbird",7,-0.0502564102564095,107.564102564101
"cthm-03","1999","Northern Parula",0,0.0109401709401709,-21.9401709401709
"cthm-03","1999","Northern Rough-winged Swallow",1,-0.00649572649572631,13.7264957264954
"cthm-03","1999","Northern Waterthrush",0,0,0
"cthm-03","1999","Orchard Oriole",4,-0.164444444444444,333.213675213675
"cthm-03","1999","Osprey",0,0,0
"cthm-03","1999","Ovenbird",3,-0.0338461538461534,71.0769230769222
"cthm-03","1999","Pileated Woodpecker",0,0.0174358974358974,-34.7435897435897
"cthm-03","1999","Pine Warbler",19,-0.287521367521365,594.136752136748
"cthm-03","1999","Prairie Warbler",2,-0.0591452991452989,120.68376068376
"cthm-03","1999","Prothonotary Warbler",0,0,0
"cthm-03","1999","Purple Martin",1,-0.0492307692307691,99.5384615384612
"cthm-03","1999","Red-bellied Woodpecker",6,-0.0728205128205119,151.435897435896
"cthm-03","1999","Red-eyed Vireo",10,-0.179487179487178,368.641025641024
"cthm-03","1999","Red-headed Woodpecker",0,0.00170940170940174,-3.24786324786331
"cthm-03","1999","Red-shouldered Hawk",0,-0.00376068376068367,7.91452991452973
"cthm-03","1999","Red-tailed Hawk",0,0.0252991452991453,-50.4529914529914
"cthm-03","1999","Red-winged Blackbird",1,-0.0410256410256407,83.0256410256404
"cthm-03","1999","Ring-billed Gull",0,0,0
"cthm-03","1999","Rock Pigeon",1,0.0307692307692308,-60.923076923077
"cthm-03","1999","Ruby-throated Hummingbird",0,0.00170940170940171,-3.4017094017094
"cthm-03","1999","Scarlet Tanager",2,-0.0649572649572647,131.495726495726
"cthm-03","1999","Sharp-shinned Hawk",0,0,0
"cthm-03","1999","Sharp-shinned/Cooper's Hawk",0,0,0
"cthm-03","1999","Song Sparrow",0,0,0
"cthm-03","1999","Summer Tanager",8,-0.0758974358974358,159.820512820513
"cthm-03","1999","Summer/Scarlet Tanager",0,0,0
"cthm-03","1999","Swainson's Thrush",0,0,0
"cthm-03","1999","Tree Swallow",0,-0.0157264957264956,31.7264957264955
"cthm-03","1999","Tufted Titmouse",19,-0.498803418803419,1015.88034188034
"cthm-03","1999","Turkey Vulture",0,0.0909401709401706,-182.247863247863
"cthm-03","1999","Warbling Vireo",0,0,0
"cthm-03","1999","White-breasted Nuthatch",0,-0.0123076923076924,24.8461538461541
"cthm-03","1999","White-eyed Vireo",1,0.037264957264957,-73.9572649572645
"cthm-03","1999","Wild Turkey",0,0.00136752136752139,-2.59829059829065
"cthm-03","1999","Willow Flycatcher",0,0,0
"cthm-03","1999","Wood Duck",1,-0.0519658119658116,104.888888888888
"cthm-03","1999","Wood Thrush",6,-0.205128205128203,415.897435897433
"cthm-03","1999","Worm-eating Warbler",0,0,0
"cthm-03","1999","Yellow Warbler",0,0,0
"cthm-03","1999","Yellow-billed Cuckoo",3,-0.0533333333333335,109.333333333334
"cthm-03","1999","Yellow-breasted Chat",8,-0.204786324786324,417.786324786324
"cthm-03","1999","Yellow-crowned Night Heron",0,0,0
"cthm-03","1999","Yellow-throated Vireo",1,-0.0174358974358973,35.3589743589741
"cthm-03","1999","Yellow-throated Warbler",0,0.0102564102564102,-20.5641025641025
"cthm-03","1999","crow sp.",0,0,0
"cthm-03","1999","duck sp.",0,0,0
"cthm-03","1999","hawk sp.",0,0,0
"cthm-03","1999","passerine sp.",0,0,0
"cthm-03","1999","swallow sp.",0,0,0
"cthm-03","1999","waterfowl sp.",0,0,0
"cthm-03","1999","woodpecker sp.",0,0,0
"cthm-04","1999","Acadian Flycatcher",0,0.0864957264957263,-172.649572649572
"cthm-04","1999","Accipitrine hawk sp.",0,0,0
"cthm-04","1999","American Crow",38,-0.767521367521364,1571.90598290598
"cthm-04","1999","American Goldfinch",3,-0.00820512820512864,19.3589743589752
"cthm-04","1999","American Redstart",0,0,0
"cthm-04","1999","American Robin",3,-0.071794871794871,146.102564102563
"cthm-04","1999","American/Fish Crow",0,0.00786324786324783,-15.7863247863247
"cthm-04","1999","Bald Eagle",0,0,0
"cthm-04","1999","Baltimore Oriole",0,0,0
"cthm-04","1999","Barn Swallow",9,-0.368205128205127,745.282051282049
"cthm-04","1999","Barred Owl",0,0.00991452991452988,-19.8376068376068
"cthm-04","1999","Belted Kingfisher",0,0.00649572649572647,-13.034188034188
"cthm-04","1999","Black Vulture",-2,0.811282051282049,-1624.35897435897
"cthm-04","1999","Black-and-white Warbler",0,-0.00888888888888877,18.196581196581
"cthm-04","1999","Black-throated Blue Warbler",0,0,0
"cthm-04","1999","Blackpoll Warbler",0,0,0
"cthm-04","1999","Blue Grosbeak",2,0.0252991452991457,-48.3760683760692
