"year","Acadian Flycatcher","American Crow","American Goldfinch","American Robin","Barn Swallow","Blue Grosbeak","Blue Jay","Blue-gray Gnatcatcher","Brown Thrasher","Brown-headed Cowbird","Brown-headed Nuthatch","Carolina Chickadee","Carolina Wren","Chimney Swift","Chipping Sparrow","Common Grackle","Common Yellowthroat","Downy Woodpecker","Eastern Bluebird","Eastern Kingbird","Eastern Meadowlark","Eastern Phoebe","Eastern Towhee","Eastern Whip-poor-will","Eastern Wood-Pewee","European Starling","Field Sparrow","Fish Crow","Grasshopper Sparrow","Gray Catbird","Great Crested Flycatcher","Hooded Warbler","House Finch","House Sparrow","Indigo Bunting","Mourning Dove","Northern Bobwhite","Northern Cardinal","Northern Mockingbird","Northern Parula","Orchard Oriole","Ovenbird","Pileated Woodpecker","Pine Warbler","Prairie Warbler","Purple Martin","Red-bellied Woodpecker","Red-eyed Vireo","Red-winged Blackbird","Ruby-throated Hummingbird","Scarlet Tanager","Song Sparrow","Summer Tanager","Tufted Titmouse","White-breasted Nuthatch","White-eyed Vireo","Wood Thrush","Yellow-billed Cuckoo","Yellow-breasted Chat","Yellow-throated Vireo","Yellow-throated Warbler"
2010,6.86684992997552,-93.5821383399244,57.6915011751903,6.27736354941268,38.7195823837402,43.3455842133309,-7.73468143677525,-64.4148119106763,-2.59209905267485,26.7802397659844,16.2303249442965,48.4793828484445,38.3352723602425,4.45257427369145,-3.53343369775507,83.2973935527941,-19.4269370413282,21.5125296323536,-22.6409728091768,-1.29871321697381,44.5623415819838,32.5989904588073,8.76209791785024,6.94935624778311,27.2090156579399,-70.5305750475823,5.11992778462765,11.7913293156267,1.83418174138509,17.6246411601262,4.54057554236731,7.22356324253018,0.0940640868185909,1.78358587094403,-19.308792296885,-106.371361398371,6.94033745344838,84.943308131027,30.549222996367,-3.68568883927717,8.01050303466085,14.0564331128912,6.22825146167634,24.2895416444532,-3.99951013802879,29.5543187020997,-3.7529840964061,8.20982069444761,6.82069120122308,1.69237465680996,-1.87945388162097,19.9564524457541,20.4353596501837,23.9346760224894,8.31716375411619,13.8572045982749,11.5882360017082,-16.5052907087324,-5.48901686121502,8.74145112448187,2.67838386473748
2011,0.606160059993599,53.1765677351995,0.811965999154211,-50.879968187541,7.33897706111185,-23.3221795017044,31.295468887765,-1.77984338882493,0.699754392271252,-13.2990909711156,1.63965265032713,26.681832881895,-95.8340497238923,37.9796777557368,22.9728540187042,-46.2004122501523,6.64041236716339,8.63419239336827,-38.9334928212548,-1.50657547771869,-38.6542498406006,-25.9548830343918,-35.391800014784,-11.9951198139686,-15.7153866519383,-31.4167326916883,-1.51222721223643,-7.28436162584696,-1.77878145495567,-13.5938474652905,18.0301939092948,-3.49749842716651,14.5146887999343,-0.809930330683841,34.1163645965187,6.53106307096198,-11.4801884470296,26.1349290424332,23.8345354591064,3.45324381312622,-3.79220850561251,-10.4794540075754,-9.5418511921582,-6.53744307947025,7.31354597056541,-49.5135420436647,59.4789092258237,-5.94911050565045,5.28259301177131,6.7897841189361,7.94492711360958,-2.70685921013677,-25.0769823902467,83.0489068983038,4.13943572687337,-7.15282974337594,-44.024571634717,49.0260044063561,7.81888501188511,-11.478826150738,-0.782723808854605
2012,5.10075168901653,137.84385039837,-19.6501045674409,3.20685837119055,-27.2944024070755,7.87313052626398,4.90294832923948,-46.2258061317983,24.1478730457087,-15.8819725511805,3.05073040499961,-21.9645417205759,-6.79030369783868,-43.0792673353567,5.42537738006331,-43.7768071827555,-1.58533643530225,14.3208557959295,29.9519826009866,-4.53187111664762,-2.69819831937538,11.2310572850589,18.9253356031252,4.32519156852372,-16.9927417231551,99.2044318854524,-8.66090749444896,9.69441532215102,-3.5404941212999,1.50446683368039,-28.096799919714,0.455652417590283,-25.9571293238143,1.01041032724131,0.691824421803119,61.9688308499773,8.15790163193949,-100.445021479621,31.7354832847865,-2.38294365889069,7.91836905485708,9.09613340562651,3.68969661174454,16.6988944190634,4.53436153733542,-5.83010175283526,25.5950221432078,3.06012527142465,-15.5606721186659,-10.0655237539474,-1.92344873866072,-14.3664116834557,33.6301595237331,-39.9774158921883,-10.1030798573554,6.67246408000038,-2.08609157480859,-14.7770886547476,-9.20843163695183,-1.00031511758734,-1.81309743164869
2013,-6.79463089899,-59.5618452907855,-11.7965149427649,9.1165223091682,-29.5118128883615,-13.895011234201,-42.6098414756919,42.2146138350922,-0.849581141697385,16.694684450035,-11.6030508310458,-9.43658588530286,36.0356229689319,3.26835108476163,22.6424283255602,-139.353902298401,-13.4366113206642,-20.480996254816,8.86457920671495,10.0819029849038,9.65124899496375,10.4832759376914,-46.4667221325015,-6.10514425375106,16.8178270023036,-111.80861845152,4.4530864556753,14.7230778956896,5.38255737830701,-10.8459289472443,16.5200891821739,-0.173041487467529,-45.2878439681504,-2.24378120694953,-86.0874800643907,-88.350614892386,-5.52197856038488,-35.6056051143827,-83.9989782483494,6.25927898509935,-14.6030194817864,2.72349071483833,-5.91590335422413,-35.2291106049674,-20.3970099287855,16.9818911323284,-44.3148680860194,-14.188637465675,-0.246537951934133,7.12865787480727,-12.0154658859958,2.05678979692426,-37.3483765220007,17.8526182367081,-1.46540133586863,8.60526391803849,3.60982877593847,-2.3048482854428,-16.3132299915423,0.269268834825565,7.38381790334312
2014,10.4248039053421,-3.62727933037036,27.9911844917163,-13.2823179891016,68.7825241091525,-8.41991684389848,9.93805158858515,49.7482439133025,-21.034781539135,15.8916236559569,-6.50436992624658,-49.3996441183681,9.77200316935978,-21.2206771286003,-45.9587484099448,11.2015218094076,15.1586494866346,1.20366176692455,-39.4222534657966,-9.16983504787906,-13.9044823577088,-8.94631495632321,46.6585420813311,3.05687538425808,-0.992467943072526,-42.8266038554048,-4.88065081350161,-24.3086002239892,-2.58444311535585,12.4787049400504,-5.55754559626665,7.41283269620284,-16.1246863481752,1.21815662791183,53.4917600718065,79.332441934963,-0.533042219182158,7.89698652694403,-36.4418807160654,-6.76827814251034,-2.32456375785475,11.4382718328602,0.915068182619105,-2.11841664848376,4.96908892162237,-15.0624624639121,16.5828594420117,4.2616969597091,10.0550024504675,-1.90509029708658,8.10387466261395,0.825364033820668,26.2828296745966,-10.3369943294938,4.90628437948817,-9.43819467558865,17.2883828377125,-7.5726316704217,-3.85874948428352,2.26877318107172,0.838068274113123
2015,7.01032384819654,-92.8205105079563,-23.5975479160354,15.7991928535647,-55.2500670571797,9.84786916322363,-9.38992442028142,-11.3160676892021,11.5393282380648,-12.8527775433078,0.402404501144826,28.5482645072273,-97.3375785103295,22.2427885334502,23.0437150280492,2.40258548951832,2.74114070468781,0.0734937790076913,-65.6645280154299,2.6612860896003,-18.1836818864153,-47.3446629180826,-21.4215802374246,3.98272075436942,20.9248891445706,79.8623164130662,8.96576020210689,11.7648906074016,1.0858733805504,-9.345825326401,10.1786710360999,-8.99638622153753,23.8284229896333,-9.70700915908913,-37.3639375281415,-85.8205797777703,-0.469783996128335,50.0703893403497,-3.54467745109588,9.35546499866452,3.05487235292294,-11.6417544623709,-1.02085753580613,-6.11135102155544,-8.26083515537352,17.2385171597785,-22.1329068549373,-4.4818961428573,-13.7363699805727,-2.14197994401686,-5.71867200114983,4.09603504564251,-1.59533303121199,93.1900971819427,-10.6668838306366,-4.3804368447084,2.0479310162638,-5.93476765381649,-7.29590095111059,3.67552505365348,9.17935849843294
2016,-16.033710265434,1.9108279132987,6.61114623533123,-28.4298827923434,-1.0391413220681,-6.52800949944489,-16.9420651974458,-49.6623898514681,-15.6429644371496,-24.8491280383993,14.1863713574744,-47.4534277547606,-6.80262958489192,-30.4016829106713,-19.250193467849,-71.0133449300429,-7.36540826809106,-11.549087133293,54.3175708612836,4.31242353138104,1.98414159615687,6.88974980273876,-38.3460843555759,-0.124259669111467,-24.9430561543765,-82.5139938902693,-2.95857498860014,109.372903508594,-2.99437649931502,1.65012622240381,-18.8408741080758,6.07561315470521,37.8033471546633,-4.04711181568366,0.837477982004202,-25.4591519350883,2.71980219504227,-39.7362566217481,-18.7205604847246,-1.68920246546163,3.92650819955065,-3.69437380782456,4.64678269604046,-0.424812935864395,-2.50153512996341,-36.8487495828719,-23.9141149794701,-7.44678731334488,31.8234383713813,-6.08728747387659,-8.42096927772741,7.98309600969713,-4.10046016636771,-120.078549147128,0.962793450862435,1.24935902755236,-18.4674904874303,15.5486552761789,-1.55359537243732,-5.66964692564535,-2.24330608446306
2017,16.1190820848517,22.6912954705741,-42.9833895598635,6.48882410008213,-0.721842969351499,22.7913115867322,-13.7721699771957,40.2885293169498,2.4954744922981,-12.8433760758219,-7.75425331327478,3.99101555514346,1.92175561223263,-7.73868261157212,13.6397571117731,20.7326446763859,-3.33633295488475,-5.75623419099652,-49.3973090761221,-6.12132947582609,-4.84114437925453,18.8614032504107,-10.8676440979844,-5.27899216986703,17.7142245666298,31.9384877774067,-6.75566818857239,-115.132568366181,2.10821840698003,6.80059088955856,21.7151500578344,-1.78501216468755,-34.3910065745769,-0.767012368187746,5.90330594491627,-13.2416978600825,-4.78314163035247,-42.9333949993739,-2.12297271362442,-2.63299815147222,-5.13615955346878,2.10897814097402,1.40975787337554,3.53456224042384,3.28658842189767,14.3717440950147,8.86807848331472,5.4321347539281,-23.7265916648682,2.92528043764882,9.02307598778903,-14.0728095704736,18.7858877931049,89.0651066630653,3.72981139014045,10.8826631067088,14.2374284446577,23.5573114629736,16.6177285441659,3.63650649911685,6.74723471945151
2018,4.35071588447052,-37.5604064272095,16.6559989513776,-26.9645883791486,4.89150141909896,-0.0186225745810162,6.7742352978004,15.0284404950682,1.94473406274435,16.3295776634015,-1.73498752656424,12.3758115093004,28.4526782363471,3.99945706990948,-29.9768879265508,-38.0359816025116,-4.73107847896621,-4.56644353742747,23.5349937292206,-1.67216562531069,1.23266313531009,-19.7554118976545,-13.1503275323701,-1.08823608401487,-2.86527341398248,-12.5374016881477,10.2040220407233,-1.79343921824736,7.9244009116109,-8.13836457981864,-1.75517548024212,-2.01069804775247,31.3653509325253,-0.302633337504707,-45.049098501483,38.89743838683,1.15582675986879,47.5550491400867,-7.93870046744482,5.10082313346611,-0.492142397418709,-3.93373441417405,-3.80306787067398,-18.2639200722941,3.08344805525212,-6.15258881839727,46.6647789545135,0.953238901192549,0.178473366883914,5.66641714036729,-9.45142614077625,10.50564270712,15.2428486564144,44.6260395207933,11.3901781103573,2.2518614378358,-16.3437677582039,11.5264303097119,-13.7935855092577,-0.996922848189456,0.207534974154015
2019,-0.71174765285626,-113.568970264952,-35.663130706189,-35.1036111461903,-23.216925480535,-5.73269689559247,9.45734506316268,14.2581377762244,-13.3269725213293,-8.18329078719131,-5.99747245380717,20.7909733402368,53.0439184792749,13.6031727271587,23.5453832292559,53.1777629471909,16.5942447305091,16.9634767885514,3.94756117615631,2.44322423098157,-6.38813099135645,1.84839192311854,-8.72600281620501,-2.02532614344413,-31.7480265791245,-10.5958832421956,-4.31500566503104,-4.16563118795805,-7.43713662790698,3.9210553039096,1.47148970173461,1.19687927586725,-35.9400496945264,4.55864948155738,24.6635307117822,-18.5052422950981,-0.568292201115643,7.98456721419802,-4.05031400810319,0.0368971024357236,-0.703819037423827,9.4824140309105,3.93269653288798,36.9535186581512,10.460976338569,11.4238896519983,-65.0298200955575,105.188726794917,12.5857861612607,-7.76208023642154,4.13265195276548,-0.286560826985497,-28.959450938823,-103.87194640742,-10.4910236059558,10.5866574993319,21.614510544059,9.14577231401411,-12.6971198770399,7.4924979763164,2.90540293416761
2020,3.47264076130057,1.13164155432241,38.8564631245043,-0.12529738302932,24.7414750198255,-2.11657414750186,-9.2220459952419,34.2854877081681,11.9452815226011,42.6716891356066,31.0261697065821,19.1950832672482,-29.9690721649484,-17.9540047581285,-0.390959555908239,-36.9659000793021,-8.1823949246629,-0.620935765265699,50.1816019032514,-5.35527359238698,-5.76050753370342,23.9159397303727,-5.32196669310071,4.30293417922284,44.6669310071372,41.9817605075337,-9.16019032513876,13.9532117367169,2,-4.25059476605868,20.7049960348929,7.97224425059475,30.3267248215702,-2,9.87153053132431,13.09040444092,-0.959555908009463,-70.01506740682,11.2727993655828,15.614591593973,7.84456780333069,-3.34020618556697,-2.61459159397305,18.0650277557494,-3.65424266455193,-36.1990483743061,12.5083267248215,-35.6938937351308,-16.4758128469469,-0.378271213322762,2.82474226804123,-2.08168120539255,54.4020618556701,-70.8802537668516,25.4440919904837,1.70975416336239,-29.7232355273592,-69.4409199048374,24.9397303727201,-0.0753370340999311,-2.1149881046789
2021,9.82708370143602,-27.8158789570289,-12.1007789953712,-4.5009886185663,-27.2477255763135,-10.1686973913693,22.073109695193,-98.6353962707746,-18.3987648578252,0.0471916621894195,-13.8466613539686,28.6970355866624,126.931660915251,-10.6063723528161,54.8200738248662,-31.9837974732246,2.64602767651195,3.62400041347704,3.0861306130397,0.429089305010152,15.8635958791734,7.22636059757035,-15.004548246389,-4.35509736540664,-15.7310140161472,80.7468343171432,4.11912943871705,1.63478807503648,-6,-2.73032048069097,4.63617274201329,-4.11632765163123,-15.309352872523,1.06190975865685,-32.0409342175009,-6.82631083610107,3.77511902486745,-28.7752464334609,-6.96318612832926,-0.882858616126285,-3.92206560580983,-0.283130741650339,5.43666530844301,10.3829806158643,-5.92697203862165,23.1821305841924,-52.0891427445011,-5.1213194241609,-4.48455291002431,1.56549222386892,-6.04996099614289,-2.93163927982894,-25.4925820553408,26.8909911306793,-18.1386409830173,2.22037119171509,-2.42985375657057,-7.24318093582814,-14.8531135174508,-6.12025688457142,-0.0761759152082746
2022,9.48598693767978,101.56431720787,-9.01238775138518,21.7064187002579,46.2299456628103,13.2229982082842,-1.2511490993256,64.501326112197,24.3079431374985,4.85165504612391,10.9557435260013,-17.606454135437,-55.0645297283212,10.0619225690582,0.307028529770946,-1.87468402605458,-9.66452839731926,12.4519246225633,16.2512072053169,7.72396211257754,-13.6394248075732,-13.0994985120346,4.4516890440824,-0.930342327048912,-13.5356846863997,-95.8744172099833,2.64780953293118,-5.4810158501446,1.94617972128784,5.97058958208454,-14.6219968650311,8.24967700290465,29.9775412434985,-4.14456232953624,14.7852878936182,-5.24649070162133,-0.836387645722801,66.6209936703661,0.140985263360506,-0.174325430005382,2.6505615212351,9.34319801699871,15.7668426204373,-3.73233188929049,3.04974954943376,13.8178694158076,51.9565142005318,-9.27848836055796,3.17941115125447,-1.44367578946238,-7.00890493369853,-0.795655290089378,16.3806166540915,13.4634057938762,12.5521441065156,13.6736701345703,-3.54107368216089,7.60622754803379,3.02250323393324,7.60968504411011,17.4517165206864
2023,6.68692936088419,-1.74843825084099,-2.88683325324365,-29.2054300816916,-56.9822200864968,-15.0543008169149,-20.8219605958674,-15.8659298414224,-23.9091782796733,-11.8988467083133,-1.10908217203269,-17.0905814512254,-48.8671311869293,-9.45555021624216,33.8728976453629,-19.1415185007208,7.01850072080731,4.92407496395964,-11.3373378183566,-3.15305141758769,3.77582892839982,12.8731379144642,-12.4471407976934,3.28543969245555,-7.73330129745312,-29.8724171071599,-8.76693897164823,-1.15377222489188,5.05382027871216,-2.24026910139356,11.9858241230178,-10.1333493512734,33.3318116290245,3.08265257087939,-4.74435367611727,-2.9271984622776,-1.93873137914465,-94.8457472369053,-39.1777991350313,-9.94281595386833,0.27150408457473,-13.0600672753484,-21.2035079288803,-26.6506487265738,-1.12277751081211,-26,-24.8673714560308,-12.6001922152811,41.3051417587698,-0.12181643440654,-1.94113407015858,5.72729456991831,-42.8880345987506,-3.35439692455549,-5.41350312349832,-4.89404132628543,-6.02907256126855,-24.3630466122057,-10.1693897164825,-6.48942815953869,-2.37554060547814
2024,-5,-18,27,35,39,39,14,37,13,-11,1,-28,52,1,-71,24,-3,29,-2,16,8,14,-12,-1,21,-53,7,28,3,-6,-31,8,-9,0,-13,40,1,47,41,17,-2,3,6,10,-1,0,9,14,-29,-2,3,-4,12,61,20,11,23,65,-3,4,2
2025,6,-22,-17,-23,-9,-13,-9,40,2,18,26,91,-35,13,127,75,0,-17,-88,-12,-23,-14,4,3,16,34,-3,2,-10,4,27,1,36,-8,-10,-45,-2,-13,-5,-1,1,28,0,2,-4,8,60,3,-18,3,6,-3,24,59,-11,12,-11,-37,-3,14,15
