"year","Acadian Flycatcher","American Crow","American Goldfinch","American Robin","Barn Swallow","Blue Grosbeak","Blue Jay","Blue-gray Gnatcatcher","Brown Thrasher","Brown-headed Cowbird","Brown-headed Nuthatch","Carolina Chickadee","Carolina Wren","Chimney Swift","Chipping Sparrow","Common Grackle","Common Yellowthroat","Downy Woodpecker","Eastern Bluebird","Eastern Kingbird","Eastern Meadowlark","Eastern Phoebe","Eastern Towhee","Eastern Whip-poor-will","Eastern Wood-Pewee","European Starling","Field Sparrow","Fish Crow","Grasshopper Sparrow","Gray Catbird","Great Crested Flycatcher","Hooded Warbler","House Finch","House Sparrow","Indigo Bunting","Mourning Dove","Northern Bobwhite","Northern Cardinal","Northern Mockingbird","Northern Parula","Orchard Oriole","Ovenbird","Pileated Woodpecker","Pine Warbler","Prairie Warbler","Purple Martin","Red-bellied Woodpecker","Red-eyed Vireo","Red-winged Blackbird","Ruby-throated Hummingbird","Scarlet Tanager","Song Sparrow","Summer Tanager","Tufted Titmouse","White-breasted Nuthatch","White-eyed Vireo","Wood Thrush","Yellow-billed Cuckoo","Yellow-breasted Chat","Yellow-throated Vireo","Yellow-throated Warbler"
1999,0.287840133845322,23.6112427464524,6.17077768403443,6.97779986126394,3.46762061031961,2.65187955328953,4.41607777586646,6.64634006807814,1.46080250957703,2.43992099617829,0.838394826710789,6.75985924794681,14.1628457945726,5.5587043723495,8.63531304735222,14.0273285241705,1.97312957932673,1.54333877540053,6.96727009052644,0.66396602412735,4.26357597678098,1.79182477022853,7.4202695763586,0.410798563399781,3.30231320645012,8.92069698099356,1.65221907075286,0.538044494352161,0.378967429211089,1.07981832319268,1.20328400611308,0.356328783882253,2.87235978479377,1.60368177359112,11.3958252356081,15.9957097967771,0.963664415560482,25.7585915308384,8.36382375450635,0.426460991572669,0.598116514541757,2.38539231007743,0.199946772796848,6.7912788804995,0.928027156322741,0.887806977338726,5.83902643385211,8.11029685696598,2.04112611242818,0.428252833035998,0.918063471834033,0.396966703335484,1.95000967047767,10.5849299508864,0.88483767684653,0.207170796082869,6.60534647938642,1.28244225375472,2.7903961719958,0.345692483272814,0.142636119519738
2000,0.43827701815198,24.100294728427,5.23924329789103,6.57212477058908,3.51056534181389,2.91223042492643,3.62887795314073,6.48546319624621,1.81406875157394,2.20676221950618,0.849083318285175,6.24431214488953,10.0774482219477,4.95231690313684,7.4242147271116,9.58663638831906,1.38774407220224,1.90930323469402,7.237848082342,0.741832043883445,2.49940295706917,0.867651994949537,6.25174426472767,0.869254049445866,3.18750235515584,8.53046665531471,0.730335713519723,0.637780761566806,0.365514571310033,0.72463167868758,0.910851277831471,0.409470528050958,2.20171612729033,1.17976784011234,10.1021583657107,15.2340822753324,0.875305756265796,23.9441273542801,7.18906418604,0.499146335920683,0.51807750461833,1.83297579803561,0.19132578985232,6.13529754064763,0.902227145591712,0.272697195971541,4.75883050578603,8.70341224232842,1.19075577756248,0.316970573585815,0.745216194710277,0.532066392418626,2.13892102078277,11.1874788650901,1.24844960867866,0.337388052178145,7.21159527705515,1.42651237794743,2.55778221624041,0.346063255476751,0.277451087243861
2001,0.71644127696519,26.2925023956215,5.94471425501986,6.6632674418299,3.81900713430241,2.60569753194919,5.28614483737799,6.72473095060246,1.22994963776657,2.98094587008079,1.34898879236762,6.55354981982375,12.8968949851876,5.50952251394859,9.0449826652362,9.18269107432368,1.61955953742102,1.94869839420001,8.09113240200787,0.775556871916297,3.35033734935877,1.2861794729522,6.59690368821149,0.250852514919012,3.43655118661802,7.45154528110182,0.989844007432999,0.664419777369948,0.39376423652676,0.812966098729982,1.46028538938589,0.525431134703349,2.50310359103014,1.32190693995161,11.2075976691954,14.7189822046893,1.39640818439159,25.0185256492066,7.80947476379958,1.01320598639505,0.430688512644781,2.83707132424946,0.253272434769606,6.60521586481151,1.10229837811471,0.773192862690949,5.2120612085109,8.58564966198508,1.22382372266256,0.431269056941617,1.00653482548426,0.335451514411804,2.09738086258984,11.5540787176285,0.95968726674454,0.497844233965318,7.2853925181258,0.993008124395716,3.31257847691072,0.465744621700033,0.401366025542883
2002,0.647058823529412,23.4411764705882,8.5,7.20588235294117,3.67647058823529,2.14705882352941,4.85294117647059,4.67647058823529,1.73529411764706,3.14705882352941,1.6764705882353,6.17647058823529,11.7058823529412,7.58823529411764,8.88235294117647,10.6764705882353,2.08823529411765,1.52941176470588,6.94117647058824,0.676470588235294,2.29411764705882,1.08823529411765,7.64705882352941,0.61764705882353,3.44117647058823,8.05882352941176,1.58823529411765,0.352941176470588,0.294117647058824,0.794117647058823,1,0.88235294117647,3.47058823529412,1.38235294117647,10.2941176470588,16.2941176470588,1.14705882352941,24.9411764705882,10.2647058823529,0.529411764705883,1.05882352941176,2.64705882352941,0.235294117647059,7.08823529411765,1.23529411764706,0.411764705882353,6.70588235294118,8.02941176470588,1.79411764705882,0.558823529411764,0.764705882352941,0.382352941176471,2.47058823529412,11.4411764705882,0.911764705882353,0.61764705882353,6.11764705882353,0.735294117647059,2.41176470588235,0.588235294117647,0.558823529411765
2003,0.492917040927574,22.4068064631144,5.44077192597519,7.26830992917041,2.25329378166933,3.01666775230899,4.52773016188641,5.86388530817386,1.107985984929,1.8116656267356,0.723409762552882,5.12907801540012,12.8433418127713,5.85108901352824,8.77653281268213,8.90436462497343,2.18401894502993,1.13796685476848,5.65532798968754,0.344759433089007,2.58260423880474,1.01142838531846,6.9990812037602,0.352941176470589,3.3421581769437,7.32733830214682,0.800276667375191,0.331075197301208,0.352941176470588,0.716179384680787,1.10331315181394,0.824460207209122,2.91332031705327,1.06223130352502,11.1386979491645,12.5419072221498,0.529411764705883,24.7467430730306,7.28744780345988,0.854625350548193,0.497094478308866,1.84094625727666,0.23503613474764,5.31661272738493,0.76718971771014,0.88203496225393,5.13986101492701,8.01653661814417,1.29772597930651,0.495226030731677,0.818695446473263,0.235294117647058,2.04939729709345,11.8007180666882,0.832215978826546,0.58845642231715,5.15543426835707,1.03207987356267,2.57549385297889,0.887719156901601,0.32236120348594
2004,0.58334878078058,21.1572750675089,4.92288898059251,5.51404265912945,3.42082038061531,2.5506993902405,4.40385605000363,8.20827247604449,1.90003677430772,2.18146605255473,1.07579977854055,4.79150651268572,15.0595681540673,5.49319816639238,8.5207073015715,7.03566782639374,2.49013002828249,1.28530705666899,6.25595294086874,0.292639092358473,2.67969861514641,0.90950002444316,7.75802233638509,0.299613689097047,2.72084051737251,5.07611195335299,1.39279275205892,0.428837267702858,0.441176470588236,0.598667674139791,1.81708770678802,0.361029857324918,3.29845233305351,0.647058823529412,9.08930333604014,14.3941008253395,0.906514465046712,25.1605287906264,7.62031115628919,0.643417107511928,0.730097594646256,1.74029150524798,0.213529419224708,4.63520864118951,0.750627578406532,0.450784747804294,5.98429694573341,7.1392999504819,1.52800414412377,0.532735999402455,0.852620422657076,0.389105425129484,2.19243065701837,10.6567956138318,0.999222667902883,0.567039167242895,5.90715973764295,2.05512097067574,2.37796782440985,0.56556763834811,0.202637870317074
2005,0.823529411764706,20.7941176470588,5.58823529411765,5.58823529411764,2.38235294117647,2.73529411764706,4.3235294117647,5.79411764705882,1.67647058823529,3.47058823529412,1.05882352941176,4.76470588235294,15.5294117647059,5.52941176470588,9.52941176470588,9.05882352941176,2.11764705882353,0.764705882352941,7.20588235294117,0.61764705882353,2.8235294117647,1.20588235294118,7.52941176470588,0.323529411764706,2.94117647058824,5.3235294117647,1.05882352941176,0.294117647058823,0.470588235294117,0.941176470588235,1.35294117647059,0.235294117647059,2.58823529411765,1.26470588235294,10.1764705882353,13.1176470588235,0.852941176470588,26.1764705882353,6.61764705882353,0.588235294117648,0.794117647058823,2.08823529411765,0.294117647058824,5.38235294117647,0.911764705882352,0.323529411764706,5.61764705882353,6.73529411764706,2.14705882352941,0.647058823529412,0.529411764705883,0.411764705882353,2.73529411764706,8.20588235294117,0.941176470588235,0.323529411764706,6.23529411764706,1.97058823529412,2.97058823529412,0.588235294117648,0.588235294117647
2006,0.470588235294118,24.2647058823529,7.82352941176471,6.20588235294117,3,2.85294117647059,3.91176470588235,5.58823529411764,1.5,3.58823529411764,0.852941176470589,5.05882352941176,19.6470588235294,2.52941176470588,8.29411764705883,8.38235294117647,1.70588235294118,1.94117647058824,7.76470588235294,0.61764705882353,3.05882352941176,1.64705882352941,9.38235294117647,0.264705882352941,2.38235294117647,4.64705882352941,0.970588235294117,0.794117647058823,0.176470588235294,0.588235294117647,1.23529411764706,0.529411764705883,3.3235294117647,0.411764705882353,11.0588235294118,13.4705882352941,0.411764705882353,27.6470588235294,7.58823529411765,0.529411764705882,0.558823529411765,1.61764705882353,0.529411764705882,6.08823529411764,0.941176470588236,1,5.5,6.79411764705882,1.47058823529412,0.411764705882353,1.44117647058824,0.411764705882353,1.94117647058824,9.23529411764706,1.23529411764706,0.441176470588236,4.91176470588235,1.58823529411765,2.61764705882353,0.352941176470589,0.500000000000001
2007,0.647058823529412,23.8235294117647,5.91176470588235,6.44117647058823,2.55882352941176,2.79411764705882,3.91176470588235,6.23529411764706,1.44117647058823,2.02941176470588,1.11764705882353,4.64705882352941,17.3529411764706,2.94117647058823,9.55882352941176,7.67647058823529,2.05882352941176,1.38235294117647,7.85294117647059,0.558823529411765,2.41176470588235,1.55882352941176,8,0.294117647058823,2.79411764705882,5.58823529411765,1.05882352941176,0.647058823529412,0.323529411764706,0.970588235294117,1.55882352941176,0.411764705882353,3.08823529411765,1.02941176470588,9.32352941176471,12.6176470588235,0.735294117647059,25.5588235294118,8.52941176470588,0.588235294117648,0.705882352941177,1.70588235294118,0.352941176470589,5.05882352941177,1.17647058823529,2.11764705882353,5.85294117647059,7.08823529411764,1.70588235294118,0.294117647058824,0.61764705882353,0.38235294117647,2.55882352941176,7.23529411764706,0.88235294117647,0.794117647058824,5.70588235294117,1.82352941176471,3.17647058823529,0.588235294117647,0.411764705882353
2008,0.794117647058824,25.5,5.23529411764705,6.14705882352941,2.23529411764706,2.44117647058824,3.55882352941176,7.29411764705882,1.29411764705882,2.61764705882353,0.88235294117647,6.5,13.0882352941177,3.02941176470588,10.1470588235294,9.41176470588235,1.94117647058824,1.55882352941176,6.94117647058823,0.558823529411765,3.41176470588235,1.82352941176471,8.5,0.352941176470589,3.11764705882353,2.70588235294117,1.11764705882353,1.08823529411764,0.352941176470589,1.20588235294118,2.05882352941176,0.294117647058824,4.47058823529412,1.20588235294117,8.94117647058823,16.2647058823529,0.588235294117647,25.1470588235294,7.88235294117647,0.588235294117648,0.676470588235294,2.35294117647059,0.38235294117647,6.52941176470588,0.941176470588235,0.676470588235294,6.41176470588235,6.55882352941176,1.47058823529412,0.235294117647059,0.676470588235294,0.617647058823528,2.79411764705882,12.8529411764706,0.970588235294117,1,4.52941176470588,0.88235294117647,3.55882352941176,0.588235294117647,0.441176470588236
